META; english/premier-league/bournemouth-v-man-utd; 2018-04-03 18:14:52 GMT+3; 2018-04-18 19:45; e70300-dr003
Bournemouth; 9/2; 9/2; 4; 22/5; 9/2; 17/4; 4; 54/13; 19/5; 9/2; 9/2; 15/4; 4; 9/2; 41/10; 9/2; 41/13; 41/10; 22/5; 54/13; 22/5; 23/5; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-16 20:34:59 GMT+3; 2018-04-18 19:45; e70300-dr003
Man Utd; 3/4; 8/11; 7/10; 8/11; 18/25; 8/11; 7/10; 4/6; 13/18; 7/10; 3/4; 7/10; 4/6; 7/10; 7/10; 8/11; 5/7; 7/10; 5/7; 7/10; 4/6; 14/19; 4/6; 8/11; 8/11; 8/11
Draw; 29/10; 14/5; 14/5; 14/5; 63/20; 3; 29/10; 11/4; 3; 29/10; 14/5; 14/5; 3; 14/5; 14/5; 29/10; 14/5; 3; 56/19; 3; 29/10; 3; 14/5; 3; 14/5; 
Bournemouth; 4; 18/5; 15/4; 18/5; 21/5; 4; 4; 21/5; 19/5; 4; 15/4; 15/4; 4; 4; 75/19; 4; 19/5; 41/10; 22/5; 4; 4; 4; ; ; ; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-17 20:37:15 GMT+3; 2018-04-18 19:45; e70300-dr003
Man Utd; 3/4; 8/11; 7/10; 8/11; 39/50; 3/4; 8/11; 4/6; 3/4; 8/11; 3/4; 8/11; 4/6; 3/4; 3/4; 8/11; 14/19; 7/10; 3/4; 8/11; 3/4; 14/19; 8/11; 8/11; 8/11; 8/11
Draw; 29/10; 14/5; 14/5; 14/5; 3; 14/5; 11/4; 3; 14/5; 3; 14/5; 3; 29/10; 14/5; 14/5; 29/10; 14/5; 37/13; 56/19; 29/10; 3; 14/5; 14/5; 14/5; ; 
Bournemouth; 4; 18/5; 18/5; 18/5; 39/10; 4; 15/4; 7/2; 39/10; 18/5; 4; 15/4; 15/4; 15/4; 18/5; 19/5; 4; 15/4; 19/5; 4; 50/13; 15/4; 7/2; 7/2; 7/2; 
META; english/premier-league/bournemouth-v-man-utd; 2018-04-18 15:20:27 GMT+3; 2018-04-18 19:45; e70300-dr003
Man Utd; 10/11; 17/20; 5/6; 17/20; 10/11; 20/23; 20/23; 5/6; 9/10; 5/6; 10/11; 20/23; 17/20; 17/20; 10/11; 17/20; 13/15; 7/9; 6/7; 13/15; 20/23; 10/11; 5/6; 9/10; 9/10; 9/10
Draw; 11/4; 11/4; 13/5; 11/4; 141/50; 14/5; 11/4; 13/5; 37/13; 27/10; 11/4; 14/5; 13/5; 14/5; 11/4; 11/4; 45/17; 14/5; 14/5; 14/5; 14/5; 27/10; 14/5; 11/4; 14/5; 11/4
Bournemouth; 10/3; 16/5; 3; 16/5; 67/20; 17/5; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 10/3; 16/5; 16/5; 16/5; 17/5; 31/10; 31/10; 17/5; 13/4; 3; 10/3; 10/3; 10/3
