META; english/premier-league/everton-v-man-city; 2018-03-12 20:14:03 GMT+2; 2018-03-31 17:30; e70300-dr003
Everton; 12; 10; 10; 19/2; 11; 9; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 10:20:44 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 63/13; 5; 9/2; 5; 21/4; 9/2; 49/10; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 10; 10; 83/10; 17/2; 12; 12; 10; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 13:06:40 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 1/4; 3/10; 2/7; 31/00; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 41/4; 17/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-15 20:14:23 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 1/4; 3/10; 2/7; 31/100; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 1/4; 5/19; 5/19; 5/19; 1/4; 1/4; 1/4; 
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 19/4; 5; 9/2; 5; 21/4; 9/2; 24/5; 4
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 41/4; 10; 83/10; 17/2; 12; 12; 21/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-16 10:15:13 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 1/4; 3/10; 2/7; 31/100; 2/11; 1/4; 1/6; 5/19; 1/4; 2/7; 2/7; 3/11; 5/19; 5/19; 5/19; 2/7; 1/4; 3/11; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 23/5; 5; 9/2; 5; 9/2; 79/17; 4; 
Everton; 12; 10; 11; 10; 11; 10; 10; 11; 17/2; 19/2; 10; 83/10; 17/2; 12; 12; 19/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-16 16:17:55 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 1/4; 3/10; 2/7; 31/100; 1/5; 1/4; 1/5; 5/19; 1/4; 2/7; 2/7; 3/11; 5/19; 5/19; 5/19; 1/4; 1/4; 3/11; 1/4
Draw; 17/4; 17/4; 9/2; 51/10; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 5; 23/5; 5; 9/2; 5; 21/4; 9/2; 79/17; 4
Everton; 12; 10; 21/2; 9; 10; 9; 10; 11; 17/2; 19/2; 10; 83/10; 17/2; 12; 11; 19/2; 54/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-17 12:14:22 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 1/4; 3/10; 2/7; 8/25; 1/5; 2/7; 1/5; 5/19; 3/10; 2/7; 2/7; 2/7; 5/19; 5/19; 5/19; 2/7; 2/7; 1/4
Draw; 17/4; 17/4; 9/2; 49/10; 9/2; 9/2; 9/2; 5; 9/2; 5; 50/11; 5; 9/2; 5; 19/4; 9/2; 23/5; 4
Everton; 12; 10; 21/2; 9; 10; 9; 11; 17/2; 10; 83/10; 17/2; 12; 10; 54/5; ; ; ; 
META; english/premier-league/everton-v-man-city; 2018-03-18 14:13:50 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 2/7; 3/10; 2/7; 9/25; 2/9; 3/10; 2/9; 5/18; 3/10; 1/3; 30/100; 2/7; 2/7; 5/18; 2/7; 5/18; 3/10; 3/10; 2/7; 3/10
Draw; 4; 17/4; 9/2; 22/5; 4; 9/2; 4; 9/2; 4; 17/4; 9/2; 74/17; 9/2; 43/10; 9/2; 19/4; 17/4; 22/5; 21/5; 
Everton; 10; 17/2; 10; 19/2; 17/2; 9; 17/2; 9; 17/2; 9; 17/2; 17/2; 11; 37/5; 17/2; 21/2; 9; 35/4; 9; 
META; english/premier-league/everton-v-man-city; 2018-03-19 08:12:58 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 2/7; 1/3; 1/3; 1/3; 9/25; 2/9; 2/9; 5/18; 3/10; 3/10; 1/3; 1/3; 30/100; 3/10; 2/7; 5/18; 2/7; 5/18; 3/10; 3/10; 3/10; 1/3
Draw; 4; 21/5; 4; 23/5; 4; 17/4; 4; 9/2; 4; 9/2; 17/4; 9/2; 15/4; 43/10; 9/2; 43/10; 9/2; 9/2; 17/4; 43/10; 22/5; 
Everton; 10; 9; 9; 17/2; 9; 17/2; 9; 17/2; 17/2; 17/2; 9; 8; 35/4; 10; 37/5; 17/2; 21/2; 9; 35/4; 19/2; ; 
META; english/premier-league/everton-v-man-city; 2018-03-20 08:13:15 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 3/10; 1/3; 1/3; 1/3; 39/100; 1/4; 1/3; 1/4; 1/3; 1/3; 3/10; 1/3; 1/3; 7/20; 4/11; 3/10; 3/10; 3/10; 4/13; 1/3; 1/3; 1/3; 4/13; 1/3; 4/11
Draw; 9/2; 4; 4; 43/10; 4; 17/4; 4; 17/4; 4; 9/2; 4; 9/2; 4; 17/4; 4; 17/4; 9/2; 21/5; 21/5; 9/2; 4; 17/4; 22/5; 21/5; 
Everton; 8; 8; 83/10; 15/2; 8; 15/2; 17/2; 8; 17/2; 17/2; 17/2; 17/2; 7; 15/2; 33/4; 9; 69/10; 8; 8; 17/2; 41/5; 43/5; ; ; 
META; english/premier-league/everton-v-man-city; 2018-03-21 14:14:03 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 3/10; 4/11; 1/3; 1/3; 39/00; 1/4; 7/20; 1/4; 1/3; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 4/11; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 1/3; 3/10; 4/11
Draw; 9/2; 19/5; 4; 21/5; 4; 4; 17/4; 19/5; 4; 15/4; 4; 17/4; 4; 75/19; 4; 22/5; 21/5; 22/5; 4; 75/19; 21/5; 10/3; 4; ; 
Everton; 15/2; 15/2; 8; 9; 15/2; 8; 15/2; 17/2; 8; 8; 7; 15/2; 7; 15/2; 73/10; 8; 19/2; 15/2; 7; 17/2; 37/5; 8; ; ; 
META; english/premier-league/everton-v-man-city; 2018-03-22 12:33:02 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 3/10; 1/3; 1/3; 1/3; 39/100; 1/4; 7/20; 1/4; 1/3; 1/3; 1/3; 1/3; 1/3; 4/11; 1/3; 6/17; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 1/3; 3/10; 4/11
Draw; 9/2; 4; 4; 21/5; 4; 4; 17/4; 19/5; 4; 15/4; 4; 17/4; 4; 75/19; 4; 22/5; 21/5; 22/5; 4; 21/5; 7/2; 4; ; ; 
Everton; 15/2; 8; 17/2; 8; 15/2; 8; 15/2; 17/2; 8; 8; 17/2; 7; 7; 15/2; 73/10; 8; 19/2; 15/2; 7; 17/2; 8; ; ; ; 
META; english/premier-league/everton-v-man-city; 2018-03-23 14:39:33 GMT+2; 2018-03-31 17:30; e70300-dr003
Man City; 3/10; 1/3; 1/3; 1/3; 39/00; 1/4; 7/20; 1/4; 1/3; 1/3; 1/3; 1/3; 7/20; 4/11; 1/3; 6/17; 4/11; 4/11; 1/3; 1/3; 1/3; 4/11; 4/11; 3/10; 4/11
Draw; 9/2; 4; 4; 21/5; 4; 4; 17/4; 19/5; 4; 15/4; 4; 4; 75/19; 4; 22/5; 21/5; 22/5; 4; 21/5; 7/2; 21/5; ; ; ; 
Everton; 15/2; 8; 8; 15/2; 8; 15/2; 17/2; 8; 8; 15/2; 8; 15/2; 73/10; 8; 19/2; 15/2; 7; 41/5; 39/5; 8; ; ; ; ; 
META; english/premier-league/everton-v-man-city; 2018-03-26 12:13:28 GMT+3; 2018-03-31 17:30; e70300-dr003
Man City; 1/3; 4/11; 4/11; 1/3; 2/5; 1/3; 4/11; 1/4; 6/17; 1/3; 1/3; 1/3; 3/10; 4/11; 4/11; 1/3; 4/11; 4/11; 4/11; 6/17; 4/11; 7/20; 7/19; 4/11; 3/10; 4/11; 4/11
Draw; 4; 19/5; 19/5; 19/5; 21/5; 4; 4; 41/10; 19/5; 4; 9/2; 19/5; 4; 19/5; 4; 22/5; 4; 17/4; 4; 50/13; 21/5; 7/2; 4; 22/5; ; ; 
Everton; 8; 8; 15/2; 41/5; 17/2; 15/2; 15/2; 102/13; 15/2; 8; 15/2; 8; 15/2; 15/2; 15/2; 7; 15/2; 37/5; 15/2; 17/2; 8; 17/2; 33/5; 44/5; 44/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-27 08:13:15 GMT+3; 2018-03-31 17:30; e70300-dr003
Man City; 1/3; 4/11; 1/3; 1/3; 2/5; 1/3; 4/11; 3/10; 4/11; 4/11; 1/3; 1/3; 3/10; 4/11; 4/11; 1/3; 7/19; 4/11; 4/11; 4/11; 1/3; 7/20; 4/11; 3/10; 4/11; 4/11
Draw; 4; 19/5; 19/5; 19/5; 21/5; 4; 7/2; 41/10; 4; 19/5; 4; 9/2; 19/5; 4; 15/4; 50/13; 4; 22/5; 4; 22/5; 4; 21/5; 10/3; 4; 22/5; 
Everton; 8; 15/2; 8; 15/2; 41/5; 9; 8; 81/10; 8; 17/2; 15/2; 8; 15/2; 15/2; 15/2; 15/2; 37/5; 8; 8; 17/2; 37/5; 46/5; 44/5; ; ; 
META; english/premier-league/everton-v-man-city; 2018-03-28 08:13:57 GMT+3; 2018-03-31 17:30; e70300-dr003
Man City; 1/3; 4/11; 4/11; 1/3; 2/5; 1/3; 4/11; 3/10; 4/11; 4/11; 1/3; 1/3; 3/10; 7/20; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 1/3; 1/3; 4/11; 4/11; 1/3; 4/11; 4/11
Draw; 4; 19/5; 19/5; 19/5; 21/5; 4; 7/2; 41/10; 4; 19/5; 4; 17/4; 4; 15/4; 77/19; 4; 22/5; 4; 22/5; 4; 41/10; 21/5; 7/2; 4; 22/5; ; 
Everton; 8; 15/2; 8; 15/2; 41/5; 9; 8; 81/10; 8; 17/2; 15/2; 8; 15/2; 15/2; 33/4; 15/2; 37/5; 8; 19/2; 8; 33/4; 17/2; 38/5; 46/5; 44/5; ; 
META; english/premier-league/everton-v-man-city; 2018-03-29 08:13:34 GMT+3; 2018-03-31 17:30; e70300-dr003
Man City; 1/3; 4/11; 1/3; 1/3; 37/100; 1/3; 1/3; 3/10; 6/17; 1/3; 1/3; 1/3; 3/10; 7/20; 7/20; 1/3; 1/3; 4/11; 4/11; 1/3; 1/3; 1/3; 10/29; 3/10; 1/3; 1/3
Draw; 4; 19/5; 4; 19/5; 22/5; 9/2; 17/4; 4; 49/11; 4; 4; 17/4; 4; 4; 17/4; 4; 22/5; 43/10; 22/5; 4; 43/10; 9/2; 9/2; 23/5; ; 
Everton; 8; 15/2; 17/2; 15/2; 9; 19/2; 17/2; 17/2; 9; 17/2; 8; 15/2; 8; 8; 15/2; 35/4; 15/2; 37/5; 9; 19/2; 8; 35/4; 44/5; 46/5; 46/5; 
META; english/premier-league/everton-v-man-city; 2018-03-31 12:14:13 GMT+3; 2018-03-31 17:30; e70300-dr003
Man City; 4/11; 4/11; 4/11; 1/3; 37/100; 4/11; 4/11; 3/10; 7/19; 4/11; 4/11; 4/11; 3/10; 7/20; 4/11; 4/11; 4/11; 4/11; 6/17; 6/17; 1/3; 7/20; 4/11; 4/11; 4/11; 4/11; 4/11
Draw; 17/4; 19/5; 4; 43/10; 9/2; 4; 17/4; 4; 4; 17/4; 17/4; 4; 77/19; 4; 21/5; 21/5; 17/4; 4; 77/19; 4; 21/5; 21/5; 21/5; ; ; ; 
Everton; 17/2; 15/2; 17/2; 9; 19/2; 9; 17/2; 17/2; 17/2; 9; 8; 9; 17/2; 19/2; 33/4; 15/2; 8; 17/2; 19/2; 17/2; 17/2; 9; 46/5; 46/5; 46/5; ; 
