META; english/premier-league/stoke-v-man-city; 2018-02-27 18:13:54 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 1/4; 1/4; 1/4; 2/7; 7/25; 2/11; 1/4; 1/6; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; ; 4/17; 3/11; 1/4; 1/4; 1/4; ; ; ; 1/4; ; 
Stoke; 12; 11; 14; 12; 12; 13; 11; 10; 12; 11; 11; 14; 12; 11; 12; 41/4; 11; 21/2; 19/2; 14; 21/2; 66/5; 54/5; 49/5; 
META; english/premier-league/stoke-v-man-city; 2018-03-06 14:59:39 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 1/5; 1/4; 2/9; 2/9; 13/50; 2/9; 2/9; 1/6; 1/4; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 4/17; 1/4; 4/17; 1/4; 1/5; 4/17; 1/4; 1/5; 1/4
Draw; 11/2; 5; 5; 29/5; 11/2; 11/2; 9/2; 21/4; 5; 9/2; 5; 5; 11/2; 11/2; 5; 57/10; 51/10; 21/4; 96/19; 11/2; 22/5; 11/2; ; ; 
Stoke; 12; 10; 14; 12; 25/2; 13; 11; 10; 12; 11; 11; 14; 12; 11; 12; 41/4; 11; 21/2; 19/2; 14; 41/4; 62/5; 54/5; 61/5; 
META; english/premier-league/stoke-v-man-city; 2018-03-08 10:11:34 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 2/9; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 4/17; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 1/4; 3/13; 2/9; 4/17; 4/17; 2/9; 1/5; 4/17; 2/9; 1/6; 1/4; 1/4
Draw; 11/2; 5; 5; 29/5; 11/2; 11/2; 5; 11/2; 11/2; 9/2; 5; 5; 11/2; 11/2; 67/13; 11/2; 57/10; 27/5; 11/2; 21/4; 26/5; 28/5; 28/5; 11/2; 29/5; ; 
Stoke; 10; 12; 14; 12; 27/2; 13; 12; 11; 12; 14; 11; 12; 14; 13; 11; 12; 47/4; 12; 21/2; 23/2; 12; 14; 47/4; 69/5; 68/5; 61/5; 71/5
META; english/premier-league/stoke-v-man-city; 2018-03-08 12:14:52 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 2/9; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 1/6; 4/17; 2/9; 1/4; 2/9; 1/6; 2/9; 2/9; 2/9; 3/13; 2/9; 4/17; 4/17; 2/9; 1/5; 4/17; 2/9; 1/5; 1/4; 1/4
Draw; 11/2; 5; 5; 29/5; 11/2; 11/2; 5; 11/2; 11/2; 9/2; 5; 5; 11/2; 5; 51/10; 11/2; 57/10; 27/5; 11/2; 21/4; 67/13; 28/5; 28/5; 29/5; 29/5; ; 
Stoke; 10; 11; 14; 12; 27/2; 13; 12; 11; 12; 14; 11; 12; 14; 13; 11; 12; 47/4; 12; 21/2; 23/2; 12; 14; 47/4; 69/5; 68/5; 69/5; 71/5
META; english/premier-league/stoke-v-man-city; 2018-03-09 12:14:11 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 1/4; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 1/5; 1/4; 2/9; 2/9; 2/9; 1/6; 2/9; 1/4; 2/9; 3/13; 2/9; 3/13; 3/13; 1/5; 1/4; 1/5; 1/4; 1/4
Draw; 11/2; 5; 11/2; 5; 11/2; 11/2; 5; 29/5; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 51/10; 11/2; 57/10; 23/4; 11/2; 28/5; 28/5; 29/5; 29/5; ; 
Stoke; 14; 11; 14; 12; 13; 14; 12; 12; 49/4; 14; 14; 12; 14; 14; 12; 12; 47/4; 12; 23/2; 12; 14; 66/5; 66/5; 66/5; 68/5
META; english/premier-league/stoke-v-man-city; 2018-03-10 12:14:39 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 1/4; 2/9; 2/9; 1/4; 1/4; 2/9; 2/9; 1/5; 1/4; 2/9; 1/4; 2/9; 1/6; 2/9; 1/4; 2/9; 3/13; 2/9; 4/17; 3/13; 2/9; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4
Draw; 11/2; 5; 11/2; 5; 11/2; 11/2; 5; 29/5; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 51/10; 11/2; 57/10; 23/4; 11/2; 11/2; 67/13; 28/5; 29/5; 29/5; 29/5; 
Stoke; 13; 12; 14; 12; 13; 14; 12; 12; 49/4; 14; 14; 12; 14; 14; 12; 12; 47/4; 12; 23/2; 12; 12; 14; 47/4; 69/5; 71/5; 69/5; 71/5
META; english/premier-league/stoke-v-man-city; 2018-03-12 10:21:59 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 1/4; 1/4; 1/4; 1/4; 7/25; 1/4; 2/9; 3/11; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; ; 
Draw; 11/2; 5; 24/5; 5; 11/2; 11/2; 11/2; 5; 53/10; 5; 11/2; 5; 5; 11/2; 5; 21/4; 53/10; 51/10; 11/2; 21/4; 96/19; 27/5; 27/5; 27/5; ; ; 
Stoke; 13; 10; 12; 12; 12; 13; 12; 12; 12; 12; 14; 12; 12; 12; 12; 12; 51/4; 25/2; 12; 23/2; 14; 12; 51/4; 66/5; 66/5; 66/5; 68/5
META; english/premier-league/stoke-v-man-city; 2018-03-12 20:13:26 GMT+2; 2018-03-12 20:00; e70300-dr003
Man City; 2/9; 2/9; 2/9; 2/9; 6/25; 1/4; 2/9; 1/5; 4/17; 2/9; 2/9; 2/9; 2/9; 2/9; 2/9; 2/9; 4/17; 2/9; 4/17; 2/9; 1/4; 2/9; 4/17; 2/9; 1/4; 1/4; 1/4
Draw; 6; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 23/4; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 96/19; 21/4; 11/2; 11/2; 11/2; 11/2; 51/10; 28/5; 29/5; 29/5; 28/5; 
Stoke; 14; 12; 14; 12; 14; 13; 12; 12; 131/0; 14; 14; 12; 12; 14; 14; 14; 51/4; 25/2; 23/2; 13; 14; 14; 13; 66/5; 68/5; 69/5; 68/5
