META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-29 04:18:25 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/5; ; ; ; ; ; 2/11; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; 
Draw; 6; ; ; ; ; ; 6; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; 32/5; ; ; ; ; ; 
Leganes; 10; ; ; ; ; ; 16; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; 15; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-29 08:18:29 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/5; ; ; ; ; ; 2/11; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; 
Draw; 6; ; ; ; ; ; 6; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; 32/5; ; ; ; ; ; 
Leganes; 10; ; ; ; ; ; 16; ; ; ; 14; ; ; ; ; ; ; ; ; ; ; 15; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-29 12:18:40 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; ; 2/11; ; ; 1/5; 2/11; ; ; ; ; ; ; 1/5; ; 1/5; ; 2/9; ; ; ; ; ; 
Leganes; 12; ; ; ; ; 14; 18; ; ; 11; 16; ; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 16; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-30 04:18:34 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/7; ; ; 1/5; 1/6; ; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 3/14; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; ; ; ; ; 13/2; 13/2; 6; 11/2; 6; 25/4; 67/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 18; ; ; 11; 16; ; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 16; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-30 08:18:33 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/7; ; ; 1/5; 1/6; ; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 3/14; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; ; ; ; ; 13/2; 13/2; 6; 11/2; 6; 25/4; 67/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 18; ; ; 11; 16; ; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 16; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-30 12:18:49 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/7; ; ; 1/5; 1/6; ; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; ; ; ; ; 13/2; 13/2; 6; 11/2; 6; 25/4; 73/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 18; ; ; 11; 16; ; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 20; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-30 16:18:58 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; 1/6; 1/6; ; ; ; 1/6; 1/6; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; 6; ; ; ; 13/2; 6; 6; 11/2; 6; 25/4; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 17; ; ; 11; 16; 18; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-30 20:19:36 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; 1/6; 1/6; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; 6; ; ; ; 13/2; 13/2; 6; 11/2; 6; 25/4; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 17; ; ; 11; 16; 18; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-31 00:18:31 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; 1/6; 2/13; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; 6; ; ; ; 13/2; 13/2; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 17; ; ; 11; 16; 18; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-31 04:18:41 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; 1/6; 2/13; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; 6; ; ; ; 13/2; 13/2; 6; 11/2; 6; 6; 73/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 17; ; ; 11; 16; 18; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 20; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-31 08:18:35 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; 1/6; 2/13; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; ; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; 6; ; ; ; 13/2; 13/2; 6; 11/2; 6; ; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 17; ; ; 11; 16; 18; ; ; ; 15; 16; 11; 25/2; 11; ; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-31 11:56:37 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; 1/6; 2/13; ; ; ; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; 6; ; ; ; 13/2; 13/2; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 17; ; ; 11; 16; 18; ; ; ; 15; 16; 11; 25/2; 11; 31/2; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-31 16:18:58 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; 2/11; 1/6; ; ; ; 1/6; 1/6; 1/5; 3/16; 1/5; 1/7; 2/11; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; 6; 11/2; ; ; ; 13/2; 6; 6; 11/2; 6; 6; 73/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; 14; 16; ; ; ; 15; 16; 11; 25/2; 11; 61/4; 20; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-08-31 20:19:22 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-01 00:18:56 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-01 04:19:03 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-01 08:18:58 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/5; 3/16; 1/5; ; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 11/2; 6; ; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 11; 25/2; 11; ; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-01 12:19:08 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-01 16:19:15 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-01 20:19:46 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-02 00:19:11 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-02 04:19:06 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-02 08:18:58 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-02 12:19:19 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 2/13; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 7; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; 16; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-02 16:19:35 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; ; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; ; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-02 20:19:25 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; ; ; ; 1/5; ; 1/6; ; ; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; ; ; ; 6; ; 11/2; ; ; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; ; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-03 00:19:08 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 1/6; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-03 04:19:12 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 1/6; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-03 08:19:21 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 1/6; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-03 12:19:35 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 1/6; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-03 16:19:41 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 1/6; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-03 20:19:33 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 1/6; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-04 00:19:13 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 1/6; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-04 04:19:07 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 2/11; ; 1/6; ; 1/6; 1/6; 1/7; 1/5; 3/16; 1/5; 1/7; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-04 08:19:07 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 2/11; ; 1/6; ; 1/6; 1/6; 2/13; 1/5; 3/16; 1/5; 2/13; 2/11; ; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 13/2; 6; 6; 6; 11/2; 6; 6; 73/10; ; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 61/4; 11; 25/2; 11; 61/4; 20; ; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-04 12:19:21 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 2/11; ; 1/6; ; 2/11; 1/6; 2/13; 1/5; 3/16; 1/5; 2/13; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 6; 6; 29/5; 6; 11/2; 6; 29/5; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 16; ; 16; ; 15; 16; 15; 11; 25/2; 11; 15; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-04 16:19:39 GMT+3; 2016-09-17 15:15; e70300-dr003
Barcelona; 1/6; ; ; ; ; 9/50; 1/6; ; ; 1/5; ; 2/11; ; 1/6; ; 2/11; 1/6; 2/13; 1/5; 3/16; 1/5; 2/13; 2/11; 3/19; ; ; ; ; 
Draw; 6; ; ; ; ; 7; 13/2; ; ; 6; ; 11/2; ; 6; ; 6; 6; 29/5; 6; 11/2; 6; 29/5; 73/10; 61/10; ; ; ; ; 
Leganes; 14; ; ; ; ; 14; ; ; ; 11; ; 14; ; 16; ; 15; 16; 15; 11; 25/2; 11; 15; 20; 12; ; ; ; ; 
META; spain/la-liga-primera/leganes-v-barcelona; 2016-09-04 20:19:19 GMT+3; 2016-09-17 15:15; e70300-dr003
