META; spain/la-liga-segunda/lorca-v-albacete; 2018-03-02 17:48:02 GMT+2; 2018-03-04 11:00; Nothing; Xlenovo
Lorca; 6/4; 29/20; 29/20; 7/5; 33/20; 11/8; 7/5; 11/8; 7/5; 29/20; 7/5; 29/20; 7/5; 29/20; 6/4; 7/5; 6/4; 16/11; 7/5; 11/8; 31/20; 31/20; 7/5; 7/5
Draw; 19/10; 19/10; 19/10; 2; 21/10; 9/5; 2; 9/5; 2; 19/10; 2; 19/10; 2; 39/20; 21/10; 2; 37/19; 39/19; 2; 39/20; 39/19; 9/5; 19/10; 
Albacete; 21/10; 2; 2; 52/25; 2; 2; 28/13; 2; 2; 39/20; 19/10; 2; 11/5; 20/11; 28/13; 21/10; 21/10; 2; 9/5; 19/10; 2; ; ; 
META; spain/la-liga-segunda/lorca-v-albacete; 2018-03-02 22:25:26 GMT+2; 2018-03-04 11:00; Nothing; Xlenovo
Lorca; 6/4; 29/20; 29/20; 7/5; 33/20; 11/8; 7/5; 11/8; 7/5; 29/20; 6/4; 29/20; 6/4; 29/20; 6/4; 6/4; 6/4; 16/11; 7/5; 11/8; 31/20; 31/20; 11/8; 7/5
Draw; 19/10; 19/10; 19/10; 2; 21/10; 9/5; 15/8; 9/5; 2; 19/10; 19/10; 19/10; 2; 39/20; 21/10; 19/10; 2; 37/19; 39/19; 2; 39/20; 39/19; 9/5; 15/8
Albacete; 21/10; 2; 2; 52/25; 2; 2; 28/13; 2; 15/8; 39/20; 19/10; 2; 11/5; 20/11; 28/13; 21/10; 21/10; 2; 9/5; 19/10; 2; ; ; 
META; spain/la-liga-segunda/lorca-v-albacete; 2018-03-03 02:24:47 GMT+2; 2018-03-04 11:00; Nothing; Xlenovo
Lorca; 6/4; 29/20; 29/20; 7/5; 33/20; 11/8; 7/5; 11/8; 7/5; 29/20; 7/5; 29/20; 7/5; 29/20; 6/4; 7/5; 6/4; 16/11; 7/5; 11/8; 31/20; 31/20; 11/8; 7/5
Draw; 19/10; 19/10; 19/10; 2; 21/10; 9/5; 2; 9/5; 2; 19/10; 2; 19/10; 2; 39/20; 21/10; 2; 37/19; 39/19; 2; 39/20; 39/19; 9/5; 9/5; 
Albacete; 21/10; 2; 2; 52/25; 2; 2; 28/13; 2; 2; 39/20; 19/10; 2; 11/5; 20/11; 28/13; 21/10; 21/10; 2; 9/5; 19/10; 2; ; ; 
META; spain/la-liga-segunda/lorca-v-albacete; 2018-03-03 10:25:35 GMT+2; 2018-03-04 11:00; Nothing; Xlenovo
Lorca; 6/4; 29/20; 29/20; 7/5; 33/20; 11/8; 7/5; 11/8; 7/5; 29/20; 7/5; 29/20; 6/4; 6/4; 6/4; 7/5; 6/4; 16/11; 7/5; 11/8; 31/20; 31/20; 6/4; 7/5; 7/5
Draw; 19/10; 19/10; 19/10; 2; 52/25; 9/5; 15/8; 9/5; 2; 19/10; 19/10; 19/10; 2; 39/20; 21/10; 19/10; 2; 37/19; 39/19; 2; 39/20; 2; 19/10; 2; ; 
Albacete; 21/10; 2; 19/10; 2; 52/25; 2; 2; 28/13; 19/10; 2; 39/20; 19/10; 2; 11/5; 20/11; 28/13; 21/10; 21/10; 2; 19/10; 2; ; ; ; ; 
META; spain/la-liga-segunda/lorca-v-albacete; 2018-03-04 10:23:51 GMT+2; 2018-03-04 11:00; Nothing; Xlenovo
Lorca; 9/5; 29/20; 17/10; 7/5; 189/00; 17/10; 13/8; 13/8; 7/4; 17/10; 17/10; 17/10; 17/10; 17/10; 7/4; 8/5; 9/5; 9/5; 17/10; 17/10; 9/5; 15/8; 9/5; 9/5; 9/5; 15/8
Albacete; 9/5; 2; 33/20; 2; 9/5; 17/10; 7/4; 13/8; 7/4; 33/20; 17/10; 13/8; 13/8; 17/10; 7/4; 7/4; 17/10; 7/4; 8/5; 17/10; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4
Draw; 15/8; 19/10; 19/10; 2; 21/10; 15/8; 15/8; 9/5; 2; 19/10; 19/10; 2; 19/10; 19/10; 2; 37/19; 39/19; 2; 39/20; 2; 19/10; 19/10; 2; ; ; 
META; spain/la-liga-segunda/lorca-v-albacete; 2018-03-04 14:24:29 GMT+2; 2018-03-04 11:00; Nothing; Xlenovo
Draw; 8/11; 8/13; 20/23; 4/6; 89/00; 667/000; 7/11; 3/4; 4/6; 4/6; 8/11; 4/5; 8/13; 4/5; 3/4; 4/6; 7/11; 7/10; 4/5; 8/11; 8/11
Albacete; 11/4; 3; 12/5; 12/5; 129/0; 13/5; 16/5; 5/2; 13/5; 12/5; 27/10; 5/2; 3; 28/11; 12/5; 27/10; 16/5; 57/20; 5/2; 14/5; 13/5
Lorca; 7/2; 7/2; 14/5; 16/5; 16/5; 10/3; 57/17; 17/5; 16/5; 16/5; 10/3; 14/5; 7/2; 13/4; 13/4; 37/10; 57/17; 15/4; 57/17; 7/2; 10/3
