META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-04 22:22:48 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Reus Deportiu; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-07 10:25:09 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; ; ; 21/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/20; ; ; ; ; ; ; ; 1/4; ; 
Draw; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 8/15; ; 
Reus Deportiu; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 16/5; ; ; ; ; ; ; ; 1; ; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-07 14:26:00 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 17/20; 5/6; 11/13; ; 10/11; ; ; 4/5; 9/10; ; 10/11; 5/6; 10/11; 10/11; 10/11; ; 19/20; 4/5; 24/25; ; 8/9; ; 20/23; ; 4/5; ; 4/7; 8/11; 
Draw; 11/5; 2; 2; ; 2; ; ; 15/8; 2; ; 21/10; 2; 21/10; 2; 2; ; 21/10; 2; 111/ 50; ; 37/19; ; 11/5; ; 39/19; ; 13/8; 19/10; 
Reus Deportiu; 15/4; 15/4; 18/5; ; 3; ; ; 7/2; 39/10; ; 7/2; 4; 10/3; 17/5; 15/4; ; 13/4; 77/19; 39/10; ; 19/5; ; 4; ; 41/10; ; 5/2; 11/4; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-07 18:25:14 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; ; ; 8/11; 9/10; ; 5/6; 5/6; 5/6; 5/6; 10/11; ; 11/13; 4/5; 22/25; 9/11; 8/9; ; 5/6; 17/20; 4/5; ; 4/7; 4/5; 
Draw; 9/4; 21/10; 2; 2; 41/20; ; ; 2; 2; ; 21/10; 21/10; 11/5; 41/20; 2; ; 11/5; 39/19; 57/25; 21/10; 37/19; ; 11/5; 21/10; 21/10; ; 13/8; 21/10; 
Reus Deportiu; 4; 15/4; 15/4; 19/5; 10/3; ; ; 7/2; 39/10; ; 4; 15/4; 7/2; 37/10; 15/4; ; 18/5; 39/10; 43/10; 57/17; 19/5; ; 21/5; 15/4; 75/19; ; 5/2; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-07 22:25:34 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 5/6; 5/6; 17/20; 4/5; 4/5; ; 8/11; 9/10; 5/6; 5/6; 5/6; 5/6; 5/6; 10/11; ; 11/13; 4/5; 22/25; 9/11; 8/9; ; 5/6; 17/20; 5/6; ; 8/11; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; ; 11/5; 21/10; 57/25; 21/10; 37/19; ; 11/5; 21/10; 21/10; ; 19/10; 21/10; 
Reus Deportiu; 4; 15/4; 15/4; 19/5; 10/3; 15/4; ; 7/2; 39/10; 15/4; 4; 15/4; 7/2; 15/4; 15/4; ; 18/5; 4; 43/10; 57/17; 19/5; ; 21/5; 15/4; 4; ; 3; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-08 02:25:11 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 5/6; 5/6; 17/20; 4/5; 4/5; ; 8/11; 9/10; 5/6; 5/6; 5/6; 5/6; 5/6; 10/11; ; 11/13; 4/5; 87/ 100; 9/11; 8/9; ; 5/6; 17/20; 5/6; ; 8/11; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; ; 11/5; 21/10; 57/25; 21/10; 37/19; ; 11/5; 21/10; 21/10; ; 19/10; 21/10; 
Reus Deportiu; 4; 15/4; 15/4; 19/5; 10/3; 15/4; ; 7/2; 39/10; 15/4; 4; 15/4; 7/2; 15/4; 15/4; ; 18/5; 4; 22/5; 57/17; 19/5; ; 21/5; 15/4; 77/19; ; 7/2; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-08 10:25:26 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 5/6; 5/6; 17/20; 4/5; 4/5; ; 8/11; 9/10; 5/6; 5/6; 5/6; 5/6; 5/6; 10/11; ; 11/13; 4/5; 87/ 100; 9/11; 8/9; ; 5/6; 17/20; 5/6; ; 8/11; ; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; ; 11/5; 21/10; 57/25; 21/10; 37/19; ; 11/5; 21/10; 21/10; ; 19/10; ; 
Reus Deportiu; 4; 15/4; 15/4; 19/5; 10/3; 15/4; ; 7/2; 39/10; 15/4; 4; 15/4; 7/2; 15/4; 15/4; ; 18/5; 4; 22/5; 57/17; 19/5; ; 21/5; 15/4; 77/19; ; 3; ; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-08 14:26:49 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; ; 8/11; 9/10; 5/6; 5/6; 5/6; 5/6; 17/20; 5/6; ; 11/13; 4/5; 89/ 100; 9/11; 8/9; ; 5/6; 5/6; 4/5; ; 8/11; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 2; 2; 21/10; 2; 21/10; 41/20; 2; ; 11/5; 39/19; 9/4; 21/10; 37/19; ; 11/5; 21/10; 21/10; ; 19/10; 21/10; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 15/4; ; 7/2; 39/10; 15/4; 4; 4; 7/2; 37/10; 17/4; ; 18/5; 41/10; 43/10; 57/17; 19/5; ; 21/5; 4; 54/13; ; 3; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-08 18:26:05 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; ; 8/11; 9/10; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; ; 11/13; 4/5; 89/ 100; 9/11; 8/9; ; 5/6; 5/6; 5/6; ; 8/11; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 2; 2; 21/10; 2; 21/10; 41/20; 2; ; 11/5; 39/19; 9/4; 21/10; 37/19; ; 11/5; 21/10; 39/19; ; 19/10; ; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 15/4; ; 7/2; 39/10; 15/4; 4; 4; 7/2; 15/4; 17/4; ; 18/5; 41/10; 43/10; 57/17; 19/5; ; 21/5; 4; 54/13; ; 3; ; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-08 22:25:58 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; ; 8/11; 9/10; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; ; 11/13; 4/5; 89/ 100; 9/11; 8/9; ; 5/6; 5/6; 5/6; ; 8/11; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 2; 2; 21/10; 2; 21/10; 41/20; 2; ; 11/5; 39/19; 9/4; 21/10; 37/19; ; 11/5; 21/10; 39/19; ; 19/10; ; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 15/4; ; 7/2; 39/10; 15/4; 4; 4; 7/2; 15/4; 17/4; ; 18/5; 41/10; 43/10; 57/17; 19/5; ; 21/5; 4; 54/13; ; 4; ; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-09 02:25:20 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; ; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 8/11; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 11/5; 21/10; 21/10; ; 19/10; ; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 15/4; ; 7/2; 43/10; 15/4; 4; 4; 7/2; 15/4; 17/4; 4; 18/5; 77/19; 9/2; 57/17; 17/4; ; 21/5; 4; 41/10; ; 4; ; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-09 10:25:28 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; ; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 4/5; 10/11; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 4/5; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 11/5; 21/10; 39/19; ; 19/10; ; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; ; 7/2; 43/10; 15/4; 4; 4; 7/2; 15/4; 17/4; 4; 18/5; 41/10; 9/2; 57/17; 17/4; ; 17/4; 4; 54/13; ; 4; ; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-09 14:25:30 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; ; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 8/11; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 39/19; ; 19/10; 2; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; ; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 18/5; 41/10; 9/2; 57/17; 17/4; ; 22/5; 4; 54/13; ; 4; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-09 18:25:15 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; ; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 8/11; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 39/19; ; 19/10; 2; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; ; 7/2; 43/10; 15/4; 4; 4; 7/2; 19/5; 17/4; 4; 18/5; 77/19; 9/2; 57/17; 17/4; ; 22/5; 4; 41/10; ; 7/2; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-09 22:25:15 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; ; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 4/5; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; ; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; ; 7/2; 43/10; 15/4; 4; 4; 7/2; 19/5; 17/4; 4; 18/5; 41/10; 9/2; 57/17; 17/4; ; 22/5; 4; 54/13; ; 7/2; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-10 02:25:07 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 8/11; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; 4; 7/2; 43/10; 15/4; 4; 4; 7/2; 19/5; 17/4; 4; 18/5; 41/10; 9/2; 57/17; 17/4; ; 22/5; 4; 54/13; ; 7/2; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-10 10:25:08 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 4/5; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; 4; 7/2; 43/10; 15/4; 4; 4; 7/2; 19/5; 17/4; 4; 18/5; 54/13; 9/2; 57/17; 17/4; ; 22/5; 4; 21/5; ; 7/2; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-10 14:25:21 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 11/13; 4/5; ; 5/6; 5/6; 5/6; ; 4/5; 4/5; 
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 18/5; 41/10; 9/2; 39/11; 17/4; ; 22/5; 4; 54/13; ; 7/2; 3; 
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-10 19:38:01 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 11/13; 4/5; ; 5/6; 5/6; 5/6; ; 4/5; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 18/5; 41/10; 9/2; 39/11; 17/4; ; 22/5; 4; 54/13; ; 7/2; 3; 9/2
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-10 22:25:23 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 10/11; 11/13; 4/5; ; 5/6; 5/6; 5/6; ; 4/5; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 18/5; 41/10; 9/2; 39/11; 17/4; ; 22/5; 4; 54/13; ; 7/2; 3; 9/2
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-11 02:25:25 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 9/10; 11/13; 4/5; ; 5/6; 5/6; 13/15; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 15/4; 19/5; 10/3; 4; 4; 7/2; 43/10; 15/4; 4; 4; 15/4; 19/5; 17/4; 4; 18/5; 54/13; 23/5; 39/11; 17/4; ; 22/5; 4; 21/5; ; 7/2; 3; 9/2
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-11 10:25:20 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 4/5; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 11/13; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 19/5; 19/5; 10/3; 4; 4; 7/2; 43/10; 19/5; 4; 4; 15/4; 19/5; 17/4; 4; 18/5; 41/10; 23/5; 15/4; 17/4; ; 22/5; 4; 54/13; ; 7/2; 3; 9/2
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-11 14:26:06 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 5/6; 3/4; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 13/15; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 19/5; 19/5; 10/3; 4; 4; 7/2; 43/10; 19/5; 4; 4; 15/4; 19/5; 17/4; 4; 15/4; 41/10; 23/5; 15/4; 17/4; ; 22/5; 4; 54/13; ; 7/2; 3; 9/2
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-11 18:25:34 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 3/4; 4/5; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 4/5; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 21/10; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 23/10; 39/19; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 19/10; 2; 21/10
Reus Deportiu; 4; 4; 19/5; 19/5; 7/2; 4; 4; 7/2; 43/10; 19/5; 4; 4; 15/4; 19/5; 17/4; 4; 4; 54/13; 23/5; 15/4; 17/4; ; 22/5; 4; 21/5; ; 7/2; 3; 9/2
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-11 22:25:23 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
Cadiz; 4/5; 4/5; 5/6; 17/20; 31/40; 4/5; 4/5; 8/11; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 5/6; 5/6; 9/10; 9/11; 4/5; ; 5/6; 5/6; 5/6; ; 5/6; 4/5; 5/6
Draw; 9/4; 2; 2; 2; 41/20; 21/10; 2; 2; 21/10; 2; 21/10; 2; 21/10; 41/20; 2; 2; 11/5; 21/10; 85/40; 21/10; 39/19; ; 85/40; 21/10; 21/10; ; 21/10; 2; 21/10
Reus Deportiu; 4; 4; 19/5; 19/5; 7/2; 4; 4; 7/2; 43/10; 19/5; 4; 4; 15/4; 19/5; 17/4; 4; 4; 54/13; 23/5; 15/4; 17/4; ; 22/5; 4; 21/5; ; 4; 7/2; 22/5
META; spain/la-liga-segunda/cadiz-v-reus-deportiu; 2017-11-12 02:25:26 GMT+2; 2017-11-13 20:00; Nothing; Xlenovo
