META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-21 22:23:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
FC Barcelona B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-22 02:23:34 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
FC Barcelona B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-22 10:24:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; ; ; ; ; 149/ 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
FC Barcelona B; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Draw; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-22 14:24:11 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 13/8; 13/8; 13/8; ; 163/ 100; ; ; ; ; 13/8; 13/8; 17/10; ; ; 17/10; ; 28/17; 28/17; 28/17; 20/13; ; ; 7/4; 33/20; 17/11; 4/9; ; 
FC Barcelona B; 31/20; 6/4; 6/4; ; 2; ; ; ; ; 6/4; 8/5; 31/20; ; ; 6/4; ; 17/10; 17/11; 17/10; 7/5; ; ; 8/5; 31/20; 28/17; 1/16; ; 
Draw; 12/5; 11/5; 11/5; ; 11/5; ; ; ; ; 11/5; 9/4; 21/10; ; ; 23/10; ; 21/10; 9/4; 21/10; 27/11; ; ; 23/10; 23/10; 23/10; 4/7; ; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-22 18:24:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 27/20; 13/8; 7/5; 13/8; 43/25; ; ; ; 28/17; 7/5; 6/4; 7/5; 7/5; ; 6/4; ; 17/11; 7/5; 17/11; 39/29; 28/17; 7/5; 7/5; 7/5; 17/10; 13/10; 27/20; 
FC Barcelona B; 19/10; 13/8; 9/5; 6/4; 189/ 100; ; ; ; 28/17; 9/5; 7/4; 15/8; 9/5; ; 15/8; ; 7/4; 24/13; 7/4; 12/7; 28/17; 9/5; 2; 15/8; 8/5; 17/10; 9/5; 
Draw; 12/5; 85/40; 21/10; 9/4; 11/5; ; ; ; 21/10; 21/10; 11/5; 11/5; 11/5; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 21/10; 2; 23/10; 9/4; 11/5; 21/10; 19/10; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-22 22:24:08 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 27/20; 7/5; 7/5; 13/8; 157/ 100; ; ; ; 16/11; 7/5; 7/5; 7/5; 7/5; ; 6/4; ; 6/4; 7/5; 6/4; 39/29; 16/11; 7/5; 29/20; 7/5; 16/11; 11/8; 11/8; 
FC Barcelona B; 19/10; 9/5; 9/5; 6/4; 2; ; ; ; 24/13; 9/5; 15/8; 9/5; 9/5; ; 15/8; ; 9/5; 24/13; 9/5; 12/7; 24/13; 9/5; 19/10; 15/8; 19/10; 17/10; 9/5; 
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; ; ; ; 21/10; 21/10; 11/5; 11/5; 11/5; ; 21/10; ; 11/5; 28/13; 11/5; 23/10; 21/10; 2; 23/10; 9/4; 11/5; 4/7; 19/10; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-23 02:23:59 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 27/20; 7/5; 7/5; 13/8; 157/ 100; ; ; ; 16/11; 7/5; 7/5; 29/20; 7/5; ; 6/4; 7/5; 6/4; 7/5; 6/4; 39/29; 16/11; 7/5; 29/20; 7/5; 16/11; 1/20; 11/8; 
FC Barcelona B; 19/10; 9/5; 9/5; 6/4; 2; ; ; ; 24/13; 9/5; 15/8; 15/8; 9/5; ; 15/8; 9/5; 9/5; 24/13; 9/5; 12/7; 24/13; 9/5; 2; 15/8; 19/10; 8/15; 9/5; 
Draw; 12/5; 85/40; 21/10; 9/4; 23/10; ; ; ; 21/10; 21/10; 11/5; 21/10; 11/5; ; 21/10; 11/5; 11/5; 28/13; 11/5; 23/10; 21/10; 2; 23/10; 9/4; 11/5; 2; 19/10; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-23 10:24:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 27/20; 7/5; 7/5; 13/8; 157/ 100; ; ; ; 16/11; 7/5; 7/5; 29/20; 7/5; ; 6/4; 7/5; 6/4; 7/5; 6/4; 39/29; 16/11; 7/5; 7/5; 7/5; 16/11; 6/5; 11/8; 
FC Barcelona B; 19/10; 9/5; 9/5; 6/4; 2; ; ; ; 24/13; 9/5; 9/5; 15/8; 9/5; ; 15/8; 9/5; 9/5; 24/13; 9/5; 12/7; 24/13; 9/5; 2; 15/8; 19/10; 11/8; 9/5; 
Draw; 12/5; 11/5; 21/10; 9/4; 23/10; ; ; ; 21/10; 21/10; 11/5; 21/10; 11/5; ; 21/10; 11/5; 11/5; 28/13; 11/5; 23/10; 21/10; 2; 23/10; 9/4; 11/5; 2; 19/10; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-23 14:24:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 27/20; 7/5; 7/5; 11/8; 157/ 100; ; ; ; 6/4; 7/5; 7/5; 29/20; 7/5; ; 6/4; 7/5; 6/4; 16/11; 6/4; 39/29; 6/4; 7/5; 7/5; 7/5; 16/11; 5/4; 11/8; 
FC Barcelona B; 19/10; 9/5; 9/5; 9/5; 2; ; ; ; 7/4; 9/5; 9/5; 15/8; 9/5; ; 15/8; 9/5; 9/5; 24/13; 9/5; 12/7; 7/4; 9/5; 2; 15/8; 24/13; 27/20; 9/5; 
Draw; 12/5; 11/5; 21/10; 11/5; 23/10; ; ; ; 21/10; 21/10; 11/5; 21/10; 11/5; ; 21/10; 11/5; 11/5; 28/13; 11/5; 23/10; 21/10; 2; 23/10; 9/4; 11/5; 2; 19/10; 
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-23 18:24:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 11/8; 7/5; 7/5; 11/8; 77/50; 7/5; 7/5; ; 6/4; 7/5; 7/5; 29/20; 7/5; ; 6/4; 7/5; 6/4; 7/5; 6/4; 25/18; 6/4; 13/10; 6/4; 7/5; 16/11; 5/4; 7/5; 7/5
FC Barcelona B; 19/10; 15/8; 28/15; 9/5; 103/ 50; 15/8; 15/8; ; 7/4; 15/8; 15/8; 9/5; 15/8; ; 15/8; 15/8; 9/5; 19/10; 9/5; 13/8; 7/4; 15/8; 19/10; 2; 37/19; 9/5; 9/5; 2
Draw; 12/5; 21/10; 21/10; 11/5; 57/25; 21/10; 2; ; 21/10; 21/10; 21/10; 21/10; 21/10; ; 21/10; 21/10; 11/5; 9/4; 11/5; 23/10; 21/10; 2; 23/10; 21/10; 11/5; 19/10; 15/8; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-23 22:24:30 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 13/10; 11/8; 13/10; 11/8; 141/ 100; 7/5; 11/8; ; 6/4; 13/10; 11/8; 13/10; 11/8; ; 13/10; 13/10; 6/4; 23/17; 6/4; 5/4; 6/4; 13/10; 11/8; 11/8; 23/17; ; 5/4; 13/10; 11/8
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-25 18:23:48 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 13/10; 11/8; 13/10; 11/8; 37/25; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; 23/17; 23/17; 23/17; 5/4; 16/13; 13/10; 11/8; 27/20; 23/17; ; 13/10; 5/4; 7/5
FC Barcelona B; 2; 19/10; 2; 9/5; 54/25; 19/10; 2; 15/8; 11/5; 2; 2; 2; 2; 2; 21/10; 2; 2; 39/19; 2; 9/5; 11/5; 15/8; 85/40; 21/10; 21/10; ; 15/8; 19/10; 21/10
Draw; 12/5; 21/10; 21/10; 11/5; 113/ 50; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; 11/5; 2; 9/4; 21/10; 11/5; ; 19/10; 9/5; 9/4
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-25 22:23:57 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 13/10; 11/8; 5/4; 11/8; 27/20; 13/10; 5/4; 6/5; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 23/17; 5/4; 16/13; 5/4; 13/10; 13/10; 13/10; ; 5/4; 6/5; 13/10
FC Barcelona B; 2; 19/10; 21/10; 9/5; 58/25; 19/10; 2; 2; 11/5; 21/10; 21/10; 2; 2; 21/10; 21/10; 2; 2; 28/13; 2; 24/13; 11/5; 2; 11/5; 11/5; 11/5; ; 21/10; 2; 23/10
Draw; 12/5; 21/10; 21/10; 11/5; 47/20; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 43/20; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 2; 9/4; 9/4; 9/4; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-26 02:23:48 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 13/10; 11/8; 5/4; 11/8; ; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 23/17; 5/4; 23/17; 5/4; 16/13; 5/4; 13/10; 13/10; 5/4; ; 5/4; 6/5; 13/10
FC Barcelona B; 2; 19/10; 21/10; 9/5; ; 21/10; 2; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 2; 11/5; 2; 24/13; 11/5; 2; 11/5; 11/5; 11/5; ; 21/10; 21/10; 23/10
Draw; 12/5; 21/10; 21/10; 11/5; ; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; 43/20; 11/5; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 2; 23/10; 9/4; 9/4; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-26 10:24:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 13/10; 11/8; 5/4; 11/8; ; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 16/13; 5/4; 13/10; 13/10; 5/4; ; 5/4; 6/5; 13/10
FC Barcelona B; 2; 19/10; 21/10; 9/5; ; 21/10; 2; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 9/4; 24/13; 11/5; 2; 11/5; 11/5; 11/5; ; 21/10; 21/10; 23/10
Draw; 12/5; 21/10; 21/10; 11/5; ; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; 43/20; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 2; 23/10; 9/4; 9/4; ; 11/5; 2; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-26 14:24:42 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 13/10; 11/8; 5/4; 11/8; 11/8; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 16/13; 5/4; 13/10; 13/10; 13/10; ; 13/10; 6/5; 13/10
FC Barcelona B; 2; 19/10; 21/10; 9/5; 23/10; 21/10; 2; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 9/4; 28/13; 9/4; 24/13; 11/5; 2; 11/5; 11/5; 28/13; ; 21/10; 21/10; 9/4
Draw; 12/5; 21/10; 21/10; 11/5; 58/25; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 9/4; 21/10; 43/20; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 11/5; 2; 23/10; 9/4; 9/4; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-26 18:24:19 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 5/4; 11/8; 5/4; 11/8; 69/50; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 16/13; 5/4; 13/10; 13/10; 13/10; ; 5/4; 5/4; 13/10
FC Barcelona B; 21/10; 19/10; 21/10; 9/5; 58/25; 21/10; 2; 2; 11/5; 21/10; 21/10; 11/5; 21/10; 43/20; 21/10; 2; 9/4; 11/5; 9/4; 23/12; 11/5; 2; 23/10; 11/5; 11/5; ; 21/10; 21/10; 23/10
Draw; 12/5; 21/10; 21/10; 11/5; 57/25; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 41/20; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 2; 11/5; 9/4; 11/5; ; 23/10; 2; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-26 22:24:35 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 5/4; 11/8; 5/4; 11/8; 69/50; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 16/13; 5/4; 13/10; 13/10; 13/10; ; 5/4; 5/4; 13/10
FC Barcelona B; 21/10; 19/10; 21/10; 9/5; 58/25; 21/10; 2; 2; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 2; 9/4; 11/5; 9/4; 23/12; 11/5; 2; 23/10; 11/5; 11/5; ; 21/10; 21/10; 23/10
Draw; 12/5; 21/10; 21/10; 11/5; 57/25; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 2; 11/5; 9/4; 11/5; ; 23/10; 2; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-27 02:23:53 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 5/4; 11/8; 5/4; 29/20; 69/50; 5/4; 5/4; 6/5; 5/4; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10; 5/4; 5/4; 13/10; 5/4; 5/4; 16/13; 5/4; 13/10; 13/10; 13/10; ; 5/4; 5/4; 13/10
FC Barcelona B; 21/10; 19/10; 21/10; 15/8; 58/25; 21/10; 2; 2; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 9/4; 11/5; 9/4; 23/12; 11/5; 2; 9/4; 11/5; 11/5; ; 21/10; 21/10; 23/10
Draw; 12/5; 21/10; 21/10; 2; 57/25; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 9/4; 11/5; 9/4; 11/5; 11/5; 2; 9/4; 9/4; 11/5; ; 9/4; 2; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-27 10:26:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 6/4; 11/8; 16/11; 6/4; 153/ 100; 6/4; 7/5; 7/5; 7/5; 29/20; 5/4; 29/20; 6/4; 29/20; 7/5; 7/5; 6/4; 16/11; 6/4; 11/8; 11/8; 7/5; 6/4; 6/4; 16/11; ; 6/4; 7/5; 7/5
FC Barcelona B; 9/5; 19/10; 2; 19/10; 56/25; 2; 2; 15/8; 28/13; 2; 21/10; 2; 2; 2; 21/10; 2; 21/10; 21/10; 21/10; 37/19; 21/10; 2; 85/40; 21/10; 21/10; ; 21/10; 2; 11/5
Draw; 23/10; 21/10; 19/10; 19/10; 21/10; 19/10; 2; 15/8; 39/19; 19/10; 11/5; 19/10; 15/8; 39/20; 2; 2; 37/19; 2; 37/19; 21/10; 2; 15/8; 2; 2; 39/19; ; 19/10; 19/10; 21/10
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-27 14:26:51 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Granada; 6/4; 11/8; 7/5; 6/4; 157/ 100; 7/5; 7/5; 11/8; 7/5; 7/5; ; 11/8; 7/5; 29/20; 7/5; 7/5; 6/4; 16/11; 6/4; 13/9; 11/8; 7/5; 6/4; 6/4; 6/4; ; 6/4; 7/5; 6/4
Draw; 2; 21/10; 19/10; 19/10; 52/25; 2; 15/8; 15/8; 39/19; 19/10; 19/10; 21/10; 15/8; 39/20; 2; 2; 37/19; 2; 37/19; 2; 2; 15/8; 2; 2; 2; ; 19/10; 19/10; 21/10
FC Barcelona B; 2; 19/10; 2; 19/10; 11/5; 2; 2; 15/8; 28/13; 2; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 39/19; 21/10; 79/40; 21/10; 15/8; 85/40; 21/10; 21/10; ; 21/10; 21/10; 11/5
META; spain/la-liga-segunda/fc-barcelona-b-v-granada; 2018-01-27 18:25:00 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
FC Barcelona B; 1/16; 4/7; 1/11; 4/7; 39/50; ; ; ; 11/18; 8/13; ; 1/20; 8/13; ; 7/10; 4/7; 3/5; 19/29; 1/16; 4/7; ; ; ; 3/5; ; ; ; 4/7; 
Draw; 10; 2; 17/2; 2; 113/ 50; ; ; ; 28/13; 21/10; ; 10; 15/8; ; 21/10; 11/5; 21/10; 11/5; 15/2; 11/5; ; ; ; 9/4; ; ; ; 9/4; 
Granada; 33; 8; 33; 5; 23/5; ; ; ; 13/2; 13/2; ; 40; 11/2; ; 17/4; 13/2; 11/2; 53/10; 28; 13/2; ; ; ; 7; ; ; ; 36/5; 
