META; english/league-1/bury-v-bradford; 2017-10-08 02:22:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Bury; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-1/bury-v-bradford; 2017-10-08 10:22:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Bury; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-1/bury-v-bradford; 2017-10-08 14:23:04 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 1; 5/4; ; ; 11/10; ; 11/10; 11/10; ; ; ; ; ; ; ; 11/10; ; 21/20; 121/100; ; ; ; 23/20; 11/10; ; 4/5; ; 
META; english/league-1/bury-v-bradford; 2017-10-09 02:21:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 5/4; 6/5; 23/20; 23/20; ; 5/4; 11/10; 1; 6/5; 6/5; ; 6/5; 6/5; 5/4; 6/5; ; 15/13; 127/100; 19/17; 1; 5/4; 6/5; 6/5; ; 23/20; ; 
Bury; 2; 2; 11/5; 12/5; 23/10; ; 11/5; 12/5; 28/11; 21/10; 21/10; ; 21/10; 5/2; 21/10; 11/5; ; 28/13; 9/4; 21/10; 28/11; 9/4; 9/4; 21/10; ; 11/5; ; 
Draw; 13/5; 23/10; 23/10; 23/10; 12/5; ; 12/5; 12/5; 27/11; 23/10; 5/2; ; 12/5; 5/2; 12/5; 12/5; ; 12/5; 13/5; 5/2; 27/11; 12/5; 5/2; 12/5; ; 21/10; ; 
META; english/league-1/bury-v-bradford; 2017-10-09 10:22:04 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 5/4; 6/5; 23/20; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; ; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 23/20; ; 
Bury; 2; 2; 11/5; 12/5; 23/10; 39/20; 11/5; 12/5; 28/13; 21/10; 21/10; ; 21/10; 5/2; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 9/4; 21/10; ; 11/5; ; 
Draw; 13/5; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 5/2; ; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 27/11; 12/5; 5/2; 12/5; ; 21/10; ; 
META; english/league-1/bury-v-bradford; 2017-10-09 14:22:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 23/20; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 23/20; 6/5; 
Bury; 2; 9/4; 11/5; 11/5; 9/4; 39/20; 21/10; 12/5; 28/13; 11/5; 11/5; 9/4; 21/10; 12/5; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 11/5; 21/10; ; 11/5; 9/4; 
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 27/11; 12/5; 13/5; 12/5; ; 21/10; 21/10; 
META; english/league-1/bury-v-bradford; 2017-10-09 18:22:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 11/5; 21/10; ; 11/5; 9/4; 
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 27/11; 12/5; 13/5; 12/5; ; 21/10; 21/10; 
META; english/league-1/bury-v-bradford; 2017-10-09 22:22:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 11/5; 21/10; ; 11/5; 9/4; 
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 27/11; 12/5; 13/5; 12/5; ; 11/5; 21/10; 
META; english/league-1/bury-v-bradford; 2017-10-10 02:21:57 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 11/5; 21/10; ; 11/5; 9/4; 
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 27/11; 12/5; 13/5; 12/5; ; 9/4; 21/10; 
META; english/league-1/bury-v-bradford; 2017-10-10 10:22:03 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; ; ; 6/5; 6/5; 
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 11/5; ; ; 11/5; 9/4; 
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 27/11; 12/5; 13/5; ; ; 9/4; 21/10; 
META; english/league-1/bury-v-bradford; 2017-10-10 14:22:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 11/5; 21/10; ; 11/5; 9/4; 
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 13/5; 5/2; 27/11; 12/5; 13/5; 12/5; ; 9/4; 21/10; 
META; english/league-1/bury-v-bradford; 2017-10-10 18:21:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 23/20; 
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 57/25; 21/10; 28/13; 9/4; 11/5; 21/10; ; 21/10; 11/5; 
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 13/5; 5/2; 27/11; 12/5; 13/5; 12/5; ; 9/4; 9/4; 
META; english/league-1/bury-v-bradford; 2017-10-10 22:22:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 23/10; 21/10; 28/13; 9/4; 9/4; 21/10; ; 21/10; 11/5; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 27/11; 129/50; 5/2; 27/11; 12/5; 5/2; 12/5; ; 23/10; 11/5; 23/10
META; english/league-1/bury-v-bradford; 2017-10-11 02:21:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 23/10; 21/10; 28/13; 9/4; 9/4; 21/10; ; 21/10; 11/5; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 129/50; 5/2; 27/11; 12/5; 5/2; 12/5; ; 23/10; 11/5; 5/2
META; english/league-1/bury-v-bradford; 2017-10-11 10:22:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 5/4; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 63/50; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 9/4; 11/5; 11/5; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 21/10; 23/10; 21/10; 28/13; 9/4; 9/4; 21/10; ; 21/10; 11/5; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 129/50; 5/2; 27/11; 12/5; 5/2; 12/5; ; 23/10; 11/5; 5/2
META; english/league-1/bury-v-bradford; 2017-10-11 14:23:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 23/20; 23/20; 117/100; 5/4; 11/10; 13/11; 6/5; 6/5; 6/5; 23/20; 6/5; 5/4; 6/5; 6/5; 6/5; 13/10; 19/17; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 9/4; 11/5; 21/10; 11/5; 39/20; 21/10; 9/4; 28/13; 11/5; 11/5; 9/4; 21/10; 23/10; 21/10; 11/5; 2; 28/13; 57/25; 21/10; 28/13; 9/4; 11/5; 21/10; ; 21/10; 11/5; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 27/11; 12/5; 13/5; 12/5; ; 9/4; 11/5; 12/5
META; english/league-1/bury-v-bradford; 2017-10-11 18:21:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 23/20; 6/5; 117/100; 5/4; 11/10; 13/11; 5/4; 6/5; 6/5; 23/20; 6/5; ; 5/4; 6/5; 6/5; 13/10; 19/16; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 9/4; 11/5; 21/10; 21/10; 39/20; 11/5; 9/4; 28/13; 11/5; 11/5; 11/5; 21/10; 23/10; ; 21/10; 2; 28/13; 57/25; 39/19; 28/13; 9/4; 11/5; 21/10; ; 21/10; 11/5; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; ; 12/5; 5/2; 12/5; 5/2; 5/2; 27/11; 12/5; 13/5; 12/5; ; 9/4; 11/5; 12/5
META; english/league-1/bury-v-bradford; 2017-10-11 22:22:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 23/20; 6/5; 117/100; 5/4; 11/10; 13/11; 5/4; 6/5; 6/5; 23/20; 6/5; 5/4; 5/4; 6/5; 6/5; 13/10; 19/16; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 9/4; 11/5; 21/10; 21/10; 39/20; 11/5; 9/4; 28/13; 11/5; 11/5; 11/5; 21/10; 23/10; 21/10; 21/10; 2; 28/13; 57/25; 39/19; 28/13; 9/4; 9/4; 21/10; ; 21/10; 11/5; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 27/11; 12/5; 5/2; 12/5; ; 9/4; 11/5; 12/5
META; english/league-1/bury-v-bradford; 2017-10-12 02:23:05 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 6/5; 6/5; 23/20; 6/5; 117/100; 5/4; 11/10; 13/11; 5/4; 6/5; 6/5; 23/20; 6/5; 5/4; 5/4; 6/5; 6/5; 13/10; 19/16; 13/11; 5/4; 6/5; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 9/4; 11/5; 21/10; 21/10; 39/20; 11/5; 9/4; 28/13; 11/5; 11/5; 11/5; 21/10; 23/10; 21/10; 21/10; 2; 28/13; 57/25; 39/19; 28/13; 9/4; 11/5; 21/10; ; 21/10; 11/5; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 5/2; 12/5; 12/5; 12/5; 27/11; 23/10; 12/5; 47/20; 12/5; 5/2; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 27/11; 12/5; 13/5; 12/5; ; 9/4; 11/5; 12/5
META; english/league-1/bury-v-bradford; 2017-10-12 14:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 13/10; 13/10; 23/20; 5/4; 117/100; 13/10; 6/5; 13/11; 13/10; 13/10; 13/10; 23/20; 5/4; 5/4; 5/4; 6/5; 5/4; 27/20; 16/13; 13/11; 13/10; 13/10; 13/10; 13/10; ; 5/4; 5/4; 27/20
Bury; 2; 2; 2; 21/10; 21/10; 39/20; 21/10; 11/5; 28/13; 21/10; 21/10; 21/10; 21/10; 9/4; 21/10; 21/10; 2; 39/19; 11/5; 31/16; 28/13; 85/40; 2; 21/10; 21/10; ; 2; 21/10; 11/5
Draw; 13/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 9/4; 47/20; 12/5; 12/5; 12/5; 12/5; 5/2; 40/17; 62/25; 28/11; 27/11; 12/5; 13/5; 49/20; 12/5; ; 11/5; 21/10; 12/5
META; english/league-1/bury-v-bradford; 2017-10-12 18:22:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 5/4; 13/10; 23/20; 5/4; 117/100; 13/10; 6/5; 13/11; 13/10; 13/10; 13/10; 23/20; 5/4; 13/10; 5/4; 6/5; 5/4; 27/20; 13/10; 13/11; 13/10; 13/10; 13/10; 13/10; ; 5/4; 5/4; 27/20
Bury; 2; 2; 2; 21/10; 21/10; 39/20; 2; 11/5; 28/13; 2; 21/10; 41/20; 21/10; 9/4; 21/10; 21/10; 2; 2; 54/25; 9/5; 28/13; 85/40; 2; 21/10; 21/10; ; 21/10; 21/10; 21/10
Draw; 13/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 47/20; 12/5; 12/5; 23/10; 12/5; 5/2; 12/5; 63/25; 28/11; 27/11; 12/5; 13/5; 49/20; 12/5; ; 23/10; 11/5; 12/5
META; english/league-1/bury-v-bradford; 2017-10-12 22:22:55 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 13/10; 13/10; 23/20; 5/4; 117/100; 13/10; 6/5; 13/11; 13/10; 13/10; 13/10; 23/20; 5/4; 13/10; 5/4; 6/5; 6/5; 129/100; 13/10; 13/11; 13/10; 13/10; 13/10; 5/4; ; 6/5; 6/5; 5/4
Bury; 2; 2; 2; 21/10; 21/10; 39/20; 21/10; 2; 28/13; 21/10; 21/10; 41/20; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 111/50; 9/5; 28/13; 85/40; 2; 21/10; 21/10; ; 21/10; 21/10; 9/4
Draw; 13/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 47/20; 12/5; 5/2; 23/10; 12/5; 5/2; 27/11; 13/5; 28/11; 27/11; 12/5; 13/5; 49/20; 27/11; ; 23/10; 9/4; 5/2
META; english/league-1/bury-v-bradford; 2017-10-13 02:22:34 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 6/5; 13/10; 5/4; 23/20; 5/4; 117/100; 5/4; 6/5; 13/11; 13/10; 13/10; 13/10; 23/20; 5/4; 13/10; 5/4; 5/4; 6/5; 129/100; 13/10; 13/11; 13/10; 13/10; 13/10; 6/5; ; 6/5; 6/5; 5/4
Bury; 2; 2; 21/10; 21/10; 21/10; 39/20; 21/10; 2; 28/13; 21/10; 21/10; 41/20; 21/10; 21/10; 21/10; 21/10; 19/10; 21/10; 111/50; 9/5; 28/13; 85/40; 2; 21/10; 21/10; ; 21/10; 21/10; 9/4
Draw; 13/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 47/20; 12/5; 5/2; 23/10; 12/5; 13/5; 27/11; 13/5; 28/11; 27/11; 12/5; 13/5; 49/20; 27/11; ; 23/10; 9/4; 5/2
META; english/league-1/bury-v-bradford; 2017-10-13 10:23:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 13/10; 13/10; 5/4; 23/20; 5/4; 117/100; 5/4; 6/5; 13/11; 13/10; 13/10; 13/10; 23/20; 5/4; 5/4; 5/4; 5/4; 6/5; 32/25; 16/13; 13/11; 13/10; 13/10; 13/10; 5/4; ; 5/4; 6/5; 5/4
Bury; 11/5; 2; 21/10; 21/10; 21/10; 39/20; 21/10; 2; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 19/10; 21/10; 56/25; 31/16; 28/13; 85/40; 2; 21/10; 21/10; ; 21/10; 21/10; 11/5
Draw; 13/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 47/20; 12/5; 5/2; 12/5; 12/5; 13/5; 27/11; 13/5; 28/11; 27/11; 12/5; 5/2; 49/20; 27/11; ; 23/10; 9/4; 23/10
META; english/league-1/bury-v-bradford; 2017-10-13 14:24:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 13/10; 13/10; 5/4; 5/4; 5/4; 117/100; 5/4; 6/5; 13/11; 5/4; 5/4; 5/4; 23/20; 13/10; 5/4; 5/4; 5/4; 6/5; 129/100; 16/13; 13/11; 13/10; 5/4; 13/10; 6/5; ; 5/4; 6/5; 5/4
Bury; 11/5; 2; 21/10; 11/5; 21/10; 39/20; 21/10; 21/10; 28/13; 11/5; 11/5; 21/10; 21/10; 23/10; 21/10; 21/10; 19/10; 28/13; 113/50; 31/16; 28/13; 85/40; 85/40; 21/10; 28/13; ; 21/10; 21/10; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 23/10; 23/10; 47/20; 12/5; 13/5; 12/5; 12/5; 13/5; 12/5; 127/50; 28/11; 27/11; 12/5; 13/5; 49/20; 12/5; ; 12/5; 9/4; 5/2
META; english/league-1/bury-v-bradford; 2017-10-13 18:22:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 13/10; 6/5; 5/4; 5/4; 5/4; 117/100; 5/4; 6/5; 13/11; 5/4; 6/5; 5/4; 23/20; 13/10; 5/4; 5/4; 5/4; 6/5; 129/100; 13/10; 13/11; 5/4; 5/4; 5/4; 6/5; ; 6/5; 6/5; 6/5
Bury; 11/5; 21/10; 21/10; 11/5; 21/10; 39/20; 11/5; 21/10; 11/5; 11/5; 21/10; 21/10; 21/10; 23/10; 21/10; 21/10; 19/10; 28/13; 113/50; 24/13; 11/5; 9/4; 85/40; 21/10; 28/13; ; 21/10; 21/10; 23/10
Draw; 13/5; 12/5; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 12/5; 13/5; 12/5; 12/5; 13/5; 12/5; 127/50; 28/11; 27/11; 5/2; 13/5; 5/2; 27/11; ; 12/5; 9/4; 5/2
META; english/league-1/bury-v-bradford; 2017-10-13 22:23:39 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bradford; 13/10; 6/5; 5/4; 5/4; 5/4; 117/100; 5/4; 6/5; 13/11; 5/4; 6/5; 5/4; 23/20; 13/10; 5/4; 5/4; 5/4; 6/5; 127/100; 13/10; 13/11; 5/4; 13/10; 5/4; 6/5; ; 23/20; 23/20; 6/5
Bury; 11/5; 21/10; 21/10; 11/5; 21/10; 39/20; 21/10; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 23/10; 21/10; 21/10; 19/10; 28/13; 57/25; 24/13; 11/5; 9/4; 85/40; 21/10; 28/13; ; 21/10; 21/10; 23/10
Draw; 13/5; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 27/11; 12/5; 23/10; 12/5; 12/5; 13/5; 12/5; 12/5; 13/5; 27/11; 129/50; 28/11; 27/11; 5/2; 5/2; 5/2; 27/11; ; 12/5; 23/10; 5/2
META; english/league-1/bury-v-bradford; 2017-10-14 02:22:37 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
