META; english/league-1/oldham-v-blackburn; 2017-10-08 02:22:18 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Oldham; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/oldham-v-blackburn; 2017-10-08 10:23:00 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; ; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/7; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
Oldham; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-1/oldham-v-blackburn; 2017-10-08 14:23:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 10/11; 5/6; ; ; 5/6; ; 20/23; 5/6; ; ; ; ; ; ; ; 17/20; ; 13/15; 20/21; ; ; ; 5/6; 5/6; ; 4/6; ; 
Oldham; 7/2; 3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 13/4; 10/3; ; 10/3; 15/4; 10/3; 10/3; 7/2; 33/10; 15/4; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; ; 
META; english/league-1/oldham-v-blackburn; 2017-10-09 14:22:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 4/5; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 4/5; 4/5; 
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; ; 12/5; 12/5; 
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 13/4; 10/3; 17/5; 3; 18/5; 10/3; 10/3; 7/2; 33/10; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 10/3; 
META; english/league-1/oldham-v-blackburn; 2017-10-09 18:23:00 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 4/5; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 4/5; 4/5; 
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; ; 12/5; 12/5; 
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 13/4; 10/3; 17/5; 3; 18/5; 10/3; 10/3; 7/2; 33/10; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 10/3; 
META; english/league-1/oldham-v-blackburn; 2017-10-09 22:22:32 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 4/5; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 4/5; 4/5; 
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; ; 12/5; 12/5; 
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 13/4; 10/3; 17/5; 3; 18/5; 10/3; 10/3; 7/2; 13/4; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 10/3; 
META; english/league-1/oldham-v-blackburn; 2017-10-10 02:22:07 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 4/5; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 4/5; 4/5; 
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; ; 12/5; 12/5; 
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 13/4; 10/3; 17/5; 3; 18/5; 10/3; 10/3; 7/2; 33/10; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 10/3; 
META; english/league-1/oldham-v-blackburn; 2017-10-10 10:22:13 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 4/5; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; ; ; 4/5; 4/5; 
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 5/2; 11/4; 5/2; 13/5; 14/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; ; ; 12/5; 12/5; 
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 13/4; 10/3; 7/2; 3; 18/5; 10/3; 10/3; 7/2; 33/10; 73/20; 16/5; 56/19; 7/2; 17/5; ; ; 3; 10/3; 
META; english/league-1/oldham-v-blackburn; 2017-10-10 14:22:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 4/5; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 5/6; 4/5; 
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; ; 5/2; 5/2; 
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 13/4; 10/3; 7/2; 3; 18/5; 10/3; 10/3; 7/2; 33/10; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 3; 
META; english/league-1/oldham-v-blackburn; 2017-10-10 18:22:02 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 5/6; 8/11; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; ; 5/2; 11/5; 27/10
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 17/5; 10/3; 7/2; 3; 18/5; 10/3; 10/3; 7/2; 17/5; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-10 22:22:34 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 5/6; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 13/5; 13/5; 13/5; 13/5; 51/20; ; 5/2; 12/5; 27/10
Oldham; 7/2; 10/3; 10/3; 16/5; 10/3; 10/3; 10/3; 7/2; 56/19; 17/5; 10/3; 7/2; 3; 18/5; 10/3; 10/3; 7/2; 17/5; 73/20; 16/5; 56/19; 7/2; 7/2; 10/3; ; 3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-11 02:21:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 5/6; 8/11; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 13/5; 13/5; 13/5; 13/5; 51/20; ; 5/2; 12/5; 27/10
Oldham; 7/2; 10/3; 17/5; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 10/3; 7/2; 3; 7/2; 10/3; 10/3; 7/2; 17/5; 73/20; 16/5; 56/19; 7/2; 18/5; 10/3; ; 3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-11 10:22:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 13/5; 13/5; 13/5; 13/5; 51/20; ; 5/2; 12/5; 27/10
Oldham; 7/2; 10/3; 17/5; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 10/3; 7/2; 3; 7/2; 10/3; 10/3; 7/2; 17/5; 73/20; 16/5; 56/19; 7/2; 18/5; 10/3; ; 3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-11 14:24:00 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 13/17; 11/13; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; ; 5/2; 12/5; 27/10
Oldham; 7/2; 10/3; 17/5; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 10/3; 7/2; 3; 7/2; 10/3; 10/3; 7/2; 17/5; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-11 18:21:57 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; ; 4/5; 7/10; 4/5; 17/20; 11/14; 11/13; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; ; 13/5; 14/5; 28/11; 27/10; 45/17; 13/5; 13/5; 11/4; 51/20; ; 5/2; 12/5; 27/10
Oldham; 7/2; 10/3; 17/5; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 10/3; 7/2; 3; 7/2; ; 10/3; 7/2; 17/5; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 7/2; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-11 22:22:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 11/14; 11/13; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 45/17; 13/5; 13/5; 13/5; 51/20; ; 13/5; 12/5; 27/10
Oldham; 7/2; 10/3; 17/5; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 10/3; 7/2; 3; 7/2; 10/3; 10/3; 7/2; 17/5; 73/20; 16/5; 56/19; 7/2; 18/5; 10/3; ; 7/2; 10/3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-12 02:23:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 11/13; 5/6; 4/5; 4/5; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 11/14; 11/13; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 45/17; 13/5; 13/5; 11/4; 51/20; ; 13/5; 12/5; 27/10
Oldham; 7/2; 10/3; 17/5; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 10/3; 7/2; 3; 7/2; 10/3; 10/3; 7/2; 57/17; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; ; 3; 10/3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-12 14:23:03 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 4/5; 11/13; 5/6; 4/5; 5/6; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 11/14; 11/13; 4/5; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 27/10; 45/17; 13/5; 13/5; 11/4; 51/20; 13/5; ; 13/5; 12/5; 27/10
Oldham; 7/2; 10/3; 17/5; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 10/3; 7/2; 3; 7/2; 10/3; 10/3; 7/2; 57/17; 73/20; 16/5; 56/19; 7/2; 17/5; 10/3; 17/5; ; 3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-12 18:22:28 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 5/6; 4/5; 5/6; 17/20; 4/5; 5/6; 4/5; 7/10; 4/5; 17/20; 5/6; 11/13; 5/6; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 12/5; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 13/5; 49/20; 5/2; 11/4; 5/2; 13/5; 14/5; 5/2; 67/25; 45/17; 13/5; 13/5; 11/4; 51/20; 28/11; ; 13/5; 12/5; 13/5
Oldham; 7/2; 10/3; 7/2; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 7/2; 10/3; 17/5; 3; 7/2; 10/3; 10/3; 7/2; 38/11; 37/10; 3; 56/19; 7/2; 17/5; 15/4; 38/11; ; 7/2; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-12 22:23:04 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 5/6; 5/6; 5/6; 17/20; 4/5; 5/6; 4/5; 7/9; 4/5; 17/20; 5/6; 11/13; 5/6; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 12/5; 12/5; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 5/2; 49/20; 5/2; 11/4; 5/2; 13/5; 13/5; 5/2; 67/25; 45/17; 13/5; 13/5; 11/4; 51/20; 28/11; ; 5/2; 12/5; 13/5
Oldham; 7/2; 10/3; 7/2; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 7/2; 10/3; 17/5; 3; 7/2; 10/3; 10/3; 17/5; 38/11; 37/10; 3; 56/19; 7/2; 17/5; 15/4; 7/2; ; 10/3; 10/3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-13 02:22:43 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 3/4; 4/5; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 5/6; 5/6; 5/6; 17/20; 4/5; 5/6; 4/5; 7/9; 4/5; 17/20; 5/6; 11/13; 5/6; 4/5; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 12/5; 12/5; 13/5; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 5/2; 49/20; 5/2; 11/4; 5/2; 13/5; 13/5; 5/2; 67/25; 45/17; 13/5; 13/5; 11/4; 51/20; 28/11; ; 5/2; 11/5; 13/5
Oldham; 7/2; 10/3; 7/2; 16/5; 10/3; 10/3; 10/3; 10/3; 56/19; 7/2; 10/3; 17/5; 3; 7/2; 10/3; 10/3; 17/5; 38/11; 37/10; 3; 56/19; 7/2; 17/5; 15/4; 7/2; ; 10/3; 10/3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-13 10:23:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 5/6; 4/5; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 5/6; 5/6; 5/6; 17/20; 4/5; 5/6; 4/5; 7/9; 5/6; 17/20; 5/6; 11/13; 5/6; 5/6; 4/5; 5/6; ; 5/6; 4/5; 5/6
Draw; 11/4; 12/5; 12/5; 13/5; 5/2; 27/10; 5/2; 13/5; 13/5; 5/2; 5/2; 49/20; 5/2; 11/4; 5/2; 5/2; 13/5; 27/11; 67/25; 45/17; 13/5; 13/5; 13/5; 51/20; 5/2; ; 5/2; 12/5; 5/2
Oldham; 15/4; 10/3; 7/2; 16/5; 7/2; 10/3; 10/3; 10/3; 56/19; 7/2; 10/3; 17/5; 3; 7/2; 10/3; 7/2; 17/5; 38/11; 37/10; 3; 56/19; 7/2; 7/2; 15/4; 38/11; ; 10/3; 10/3; 10/3
META; english/league-1/oldham-v-blackburn; 2017-10-13 14:24:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 5/6; 4/5; 5/6; 5/6; 4/5; 7/10; 5/6; 8/11; 11/13; 5/6; 5/6; 5/6; 17/20; 4/5; 5/6; 4/5; 7/9; 4/5; 17/20; 9/11; 11/13; 5/6; 5/6; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 12/5; 5/2; 5/2; 13/5; 27/10; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 5/2; 11/4; 5/2; 5/2; 13/5; 28/11; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; 28/11; ; 5/2; 5/2; 27/10
Oldham; 15/4; 10/3; 10/3; 10/3; 10/3; 10/3; 10/3; 10/3; 56/19; 17/5; 7/2; 17/5; 3; 7/2; 10/3; 7/2; 17/5; 17/5; 73/20; 31/10; 56/19; 7/2; 17/5; 15/4; 38/11; ; 3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-13 18:22:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 5/6; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 5/6; 4/5; 5/6; 5/6; 17/20; 17/20; 4/5; 5/6; 4/5; 7/9; 4/5; 17/20; 11/13; 4/5; 5/6; 5/6; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 5/2; 5/2; 27/10; 5/2; 13/5; 13/5; 5/2; 12/5; 49/20; 5/2; 11/4; 5/2; 5/2; 13/5; 5/2; 27/10; 13/5; 13/5; 13/5; 11/4; 51/20; 28/11; ; 5/2; 12/5; 13/5
Oldham; 15/4; 10/3; 17/5; 10/3; 7/2; 10/3; 10/3; 16/5; 17/5; 17/5; 7/2; 10/3; 3; 7/2; 10/3; 7/2; 17/5; 38/11; 73/20; 56/19; 17/5; 7/2; 17/5; 15/4; 7/2; ; 10/3; 3; 7/2
META; english/league-1/oldham-v-blackburn; 2017-10-13 22:23:49 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Blackburn; 5/6; 5/6; 5/6; 5/6; 4/5; 7/10; 5/6; 5/6; 4/5; 5/6; 5/6; 5/6; 17/20; 17/20; 5/6; 4/5; 7/9; 4/5; 17/20; 16/19; 4/5; 5/6; 5/6; 4/5; 4/5; ; 5/6; 4/5; 5/6
Draw; 11/4; 5/2; 5/2; 5/2; 5/2; 27/10; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 5/2; 27/10; 5/2; 5/2; 13/5; 5/2; 67/25; 13/5; 13/5; 13/5; 11/4; 51/20; 28/11; ; 5/2; 12/5; 13/5
