META; english/league-1/wigan-v-southend; 2017-10-08 02:22:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Southend; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-1/wigan-v-southend; 2017-10-08 10:23:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Southend; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-1/wigan-v-southend; 2017-10-08 14:23:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/13; ; ; 8/15; ; 5/9; 4/9; ; ; ; ; ; ; ; 4/7; ; 8/15; 31/50; ; ; ; 8/15; 4/7; ; 2/5; ; 
Southend; 5; 5; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 5; 9/2; 11/2; 5; 5; 9/2; 91/17; 61/10; 43/10; 21/4; 21/4; 21/4; 21/4; ; 28/5; 29/5; 6
META; english/league-1/wigan-v-southend; 2017-10-11 10:22:42 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 8/15; 11/20; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 1/2; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; ; 1/2; 4/9; 8/15
Draw; 10/3; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 10/3; 3; 3; 7/2; 41/13; 33/10; 16/5; 31/10; 3; 16/5; 3; ; 3; 3; 3
Southend; 5; 11/2; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 5; 11/2; 9/2; 27/5; 61/10; 43/10; 21/4; 21/4; 21/4; 21/4; ; 28/5; 29/5; 6
META; english/league-1/wigan-v-southend; 2017-10-11 14:24:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 8/15; 1/2; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; ; 1/2; 1/2; 8/15
Draw; 10/3; 3; 3; 3; 3; 10/3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 10/3; 3; 3; 7/2; 41/13; 33/10; 16/5; 31/10; 3; 10/3; 3; ; 14/5; 3; 3
Southend; 5; 11/2; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 5; 5; 9/2; 27/5; 61/10; 43/10; 21/4; 21/4; 21/4; 21/4; ; 28/5; 29/5; 6
META; english/league-1/wigan-v-southend; 2017-10-11 18:22:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 8/15; 11/20; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; ; 1/2; 1/2; 8/15
Draw; 10/3; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 10/3; 3; 3; 16/5; 41/13; 33/10; 16/5; 31/10; 3; 10/3; 3; ; 14/5; 3; 3
Southend; 5; 11/2; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 5; 11/2; 19/4; 27/5; 61/10; 9/2; 21/4; 21/4; 21/4; 21/4; ; 28/5; 29/5; 29/5
META; english/league-1/wigan-v-southend; 2017-10-11 22:23:01 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; ; 8/15; 1/2; 8/15
Draw; 10/3; 3; 3; 3; 3; 10/3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 10/3; 3; 3; 16/5; 41/13; 10/3; 16/5; 31/10; 3; 16/5; 3; ; 14/5; 3; 3
Southend; 5; 11/2; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 5; 5; 19/4; 91/17; 6; 9/2; 21/4; 21/4; 21/4; 21/4; ; 28/5; 29/5; 6
META; english/league-1/wigan-v-southend; 2017-10-12 02:23:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; ; 8/15; 1/2; 8/15
Draw; 10/3; 3; 3; 3; 3; 10/3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 10/3; 3; 3; 16/5; 41/13; 10/3; 16/5; 31/10; 3; 10/3; 3; ; 3; 3; 3
Southend; 5; 11/2; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 5; 5; 19/4; 91/17; 6; 9/2; 21/4; 21/4; 21/4; 21/4; ; 11/2; 28/5; 6
META; english/league-1/wigan-v-southend; 2017-10-12 14:23:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 8/15; 11/20; 8/15; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 1/2; 18/35; ; 8/15; 1/2; 8/15
Draw; 10/3; 3; 3; 3; 3; 10/3; 16/5; 16/5; 31/10; 3; 3; 3; 3; 10/3; 3; 3; 16/5; 41/13; 10/3; 16/5; 31/10; 3; 10/3; 3; 16/5; ; 3; 3; 3
Southend; 5; 11/2; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 5; 5; 19/4; 91/17; 6; 9/2; 21/4; 21/4; 21/4; 21/4; 27/5; ; 11/2; 28/5; 6
META; english/league-1/wigan-v-southend; 2017-10-12 18:22:42 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 1/2; 11/20; 1/2; 1/2; 8/15; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 27/50; 8/15; 1/2; 8/15; 1/2; 1/2; 18/35; ; 1/2; 1/2; 8/15
Draw; 10/3; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 3; 3; 10/3; 3; 3; 16/5; 41/13; 17/5; 13/4; 31/10; 3; 10/3; 3; 16/5; ; 3; 3; 3
Southend; 5; 11/2; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 11/2; 5; 19/4; 53/10; 57/10; 9/2; 21/4; 21/4; 11/2; 21/4; 91/17; ; 11/2; 28/5; 29/5
META; english/league-1/wigan-v-southend; 2017-10-12 22:23:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 1/2; 11/20; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 17/35; 13/25; 8/15; 1/2; 8/15; 1/2; 8/15; 1/2; ; 1/2; 1/2; 1/2
Draw; 10/3; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 3; 3; 10/3; 16/5; 16/5; 16/5; 16/5; 17/5; 13/4; 31/10; 10/3; 10/3; 3; 13/4; ; 3; 3; 10/3
Southend; 5; 5; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 19/4; 60/11; 61/10; 9/2; 21/4; 21/4; 11/2; 11/2; 11/2; ; 28/5; 28/5; 6
META; english/league-1/wigan-v-southend; 2017-10-13 02:22:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 1/2; 8/15; 1/2; 11/20; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 17/35; 13/25; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; ; 1/2; 1/2; 1/2
Draw; 10/3; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 3; 3; 10/3; 16/5; 16/5; 16/5; 16/5; 17/5; 13/4; 31/10; 10/3; 16/5; 3; 13/4; ; 3; 3; 10/3
Southend; 5; 5; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 19/4; 60/11; 61/10; 9/2; 21/4; 21/4; 11/2; 11/2; 11/2; ; 11/2; 28/5; 6
META; english/league-1/wigan-v-southend; 2017-10-13 10:24:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 11/20; 8/15; 1/2; 11/20; 1/2; 1/2; 8/15; 1/2; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 17/35; 13/25; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; ; 1/2; 1/2; 1/2
Draw; 7/2; 3; 3; 3; 16/5; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 3; 3; 10/3; 16/5; 3; 16/5; 16/5; 17/5; 13/4; 31/10; 10/3; 16/5; 3; 16/5; ; 3; 3; 3
Southend; 11/2; 5; 11/2; 5; 11/2; 21/5; 11/2; 5; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 19/4; 11/2; 61/10; 9/2; 21/4; 21/4; 11/2; 11/2; 28/5; ; 28/5; 27/5; 28/5
META; english/league-1/wigan-v-southend; 2017-10-13 14:25:12 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; 4/9; 1/2; 1/2; 8/15; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 17/35; 13/25; 8/15; 1/2; 8/15; 1/2; 8/15; 17/35; ; 1/2; 1/2; 1/2
Draw; 7/2; 3; 3; 16/5; 16/5; 10/3; 16/5; 16/5; 31/10; 16/5; 3; 3; 3; 17/5; 16/5; 16/5; 16/5; 16/5; 67/20; 13/4; 31/10; 10/3; 7/2; 3; 13/4; ; 3; 3; 10/3
Southend; 11/2; 5; 11/2; 11/2; 11/2; 21/5; 11/2; 11/2; 21/4; 11/2; 5; 11/2; 9/2; 11/2; 11/2; 11/2; 19/4; 11/2; 31/5; 9/2; 21/4; 21/4; 11/2; 11/2; 61/11; ; 28/5; 27/5; 6
META; english/league-1/wigan-v-southend; 2017-10-13 18:23:07 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 1/2; 1/2; 1/2; 8/15; 8/15; 5/11; 1/2; 1/2; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 10/21; 13/25; 8/15; 5/11; 8/15; 1/2; 8/15; 17/35; ; 1/2; 1/2; 1/2
Draw; 7/2; 3; 3; 16/5; 16/5; 10/3; 16/5; 29/10; 7/2; 16/5; 3; 3; 3; 17/5; 16/5; 16/5; 16/5; 33/10; 67/20; 13/4; 7/2; 10/3; 7/2; 16/5; 33/10; ; 3; 3; 7/2
Southend; 11/2; 5; 11/2; 11/2; 11/2; 21/5; 11/2; 11/2; 23/4; 11/2; 11/2; 5; 9/2; 11/2; 11/2; 11/2; 19/4; 60/11; 31/5; 9/2; 23/4; 21/4; 11/2; 11/2; 11/2; ; 28/5; 28/5; 29/5
META; english/league-1/wigan-v-southend; 2017-10-13 22:24:05 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 1/2; 1/2; 1/2; 8/15; 8/15; 5/11; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 17/35; 13/25; 8/15; 5/11; 8/15; 8/15; 8/15; 17/35; ; 1/2; 1/2; 1/2
Draw; 7/2; 3; 3; 16/5; 16/5; 10/3; 16/5; 29/10; 7/2; 16/5; 16/5; 3; 3; 17/5; 16/5; 16/5; 16/5; 33/10; 7/2; 13/4; 7/2; 10/3; 17/5; 16/5; 33/10; ; 3; 3; 7/2
Southend; 11/2; 5; 11/2; 11/2; 11/2; 21/5; 11/2; 11/2; 23/4; 11/2; 5; 5; 9/2; 11/2; 11/2; 11/2; 19/4; 27/5; 59/10; 9/2; 23/4; 21/4; 21/4; 11/2; 60/11; ; 28/5; 27/5; 29/5
META; english/league-1/wigan-v-southend; 2017-10-14 02:23:02 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 1/2; 1/2; 1/2; 1/2; 8/15; 4/9; 5/11; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 17/35; 13/25; 8/15; 5/11; 8/15; 8/15; 8/15; 17/35; ; 1/2; 8/15; 1/2
Draw; 7/2; 3; 3; 16/5; 16/5; 10/3; 16/5; 16/5; 7/2; 16/5; 16/5; 3; 3; 17/5; 16/5; 16/5; 16/5; 33/10; 7/2; 13/4; 7/2; 10/3; 17/5; 16/5; 33/10; ; 3; 3; 3
Southend; 11/2; 5; 11/2; 11/2; 11/2; 21/5; 11/2; 11/2; 23/4; 11/2; 5; 5; 9/2; 11/2; 11/2; 11/2; 19/4; 27/5; 59/10; 9/2; 23/4; 21/4; 21/4; 11/2; 60/11; ; 28/5; 28/5; 28/5
META; english/league-1/wigan-v-southend; 2017-10-14 10:23:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Wigan; 8/15; 8/15; 8/15; 1/2; 1/2; 1/2; 8/15; 4/9; 5/11; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 1/2; 8/15; 17/35; 53/100; 8/15; 5/11; 8/15; 8/15; 8/15; 17/35; ; 8/15; 8/15; 1/2
Draw; 7/2; 3; 3; 16/5; 16/5; 10/3; 16/5; 16/5; 7/2; 16/5; 16/5; 3; 3; 17/5; 16/5; 16/5; 16/5; 33/10; 69/20; 13/4; 7/2; 10/3; 17/5; 16/5; 33/10; ; 3; 3; 10/3
