META; english/league-1/bristol-rovers-v-blackburn; 2018-04-08 14:22:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-10 02:22:11 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 17/20; 24/25; 20/23; 9/10; 4/5; 8/9; 9/10; 10/11; 10/11; 10/11; 10/11; 17/20; 13/15; 10/11; 7/8; 8/9; 10/11; 13/15; 8/13; 10/11
Draw; 5/2; 13/5; 5/2; 67/25; 13/5; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 12/5; 23/10; 13/5; 27/11; 13/5; 12/5; 9/5; 13/5
Bristol Rovers; 16/5; 3; 14/5; 31/10; 16/5; 29/10; 3; 31/10; 3; 3; 3; 29/10; 31/10; 27/10; 31/10; 3; 56/19; 11/5; 3; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-10 10:22:19 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 17/20; 23/25; 20/23; 20/23; 4/5; 8/9; 9/10; 20/23; 10/11; 10/11; 5/6; 17/20; 13/15; 10/11; 7/8; 8/9; 10/11; 13/15; 8/13; 10/11
Draw; 5/2; 13/5; 5/2; 11/4; 13/5; 5/2; 12/5; 27/11; 13/5; 13/5; 5/2; 5/2; 12/5; 13/5; 12/5; 23/10; 13/5; 27/11; 13/5; 12/5; 19/10; 13/5
Bristol Rovers; 16/5; 16/5; 14/5; 16/5; 16/5; 3; 31/10; 3; 3; 13/5; 3; 29/10; 31/10; 27/10; 31/10; 3; 56/19; 21/10; 3; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-10 14:22:37 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 17/20; 24/25; 20/23; 9/10; 4/5; 8/9; 9/10; 20/23; 10/11; 10/11; 5/6; 17/20; 13/15; 10/11; 7/8; 8/9; 10/11; 13/15; 4/5; 10/11
Draw; 5/2; 13/5; 5/2; 67/25; 13/5; 5/2; 12/5; 27/11; 13/5; 13/5; 5/2; 5/2; 12/5; 13/5; 12/5; 23/10; 13/5; 27/11; 13/5; 12/5; 23/10; 13/5
Bristol Rovers; 16/5; 16/5; 14/5; 31/10; 16/5; 3; 31/10; 3; 3; 13/5; 3; 29/10; 31/10; 27/10; 31/10; 3; 56/19; 14/5; 3; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-10 18:22:36 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 10/11; 17/20; 19/20; 20/23; 9/10; 4/5; 8/9; 10/11; 9/10; 20/23; 10/11; 10/11; 5/6; 17/20; 13/15; 10/11; 7/8; 8/9; 10/11; 10/11; 4/5; 10/11
Draw; 5/2; 13/5; 5/2; 5/2; 67/25; 13/5; 5/2; 12/5; 27/11; 5/2; 13/5; 13/5; 5/2; 5/2; 12/5; 13/5; 27/11; 23/10; 13/5; 27/11; 13/5; 27/11; 23/10; 13/5
Bristol Rovers; 16/5; 3; 14/5; 63/20; 16/5; 29/10; 3; 31/10; 3; 3; 3; 13/5; 3; 56/19; 31/10; 27/10; 31/10; 3; 14/5; 3; ; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-10 22:22:30 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 20/23; 17/20; 10/11; 20/23; 20/23; 4/5; 8/9; 10/11; 17/20; 20/23; 10/11; 9/10; 5/6; 17/20; 13/15; 10/11; 7/8; 8/9; 10/11; 13/15; 5/6; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 67/25; 13/5; 5/2; 12/5; 27/11; 5/2; 13/5; 13/5; 5/2; 5/2; 12/5; 13/5; 27/11; 23/10; 13/5; 27/11; 13/5; 5/2; 12/5; 13/5
Bristol Rovers; 16/5; 3; 14/5; 10/3; 16/5; 3; 31/10; 3; 16/5; 3; 3; 13/5; 3; 58/19; 31/10; 27/10; 31/10; 3; 58/19; 3; ; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-11 02:21:20 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 20/23; 17/20; 10/11; 20/23; 20/23; 4/5; 8/9; 10/11; 17/20; 20/23; 9/10; 5/6; 17/20; 13/15; 10/11; 7/8; 8/9; 10/11; 13/15; 4/5; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 67/25; 13/5; 5/2; 12/5; 27/11; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 27/11; 23/10; 13/5; 27/11; 13/5; 5/2; 23/10; 13/5
Bristol Rovers; 16/5; 3; 14/5; 10/3; 16/5; 3; 31/10; 3; 16/5; 3; 13/5; 3; 58/19; 31/10; 27/10; 31/10; 3; 58/19; 14/5; 3; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-11 10:21:29 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 20/23; 17/20; 10/11; 20/23; 20/23; 4/5; 8/9; 10/11; 17/20; 20/23; 9/10; 5/6; 17/20; 13/15; 10/11; 7/8; 8/9; 10/11; 13/15; 4/5; 5/6
Draw; 5/2; 13/5; 5/2; 5/2; 67/25; 13/5; 5/2; 12/5; 27/11; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 27/11; 23/10; 13/5; 27/11; 13/5; 5/2; 23/10; 13/5
Bristol Rovers; 16/5; 3; 14/5; 10/3; 16/5; 3; 31/10; 3; 16/5; 3; 13/5; 3; 58/19; 31/10; 27/10; 31/10; 3; 31/10; 14/5; 3; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-11 14:21:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 17/20; 10/11; 17/20; 10/11; 20/23; 9/10; 4/5; 8/9; 10/11; 17/20; 20/23; 10/11; 19/20; 5/6; 17/20; 13/15; 10/11; 7/8; 8/9; 37/40; 13/15; 4/5
Draw; 5/2; 13/5; 5/2; 5/2; 67/25; 13/5; 5/2; 12/5; 27/11; 5/2; 13/5; 13/5; 13/5; 5/2; 12/5; 13/5; 27/11; 23/10; 13/5; 27/11; 13/5; 27/11; 23/10
Bristol Rovers; 16/5; 16/5; 3; 14/5; 10/3; 16/5; 3; 31/10; 3; 16/5; 3; 11/4; 29/10; 13/5; 3; 31/10; 27/10; 31/10; 3; 58/19; 14/5; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-11 18:21:38 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 10/11; 10/11; 17/20; 24/25; 20/23; 9/10; 5/6; 8/9; 19/20; 9/10; 20/21; 10/11; 19/20; 5/6; 10/11; 10/11; 10/11; 7/8; 8/9; 37/40; 10/11; 4/5; 10/11; 10/11; 20/21
Draw; 5/2; 5/2; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 27/11; 5/2; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 27/11; 13/5; 5/2; 23/10; 11/5; 13/5; 13/5; 
Bristol Rovers; 16/5; 29/10; 29/10; 14/5; 63/20; 16/5; 29/10; 3; 31/10; 29/10; 16/5; 3; 11/4; 29/10; 13/5; 3; 56/19; 31/10; 27/10; 31/10; 3; 14/5; 13/5; 3; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-11 22:21:26 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 10/11; 10/11; 17/20; 24/25; 10/11; 10/11; 5/6; 8/9; 19/20; 9/10; 20/21; 10/11; 19/20; 5/6; 10/11; 10/11; 10/11; 7/8; 8/9; 37/40; 10/11; 5/6; 10/11; 10/11; 20/21
Draw; 5/2; 5/2; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 27/11; 5/2; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 27/11; 13/5; 5/2; 23/10; 11/5; 13/5; 13/5; 
Bristol Rovers; 16/5; 29/10; 29/10; 14/5; 63/20; 31/10; 29/10; 3; 31/10; 29/10; 16/5; 3; 11/4; 29/10; 13/5; 3; 56/19; 31/10; 27/10; 31/10; 3; 14/5; 13/5; 3; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-12 02:21:13 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 10/11; 10/11; 17/20; 24/25; 10/11; 9/10; 5/6; 8/9; 19/20; 9/10; 20/21; 10/11; 19/20; 5/6; 10/11; 10/11; 10/11; 7/8; 8/9; 37/40; 10/11; 5/6; 10/11; 20/21
Draw; 5/2; 5/2; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 27/11; 13/5; 5/2; 23/10; 13/5; 13/5; 
Bristol Rovers; 16/5; 29/10; 29/10; 14/5; 63/20; 31/10; 29/10; 3; 31/10; 29/10; 16/5; 14/5; 11/4; 29/10; 13/5; 3; 56/19; 31/10; 27/10; 31/10; 3; 14/5; 3; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-12 10:21:11 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 10/11; 10/11; 17/20; 24/25; 10/11; 9/10; 5/6; 8/9; 19/20; 9/10; 20/21; 10/11; 19/20; 5/6; 10/11; 10/11; 10/11; 7/8; 8/9; 37/40; 10/11; 5/6; 10/11; 10/11; 20/21
Draw; 5/2; 5/2; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 27/11; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 27/11; 5/2; 23/10; 11/5; 13/5; 13/5; ; 
Bristol Rovers; 16/5; 29/10; 29/10; 14/5; 63/20; 31/10; 29/10; 3; 31/10; 29/10; 3; 11/4; 29/10; 13/5; 3; 56/19; 31/10; 27/10; 31/10; 3; 14/5; 13/5; 3; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-12 14:21:29 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 10/11; 10/11; 17/20; 24/25; 10/11; 9/10; 5/6; 8/9; 10/11; 9/10; 10/11; 10/11; 19/20; 5/6; 10/11; 10/11; 10/11; 7/8; 8/9; 10/11; 10/11; 5/6; 5/6; 10/11; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 27/11; 13/5; 5/2; 13/5; 5/2; 12/5; 13/5; 27/11; 23/10; 13/5; 27/11; 5/2; 23/10; 12/5; 13/5; 13/5; ; 
Bristol Rovers; 16/5; 11/4; 29/10; 14/5; 63/20; 31/10; 29/10; 3; 31/10; 29/10; 3; 14/5; 11/4; 29/10; 13/5; 14/5; 56/19; 31/10; 27/10; 31/10; 3; 14/5; 13/5; 3; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-12 18:21:28 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 10/11; 10/11; 17/20; 24/25; 10/11; 9/10; 5/6; 8/9; 10/11; 9/10; 10/11; 10/11; 19/20; 5/6; 10/11; 10/11; 10/11; 11/12; 8/9; 10/11; 10/11; 10/11; 5/6; 9/10; 10/11; 20/21
Draw; 5/2; 13/5; 5/2; 5/2; 66/25; 13/5; 5/2; 5/2; 27/11; 13/5; 5/2; 13/5; 5/2; 12/5; 5/2; 27/11; 23/10; 13/5; 27/11; 5/2; 5/2; 23/10; 12/5; 13/5; 13/5; ; 
Bristol Rovers; 16/5; 29/10; 29/10; 14/5; 63/20; 31/10; 29/10; 3; 31/10; 29/10; 3; 14/5; 11/4; 29/10; 13/5; 3; 56/19; 31/10; 27/10; 31/10; 3; 14/5; 14/5; 13/5; 3; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-12 22:21:20 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 17/20; 10/11; 10/11; 17/20; 97/100; 10/11; 10/11; 5/6; 8/9; 19/20; 9/10; 10/11; 10/11; 19/20; 5/6; 10/11; 10/11; 11/12; 8/9; 10/11; 19/20; 19/20; 9/10; 10/11; 20/21; 20/21; 
Draw; 5/2; 13/5; 5/2; 5/2; 137/50; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 23/10; 13/5; 27/11; 28/11; 5/2; 5/2; 12/5; 13/5; 13/5; ; 
Bristol Rovers; 16/5; 29/10; 29/10; 14/5; 3; 31/10; 14/5; 3; 31/10; 29/10; 3; 14/5; 11/4; 29/10; 13/5; 14/5; 29/10; 31/10; 27/10; 31/10; 3; 29/10; 14/5; 13/5; 12/5; 14/5; 14/5
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-13 02:20:56 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 19/20; 10/11; 10/11; 17/20; 24/25; 10/11; 10/11; 5/6; 8/9; 19/20; 10/11; 10/11; 10/11; 19/20; 5/6; 10/11; 10/11; 11/12; 8/9; 10/11; 19/20; 10/11; 10/11; 10/11; 20/21; 
Draw; 13/5; 13/5; 5/2; 5/2; 69/25; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 23/10; 13/5; 27/11; 28/11; 13/5; 5/2; 27/10; 14/5; ; 
Bristol Rovers; 16/5; 29/10; 29/10; 14/5; 3; 31/10; 14/5; 3; 31/10; 29/10; 3; 14/5; 11/4; 29/10; 13/5; 14/5; 37/13; 31/10; 27/10; 31/10; 3; 29/10; 14/5; 3; 14/5; 14/5
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-13 10:20:55 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 19/20; 10/11; 10/11; 1; 24/25; 10/11; 10/11; 5/6; 8/9; 19/20; 10/11; 10/11; 10/11; 19/20; 5/6; 19/20; 10/11; 11/12; 8/9; 10/11; 19/20; 10/11; 10/11; 10/11; 20/21
Draw; 13/5; 13/5; 5/2; 11/5; 69/25; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 5/2; 23/10; 13/5; 27/11; 28/11; 13/5; 23/10; 9/4; 14/5; 
Bristol Rovers; 16/5; 29/10; 29/10; 3; 31/10; 14/5; 3; 31/10; 29/10; 3; 14/5; 11/4; 29/10; 13/5; 14/5; 37/13; 31/10; 27/10; 31/10; 3; 29/10; 14/5; 3; 12/5; 14/5
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-13 14:21:27 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 19/20; 10/11; 10/11; 1; 24/25; 10/11; 10/11; 5/6; 8/9; 10/11; 10/11; 10/11; 10/11; 19/20; 5/6; 19/20; 19/20; 10/11; 11/12; 8/9; 37/40; 19/20; 10/11; 10/11; 5/6; 10/11; 20/21
Draw; 13/5; 5/2; 5/2; 11/5; 69/25; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 27/11; 23/10; 13/5; 27/11; 27/11; 13/5; 12/5; 5/2; 27/10; 14/5; ; 
Bristol Rovers; 16/5; 3; 29/10; 3; 31/10; 14/5; 3; 31/10; 29/10; 3; 14/5; 11/4; 29/10; 13/5; 14/5; 56/19; 31/10; 27/10; 31/10; 31/10; 56/19; 14/5; 3; 13/5; 3; 14/5; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-13 18:21:35 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 19/20; 10/11; 10/11; 19/20; 24/25; 10/11; 10/11; 5/6; 8/9; 10/11; 10/11; 10/11; 10/11; 10/11; 5/6; 10/11; 10/11; 10/11; 11/12; 8/9; 37/40; 19/20; 10/11; 5/6; 5/6; 10/11; 20/21
Draw; 13/5; 5/2; 5/2; 11/5; 69/25; 13/5; 5/2; 5/2; 27/11; 13/5; 13/5; 13/5; 5/2; 12/5; 5/2; 27/11; 23/10; 13/5; 27/11; 27/11; 13/5; 12/5; 5/2; 27/10; 13/5; ; 
Bristol Rovers; 16/5; 3; 16/5; 3; 31/10; 29/10; 3; 31/10; 3; 14/5; 11/4; 3; 13/5; 3; 56/19; 31/10; 27/10; 31/10; 31/10; 56/19; 14/5; 11/4; 13/5; 3; 14/5; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-13 22:21:19 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 19/20; 17/20; 20/23; 10/11; 10/11; 10/11; 9/10; 5/6; 8/9; 10/11; 9/10; 10/11; 10/11; 9/10; 5/6; 10/11; 13/15; 10/11; 8/9; 8/9; 10/11; 13/15; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 13/5; 5/2; 5/2; 5/2; 14/5; 13/5; 13/5; 5/2; 27/11; 5/2; 12/5; 13/5; 5/2; 12/5; 5/2; 28/11; 23/10; 45/17; 27/11; 13/5; 13/5; 5/2; 5/2; 11/4; 27/10; ; 
Bristol Rovers; 16/5; 3; 3; 16/5; 10/3; 3; 16/5; 31/10; 3; 16/5; 3; 3; 13/5; 3; 31/10; 27/10; 31/10; 16/5; 58/19; 3; 14/5; 13/5; 3; ; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-14 02:21:01 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 10/11; 17/20; 20/23; 10/11; 10/11; 10/11; 20/23; 5/6; 8/9; 10/11; 17/20; 10/11; 10/11; 9/10; 5/6; 10/11; 13/15; 10/11; 8/9; 8/9; 9/10; 13/15; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 11/4; 5/2; 5/2; 5/2; 14/5; 13/5; 13/5; 5/2; 27/11; 13/5; 12/5; 13/5; 5/2; 12/5; 5/2; 28/11; 23/10; 45/17; 27/11; 11/4; 13/5; 13/5; 12/5; 12/5; 11/4; 27/10; 
Bristol Rovers; 10/3; 16/5; 3; 16/5; 10/3; 3; 16/5; 31/10; 3; 16/5; 3; 3; 13/5; 3; 31/10; 27/10; 31/10; 31/10; 3; 14/5; 5/2; 3; ; ; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-14 10:21:12 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 10/11; 17/20; 17/20; 10/11; 89/100; 20/23; 20/23; 5/6; 16/19; 17/20; 17/20; 20/23; 17/20; 5/6; 3/4; 17/20; 5/6; 5/6; 11/13; 16/19; 17/20; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6
Draw; 11/4; 5/2; 13/5; 5/2; 143/50; 14/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 45/17; 12/5; 27/10; 11/4; 11/4; 27/10; 11/4; 11/4; 27/10; 14/5; 14/5
Bristol Rovers; 10/3; 16/5; 16/5; 3; 16/5; 16/5; 3; 29/10; 16/5; 16/5; 3; 16/5; 11/4; 3; 58/19; 10/3; 37/13; 29/10; 33/10; 31/10; 3; 3; 3; ; ; ; 
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-14 14:21:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Blackburn; 8/11; 8/11; 7/10; 7/10; 71/100; 3/4; 7/10; 4/6; 11/17; 7/10; 7/10; 7/10; 8/11; 8/11; 8/13; 7/10; 4/6; 13/18; 13/19; 11/17; 7/10; 9/13; 4/6; 8/11; 8/11; 4/6; 8/11
Draw; 3; 5/2; 27/10; 14/5; 63/20; 3; 29/10; 11/4; 3; 27/10; 11/4; 13/5; 11/4; 27/10; 13/5; 11/4; 37/13; 13/5; 29/10; 3; 29/10; 3; 14/5; 3; 3; ; 
Bristol Rovers; 4; 19/5; 4; 19/5; 4; 18/5; 15/4; 7/2; 19/5; 4; 19/5; 4; 15/4; 19/5; 7/2; 4; 50/13; 15/4; 39/11; 19/5; 4; 50/13; 15/4; 7/2; 7/2; 7/2; 7/2
META; english/league-1/bristol-rovers-v-blackburn; 2018-04-14 18:21:22 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Blackburn; 11/8; 5/4; 6/5; 11/8; 31/25; 13/10; 11/8; 11/10; 15/13; 6/4; 13/10; 23/20; 27/20; 11/8; 7/5; 6/5; 5/4; 9/7; 13/10; 11/10; 13/10; 5/4; 13/10; 11/8
Draw; 11/10; 11/10; 5/4; 23/20; 6/4; 6/5; 6/5; 6/5; 11/8; 11/10; 21/20; 6/5; 6/5; 21/20; 1; 7/5; 11/10; 19/17; 23/20; 13/10; 6/5; 5/4; 23/20; 23/20
Bristol Rovers; 5; 7/2; 9/2; 24/5; 4; 9/2; 4; 9/2; 39/10; 5; 9/2; 9/2; 19/4; 17/4; 5; 75/19; 9/2; 21/5; 5; 9/2; 9/2; 5; 23/5; 9/2
