META; english/league-1/oldham-v-bradford; 2018-01-28 14:21:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Bradford; 8/5; 17/10; ; ; 169/ 100; 13/8; 8/5; ; ; ; ; ; ; ; ; 17/10; ; 17/11; ; ; ; ; 17/10; 8/5; 17/11; ; 20/21; ; 
Bradford; 9/5; 17/10; 7/4; 7/4; 15/8; 9/5; 7/4; ; 7/4; 17/10; 7/4; 7/4; ; ; 9/5; 7/4; 9/5; 7/4; 9/5; 5/3; 7/4; 9/5; 9/5; 7/4; 7/4; ; 5/4; ; 
Draw; 12/5; 9/4; 23/10; 12/5; 12/5; 5/2; 9/4; ; 27/11; 23/10; 12/5; 12/5; ; ; 23/10; 12/5; 12/5; 9/4; 12/5; 27/11; 27/11; 12/5; 12/5; 9/4; 9/4; ; 2; ; 
META; english/league-1/oldham-v-bradford; 2018-01-29 18:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 17/11; 6/4; 161/100; 6/4; 6/4; 7/5; 10/7; 6/4; 6/4; 31/20; ; ; 8/5; 6/4; 7/5; ; 7/5; 22/15; 10/7; 8/5; 31/20; 31/20; 6/4; ; 6/5; 7/5; 
Bradford; 9/5; 7/4; 7/4; 7/4; 47/25; 9/5; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; ; ; 7/4; 9/5; 9/5; ; 9/5; 5/3; 7/4; 9/5; ; 7/4; 9/5; ; 13/8; 17/10; 
Draw; 12/5; 12/5; 9/4; 12/5; 119/50; 5/2; 11/5; 12/5; 27/11; 9/4; 23/10; 23/10; ; ; ; 23/10; 12/5; 11/5; 12/5; 27/11; 27/11; 23/10; ; 11/5; 11/5; ; 2; 21/10; 
META; english/league-1/oldham-v-bradford; 2018-01-29 22:21:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 17/11; 6/4; 161/100; 6/4; 6/4; 7/5; 10/7; 6/4; 6/4; 31/20; ; 31/20; 8/5; 6/4; 7/5; ; 7/5; 22/15; 10/7; 8/5; 31/20; 31/20; 6/4; ; 7/5; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; ; 9/5; 7/4; 9/5; 9/5; ; 9/5; 5/3; 7/4; 9/5; ; 7/4; 9/5; ; 13/8; 17/10; 
Draw; 12/5; 23/10; 9/4; 12/5; 119/50; 5/2; 11/5; 12/5; 27/11; 9/4; 23/10; 23/10; ; 9/4; ; 23/10; 12/5; 11/5; 12/5; 27/11; 27/11; 23/10; ; 11/5; 11/5; ; 2; 21/10; 
META; english/league-1/oldham-v-bradford; 2018-01-30 02:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 17/11; 6/4; 161/100; 6/4; 6/4; 7/5; 10/7; 6/4; 6/4; 31/20; ; 31/20; 8/5; 6/4; 7/5; ; 7/5; 22/15; 10/7; 8/5; 31/20; 31/20; 6/4; ; 7/5; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; ; 9/5; 7/4; 9/5; 9/5; ; 9/5; 5/3; 7/4; 9/5; ; 7/4; 9/5; ; 17/10; 17/10; 
Draw; 12/5; 23/10; 9/4; 12/5; 119/50; 5/2; 11/5; 12/5; 27/11; 9/4; 23/10; 23/10; ; 9/4; ; 23/10; 12/5; 11/5; 12/5; 27/11; 27/11; 23/10; ; 11/5; 11/5; ; 21/10; 21/10; 
META; english/league-1/oldham-v-bradford; 2018-01-30 10:20:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 17/11; 6/4; 161/100; 6/4; 6/4; 7/5; 10/7; 6/4; 6/4; 31/20; ; 31/20; 8/5; 6/4; 7/5; ; 7/5; 22/15; 10/7; 8/5; 31/20; 31/20; 6/4; ; 5/4; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; ; 9/5; 7/4; 9/5; 9/5; 7/4; 9/5; 5/3; 7/4; 9/5; ; 7/4; 9/5; ; 6/4; 17/10; 
Draw; 12/5; 23/10; 9/4; 12/5; 119/50; 5/2; 11/5; 12/5; 27/11; 9/4; 23/10; 23/10; ; 9/4; ; 23/10; 12/5; 11/5; 12/5; 27/11; 27/11; 23/10; ; 11/5; 11/5; ; 2; 15/8; 
META; english/league-1/oldham-v-bradford; 2018-01-30 14:21:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 6/4; 6/4; 13/8; 6/4; 6/4; 7/5; 10/7; 6/4; 6/4; 31/20; ; 31/20; 8/5; 6/4; 7/5; ; 7/5; 31/21; 10/7; 8/5; 31/20; 31/20; 6/4; ; 7/5; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; 7/4; 7/4; 7/4; 7/4; 7/4; 7/4; ; 9/5; 7/4; 9/5; 9/5; 7/4; 9/5; 12/7; 7/4; 9/5; ; 7/4; 9/5; ; 17/10; 17/10; 
Draw; 12/5; 23/10; 9/4; 12/5; 59/25; 5/2; 11/5; 12/5; 27/11; 11/5; 23/10; 23/10; ; 9/4; ; 23/10; 12/5; 11/5; 12/5; 40/17; 27/11; 23/10; 23/10; 11/5; 11/5; ; 23/10; 15/8; 
META; english/league-1/oldham-v-bradford; 2018-01-30 18:21:02 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 6/4; 6/4; 13/8; 6/4; ; 7/5; 10/7; 31/20; 6/4; 31/20; ; 31/20; 8/5; 6/4; 7/5; ; 7/5; 31/21; 10/7; 8/5; 6/4; 31/20; 17/11; ; 7/5; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; ; 7/4; 7/4; 9/5; 7/4; 7/4; ; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 7/4; 9/5; ; 17/10; 17/10; 
Draw; 12/5; 23/10; 9/4; 12/5; 59/25; 5/2; ; 12/5; 27/11; 23/10; 23/10; 23/10; ; 9/4; ; 23/10; 12/5; 9/4; 12/5; 40/17; 27/11; 23/10; 12/5; 11/5; 9/4; ; 23/10; 9/4; 
META; english/league-1/oldham-v-bradford; 2018-01-30 22:21:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 6/4; 6/4; 13/8; 6/4; ; 7/5; 10/7; 31/20; 6/4; 31/20; ; 31/20; 8/5; 6/4; 7/5; ; 7/5; 31/21; 10/7; 8/5; 6/4; 31/20; 17/11; ; 7/5; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; ; 7/4; 7/4; 9/5; 7/4; 7/4; ; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 7/4; 9/5; ; 17/10; 17/10; 
Draw; 12/5; 23/10; 9/4; 12/5; 59/25; 5/2; ; 12/5; 27/11; 23/10; 23/10; 23/10; ; 9/4; ; 23/10; 12/5; 9/4; 12/5; 40/17; 27/11; 23/10; 12/5; 11/5; 9/4; ; 2; 21/10; 
META; english/league-1/oldham-v-bradford; 2018-01-31 02:20:26 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 29/20; 6/4; 6/4; 6/4; 13/8; 6/4; ; 7/5; 10/7; 31/20; 29/20; 31/20; ; 31/20; 8/5; 6/4; 7/5; ; 7/5; 31/21; 10/7; 8/5; 6/4; 31/20; 17/11; ; 7/5; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; ; 7/4; 7/4; 9/5; 9/5; 7/4; ; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 7/4; 9/5; ; 6/4; 17/10; 
Draw; 12/5; 23/10; 9/4; 12/5; 59/25; 5/2; ; 12/5; 27/11; 23/10; 23/10; 23/10; ; 9/4; ; 23/10; 12/5; 9/4; 12/5; 40/17; 27/11; 23/10; 12/5; 11/5; 9/4; ; 2; 21/10; 
META; english/league-1/oldham-v-bradford; 2018-01-31 10:20:34 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 13/8; 6/4; ; ; 10/7; 31/20; 6/4; 31/20; ; 31/20; 8/5; 6/4; 7/5; 6/4; 7/5; 31/21; 10/7; 8/5; 6/4; 31/20; 17/11; ; 7/5; 7/5; 
Bradford; 9/5; 9/5; 7/4; 7/4; 47/25; 9/5; ; ; 7/4; 9/5; 9/5; 7/4; ; 9/5; 7/4; 9/5; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 7/4; 9/5; ; 17/10; 7/4; 
Draw; 9/4; 23/10; 9/4; 12/5; 59/25; 5/2; ; ; 27/11; 23/10; 9/4; 23/10; ; 9/4; ; 23/10; 12/5; 9/4; 12/5; 40/17; 27/11; 23/10; 12/5; 11/5; 9/4; ; 21/10; 21/10; 
META; english/league-1/oldham-v-bradford; 2018-01-31 14:20:46 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 13/8; 31/20; ; ; 31/21; 6/4; 6/4; 31/20; ; 6/4; 8/5; 6/4; 7/5; 6/4; 7/5; 31/21; 31/21; 8/5; 31/20; 31/20; 17/11; ; 6/4; 6/4; 
Bradford; 9/5; 9/5; 7/4; 7/4; 37/20; 19/10; ; ; 7/4; 9/5; 9/5; 7/4; ; 9/5; 7/4; 7/4; 9/5; 7/4; 9/5; 12/7; 7/4; 9/5; ; 7/4; 9/5; ; 13/8; 17/10; 
Draw; 9/4; 23/10; 9/4; 12/5; 12/5; 12/5; ; ; 40/17; 23/10; 11/5; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; 12/5; 40/17; 40/17; 23/10; 23/10; 11/5; 9/4; ; 21/10; 2; 
META; english/league-1/oldham-v-bradford; 2018-01-31 18:21:30 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 157/100; 31/20; ; ; 31/21; 6/4; 6/4; 6/4; ; 6/4; 8/5; 6/4; 7/5; 6/4; 7/5; 31/21; 31/21; 6/4; 31/20; 29/20; 6/4; ; 7/5; 7/5; 6/4
Bradford; 9/5; 9/5; 7/4; 7/4; 48/25; 19/10; ; ; 7/4; 9/5; 9/5; 9/5; ; 9/5; 7/4; 7/4; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 24/13; ; 7/4; 9/5; 19/10
Draw; 9/4; 23/10; 9/4; 12/5; 12/5; 12/5; ; ; 40/17; 23/10; 9/4; 9/4; ; 23/10; ; 9/4; 12/5; 9/4; 12/5; 40/17; 40/17; 12/5; 23/10; 9/4; 9/4; ; 21/10; 2; 12/5
META; english/league-1/oldham-v-bradford; 2018-01-31 22:20:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 157/100; 31/20; ; 7/5; 31/21; 6/4; 6/4; 6/4; ; 6/4; 8/5; 6/4; 7/5; 6/4; 7/5; 31/21; 31/21; 6/4; 31/20; 29/20; 6/4; ; 7/5; 7/5; 6/4
Bradford; 9/5; 9/5; 7/4; 7/4; 48/25; 19/10; ; 9/5; 7/4; 9/5; 9/5; 9/5; ; 9/5; 7/4; 7/4; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 24/13; ; 7/4; 17/10; 19/10
Draw; 9/4; 23/10; 9/4; 12/5; 12/5; 12/5; ; 23/10; 40/17; 23/10; 9/4; 9/4; ; 23/10; ; 9/4; 12/5; 9/4; 12/5; 40/17; 40/17; 12/5; 23/10; 9/4; 9/4; ; 21/10; 19/10; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-01 02:20:11 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 157/100; 6/4; ; 7/5; 31/21; 6/4; 6/4; 6/4; ; 6/4; 8/5; 6/4; 6/4; 7/5; 31/21; 31/21; 6/4; 31/20; 29/20; 6/4; ; 7/5; 7/5; 6/4
Bradford; 9/5; 9/5; 7/4; 7/4; 48/25; 15/8; ; 9/5; 7/4; 9/5; 9/5; 9/5; ; 9/5; 7/4; 7/4; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 24/13; ; 7/4; 17/10; 19/10
Draw; 9/4; 23/10; 9/4; 12/5; 12/5; 23/10; ; 23/10; 40/17; 23/10; 11/5; 9/4; ; 23/10; ; 9/4; 9/4; 12/5; 40/17; 40/17; 12/5; 23/10; 9/4; 9/4; ; 21/10; 2; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-01 10:20:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 157/100; 6/4; ; 7/5; 31/21; 6/4; 6/4; 6/4; ; 6/4; 8/5; 6/4; 6/4; 7/5; 31/21; 31/21; 6/4; 31/20; 29/20; 6/4; ; 7/5; ; 6/4
Bradford; 9/5; 9/5; 7/4; 7/4; 48/25; 15/8; ; 9/5; 7/4; 9/5; 9/5; 9/5; ; 9/5; 7/4; 7/4; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 9/5; ; 7/4; 17/10; 19/10
Draw; 9/4; 23/10; 9/4; 12/5; 12/5; 23/10; ; 23/10; 40/17; 23/10; 11/5; 9/4; ; 23/10; ; 9/4; 9/4; 12/5; 40/17; 40/17; 12/5; 23/10; 9/4; 9/4; ; 9/4; ; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-01 14:20:52 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 39/25; 6/4; ; 7/5; 31/21; 6/4; 6/4; 6/4; ; 6/4; 8/5; 7/5; 6/4; 7/5; 31/21; 31/21; 6/4; 31/20; 29/20; 6/4; ; 7/5; 7/5; 6/4
Bradford; 9/5; 9/5; 7/4; 7/4; 48/25; 15/8; ; 9/5; 7/4; 9/5; 9/5; 15/8; ; 9/5; 7/4; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 24/13; ; 7/4; 9/5; 19/10
Draw; 9/4; 23/10; 9/4; 12/5; 121/50; 23/10; ; 23/10; 40/17; 23/10; 11/5; 11/5; ; 23/10; ; 9/4; 9/4; 12/5; 40/17; 40/17; 12/5; 23/10; 9/4; 9/4; ; 9/4; ; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-01 18:20:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; 6/4; 6/4; 6/4; 77/50; 6/4; ; 7/5; 31/21; 6/4; 29/20; 31/20; ; 6/4; 8/5; 6/4; 16/11; 7/5; 31/21; 31/21; 6/4; 6/4; 29/20; 16/11; ; 7/5; 7/5; 7/5
Bradford; 9/5; 9/5; 7/4; 7/4; 48/25; 9/5; ; 9/5; 7/4; 7/4; 9/5; 9/5; ; 7/4; 7/4; 7/4; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 24/13; ; 7/4; 9/5; 19/10
Draw; 9/4; 23/10; 23/10; 12/5; 123/50; 5/2; ; 12/5; 40/17; 12/5; 23/10; 9/4; ; 47/20; ; 23/10; 23/10; 12/5; 40/17; 40/17; 12/5; 12/5; 9/4; 23/10; ; 9/4; 9/4; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-01 22:20:11 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; ; 6/4; 6/4; 77/50; 6/4; ; 7/5; 31/21; 6/4; 6/4; 31/20; ; 6/4; 8/5; 6/4; 16/11; 7/5; 31/21; 31/21; 6/4; 6/4; 29/20; 16/11; ; 7/5; 7/5; 6/4
Bradford; 9/5; 7/4; 7/4; 7/4; 48/25; 9/5; ; 9/5; 7/4; 7/4; 9/5; 9/5; ; 7/4; 7/4; 7/4; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 24/13; ; 9/5; 9/5; 19/10
Draw; 9/4; 12/5; 23/10; 12/5; 123/50; 5/2; ; 12/5; 40/17; 12/5; 9/4; 9/4; ; 47/20; ; 23/10; 23/10; 12/5; 40/17; 40/17; 12/5; 12/5; 9/4; 23/10; ; 9/4; 11/5; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-02 02:20:09 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 6/4; ; 6/4; 6/4; 77/50; 6/4; ; 7/5; 31/21; 6/4; 29/20; 31/20; ; 6/4; 8/5; 6/4; 16/11; 7/5; 31/21; 31/21; 6/4; 6/4; 29/20; 16/11; ; 7/5; 7/5; 6/4
Bradford; 9/5; 7/4; 7/4; 7/4; 48/25; 9/5; ; 9/5; 7/4; 7/4; 9/5; 9/5; ; 7/4; 7/4; 7/4; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 24/13; ; 9/5; 9/5; 19/10
Draw; 9/4; 12/5; 23/10; 12/5; 123/50; 5/2; ; 12/5; 40/17; 12/5; 23/10; 9/4; ; 47/20; ; 23/10; 23/10; 12/5; 40/17; 40/17; 12/5; 12/5; 9/4; 23/10; ; 9/4; 11/5; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-02 10:20:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 8/5; ; 6/4; 6/4; 39/25; 8/5; ; 6/4; 31/21; 6/4; 6/4; 31/20; ; 6/4; 8/5; 6/4; 16/11; 7/5; 31/21; 31/21; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 6/4
Bradford; 19/10; 7/4; 7/4; 7/4; 189/100; 15/8; ; 9/5; 7/4; 7/4; 9/5; 9/5; ; 7/4; 7/4; 7/4; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 9/5; ; 9/5; 9/5; 19/10
Draw; 12/5; 12/5; 23/10; 12/5; 123/50; 5/2; ; 23/10; 40/17; 12/5; 9/4; 9/4; ; 47/20; ; 23/10; 23/10; 12/5; 40/17; 40/17; 12/5; 12/5; 9/4; 23/10; ; 23/10; 11/5; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-02 14:21:07 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 8/5; ; 6/4; 6/4; 39/25; 8/5; ; 6/4; 31/21; 6/4; 6/4; 29/20; ; 6/4; 8/5; 7/5; 16/11; 7/5; 31/21; 31/21; 6/4; 31/20; 29/20; 6/4; ; 7/5; 6/4; 6/4
Bradford; 19/10; 7/4; 7/4; 19/10; 189/100; 15/8; ; 9/5; 7/4; 7/4; 9/5; 9/5; ; 9/5; 7/4; 9/5; 9/5; 9/5; 12/7; 7/4; 9/5; ; 9/5; 9/5; ; 9/5; 9/5; 19/10
Draw; 12/5; 12/5; 23/10; 11/5; 123/50; 5/2; ; 23/10; 40/17; 12/5; 9/4; 23/10; ; 47/20; ; 9/4; 23/10; 12/5; 40/17; 40/17; 12/5; 12/5; 9/4; 23/10; ; 23/10; 23/10; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-02 18:25:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 31/20; 7/5; 16/11; 6/4; 31/20; 8/5; ; 6/4; 31/21; 6/4; 6/4; 6/4; ; 6/4; 8/5; 7/5; 16/11; 7/5; 17/12; 31/21; 6/4; 6/4; 29/20; 6/4; ; 7/5; 6/4; 6/4
Bradford; 19/10; 9/5; 9/5; 9/5; 19/10; 15/8; ; 9/5; 7/4; 9/5; 9/5; 9/5; ; 9/5; 7/4; 9/5; 9/5; 9/5; 33/19; 7/4; 9/5; 15/8; 9/5; 24/13; ; 19/10; 9/5; 19/10
Draw; 12/5; 12/5; 23/10; 23/10; 123/50; 5/2; ; 23/10; 40/17; 23/10; 9/4; 23/10; ; 23/10; ; 23/10; 23/10; 12/5; 27/11; 40/17; 12/5; 12/5; 9/4; 23/10; ; 23/10; 23/10; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-02 22:20:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 31/20; 7/5; 16/11; 6/4; 31/20; 6/4; ; 7/5; 31/21; 6/4; 6/4; 6/4; 6/4; 6/4; 8/5; 7/5; 16/11; 7/5; 17/12; 31/21; 6/4; 6/4; 29/20; 6/4; ; 7/5; 6/4; 6/4
Bradford; 19/10; 9/5; 9/5; 9/5; 19/10; 2; ; 15/8; 7/4; 9/5; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 24/13; 9/5; 33/19; 7/4; 9/5; 15/8; 9/5; 24/13; ; 19/10; 19/10; 19/10
Draw; 12/5; 12/5; 23/10; 23/10; 123/50; 5/2; ; 23/10; 40/17; 23/10; 9/4; 23/10; 23/10; 23/10; ; 23/10; 9/4; 12/5; 27/11; 40/17; 12/5; 12/5; 9/4; 23/10; ; 23/10; 12/5; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-03 02:20:26 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 31/20; 7/5; 16/11; 6/4; 31/20; 6/4; ; 7/5; 31/21; 6/4; 29/20; 6/4; 6/4; 6/4; 8/5; 7/5; 16/11; 7/5; 17/12; 31/21; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 6/4
Bradford; 19/10; 9/5; 9/5; 9/5; 19/10; 2; ; 15/8; 7/4; 9/5; 15/8; 9/5; 9/5; 9/5; 7/4; 9/5; 24/13; 9/5; 33/19; 7/4; 9/5; 15/8; 9/5; 24/13; ; 9/5; 9/5; 19/10
Draw; 12/5; 12/5; 23/10; 23/10; 123/50; 5/2; ; 23/10; 40/17; 23/10; 9/4; 23/10; 23/10; 23/10; ; 23/10; 9/4; 12/5; 27/11; 40/17; 12/5; 12/5; 9/4; 23/10; ; 23/10; 9/4; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-03 10:20:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Oldham; 31/20; 8/5; ; 6/4; 163/100; 13/8; ; 6/4; 31/21; 8/5; 6/4; 31/20; 6/4; 7/5; 8/5; 6/4; 16/11; 6/4; 17/12; 17/11; 6/4; 13/8; 31/20; 6/4; ; 8/5; 6/4; 6/4
Bradford; 15/8; 13/8; ; 9/5; 91/50; 9/5; ; 17/10; 7/4; 17/10; 9/5; 13/8; 15/8; 39/20; 9/5; 17/10; 9/5; 17/10; 33/19; 17/10; 9/5; 7/4; 9/5; 24/13; ; 13/8; 17/10; 9/5
Draw; 5/2; 12/5; ; 23/10; 61/25; 5/2; ; 23/10; 40/17; 23/10; 9/4; 5/2; 9/4; 47/20; 23/10; 23/10; 23/10; 23/10; 27/11; 40/17; 12/5; 12/5; 9/4; 23/10; ; 23/10; 23/10; 12/5
META; english/league-1/oldham-v-bradford; 2018-02-03 14:21:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
