META; english/league-1/mk-dons-v-scunthorpe; 2018-04-22 14:21:23 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Draw; 5/2; 12/5; 131/0; 12/5; 23/10; 27/11; 5/2; 5/2; 11/5; 5/2; 12/5; 27/11; 5/2; 12/5; 11/5; 5/2; 
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-23 18:21:02 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 6/5; 1; 127/00; 5/4; 11/10; 13/11; 6/5; 6/5; 11/10; 11/10; 15/13; 13/11; 6/5; 15/13; 23/20; 6/5; 
MK Dons; 21/10; 12/5; 56/25; 9/4; 11/5; 21/10; 11/5; 11/5; 11/5; 2; 11/5; 39/19; 11/5; 9/4; 21/10; 2; 21/10
Draw; 5/2; 12/5; 131/0; 12/5; 23/10; 27/11; 5/2; 5/2; 11/5; 5/2; 12/5; 27/11; 5/2; 12/5; 11/5; 5/2; 
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-23 22:20:59 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 1; 23/20; 121/00; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 10/11; 23/20
MK Dons; 9/4; 12/5; 12/5; 61/25; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 49/20; 21/10; 12/5; 11/5; 23/10; 11/5; 12/5; 11/5; 3/10; 23/10
Draw; 13/5; 12/5; 9/4; 51/20; 5/2; 12/5; 12/5; 27/11; 9/4; 5/2; 23/10; 23/10; 21/10; 12/5; 40/17; 12/5; 27/11; 5/2; 40/17; 19/10; 23/10
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-24 02:20:40 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 1; 23/20; 121/00; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 10/11; 23/20
MK Dons; 9/4; 12/5; 12/5; 61/25; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 12/5; 49/20; 21/10; 12/5; 9/4; 23/10; 11/5; 12/5; 9/4; 13/8; 23/10
Draw; 13/5; 12/5; 9/4; 51/20; 5/2; 23/10; 12/5; 27/11; 9/4; 5/2; 23/10; 23/10; 21/10; 12/5; 23/10; 12/5; 27/11; 5/2; 23/10; 19/10; 5/2
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-24 10:20:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 1; 23/20; 121/00; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 19/17; 13/11; 23/20; 11/10; 8/11; 23/20
MK Dons; 9/4; 12/5; 12/5; 61/25; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 5/2; 49/20; 21/10; 12/5; 9/4; 23/10; 39/19; 11/5; 12/5; 9/4; 6/4; 23/10
Draw; 13/5; 12/5; 9/4; 51/20; 5/2; 12/5; 12/5; 27/11; 9/4; 5/2; 11/5; 23/10; 21/10; 12/5; 23/10; 12/5; 23/10; 27/11; 5/2; 23/10; 19/10; 23/10
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-24 14:20:55 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 1; 23/20; 121/00; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 6/5; 23/20; 11/10; 11/10; 11/10; 11/10; 19/17; 13/11; 23/20; 11/10; 8/11; 23/20
MK Dons; 9/4; 12/5; 12/5; 61/25; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 5/2; 23/10; 49/20; 21/10; 12/5; 9/4; 23/10; 39/19; 11/5; 12/5; 9/4; 6/4; 23/10
Draw; 13/5; 12/5; 9/4; 51/20; 5/2; 12/5; 12/5; 27/11; 9/4; 5/2; 11/5; 23/10; 23/10; 21/10; 12/5; 23/10; 12/5; 23/10; 27/11; 5/2; 23/10; 19/10; 23/10
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-24 18:20:46 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 23/20; 121/00; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 19/17; 13/11; 23/20; 15/13; 1; 23/20; ; 
MK Dons; 9/4; 5/2; 12/5; 61/25; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 5/2; 12/5; 49/20; 21/10; 12/5; 9/4; 23/10; 39/19; 11/5; 12/5; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 9/4; 51/20; 5/2; 12/5; 12/5; 27/11; 23/10; 5/2; 11/5; 12/5; 23/10; 21/10; 5/2; 40/17; 12/5; 23/10; 27/11; 5/2; 40/17; 9/4; 23/10
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-24 22:20:49 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 23/20; 11/10; 121/00; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 19/17; 13/11; 23/20; 15/13; 11/10; 23/20; ; 
MK Dons; 9/4; 5/2; 12/5; 9/4; 61/25; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 5/2; 12/5; 49/20; 21/10; 12/5; 9/4; 23/10; 39/19; 11/5; 12/5; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 9/4; 9/4; 51/20; 5/2; 12/5; 12/5; 27/11; 23/10; 5/2; 11/5; 12/5; 23/10; 21/10; 12/5; 40/17; 12/5; 23/10; 27/11; 5/2; 40/17; 9/4; 5/2
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-25 02:20:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 23/20; 23/20; 11/10; 121/00; 11/10; 11/10; 11/10; 13/11; 23/20; 23/20; 23/20; 6/5; 23/20; 11/10; 11/10; 11/10; 11/10; 19/17; 13/11; 23/20; 15/13; 11/10; 23/20; 6/5
MK Dons; 9/4; 12/5; 12/5; 9/4; 61/25; 5/2; 23/10; 12/5; 11/5; 12/5; 12/5; 5/2; 23/10; 49/20; 21/10; 12/5; 9/4; 23/10; 39/19; 11/5; 12/5; 23/10; 9/4; 9/4; 12/5
Draw; 13/5; 23/10; 9/4; 9/4; 51/20; 5/2; 23/10; 12/5; 27/11; 23/10; 12/5; 11/5; 23/10; 23/10; 21/10; 23/10; 40/17; 12/5; 23/10; 27/11; 5/2; 40/17; 9/4; 21/10; 23/10
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-25 10:20:16 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 11/10; 11/10; 11/10; 119/00; 11/10; 11/10; 11/10; 13/11; 23/20; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 11/10; 10/9; 13/11; 11/10; 15/13; 1; 23/20
Draw; 13/5; 23/10; 23/10; 9/4; 127/0; 5/2; 23/10; 12/5; 27/11; 23/10; 5/2; 23/10; 23/10; 23/10; 21/10; 12/5; 40/17; 12/5; 23/10; 27/11; 5/2; 40/17; 9/4; 12/5
MK Dons; 9/4; 13/5; 5/2; 9/4; 62/25; 5/2; 23/10; 12/5; 11/5; 5/2; 12/5; 12/5; 12/5; 5/2; 21/10; 12/5; 23/10; 23/10; 21/10; 11/5; 5/2; 9/4; 12/5; 
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-25 14:20:29 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 11/10; 11/10; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 13/12; 11/10; 11/10; 23/20; 23/20; 11/10; 1; 11/10; 21/20; 11/10; 15/14; 13/12; 11/10; 21/20; 1; 11/10; 10/9
Draw; 13/5; 23/10; 23/10; 9/4; 5/2; 5/2; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 11/5; 12/5; 40/17; 12/5; 40/17; 27/11; 5/2; 40/17; 9/4; 21/10; 12/5; 
MK Dons; 9/4; 13/5; 5/2; 9/4; 66/25; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 12/5; 23/10; 13/5; 9/4; 5/2; 12/5; 23/10; 28/13; 27/11; 5/2; 27/11; 9/4; 23/10; 13/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-25 18:20:33 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 11/10; 1; 21/20; 21/20; 1; 13/12; 21/20; 1; 23/20; 21/20; 19/20; 1; 11/10; 1; 13/12; 1; 20/21; 5/6; 1; ; ; ; ; ; 
Draw; 13/5; 23/10; 23/10; 9/4; 127/0; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 23/10; 23/10; 21/10; 12/5; 12/5; 12/5; 40/17; 27/11; 13/5; 27/11; 9/4; 19/10; 12/5; 5/2; 
MK Dons; 5/2; 13/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 27/11; 11/4; 11/4; 14/5; 23/10; 11/4; 5/2; 13/5; 27/10; 23/10; 40/17; 27/11; 27/10; 27/10; 13/5; 9/4; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-25 22:20:14 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 1; 21/20; 21/20; 1; 13/12; 21/20; 1; 23/20; 21/20; 19/20; 1; 1; 13/12; 1; 20/21; 5/6; 1; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 40/17; 27/11; 13/5; 27/11; 9/4; 2; 12/5; 5/2; 
MK Dons; 5/2; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 27/11; 11/4; 11/4; 14/5; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 40/17; 27/11; 27/10; 27/10; 13/5; 11/5; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-26 02:20:10 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 1; 21/20; 21/20; 1; 13/12; 21/20; 1; 23/20; 21/20; 19/20; 1; 1; 13/12; 1; 19/20; 20/21; 5/6; 1; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 40/17; 27/11; 13/5; 27/11; 9/4; 9/4; 2; 12/5; 5/2; 
MK Dons; 5/2; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 27/11; 11/4; 11/4; 14/5; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 40/17; 27/11; 27/10; 27/10; 11/4; 13/5; 11/5; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-26 10:20:15 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 1; 21/20; 21/20; 1; 13/12; 21/20; 1; 23/20; 21/20; 19/20; 1; 1; 13/12; 1; 1; 20/21; 1; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 23/10; 47/20; 21/10; 12/5; 27/11; 12/5; 40/17; 27/11; 13/5; 27/11; 12/5; 9/4; 12/5; 5/2; 
MK Dons; 5/2; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 27/11; 11/4; 11/4; 14/5; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 40/17; 27/11; 27/10; 27/10; 14/5; 13/5; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-26 14:20:39 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 1; 21/20; 21/20; 1; 13/12; 21/20; 1; 23/20; 21/20; 19/20; 1; 1; 13/12; 1; 1; 20/21; 20/21; 21/20; 1; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 12/5; 12/5; 23/10; 12/5; 5/2; 23/10; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 40/17; 27/11; 13/5; 27/11; 12/5; 9/4; 21/10; 12/5; 5/2; 
MK Dons; 5/2; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 27/11; 11/4; 11/4; 14/5; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 40/17; 27/11; 27/10; 27/10; 14/5; 13/5; 13/5; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-26 18:20:27 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 1; 21/20; 1; 10/11; 13/12; 1; 1; 23/20; 21/20; 19/20; 1; 1; 13/12; 1; 1; 1; 21/20; 1; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 13/5; 12/5; 5/2; 12/5; 5/2; 23/10; 23/10; 47/20; 21/10; 5/2; 12/5; 12/5; 12/5; 27/11; 13/5; 27/11; 12/5; 23/10; 12/5; 12/5; 5/2; 
MK Dons; 5/2; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 27/11; 11/4; 11/4; 14/5; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 27/11; 27/10; 27/10; 14/5; 5/2; 13/5; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-26 22:20:22 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 1; 21/20; 1; 10/11; 42/41; 1; 21/20; 1; 23/20; 21/20; 19/20; 1; 1; 42/41; 1; 1; 20/21; 20/21; 1; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 13/5; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 23/10; 47/20; 21/10; 5/2; 12/5; 12/5; 12/5; 5/2; 13/5; 27/11; 12/5; 23/10; 11/5; 12/5; 5/2
MK Dons; 5/2; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 13/5; 11/4; 13/5; 14/5; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 13/5; 27/10; 27/10; 14/5; 5/2; 12/5; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-27 02:20:14 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 21/20; 1; 1; 21/20; 1; 10/11; 42/41; 1; 1; 23/20; 21/20; 19/20; 1; 1; 42/41; 1; 1; 20/21; 1; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 9/4; 127/0; 13/5; 12/5; 5/2; 5/2; 12/5; 5/2; 23/10; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 27/11; 12/5; 23/10; 12/5; 5/2
MK Dons; 14/5; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 13/5; 11/4; 11/4; 14/5; 23/10; 27/10; 5/2; 11/4; 11/4; 13/5; 13/5; 13/5; 27/10; 11/4; 14/5; 5/2; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-27 14:20:34 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 21/20; 1; 21/20; 11/10; 21/20; 1; 10/11; 39/40; 21/20; 21/20; 1; 23/20; 21/20; 19/20; 1; 1; 39/40; 11/10; 1; 1; 1; ; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 12/5; 51/20; 13/5; 12/5; 5/2; 5/2; 23/10; 5/2; 23/10; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 12/5; 12/5; 23/10; 23/10; 12/5; 
MK Dons; 14/5; 14/5; 27/10; 5/2; 29/10; 14/5; 13/5; 13/5; 45/17; 27/10; 13/5; 14/5; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 45/17; 5/2; 11/4; 14/5; 5/2; 13/5; 14/5; 13/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-27 18:21:09 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 21/20; 1; 21/20; 11/10; 21/20; 1; 10/11; 39/40; 21/20; 1; 23/20; 21/20; 19/20; 1; 1; 39/40; 21/20; 1; 20/21; 20/21; 1; 21/20; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 12/5; 127/0; 13/5; 12/5; 5/2; 5/2; 23/10; 5/2; 12/5; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 12/5; 12/5; 23/10; 12/5; 12/5; 5/2
MK Dons; 14/5; 14/5; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 45/17; 27/10; 11/4; 11/4; 23/10; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 45/17; 13/5; 11/4; 14/5; 5/2; 13/5; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-27 22:21:14 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 21/20; 21/20; 21/20; 11/10; 21/20; 1; 10/11; 39/40; 21/20; 1; 21/20; 21/20; 19/20; 1; 1; 39/40; 21/20; 1; 20/21; 20/21; 1; 21/20; ; ; ; ; 
Draw; 13/5; 12/5; 23/10; 12/5; 127/0; 13/5; 12/5; 5/2; 5/2; 23/10; 5/2; 12/5; 12/5; 47/20; 21/10; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2
MK Dons; 14/5; 13/5; 27/10; 5/2; 73/25; 14/5; 11/4; 13/5; 45/17; 27/10; 11/4; 11/4; 13/5; 27/10; 5/2; 13/5; 27/10; 13/5; 13/5; 45/17; 13/5; 11/4; 14/5; 27/10; 11/4; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-28 02:21:23 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 21/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 10/11; 39/40; 21/20; 1; 21/20; 21/20; 19/20; 1; 1; 39/40; 21/20; 1; 20/21; 20/21; 1; 21/20; ; ; ; 
Draw; 13/5; 12/5; 23/10; 12/5; 127/0; 13/5; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 47/20; 21/10; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 27/11; 12/5; 12/5; 9/4; 12/5; 5/2
MK Dons; 14/5; 11/4; 27/10; 5/2; 73/25; 14/5; 13/5; 13/5; 45/17; 11/4; 11/4; 11/4; 13/5; 27/10; 5/2; 13/5; 11/4; 13/5; 13/5; 45/17; 27/10; 11/4; 14/5; 5/2; 5/2; 14/5; 14/5
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-28 10:21:30 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1; 21/20; 10/11; 10/11; 19/20; 10/11; 20/21; 5/6; 39/40; 10/11; 10/11; 10/11; 19/20; 10/11; 5/6; 19/20; 10/11; 10/11; 28/29; 39/40; 37/40; 10/11; 5/6; 9/10; 10/11; 10/11; 10/11
Draw; 13/5; 12/5; 12/5; 12/5; 64/25; 13/5; 12/5; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 49/20; 9/4; 12/5; 27/11; 12/5; 27/11; 5/2; 13/5; 27/11; 12/5; 12/5; 5/2; 5/2; 5/2
MK Dons; 3; 14/5; 3; 16/5; 33/10; 16/5; 29/10; 3; 45/17; 3; 3; 14/5; 3; 11/4; 14/5; 3; 29/10; 27/10; 45/17; 31/10; 58/19; 3; 3; 3; ; ; 
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-28 14:22:03 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 10/11; 17/20; 10/11; 10/11; 89/00; 10/11; 10/11; 5/6; 16/19; 10/11; 17/20; 10/11; 10/11; 10/11; 5/6; 10/11; 13/15; 10/11; 9/10; 16/19; 9/10; 13/15; 5/6; 10/11; 20/21; 10/11; 20/21
Draw; 11/4; 5/2; 5/2; 12/5; 68/25; 13/5; 5/2; 12/5; 45/17; 12/5; 13/5; 23/10; 5/2; 12/5; 9/4; 5/2; 28/11; 12/5; 27/11; 45/17; 27/10; 28/11; 5/2; 12/5; 13/5; 13/5; 13/5
MK Dons; 10/3; 16/5; 3; 16/5; 17/5; 16/5; 3; 3; 16/5; 16/5; 16/5; 3; 31/10; 11/4; 3; 31/10; 29/10; 29/10; 3; 31/10; 41/13; 3; 3; 3; ; ; 
META; english/league-1/mk-dons-v-scunthorpe; 2018-04-28 18:21:39 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Scunthorpe; 1/28; 1/50; 1/22; 2/9; 13/50; 1/20; 1/28; 1/33; 1/41; 1/25; 1/25; 1/33; 1/20; 1/33; 1/41; 1/41; 1/33; 1/41; 1/33; 1/16; 1/20; 
Draw; 14; 16; 14; 24/5; 49/10; 14; 16; 13; 15; 14; 14; 12; 12; 10; 12; 25/2; 23/2; 12; 51/4; 14; 81/5; 73/5
MK Dons; 50; 66; 60; 11; 11; 60; 66; 55; 50; 50; 50; 40; 33; 25; 40; 63/2; 25; 66; 127/4; 40; 79; 48
