META; english/league-1/bradford-v-mk-dons; 2018-03-04 18:22:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 3; 13/5; 13/5; 13/5; 29/10; 11/4; 11/4; 11/4; 13/5; 11/4; 13/5; 3; 13/5; 11/4; 13/5; 45/17; 27/10; 27/10; 11/4; 29/10; 11/4; 27/10; 13/5; 14/5
Blackpool; 7/2; 4; 15/4; 4; 15/4; 4; 41/10; 4; 19/5; 4; 4; 15/4; 15/4; 19/5; 15/4; 39/11; 41/10; 19/5; 4; 50/13; 7/2; 21/5; ; 
META; english/league-1/bradford-v-mk-dons; 2018-03-06 14:22:13 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Blackburn; 7/10; 8/11; 7/10; 8/11; 8/11; 4/6; 4/6; 8/13; 4/6; 7/10; 7/10; 7/10; 8/15; 8/11; 7/10; 7/10; 11/17; 7/10; 9/13; 4/6; 4/6; 4/6; 8/13; 4/6
Draw; 3; 13/5; 13/5; 13/5; 147/0; 29/10; 11/4; 11/4; 11/4; 13/5; 11/4; 13/5; 3; 13/5; 11/4; 13/5; 45/17; 27/10; 27/10; 11/4; 11/4; 27/10; 13/5; 14/5
Blackpool; 7/2; 4; 15/4; 21/5; 4; 15/4; 4; 41/10; 4; 19/5; 4; 4; 15/4; 4; 19/5; 15/4; 39/11; 41/10; 4; 50/13; 7/2; 21/5; ; 
META; english/league-1/bradford-v-mk-dons; 2018-03-06 18:22:19 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Blackburn; 8/13; 4/6; 7/10; 8/11; 71/00; 4/6; 13/20; 8/13; 4/6; 7/10; 4/6; 7/10; 8/15; 7/10; 7/10; 4/6; 11/17; 7/10; 7/10; 4/6; 4/6; 4/6; 4/6; 8/13; 4/6
Draw; 3; 11/4; 13/5; 13/5; 74/25; 29/10; 11/4; 11/4; 11/4; 27/10; 3; 13/5; 3; 27/10; 11/4; 14/5; 27/10; 27/10; 27/10; 11/4; 3; 11/4; 11/4; 13/5; 14/5
Blackpool; 4; 17/4; 4; 15/4; 43/10; 4; 4; 41/10; 4; 4; 17/4; 15/4; 4; 75/19; 15/4; 7/2; 41/10; 4; 4; 7/2; 21/5; ; ; ; 
META; english/league-1/bradford-v-mk-dons; 2018-03-07 10:54:07 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 1; 1; 103/100; 19/20; 1; 5/6; 15/16; 1; 1; 10/11; 21/20; 1; 19/20; 13/15; 66/67; 15/16; 1; 19/20; 1; 10/11; 20/21; 1; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 127/50; 12/5; 9/4; 27/11; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 40/17; 5/2; 27/11; 27/11; 5/2; 12/5; 40/17; 11/5; 11/5; 12/5
MK Dons; 14/5; 11/4; 11/4; 11/4; 3; 11/4; 29/10; 14/5; 11/4; 14/5; 3; 27/10; 11/4; 14/5; 11/4; 3; 27/11; 29/10; 14/5; 57/20; 11/4; 11/4; 12/5; 14/5; 
META; english/league-1/bradford-v-mk-dons; 2018-03-07 14:21:36 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 19/20; 1; 103/00; 19/20; 1; 5/6; 15/16; 1; 1; 10/11; 21/20; 1; 1; 13/15; 66/67; 15/16; 21/20; 19/20; 1; 10/11; 20/21; 1; ; 
Draw; 5/2; 12/5; 23/10; 12/5; 127/0; 12/5; 9/4; 27/11; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 23/10; 5/2; 27/11; 27/11; 12/5; 12/5; 40/17; 11/5; 11/5; 12/5
MK Dons; 14/5; 13/5; 11/4; 11/4; 3; 11/4; 29/10; 14/5; 11/4; 14/5; 3; 27/10; 11/4; 14/5; 27/10; 3; 27/11; 29/10; 14/5; 57/20; 11/4; 11/4; 12/5; 14/5; 
META; english/league-1/bradford-v-mk-dons; 2018-03-07 18:21:55 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 19/20; 1; 51/50; 1; 20/21; 10/11; 15/16; 1; 1; 10/11; 21/20; 1; 1; 13/15; 66/67; 15/16; 1; 19/20; 1; 20/21; 20/21; 1; ; ; ; 
Draw; 5/2; 12/5; 12/5; 12/5; 131/0; 5/2; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 12/5; 12/5; 27/11; 5/2; 27/11; 27/11; 5/2; 12/5; 27/11; 23/10; 9/4; 5/2; 13/5; 
MK Dons; 14/5; 13/5; 27/10; 11/4; 73/25; 3; 11/4; 11/4; 29/10; 27/10; 11/4; 11/4; 3; 27/10; 11/4; 11/4; 27/10; 3; 27/11; 29/10; 11/4; 11/4; 11/4; 11/4; 23/10; 14/5; 14/5
META; english/league-1/bradford-v-mk-dons; 2018-03-07 22:21:28 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 19/20; 1; 51/50; 1; 10/11; 15/16; 1; 21/20; 10/11; 21/20; 1; 1; 13/15; 66/67; 15/16; 1; 19/20; 1; 20/21; 20/21; 1; ; ; ; ; 
Draw; 5/2; 12/5; 12/5; 12/5; 131/0; 5/2; 12/5; 27/11; 12/5; 5/2; 11/5; 12/5; 47/20; 12/5; 12/5; 27/11; 5/2; 27/11; 27/11; 5/2; 12/5; 27/11; 9/4; 9/4; 5/2; 13/5; 
MK Dons; 14/5; 13/5; 27/10; 11/4; 73/25; 3; 13/5; 11/4; 29/10; 27/10; 11/4; 14/5; 3; 27/10; 11/4; 11/4; 27/10; 3; 27/11; 29/10; 11/4; 11/4; 11/4; 11/4; 23/10; 14/5; 14/5
META; english/league-1/bradford-v-mk-dons; 2018-03-08 02:21:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 1; 1; 51/50; 1; 10/11; 15/16; 1; 21/20; 10/11; 21/20; 1; 1; 13/15; 66/67; 15/16; 1; 19/20; 1; 20/21; 20/21; 1; ; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 131/0; 5/2; 12/5; 27/11; 12/5; 5/2; 11/5; 12/5; 47/20; 12/5; 12/5; 27/11; 5/2; 27/11; 27/11; 5/2; 12/5; 27/11; 23/10; 9/4; 5/2; 13/5; 
MK Dons; 14/5; 13/5; 27/10; 11/4; 73/25; 3; 13/5; 11/4; 29/10; 27/10; 11/4; 14/5; 3; 27/10; 11/4; 11/4; 27/10; 3; 27/11; 29/10; 11/4; 11/4; 11/4; 11/4; 23/10; 14/5; 14/5
META; english/league-1/bradford-v-mk-dons; 2018-03-08 10:21:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 1; 1; 51/50; 1; 10/11; 1; 1; 20/21; 10/11; 21/20; 1; 19/20; 1; 13/15; 66/67; 1; 19/20; 1; 20/21; 1; ; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 131/0; 5/2; 12/5; 27/11; 12/5; 5/2; 5/2; 12/5; 47/20; 12/5; 5/2; 27/11; 5/2; 27/11; 27/11; 5/2; 12/5; 27/11; 23/10; 5/2; 13/5; 
MK Dons; 14/5; 13/5; 27/10; 11/4; 73/25; 3; 13/5; 11/4; 27/10; 27/10; 11/4; 11/4; 3; 27/10; 11/4; 11/4; 27/10; 3; 27/11; 27/10; 27/10; 11/4; 27/10; 11/4; 14/5; 14/5
META; english/league-1/bradford-v-mk-dons; 2018-03-08 14:21:34 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 1; 1; 51/50; 1; 10/11; 1; 21/20; 1; 21/20; 10/11; 21/20; 1; 1; 13/15; 66/67; 1; 19/20; 1; 20/21; 20/21; 1; ; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 131/0; 13/5; 12/5; 27/11; 12/5; 5/2; 11/5; 12/5; 47/20; 12/5; 12/5; 27/11; 5/2; 27/11; 27/11; 5/2; 12/5; 27/11; 23/10; 9/4; 5/2; 11/5; 
MK Dons; 14/5; 13/5; 27/10; 11/4; 73/25; 31/10; 13/5; 11/4; 27/10; 27/10; 11/4; 14/5; 3; 27/10; 11/4; 11/4; 27/10; 3; 27/11; 27/10; 11/4; 11/4; 27/10; 14/5; 23/10; 14/5; 14/5
META; english/league-1/bradford-v-mk-dons; 2018-03-08 18:21:34 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 1; 1; 51/50; 1; 10/11; 1; 1; 10/11; 21/20; 1; 1; 13/15; 42/41; 1; 19/20; 20/21; 1; 1; ; ; ; ; ; ; 
Draw; 5/2; 5/2; 12/5; 12/5; 131/0; 13/5; 12/5; 27/11; 12/5; 5/2; 12/5; 12/5; 47/20; 12/5; 12/5; 27/11; 5/2; 27/11; 27/11; 5/2; 12/5; 23/10; 12/5; 5/2; 13/5; 
MK Dons; 14/5; 13/5; 27/10; 11/4; 73/25; 31/10; 13/5; 11/4; 27/10; 27/10; 11/4; 11/4; 3; 27/10; 11/4; 11/4; 27/10; 3; 5/2; 27/10; 11/4; 11/4; 14/5; 14/5; 14/5; 14/5
META; english/league-1/bradford-v-mk-dons; 2018-03-08 22:21:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 1; 21/20; 1; 27/25; 21/20; 1; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 11/10; 1; 19/20; 17/16; 1; 21/20; 21/20; 1; 21/20; 21/20; ; ; 
Draw; 5/2; 5/2; 23/10; 12/5; 13/5; 13/5; 12/5; 27/11; 12/5; 12/5; 12/5; 47/20; 12/5; 5/2; 27/11; 12/5; 27/11; 27/11; 5/2; 49/20; 23/10; 23/10; 5/2; 5/2; ; 
MK Dons; 14/5; 13/5; 13/5; 11/4; 11/4; 29/10; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; 11/4; 27/10; 12/5; 13/5; 27/10; 14/5; 12/5; 27/10; 13/5; 13/5; 27/10; 27/10; 13/5; 27/10
META; english/league-1/bradford-v-mk-dons; 2018-03-09 02:21:24 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 19/20; 1; 21/20; 1; 27/25; 21/20; 1; 1; 21/20; 21/20; 21/20; 19/20; 21/20; 11/10; 1; 19/20; 17/16; 1; 21/20; 21/20; 1; 20/21; 21/20; 21/20; ; 
Draw; 5/2; 5/2; 23/10; 12/5; 13/5; 13/5; 12/5; 27/11; 12/5; 12/5; 12/5; 47/20; 12/5; 5/2; 27/11; 12/5; 27/11; 27/11; 5/2; 49/20; 23/10; 23/10; 5/2; 5/2; ; 
MK Dons; 14/5; 13/5; 13/5; 11/4; 11/4; 29/10; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; 11/4; 27/10; 12/5; 13/5; 27/10; 14/5; 12/5; 27/10; 13/5; 13/5; 14/5; 27/10; 13/5; 27/10
META; english/league-1/bradford-v-mk-dons; 2018-03-09 10:21:19 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 21/20; 21/20; 11/10; 21/20; 57/50; 11/10; 21/20; 1; 11/10; 21/20; 21/20; 19/20; 11/10; 11/10; 21/20; 1; 21/20; 17/16; 1; 11/10; 11/10; 21/20; 1; 10/9; 10/9; 
Draw; 5/2; 5/2; 23/10; 12/5; 127/0; 5/2; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 47/20; 12/5; 12/5; 27/11; 12/5; 27/11; 27/11; 5/2; 49/20; 23/10; 12/5; 5/2; 5/2; 
MK Dons; 3; 5/2; 5/2; 13/5; 131/0; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 11/4; 13/5; 12/5; 13/5; 27/10; 5/2; 12/5; 27/10; 5/2; 5/2; 5/2; 13/5; 5/2; 5/2
META; english/league-1/bradford-v-mk-dons; 2018-03-09 14:21:38 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 21/20; 21/20; 11/10; 11/10; 57/50; 11/10; 21/20; 1; 11/10; 21/20; 11/10; 19/20; 11/10; 11/10; 11/10; 1; 21/20; 10/9; 1; 11/10; 11/10; 1; 21/20; 11/10; 10/9; 10/9; 
Draw; 5/2; 5/2; 23/10; 23/10; 127/0; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 27/11; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 23/10; 23/10; 5/2; 5/2
MK Dons; 3; 5/2; 12/5; 5/2; 131/0; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 11/4; 13/5; 12/5; 5/2; 27/10; 5/2; 23/10; 27/10; 13/5; 5/2; 27/10; 13/5; 13/5; 5/2; 5/2
META; english/league-1/bradford-v-mk-dons; 2018-03-09 18:21:49 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 21/20; 1; 11/10; 21/20; 21/20; 19/20; 11/10; 11/10; 11/10; 1; 21/20; 15/14; 1; 11/10; 21/20; 1; 21/20; 11/10; 21/20; 11/10; 
Draw; 5/2; 5/2; 23/10; 23/10; 129/0; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 47/20; 12/5; 12/5; 27/11; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 23/10; 12/5; 5/2; 5/2
MK Dons; 14/5; 5/2; 5/2; 5/2; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 11/4; 13/5; 12/5; 5/2; 27/10; 5/2; 40/17; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 13/5
META; english/league-1/bradford-v-mk-dons; 2018-03-09 22:21:39 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 11/10; 21/20; 21/20; 19/20; 11/10; 21/20; 11/10; 1; 21/20; 15/14; 1; 11/10; 21/20; 1; 1; 21/20; 11/10; ; 
Draw; 5/2; 5/2; 23/10; 23/10; 129/0; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 47/20; 12/5; 12/5; 27/11; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 12/5; 12/5; 5/2; 5/2
MK Dons; 14/5; 5/2; 5/2; 5/2; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 11/4; 13/5; 5/2; 5/2; 27/10; 5/2; 40/17; 27/10; 13/5; 13/5; 27/10; 27/10; 13/5; 13/5; 13/5
META; english/league-1/bradford-v-mk-dons; 2018-03-10 02:21:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 11/10; 21/20; 21/20; 19/20; 11/10; 21/20; 11/10; 1; 21/20; 15/14; 1; 11/10; 21/20; 1; 21/20; 11/10; ; ; 
Draw; 5/2; 5/2; 23/10; 23/10; 129/50; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 47/20; 12/5; 12/5; 27/11; 12/5; 27/11; 27/11; 5/2; 49/20; 27/11; 12/5; 12/5; 5/2; 5/2
MK Dons; 14/5; 5/2; 5/2; 5/2; 27/10; 11/4; 5/2; 13/5; 27/10; 5/2; 13/5; 5/2; 11/4; 13/5; 5/2; 5/2; 27/10; 5/2; 40/17; 27/10; 13/5; 13/5; 27/10; 13/5; 27/10; 13/5; 13/5
META; english/league-1/bradford-v-mk-dons; 2018-03-10 10:21:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 21/20; 1; 21/20; 11/10; 11/10; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 24/23; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 
Draw; 5/2; 5/2; 23/10; 23/10; 127/50; 5/2; 12/5; 12/5; 40/17; 12/5; 12/5; 5/2; 12/5; 47/20; 12/5; 12/5; 27/11; 12/5; 27/11; 40/17; 5/2; 49/20; 27/11; 23/10; 12/5; 12/5; 5/2
MK Dons; 3; 13/5; 13/5; 5/2; 11/4; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 5/2; 13/5; 5/2; 13/5; 27/10; 5/2; 27/11; 45/17; 11/4; 13/5; 27/10; 27/10; 27/10; 27/10; 13/5
META; english/league-1/bradford-v-mk-dons; 2018-03-10 14:21:47 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 21/20; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 13/12; 21/20; 11/10; 1; 21/20; 1; 21/20; 
Draw; 5/2; 5/2; 23/10; 23/10; 51/20; 5/2; 12/5; 12/5; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 23/10; 27/11; 12/5; 27/11; 40/17; 5/2; 12/5; 27/11; 12/5; 12/5; 5/2
MK Dons; 3; 5/2; 13/5; 5/2; 29/10; 14/5; 11/4; 13/5; 45/17; 13/5; 13/5; 11/4; 5/2; 27/10; 5/2; 27/10; 5/2; 23/10; 45/17; 13/5; 27/10; 27/10; 11/4; 14/5; 14/5; 11/4
META; english/league-1/bradford-v-mk-dons; 2018-03-10 18:21:50 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Bradford; 11/10; 1
Draw; 12/5; 
MK Dons; 12/5; 
META; english/league-1/bradford-v-mk-dons; 2018-04-21 22:20:20 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Bradford; 10/11; 10/11; 5/6; 10/11; 10/11; 9/10; 8/15; 9/10
Draw; 11/4; 13/5; 13/5; 11/4; 13/5; 11/4; 19/10; 13/5
MK Dons; 13/5; 11/4; 11/4; 11/4; 13/5; 29/10; 7/5; 27/10
META; english/league-1/bradford-v-mk-dons; 2018-04-22 02:20:30 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Bradford; 10/11; 10/11; 5/6; 10/11; 10/11; 10/11; 9/10; 8/15; 9/10
Draw; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 11/5; 13/5
MK Dons; 13/5; 11/4; 11/4; 11/4; 14/5; 13/5; 29/10; 6/4; 27/10
META; english/league-1/bradford-v-mk-dons; 2018-04-22 10:20:30 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Bradford; 19/20; 10/11; 1; 26/25; 10/11; 5/6; 16/19; 1; 19/20; 10/11; 1; 19/20; 19/20; 19/20; 16/19; 20/21; 19/20; 5/6; 1
Draw; 13/5; 13/5; 12/5; 137/0; 11/4; 13/5; 14/5; 5/2; 13/5; 5/2; 49/20; 13/5; 5/2; 13/5; 14/5; 11/4; 45/17; 5/2; 13/5
MK Dons; 13/5; 11/4; 27/10; 137/0; 3; 11/4; 29/10; 11/4; 11/4; 3; 11/4; 11/4; 13/5; 13/5; 29/10; 27/10; 45/17; 11/4; 13/5
META; english/league-1/bradford-v-mk-dons; 2018-04-22 14:20:43 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Bradford; 19/20; 10/11; 19/20; 10/11; 26/25; 19/20; 5/6; 16/19; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 16/19; 19/20; 1; 9/10; 1
Draw; 13/5; 13/5; 12/5; 12/5; 137/0; 27/10; 5/2; 14/5; 5/2; 13/5; 5/2; 49/20; 13/5; 5/2; 28/11; 13/5; 14/5; 13/5; 13/5; 12/5; 13/5
MK Dons; 13/5; 11/4; 14/5; 13/5; 137/0; 3; 11/4; 29/10; 14/5; 11/4; 14/5; 14/5; 11/4; 13/5; 45/17; 13/5; 29/10; 29/10; 45/17; 11/4; 13/5
META; english/league-1/bradford-v-mk-dons; 2018-04-22 18:20:14 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Bradford; 19/20; 10/11; 19/20; 10/11; 97/00; 19/20; 5/6; 15/16; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 1; 15/16; 19/20; 19/20; 10/11; 9/10; 5/6; 20/21; 20/21
Draw; 13/5; 13/5; 12/5; 12/5; 67/25; 27/10; 5/2; 28/11; 5/2; 13/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 12/5; 28/11; 28/11; 5/2; 12/5; 2; 13/5; 13/5; 
MK Dons; 13/5; 11/4; 14/5; 13/5; 61/20; 3; 11/4; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 11/4; 14/5; 13/5; 9/4; 11/4; 29/10; 14/5; 14/5; 11/4; 23/10; 3; 
META; english/league-1/bradford-v-mk-dons; 2018-04-22 22:19:43 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Bradford; 19/20; 10/11; 19/20; 1; 97/00; 19/20; 5/6; 15/16; 19/20; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 39/40; 15/16; 19/20; 19/20; 10/11; 9/10; 5/6; 20/21; 20/21
Draw; 13/5; 13/5; 12/5; 12/5; 67/25; 27/10; 5/2; 28/11; 5/2; 13/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 12/5; 28/11; 28/11; 5/2; 12/5; 2; 13/5; 13/5; 
MK Dons; 13/5; 11/4; 14/5; 11/4; 61/20; 3; 11/4; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 11/4; 14/5; 13/5; 23/10; 11/4; 29/10; 14/5; 14/5; 11/4; 23/10; 3; 
META; english/league-1/bradford-v-mk-dons; 2018-04-23 02:20:05 GMT+3; 2018-04-24 19:45; Nothing; Xlenovo
Bradford; 19/20; 10/11; 19/20; 1; 97/00; 19/20; 5/6; 15/16; 19/20; 19/20; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 39/40; 15/16; 20/21; 19/20; 10/11; 10/11; 5/6; 20/21; 20/21
