META; english/league-1/blackpool-v-shrewsbury; 2018-04-22 14:21:05 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Shrewsbury; 15/8; 15/8; 101/0; 2; 15/8; 15/8; 37/19; 19/10; 19/10; 7/4; 15/8; 24/13; 37/19; 19/10; 24/13; 9/5; 19/10
Draw; 12/5; 11/5; 127/0; 23/10; 23/10; 21/10; 40/17; 12/5; 11/5; 11/5; 23/10; 23/10; 40/17; 12/5; 23/10; 21/10; 12/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-23 14:20:43 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 11/8; 6/4; 143/00; 29/20; 11/8; 13/10; 4/3; 7/5; 29/20; 5/4; 7/5; 13/10; 4/3; 7/5; 13/10; 27/20; 11/8
Shrewsbury; 15/8; 15/8; 101/0; 2; 15/8; 15/8; 37/19; 19/10; 19/10; 7/4; 15/8; 24/13; 37/19; 19/10; 24/13; 9/5; 19/10
Draw; 12/5; 11/5; 127/0; 23/10; 23/10; 21/10; 40/17; 12/5; 11/5; 11/5; 23/10; 23/10; 40/17; 12/5; 23/10; 21/10; 12/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-23 18:20:45 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 11/8; 6/4; 143/00; 29/20; 11/8; 13/10; 4/3; 7/5; 29/20; 5/4; 7/5; 13/10; 4/3; 7/5; 23/17; 27/20; 11/8
Shrewsbury; 15/8; 15/8; 101/0; 2; 15/8; 15/8; 37/19; 19/10; 19/10; 7/4; 15/8; 24/13; 37/19; 19/10; 24/13; 9/5; 19/10
Draw; 12/5; 11/5; 127/0; 23/10; 23/10; 21/10; 40/17; 12/5; 11/5; 11/5; 23/10; 23/10; 40/17; 12/5; 23/10; 21/10; 12/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-23 22:20:42 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 6/4; 29/20; 151/00; 29/20; 7/5; 11/8; 4/3; 29/20; 11/8; 6/4; 29/20; 5/4; 7/5; 13/10; 23/17; 4/3; 11/8; 13/10; 1/3; 7/5
Shrewsbury; 2; 15/8; 21/10; 101/0; 2; 19/10; 2; 37/19; 2; 2; 21/10; 9/5; 19/10; 19/10; 2; 37/19; 21/10; 19/10; 9/5; 19/10; 
Draw; 12/5; 11/5; 2; 119/0; 9/4; 11/5; 21/10; 40/17; 2; 23/10; 2; 41/20; 21/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 9/5; 23/10
META; english/league-1/blackpool-v-shrewsbury; 2018-04-24 02:20:23 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 6/4; 29/20; 151/00; 29/20; 7/5; 11/8; 4/3; 29/20; 11/8; 6/4; 29/20; 5/4; 7/5; 23/17; 23/17; 4/3; 11/8; 23/17; 1/3; 7/5
Shrewsbury; 2; 15/8; 21/10; 101/0; 2; 19/10; 2; 37/19; 2; 2; 21/10; 9/5; 19/10; 19/10; 2; 37/19; 21/10; 37/19; 9/5; 19/10; 
Draw; 12/5; 11/5; 2; 119/0; 9/4; 11/5; 21/10; 40/17; 2; 23/10; 2; 41/20; 21/10; 11/5; 28/13; 11/5; 40/17; 9/4; 28/13; 9/5; 23/10
META; english/league-1/blackpool-v-shrewsbury; 2018-04-24 10:20:19 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 6/4; 29/20; 151/00; 29/20; 7/5; 11/8; 4/3; 29/20; 11/8; 6/4; 29/20; 5/4; 7/5; 23/17; 23/17; 25/19; 4/3; 7/5; 23/17; 1; 7/5
Shrewsbury; 2; 15/8; 21/10; 101/0; 2; 19/10; 2; 37/19; 2; 2; 21/10; 9/5; 19/10; 19/10; 2; 20/11; 37/19; 21/10; 37/19; 9/5; 19/10; 
Draw; 12/5; 11/5; 2; 119/0; 9/4; 11/5; 21/10; 40/17; 2; 23/10; 2; 41/20; 21/10; 11/5; 28/13; 11/5; 28/13; 40/17; 9/4; 28/13; 9/5; 23/10
META; english/league-1/blackpool-v-shrewsbury; 2018-04-24 14:20:38 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 6/4; 29/20; 151/00; 29/20; 7/5; 11/8; 4/3; 29/20; 11/8; 6/4; 7/5; 29/20; 5/4; 7/5; 23/17; 23/17; 25/19; 4/3; 7/5; 23/17; 6/5; 7/5
Shrewsbury; 2; 15/8; 21/10; 101/0; 2; 19/10; 2; 37/19; 2; 2; 21/10; 9/5; 19/10; 19/10; 2; 20/11; 37/19; 21/10; 19/10; 9/5; 19/10; ; 
Draw; 12/5; 11/5; 2; 119/0; 9/4; 11/5; 21/10; 40/17; 2; 23/10; 2; 11/5; 41/20; 21/10; 11/5; 28/13; 11/5; 28/13; 40/17; 9/4; 11/5; 9/5; 23/10
META; english/league-1/blackpool-v-shrewsbury; 2018-04-24 18:20:28 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 7/5; 6/4; 29/20; 161/00; 29/20; 7/5; 11/8; 4/3; 6/4; 29/20; 6/4; 6/4; 6/4; 5/4; 6/4; 7/5; 23/17; 25/19; 4/3; 29/20; 7/5; 11/8; 6/4
Shrewsbury; 15/8; 15/8; 2; 199/00; 2; 15/8; 2; 37/19; 2; 19/10; 2; 15/8; 41/20; 9/5; 19/10; 19/10; 2; 20/11; 37/19; 2; 19/10; 9/5; 19/10
Draw; 12/5; 11/5; 2; 9/4; 9/4; 11/5; 21/10; 40/17; 21/10; 23/10; 2; 11/5; 41/20; 21/10; 11/5; 11/5; 11/5; 28/13; 40/17; 9/4; 11/5; 2; 23/10
META; english/league-1/blackpool-v-shrewsbury; 2018-04-24 22:20:32 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 6/4; 7/5; 29/20; 29/20; 29/20; 7/5; 11/8; 4/3; 7/5; 11/8; 11/8; 7/5; 7/5; 5/4; 7/5; 23/17; 23/17; 13/10; 4/3; 11/8; 23/17; 11/8; 7/5
Shrewsbury; 2; 15/8; 21/10; 21/10; 21/10; 2; 19/10; 2; 37/19; 21/10; 2; 21/10; 2; 43/20; 9/5; 2; 37/19; 2; 24/13; 37/19; 21/10; 2; 15/8; 2
Draw; 12/5; 11/5; 2; 119/0; 9/4; 11/5; 21/10; 40/17; 21/10; 23/10; 21/10; 11/5; 41/20; 21/10; 11/5; 11/5; 11/5; 28/13; 40/17; 9/4; 9/4; 21/10; 23/10; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-25 02:20:09 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 11/8; 7/5; 29/20; 29/20; 7/5; 11/8; 13/10; 4/3; 7/5; 7/5; 11/8; 7/5; 7/5; 5/4; 7/5; 23/17; 23/17; 13/10; 4/3; 11/8; 23/17; 11/8; 7/5; 7/5
Shrewsbury; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 37/19; 21/10; 2; 21/10; 2; 43/20; 9/5; 2; 37/19; 2; 24/13; 37/19; 21/10; 2; 19/10; 15/8; 2; 
Draw; 12/5; 21/10; 2; 119/0; 11/5; 11/5; 21/10; 40/17; 21/10; 9/4; 21/10; 11/5; 41/20; 21/10; 21/10; 11/5; 11/5; 28/13; 40/17; 9/4; 9/4; 2; 23/10; ; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-25 10:19:59 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 11/8; 7/5; 29/20; 151/00; 7/5; 7/5; 13/10; 4/3; 7/5; 7/5; 11/8; 7/5; 7/5; 5/4; 7/5; 23/17; 23/17; 13/10; 4/3; 11/8; 23/17; 11/8; 7/5
Shrewsbury; 2; 21/10; 21/10; 21/10; 85/40; 21/10; 2; 37/19; 21/10; 2; 21/10; 2; 43/20; 9/5; 2; 37/19; 2; 24/13; 37/19; 21/10; 2; 19/10; 2; 
Draw; 12/5; 21/10; 2; 113/0; 11/5; 21/10; 21/10; 40/17; 21/10; 9/4; 21/10; 11/5; 41/20; 21/10; 21/10; 11/5; 11/5; 28/13; 40/17; 9/4; 9/4; 19/10; 23/10; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-25 14:20:11 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 11/8; 7/5; 29/20; 27/20; 7/5; 11/8; 13/10; 4/3; 7/5; 11/8; 11/8; 7/5; 7/5; 5/4; 11/8; 13/10; 23/17; 13/10; 4/3; 11/8; 13/10; 11/8; 7/5; 27/20
Shrewsbury; 2; 21/10; 21/10; 21/10; 57/25; 21/10; 21/10; 2; 37/19; 21/10; 21/10; 21/10; 15/8; 43/20; 9/5; 21/10; 21/10; 2; 24/13; 37/19; 21/10; 21/10; 19/10; 15/8; 23/10
Draw; 12/5; 21/10; 2; 111/0; 11/5; 21/10; 21/10; 40/17; 21/10; 9/4; 21/10; 11/5; 41/20; 21/10; 21/10; 28/13; 11/5; 28/13; 40/17; 9/4; 28/13; 19/10; 2; 11/5; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-25 18:20:16 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 11/8; 11/8; 29/20; 27/20; 7/5; 11/8; 13/10; 4/3; 7/5; 11/8; 11/8; 7/5; 11/8; 5/4; 11/8; 23/17; 23/17; 13/10; 4/3; 11/8; 23/17; 11/8; 6/5; 27/20; 27/20
Shrewsbury; 2; 21/10; 11/5; 21/10; 57/25; 21/10; 21/10; 2; 37/19; 11/5; 21/10; 21/10; 15/8; 11/5; 9/5; 21/10; 21/10; 2; 24/13; 37/19; 85/40; 28/13; 19/10; 17/10; 23/10; 23/10
Draw; 12/5; 21/10; 2; 111/0; 11/5; 21/10; 21/10; 40/17; 21/10; 11/5; 21/10; 11/5; 41/20; 21/10; 21/10; 11/5; 11/5; 28/13; 40/17; 9/4; 11/5; 19/10; 9/5; 11/5; 11/5; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-25 22:19:56 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 13/10; 11/8; 13/10; 27/20; 7/5; 11/8; 13/10; 4/3; 7/5; 11/8; 11/8; 7/5; 11/8; 5/4; 11/8; 13/10; 23/17; 13/10; 4/3; 11/8; 23/17; 11/8; 6/5; 27/20; 27/20
Shrewsbury; 2; 9/4; 21/10; 21/10; 57/25; 21/10; 21/10; 2; 37/19; 11/5; 21/10; 21/10; 15/8; 43/20; 9/5; 21/10; 21/10; 2; 24/13; 37/19; 21/10; 28/13; 19/10; 13/8; 23/10; 23/10
Draw; 12/5; 21/10; 2; 111/0; 11/5; 21/10; 21/10; 40/17; 21/10; 9/4; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 28/13; 40/17; 9/4; 11/5; 2; 15/8; 11/5; 11/5; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-26 02:19:53 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 13/10; 11/8; 13/10; 27/20; 7/5; 11/8; 13/10; 4/3; 7/5; 11/8; 11/8; 7/5; 11/8; 5/4; 11/8; 13/10; 23/17; 13/10; 4/3; 11/8; 23/17; 13/10; 11/8; 6/5; 27/20; 27/20
Shrewsbury; 2; 9/4; 21/10; 21/10; 57/25; 21/10; 21/10; 2; 37/19; 11/5; 21/10; 21/10; 15/8; 43/20; 9/5; 21/10; 21/10; 2; 24/13; 37/19; 21/10; 28/13; 11/5; 19/10; 13/8; 23/10; 23/10
Draw; 12/5; 21/10; 2; 111/0; 11/5; 21/10; 21/10; 40/17; 21/10; 9/4; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 28/13; 40/17; 9/4; 11/5; 21/10; 2; 15/8; 11/5; 11/5; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-26 10:19:58 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 13/10; 11/8; 13/10; 27/20; 7/5; 11/8; 13/10; 4/3; 11/8; 11/8; 13/10; 7/5; 11/8; 5/4; 11/8; 13/10; 23/17; 13/10; 4/3; 11/8; 13/10; 13/10; 5/4; 27/20; 27/20
Shrewsbury; 2; 9/4; 21/10; 21/10; 57/25; 21/10; 21/10; 2; 37/19; 21/10; 21/10; 9/4; 15/8; 43/20; 9/5; 21/10; 28/13; 2; 24/13; 37/19; 85/40; 28/13; 9/4; 2; 23/10; 23/10
Draw; 12/5; 21/10; 2; 111/0; 11/5; 21/10; 21/10; 40/17; 2; 9/4; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 28/13; 40/17; 9/4; 11/5; 21/10; 2; 11/5; 11/5; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-26 14:20:22 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 13/10; 13/10; 6/5; 13/10; 61/50; 13/10; 11/8; 6/5; 4/3; 6/5; 5/4; 6/5; 5/4; 5/4; 23/20; 5/4; 6/5; 5/4; 13/10; 4/3; 11/8; 6/5; 11/10; 6/5; 5/4; 6/5; 5/4
Draw; 12/5; 21/10; 21/10; 2; 56/25; 23/10; 21/10; 21/10; 40/17; 2; 9/4; 11/5; 11/5; 21/10; 2; 11/5; 9/4; 11/5; 28/13; 40/17; 9/4; 9/4; 11/5; 21/10; 11/5; 9/4; 9/4
Shrewsbury; 2; 9/4; 12/5; 21/10; 127/0; 12/5; 21/10; 23/10; 37/19; 12/5; 9/4; 5/2; 2; 49/20; 21/10; 23/10; 40/17; 11/5; 24/13; 37/19; 21/10; 40/17; 5/2; 11/5; 23/10; 13/5; 13/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-26 18:20:09 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 6/5; 13/10; 6/5; 23/20; 61/50; 6/5; 11/8; 11/10; 8/7; 6/5; 6/5; 6/5; 5/4; 6/5; 11/10; 6/5; 15/13; 5/4; 22/19; 8/7; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5
Draw; 12/5; 21/10; 21/10; 21/10; 23/10; 21/10; 11/5; 40/17; 2; 23/10; 11/5; 11/5; 21/10; 2; 11/5; 9/4; 11/5; 28/13; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4; 23/10; ; 
Shrewsbury; 11/5; 9/4; 5/2; 23/10; 5/2; 5/2; 21/10; 12/5; 40/17; 5/2; 12/5; 5/2; 2; 5/2; 11/5; 12/5; 12/5; 11/5; 27/11; 40/17; 5/2; 12/5; 5/2; 12/5; 12/5; 5/2; 13/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-26 22:20:05 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 21/20; 6/5; 11/10; 23/20; 27/25; 11/10; 6/5; 1; 8/7; 11/10; 21/20; 21/20; 5/4; 11/10; 19/20; 11/10; 21/20; 11/10; 13/12; 8/7; 21/20; 21/20; 21/20; 1; 10/11; 21/20; 21/20
Draw; 5/2; 21/10; 21/10; 21/10; 59/25; 12/5; 11/5; 23/10; 40/17; 21/10; 12/5; 11/5; 11/5; 43/20; 21/10; 9/4; 23/10; 23/10; 11/5; 12/5; 23/10; 9/4; 21/10; 11/5; 23/10; 9/4; 
Shrewsbury; 13/5; 5/2; 11/4; 23/10; 14/5; 14/5; 23/10; 11/4; 40/17; 14/5; 13/5; 14/5; 2; 27/10; 5/2; 13/5; 45/17; 12/5; 13/5; 40/17; 11/4; 27/10; 11/4; 5/2; 5/2; 14/5; 12/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-27 02:19:56 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 23/20; 21/20; 11/10; 23/20; 27/25; 11/10; 6/5; 1; 8/7; 11/10; 21/20; 21/20; 5/4; 11/10; 19/20; 21/20; 21/20; 11/10; 13/12; 8/7; 21/20; 21/20; 21/20; 1; 21/20; 23/20
Draw; 12/5; 11/5; 21/10; 21/10; 59/25; 12/5; 11/5; 23/10; 40/17; 21/10; 23/10; 11/5; 11/5; 43/20; 21/10; 9/4; 23/10; 23/10; 11/5; 12/5; 23/10; 9/4; 11/5; 23/10; 23/10; 
Shrewsbury; 11/4; 11/4; 11/4; 23/10; 14/5; 14/5; 23/10; 11/4; 40/17; 14/5; 11/4; 14/5; 2; 27/10; 5/2; 13/5; 45/17; 12/5; 13/5; 40/17; 11/4; 27/10; 11/4; 13/5; 14/5; 13/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-27 10:19:58 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 23/20; 21/20; 11/10; 5/4; 27/25; 11/10; 21/20; 1; 24/23; 11/10; 21/20; 21/20; 5/4; 11/10; 19/20; 11/10; 21/20; 11/10; 13/12; 24/23; 21/20; 21/20; 21/20; 1; 10/11; 21/20; 23/20
Draw; 12/5; 11/5; 21/10; 21/10; 59/25; 12/5; 9/4; 23/10; 40/17; 21/10; 23/10; 11/5; 11/5; 43/20; 21/10; 11/5; 23/10; 23/10; 11/5; 40/17; 12/5; 23/10; 9/4; 21/10; 2; 23/10; 9/4
Shrewsbury; 11/4; 11/4; 11/4; 12/5; 14/5; 14/5; 13/5; 11/4; 45/17; 14/5; 11/4; 14/5; 2; 27/10; 5/2; 13/5; 45/17; 12/5; 13/5; 45/17; 27/10; 27/10; 11/4; 5/2; 21/10; 14/5; 13/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-27 14:20:14 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 23/20; 21/20; 23/20; 11/10; 11/10; 11/10; 11/10; 1; 24/23; 23/20; 11/10; 11/10; 5/4; 23/20; 19/20; 11/10; 21/20; 11/10; 10/9; 24/23; 23/20; 11/10; 21/20; 10/9; 21/20; 21/20; 23/20
Draw; 12/5; 11/5; 21/10; 11/5; 47/20; 12/5; 9/4; 23/10; 40/17; 21/10; 23/10; 21/10; 11/5; 21/10; 21/10; 11/5; 9/4; 23/10; 11/5; 40/17; 12/5; 23/10; 9/4; 21/10; 9/4; 23/10; 9/4
Shrewsbury; 11/4; 11/4; 13/5; 11/4; 11/4; 14/5; 13/5; 11/4; 45/17; 27/10; 13/5; 11/4; 2; 13/5; 5/2; 13/5; 45/17; 12/5; 5/2; 45/17; 13/5; 45/17; 11/4; 5/2; 13/5; 14/5; 13/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-27 18:20:51 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 23/20; 21/20; 21/20; 11/10; 103/00; 11/10; 1; 24/23; 21/20; 21/20; 1; 21/20; 21/20; 19/20; 21/20; 1; 11/10; 8/7; 24/23; 11/10; 1; 19/20; 1; 21/20; ; ; 
Draw; 12/5; 11/5; 11/5; 121/0; 12/5; 9/4; 23/10; 40/17; 11/5; 23/10; 11/5; 23/10; 43/20; 21/10; 9/4; 23/10; 23/10; 11/5; 40/17; 12/5; 40/17; 9/4; 9/4; 12/5; 23/10; ; 
Shrewsbury; 11/4; 11/4; 29/10; 11/4; 29/10; 14/5; 11/4; 11/4; 45/17; 29/10; 11/4; 3; 13/5; 29/10; 5/2; 14/5; 14/5; 12/5; 27/11; 45/17; 27/10; 37/13; 14/5; 14/5; 13/5; 3; 14/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-27 22:20:55 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 23/20; 21/20; 21/20; 11/10; 26/25; 11/10; 21/20; 1; 24/23; 21/20; 21/20; 21/20; 21/20; 21/20; 19/20; 21/20; 1; 11/10; 15/14; 24/23; 21/20; 1; 19/20; 21/20; 21/20; 1; 21/20
Draw; 12/5; 11/5; 11/5; 119/0; 12/5; 23/10; 23/10; 40/17; 11/5; 23/10; 11/5; 23/10; 43/20; 21/10; 9/4; 23/10; 23/10; 9/4; 40/17; 12/5; 23/10; 9/4; 11/5; 23/10; 12/5; 23/10; 
Shrewsbury; 11/4; 14/5; 29/10; 11/4; 73/25; 14/5; 11/4; 11/4; 45/17; 29/10; 11/4; 14/5; 11/4; 29/10; 5/2; 11/4; 14/5; 12/5; 13/5; 45/17; 14/5; 14/5; 14/5; 11/4; 14/5; 3; 14/5
META; english/league-1/blackpool-v-shrewsbury; 2018-04-28 02:21:06 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 21/20; 11/10; 26/25; 11/10; 21/20; 1; 24/23; 21/20; 21/20; 21/20; 21/20; 21/20; 19/20; 21/20; 1; 11/10; 15/14; 24/23; 21/20; 1; 19/20; 21/20; 20/21; 1; 11/10
Draw; 12/5; 11/5; 11/5; 119/0; 12/5; 23/10; 23/10; 40/17; 11/5; 23/10; 11/5; 23/10; 43/20; 21/10; 9/4; 23/10; 23/10; 9/4; 40/17; 12/5; 40/17; 9/4; 21/10; 12/5; 23/10; ; 
Shrewsbury; 29/10; 14/5; 29/10; 11/4; 73/25; 14/5; 11/4; 11/4; 45/17; 29/10; 11/4; 14/5; 11/4; 29/10; 5/2; 14/5; 14/5; 12/5; 13/5; 45/17; 14/5; 37/13; 14/5; 27/10; 27/10; 3; 11/4
META; english/league-1/blackpool-v-shrewsbury; 2018-04-28 10:21:12 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 21/20; 1; 11/10; 101/00; 21/20; 1; 24/23; 1; 1; 21/20; 10/11; 1; 1; 15/14; 24/23; 21/20; 1; 19/20; 1; 1; 21/20; ; ; ; ; 
Draw; 12/5; 9/4; 11/5; 11/5; 23/10; 23/10; 9/4; 9/4; 40/17; 11/5; 9/4; 23/10; 23/10; 43/20; 2; 9/4; 9/4; 23/10; 9/4; 40/17; 12/5; 9/4; 11/5; 9/4; 23/10; 23/10
Shrewsbury; 31/10; 29/10; 3; 11/4; 63/20; 3; 29/10; 11/4; 45/17; 3; 14/5; 11/4; 29/10; 11/4; 14/5; 56/19; 11/4; 13/5; 45/17; 29/10; 56/19; 3; 14/5; 14/5; 3; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-28 14:21:44 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Blackpool; 21/20; 1; 21/20; 1; 53/50; 21/20; 21/20; 1; 24/23; 21/20; 21/20; 21/20; 21/20; 11/10; 10/11; 1; 1; 30/29; 24/23; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 
Draw; 12/5; 9/4; 11/5; 11/5; 58/25; 23/10; 23/10; 9/4; 40/17; 11/5; 23/10; 23/10; 23/10; 43/20; 2; 9/4; 9/4; 23/10; 9/4; 40/17; 12/5; 23/10; 9/4; 21/10; 9/4; 23/10; 9/4
Shrewsbury; 31/10; 3; 29/10; 3; 73/25; 3; 14/5; 11/4; 45/17; 29/10; 11/4; 11/4; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 11/4; 45/17; 29/10; 14/5; 14/5; 14/5; 3; 3; 
META; english/league-1/blackpool-v-shrewsbury; 2018-04-28 18:21:21 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Draw; 9/4; 2; 19/10; 2; 51/20; 9/4; 2; 21/10; 9/4; 12/5; 2; 15/8; 43/20; 21/10; 9/4; 11/5; 57/29; 12/5; 11/5; 9/4; 21/10; 21/10
Shrewsbury; 8/13; 8/13; 4/5; 29/10; 39/50; 13/20; 5/6; 8/13; 3/5; 4/7; 8/13; 8/13; 7/10; 8/11; 19/29; 8/13; 4/5; 4/7; 5/7; 8/11; 4/6; 8/11
Blackpool; 6; 17/4; 23/20; 39/10; 11/2; 4; 27/5; 13/2; 11/2; 6; 11/2; 4; 49/10; 19/4; 19/5; 13/2; 63/13; 5; 23/5; 24/5; ; 
