META; english/league-1/blackpool-v-northampton; 2018-02-25 14:20:17 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 10/11; 10/11; ; ; 99/100; ; 9/10; 4/5; ; ; 9/10; ; ; ; 10/11; 10/11; ; ; ; ; 10/11; 20/23; 9/10; ; ; 4/7; ; 
Draw; 5/2; 12/5; ; ; 129/50; ; 12/5; 12/5; ; ; 5/2; ; ; ; 5/2; 5/2; ; ; ; ; 13/5; 5/2; 5/2; ; ; 21/10; ; 
Northampton; 3; 3; ; ; 31/10; ; 3; 3; ; ; 16/5; ; ; ; 3; 3; ; ; ; ; 3; 10/3; 59/20; ; ; 13/8; ; 
META; english/league-1/blackpool-v-northampton; 2018-02-25 18:20:16 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 10/11; 10/11; 1; ; 20/21; ; 20/21; 5/6; ; 1; 19/20; ; 21/20; ; 19/20; 19/20; 19/20; ; ; ; 1; 1; 10/11; 19/20; ; 5/6; ; 
Draw; 5/2; 12/5; 23/10; ; 66/25; ; 12/5; 23/10; ; 9/4; 5/2; ; 12/5; ; 12/5; 12/5; 40/17; ; ; ; 5/2; 5/2; 12/5; 40/17; ; 19/10; ; 
Northampton; 3; 3; 14/5; ; 16/5; ; 29/10; 3; ; 11/4; 3; ; 11/4; ; 3; ; 27/10; ; ; ; 14/5; 14/5; 59/20; 11/4; ; 5/2; ; 
META; english/league-1/blackpool-v-northampton; 2018-02-25 22:20:15 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 17/20; 10/11; 10/11; ; 9/10; ; ; 4/5; ; 20/23; 17/20; ; 21/20; ; 10/11; 17/20; 13/15; ; 11/13; ; 9/10; 9/10; 9/10; 13/15; ; 5/6; ; 
Draw; 13/5; 12/5; 12/5; ; 67/25; ; 12/5; 23/10; ; 23/10; 13/5; ; 12/5; ; 5/2; 5/2; 40/17; ; 40/17; ; 5/2; 13/5; 49/20; 12/5; ; 23/10; ; 
Northampton; 16/5; 3; 16/5; ; 17/5; ; ; 16/5; ; 16/5; 16/5; ; 11/4; ; 3; 16/5; 56/19; ; 14/5; ; 3; 31/10; 3; 3; ; 9/4; ; 
META; english/league-1/blackpool-v-northampton; 2018-02-26 02:19:52 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 17/20; 10/11; 10/11; ; 9/10; ; ; 4/5; ; 20/23; 17/20; 20/23; 21/20; ; 10/11; 17/20; 13/15; ; 11/13; ; 9/10; 9/10; 9/10; 13/15; ; 5/6; ; 
Draw; 13/5; 12/5; 12/5; ; 67/25; ; 12/5; 23/10; ; 23/10; 13/5; 5/2; 12/5; ; 5/2; 5/2; 40/17; ; 40/17; ; 5/2; 13/5; 49/20; 12/5; ; 23/10; ; 
Northampton; 16/5; 3; 16/5; ; 17/5; ; ; 16/5; ; 16/5; 16/5; 16/5; 11/4; ; 3; 16/5; 56/19; ; 14/5; ; 3; 31/10; 3; 3; ; 9/4; ; 
META; english/league-1/blackpool-v-northampton; 2018-02-26 10:19:53 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 5/6; 10/11; 10/11; 10/11; 9/10; ; ; 4/5; 16/19; 20/23; 17/20; 20/23; 21/20; ; 10/11; 17/20; 5/6; 5/6; 11/13; 16/19; 9/10; 9/10; 9/10; 5/6; ; 4/6; ; 
Draw; 13/5; 12/5; 12/5; 12/5; 67/25; ; 5/2; 23/10; 28/11; 23/10; 13/5; 5/2; 12/5; ; 5/2; 5/2; 12/5; 13/5; 40/17; 28/11; 5/2; 13/5; 49/20; 27/11; ; 19/10; ; 
Northampton; 16/5; 3; 16/5; 16/5; 17/5; ; ; 16/5; 16/5; 16/5; 16/5; 16/5; 11/4; ; 3; 16/5; 3; 31/10; 14/5; 16/5; 3; 31/10; 3; 3; ; 23/10; ; 
META; english/league-1/blackpool-v-northampton; 2018-02-26 14:20:31 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 5/6; 5/6; 11/13; 10/11; 43/50; ; 17/20; 4/5; 16/19; 17/20; 17/20; 5/6; 21/20; ; 10/11; 17/20; 5/6; 5/6; 11/13; 16/19; 17/20; 5/6; 5/6; ; 4/6; ; 
Blackpool; 5/6; 5/6; 11/13; 17/20; 22/25; 5/6; 5/6; 8/11; 9/11; 5/6; 5/6; 5/6; 1; 17/20; 5/6; 5/6; 4/5; 5/6; 11/13; 9/11; 17/20; 5/6; 4/5; ; 8/11; 4/5; 
Draw; 13/5; 12/5; 12/5; 12/5; 131/50; 13/5; 12/5; 12/5; 27/11; 12/5; 13/5; 5/2; 5/2; 12/5; 12/5; ; 12/5; 13/5; 40/17; 27/11; ; 49/20; 12/5; ; 23/10; 9/4; 
Northampton; 16/5; 7/2; 10/3; 17/5; 18/5; 18/5; 10/3; 10/3; 7/2; 10/3; 10/3; 10/3; 5/2; 17/5; 7/2; ; 13/4; 31/10; 14/5; 7/2; 10/3; 16/5; 13/4; ; 3; 14/5; 
META; english/league-1/blackpool-v-northampton; 2018-02-27 18:20:25 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 5/6; 5/6; 11/13; 17/20; 22/25; 5/6; 5/6; 8/11; 9/11; 17/20; 5/6; 5/6; 1; 17/20; 5/6; 5/6; 5/6; 5/6; 11/13; 9/11; 17/20; 5/6; 5/6; ; 8/11; 4/5; 
Draw; 13/5; 12/5; 12/5; 12/5; 131/50; 13/5; 12/5; 12/5; 27/11; 12/5; 13/5; 5/2; 5/2; 12/5; 12/5; ; 12/5; 13/5; 40/17; 27/11; ; 49/20; 27/11; ; 23/10; 9/4; 
Northampton; 16/5; 7/2; 10/3; 17/5; 18/5; 18/5; 10/3; 10/3; 7/2; 17/5; 10/3; 10/3; 5/2; 17/5; 7/2; ; 33/10; 31/10; 14/5; 7/2; 10/3; 16/5; 33/10; ; 3; 14/5; 
META; english/league-1/blackpool-v-northampton; 2018-03-02 17:44:23 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 3/4; 9/10; 5/6; 5/6
Draw; 5/2; 5/2; 13/5; 49/20
Northampton; 7/2; 13/5; 31/10; 16/5
META; english/league-1/blackpool-v-northampton; 2018-03-02 22:22:00 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 5/6; 5/6
Draw; 5/2; 13/5
Northampton; 16/5; 31/10
META; english/league-1/blackpool-v-northampton; 2018-03-03 02:21:42 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 5/6; 5/6
Draw; 5/2; 13/5
Northampton; 16/5; 31/10
META; english/league-1/blackpool-v-northampton; 2018-03-03 10:22:17 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Blackpool; 5/6; 5/6
Draw; 5/2; 13/5
Northampton; 16/5; 31/10
META; english/league-1/blackpool-v-northampton; 2018-04-07 22:21:12 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 4/5; 17/20; 4/6; 3/4; 4/5; 4/5; 3/4; 4/5; 8/15; 5/6
Draw; 11/4; 72/25; 13/5; 11/4; 11/4; 27/10; 11/4; 11/4; 2; 11/4
Northampton; 16/5; 17/5; 7/2; 7/2; 10/3; 16/5; 15/4; 13/4; 19/10; 10/3
META; english/league-1/blackpool-v-northampton; 2018-04-08 02:20:50 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 4/5; 2/3; 17/20; 4/6; 3/4; 4/5; 8/11; 4/5; 3/4; 4/5; 8/13; 5/6
Draw; 11/4; 13/5; 72/25; 13/5; 11/4; 13/5; 13/5; 27/10; 11/4; 11/4; 12/5; 11/4
Northampton; 16/5; 15/4; 17/5; 7/2; 7/2; 7/2; 7/2; 16/5; 15/4; 13/4; 9/5; 10/3
META; english/league-1/blackpool-v-northampton; 2018-04-08 10:21:31 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 2/3; 37/50; 4/6; 7/9; 8/11; 3/4; 3/4; 3/4; 8/11; 10/13; 7/9; 8/11; 10/13; 1/4; 8/11
Draw; 13/5; 13/5; 143/50; 13/5; 45/17; 11/4; 13/5; 5/2; 11/4; 13/5; 13/5; 45/17; 11/4; 45/17; 19/10; 11/4
Northampton; 15/4; 15/4; 21/5; 7/2; 17/5; 19/5; 7/2; 4; 7/2; 15/4; 18/5; 17/5; 19/5; 62/17; 3; 
META; english/league-1/blackpool-v-northampton; 2018-04-08 14:22:17 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 3/4; 3/4; 8/11; 79/100; 4/6; 14/19; 3/4; 3/4; 3/4; 3/4; 3/4; 8/11; 10/13; 10/13; 14/19; 3/4; 4/5; 4/7; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 5/2; 29/10; 13/5; 27/11; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 5/2; 45/17; 27/11; 27/10; 28/11; 19/10; 9/4; 13/5
Northampton; 15/4; 19/5; 18/5; 17/5; 15/4; 7/2; 41/10; 15/4; 19/5; 15/4; 37/10; 7/2; 15/4; 62/17; 41/13; 41/10; 19/5; 37/10; 3; 10/3; 7/2
META; english/league-1/blackpool-v-northampton; 2018-04-08 18:21:49 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 3/4; 3/4; 8/11; 39/50; 4/6; 14/19; 3/4; 8/11; 3/4; 17/20; 3/4; 3/4; 8/11; 10/13; 14/19; 14/19; 8/11; 4/5; 4/7; 8/11; 8/11
Draw; 13/5; 13/5; 13/5; 5/2; 57/20; 13/5; 27/11; 13/5; 13/5; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 27/10; 27/11; 27/10; 28/11; 19/10; 9/4; 11/4
Northampton; 15/4; 19/5; 15/4; 17/5; 39/10; 7/2; 41/10; 19/5; 4; 15/4; 16/5; 37/10; 7/2; 15/4; 62/17; 13/4; 41/10; 4; 37/10; 3; 10/3; 7/2
META; english/league-1/blackpool-v-northampton; 2018-04-08 22:22:01 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 3/4; 3/4; 8/11; 39/50; 4/6; 14/19; 3/4; 3/4; 3/4; 17/20; 3/4; 3/4; 8/11; 10/13; 14/19; 14/19; 3/4; 4/5; 4/6; 8/11; 8/11
Draw; 13/5; 13/5; 13/5; 5/2; 57/20; 13/5; 27/11; 13/5; 11/4; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 27/10; 27/11; 11/4; 28/11; 21/10; 9/4; 13/5
Northampton; 15/4; 19/5; 15/4; 17/5; 39/10; 7/2; 41/10; 19/5; 18/5; 15/4; 16/5; 37/10; 7/2; 15/4; 62/17; 13/4; 41/10; 7/2; 37/10; 11/4; 10/3; 7/2
META; english/league-1/blackpool-v-northampton; 2018-04-09 02:21:53 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 3/4; 8/11; 8/11; 77/100; 4/6; 14/19; 3/4; 3/4; 3/4; 17/20; 3/4; 3/4; 8/11; 10/13; 13/18; 14/19; 14/19; 3/4; 10/13; 4/6; 8/11; 4/6; 8/11
Draw; 13/5; 13/5; 13/5; 5/2; 143/50; 13/5; 27/11; 13/5; 11/4; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 13/5; 27/10; 27/11; 11/4; 28/11; 23/10; 23/10; 23/10; 13/5
Northampton; 15/4; 19/5; 19/5; 17/5; 79/20; 7/2; 41/10; 19/5; 18/5; 15/4; 16/5; 37/10; 7/2; 15/4; 62/17; 15/4; 13/4; 41/10; 7/2; 37/10; 7/2; 7/2; 7/2; 7/2
META; english/league-1/blackpool-v-northampton; 2018-04-09 10:21:58 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 4/5; 3/4; 3/4; 8/11; 77/100; 8/11; 4/6; 14/19; 3/4; 3/4; 3/4; 17/20; 3/4; 4/5; 8/11; 14/19; 13/18; 14/19; 14/19; 4/5; 14/19; 8/11; 8/11; 4/6; 8/11
Draw; 11/4; 13/5; 5/2; 5/2; 139/50; 11/4; 13/5; 27/11; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 27/10; 27/11; 27/10; 13/5; 13/5; 13/5; 23/10; 27/10
Northampton; 4; 19/5; 15/4; 17/5; 41/10; 4; 7/2; 41/10; 19/5; 19/5; 15/4; 16/5; 37/10; 15/4; 15/4; 19/5; 15/4; 13/4; 41/10; 7/2; 50/13; 7/2; 4; 7/2; 4
META; english/league-1/blackpool-v-northampton; 2018-04-09 14:22:11 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 3/4; 4/6; 8/11; 69/100; 3/4; 4/6; 5/7; 4/6; 7/10; 4/6; 17/20; 7/10; 7/10; 7/10; 4/6; 13/18; 7/11; 5/7; 7/10; 4/6; 4/6; 4/6; 4/6; 8/11
Draw; 11/4; 13/5; 27/10; 5/2; 143/50; 14/5; 13/5; 13/5; 27/10; 11/4; 13/5; 5/2; 13/5; 14/5; 13/5; 45/17; 13/5; 37/13; 13/5; 11/4; 27/10; 13/5; 27/10; 14/5; 14/5
Northampton; 9/2; 19/5; 17/4; 4; 47/10; 4; 7/2; 39/10; 17/4; 4; 9/2; 16/5; 4; 17/4; 4; 43/10; 15/4; 15/4; 39/10; 7/2; 74/17; 4; 21/5; 23/5; 23/5
META; english/league-1/blackpool-v-northampton; 2018-04-09 18:22:02 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 7/10; 4/6; 7/10; 18/25; 3/4; 4/6; 4/6; 5/7; 7/10; 7/10; 7/10; 8/11; 7/10; 7/10; 7/10; 4/6; 13/18; 13/18; 5/7; 3/4; 9/13; 4/6; 4/6; 4/6; 4/6
Draw; 11/4; 13/5; 13/5; 5/2; 143/50; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 5/2; 13/5; 14/5; 13/5; 45/17; 13/5; 11/4; 13/5; 11/4; 45/17; 13/5; 27/10; 11/4; 11/4
Northampton; 9/2; 4; 21/5; 9/2; 22/5; 4; 17/4; 7/2; 39/10; 21/5; 4; 16/5; 17/4; 17/4; 4; 21/5; 15/4; 7/2; 39/10; 7/2; 17/4; 4; 21/5; 9/2; 9/2; 
META; english/league-1/blackpool-v-northampton; 2018-04-09 22:22:05 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 7/10; 4/6; 7/10; 71/100; 3/4; 4/6; 4/6; 5/7; 4/6; 7/10; 7/10; 8/11; 7/10; 7/10; 7/10; 4/6; 13/18; 4/6; 5/7; 8/11; 9/13; 4/6; 4/6; 4/6; 4/6; 4/6
Draw; 11/4; 13/5; 27/10; 5/2; 143/50; 14/5; 13/5; 13/5; 13/5; 27/10; 11/4; 13/5; 5/2; 13/5; 14/5; 13/5; 45/17; 13/5; 29/10; 13/5; 29/10; 45/17; 11/4; 27/10; 13/5; 11/4; 27/10
Northampton; 9/2; 4; 17/4; 9/2; 9/2; 4; 17/4; 7/2; 39/10; 17/4; 4; 16/5; 17/4; 17/4; 4; 21/5; 15/4; 37/10; 39/10; 7/2; 17/4; 17/4; 21/5; 21/5; 9/2; 9/2; 
META; english/league-1/blackpool-v-northampton; 2018-04-10 02:21:48 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 4/6; 4/6; 7/10; 71/100; 3/4; 4/6; 4/6; 19/29; 4/6; 7/10; 7/10; 4/6; 7/10; 7/10; 7/10; 4/6; 13/18; 4/6; 19/29; 8/11; 4/6; 4/6; 4/6; 4/6; 4/6; 8/11
Draw; 11/4; 11/4; 13/5; 5/2; 143/50; 14/5; 13/5; 13/5; 45/17; 27/10; 11/4; 13/5; 11/4; 13/5; 14/5; 13/5; 45/17; 13/5; 29/10; 45/17; 29/10; 27/10; 11/4; 27/10; 13/5; 11/4; 11/4
Northampton; 9/2; 17/4; 17/4; 9/2; 9/2; 4; 17/4; 7/2; 43/10; 17/4; 4; 4; 17/4; 17/4; 4; 17/4; 15/4; 37/10; 43/10; 7/2; 43/10; 17/4; 21/5; 21/5; 9/2; 9/2; 
META; english/league-1/blackpool-v-northampton; 2018-04-10 10:21:55 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 7/10; 4/6; 7/10; 71/100; 3/4; 4/6; 4/6; 19/29; 7/10; 7/10; 4/6; 7/10; 7/10; 7/10; 7/10; 4/6; 13/18; 4/6; 19/29; 8/11; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6
Draw; 11/4; 13/5; 13/5; 5/2; 74/25; 29/10; 11/4; 11/4; 45/17; 27/10; 11/4; 14/5; 11/4; 27/10; 14/5; 13/5; 45/17; 13/5; 29/10; 45/17; 29/10; 27/10; 11/4; 27/10; 11/4; 11/4; 
Northampton; 9/2; 4; 21/5; 9/2; 43/10; 4; 17/4; 7/2; 43/10; 21/5; 4; 4; 17/4; 4; 17/4; 15/4; 37/10; 43/10; 7/2; 17/4; 17/4; 21/5; 22/5; 9/2; ; ; 
META; english/league-1/blackpool-v-northampton; 2018-04-10 14:22:13 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 7/10; 8/11; 7/10; 8/11; 8/11; 7/10; 4/6; 19/29; 8/11; 7/10; 3/4; 7/10; 8/11; 3/4; 7/10; 9/13; 13/18; 8/11; 19/29; 3/4; 9/13; 4/6; 8/11; 8/11; 4/6; 8/11
Draw; 11/4; 13/5; 13/5; 5/2; 141/50; 14/5; 13/5; 13/5; 45/17; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 45/17; 45/17; 11/4; 27/10; 14/5; 27/10; 27/10; 11/4; 11/4
Northampton; 9/2; 4; 19/5; 9/2; 22/5; 4; 4; 43/10; 4; 15/4; 4; 19/5; 17/4; 4; 77/19; 15/4; 18/5; 43/10; 7/2; 41/10; 17/4; 4; 21/5; 21/5; 21/5; ; 
META; english/league-1/blackpool-v-northampton; 2018-04-10 18:22:13 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Blackpool; 8/11; 7/10; 7/10; 7/10; 8/11; 8/11; 7/10; 4/6; 19/29; 7/10; 7/10; 7/10; 7/10; 7/10; 3/4; 7/10; 9/13; 13/18; 7/10; 19/29; 8/11; 9/13; 4/6; 4/6; 4/6; 8/11; 8/11
Draw; 11/4; 13/5; 27/10; 5/2; 141/50; 14/5; 11/4; 13/5; 45/17; 27/10; 11/4; 13/5; 11/4; 13/5; 13/5; 13/5; 45/17; 13/5; 45/17; 45/17; 11/4; 27/10; 14/5; 27/10; 27/10; 11/4; 11/4
Northampton; 9/2; 17/4; 21/5; 9/2; 22/5; 4; 17/4; 4; 43/10; 21/5; 4; 4; 17/4; 17/4; 4; 54/13; 15/4; 15/4; 43/10; 7/2; 21/5; 17/4; 21/5; 22/5; 21/5; 21/5; 
META; english/league-1/blackpool-v-northampton; 2018-04-10 22:22:07 GMT+3; 2018-04-10 19:45; In Play; Xlenovo
