META; english/league-1/oxford-v-fleetwood; 2018-02-25 14:20:29 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 5/4; 13/10; ; ; 67/50; ; 5/4; 11/10; ; ; 5/4; ; ; ; 5/4; 5/4; ; ; ; ; 13/10; 5/4; 5/4; ; ; 4/6; ; 
Fleetwood; 21/10; 2; ; ; 109/50; ; 2; 2; ; ; 11/5; ; ; ; 21/10; 21/10; ; ; ; ; 85/40; 9/4; 21/10; ; ; 11/10; ; 
Draw; 12/5; 12/5; ; ; 63/25; ; 12/5; 9/4; ; ; 12/5; ; ; ; 12/5; 12/5; ; ; ; ; 12/5; 12/5; 47/20; ; ; 19/10; ; 
META; english/league-1/oxford-v-fleetwood; 2018-02-25 18:20:28 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10; 13/10; 15/13; ; 121/100; ; 6/5; ; ; 23/20; 23/20; ; 23/20; ; 6/5; 11/10; 11/10; ; ; ; 11/10; 23/20; 11/10; 11/10; ; 4/5; ; 
Fleetwood; 12/5; 2; 23/10; ; 62/25; ; 9/4; 11/5; ; 23/10; 12/5; ; 12/5; ; 11/5; 23/10; 23/10; ; ; ; 12/5; 12/5; 47/20; 23/10; ; 17/10; ; 
Draw; 12/5; 12/5; 23/10; ; 5/2; ; 23/10; 23/10; ; 23/10; 12/5; ; 23/10; ; 12/5; 12/5; 23/10; ; ; ; 5/2; 12/5; 47/20; 23/10; ; 21/10; ; 
META; english/league-1/oxford-v-fleetwood; 2018-02-25 22:20:29 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10; 13/10; 6/5; ; 5/4; ; 6/5; ; ; 23/20; 23/20; ; 23/20; ; 6/5; 11/10; 11/10; ; 8/7; ; 6/5; 23/20; 23/20; 11/10; ; 10/11; ; 
Fleetwood; 12/5; 2; 23/10; ; 61/25; ; 9/4; 23/10; ; 23/10; 12/5; ; 12/5; ; 23/10; 23/10; 23/10; ; 2; ; 12/5; 12/5; 23/10; 23/10; ; 9/5; ; 
Draw; 12/5; 12/5; 9/4; ; 49/20; ; 23/10; 11/5; ; 9/4; 12/5; ; 23/10; ; 23/10; 12/5; 9/4; ; 40/17; ; 12/5; 12/5; 23/10; 9/4; ; 9/5; ; 
META; english/league-1/oxford-v-fleetwood; 2018-02-26 02:20:04 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10; 13/10; 6/5; ; 5/4; ; 6/5; ; ; 23/20; 23/20; 23/20; 23/20; ; 6/5; 11/10; 11/10; ; 8/7; ; 6/5; 23/20; 23/20; 11/10; ; 21/20; ; 
Fleetwood; 12/5; 2; 23/10; ; 61/25; ; 9/4; 23/10; ; 23/10; 12/5; 23/10; 12/5; ; 23/10; 23/10; 9/4; ; 2; ; 12/5; 12/5; 23/10; 23/10; ; 21/10; ; 
Draw; 12/5; 12/5; 9/4; ; 49/20; ; 23/10; 11/5; ; 9/4; 12/5; 12/5; 23/10; ; 23/10; 12/5; 9/4; ; 40/17; ; 12/5; 12/5; 23/10; 9/4; ; 9/5; ; 
META; english/league-1/oxford-v-fleetwood; 2018-02-26 10:20:06 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10; 13/10; 6/5; 6/5; 5/4; ; 6/5; ; 8/7; 23/20; 23/20; 23/20; 23/20; ; 6/5; 11/10; 11/10; 11/10; 8/7; 8/7; 6/5; 23/20; 23/20; 11/10; ; 5/6; ; 
Fleetwood; 12/5; 2; 23/10; 23/10; 61/25; ; 9/4; 23/10; 40/17; 23/10; 12/5; 23/10; 12/5; ; 23/10; 23/10; 9/4; 23/10; 2; 40/17; 12/5; 12/5; 23/10; 23/10; ; 17/10; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 49/20; ; 23/10; 11/5; 40/17; 9/4; 12/5; 12/5; 23/10; ; 23/10; 12/5; 9/4; 12/5; 40/17; 40/17; 12/5; 12/5; 23/10; 9/4; ; 9/5; ; 
META; english/league-1/oxford-v-fleetwood; 2018-02-26 14:20:43 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10; 23/20; 6/5; 6/5; 31/25; ; 6/5; ; 8/7; 23/20; 23/20; 6/5; 23/20; ; 6/5; 11/10; 11/10; 11/10; 8/7; 8/7; 23/20; 23/20; 11/10; ; 9/10; ; 
Fleetwood; 12/5; 23/10; 23/10; 23/10; 61/25; 5/2; 9/4; 23/10; 40/17; 9/4; 12/5; 12/5; 19/10; 47/20; 23/10; 23/10; 9/4; 23/10; 2; 40/17; 12/5; 23/10; 9/4; ; 9/4; 2; 
META; english/league-1/oxford-v-fleetwood; 2018-02-27 18:20:37 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10; ; 6/5; 6/5; 123/100; 23/20; 6/5; ; 8/7; 6/5; 23/20; 6/5; 13/10; 23/20; 6/5; 11/10; 15/13; 11/10; 8/7; 8/7; 23/20; 23/20; 15/13; ; 21/20; 10/9; 
Draw; 12/5; 12/5; 23/10; 23/10; 62/25; 12/5; 23/10; 11/5; 40/17; 23/10; 12/5; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 40/17; 40/17; 12/5; 23/10; 40/17; ; 21/10; 21/10; 
Fleetwood; 12/5; 23/10; 23/10; 23/10; 49/20; 5/2; 23/10; 23/10; 40/17; 23/10; 12/5; 12/5; 19/10; 47/20; 23/10; 12/5; 23/10; 23/10; 2; 40/17; 12/5; 23/10; 23/10; ; 9/4; 2; 
META; english/league-1/oxford-v-fleetwood; 2018-03-02 17:44:39 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 15/13; 11/10; 23/20; 15/13
Draw; 28/13; 12/5; 23/10; 11/5
Fleetwood; 27/11; 23/10; 23/10; 5/2
META; english/league-1/oxford-v-fleetwood; 2018-03-02 22:22:14 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10
Fleetwood; 23/10
Draw; 12/5
META; english/league-1/oxford-v-fleetwood; 2018-03-03 02:21:57 GMT+2; 2018-03-03 15:00; Nothing; Xlenovo
Oxford; 11/10
Fleetwood; 23/10
Draw; 12/5
META; english/league-1/oxford-v-fleetwood; 2018-04-07 22:21:19 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 13/10; 7/5; 6/4; 11/8; 13/10; 13/10; 11/8; 13/10; 8/11; 11/8
Fleetwood; 2; 52/25; 9/5; 2; 2; 2; 2; ; ; 
Draw; 12/5; 63/25; 11/5; 12/5; 12/5; 12/5; 12/5; 12/5; 19/10; 12/5
META; english/league-1/oxford-v-fleetwood; 2018-04-08 02:20:56 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 13/10; 3/2; 7/5; 6/4; 11/8; 7/5; 11/8; 13/10; 11/8; 13/10; 4/5; 11/8
Fleetwood; 2; 17/10; 52/25; 9/5; 2; 19/10; 19/10; 2; 2; 5/4; 2; 
Draw; 12/5; 9/4; 63/25; 11/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 19/10; 12/5
META; english/league-1/oxford-v-fleetwood; 2018-04-08 10:21:37 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 7/5; 3/2; 6/4; 6/4; 4/3; 7/5; 11/8; 11/8; 7/5; 7/5; 4/3; 7/5; 7/5; 11/10; 7/5
Fleetwood; 19/10; 17/10; 2; 9/5; 37/19; 2; 2; 19/10; 19/10; 37/19; 2; 37/19; 11/8; 19/10; 
Draw; 23/10; 9/4; 121/50; 11/5; 40/17; 23/10; 11/5; 9/4; 23/10; 23/10; 40/17; 23/10; 40/17; 19/10; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-08 14:22:23 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 7/5; 7/5; 29/20; 11/8; 149/100; 6/4; 11/8; 29/20; 7/5; 29/20; 29/20; 7/5; 7/5; 16/11; 26/19; 11/8; 7/5; 16/11; 5/4; 11/8; 7/5
Fleetwood; 19/10; 19/10; 15/8; 9/5; 48/25; 9/5; 37/19; 19/10; 19/10; 2; 19/10; 19/10; 19/10; 19/10; 17/10; 37/19; 15/8; 19/10; 7/5; 17/10; 15/8
Draw; 23/10; 23/10; 9/4; 11/5; 51/20; 11/5; 9/4; 9/4; 12/5; 21/10; 9/4; 23/10; 23/10; 9/4; 5/2; 9/4; 5/2; 23/10; 19/10; 2; 5/2
META; english/league-1/oxford-v-fleetwood; 2018-04-08 18:21:55 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 7/5; 7/5; 6/4; 11/8; 6/4; 6/4; 11/8; 6/4; 7/5; 6/4; 7/5; 6/4; 6/4; 7/5; 16/11; 26/19; 11/8; 29/20; 6/4; 10/9; 7/5; 7/5
Fleetwood; 19/10; 19/10; 9/5; 9/5; 191/100; 9/5; 37/19; 9/5; 15/8; 9/5; 15/8; 9/5; 9/5; 15/8; 24/13; 17/10; 37/19; 9/5; 24/13; 7/5; 13/8; 9/5
Draw; 23/10; 23/10; 9/4; 11/5; 51/20; 11/5; 9/4; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 9/4; 5/2; 9/4; 5/2; 23/10; 19/10; 2; 5/2
META; english/league-1/oxford-v-fleetwood; 2018-04-08 22:22:08 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 7/5; 6/4; 6/4; 11/8; 6/4; 6/4; 11/8; 6/4; 7/5; 6/4; 7/5; 6/4; 6/4; 7/5; 16/11; 26/19; 11/8; 29/20; 6/4; 6/5; 7/5; 7/5
Fleetwood; 19/10; 9/5; 9/5; 9/5; 191/100; 9/5; 37/19; 9/5; 15/8; 9/5; 15/8; 9/5; 9/5; 15/8; 24/13; 17/10; 37/19; 9/5; 24/13; 6/4; 13/8; 9/5
Draw; 23/10; 23/10; 9/4; 11/5; 51/20; 11/5; 9/4; 9/4; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 9/4; 5/2; 9/4; 5/2; 23/10; 19/10; 2; 5/2
META; english/league-1/oxford-v-fleetwood; 2018-04-09 02:21:59 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 7/5; 6/4; 6/4; 11/8; 153/100; 6/4; 11/8; 6/4; 29/20; 6/4; 7/5; 31/20; 6/4; 7/5; 6/4; 7/5; 26/19; 11/8; 29/20; 6/4; 7/5; 7/5; 7/5; 6/4
Fleetwood; 19/10; 9/5; 9/5; 9/5; 179/100; 9/5; 37/19; 9/5; 9/5; 9/5; 15/8; 7/4; 9/5; 15/8; 9/5; 19/10; 17/10; 37/19; 9/5; 9/5; 9/5; 17/10; 7/4; 9/5
Draw; 23/10; 23/10; 9/4; 11/5; 67/25; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 9/4; 23/10; 23/10; 9/4; 9/4; 5/2; 9/4; 5/2; 23/10; 21/10; 21/10; 2; 12/5
META; english/league-1/oxford-v-fleetwood; 2018-04-09 10:22:05 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 8/5; 6/4; 6/4; 11/8; 157/100; 31/20; 6/4; 11/8; 6/4; 6/4; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 7/5; 7/5; 11/8; 6/4; 6/4; 7/5; 7/5; 7/5; 6/4
Fleetwood; 2; 9/5; 9/5; 9/5; 97/50; 15/8; 9/5; 37/19; 9/5; 15/8; 15/8; 15/8; 9/5; 15/8; 15/8; 24/13; 19/10; 28/17; 37/19; 9/5; 24/13; 9/5; 15/8; 7/4; 19/10
Draw; 23/10; 23/10; 11/5; 11/5; 119/50; 23/10; 11/5; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 9/4; 27/11; 9/4; 12/5; 9/4; 11/5; 9/4; 2; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-09 14:22:17 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 8/5; 6/4; 6/4; 6/4; 161/100; 31/20; 6/4; 31/21; 31/20; 8/5; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 7/5; 17/12; 31/21; 6/4; 17/11; 7/5; 7/5; 6/4; 6/4
Fleetwood; 2; 9/5; 9/5; 19/10; 39/20; 15/8; 9/5; 24/13; 9/5; 9/5; 15/8; 15/8; 9/5; 2; 15/8; 24/13; 19/10; 17/10; 24/13; 9/5; 24/13; 9/5; 9/5; 19/10; 19/10
Draw; 23/10; 23/10; 11/5; 11/5; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 40/17; 9/4; 12/5; 11/5; 21/10; 21/10; 11/5; 9/4
META; english/league-1/oxford-v-fleetwood; 2018-04-09 18:22:09 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 8/5; 6/4; 6/4; 6/4; 161/100; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 31/21; 31/20; 17/11; 7/5; 7/5; 6/4; 6/4
Fleetwood; 2; 9/5; 9/5; 19/10; 39/20; 15/8; 9/5; 9/5; 24/13; 9/5; 15/8; 15/8; 15/8; 9/5; 2; 15/8; 24/13; 19/10; 28/17; 24/13; 9/5; 24/13; 9/5; 15/8; 19/10; 19/10
Draw; 23/10; 23/10; 9/4; 11/5; 23/10; 23/10; 11/5; 11/5; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 12/5; 9/4; 12/5; 11/5; 21/10; 21/10; 11/5; 9/4
META; english/league-1/oxford-v-fleetwood; 2018-04-09 22:22:12 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 8/5; 6/4; 6/4; 6/4; 39/25; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 31/21; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4
Fleetwood; 2; 9/5; 9/5; 19/10; 99/50; 15/8; 15/8; 9/5; 24/13; 9/5; 15/8; 7/4; 15/8; 9/5; 2; 15/8; 24/13; 19/10; 28/17; 24/13; 9/5; 19/10; 15/8; 19/10; 9/5; 19/10; 19/10
Draw; 23/10; 23/10; 9/4; 11/5; 117/50; 23/10; 11/5; 11/5; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 12/5; 9/4; 12/5; 11/5; 9/4; 21/10; 11/5; 9/4; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-10 02:21:55 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 13/8; 6/4; 6/4; 6/4; 39/25; 31/20; 6/4; 6/4; 31/21; 31/20; 6/4; 6/4; 7/5; 31/20; 6/4; 6/4; 6/4; 7/5; 6/4; 31/21; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4
Fleetwood; 19/10; 9/5; 9/5; 19/10; 99/50; 15/8; 15/8; 9/5; 24/13; 9/5; 15/8; 7/4; 15/8; 9/5; 2; 15/8; 24/13; 19/10; 28/17; 24/13; 9/5; 24/13; 15/8; 9/5; 9/5; 19/10; 15/8
Draw; 23/10; 23/10; 9/4; 11/5; 117/50; 23/10; 11/5; 11/5; 9/4; 9/4; 9/4; 12/5; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 12/5; 9/4; 12/5; 9/4; 9/4; 21/10; 11/5; 9/4; 21/10
META; english/league-1/oxford-v-fleetwood; 2018-04-10 10:22:02 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 13/8; 6/4; 6/4; 6/4; 159/100; 31/20; 6/4; 6/4; 31/21; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 7/5; 16/11; 31/21; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4
Fleetwood; 19/10; 9/5; 9/5; 19/10; 19/10; 15/8; 15/8; 9/5; 24/13; 9/5; 15/8; 9/5; 9/5; 9/5; 2; 15/8; 24/13; 19/10; 33/19; 24/13; 19/10; 24/13; 15/8; 9/5; 15/8; 19/10
Draw; 23/10; 23/10; 9/4; 11/5; 12/5; 23/10; 11/5; 11/5; 9/4; 9/4; 9/4; 9/4; 23/10; 9/4; 9/4; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 9/4; 9/4; 21/10; 9/4; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-10 14:22:20 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 7/5; 31/21; 7/5; 29/20; 29/20; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 31/21; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5
Fleetwood; 21/10; 9/5; 19/10; 19/10; 51/25; 2; 19/10; 15/8; 24/13; 2; 19/10; 19/10; 9/5; 2; 21/10; 19/10; 19/10; 19/10; 28/15; 24/13; 2; 37/19; 2; 19/10; 2; 2; 
Draw; 23/10; 23/10; 9/4; 11/5; 119/50; 23/10; 11/5; 9/4; 9/4; 9/4; 9/4; 9/4; 23/10; 11/5; 23/10; 9/4; 9/4; 9/4; 12/5; 9/4; 12/5; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-10 18:22:19 GMT+3; 2018-04-10 19:45; Nothing; Xlenovo
Oxford; 6/4; 7/5; 7/5; 6/4; 151/100; 6/4; 6/4; 7/5; 31/21; 11/8; 29/20; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5; 23/17; 31/21; 29/20; 7/5; 7/5; 7/5; 7/5; 7/5; 7/5
Fleetwood; 21/10; 19/10; 2; 19/10; 51/25; 2; 15/8; 24/13; 19/10; 19/10; 19/10; 9/5; 2; 21/10; 19/10; 37/19; 19/10; 28/15; 24/13; 2; 37/19; 2; 19/10; 2; 2; ; 
Draw; 23/10; 23/10; 9/4; 11/5; 47/20; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 23/10; 23/10; 11/5; 23/10; 9/4; 9/4; 9/4; 40/17; 9/4; 23/10; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
META; english/league-1/oxford-v-fleetwood; 2018-04-10 22:22:13 GMT+3; 2018-04-10 19:45; In Play; Xlenovo
