META; english/league-1/peterborough-v-southend; 2018-01-28 14:21:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 11/10; ; ; 11/10; 11/10; 1; ; ; ; 1; ; ; ; ; 21/20; ; 19/20; ; ; ; ; 21/20; 1; 1; ; 4/6; ; 
META; english/league-1/peterborough-v-southend; 2018-01-30 14:21:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; 1; 24/23; 1; 21/20; 1; ; 21/20; 11/10; 1; 1; 1; 1; 1; 24/23; 21/20; 21/20; 1; 1; ; 1; 20/21; 
Draw; 13/5; 13/5; 5/2; 13/5; 53/20; 27/10; 5/2; 5/2; 28/11; 5/2; 5/2; 12/5; ; 5/2; 12/5; 13/5; 5/2; 27/11; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 27/11; ; 5/2; 21/10; 
Southend; 5/2; 12/5; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 27/11; 5/2; 5/2; 13/5; ; 49/20; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 5/2; ; 5/2; 23/10; 
META; english/league-1/peterborough-v-southend; 2018-01-30 18:21:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; 1; 24/23; 21/20; 21/20; 1; ; 21/20; 11/10; 21/20; 1; 1; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 1; 21/20; 
Draw; 13/5; 13/5; 5/2; 13/5; 53/20; 27/10; 5/2; 5/2; 28/11; 5/2; 5/2; 12/5; ; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 5/2; ; 5/2; 5/2; 
Southend; 5/2; 12/5; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 27/11; 5/2; 5/2; 13/5; ; 49/20; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 5/2; 5/2; 
META; english/league-1/peterborough-v-southend; 2018-01-30 22:21:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; 1; 24/23; 21/20; 21/20; 1; ; 21/20; 11/10; 21/20; 1; 1; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 5/6; 1; 
Draw; 13/5; 13/5; 5/2; 13/5; 53/20; 27/10; 5/2; 5/2; 28/11; 5/2; 5/2; 12/5; ; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 5/2; ; 2; 12/5; 
Southend; 5/2; 12/5; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 27/11; 5/2; 5/2; 13/5; ; 49/20; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 12/5; 12/5; 
META; english/league-1/peterborough-v-southend; 2018-01-31 02:20:28 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; 1; 24/23; 21/20; 21/20; 1; ; 21/20; 11/10; 21/20; 1; ; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 20/21; 1; 
Draw; 13/5; 13/5; 5/2; 13/5; 53/20; 27/10; 5/2; 5/2; 28/11; 5/2; 5/2; 12/5; ; 5/2; 12/5; 5/2; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 5/2; ; ; 12/5; 
Southend; 5/2; 12/5; 5/2; 12/5; 68/25; 27/10; 5/2; 5/2; 27/11; 5/2; 5/2; 13/5; ; 49/20; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; ; 12/5; 
META; english/league-1/peterborough-v-southend; 2018-01-31 10:20:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; ; 24/23; 21/20; 21/20; 1; ; 21/20; 11/10; 21/20; 1; ; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 20/21; 20/21; 
Draw; 13/5; 13/5; 5/2; 13/5; 53/20; 27/10; 5/2; ; 28/11; 5/2; 5/2; 12/5; ; 5/2; 12/5; 5/2; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 5/2; ; 12/5; 12/5; 
Southend; 5/2; 12/5; 5/2; 12/5; 68/25; 27/10; 5/2; ; 27/11; 5/2; 5/2; 13/5; ; 49/20; 12/5; 5/2; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 5/2; 5/2; 
META; english/league-1/peterborough-v-southend; 2018-01-31 14:20:49 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; ; 24/23; 21/20; 21/20; 21/20; ; 21/20; 11/10; 21/20; 1; ; 1; 1; 24/23; 21/20; 21/20; 1; 1; ; 20/21; 20/21; 
Draw; 13/5; 13/5; 5/2; 13/5; 67/25; 27/10; 5/2; ; 28/11; 5/2; 5/2; 5/2; ; 5/2; 12/5; 5/2; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; ; 5/2; 12/5; 
Southend; 5/2; 12/5; 5/2; 12/5; 27/10; 27/10; 5/2; ; 27/11; 5/2; 5/2; 5/2; ; 49/20; 12/5; 12/5; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 5/2; 5/2; 
META; english/league-1/peterborough-v-southend; 2018-01-31 18:21:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; ; 24/23; 21/20; 21/20; 21/20; ; 21/20; 11/10; 21/20; 1; ; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 1; 1; 21/20
Draw; 13/5; 13/5; 5/2; 13/5; 67/25; 27/10; 5/2; ; 28/11; 5/2; 5/2; 5/2; ; 5/2; 12/5; 5/2; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; ; 5/2; 5/2; 13/5
Southend; 5/2; 12/5; 5/2; 12/5; 27/10; 27/10; 5/2; ; 27/11; 5/2; 5/2; 5/2; ; 49/20; 12/5; 12/5; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 5/2; 12/5; 13/5
META; english/league-1/peterborough-v-southend; 2018-01-31 22:20:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 11/10; 1; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 11/10; 21/20; 1; ; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 1; 20/21; 21/20
Draw; 13/5; 13/5; 5/2; 13/5; 67/25; 27/10; 5/2; 5/2; 28/11; 5/2; 5/2; 5/2; ; 5/2; 12/5; 5/2; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; ; 5/2; 23/10; 13/5
Southend; 5/2; 12/5; 5/2; 12/5; 27/10; 27/10; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; ; 49/20; 12/5; 12/5; 5/2; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 5/2; 23/10; 13/5
META; english/league-1/peterborough-v-southend; 2018-02-01 02:20:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 21/20; 1; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 11/10; 21/20; ; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 20/21; 20/21; 21/20
Draw; 13/5; 13/5; 5/2; 13/5; 67/25; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 5/2; ; 5/2; 12/5; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; ; 5/2; 23/10; 13/5
Southend; 5/2; 12/5; 5/2; 12/5; 27/10; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; ; 49/20; 12/5; 12/5; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 5/2; 23/10; 13/5
META; english/league-1/peterborough-v-southend; 2018-02-01 10:20:21 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 107/100; 21/20; 1; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 11/10; 21/20; ; 1; 1; 24/23; 21/20; 21/20; 1; 1; ; 1; 20/21; 21/20
Draw; 13/5; 13/5; 5/2; 13/5; 67/25; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 5/2; ; 5/2; 12/5; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; ; 5/2; 23/10; 13/5
Southend; 5/2; 12/5; 5/2; 12/5; 27/10; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; ; 49/20; 12/5; 12/5; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 28/11; ; 5/2; 23/10; 13/5
META; english/league-1/peterborough-v-southend; 2018-02-01 14:20:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 53/50; 21/20; 1; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 11/10; 21/20; ; 1; 1; 24/23; 21/20; 21/20; 1; 21/20; ; 1; 1; 21/20
Draw; 13/5; 13/5; 5/2; 13/5; 27/10; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 5/2; ; 5/2; 12/5; 5/2; ; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; ; 23/10; 9/4; 13/5
Southend; 5/2; 12/5; 5/2; 12/5; 27/10; 13/5; 5/2; 5/2; 27/11; 5/2; 5/2; 5/2; ; 49/20; 12/5; 12/5; 5/2; 5/2; 12/5; 27/11; 13/5; 5/2; 5/2; 5/2; ; 23/10; 9/4; 13/5
META; english/league-1/peterborough-v-southend; 2018-02-01 18:20:17 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 53/50; 21/20; 1; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 1; 21/20; ; 1; 30/29; 24/23; 21/20; 21/20; 21/20; 21/20; ; 1; 20/21; 21/20
Southend; 5/2; 12/5; 12/5; 12/5; 133/50; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 5/2; ; 12/5; 5/2; 12/5; 27/11; 5/2; 40/17; 27/11; 13/5; 5/2; 5/2; 5/2; ; 23/10; 23/10; 13/5
Draw; 13/5; 13/5; 5/2; 13/5; 137/50; 13/5; 5/2; 5/2; 28/11; 13/5; 5/2; 5/2; ; 5/2; 13/5; 5/2; 28/11; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; ; 12/5; 12/5; 27/10
META; english/league-1/peterborough-v-southend; 2018-02-01 22:20:14 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 27/25; 21/20; 21/20; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 1; 21/20; 21/20; 1; 30/29; 24/23; 21/20; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20
Southend; 5/2; 12/5; 12/5; 12/5; 51/20; 5/2; 12/5; 12/5; 27/11; 5/2; 5/2; 5/2; ; 12/5; 5/2; 12/5; 12/5; 5/2; 40/17; 27/11; 5/2; 5/2; 5/2; 12/5; ; 23/10; 23/10; 12/5
Draw; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 5/2; 5/2; 28/11; 13/5; 5/2; 5/2; ; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 13/5; 13/5; 13/5; 13/5; ; 5/2; 12/5; 11/4
META; english/league-1/peterborough-v-southend; 2018-02-02 02:20:11 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 1; 21/20; 21/20; 21/20; 109/100; 21/20; 21/20; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 1; 21/20; 21/20; 1; 30/29; 24/23; 21/20; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20
Southend; 5/2; 12/5; 12/5; 12/5; 62/25; 5/2; 12/5; 12/5; 27/11; 5/2; 12/5; 5/2; ; 49/20; 5/2; 12/5; 12/5; 5/2; 40/17; 27/11; 5/2; 5/2; 5/2; 12/5; ; 23/10; 23/10; 12/5
Draw; 13/5; 13/5; 5/2; 13/5; 71/25; 13/5; 5/2; 5/2; 28/11; 13/5; 5/2; 5/2; ; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 28/11; 13/5; 13/5; 13/5; 13/5; ; 5/2; 12/5; 11/4
META; english/league-1/peterborough-v-southend; 2018-02-02 10:20:20 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 11/10; 21/20; 21/20; 21/20; 27/25; 11/10; 21/20; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 1; 21/20; 21/20; 1; 30/29; 24/23; 21/20; 21/20; 21/20; 21/20; ; 21/20; 21/20; 21/20
Southend; 5/2; 12/5; 12/5; 12/5; 63/25; 13/5; 12/5; 12/5; 27/11; 5/2; 12/5; 5/2; ; 12/5; 5/2; 12/5; 40/17; 5/2; 40/17; 27/11; 5/2; 12/5; 5/2; 12/5; ; 12/5; 23/10; 12/5
Draw; 11/4; 13/5; 5/2; 13/5; 71/25; 11/4; 5/2; 13/5; 28/11; 13/5; 5/2; 5/2; ; 5/2; 13/5; 5/2; 28/11; 5/2; 13/5; 28/11; 13/5; 11/4; 13/5; 13/5; ; 5/2; 12/5; 11/4
META; english/league-1/peterborough-v-southend; 2018-02-02 14:21:10 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 11/10; 21/20; 21/20; 11/10; 27/25; 11/10; 21/20; 1; 24/23; 21/20; 21/20; 21/20; ; 21/20; 1; 21/20; ; 1; 30/29; 24/23; 21/20; 21/20; 21/20; 21/20; ; 21/20; 11/10; 10/9
Southend; 5/2; 12/5; 12/5; 12/5; 63/25; 13/5; 12/5; 12/5; 27/11; 5/2; 12/5; 5/2; ; 12/5; 5/2; 12/5; ; 5/2; 40/17; 27/11; 5/2; 5/2; 5/2; 12/5; ; 23/10; 12/5; 12/5
Draw; 11/4; 13/5; 5/2; 12/5; 71/25; 11/4; 5/2; 13/5; 28/11; 13/5; 5/2; 5/2; ; 5/2; 13/5; 5/2; ; 5/2; 13/5; 28/11; 13/5; 11/4; 13/5; 13/5; ; 13/5; 13/5; 11/4
META; english/league-1/peterborough-v-southend; 2018-02-02 22:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 11/10; 1; 21/20; 11/10; 28/25; 11/10; 11/10; 1; 24/23; 11/10; ; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 1; 17/16; 24/23; 11/10; 11/10; 11/10; 21/20; ; 21/20; 10/9; 10/9
Southend; 5/2; 23/10; 23/10; 12/5; 117/50; 13/5; 23/10; 12/5; 27/11; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 23/10; 23/10; 5/2; 11/5; 27/11; 23/10; 12/5; 47/20; 23/10; ; 23/10; 12/5; 23/10
Draw; 11/4; 13/5; 13/5; 12/5; 147/50; 11/4; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 45/17; 5/2; 45/17; 28/11; 11/4; 11/4; 13/5; 45/17; ; 27/10; 11/4; 14/5
META; english/league-1/peterborough-v-southend; 2018-02-03 02:20:29 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 11/10; 1; 11/10; 11/10; 28/25; ; ; ; 24/23; 11/10; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 17/16; 24/23; 11/10; 11/10; 11/10; 21/20; ; 21/20; 21/20; 10/9
Southend; 12/5; 23/10; 23/10; 12/5; 117/50; ; ; ; 27/11; 23/10; 9/4; 23/10; 23/10; 47/20; 12/5; 23/10; 9/4; 12/5; 11/5; 27/11; 23/10; 23/10; 47/20; 23/10; ; 23/10; 23/10; 23/10
Draw; 29/10; 13/5; 5/2; 12/5; 147/50; ; ; ; 28/11; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 45/17; 5/2; 45/17; 28/11; 11/4; 29/10; 13/5; 27/10; ; 11/4; 13/5; 14/5
META; english/league-1/peterborough-v-southend; 2018-02-03 10:20:40 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 11/10; 1; 11/10; 11/10; 28/25; ; ; ; ; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 17/16; 13/12; 11/10; 11/10; 11/10; 21/20; ; 1; 21/20; 10/9
Southend; 12/5; 23/10; 23/10; 9/4; 117/50; ; ; ; 40/17; 23/10; 23/10; 9/4; 23/10; 12/5; 12/5; 9/4; 9/4; 12/5; 11/5; 11/5; 23/10; 23/10; 47/20; 23/10; ; 23/10; 23/10; 23/10
Draw; 29/10; 14/5; 5/2; 13/5; 147/50; ; ; ; 45/17; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 45/17; 5/2; 45/17; 45/17; 11/4; 29/10; 13/5; 27/10; ; 11/4; 27/10; 14/5
META; english/league-1/peterborough-v-southend; 2018-02-03 14:21:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Peterborough; 11/10; 1; 21/20; 21/20; 53/50; ; ; ; 24/23; 21/20; 21/20; 21/20; 21/20; 21/20; 1; ; 1; 21/20; 15/14; 24/23; 21/20; 21/20; 1; 21/20; ; 1; 21/20; 1
Southend; 12/5; 12/5; 12/5; 12/5; 5/2; ; ; ; 9/4; 12/5; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 40/17; 12/5; 21/10; 9/4; 12/5; 12/5; 49/20; 23/10; ; 23/10; 12/5; 23/10
Draw; 29/10; 14/5; 13/5; 13/5; 147/50; ; ; ; 14/5; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 45/17; 5/2; 14/5; 14/5; 14/5; ; 14/5; 27/10; ; 14/5; 14/5; 14/5
META; english/league-1/peterborough-v-southend; 2018-02-03 18:20:45 GMT+2; 2018-02-03 15:00; In Play; Xlenovo
Southend; 8/13; ; 7/10; 4/6; 47/50; ; 667/1000; ; 7/10; ; 8/11; ; 7/10; 7/10; 7/10; ; 14/19; 8/13; 13/19; ; ; 4/6; ; 6/7; ; ; 4/6; 
Draw; 12/5; ; 21/10; 12/5; 139/50; ; ; ; 9/4; ; 5/2; ; 2; 9/4; 11/5; ; 12/5; 11/5; 11/5; ; ; 12/5; ; 28/11; ; ; 12/5; 
