META; english/league-1/bristol-rovers-v-oxford; 2017-10-08 02:22:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Oxford; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-08 10:22:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Oxford; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-08 14:22:59 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 21/20; 6/5; ; ; 6/5; ; 5/4; 6/5; ; ; ; ; ; ; ; 11/10; ; 15/13; 127/100; ; ; ; 6/5; 6/5; ; 4/6; ; 
Bristol Rovers; 10/11; 6/5; 1; 11/10; 1; ; 21/20; 1; 11/10; 1; 1; ; 21/20; 11/10; 1; 1; ; 1; 21/20; 42/41; 11/10; 21/20; 1; 1; ; 20/21; ; 
Oxford; 11/4; 21/10; 5/2; 9/4; 5/2; ; 12/5; 12/5; 23/10; 5/2; 5/2; ; 12/5; 5/2; 12/5; 5/2; ; 27/11; 13/5; 28/13; 23/10; 13/5; 13/5; 5/2; ; 12/5; ; 
Draw; 13/5; 23/10; 13/5; 13/5; 13/5; ; 13/5; 13/5; 27/11; 5/2; 13/5; ; 13/5; 11/4; 11/4; 13/5; ; 28/11; 71/25; 27/10; 27/11; 13/5; 27/10; 13/5; ; 12/5; ; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-09 10:22:01 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 10/11; 1; 1; 11/10; 1; 9/10; 1; 1; 42/41; 1; 1; ; 21/20; 21/20; 1; 1; 10/11; 19/20; 21/20; 42/41; 42/41; 21/20; 1; 1; ; 20/21; ; 
Oxford; 11/4; 12/5; 5/2; 9/4; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 5/2; ; 12/5; 13/5; 12/5; 5/2; 27/10; 5/2; 13/5; 28/13; 5/2; 13/5; 13/5; 5/2; ; 12/5; ; 
Draw; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; ; 13/5; 29/10; 11/4; 13/5; 13/5; 13/5; 71/25; 27/10; 5/2; 13/5; 27/10; 13/5; ; 12/5; ; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-09 14:22:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 10/11; 1; 1; 21/20; 1; 9/10; 1; 1; 42/41; 1; 21/20; 21/20; 23/20; 1; 1; 1; 10/11; 19/20; 103/100; 42/41; 42/41; 21/20; 21/20; 1; ; 20/21; 20/21; 
Oxford; 11/4; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 12/5; 12/5; 21/10; 5/2; 12/5; 5/2; 27/10; 27/11; 66/25; 28/13; 5/2; 13/5; 12/5; 5/2; ; 12/5; 12/5; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; 13/5; 13/5; 12/5; 11/4; 11/4; 13/5; 13/5; 13/5; 72/25; 27/10; 5/2; 13/5; 27/10; 13/5; ; 12/5; 5/2; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-09 18:22:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 10/11; 1; 1; 21/20; 19/20; 9/10; 1; 10/11; 42/41; 1; 21/20; 21/20; 23/20; 1; 1; 1; 10/11; 1; 103/100; 42/41; 42/41; 21/20; 21/20; 1; ; 20/21; 20/21; 
Oxford; 11/4; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 12/5; 12/5; 21/10; 13/5; 12/5; 5/2; 27/10; 27/11; 66/25; 28/13; 5/2; 13/5; 12/5; 5/2; ; 12/5; 12/5; 
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 72/25; 27/10; 5/2; 13/5; 11/4; 13/5; ; 13/5; 5/2; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-09 22:22:20 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 19/20; 1; 1; 21/20; 19/20; 9/10; 1; 10/11; 42/41; 1; 21/20; 21/20; 23/20; 1; 1; 1; 10/11; 1; 26/25; 42/41; 42/41; 21/20; 21/20; 1; ; 20/21; 20/21; 
Oxford; 13/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 12/5; 12/5; 21/10; 13/5; 12/5; 5/2; 27/10; 27/11; 131/50; 28/13; 5/2; 13/5; 12/5; 5/2; ; 12/5; 12/5; 
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 27/11; 143/50; 27/10; 5/2; 13/5; 11/4; 13/5; ; 13/5; 5/2; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-10 02:21:55 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 19/20; 1; 1; 21/20; 19/20; 9/10; 1; 10/11; 42/41; 1; 21/20; 21/20; 23/20; 1; 1; 1; 10/11; 1; 26/25; 42/41; 42/41; 21/20; 21/20; 1; ; 20/21; 1; 
Oxford; 13/5; 13/5; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 12/5; 12/5; 21/10; 13/5; 12/5; 5/2; 27/10; 27/11; 131/50; 28/13; 5/2; 13/5; 12/5; 5/2; ; 12/5; 12/5; 
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 143/50; 27/10; 5/2; 13/5; 11/4; 13/5; ; 13/5; 5/2; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-10 10:22:01 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 19/20; 21/20; 1; 21/20; 1; 9/10; 21/20; 10/11; 42/41; 1; 21/20; 21/20; 23/20; 1; 1; 1; 10/11; 1; 26/25; 42/41; 42/41; 21/20; 21/20; ; ; 20/21; 20/21; 
Oxford; 13/5; 12/5; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 12/5; 47/20; 21/10; 13/5; 12/5; 5/2; 27/10; 27/11; 131/50; 28/13; 5/2; 13/5; 12/5; ; ; 12/5; 12/5; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 11/4; 5/2; 5/2; 13/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 143/50; 27/10; 5/2; 13/5; 27/10; ; ; 13/5; 5/2; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-10 14:22:39 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 19/20; 21/20; 1; 21/20; 1; 9/10; 21/20; 10/11; 42/41; 1; 21/20; 21/20; 23/20; 1; 1; 1; 10/11; 1; 26/25; 42/41; 42/41; 21/20; 21/20; 1; ; 20/21; 1; 
Oxford; 13/5; 12/5; 12/5; 12/5; 5/2; 13/5; 5/2; 5/2; 5/2; 12/5; 5/2; 47/20; 21/10; 13/5; 12/5; 5/2; 27/10; 27/11; 131/50; 28/13; 5/2; 13/5; 12/5; 5/2; ; 12/5; 12/5; 
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 5/2; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 143/50; 27/10; 5/2; 13/5; 27/10; 13/5; ; 12/5; 5/2; 
META; english/league-1/bristol-rovers-v-oxford; 2017-10-10 18:21:49 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 21/20; 21/20; 21/20; 1; 9/10; 21/20; 10/11; 42/41; 21/20; 21/20; 21/20; 23/20; 1; 1; 21/20; 1; 1; 21/20; 21/20; 42/41; 21/20; 21/20; 1; ; 21/20; 1; 21/20
Oxford; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; 5/2; 5/2; 12/5; 5/2; 47/20; 21/10; 13/5; 12/5; 12/5; 12/5; 27/11; 129/50; 21/10; 5/2; 5/2; 12/5; 12/5; ; 12/5; 12/5; 5/2
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 5/2; 13/5; 12/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 143/50; 27/10; 5/2; 11/4; 11/4; 13/5; ; 5/2; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-10 22:22:22 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 21/20; 21/20; 21/20; 1; 9/10; 21/20; 10/11; 42/41; 21/20; 21/20; 21/20; 23/20; 1; 1; 21/20; 1; 1; 28/25; 21/20; 42/41; 21/20; 21/20; 1; ; 21/20; 21/20; 10/9
Oxford; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; 5/2; 5/2; 12/5; 5/2; 47/20; 21/10; 13/5; 12/5; 12/5; 12/5; 27/11; 12/5; 21/10; 5/2; 5/2; 12/5; 12/5; ; 23/10; 23/10; 12/5
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 5/2; 13/5; 12/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 143/50; 27/10; 5/2; 11/4; 11/4; 13/5; ; 5/2; 12/5; 5/2
META; english/league-1/bristol-rovers-v-oxford; 2017-10-11 02:21:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 21/20; 21/20; 21/20; 21/20; 9/10; 21/20; 10/11; 42/41; 21/20; 21/20; 21/20; 23/20; 1; 1; 21/20; 1; 21/20; 28/25; 21/20; 42/41; 11/10; 21/20; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 12/5; 23/10; 12/5; 12/5; 13/5; 23/10; 5/2; 5/2; 12/5; 23/10; 47/20; 21/10; 13/5; 12/5; 12/5; 12/5; 23/10; 12/5; 21/10; 5/2; 12/5; 12/5; 23/10; ; 23/10; 23/10; 12/5
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 143/50; 27/10; 5/2; 11/4; 27/10; 13/5; ; 5/2; 5/2; 5/2
META; english/league-1/bristol-rovers-v-oxford; 2017-10-11 10:22:15 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 21/20; 21/20; 21/20; 21/20; 9/10; 11/10; 1; 42/41; 21/20; 21/20; 21/20; 23/20; 21/20; 1; 21/20; 1; 21/20; 28/25; 21/20; 42/41; 11/10; 21/20; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 12/5; 23/10; 12/5; 23/10; 13/5; 23/10; 12/5; 5/2; 12/5; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 21/10; 5/2; 12/5; 12/5; 23/10; ; 9/4; 23/10; 12/5
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 71/25; 27/10; 5/2; 11/4; 11/4; 13/5; ; 12/5; 5/2; 5/2
META; english/league-1/bristol-rovers-v-oxford; 2017-10-11 14:23:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 21/20; 21/20; 21/20; 21/20; 9/10; 11/10; 1; 42/41; 21/20; 21/20; 21/20; 23/20; 21/20; 1; 21/20; 1; 21/20; 28/25; 21/20; 42/41; 11/10; 21/20; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 12/5; 23/10; 12/5; 23/10; 13/5; 23/10; 12/5; 5/2; 12/5; 23/10; 47/20; 21/10; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 21/10; 5/2; 12/5; 12/5; 23/10; ; 9/4; 23/10; 12/5
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 12/5; 14/5; 11/4; 13/5; 13/5; 13/5; 71/25; 27/10; 5/2; 11/4; 11/4; 13/5; ; 5/2; 5/2; 5/2
META; english/league-1/bristol-rovers-v-oxford; 2017-10-11 18:21:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 11/10; 11/10; 21/20; 21/20; 9/10; 11/10; 1; 42/41; 11/10; 21/20; 11/10; 23/20; 21/20; ; 21/20; 1; 21/20; 28/25; 13/12; 42/41; 11/10; 11/10; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 23/10; 9/4; 12/5; 12/5; 13/5; 23/10; 12/5; 5/2; 9/4; 23/10; 9/4; 21/10; 12/5; ; 12/5; 12/5; 23/10; 12/5; 21/10; 5/2; 12/5; 9/4; 23/10; ; 9/4; 9/4; 23/10
Draw; 13/5; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 12/5; 14/5; ; 13/5; 13/5; 13/5; 71/25; 11/4; 5/2; 11/4; 11/4; 13/5; ; 13/5; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-11 22:22:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 11/10; 11/10; 21/20; 21/20; 9/10; 11/10; 1; 42/41; 11/10; 21/20; 11/10; 23/20; 21/20; 11/10; 21/20; 1; 21/20; 28/25; 13/12; 42/41; 11/10; 11/10; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 23/10; 9/4; 12/5; 12/5; 13/5; 23/10; 12/5; 5/2; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; 21/10; 5/2; 12/5; 9/4; 23/10; ; 11/5; 9/4; 23/10
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 12/5; 14/5; 13/5; 13/5; 13/5; 45/17; 143/50; 11/4; 5/2; 11/4; 11/4; 13/5; ; 13/5; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-12 02:23:03 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 11/10; 11/10; 21/20; 21/20; 9/10; 11/10; 1; 42/41; 11/10; 21/20; 11/10; 23/20; 21/20; 11/10; 21/20; 1; 21/20; 28/25; 13/12; 42/41; 11/10; 11/10; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 23/10; 9/4; 12/5; 12/5; 13/5; 23/10; 12/5; 5/2; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 12/5; 12/5; 23/10; 12/5; 21/10; 5/2; 12/5; 9/4; 23/10; ; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 11/4; 5/2; 13/5; 13/5; 13/5; 12/5; 14/5; 13/5; 13/5; 13/5; 45/17; 143/50; 11/4; 5/2; 11/4; 11/4; 13/5; ; 13/5; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-12 14:22:50 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 11/10; 11/10; 21/20; 11/10; 9/10; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 23/20; 21/20; 11/10; 11/10; 1; 21/20; 28/25; 13/12; 11/10; 11/10; 11/10; 21/20; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 23/10; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 40/17; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 119/50; 21/10; 40/17; 12/5; 9/4; 23/10; 23/10; ; 23/10; 2; 23/10
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 11/4; 27/11; 13/5; 13/5; 13/5; 12/5; 14/5; 13/5; 13/5; 13/5; 45/17; 72/25; 11/4; 27/11; 11/4; 11/4; 13/5; 45/17; ; 5/2; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-12 18:22:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 11/10; 11/10; 21/20; 11/10; 9/10; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 11/10; 1; 21/20; 113/100; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; ; 21/20; 21/20; 10/9
Oxford; 5/2; 23/10; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 40/17; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 58/25; 39/19; 40/17; 12/5; 9/4; 23/10; 23/10; ; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 27/11; 13/5; 13/5; 13/5; 12/5; 27/10; 13/5; 13/5; 13/5; 45/17; 73/25; 11/4; 27/11; 11/4; 11/4; 13/5; 45/17; ; 13/5; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-12 22:22:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 11/10; 11/10; 21/20; 11/10; 9/10; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 11/10; 1; 21/20; 113/100; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; ; 21/20; 21/20; 11/10
Oxford; 5/2; 23/10; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 40/17; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 58/25; 39/19; 40/17; 12/5; 9/4; 23/10; 23/10; ; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 27/11; 13/5; 13/5; 13/5; 12/5; 27/10; 13/5; 13/5; 13/5; 45/17; 73/25; 11/4; 27/11; 11/4; 11/4; 13/5; 45/17; ; 13/5; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-13 02:22:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 1; 11/10; 11/10; 21/20; 11/10; 9/10; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 11/10; 1; 21/20; 113/100; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; ; 11/10; 21/20; 11/10
Oxford; 5/2; 23/10; 9/4; 12/5; 23/10; 13/5; 23/10; 12/5; 40/17; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 23/10; 12/5; 23/10; 58/25; 39/19; 40/17; 12/5; 9/4; 23/10; 23/10; ; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 27/11; 13/5; 13/5; 13/5; 12/5; 27/10; 13/5; 13/5; 13/5; 45/17; 73/25; 11/4; 27/11; 11/4; 11/4; 13/5; 45/17; ; 13/5; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-13 10:23:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 23/20; 11/10; 11/10; 11/10; 21/20; 9/10; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 11/10; 1; 21/20; 28/25; 11/10; 11/10; 11/10; 11/10; 21/20; 21/20; ; 11/10; 21/20; 21/20
Oxford; 5/2; 23/10; 9/4; 9/4; 23/10; 13/5; 23/10; 12/5; 40/17; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 23/10; 12/5; 9/4; 119/50; 39/19; 40/17; 12/5; 9/4; 23/10; 23/10; ; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 13/5; 27/11; 13/5; 13/5; 13/5; 12/5; 27/10; 13/5; 13/5; 13/5; 45/17; 72/25; 11/4; 27/11; 11/4; 11/4; 13/5; 27/10; ; 13/5; 5/2; 13/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-13 14:24:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 23/20; 11/10; 11/10; 11/10; 21/20; 9/10; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 11/10; 1; 21/20; 113/100; 11/10; 11/10; 11/10; 23/20; 21/20; 21/20; ; 21/20; 21/20; 11/10
Oxford; 5/2; 23/10; 9/4; 23/10; 23/10; 13/5; 23/10; 23/10; 40/17; 9/4; 23/10; 9/4; 21/10; 12/5; 9/4; 23/10; 12/5; 9/4; 117/50; 39/19; 40/17; 12/5; 23/10; 23/10; 23/10; ; 23/10; 9/4; 23/10
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 5/2; 13/5; 13/5; 27/11; 13/5; 13/5; 13/5; 12/5; 29/10; 13/5; 13/5; 13/5; 13/5; 29/10; 11/4; 27/11; 11/4; 11/4; 13/5; 45/17; ; 13/5; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-13 18:22:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 11/10; 11/10; 11/10; 11/10; 21/20; 9/10; 11/10; 1; 13/12; 11/10; 11/10; 11/10; 23/20; 11/10; 21/20; 11/10; 1; 21/20; 113/100; 15/13; 13/12; 11/10; 23/20; 11/10; 11/10; ; 21/20; 21/20; 11/10
Oxford; 12/5; 23/10; 11/5; 23/10; 9/4; 13/5; 23/10; 23/10; 11/5; 9/4; 9/4; 11/5; 21/10; 12/5; 21/10; 23/10; 12/5; 9/4; 117/50; 39/19; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 9/4; 23/10
Draw; 29/10; 13/5; 13/5; 5/2; 11/4; 5/2; 13/5; 11/4; 45/17; 13/5; 13/5; 13/5; 12/5; 29/10; 3; 13/5; 13/5; 45/17; 29/10; 45/17; 45/17; 11/4; 11/4; 13/5; 45/17; ; 11/4; 5/2; 14/5
META; english/league-1/bristol-rovers-v-oxford; 2017-10-13 22:23:36 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Bristol Rovers; 11/10; 11/10; 11/10; 11/10; 11/10; 9/10; 11/10; 1; 13/12; 11/10; 21/20; 11/10; 23/20; 11/10; 21/20; 21/20; 11/10; 21/20; 111/100; 15/13; 13/12; 11/10; 11/10; 11/10; 21/20; ; 11/10; 21/20; 11/10
Oxford; 12/5; 11/5; 11/5; 23/10; 11/5; 13/5; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 21/10; 12/5; 21/10; 9/4; 11/5; 11/5; 58/25; 39/19; 11/5; 23/10; 9/4; 9/4; 11/5; ; 21/10; 11/5; 23/10
