META; english/league-2/forest-green-v-grimsby; 2018-04-29 18:20:49 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Draw; 5/2; 12/5; 23/10; 12/5; 53/20; 5/2; 12/5; 12/5; 28/11; 12/5; 23/10; 23/10; 5/2; 23/10; 23/10; 5/2; 27/11; 5/2; 5/2; 28/11; 5/2; 27/11; 23/10; 11/5
META; english/league-2/forest-green-v-grimsby; 2018-05-03 14:21:35 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 13/10; 7/5; 13/10; 5/4; 27/20; 7/5; 13/10; 13/10; 13/10; 27/20; 5/4; 13/10; 11/8; 13/10; 6/5; 13/10; 23/17; 23/17; 11/9; 13/10; 13/10; 23/17; 13/10; 13/10; 13/10
Grimsby; 19/10; 9/5; 2; 9/5; 48/25; 2; 15/8; 15/8; 15/8; 2; 9/5; 2; 15/8; 19/10; 7/4; 19/10; 19/10; 7/4; 23/13; 15/8; 2; 19/10; 9/5; 9/5; 15/8
Draw; 5/2; 12/5; 23/10; 12/5; 53/20; 5/2; 12/5; 12/5; 28/11; 12/5; 23/10; 23/10; 5/2; 23/10; 23/10; 5/2; 27/11; 5/2; 5/2; 28/11; 5/2; 27/11; 23/10; 23/10; 13/5
META; english/league-2/forest-green-v-grimsby; 2018-05-03 18:21:34 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 13/10; 7/5; 13/10; 5/4; 67/50; 7/5; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 11/8; 13/10; 6/5; 13/10; 23/17; 23/17; 14/11; 13/10; 13/10; 23/17; 13/10; 13/10; 7/5
Grimsby; 19/10; 9/5; 2; 9/5; 191/00; 2; 15/8; 15/8; 15/8; 2; 19/10; 2; 15/8; 19/10; 7/4; 19/10; 19/10; 7/4; 24/13; 15/8; 2; 19/10; 9/5; 9/5; 7/4
Draw; 5/2; 12/5; 23/10; 12/5; 27/10; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 12/5; 5/2; 23/10; 23/10; 5/2; 27/11; 5/2; 13/5; 28/11; 13/5; 27/11; 23/10; 23/10; 13/5
META; english/league-2/forest-green-v-grimsby; 2018-05-03 22:21:28 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 13/10; 13/10; 13/10; 5/4; 27/20; 7/5; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 23/17; 23/17; 14/11; 13/10; 13/10; 23/17; 13/10; 13/10; 13/10
Grimsby; 19/10; 19/10; 2; 9/5; 48/25; 2; 15/8; 15/8; 15/8; 2; 19/10; 2; 15/8; 19/10; 7/4; 19/10; 19/10; 7/4; 24/13; 15/8; 2; 19/10; 9/5; 9/5; 15/8
Draw; 5/2; 5/2; 23/10; 12/5; 53/20; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 12/5; 5/2; 23/10; 23/10; 5/2; 27/11; 5/2; 13/5; 28/11; 13/5; 27/11; 23/10; 23/10; 13/5
META; english/league-2/forest-green-v-grimsby; 2018-05-04 02:21:12 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 13/10; 13/10; 13/10; 5/4; 27/20; 7/5; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 13/10; 6/5; 13/10; 23/17; 23/17; 14/11; 13/10; 11/8; 23/17; 13/10; 13/10
Grimsby; 19/10; 19/10; 2; 9/5; 48/25; 2; 15/8; 15/8; 15/8; 2; 19/10; 19/10; 15/8; 19/10; 7/4; 19/10; 19/10; 7/4; 24/13; 15/8; 19/10; 19/10; 9/5; 15/8
Draw; 5/2; 5/2; 12/5; 12/5; 53/20; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 5/2; 5/2; 23/10; 23/10; 5/2; 27/11; 5/2; 13/5; 28/11; 13/5; 27/11; 23/10; 5/2
META; english/league-2/forest-green-v-grimsby; 2018-05-04 10:21:14 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 7/5; 13/10; 13/10; 6/4; 27/20; 7/5; 11/8; 13/10; 13/10; 27/20; 11/8; 13/10; 13/10; 13/10; 6/5; 11/8; 23/17; 23/17; 14/11; 13/10; 11/8; 23/17; 13/10; 13/10
Grimsby; 2; 19/10; 2; 19/10; 97/50; 2; 15/8; 15/8; 15/8; 2; 15/8; 19/10; 15/8; 19/10; 7/4; 19/10; 24/13; 7/4; 24/13; 15/8; 19/10; 19/10; 9/5; 19/10
Draw; 13/5; 5/2; 12/5; 21/10; 131/0; 13/5; 12/5; 12/5; 28/11; 12/5; 5/2; 5/2; 5/2; 23/10; 23/10; 12/5; 27/11; 5/2; 13/5; 28/11; 13/5; 27/11; 23/10; 5/2
META; english/league-2/forest-green-v-grimsby; 2018-05-04 14:21:34 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 7/5; 13/10; 27/20; 29/20; 141/00; 7/5; 11/8; 13/10; 13/10; 27/20; 13/10; 13/10; 11/8; 13/10; 6/5; 13/10; 23/17; 23/17; 13/10; 13/10; 11/8; 23/17; 13/10; 13/10; 13/10; 11/8
Grimsby; 2; 19/10; 2; 197/00; 2; 19/10; 15/8; 15/8; 2; 19/10; 2; 19/10; 7/4; 2; 19/10; 7/4; 24/13; 15/8; 2; 19/10; 15/8; 9/5; 9/5; 19/10; ; 
Draw; 13/5; 5/2; 23/10; 21/10; 49/20; 13/5; 23/10; 12/5; 28/11; 12/5; 5/2; 12/5; 12/5; 23/10; 23/10; 12/5; 12/5; 5/2; 5/2; 28/11; 13/5; 12/5; 9/4; 23/10; 12/5; 12/5
META; english/league-2/forest-green-v-grimsby; 2018-05-04 18:21:42 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 5/4; 13/10; 5/4; 5/4; 31/25; 13/10; 5/4; 6/5; 13/10; 5/4; 6/5; 6/5; 5/4; 6/5; 11/10; 6/5; 6/5; 6/5; 17/14; 13/10; 13/10; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5
Grimsby; 9/4; 2; 21/10; 21/10; 43/20; 11/5; 21/10; 21/10; 15/8; 21/10; 21/10; 21/10; 2; 41/20; 19/10; 21/10; 21/10; 2; 31/16; 15/8; 85/40; 21/10; 21/10; 19/10; 2; 21/10; 21/10
Draw; 13/5; 5/2; 12/5; 12/5; 13/5; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 5/2; 12/5; 23/10; 23/10; 5/2; 27/11; 5/2; 13/5; 28/11; 13/5; 5/2; 5/2; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-grimsby; 2018-05-04 22:21:32 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 5/4; 13/10; 5/4; 5/4; 31/25; 13/10; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 11/10; 6/5; 6/5; 6/5; 17/14; 6/5; 13/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5
Grimsby; 9/4; 2; 21/10; 21/10; 43/20; 11/5; 21/10; 21/10; 39/19; 21/10; 21/10; 21/10; 2; 41/20; 19/10; 21/10; 21/10; 2; 31/16; 39/19; 85/40; 21/10; 21/10; 2; 21/10; 21/10; 
Draw; 13/5; 5/2; 12/5; 12/5; 13/5; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 5/2; 12/5; 23/10; 23/10; 5/2; 5/2; 5/2; 13/5; 28/11; 13/5; 5/2; 5/2; 23/10; 11/5; 13/5; 13/5
META; english/league-2/forest-green-v-grimsby; 2018-05-05 02:21:22 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 5/4; 13/10; 5/4; 5/4; 31/25; 13/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 11/10; 6/5; 6/5; 6/5; 17/14; 6/5; 13/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 
Grimsby; 9/4; 2; 21/10; 21/10; 11/5; 11/5; 21/10; 39/19; 11/5; 21/10; 21/10; 21/10; 41/20; 19/10; 21/10; 28/13; 2; 31/16; 39/19; 85/40; 28/13; 21/10; 2; 19/10; 11/5; 11/5; 
Draw; 13/5; 5/2; 12/5; 12/5; 127/0; 5/2; 12/5; 12/5; 28/11; 12/5; 5/2; 5/2; 12/5; 23/10; 23/10; 5/2; 27/11; 5/2; 13/5; 28/11; 13/5; 27/11; 12/5; 23/10; 11/5; 5/2; 5/2
META; english/league-2/forest-green-v-grimsby; 2018-05-05 10:21:26 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 5/4; 6/5; 5/4; 5/4; 31/25; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 11/10; 6/5; 6/5; 6/5; 17/14; 6/5; 5/4; 6/5; 11/10; 6/5; 5/4; 6/5; 5/4; 
Grimsby; 9/4; 21/10; 21/10; 21/10; 11/5; 11/5; 21/10; 39/19; 11/5; 21/10; 21/10; 21/10; 41/20; 19/10; 21/10; 21/10; 2; 31/16; 39/19; 11/5; 28/13; 21/10; 21/10; 11/5; 11/5; 9/4; 
Draw; 13/5; 5/2; 12/5; 12/5; 127/0; 13/5; 12/5; 5/2; 28/11; 12/5; 5/2; 5/2; 5/2; 23/10; 23/10; 5/2; 27/11; 5/2; 13/5; 28/11; 13/5; 27/11; 12/5; 23/10; 12/5; 5/2; 12/5
META; english/league-2/forest-green-v-grimsby; 2018-05-05 14:22:20 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Forest Green; 5/4; 6/5; 6/5; 5/4; 59/50; 5/4; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 6/5; 6/5; 5/4; 15/13; 11/10; 23/20; 6/5; 6/5; 6/5
Grimsby; 9/4; 11/5; 9/4; 21/10; 58/25; 23/10; 11/5; 11/5; 39/19; 9/4; 11/5; 23/10; 11/5; 21/10; 19/10; 11/5; 11/5; 2; 39/19; 39/19; 11/5; 9/4; 9/4; 9/4; 23/10; 23/10; 23/10
Draw; 13/5; 12/5; 12/5; 12/5; 127/0; 5/2; 12/5; 12/5; 28/11; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 12/5; 27/11; 5/2; 27/11; 28/11; 13/5; 27/11; 12/5; 12/5; 12/5; 5/2; 13/5
META; english/league-2/forest-green-v-grimsby; 2018-05-05 18:21:35 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Grimsby; 1/2; 4/9; 8/15; 2/5; 129/0; 1/2; 8/15; 1/2; 8/15; 1/2; 8/15; 1/2; 8/15; 9/20; 1/2; 27/10; 5/12; 6/13; 9/20; 11/4; 8/15; 8/15; 2/5; 1/2
Draw; 13/5; 9/4; 12/5; 29/10; 83/50; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 23/10; 12/5; 13/5; 5/2; 7/5; 13/5; 28/11; 11/4; 7/5; 5/2; 13/5; 13/10; 13/5
Forest Green; 8; 13/2; 13/2; 17/2; 31/20; 15/2; 6; 15/2; 6; 6; 13/2; 13/2; 15/2; 8/5; 29/4; 63/10; 8; 6/4; 7; 38/5; 11/5; 34/5; ; 
