META; english/league-2/carlisle-v-forest-green; 2018-01-20 22:21:39 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; 
Forest Green; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 02:21:17 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; 
Forest Green; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 10:21:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Forest Green; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 14:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 8/11; ; ; ; ; 3/4; 8/11; ; ; 4/5; ; ; ; ; ; ; 10/13; ; ; ; ; ; 4/5; 10/13; 4/6; ; 
Draw; 11/4; 13/5; ; ; ; ; 11/4; 11/4; ; ; 11/4; ; ; ; ; ; ; 45/17; ; ; ; ; ; 27/10; 45/17; 14/5; ; 
Forest Green; 16/5; 7/2; ; ; ; ; 10/3; 7/2; ; ; 7/2; ; ; ; ; ; ; 58/19; ; ; ; ; ; 3; 31/10; 7/2; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 18:21:26 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 8/11; ; ; 41/50; 3/4; 3/4; 8/11; ; ; 4/5; 4/5; ; ; 4/5; ; ; 10/13; ; ; ; 4/5; 3/4; 4/5; 10/13; 4/6; ; 
Draw; 11/4; 13/5; ; ; 69/25; 29/10; 13/5; 11/4; ; ; 11/4; 13/5; ; ; 13/5; ; ; 27/10; ; ; ; 14/5; 11/4; 27/10; 27/10; 13/5; ; 
Forest Green; 16/5; 7/2; ; ; 15/4; 7/2; 10/3; 7/2; ; ; 18/5; 7/2; ; ; 100/ 30; ; ; 41/13; ; ; ; 3; 18/5; 3; 16/5; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-21 22:21:06 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 8/11; 3/4; ; 39/50; 4/5; 8/11; 8/11; ; 3/4; 3/4; 4/5; 4/5; ; 3/4; ; ; 14/19; ; 7/9; ; 4/5; 3/4; 3/4; 10/13; 8/11; ; 
Draw; 14/5; 13/5; 5/2; ; 57/20; 27/10; 13/5; 13/5; ; 5/2; 11/4; 5/2; 13/5; ; 11/4; ; ; 13/5; ; 13/5; ; 13/5; 14/5; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 7/2; 18/5; ; 39/10; 18/5; 7/2; 7/2; ; 18/5; 19/5; 7/2; 7/2; ; 7/2; ; ; 38/11; ; 57/17; ; 7/2; 18/5; 7/2; 38/11; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 02:21:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 8/11; 3/4; ; 39/50; 4/5; 3/4; 8/11; ; 3/4; 3/4; 4/5; 4/5; ; 3/4; 8/11; ; 14/19; ; 7/9; ; 4/5; 3/4; 3/4; 10/13; 8/11; ; 
Draw; 14/5; 13/5; 13/5; ; 72/25; 27/10; 13/5; 13/5; ; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; ; 13/5; ; 13/5; ; 13/5; 14/5; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 7/2; 18/5; ; 77/20; 18/5; 7/2; 7/2; ; 18/5; 19/5; 7/2; 7/2; ; 7/2; 7/2; ; 17/5; ; 57/17; ; 7/2; 7/2; 7/2; 38/11; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 10:21:24 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 8/11; 3/4; 3/4; 39/50; 4/5; 3/4; 8/11; 3/4; 3/4; 3/4; 4/5; 4/5; ; 3/4; 8/11; 3/4; 14/19; 3/4; 7/9; 3/4; 4/5; 3/4; 3/4; 10/13; 8/11; ; 
Draw; 14/5; 13/5; 13/5; 11/4; 57/20; 27/10; 13/5; 13/5; 13/5; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 7/2; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 18/5; 18/5; 19/5; 7/2; 7/2; ; 7/2; 7/2; 18/5; 17/5; 18/5; 57/17; 18/5; 7/2; 7/2; 7/2; 38/11; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 14:21:14 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 3/4; 3/4; 39/50; 4/5; 8/11; 8/11; 3/4; 3/4; 3/4; 4/5; 4/5; ; 3/4; 8/11; 3/4; 5/7; 3/4; 7/9; 3/4; 4/5; 3/4; 3/4; 5/7; 4/5; ; 
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 27/10; 13/5; 13/5; 13/5; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 13/5; 45/17; 12/5; ; 
Forest Green; 7/2; 18/5; 18/5; 7/2; 79/20; 18/5; 7/2; 7/2; 18/5; 18/5; 19/5; 7/2; 7/2; ; 7/2; 7/2; 18/5; 18/5; 18/5; 57/17; 18/5; 7/2; 7/2; 7/2; 62/17; 3; ; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 18:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 3/4; 3/4; 39/50; 3/4; 8/11; 8/11; 3/4; 3/4; 3/4; 3/4; 3/4; ; 3/4; 8/11; 3/4; 5/7; 3/4; 7/9; 3/4; 4/5; 3/4; 3/4; 5/7; 4/6; 4/6; 
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 14/5; 13/5; 11/4; 13/5; 5/2; 11/4; 5/2; 13/5; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 13/5; 45/17; 5/2; 23/10; 
Forest Green; 7/2; 19/5; 18/5; 7/2; 79/20; 15/4; 7/2; 7/2; 18/5; 18/5; 19/5; 15/4; 7/2; ; 7/2; 15/4; 18/5; 18/5; 18/5; 57/17; 18/5; 7/2; 18/5; 7/2; 62/17; 3; 3; 
META; english/league-2/carlisle-v-forest-green; 2018-01-22 22:21:15 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 8/11; 3/4; 79/ 100; 8/11; 8/11; 4/6; 3/4; 8/11; 3/4; 3/4; 3/4; ; 3/4; 8/11; 3/4; 5/7; 3/4; 14/19; 3/4; 8/11; 3/4; 8/11; 5/7; 4/6; 4/6; 8/11
Draw; 14/5; 13/5; 13/5; 11/4; 143/ 50; 14/5; 11/4; 11/4; 13/5; 13/5; 11/4; 13/5; 13/5; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 11/4; 14/5; 13/5; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 19/5; 15/4; 7/2; 19/5; 15/4; 7/2; 7/2; 18/5; 18/5; 19/5; 15/4; 15/4; ; 7/2; 15/4; 18/5; 39/11; 18/5; 39/11; 18/5; 7/2; 18/5; 15/4; 18/5; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 02:21:07 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 8/11; 3/4; 79/ 100; 8/11; 8/11; 4/6; 3/4; 8/11; 3/4; 3/4; 3/4; ; 3/4; 8/11; 3/4; 5/7; 3/4; 14/19; 3/4; 8/11; 3/4; 8/11; 5/7; 4/6; 4/6; 8/11
Draw; 14/5; 11/4; 13/5; 11/4; 143/ 50; 14/5; 11/4; 11/4; 13/5; 13/5; 11/4; 13/5; 11/4; ; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 11/4; 14/5; 13/5; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 18/5; 15/4; 7/2; 19/5; 15/4; 7/2; 7/2; 18/5; 18/5; 19/5; 15/4; 7/2; ; 7/2; 15/4; 18/5; 39/11; 18/5; 39/11; 18/5; 7/2; 18/5; 15/4; 18/5; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 10:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 3/4; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 5/7; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 5/7; 8/11; 8/11; 4/5
Draw; 14/5; 11/4; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 18/5; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 17/5; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 18/5; 39/11; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 18/5; 10/3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 14:21:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 4/5; 3/4; 14/19; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 14/5; 53/20; 45/17; 5/2; 12/5; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 17/5; 18/5; 7/2; 10/3; 10/3; 7/2; 10/3; 18/5; 17/5; 18/5; 39/11; 18/5; 100/ 30; 10/3; 10/3; 17/5; 10/3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 18:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; 4/6; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 11/4; 141/ 50; 11/4; 13/5; 13/5; 13/5; 13/5; 11/4; 13/5; 5/2; 5/2; 11/4; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 13/5; 11/4; 53/20; 27/10; 5/2; 12/5; 14/5
Forest Green; 7/2; 10/3; 17/5; 7/2; 73/20; 18/5; 10/3; 7/2; 18/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 7/2; 18/5; 38/11; 18/5; 39/11; 18/5; 100/ 30; 17/5; 10/3; 38/11; 3; 3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-23 22:21:37 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 8/11; 4/5; 4/5; 3/4; 41/50; 3/4; 3/4; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 3/4; 8/11; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 4/5; 10/13; 10/13; ; 8/11; 8/11; 4/5
Carlisle; 4/5; 4/5; 4/5; 4/5; 83/ 100; 4/5; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 3/4; 10/13; 3/4; 14/19; 3/4; 4/5; 5/6; 10/13; 10/13; ; 8/11; 8/11; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 57/20; 29/10; 11/4; ; 11/4; 27/10; 11/4; 5/2; 5/2; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 11/4; 14/5; 14/5; 14/5; 11/4; ; 27/10; 13/5; 14/5
Forest Green; 15/4; 16/5; 17/5; 7/2; 71/20; 18/5; 10/3; ; 17/5; 17/5; 7/2; 7/2; 16/5; 16/5; 16/5; 10/3; 7/2; 57/17; 7/2; 39/11; 17/5; 100/ 30; 17/5; 7/2; 17/5; ; 7/2; 7/2; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-26 18:21:38 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 3/4; 4/5; 4/5; 41/50; 4/5; 3/4; ; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 3/4; 10/13; 3/4; 4/5; 3/4; 4/5; 5/6; 10/13; 10/13; ; 4/5; 4/5; 4/5
Draw; 14/5; 14/5; 13/5; 5/2; 143/ 50; 29/10; 11/4; ; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 45/17; 11/4; 14/5; 14/5; 14/5; 11/4; ; 13/5; 13/5; 14/5
Forest Green; 15/4; 7/2; 10/3; 7/2; 18/5; 18/5; 10/3; ; 17/5; 17/5; 7/2; 10/3; 10/3; 16/5; 16/5; 10/3; 7/2; 17/5; 7/2; 41/13; 17/5; 100/ 30; 17/5; 7/2; 17/5; ; 3; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-26 22:21:50 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 5/6; 4/5; 4/5; 83/ 100; 4/5; 4/5; ; 3/4; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 10/13; 3/4; 4/5; 3/4; 4/5; 17/20; 10/13; 10/13; ; 4/5; 4/5; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 57/20; 29/10; 13/5; ; 11/4; 13/5; 11/4; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 27/10; 13/5; 45/17; 11/4; 14/5; 14/5; 14/5; 11/4; ; 27/10; 11/4; 14/5
Forest Green; 15/4; 16/5; 10/3; 7/2; 71/20; 18/5; 10/3; ; 17/5; 10/3; 7/2; 16/5; 16/5; 31/10; 16/5; 10/3; 7/2; 57/17; 7/2; 41/13; 17/5; 100/ 30; 10/3; 7/2; 17/5; ; 3; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-27 02:21:27 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 5/6; 4/5; 4/5; 83/ 100; 4/5; 4/5; ; 3/4; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 10/13; 3/4; 4/5; 3/4; 4/5; 17/20; 10/13; 10/13; ; 4/5; 4/5; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 57/20; 29/10; 11/4; ; 11/4; 13/5; 11/4; 13/5; 13/5; 5/2; 11/4; 13/5; 13/5; 27/10; 13/5; 45/17; 11/4; 14/5; 14/5; 14/5; 11/4; ; 27/10; 5/2; 14/5
Forest Green; 15/4; 16/5; 10/3; 7/2; 71/20; 18/5; 10/3; ; 17/5; 10/3; 7/2; 16/5; 16/5; 31/10; 16/5; 10/3; 7/2; 57/17; 7/2; 41/13; 17/5; 100/ 30; 10/3; 7/2; 17/5; ; 3; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-27 10:23:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 5/6; 4/5; 4/5; 83/ 100; 4/5; 4/5; ; 10/13; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 3/4; 10/13; 3/4; 4/5; 10/13; 4/5; 17/20; 10/13; 10/13; ; 5/6; 4/5; 4/5
Draw; 14/5; 13/5; 13/5; 5/2; 29/10; 29/10; 11/4; ; 27/10; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 27/10; 13/5; 45/17; 27/10; 14/5; 14/5; 14/5; 11/4; ; 27/10; 13/5; 14/5
Forest Green; 15/4; 16/5; 13/4; 7/2; 7/2; 18/5; 10/3; ; 17/5; 10/3; 7/2; 16/5; 16/5; 31/10; 16/5; 10/3; 7/2; 57/17; 7/2; 41/13; 17/5; 100/ 30; 33/10; 7/2; 17/5; ; 3; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-27 14:23:23 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Carlisle; 4/5; 5/6; 4/5; 4/5; 81/ 100; 4/5; 4/5; ; 10/13; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 3/4; 10/13; 3/4; 11/14; 10/13; 4/5; 5/6; 10/13; 10/13; ; 4/5; 4/5; 8/11
Draw; 14/5; 13/5; 27/10; 5/2; 29/10; 29/10; 11/4; ; 27/10; 27/10; 11/4; 5/2; 11/4; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 45/17; 27/10; 14/5; 11/4; 14/5; 11/4; ; 11/4; 14/5; 14/5
Forest Green; 15/4; 16/5; 17/5; 7/2; 18/5; 18/5; 7/2; ; 57/17; 17/5; 7/2; 7/2; 10/3; 16/5; 16/5; 10/3; 7/2; 38/11; 7/2; 16/5; 57/17; 100/ 30; 7/2; 7/2; 38/11; ; 10/3; 10/3; 7/2
META; english/league-2/carlisle-v-forest-green; 2018-01-27 18:22:16 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Carlisle; 1/5; 1/5; 1/5; 1/5; 1/4; 2/9; ; 2/9; 3/13; ; 1/4; 1/6; 2/9; 2/9; 1/5; 2/9; 1/5; 1/5; 1/5; 3/14; ; ; ; ; ; ; ; 2/9; 1/6
Draw; 9/2; 9/2; 17/4; 9/2; 47/10; 4; ; 4; 17/4; ; 9/2; 9/2; 4; 4; 17/4; 4; 4; 22/5; 4; 41/10; ; ; ; ; ; ; ; 23/5; 
Forest Green; 18; 20; 18; 18; 13; 16; ; 16; 12; ; 16; 20; 14; 14; 12; 16; 29/2; 59/4; 14; 23/2; ; ; ; ; ; ; ; 22; 
