META; english/league-2/coventry-v-morecambe; 2018-05-02 18:21:29 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 19/20; 1; 5/6; 9/10; 1; 10/11; 10/11; 11/13; 9/10; 10/11; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 11/13; 3/4; 19/20; 5/6; 5/6; 1
Draw; 7/5; 13/8; 8/5; 79/50; 29/20; 7/5; 7/5; 17/10; 8/5; 6/4; 13/8; 29/20; 13/8; 8/5; 8/5; 6/4; 17/10; 13/8; 8/5; 7/5; 7/5; 
Morecambe; 5; 9/2; 5; 26/5; 6; 6; 23/5; 9/2; 4; 9/2; 9/2; 6; 94/19; 21/4; 23/5; 19/4; 5; 26/5; 27/5; 29/5; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-02 22:21:15 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 19/20; 1; 5/6; 9/10; 1; 20/21; 10/11; 1; 17/20; 10/11; 1; 10/11; 19/20; 19/20; 1; 19/20; 1; 3/4; 21/20; 9/10; 5/6; 1
Draw; 7/5; 13/8; 8/5; 79/50; 29/20; 7/5; 7/5; 7/5; 8/5; 6/4; 13/8; 29/20; 13/8; 8/5; 6/4; 6/4; 7/5; 13/8; 6/4; 6/4; 6/4; 
Morecambe; 5; 9/2; 5; 26/5; 6; 6; 19/4; 9/2; 4; 9/2; 9/2; 6; 96/19; 21/4; 19/4; 19/4; 51/10; 26/5; 27/5; 29/5; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-03 02:21:09 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 19/20; 1; 5/6; 9/10; 1; 20/21; 10/11; 1; 17/20; 10/11; 1; 10/11; 19/20; 19/20; 19/20; 1; 3/4; 10/11; 10/11; 1
Draw; 7/5; 13/8; 8/5; 79/50; 29/20; 7/5; 7/5; 7/5; 8/5; 6/4; 13/8; 29/20; 13/8; 8/5; 6/4; 7/5; 13/8; 6/4; 6/4; 
Morecambe; 5; 9/2; 5; 26/5; 6; 6; 19/4; 9/2; 4; 9/2; 9/2; 6; 21/4; 19/4; 5; 23/5; 23/5; 29/5; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-03 10:21:11 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 19/20; 1; 10/11; 5/6; 9/10; 1; 20/21; 10/11; 19/20; 19/20; 17/20; 10/11; 1; 10/11; 19/20; 19/20; 1; 19/20; 19/20; 3/4; 1; 10/11; 10/11
Draw; 7/5; 13/8; 8/5; 8/5; 79/50; 29/20; 7/5; 7/5; 17/11; 8/5; 8/5; 6/4; 13/8; 29/20; 13/8; 8/5; 6/4; 6/4; 17/11; 13/8; 17/11; 6/4; 7/5
Morecambe; 5; 9/2; 10/3; 5; 26/5; 6; 6; 21/4; 17/5; 9/2; 4; 9/2; 9/2; 6; 96/19; 21/4; 21/4; 9/2; 51/10; 24/5; 23/5; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-03 14:21:25 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 19/20; 1; 10/11; 10/11; 1; 20/21; 10/11; 21/20; 19/20; 19/20; 10/11; 1; 10/11; 23/20; 1; 21/20; 1; 21/20; 23/20; 21/20; 1; 1; ; 
Draw; 6/5; 5/4; 6/5; 5/4; 32/25; 11/8; 11/10; 13/10; 6/5; 5/4; 5/4; 11/10; 11/10; 13/10; 11/8; 5/4; 15/13; 6/5; 6/5; 13/10; 15/13; 6/4; 6/4
Morecambe; 6; 29/10; 6; 24/5; 6; 11/2; 6; 23/4; 29/10; 6; 6; 5; 57/10; 5; 23/4; 6; 29/5; 11/2; 27/5; ; ; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-04 14:21:23 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 11/10; 11/10; 1; 23/20; 11/10; 21/20; 1; 19/20; 21/20; 11/10; 1; 11/10; 11/10; 1; 11/10; 1; 11/10; 1; 11/10; 21/20; 11/10; 10/9; ; 
Draw; 7/5; 5/4; 5/4; 13/10; 5/4; 11/8; 6/5; 13/10; 7/5; 5/4; 11/10; 11/10; 13/10; 11/8; 5/4; 5/4; 6/5; 7/5; 7/5; 5/4; 13/10; 27/20; 23/20; 11/8
Morecambe; 13/2; 6; 13/2; 5; 11/2; 6; 23/4; 10/3; 6; 5; 6; 59/10; 5; 23/4; 14/5; 113/9; 5; 26/5; 26/5; 27/5; ; ; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-04 18:21:31 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 11/10; 11/10; 21/20; 1; 23/20; 11/10; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 11/10; 21/20; 6/5; 11/10; 11/10; 21/20; 21/20; 21/20; 21/20; 11/10
Draw; 7/5; 5/4; 5/4; 13/10; 5/4; 7/5; 6/5; 11/8; 13/10; 5/4; 11/10; 11/10; 13/10; 11/8; 5/4; 6/5; 6/5; 13/10; 7/5; 6/5; 5/4; 11/8; 13/10; 7/5
Morecambe; 13/2; 6; 13/2; 5; 11/2; 11/2; 5; 11/2; 16/5; 6; 5; 6; 76/13; 19/4; 11/2; 3; 59/10; 6; 26/5; 26/5; 27/5; ; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-04 22:21:22 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 23/20; 11/10; 21/20; 21/20; 23/20; 11/10; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 11/10; 1; 6/5; 10/9; 6/5
Draw; 7/5; 13/10; 5/4; 11/8; 5/4; 7/5; 6/5; 11/8; 13/10; 5/4; 11/10; 13/10; 13/10; 11/8; 13/10; 6/5; 13/10; 13/10; 7/5; 5/4; 5/4; 13/10; 6/5; 13/10
Morecambe; 6; 11/2; 3; 11/2; 5; 11/2; 6; 21/4; 3; 11/2; 5; 11/2; 27/5; 5; 21/4; 14/5; 60/11; 6; 23/5; 23/5; 27/5; ; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-05 02:21:11 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 23/20; 11/10; 21/20; 21/20; 23/20; 5/4; 11/10; 6/5; 6/5; 21/20; 21/20; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 6/5; 11/10; 11/10; 1; 6/5; 5/4; 6/5
Draw; 7/5; 13/10; 5/4; 11/8; 5/4; 13/10; 6/5; 13/10; 13/10; 5/4; 11/10; 13/10; 13/10; 11/8; 13/10; 6/5; 13/10; 13/10; 7/5; 5/4; 13/10; 13/10; 23/20; 13/10
Morecambe; 6; 11/2; 3; 11/2; 5; 11/2; 9/2; 9/2; 3; 11/2; 5; 11/2; 67/13; 19/4; 9/2; 3; 26/5; 13/2; 24/5; 9/2; 26/5; ; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-05 10:21:16 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 11/10; 11/10; 1; 11/10; 23/20; 5/4; 6/5; 6/5; 11/10; 1; 21/20; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 1; 21/20; 10/9; 23/20
Draw; 8/5; 6/4; 5/4; 11/8; 5/4; 13/10; 13/10; 13/10; 7/5; 5/4; 11/10; 6/4; 13/10; 11/8; 11/8; 23/17; 5/4; 7/5; 6/4; 23/17; 13/10; 7/5; 27/20; 7/5
Morecambe; 5; 9/2; 16/5; 5; 5; 9/2; 9/2; 19/4; 16/5; 6; 9/2; 5; 5; 47/10; 19/4; 19/4; 29/10; 19/4; 13/2; 26/5; 24/5; 26/5; ; 
META; english/league-2/coventry-v-morecambe; 2018-05-05 14:22:08 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 23/20; 23/20; 21/20; 21/20; 59/50; 23/20; 6/5; 11/10; 11/10; 1; 23/20; 21/20; 23/20; 11/10; 5/4; 11/10; 11/10; 11/10; 22/19; 11/10; 11/10; 11/10; 21/20; 11/10; 10/9; 21/20; 10/9
Draw; 8/5; 7/5; 5/4; 11/8; 13/10; 6/4; 11/8; 7/5; 8/5; 5/4; 6/4; 11/10; 6/4; 13/10; 7/5; 7/5; 7/5; 6/5; 24/17; 8/5; 8/5; 7/5; 6/4; 13/8; 13/8; 6/4; 13/8
Morecambe; 19/4; 9/2; 3; 9/2; 9/2; 9/2; 9/2; 9/2; 39/10; 3; 9/2; 17/4; 5; 9/2; 9/2; 43/10; 9/2; 7/2; 39/10; 31/10; 74/17; 4; 9/2; 9/2; 24/5; 24/5; 
META; english/league-2/coventry-v-morecambe; 2018-05-05 18:21:25 GMT+3; 2018-05-05 15:00; Nothing; Xlenovo
Coventry; 13/8; 13/8; 7/4; 119/00; 13/8; 6/4; 7/4; 4/3; 13/8; 17/20; 7/5; 7/5; 8/5; 23/17; 19/12; 13/8; 6/4; 7/4; 6/4; 1; 6/4
Draw; 4/5; 4/5; 1; 121/00; 1; 21/20; 10/11; 24/23; 10/11; 11/5; 11/10; 19/20; 4/5; 1; 11/13; 37/40; 19/20; 4/5; 5/6; 4/6; 5/6
Morecambe; 15/2; 9/2; 5; 31/5; 4; 17/4; 9/2; 24/5; 6; 16/5; 17/4; 19/4; 6; 26/5; 24/5; 5; 53/10; 7; 21/10; 24/5; 
