META; english/league-2/notts-county-v-barnet; 2017-10-08 02:22:57 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Barnet; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-2/notts-county-v-barnet; 2017-10-08 10:23:37 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
Barnet; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
META; english/league-2/notts-county-v-barnet; 2017-10-08 14:23:57 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 4/5; 10/11; ; ; ; ; 20/23; 4/5; ; ; ; ; ; ; ; ; ; 10/13; ; ; ; ; 17/20; 4/5; ; 4/9; ; 
META; english/league-2/notts-county-v-barnet; 2017-10-09 10:22:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 10/11; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 19/20; 20/21; ; 1; 1; 19/20; 19/20; 9/10; 10/11; 51/50; 39/40; 11/13; 1; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 12/5; 5/2; ; 5/2; 27/10; 5/2; 5/2; 12/5; 27/11; 53/20; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; ; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 27/10; 11/4; ; 5/2; 3; 14/5; 14/5; 3; 11/4; 29/10; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; ; 
META; english/league-2/notts-county-v-barnet; 2017-10-09 14:22:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 19/20; 20/21; 1; 1; 19/20; 19/20; 19/20; 9/10; 10/11; 101/100; 39/40; 11/13; 1; 1; 19/20; ; 10/11; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 12/5; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 27/11; 133/50; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; 23/10; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 27/10; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 11/4; 73/25; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; 14/5; 
META; english/league-2/notts-county-v-barnet; 2017-10-09 18:23:42 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 19/20; 20/21; 1; 1; 19/20; 19/20; 19/20; 9/10; 10/11; 101/100; 39/40; 11/13; 1; 1; 19/20; ; 10/11; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 12/5; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 27/11; 133/50; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; 23/10; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 27/10; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 11/4; 73/25; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; 14/5; 
META; english/league-2/notts-county-v-barnet; 2017-10-09 22:23:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 19/20; 20/21; 1; 1; 19/20; 19/20; 19/20; 9/10; 19/20; 101/100; 39/40; 11/13; 1; 1; 19/20; ; 10/11; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 12/5; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 12/5; 133/50; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; 23/10; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 27/10; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 27/10; 73/25; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; 14/5; 
META; english/league-2/notts-county-v-barnet; 2017-10-10 02:22:45 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 19/20; 20/21; 1; 1; 19/20; 19/20; 19/20; 9/10; 10/11; 99/100; 39/40; 11/13; 1; 1; 19/20; ; 20/21; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 12/5; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 27/11; 27/10; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; 12/5; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 27/10; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 11/4; 59/20; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; 14/5; 
META; english/league-2/notts-county-v-barnet; 2017-10-10 10:22:55 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 19/20; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 9/10; 10/11; 99/100; 39/40; 11/13; 1; 1; ; ; 20/21; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 12/5; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 27/11; 27/10; 12/5; 13/5; 5/2; 5/2; ; ; 12/5; 12/5; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 27/10; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 11/4; 59/20; 23/10; 3; 14/5; 14/5; ; ; 14/5; 14/5; 
META; english/league-2/notts-county-v-barnet; 2017-10-10 14:23:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 19/20; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 9/10; 10/11; 99/100; 39/40; 11/13; 1; 1; 19/20; ; 20/21; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 12/5; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 27/11; 27/10; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; 12/5; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 27/10; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 11/4; 59/20; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; 14/5; 
META; english/league-2/notts-county-v-barnet; 2017-10-10 18:22:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 1; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 9/10; 19/20; 99/100; 39/40; 11/13; 1; 1; 19/20; ; 20/21; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 27/10; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; 12/5; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 11/4; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 14/5; 59/20; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; 5/2; 
META; english/league-2/notts-county-v-barnet; 2017-10-10 22:23:14 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 11/13; 1; 20/21; 19/20; 1; 19/20; 19/20; 19/20; 9/10; 19/20; 99/100; 39/40; 11/13; 1; 1; 19/20; ; 20/21; 10/11; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 27/10; 12/5; 13/5; 5/2; 5/2; 49/20; ; 12/5; 12/5; 
Barnet; 3; 14/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 3; 11/4; 11/4; 13/5; 5/2; 29/10; 14/5; 14/5; 3; 14/5; 59/20; 23/10; 3; 14/5; 14/5; 11/4; ; 14/5; 5/2; 
META; english/league-2/notts-county-v-barnet; 2017-10-11 02:22:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 1; 1; 19/20; 17/20; 1; 10/11; 11/13; 1; 1; 1; 1; 19/20; 1; 1; 19/20; 1; 21/20; 39/40; 11/13; 1; 1; 19/20; ; 1; 20/21; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 27/10; 12/5; 13/5; 5/2; 5/2; 5/2; ; 23/10; 9/4; 
Barnet; 3; 11/4; 13/5; 11/4; 11/4; 11/4; 13/5; 11/4; 3; 27/10; 13/5; 13/5; 5/2; 29/10; 5/2; 13/5; 14/5; 45/17; 137/50; 23/10; 3; 13/5; 27/10; 53/20; ; 27/10; 11/4; 
META; english/league-2/notts-county-v-barnet; 2017-10-11 10:23:05 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 1; 1; 19/20; 17/20; 1; 10/11; 9/10; 1; 1; 1; 1; 19/20; 1; 1; 19/20; 1; 53/50; 39/40; 9/10; 1; 1; 19/20; ; 1; 20/21; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 133/50; 12/5; 13/5; 5/2; 5/2; 5/2; ; 11/5; 9/4; 
Barnet; 3; 11/4; 13/5; 11/4; 11/4; 11/4; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 5/2; 29/10; 5/2; 13/5; 14/5; 45/17; 11/4; 23/10; 11/4; 13/5; 27/10; 53/20; ; 27/10; 11/4; 
META; english/league-2/notts-county-v-barnet; 2017-10-11 14:24:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 1; 1; 19/20; 17/20; 1; 10/11; 9/10; 1; 1; 1; 1; 19/20; 1; 1; 19/20; 1; 53/50; 39/40; 9/10; 1; 1; 19/20; ; 1; 20/21; 
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 133/50; 12/5; 13/5; 5/2; 5/2; 5/2; ; 9/4; 9/4; 
Barnet; 3; 11/4; 13/5; 11/4; 11/4; 11/4; 13/5; 11/4; 11/4; 27/10; 13/5; 13/5; 5/2; 29/10; 5/2; 13/5; 14/5; 45/17; 11/4; 23/10; 11/4; 13/5; 27/10; 53/20; ; 27/10; 11/4; 
META; english/league-2/notts-county-v-barnet; 2017-10-11 18:22:34 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 1; 1; 19/20; 17/20; 1; 10/11; 9/10; 1; 1; 1; 1; 19/20; 1; 19/20; 19/20; 19/20; 49/50; 68/67; 9/10; 10/11; 1; 19/20; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 68/25; 5/2; 13/5; 13/5; 5/2; 5/2; ; 23/10; 23/10; 13/5
Barnet; 3; 11/4; 27/10; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 5/2; 29/10; 5/2; 14/5; 14/5; 11/4; 149/50; 5/2; 11/4; 14/5; 27/10; 27/10; ; 11/4; 14/5; 14/5
META; english/league-2/notts-county-v-barnet; 2017-10-11 22:23:27 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 1; 1; 19/20; 17/20; 1; 10/11; 9/10; 1; 1; 1; 1; 19/20; 1; 19/20; 19/20; 19/20; 49/50; 68/67; 9/10; 10/11; 1; 19/20; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 68/25; 5/2; 13/5; 13/5; 5/2; 5/2; ; 12/5; 23/10; 13/5
Barnet; 3; 11/4; 27/10; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 5/2; 29/10; 5/2; 14/5; 14/5; 11/4; 149/50; 5/2; 11/4; 14/5; 27/10; 27/10; ; 11/4; 14/5; 14/5
META; english/league-2/notts-county-v-barnet; 2017-10-12 02:23:59 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 10/11; 19/20; 1; 1; 19/20; 17/20; 1; 10/11; 9/10; 1; 1; 1; 1; 19/20; 1; 19/20; 19/20; 19/20; 49/50; 68/67; 9/10; 10/11; 1; 19/20; ; 20/21; 20/21; 20/21
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 68/25; 5/2; 13/5; 13/5; 5/2; 5/2; ; 23/10; 23/10; 13/5
Barnet; 3; 11/4; 27/10; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 27/10; 13/5; 13/5; 5/2; 29/10; 5/2; 14/5; 14/5; 11/4; 149/50; 5/2; 11/4; 14/5; 27/10; 27/10; ; 11/4; 14/5; 14/5
META; english/league-2/notts-county-v-barnet; 2017-10-12 14:23:46 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 1; 19/20; 19/20; 1; 19/20; 17/20; 1; 10/11; 9/10; 19/20; 20/21; 10/11; 1; 10/11; 19/20; 19/20; 19/20; 19/20; 101/100; 13/14; 9/10; 10/11; 20/21; 19/20; 1; ; 10/11; 20/21; 1
Draw; 12/5; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 13/5; 5/2; 5/2; 12/5; 5/2; 27/10; 5/2; 13/5; 13/5; 5/2; 5/2; 28/11; ; 12/5; 23/10; 13/5
Barnet; 11/4; 11/4; 14/5; 11/4; 11/4; 11/4; 11/4; 3; 11/4; 29/10; 14/5; 14/5; 5/2; 3; 14/5; 14/5; 14/5; 27/10; 72/25; 11/4; 11/4; 14/5; 29/10; 59/20; 11/4; ; 14/5; 11/4; 14/5
META; english/league-2/notts-county-v-barnet; 2017-10-12 18:23:06 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 1; 10/11; 1; 1; 1; 17/20; 21/20; 10/11; 9/10; 21/20; 20/21; 1; 1; 1; 1; 1; 19/20; 1; 21/20; 1; 9/10; 1; 21/20; 19/20; 1; ; 20/21; 20/21; 21/20
Draw; 12/5; 13/5; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 5/2; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 5/2; 68/25; 5/2; 13/5; 5/2; 13/5; 5/2; 28/11; ; 12/5; 12/5; 13/5
Barnet; 11/4; 14/5; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 11/4; 13/5; 14/5; 5/2; 5/2; 11/4; 5/2; 13/5; 14/5; 28/11; 68/25; 5/2; 11/4; 13/5; 5/2; 59/20; 13/5; ; 13/5; 27/10; 27/10
META; english/league-2/notts-county-v-barnet; 2017-10-12 22:23:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 1; 1; 1; 21/20; 1; 17/20; 21/20; 10/11; 9/10; 21/20; 1; 1; 1; 1; 1; 1; 1; 1; 21/20; 1; 9/10; 1; 21/20; 1; 1; ; 1; 1; 21/20
Barnet; 11/4; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 11/4; 13/5; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 11/4; 5/2; 66/25; 5/2; 11/4; 13/5; 13/5; 27/10; 28/11; ; 5/2; 5/2; 5/2
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 12/5; 47/20; 5/2; 13/5; 13/5; 5/2; 23/10; 28/11; 14/5; 5/2; 13/5; 5/2; 5/2; 5/2; 13/5; ; 13/5; 13/5; 11/4
META; english/league-2/notts-county-v-barnet; 2017-10-13 02:23:21 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 1; 1; 1; 21/20; 1; 17/20; 21/20; 10/11; 1; 21/20; 1; 1; 1; 1; 1; 1; 1; 1; 26/25; 1; 1; 1; 21/20; 1; 1; ; 1; 1; 21/20
Barnet; 11/4; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 12/5; 13/5; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 13/5; 5/2; 53/20; 5/2; 12/5; 13/5; 5/2; 27/10; 5/2; ; 12/5; 12/5; 5/2
Draw; 12/5; 5/2; 12/5; 12/5; 5/2; 9/4; 5/2; 5/2; 13/5; 5/2; 12/5; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 141/50; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; ; 27/10; 13/5; 11/4
META; english/league-2/notts-county-v-barnet; 2017-10-13 10:24:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 21/20; 1; 1; 21/20; 1; 17/20; 21/20; 10/11; 1; 21/20; 1; 1; 1; 1; 1; 1; 1; 1; 26/25; 1; 1; 1; 21/20; 1; 1; ; 1; 1; 21/20
Barnet; 11/4; 13/5; 13/5; 13/5; 5/2; 11/4; 5/2; 13/5; 12/5; 13/5; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 13/5; 27/11; 53/20; 5/2; 12/5; 13/5; 5/2; 27/10; 27/11; ; 12/5; 12/5; 5/2
Draw; 11/4; 5/2; 12/5; 12/5; 13/5; 9/4; 13/5; 5/2; 13/5; 5/2; 12/5; 47/20; 5/2; 13/5; 13/5; 5/2; 12/5; 13/5; 141/50; 5/2; 13/5; 5/2; 13/5; 5/2; 45/17; ; 27/10; 27/10; 13/5
META; english/league-2/notts-county-v-barnet; 2017-10-13 14:25:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 21/20; 1; 1; 21/20; 1; 17/20; 21/20; 10/11; 1; 21/20; 1; 1; 1; 21/20; 1; 1; 21/20; 1; 26/25; 1; 1; 1; 21/20; 1; 1; ; 1; 1; 21/20
Draw; 11/4; 5/2; 12/5; 13/5; 13/5; 9/4; 13/5; 5/2; 13/5; 5/2; 12/5; 47/20; 5/2; 11/4; 13/5; 13/5; 12/5; 13/5; 141/50; 5/2; 13/5; 5/2; 11/4; 5/2; 45/17; ; 11/4; 27/10; 11/4
Barnet; 11/4; 13/5; 13/5; 12/5; 5/2; 11/4; 5/2; 13/5; 12/5; 13/5; 13/5; 5/2; 5/2; 29/10; 5/2; 5/2; 5/2; 27/11; 53/20; 5/2; 12/5; 13/5; 13/5; 27/10; 27/11; ; 23/10; 12/5; 5/2
META; english/league-2/notts-county-v-barnet; 2017-10-13 18:23:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 21/20; 1; 21/20; 21/20; 1; 17/20; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 1; 21/20; 21/20; 27/25; 21/20; 1; 21/20; 11/10; 21/20; 21/20; ; 1; 20/21; 11/10
Barnet; 11/4; 13/5; 5/2; 12/5; 5/2; 11/4; 12/5; 5/2; 12/5; 13/5; 12/5; 49/20; 5/2; 27/10; 12/5; 5/2; 5/2; 40/17; 51/20; 40/17; 12/5; 5/2; 13/5; 51/20; 40/17; ; 23/10; 12/5; 5/2
Draw; 11/4; 5/2; 12/5; 13/5; 13/5; 9/4; 13/5; 5/2; 13/5; 5/2; 13/5; 47/20; 5/2; 11/4; 13/5; 13/5; 12/5; 13/5; 14/5; 5/2; 13/5; 13/5; 13/5; 5/2; 13/5; ; 5/2; 14/5; 11/4
META; english/league-2/notts-county-v-barnet; 2017-10-13 22:24:35 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 21/20; 1; 21/20; 21/20; 1; 17/20; 11/10; 21/20; 1; 21/20; 21/20; 1; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 27/25; 21/20; 1; 21/20; 21/20; 21/20; 21/20; ; 1; 21/20; 11/10
Barnet; 11/4; 13/5; 13/5; 12/5; 5/2; 11/4; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 27/10; 12/5; 5/2; 5/2; 12/5; 64/25; 40/17; 12/5; 5/2; 13/5; 51/20; 27/11; ; 12/5; 23/10; 5/2
Draw; 11/4; 5/2; 12/5; 13/5; 13/5; 9/4; 5/2; 5/2; 13/5; 12/5; 13/5; 23/10; 5/2; 11/4; 13/5; 5/2; 12/5; 13/5; 139/50; 5/2; 13/5; 13/5; 11/4; 5/2; 13/5; ; 27/10; 13/5; 11/4
META; english/league-2/notts-county-v-barnet; 2017-10-14 02:23:25 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Notts County; 21/20; 1; 21/20; 21/20; 1; 17/20; 21/20; 1; 1; 21/20; 21/20; 1; 21/20; 11/10; 21/20; 1; 21/20; 1; 53/50; 21/20; 1; 21/20; 21/20; 21/20; 21/20; ; 1; 21/20; 1
Barnet; 11/4; 13/5; 13/5; 12/5; 5/2; 11/4; 5/2; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 27/10; 12/5; 5/2; 5/2; 27/11; 13/5; 40/17; 12/5; 5/2; 13/5; 51/20; 27/11; ; 12/5; 23/10; 5/2
Draw; 11/4; 5/2; 12/5; 13/5; 13/5; 9/4; 13/5; 5/2; 13/5; 12/5; 13/5; 23/10; 5/2; 11/4; 13/5; 13/5; 12/5; 13/5; 14/5; 5/2; 13/5; 13/5; 11/4; 5/2; 13/5; ; 27/10; 27/10; 27/10
META; english/league-2/notts-county-v-barnet; 2017-10-14 10:23:31 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
