META; english/league-2/forest-green-v-mansfield; 2018-03-18 18:22:02 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 119/00; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 4/6; 4/6
Draw; 9/4; 119/0; 9/4; 11/5; 23/10; 23/10; 11/5; 23/10; 9/4; 11/5; 19/10; 4/9
Forest Green; 5/2; 133/0; 5/2; 12/5; 13/5; 13/5; 27/11; 27/10; 5/2; 27/11; 13/8; 1/20
META; english/league-2/forest-green-v-mansfield; 2018-03-19 02:33:33 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 6/5; 11/10; 11/10; 1; 11/10; 11/10; 21/20; 11/10; 11/10; 21/20; 13/12; 23/20; 11/10; 11/10; 1; 
Draw; 11/5; 11/5; 23/10; 12/5; 11/5; 11/5; 11/5; 23/10; 23/10; 43/20; 11/5; 28/13; 23/10; 23/10; 9/4; 28/13; 21/10; 4/7
Forest Green; 13/5; 13/5; 68/25; 11/4; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; 27/11; 40/17; 13/5; 5/2; 5/2; 5/2; 1/6
META; english/league-2/forest-green-v-mansfield; 2018-03-19 10:33:40 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 23/20; 23/20; 31/25; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 23/20
Draw; 11/5; 11/5; 9/4; 47/20; 12/5; 11/5; 11/5; 9/4; 11/5; 12/5; 11/5; 43/20; 23/10; 11/5; 28/13; 11/5; 23/10; 9/4; 23/10; 9/4; 11/5; 21/10; 21/10
Forest Green; 13/5; 5/2; 5/2; 64/25; 11/4; 12/5; 5/2; 28/11; 5/2; 5/2; 13/5; 49/20; 12/5; 5/2; 12/5; 13/5; 40/17; 28/11; 5/2; 5/2; 27/11; 5/2; 11/5
META; english/league-2/forest-green-v-mansfield; 2018-03-19 14:33:48 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 21/20; 23/20
Draw; 11/5; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 23/10; 11/5; 43/20; 23/10; 11/5; 28/13; 11/5; 23/10; 9/4; 23/10; 9/4; 11/5; 11/5; 12/5
Forest Green; 13/5; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 12/5; 13/5; 13/5; 49/20; 12/5; 5/2; 12/5; 13/5; 40/17; 28/11; 5/2; 5/2; 27/11; 12/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-19 18:33:49 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 23/20; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 10/9; 23/20; 23/20
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 12/5; 5/2; 13/5; 23/10; 49/20; 5/2; 5/2; 12/5; 13/5; 40/17; 28/11; 5/2; 5/2; 27/11; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-20 14:33:53 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 11/5; 28/13; 11/5; 23/10; 9/4; 12/5; 9/4; 11/5; 21/10; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 12/5; 5/2; 13/5; 23/10; 49/20; 5/2; 5/2; 12/5; 13/5; 40/17; 28/11; 5/2; 5/2; 27/11; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-20 18:34:00 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 11/10; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 11/5; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 11/5; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 49/20; 5/2; 5/2; 27/11; 13/5; 40/17; 28/11; 5/2; 5/2; 5/2; 12/5; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-20 22:33:56 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 11/10; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 11/5; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 11/5; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 49/20; 5/2; 5/2; 27/11; 13/5; 40/17; 28/11; 5/2; 5/2; 5/2; 12/5; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-21 02:33:54 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 11/5; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 21/10; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 49/20; 5/2; 5/2; 27/11; 13/5; 40/17; 28/11; 5/2; 5/2; 5/2; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-21 10:33:56 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 11/5; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 27/11; 13/5; 40/17; 28/11; 5/2; 5/2; 5/2; 23/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-21 14:33:59 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 11/5; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 11/5; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 27/11; 13/5; 40/17; 28/11; 5/2; 5/2; 5/2; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-21 18:34:00 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 12/5; 9/4; 23/10; 11/5; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 5/2; 13/5; 40/17; 28/11; 5/2; 5/2; 28/11; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-21 22:33:59 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 12/5; 9/4; 23/10; 23/10; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 5/2; 13/5; 40/17; 28/11; 5/2; 5/2; 28/11; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-22 02:33:46 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 13/12; 11/10; 23/20; 11/10; 11/10; 1; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 12/5; 9/4; 23/10; 23/10; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 5/2; 13/5; 40/17; 28/11; 5/2; 5/2; 28/11; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-22 10:33:56 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 119/00; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 6/5; 11/10; 15/13; 11/10; 13/12; 11/10; 23/20; 11/10; 15/13; 1; 10/9; 23/20; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 9/4; 9/4; 9/4; 11/5; 12/5; 11/5; 9/4; 43/20; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; 12/5; 9/4; 9/4; 23/10; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 66/25; 13/5; 12/5; 12/5; 28/11; 5/2; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 5/2; 13/5; 40/17; 28/11; 5/2; 5/2; 5/2; 23/10; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-22 14:34:01 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 59/50; 23/20; 11/10; 1; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 6/5; 11/10; 11/10; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 1; 11/10; 10/9; 23/20
Draw; 11/5; 23/10; 11/5; 9/4; 121/0; 5/2; 9/4; 23/10; 9/4; 11/5; 23/10; 11/5; 9/4; 43/20; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 12/5; 9/4; 23/10; 23/10; 21/10; 23/10; 12/5
Forest Green; 13/5; 5/2; 5/2; 5/2; 53/20; 27/10; 5/2; 5/2; 28/11; 5/2; 5/2; 13/5; 23/10; 5/2; 5/2; 5/2; 5/2; 13/5; 27/10; 28/11; 5/2; 5/2; 28/11; 12/5; 21/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-22 18:34:03 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 11/10; 23/20; 23/20; 59/50; 11/10; 11/10; 1; 11/10; 23/20; 11/10; 23/20; 23/20; 11/10; 23/20; 11/10; 11/10; 11/10; 21/20; 11/10; 23/20; 11/10; 11/10; 11/10; 10/9; 10/9; 23/20
Draw; 11/5; 23/10; 9/4; 121/0; 5/2; 9/4; 12/5; 9/4; 9/4; 23/10; 11/5; 9/4; 43/20; 12/5; 9/4; 9/4; 11/5; 11/5; 9/4; 12/5; 9/4; 23/10; 23/10; 21/10; 23/10; 12/5; 
Forest Green; 13/5; 5/2; 5/2; 5/2; 53/20; 11/4; 5/2; 5/2; 28/11; 13/5; 13/5; 13/5; 23/10; 5/2; 5/2; 13/5; 5/2; 13/5; 27/10; 28/11; 5/2; 5/2; 28/11; 5/2; 23/10; 13/5; 13/5
META; english/league-2/forest-green-v-mansfield; 2018-03-22 22:34:00 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 21/20; 21/20; 11/10; 107/00; 11/10; 1; 11/10; 1; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 11/10; 23/20; 21/20; 21/20; 1; 1; 23/20; ; ; ; 
Draw; 11/5; 23/10; 9/4; 62/25; 5/2; 23/10; 23/10; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 12/5; 47/20; 40/17; 12/5; 12/5; 12/5; 12/5; 
Forest Green; 13/5; 11/4; 27/10; 13/5; 73/25; 29/10; 13/5; 11/4; 28/11; 11/4; 11/4; 11/4; 5/2; 27/10; 3; 13/5; 27/10; 14/5; 27/10; 28/11; 5/2; 11/4; 11/4; 11/4; 13/5; 14/5; 11/4
META; english/league-2/forest-green-v-mansfield; 2018-03-23 02:33:52 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 21/20; 11/10; 107/00; 11/10; 1; 11/10; 1; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 11/10; 23/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; ; ; 
Draw; 12/5; 23/10; 9/4; 63/25; 5/2; 23/10; 23/10; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 12/5; 47/20; 23/10; 12/5; 23/10; 12/5; 5/2
Forest Green; 29/10; 11/4; 13/5; 72/25; 29/10; 11/4; 11/4; 28/11; 11/4; 11/4; 11/4; 5/2; 27/10; 3; 13/5; 27/10; 14/5; 27/10; 28/11; 5/2; 11/4; 45/17; 11/4; 13/5; 14/5; 14/5
META; english/league-2/forest-green-v-mansfield; 2018-03-23 10:33:59 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 21/20; 11/10; 107/00; 11/10; 1; 11/10; 1; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 21/20; ; ; ; 
Draw; 12/5; 23/10; 9/4; 63/25; 5/2; 23/10; 23/10; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 12/5; 23/10; 23/10; 9/4; 11/5; 9/4; 12/5; 47/20; 40/17; 12/5; 23/10; 23/10; 12/5
Forest Green; 29/10; 11/4; 13/5; 72/25; 29/10; 11/4; 11/4; 28/11; 11/4; 11/4; 11/4; 5/2; 27/10; 3; 13/5; 11/4; 14/5; 27/10; 28/11; 11/4; 11/4; 11/4; 11/4; 13/5; 27/10; 14/5
META; english/league-2/forest-green-v-mansfield; 2018-03-23 14:33:59 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 21/20; 11/10; 107/00; 11/10; 1; 11/10; 1; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 11/10; 23/20; 21/20; 1; 21/20; 1; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; 23/10; 9/4; 11/5; 23/10; 9/4; 9/4; 11/5; 12/5; 23/10; 40/17; 9/4; 11/5; 9/4; 12/5; 47/20; 40/17; 23/10; 12/5; 12/5; 12/5
Forest Green; 29/10; 11/4; 5/2; 72/25; 29/10; 11/4; 11/4; 28/11; 11/4; 11/4; 11/4; 5/2; 27/10; 3; 13/5; 14/5; 27/10; 28/11; 5/2; 11/4; 14/5; 11/4; 11/4; 14/5; 14/5; 
META; english/league-2/forest-green-v-mansfield; 2018-03-23 18:34:05 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 21/20; 11/10; 107/00; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 1; 11/10; 21/20; 1; 21/20; 1; 11/10; ; ; ; 
Draw; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; 23/10; 40/17; 11/5; 23/10; 9/4; 9/4; 11/5; 12/5; 23/10; 40/17; 9/4; 11/5; 40/17; 12/5; 47/20; 40/17; 23/10; 12/5; 12/5; 23/10
Forest Green; 29/10; 11/4; 5/2; 143/0; 29/10; 11/4; 11/4; 27/10; 27/10; 11/4; 11/4; 5/2; 27/10; 3; 13/5; 27/10; 14/5; 27/10; 27/10; 14/5; 11/4; 11/4; 14/5; 14/5; 14/5; 14/5
META; english/league-2/forest-green-v-mansfield; 2018-03-23 22:33:57 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 21/20; 11/10; 107/00; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 1; 11/10; 21/20; 1; 21/20; 1; 21/20; ; ; ; 
Draw; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; 23/10; 40/17; 11/5; 23/10; 9/4; 9/4; 11/5; 12/5; 23/10; 40/17; 9/4; 11/5; 40/17; 12/5; 47/20; 40/17; 12/5; 12/5; 12/5; 5/2
Forest Green; 29/10; 11/4; 5/2; 143/0; 29/10; 11/4; 11/4; 27/10; 27/10; 11/4; 11/4; 5/2; 27/10; 3; 13/5; 27/10; 11/4; 27/10; 27/10; 14/5; 11/4; 11/4; 14/5; 11/4; 14/5; 14/5
META; english/league-2/forest-green-v-mansfield; 2018-03-24 02:33:47 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Mansfield; 11/10; 21/20; 11/10; 107/00; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 1; 21/20; 1; 11/10; 21/20; 1; 21/20; 11/10; 21/20; 10/9; ; ; 
Draw; 12/5; 23/10; 23/10; 63/25; 5/2; 23/10; 23/10; 40/17; 11/5; 23/10; 9/4; 9/4; 11/5; 12/5; 23/10; 40/17; 9/4; 11/5; 40/17; 12/5; 47/20; 40/17; 12/5; 12/5; 12/5; 5/2
Forest Green; 29/10; 11/4; 5/2; 143/0; 29/10; 11/4; 11/4; 27/10; 27/10; 11/4; 11/4; 5/2; 27/10; 3; 13/5; 27/10; 11/4; 27/10; 27/10; 14/5; 11/4; 11/4; 14/5; 11/4; 14/5; 14/5
META; english/league-2/forest-green-v-mansfield; 2018-03-24 10:34:01 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
