META; english/league-2/yeovil-v-cambridge; 2018-01-28 02:22:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Yeovil; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-28 10:21:55 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Yeovil; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-28 14:22:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 11/8; ; ; 17/10; 17/10; 8/5; ; ; ; 6/4; ; ; ; ; ; ; 17/11; ; ; ; ; 31/20; 8/5; 17/11; ; 6/4; ; 
Draw; 12/5; 12/5; ; ; 63/25; 5/2; 23/10; ; 40/17; ; 23/10; 12/5; ; ; ; ; ; 23/10; ; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 9/4; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-29 10:21:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 11/8; ; ; 17/10; 13/8; 8/5; ; 8/5; ; 8/5; 8/5; ; ; 8/5; ; 8/5; 17/11; 8/5; ; 8/5; 13/8; 8/5; 8/5; 8/5; ; 6/4; ; 
Yeovil; 8/5; 15/8; ; ; 169/ 100; 13/8; 13/8; ; 13/8; ; 13/8; 13/8; ; ; 13/8; ; 8/5; 8/5; 8/5; ; 13/8; 13/8; 17/10; 8/5; 8/5; ; 6/4; ; 
Draw; 12/5; 12/5; ; ; 63/25; 12/5; 23/10; ; 40/17; ; 12/5; 12/5; ; ; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-29 14:22:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 11/8; ; ; 17/10; 13/8; 8/5; ; 8/5; ; 8/5; 8/5; ; 8/5; 8/5; ; 8/5; 17/11; 8/5; ; 8/5; 13/8; 8/5; 8/5; 8/5; ; 6/4; ; 
Yeovil; 8/5; 15/8; ; ; 169/100; 13/8; 13/8; ; 13/8; ; 13/8; 13/8; ; 8/5; 13/8; ; 8/5; 8/5; 8/5; ; 13/8; 13/8; 17/10; 8/5; 8/5; ; 6/4; ; 
Draw; 12/5; 12/5; ; ; 63/25; 12/5; 23/10; ; 40/17; ; 12/5; 12/5; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-29 18:21:58 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 7/5; ; ; 17/10; 13/8; 8/5; 13/8; 8/5; ; 8/5; 13/8; ; 8/5; 8/5; ; 8/5; 17/11; 8/5; ; 8/5; 13/8; 8/5; 8/5; 8/5; ; 6/4; ; 
Yeovil; 8/5; 15/8; ; ; 169/100; 13/8; 13/8; 13/8; 13/8; ; 13/8; 13/8; ; 8/5; 13/8; ; 8/5; 8/5; 8/5; ; 13/8; 13/8; 17/10; 8/5; 8/5; ; 6/4; ; 
Draw; 12/5; 12/5; ; ; 63/25; 12/5; 23/10; 12/5; 40/17; ; 12/5; 23/10; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-29 22:22:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 7/5; ; 6/4; 17/10; 13/8; 8/5; 13/8; 8/5; ; 8/5; 13/8; ; 8/5; 8/5; ; 8/5; 17/11; 8/5; ; 8/5; 13/8; 8/5; 8/5; 8/5; ; 6/4; ; 
Yeovil; 8/5; 15/8; ; 8/5; 169/100; 13/8; 13/8; 13/8; 13/8; ; 13/8; 13/8; ; 8/5; 13/8; ; 8/5; 8/5; 8/5; ; 13/8; 13/8; 17/10; 8/5; 8/5; ; 6/4; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 12/5; 23/10; 12/5; 40/17; ; 12/5; 23/10; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-30 02:21:48 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 7/5; ; 6/4; 17/10; 13/8; 8/5; 13/8; 8/5; ; 8/5; 13/8; ; 8/5; 8/5; ; 8/5; 17/11; 8/5; ; 8/5; 13/8; 8/5; 8/5; 8/5; ; 6/4; ; 
Yeovil; 8/5; 15/8; ; 8/5; 169/100; 13/8; 13/8; 13/8; 13/8; ; 13/8; 13/8; ; 8/5; 13/8; ; 8/5; 8/5; 8/5; ; 13/8; 13/8; 17/10; 8/5; 8/5; ; 6/4; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 12/5; 23/10; 12/5; 40/17; ; 12/5; 23/10; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-30 10:21:51 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 7/5; ; 6/4; 17/10; 13/8; 8/5; 13/8; 8/5; ; 8/5; 13/8; ; 8/5; 8/5; ; 8/5; 17/11; 8/5; ; 8/5; 13/8; 8/5; 8/5; 8/5; ; 6/4; ; 
Yeovil; 8/5; 15/8; ; 8/5; 169/100; 13/8; 13/8; 13/8; 13/8; ; 13/8; 13/8; ; 8/5; 13/8; ; 8/5; 8/5; 8/5; ; 13/8; 13/8; 17/10; 8/5; 8/5; ; 6/4; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 12/5; 23/10; 12/5; 40/17; ; 12/5; 23/10; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-30 14:22:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cambridge; 8/5; 7/5; ; 6/4; 17/10; 17/10; 8/5; 8/5; 8/5; ; 8/5; 31/20; ; 8/5; 8/5; ; 8/5; 17/11; 8/5; ; 8/5; 13/8; 8/5; 8/5; 8/5; ; 6/4; ; 
Yeovil; 8/5; 15/8; ; 8/5; 169/100; 9/5; 13/8; 13/8; 13/8; ; 13/8; 7/4; ; 8/5; 13/8; ; 8/5; 8/5; 8/5; ; 13/8; 13/8; 17/10; 8/5; 8/5; ; 13/8; ; 
Draw; 12/5; 12/5; ; 23/10; 63/25; 5/2; 23/10; 23/10; 40/17; ; 12/5; 23/10; ; 11/5; 12/5; ; 23/10; 23/10; 23/10; ; 40/17; 12/5; 12/5; 47/20; 40/17; ; 9/4; ; 
META; english/league-2/yeovil-v-cambridge; 2018-01-30 18:22:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/4; 17/11; 8/5; 31/20; ; 6/4; 6/4; 13/8; 31/20; 6/4; ; ; 6/4; 7/5; 6/4; 8/5; 17/11; 8/5; 25/18; 13/8; 6/4; 6/4; 6/4; 17/11; ; 6/4; 7/5; 
Cambridge; 7/4; 7/5; 9/5; 6/4; 37/20; ; 13/8; 17/10; 8/5; 9/5; 17/10; ; ; 7/4; 9/5; 17/10; 8/5; 17/10; 8/5; 18/11; 8/5; 7/4; 7/4; 7/4; 17/10; ; 13/8; 17/10; 
Draw; 12/5; 5/2; 11/5; 23/10; 127/50; ; 23/10; 23/10; 40/17; 11/5; 12/5; ; ; 21/10; 5/2; 12/5; 23/10; 40/17; 23/10; 23/10; 40/17; 12/5; 5/2; 23/10; 12/5; ; 21/10; 2; 
META; english/league-2/yeovil-v-cambridge; 2018-01-30 22:22:08 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/4; 17/11; 8/5; 31/20; ; 6/4; 6/4; 13/8; 31/20; 6/4; ; ; 6/4; 7/5; 6/4; 8/5; 6/4; 8/5; 16/11; 13/8; 6/4; 6/4; 6/4; 17/11; ; 6/4; 7/5; 
Cambridge; 7/4; 7/5; 9/5; 6/4; 37/20; ; 17/10; 17/10; 8/5; 9/5; 17/10; ; ; 7/4; 9/5; 17/10; 8/5; 17/10; 8/5; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; ; 13/8; 8/5; 
Draw; 12/5; 5/2; 11/5; 23/10; 127/50; ; 23/10; 23/10; 40/17; 11/5; 12/5; ; ; 21/10; 5/2; 12/5; 23/10; 23/10; 23/10; 40/17; 40/17; 12/5; 5/2; 23/10; 23/10; ; 21/10; 2; 
META; english/league-2/yeovil-v-cambridge; 2018-01-31 02:21:15 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/4; 17/11; 8/5; 31/20; ; 6/4; 6/4; 13/8; 31/20; 6/4; ; ; 6/4; 7/5; 6/4; 8/5; 6/4; 8/5; 16/11; 13/8; 6/4; 6/4; 6/4; 17/11; ; 6/4; 7/5; 
Cambridge; 7/4; 7/5; 9/5; 6/4; 37/20; ; 17/10; 17/10; 8/5; 9/5; 17/10; ; ; 7/4; 9/5; 17/10; 8/5; 17/10; 8/5; 7/4; 8/5; 7/4; 7/4; 7/4; 7/4; ; 13/8; 8/5; 
Draw; 12/5; 5/2; 11/5; 23/10; 127/50; ; 23/10; 23/10; 40/17; 11/5; 12/5; ; ; 21/10; 5/2; 12/5; 23/10; 23/10; 23/10; 40/17; 40/17; 12/5; 5/2; 23/10; 23/10; ; 21/10; 2; 
META; english/league-2/yeovil-v-cambridge; 2018-01-31 10:21:24 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/4; 17/11; 8/5; 153/100; ; 6/4; ; 13/8; 31/20; 6/4; ; ; 6/4; 7/5; 6/4; 8/5; 6/4; 8/5; 16/11; 13/8; 6/4; 6/4; 6/4; 17/11; ; 6/4; 7/5; 
Cambridge; 7/4; 7/5; 9/5; 6/4; 15/8; ; 17/10; ; 8/5; 9/5; 17/10; ; ; 9/5; 9/5; 17/10; 8/5; 7/4; 8/5; 7/4; 8/5; 9/5; 7/4; 7/4; 7/4; ; 13/8; 13/8; 
Draw; 12/5; 5/2; 11/5; 23/10; 51/20; ; 23/10; ; 40/17; 11/5; 12/5; ; ; 21/10; 5/2; 12/5; 23/10; 23/10; 23/10; 40/17; 40/17; 23/10; 5/2; 9/4; 40/17; ; 21/10; 2; 
META; english/league-2/yeovil-v-cambridge; 2018-01-31 14:21:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/4; 17/11; 8/5; 153/100; ; 6/4; ; 13/8; 31/20; 6/4; ; ; 6/4; 7/5; 6/4; 8/5; 6/4; 8/5; 16/11; 13/8; 6/4; 29/20; 6/4; 6/4; ; 7/5; 7/5; 
Cambridge; 7/4; 7/5; 9/5; 6/4; 15/8; ; 17/10; ; 8/5; 15/8; 17/10; ; ; 9/5; 9/5; 17/10; 8/5; 7/4; 8/5; 7/4; 8/5; 9/5; 9/5; 7/4; 7/4; ; 7/4; 7/4; 
Draw; 12/5; 5/2; 21/10; 23/10; 51/20; ; 23/10; ; 40/17; 11/5; 12/5; ; ; 21/10; 5/2; 23/10; 23/10; 23/10; 23/10; 40/17; 40/17; 23/10; 5/2; 9/4; 40/17; ; 9/4; 23/10; 
META; english/league-2/yeovil-v-cambridge; 2018-01-31 18:22:23 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/5; 6/4; 6/4; 79/50; ; 6/4; ; 13/8; 31/20; 6/4; ; ; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 16/11; 13/8; 6/4; 6/4; 6/4; 6/4; ; 7/5; 6/4; 
Cambridge; 7/4; 9/5; 9/5; 15/8; 39/20; ; 9/5; ; 8/5; 15/8; 7/4; ; ; 9/5; 15/8; 9/5; 7/4; 9/5; 7/4; 7/4; 8/5; 9/5; 9/5; 7/4; 24/13; ; 7/4; 7/4; 
Draw; 12/5; 23/10; 11/5; 11/5; 117/50; ; 11/5; ; 40/17; 11/5; 23/10; ; ; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 40/17; 23/10; 12/5; 9/4; 9/4; ; 9/4; 23/10; 
META; english/league-2/yeovil-v-cambridge; 2018-01-31 22:21:37 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/5; 6/4; 6/4; 79/50; ; 6/4; 6/4; 13/8; 31/20; 6/4; ; ; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 16/11; 13/8; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Cambridge; 7/4; 9/5; 9/5; 15/8; 39/20; ; 9/5; 7/4; 8/5; 15/8; 9/5; ; ; 9/5; 15/8; 9/5; 7/4; 9/5; 7/4; 7/4; 8/5; 9/5; 9/5; 7/4; 24/13; ; 7/4; 7/4; 
Draw; 12/5; 23/10; 11/5; 11/5; 117/50; ; 11/5; 23/10; 40/17; 11/5; 9/4; ; ; 21/10; 11/5; 9/4; 9/4; 9/4; 9/4; 40/17; 40/17; 23/10; 12/5; 9/4; 9/4; ; 9/4; 2; 
META; english/league-2/yeovil-v-cambridge; 2018-02-01 02:20:56 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/5; 6/4; 6/4; 79/50; ; 6/4; 6/4; 13/8; 31/20; ; ; ; 6/4; 6/4; 7/5; 6/4; 6/4; 16/11; 13/8; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 
Cambridge; 7/4; 9/5; 9/5; 15/8; 39/20; ; 9/5; 7/4; 8/5; 15/8; 9/5; ; ; 9/5; 15/8; 9/5; 9/5; 7/4; 7/4; 8/5; 9/5; 15/8; 7/4; 24/13; ; 7/4; 7/4; 
Draw; 12/5; 23/10; 11/5; 11/5; 117/50; ; 11/5; 23/10; 40/17; 11/5; 9/4; ; ; 21/10; 11/5; 9/4; 9/4; 9/4; 40/17; 40/17; 23/10; 23/10; 9/4; 9/4; ; 21/10; 19/10; 
META; english/league-2/yeovil-v-cambridge; 2018-02-01 10:21:04 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 29/20; 7/5; 6/4; 6/4; 79/50; ; 6/4; 6/4; 13/8; 31/20; ; ; ; 6/4; 6/4; 7/5; 6/4; 6/4; 16/11; 13/8; 6/4; 6/4; 6/4; 6/4; ; 7/5; ; 
Cambridge; 7/4; 9/5; 9/5; 15/8; 39/20; ; 9/5; 7/4; 8/5; 15/8; 9/5; ; ; 9/5; 15/8; 9/5; 9/5; 7/4; 7/4; 8/5; 9/5; 15/8; 7/4; 24/13; ; 7/4; 7/4; 
Draw; 12/5; 23/10; 11/5; 11/5; 117/50; ; 11/5; 23/10; 40/17; 11/5; 9/4; ; ; 21/10; 11/5; 9/4; 9/4; 9/4; 40/17; 40/17; 23/10; 23/10; 9/4; 9/4; ; 21/10; ; 
META; english/league-2/yeovil-v-cambridge; 2018-02-01 14:21:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 11/8; 7/5; 16/11; 6/4; 37/25; ; 7/5; 7/5; 17/11; 29/20; 29/20; ; ; 29/20; 7/5; ; 7/5; 6/4; 39/29; 17/11; 6/4; 29/20; 29/20; 16/11; ; 11/8; 7/5; 7/5
Cambridge; 15/8; 9/5; 2; 15/8; 52/25; ; 19/10; 15/8; 17/10; 2; 15/8; ; ; 37/20; 2; ; 37/19; 7/4; 19/10; 17/10; 15/8; 19/10; 39/20; 37/19; ; 15/8; 19/10; 2
Draw; 12/5; 23/10; 11/5; 11/5; 47/20; ; 11/5; 9/4; 40/17; 11/5; 9/4; ; ; 21/10; 11/5; 11/5; 9/4; 9/4; 40/17; 40/17; 9/4; 12/5; 23/10; 9/4; ; 21/10; 2; 23/10
META; english/league-2/yeovil-v-cambridge; 2018-02-01 18:21:00 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 6/4; 6/4; ; ; ; 11/8; 29/20; 7/5; ; ; 7/5; 6/4; ; 7/5; 6/4; 26/19; 11/8; 7/5; 29/20; 29/20; 16/11; ; 11/8; 11/8; 7/5
Cambridge; 15/8; 19/10; 2; 15/8; 43/20; ; ; ; 39/19; 21/10; 2; ; ; 2; 2; ; 2; 7/4; 23/12; 39/19; 2; 2; 21/10; 2; ; 19/10; 19/10; 21/10
Draw; 12/5; 23/10; 2; 11/5; 56/25; ; ; ; 28/13; 21/10; 11/5; ; ; 2; 21/10; 21/10; 28/13; 9/4; 23/10; 28/13; 85/40; 23/10; 11/5; 28/13; ; 21/10; 2; 11/5
META; english/league-2/yeovil-v-cambridge; 2018-02-01 22:20:57 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 6/4; 77/50; ; ; ; 11/8; 29/20; 29/20; ; ; 7/5; 6/4; ; 16/11; 16/11; 26/19; 11/8; 7/5; 29/20; 29/20; 16/11; ; 7/5; 7/5; 6/4
Cambridge; 15/8; 19/10; 2; 15/8; 103/50; ; ; ; 39/19; 21/10; 19/10; ; ; 2; 2; ; 19/10; 9/5; 23/12; 39/19; 2; 2; 21/10; 37/19; ; 19/10; 19/10; 2
Draw; 12/5; 23/10; 2; 11/5; 57/25; ; ; ; 28/13; 21/10; 11/5; ; ; 2; 21/10; 21/10; 28/13; 9/4; 23/10; 28/13; 85/40; 23/10; 11/5; 11/5; ; 2; 2; 9/4
META; english/league-2/yeovil-v-cambridge; 2018-02-02 02:20:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 7/5; 7/5; 16/11; 6/4; 77/50; ; ; ; 11/8; 29/20; 29/20; ; ; 7/5; 7/5; 7/5; 16/11; 16/11; 26/19; 11/8; 7/5; 29/20; 29/20; 16/11; ; 6/4; 7/5; 6/4
Cambridge; 15/8; 19/10; 2; 15/8; 103/50; ; ; ; 39/19; 21/10; 19/10; ; ; 2; 2; ; 19/10; 9/5; 23/12; 39/19; 2; 19/10; 21/10; 37/19; ; 19/10; 19/10; 2
Draw; 12/5; 23/10; 2; 11/5; 57/25; ; ; ; 28/13; 21/10; 11/5; ; ; 2; 11/5; 21/10; 28/13; 9/4; 23/10; 28/13; 85/40; 23/10; 11/5; 11/5; ; 2; 2; 9/4
META; english/league-2/yeovil-v-cambridge; 2018-02-02 10:21:03 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 6/4; 6/4; 16/11; 6/4; 77/50; ; ; ; 7/5; 29/20; 29/20; ; ; 7/5; 7/5; 7/5; 16/11; 16/11; 26/19; 7/5; 7/5; 29/20; 29/20; 16/11; ; 7/5; 7/5; 6/4
Cambridge; 21/10; 19/10; 2; 15/8; 101/50; ; ; ; 39/19; 21/10; 2; ; ; 2; 2; ; 37/19; 9/5; 23/12; 39/19; 2; 2; 21/10; 37/19; ; 19/10; 19/10; 2
Draw; 23/10; 11/5; 2; 11/5; 58/25; ; ; ; 21/10; 21/10; 21/10; ; ; 2; 11/5; 21/10; 28/13; 9/4; 23/10; 21/10; 85/40; 23/10; 11/5; 28/13; ; 2; 2; 9/4
META; english/league-2/yeovil-v-cambridge; 2018-02-02 14:21:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 31/20; 6/4; 17/11; 6/4; 163/100; ; ; ; 31/21; 31/20; 6/4; ; ; 29/20; 6/4; 6/4; 6/4; 16/11; 26/19; 31/21; 8/5; 31/20; 31/20; 17/11; ; 6/4; 6/4; 13/8
Cambridge; 2; 19/10; 28/15; 2; 93/50; ; ; ; 15/8; 15/8; 9/5; ; ; 19/10; 15/8; 9/5; 9/5; 9/5; 37/19; 15/8; 15/8; 19/10; 15/8; 24/13; ; 15/8; 19/10; 19/10
Draw; 23/10; 11/5; 21/10; 21/10; 119/50; ; ; ; 11/5; 21/10; 11/5; ; ; 41/20; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; 85/40; 23/10; 11/5; 11/5; ; 21/10; 11/5; 23/10
META; english/league-2/yeovil-v-cambridge; 2018-02-02 18:26:43 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 31/20; 6/4; 17/11; 13/8; 41/25; ; ; ; 31/21; 31/20; 6/4; ; ; 6/4; 6/4; 6/4; 17/11; 16/11; 13/9; 31/21; 8/5; 31/20; 31/20; 17/11; ; 6/4; ; 13/8
Cambridge; 2; 15/8; 28/15; 7/4; 93/50; ; ; ; 15/8; 15/8; 15/8; ; ; 15/8; 15/8; 9/5; 9/5; 9/5; 24/13; 15/8; 15/8; 19/10; 15/8; 24/13; ; 19/10; ; 15/8
Draw; 23/10; 9/4; 21/10; 21/10; 59/25; ; ; ; 11/5; 21/10; 11/5; ; ; 2; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; 85/40; 23/10; 11/5; 11/5; ; 11/5; ; 23/10
META; english/league-2/yeovil-v-cambridge; 2018-02-02 22:21:39 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 31/20; 6/4; 17/11; 13/8; 13/8; ; ; ; 31/21; 31/20; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; 13/9; 31/21; 8/5; 8/5; 31/20; 17/11; ; 6/4; 6/4; 8/5
Cambridge; 2; 15/8; 28/15; 7/4; 93/50; ; ; ; 15/8; 15/8; 9/5; ; 15/8; 15/8; 15/8; 9/5; 9/5; 9/5; 24/13; 15/8; 15/8; 19/10; 15/8; 24/13; ; 15/8; 19/10; 19/10
Draw; 23/10; 9/4; 21/10; 21/10; 119/50; ; ; ; 11/5; 21/10; ; ; 21/10; 2; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; 85/40; 23/10; 11/5; 11/5; ; 11/5; 9/4; 23/10
META; english/league-2/yeovil-v-cambridge; 2018-02-03 02:21:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Yeovil; 31/20; 6/4; 17/11; 13/8; 13/8; ; ; ; 31/21; 31/20; ; ; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; 13/9; 31/21; 8/5; 31/20; 31/20; 17/11; ; 6/4; 6/4; 8/5
Cambridge; 2; 15/8; 28/15; 7/4; 47/25; ; ; ; 15/8; 15/8; 15/8; ; 15/8; 15/8; 15/8; 9/5; 9/5; 9/5; 24/13; 15/8; 15/8; 19/10; 15/8; 24/13; ; 15/8; 19/10; 19/10
Draw; 23/10; 9/4; 21/10; 21/10; 59/25; ; ; ; 11/5; 21/10; ; ; 21/10; 2; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; 85/40; 23/10; 11/5; 11/5; ; 11/5; 9/4; 23/10
META; english/league-2/yeovil-v-cambridge; 2018-02-03 10:21:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
