META; english/league-2/port-vale-v-cheltenham; 2017-10-08 02:23:00 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Port Vale; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-08 10:23:40 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Port Vale; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-08 14:24:00 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/4; 11/8; ; ; ; ; 8/5; 13/8; ; ; ; ; ; ; ; ; ; 17/10; ; ; ; ; 7/4; 33/20; ; 20/21; ; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-09 02:22:39 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 6/4; 8/5; 8/5; 6/4; ; 8/5; 6/4; 8/5; 31/20; 13/8; ; 13/10; 13/8; 6/4; 8/5; ; 6/4; 83/50; 6/4; 8/5; 8/5; 8/5; 6/4; ; 6/4; ; 
Port Vale; 17/10; 17/10; 17/10; 17/10; 17/10; ; 17/10; 17/10; 8/5; 17/10; 13/8; ; 2; 9/5; 17/10; 17/10; ; 28/17; 181/100; 17/11; 8/5; 7/4; 17/10; 17/10; ; 17/10; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 12/5; ; 23/10; 23/10; 40/17; 11/5; 23/10; ; 11/5; 5/2; 12/5; 23/10; ; 23/10; 12/5; 11/5; 40/17; 23/10; 12/5; 23/10; ; 9/4; ; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-09 10:22:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 6/4; 8/5; 8/5; 6/4; 29/20; 8/5; 6/4; 8/5; 31/20; 31/20; ; 13/10; 13/8; 6/4; 6/4; 6/4; 6/4; 83/50; 6/4; 8/5; 8/5; 8/5; 6/4; ; 6/4; ; 
Port Vale; 17/10; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 8/5; 17/10; 17/10; ; 2; 9/5; 17/10; 7/4; 17/10; 28/17; 181/100; 17/11; 8/5; 7/4; 17/10; 17/10; ; 17/10; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 40/17; 11/5; 23/10; ; 11/5; 5/2; 12/5; 23/10; 23/10; 23/10; 12/5; 11/5; 40/17; 23/10; 12/5; 23/10; ; 9/4; ; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-09 14:23:01 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 8/5; 8/5; 8/5; 8/5; 29/20; 8/5; 6/4; 8/5; 31/20; 31/20; 31/20; 13/10; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 8/5; 8/5; 8/5; 6/4; ; 6/4; 6/4; 
Port Vale; 17/10; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 8/5; 17/10; 17/10; 33/20; 2; 7/4; 17/10; 17/10; 17/10; 28/17; 179/100; 17/11; 8/5; 7/4; 7/4; 17/10; ; 17/10; 7/4; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 12/5; 12/5; 23/10; 23/10; 23/10; 127/50; 11/5; 40/17; 23/10; 23/10; 23/10; ; 21/10; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-09 18:23:44 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 8/5; 8/5; 8/5; 8/5; 29/20; 8/5; 6/4; 8/5; 31/20; 31/20; 31/20; 13/10; 8/5; 6/4; 8/5; 6/4; 6/4; 8/5; 6/4; 8/5; 8/5; 8/5; 6/4; ; 6/4; 6/4; 
Port Vale; 17/10; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 8/5; 17/10; 17/10; 33/20; 2; 7/4; 17/10; 17/10; 17/10; 28/17; 179/100; 17/11; 8/5; 7/4; 7/4; 17/10; ; 17/10; 7/4; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 12/5; 12/5; 23/10; 23/10; 23/10; 127/50; 11/5; 40/17; 23/10; 23/10; 23/10; ; 11/5; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-09 22:23:17 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 8/5; 17/11; 8/5; 8/5; 29/20; 8/5; 6/4; 8/5; 31/20; 31/20; 31/20; 13/10; 8/5; 6/4; 8/5; 6/4; 17/11; 8/5; 6/4; 8/5; 8/5; 8/5; 6/4; ; 6/4; 6/4; 
Port Vale; 17/10; 17/10; 17/10; 17/10; 17/10; 13/8; 17/10; 17/10; 8/5; 17/10; 17/10; 33/20; 2; 7/4; 17/10; 17/10; 17/10; 17/10; 179/100; 17/11; 8/5; 7/4; 7/4; 17/10; ; 17/10; 7/4; 
Draw; 23/10; 23/10; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 40/17; 11/5; 23/10; 11/5; 11/5; 12/5; 12/5; 23/10; 23/10; 11/5; 127/50; 11/5; 40/17; 23/10; 23/10; 23/10; ; 11/5; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-10 02:22:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 8/5; 6/4; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 13/10; 8/5; 6/4; 6/4; 6/4; 6/4; 159/100; 6/4; 6/4; 8/5; 31/20; 6/4; ; 6/4; 6/4; 
Port Vale; 17/10; 17/10; 7/4; 17/10; 17/10; 13/8; 17/10; 17/10; 28/17; 7/4; 7/4; 17/10; 2; 7/4; 17/10; 17/10; 17/10; 28/17; 9/5; 17/11; 28/17; 7/4; 7/4; 17/10; ; 17/10; 7/4; 
Draw; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 27/11; 11/5; 12/5; 11/5; 11/5; 12/5; 12/5; 12/5; 23/10; 23/10; 127/50; 11/5; 27/11; 23/10; 12/5; 23/10; ; 11/5; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-10 10:22:58 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 6/4; 6/4; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 13/10; 8/5; 6/4; 6/4; 6/4; 6/4; 159/100; 6/4; 6/4; 8/5; 6/4; ; ; 6/4; 6/4; 
Port Vale; 17/10; 9/5; 7/4; 17/10; 17/10; 13/8; 7/4; 17/10; 28/17; 7/4; 7/4; 17/10; 2; 7/4; 17/10; 7/4; 17/10; 28/17; 9/5; 17/11; 28/17; 7/4; 9/5; ; ; 17/10; 7/4; 
Draw; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 27/11; 11/5; 12/5; 11/5; 11/5; 12/5; 12/5; 23/10; 23/10; 23/10; 127/50; 11/5; 27/11; 23/10; 12/5; ; ; 11/5; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-10 14:23:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 31/20; 6/4; 6/4; 8/5; 6/4; 29/20; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 13/10; 8/5; 6/4; 6/4; 6/4; 6/4; 159/100; 6/4; 6/4; 8/5; 6/4; 6/4; ; 6/4; 6/4; 
Port Vale; 17/10; 9/5; 7/4; 17/10; 17/10; 13/8; 7/4; 17/10; 28/17; 7/4; 7/4; 17/10; 2; 7/4; 17/10; 7/4; 17/10; 28/17; 9/5; 17/11; 28/17; 7/4; 9/5; 17/10; ; 17/10; 7/4; 
Draw; 23/10; 23/10; 9/4; 23/10; 12/5; 11/5; 23/10; 23/10; 27/11; 11/5; 12/5; 11/5; 11/5; 12/5; 12/5; 23/10; 23/10; 23/10; 127/50; 11/5; 27/11; 23/10; 12/5; 23/10; ; 11/5; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-10 18:22:52 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 6/4; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 13/10; 31/20; 6/4; 7/5; 6/4; 16/11; 38/25; 25/19; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 
Port Vale; 15/8; 7/4; 28/15; 15/8; 15/8; 13/8; 9/5; 9/5; 28/17; 15/8; 15/8; 7/4; 2; 15/8; 17/10; 15/8; 17/10; 9/5; 189/100; 32/19; 28/17; 9/5; 15/8; 7/4; ; 7/4; 9/5; 
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 12/5; 23/10; 23/10; 40/17; 127/50; 12/5; 27/11; 23/10; 12/5; 23/10; ; 11/5; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-10 22:23:16 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 6/4; 13/10; 31/20; 6/4; 7/5; 6/4; 16/11; 38/25; 25/19; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 
Port Vale; 15/8; 19/10; 28/15; 15/8; 15/8; 13/8; 9/5; 9/5; 28/17; 15/8; 15/8; 7/4; 2; 15/8; 17/10; 15/8; 17/10; 9/5; 189/100; 32/19; 28/17; 9/5; 15/8; 7/4; ; 7/4; 9/5; 
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 12/5; 23/10; 23/10; 40/17; 127/50; 12/5; 27/11; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-11 02:22:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 29/20; 13/10; 31/20; 6/4; 7/5; 6/4; 16/11; 38/25; 25/19; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 
Port Vale; 15/8; 19/10; 28/15; 15/8; 15/8; 13/8; 9/5; 9/5; 28/17; 15/8; 15/8; 7/4; 2; 15/8; 17/10; 15/8; 17/10; 9/5; 189/100; 32/19; 28/17; 9/5; 15/8; 7/4; ; 7/4; 9/5; 
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 12/5; 23/10; 23/10; 40/17; 127/50; 12/5; 27/11; 23/10; 12/5; 23/10; ; 9/4; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-11 10:23:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 29/20; 13/10; 31/20; 7/5; 7/5; 6/4; 16/11; 151/100; 25/19; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 
Port Vale; 15/8; 19/10; 28/15; 15/8; 15/8; 13/8; 9/5; 9/5; 28/17; 15/8; 15/8; 9/5; 2; 15/8; 9/5; 15/8; 17/10; 9/5; 189/100; 32/19; 28/17; 9/5; 15/8; 7/4; ; 7/4; 9/5; 
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 51/20; 12/5; 27/11; 23/10; 12/5; 23/10; ; 21/10; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-11 14:24:51 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 29/20; 13/10; 31/20; 7/5; 7/5; 6/4; 16/11; 151/100; 25/19; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 
Port Vale; 15/8; 19/10; 28/15; 15/8; 15/8; 13/8; 9/5; 9/5; 28/17; 15/8; 15/8; 9/5; 2; 15/8; 9/5; 15/8; 17/10; 9/5; 189/100; 32/19; 28/17; 9/5; 15/8; 7/4; ; 7/4; 9/5; 
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 51/20; 12/5; 27/11; 23/10; 12/5; 23/10; ; 21/10; 21/10; 
META; english/league-2/port-vale-v-cheltenham; 2017-10-11 18:22:37 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 29/20; 13/10; 31/20; ; 7/5; 6/4; 16/11; 151/100; 25/18; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 6/4
Port Vale; 15/8; 19/10; 28/15; 15/8; 15/8; 13/8; 15/8; 9/5; 28/17; 15/8; 15/8; 9/5; 2; 15/8; ; 15/8; 17/10; 9/5; 189/100; 16/9; 28/17; 9/5; 15/8; 7/4; ; 7/4; 9/5; 9/5
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; ; 23/10; 23/10; 40/17; 51/20; 12/5; 27/11; 23/10; 12/5; 23/10; ; 21/10; 21/10; 23/10
META; english/league-2/port-vale-v-cheltenham; 2017-10-11 22:23:32 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 29/20; 13/10; 31/20; 7/5; 7/5; 6/4; 16/11; 151/100; 25/18; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 6/4
Port Vale; 15/8; 19/10; 28/15; 15/8; 15/8; 13/8; 15/8; 9/5; 28/17; 15/8; 15/8; 9/5; 2; 15/8; 9/5; 15/8; 17/10; 9/5; 189/100; 16/9; 28/17; 9/5; 15/8; 7/4; ; 7/4; 7/4; 9/5
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 51/20; 12/5; 27/11; 23/10; 12/5; 23/10; ; 21/10; 11/5; 23/10
META; english/league-2/port-vale-v-cheltenham; 2017-10-12 02:24:01 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 16/11; 29/20; 29/20; 29/20; 6/4; 6/4; 6/4; 29/20; 6/4; 29/20; 13/10; 31/20; 7/5; 7/5; 6/4; 16/11; 38/25; 25/18; 6/4; 6/4; 29/20; 6/4; ; 7/5; 7/5; 6/4
Port Vale; 15/8; 19/10; 28/15; 15/8; 15/8; 13/8; 15/8; 9/5; 28/17; 15/8; 15/8; 9/5; 2; 15/8; 9/5; 15/8; 17/10; 9/5; 189/100; 16/9; 28/17; 9/5; 15/8; 7/4; ; 7/4; 9/5; 9/5
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 5/2; 23/10; 23/10; 40/17; 127/50; 12/5; 27/11; 23/10; 12/5; 23/10; ; 21/10; 11/5; 23/10
META; english/league-2/port-vale-v-cheltenham; 2017-10-12 14:23:48 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 7/5; 6/4; 29/20; 6/4; 29/20; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; 13/10; 31/20; 6/4; 6/4; 6/4; 6/4; 159/100; 25/18; 6/4; 6/4; 6/4; 6/4; 6/4; ; 7/5; 7/5; 8/5
Port Vale; 15/8; 19/10; 9/5; 15/8; 9/5; 13/8; 9/5; 9/5; 28/17; 9/5; 9/5; 7/4; 2; 15/8; 17/10; 9/5; 17/10; 17/10; 179/100; 16/9; 28/17; 9/5; 9/5; 7/4; 7/4; ; 7/4; 7/4; 9/5
Draw; 23/10; 12/5; 9/4; 23/10; 23/10; 11/5; 23/10; 23/10; 27/11; 9/4; 9/4; 11/5; 11/5; 23/10; 12/5; 23/10; 23/10; 40/17; 64/25; 12/5; 27/11; 23/10; 12/5; 23/10; 12/5; ; 23/10; 11/5; 5/2
META; english/league-2/port-vale-v-cheltenham; 2017-10-12 18:23:08 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 6/4; 17/11; 8/5; 6/4; 29/20; 8/5; 7/5; 6/4; 31/20; 31/20; 6/4; 13/10; 6/4; 6/4; 6/4; 6/4; 6/4; 159/100; 6/4; 6/4; 6/4; 31/20; 6/4; 17/11; ; 7/5; 7/5; 8/5
Port Vale; 15/8; 9/5; 7/4; 17/10; 7/4; 13/8; 7/4; 7/4; 28/17; 7/4; 7/4; 17/10; 2; 9/5; 17/10; 7/4; 17/10; 17/10; 179/100; 17/10; 28/17; 9/5; 7/4; 7/4; 17/10; ; 7/4; 7/4; 9/5
Draw; 23/10; 12/5; 9/4; 23/10; 12/5; 11/5; 23/10; 12/5; 27/11; 9/4; 23/10; 11/5; 11/5; 5/2; 12/5; 12/5; 23/10; 40/17; 64/25; 23/10; 27/11; 23/10; 12/5; 23/10; 12/5; ; 21/10; 11/5; 5/2
META; english/league-2/port-vale-v-cheltenham; 2017-10-12 22:23:53 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 6/4; 17/11; 8/5; 6/4; 29/20; 8/5; 7/5; 6/4; 31/20; 31/20; 6/4; 13/10; 6/4; 6/4; 6/4; 6/4; 6/4; 79/50; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 6/4
Port Vale; 15/8; 7/4; 7/4; 17/10; 7/4; 13/8; 7/4; 7/4; 28/17; 7/4; 7/4; 17/10; 2; 9/5; 17/10; 7/4; 17/10; 17/10; 179/100; 17/10; 28/17; 9/5; 7/4; 7/4; 7/4; ; 7/4; 7/4; 9/5
Draw; 23/10; 12/5; 9/4; 23/10; 12/5; 11/5; 23/10; 12/5; 27/11; 9/4; 23/10; 11/5; 11/5; 5/2; 12/5; 12/5; 23/10; 12/5; 129/50; 23/10; 27/11; 23/10; 12/5; 23/10; 12/5; ; 23/10; 11/5; 5/2
META; english/league-2/port-vale-v-cheltenham; 2017-10-13 02:23:23 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 7/5; 6/4; 17/11; 8/5; 6/4; 29/20; 8/5; 7/5; 6/4; 31/20; 31/20; 6/4; 13/10; 6/4; 6/4; 6/4; 6/4; 6/4; 79/50; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; ; 7/5; 7/5; 6/4
Port Vale; 15/8; 7/4; 7/4; 17/10; 7/4; 13/8; 7/4; 7/4; 28/17; 7/4; 7/4; 17/10; 2; 9/5; 17/10; 7/4; 17/10; 17/10; 179/100; 17/10; 28/17; 9/5; 7/4; 7/4; 7/4; ; 7/4; 7/4; 9/5
Draw; 23/10; 12/5; 9/4; 23/10; 12/5; 11/5; 12/5; 12/5; 27/11; 9/4; 23/10; 11/5; 11/5; 5/2; 12/5; 12/5; 23/10; 12/5; 129/50; 23/10; 27/11; 23/10; 12/5; 23/10; 12/5; ; 23/10; 11/5; 5/2
META; english/league-2/port-vale-v-cheltenham; 2017-10-13 10:24:41 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 6/4; 6/4; 17/11; 8/5; 6/4; 29/20; 8/5; 7/5; 6/4; 31/20; 6/4; 6/4; 13/10; 6/4; 6/4; 6/4; 6/4; 6/4; 79/50; 6/4; 6/4; 6/4; 31/20; 6/4; 6/4; ; 6/4; 7/5; 6/4
Port Vale; 2; 7/4; 7/4; 17/10; 7/4; 13/8; 7/4; 7/4; 28/17; 7/4; 17/10; 17/10; 2; 9/5; 17/10; 7/4; 17/10; 17/10; 179/100; 17/10; 28/17; 9/5; 7/4; 7/4; 7/4; ; 9/5; 7/4; 9/5
Draw; 12/5; 12/5; 9/4; 23/10; 12/5; 11/5; 23/10; 12/5; 27/11; 9/4; 12/5; 11/5; 11/5; 5/2; 12/5; 12/5; 23/10; 40/17; 129/50; 23/10; 27/11; 23/10; 12/5; 23/10; 12/5; ; 23/10; 11/5; 23/10
META; english/league-2/port-vale-v-cheltenham; 2017-10-13 14:25:47 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 6/4; 6/4; 17/11; 6/4; 6/4; 29/20; 8/5; 7/5; 6/4; 31/20; 6/4; 6/4; 13/10; 31/20; 6/4; 6/4; 6/4; 6/4; 79/50; 6/4; 6/4; 6/4; 8/5; 6/4; 17/11; ; 6/4; 7/5; 6/4
Port Vale; 2; 7/4; 7/4; 7/4; 7/4; 13/8; 7/4; 9/5; 28/17; 7/4; 17/10; 17/10; 2; 19/10; 17/10; 7/4; 17/10; 17/10; 179/100; 17/10; 28/17; 9/5; 9/5; 7/4; 17/10; ; 7/4; 7/4; 9/5
Draw; 12/5; 12/5; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 27/11; 9/4; 12/5; 11/5; 11/5; 5/2; 12/5; 12/5; 23/10; 40/17; 129/50; 23/10; 27/11; 23/10; 12/5; 23/10; 12/5; ; 23/10; 11/5; 5/2
META; english/league-2/port-vale-v-cheltenham; 2017-10-13 18:23:33 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 6/4; 6/4; 6/4; 6/4; 29/20; 29/20; 8/5; 7/5; 6/4; 6/4; 6/4; 29/20; 13/10; 31/20; 6/4; 6/4; 6/4; 6/4; 79/50; 17/11; 6/4; 6/4; 31/20; 31/20; 6/4; ; 7/5; 7/5; 7/5
Port Vale; 2; 7/4; 9/5; 7/4; 9/5; 13/8; 7/4; 9/5; 28/17; 15/8; 9/5; 7/4; 2; 19/10; 17/10; 9/5; 17/10; 17/10; 179/100; 28/17; 28/17; 9/5; 15/8; 9/5; 7/4; ; 9/5; 7/4; 15/8
Draw; 12/5; 12/5; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 27/11; 9/4; 23/10; 11/5; 11/5; 5/2; 12/5; 23/10; 23/10; 40/17; 129/50; 23/10; 27/11; 23/10; 12/5; 23/10; 12/5; ; 23/10; 11/5; 5/2
META; english/league-2/port-vale-v-cheltenham; 2017-10-13 22:24:38 GMT+3; 2017-10-14 15:00; Nothing; Xlenovo
Cheltenham; 6/4; 6/4; 6/4; 6/4; 29/20; 29/20; 6/4; 7/5; 6/4; 6/4; 6/4; 29/20; 13/10; 31/20; 6/4; 7/5; 6/4; 7/5; 6/4; 17/11; 6/4; 6/4; 31/20; 6/4; 16/11; ; 7/5; 7/5; 7/5
Port Vale; 2; 9/5; 9/5; 7/4; 9/5; 13/8; 9/5; 9/5; 28/17; 15/8; 9/5; 7/4; 2; 19/10; 17/10; 9/5; 17/10; 9/5; 189/100; 28/17; 28/17; 9/5; 15/8; 9/5; 9/5; ; 9/5; 9/5; 15/8
