META; english/premier-league/huddersfield-v-swansea; 2018-02-25 18:16:18 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Draw; 11/5; 11/5; ; 2; 107/50; 21/10; 21/10; 21/10; 39/19; ; 11/5; 2; ; 41/20; 21/10; 21/10; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; ; 19/10; ; 
Swansea; 15/8; 2; ; 21/10; 117/50; 21/10; 21/10; 21/10; 21/10; ; 21/10; 21/10; ; 2; 11/5; 2; 2; 37/19; 57/29; 21/10; 11/5; ; 39/19; ; 19/10; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-02-27 14:16:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; ; 29/20; 38/25; 29/20; 6/4; 7/5; 16/11; ; 6/4; 6/4; ; 31/20; 7/5; 7/5; 16/11; 6/4; 11/8; 16/11; 6/4; ; 16/11; ; 7/5; ; 
Draw; 11/5; 11/5; ; 2; 107/50; 21/10; 21/10; 21/10; 39/19; ; 11/5; 2; ; 41/20; 21/10; 21/10; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; ; 19/10; ; 
Swansea; 15/8; 2; ; 21/10; 117/50; 21/10; 21/10; 21/10; 21/10; ; 21/10; 21/10; ; 2; 11/5; 2; 2; 37/19; 23/12; 21/10; 11/5; ; 39/19; ; 19/10; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-02-27 18:16:17 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 16/11; 29/20; 38/25; 29/20; 6/4; 7/5; 16/11; 29/20; 6/4; 6/4; ; 31/20; 7/5; 7/5; 16/11; 6/4; 11/8; 16/11; 6/4; ; 16/11; ; 7/5; ; 
Draw; 11/5; 11/5; 2; 2; 107/50; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; ; 41/20; 21/10; 21/10; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; ; 19/10; ; 
Swansea; 15/8; 2; 21/10; 21/10; 117/50; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 21/10; ; 2; 11/5; 2; 2; 37/19; 23/12; 21/10; 11/5; ; 39/19; ; 19/10; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-02 17:39:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 6/4; 29/20; 31/20; 29/20; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 31/20; 7/5; 7/5; 16/11; 16/11; 11/8; 16/11; 6/4; 6/4; 6/4
Swansea; 15/8; 2; 21/10; 56/25; 21/10; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 41/20; 11/5; 2; 37/19; 2; 23/12; 21/10; 11/5; 2; 19/10; 
Draw; 11/5; 11/5; 2; 109/50; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 23/10; 41/20; 21/10; 21/10; 21/10; 11/5; 28/13; 39/19; 21/10; 21/10; 19/10; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-02 22:16:41 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 6/4; 29/20; 31/20; 29/20; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 31/20; 7/5; 7/5; 16/11; 16/11; 11/8; 16/11; 6/4; 6/4; 6/4
Swansea; 15/8; 2; 21/10; 56/25; 21/10; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 41/20; 11/5; 2; 37/19; 2; 23/12; 21/10; 11/5; 2; 19/10; 
Draw; 11/5; 11/5; 2; 109/0; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 23/10; 41/20; 21/10; 21/10; 21/10; 11/5; 28/13; 39/19; 21/10; 21/10; 19/10; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-03 02:16:38 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 6/4; 29/20; 31/20; 29/20; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 31/20; 7/5; 7/5; 16/11; 16/11; 11/8; 16/11; 6/4; 6/4; 6/4
Swansea; 15/8; 2; 21/10; 56/25; 21/10; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 41/20; 11/5; 2; 37/19; 2; 23/12; 21/10; 11/5; 2; 19/10; 
Draw; 11/5; 11/5; 2; 109/0; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 23/10; 41/20; 21/10; 21/10; 21/10; 11/5; 28/13; 39/19; 21/10; 21/10; 19/10; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-03 10:16:46 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 6/4; 29/20; 31/20; 29/20; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 31/20; 7/5; 7/5; 16/11; 16/11; 11/8; 16/11; 6/4; 6/4; 6/4
Swansea; 15/8; 2; 21/10; 56/25; 21/10; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 41/20; 11/5; 2; 37/19; 2; 23/12; 21/10; 11/5; 2; 19/10; 
Draw; 11/5; 11/5; 2; 109/0; 11/5; 21/10; 21/10; 39/19; 2; 11/5; 2; 23/10; 41/20; 21/10; 21/10; 21/10; 21/10; 28/13; 39/19; 21/10; 21/10; 2; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-03 14:16:40 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 6/4; 29/20; 31/20; 6/4; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 6/4; 31/20; 7/5; 7/5; 6/4; 16/11; 11/8; 16/11; 6/4; 6/4
Swansea; 15/8; 2; 21/10; 56/25; 21/10; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 41/20; 11/5; 2; 24/13; 2; 23/12; 21/10; 11/5; 24/13; 
Draw; 11/5; 11/5; 2; 109/0; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 23/10; 41/20; 21/10; 21/10; 11/5; 21/10; 28/13; 39/19; 21/10; 9/4; 19/10
META; english/premier-league/huddersfield-v-swansea; 2018-03-03 18:16:37 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 6/4; 29/20; 79/50; 6/4; 6/4; 7/5; 16/11; 29/20; 6/4; 29/20; 7/5; 13/8; 7/5; 6/4; 17/11; 16/11; 16/11; 6/4; 6/4; 17/11; 7/5
Swansea; 15/8; 2; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 2; 21/10; 21/10; 2; 19/10; 11/5; 2; 9/5; 2; 21/10; 11/5; 2; 24/13; ; 
Draw; 11/5; 11/5; 2; 109/0; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 9/4; 41/20; 21/10; 21/10; 28/13; 21/10; 39/19; 21/10; 21/10; 11/5; 19/10; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-03 22:16:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 31/20; 3/2; 6/4; 29/20; 13/8; 31/20; 6/4; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; 17/10; 8/5; 6/4; 8/5; 16/11; 15/11; 16/11; 13/8; 6/4; 7/5
Swansea; 9/5; 2; 21/10; 43/20; 19/10; 2; 21/10; 21/10; 2; 21/10; 2; 37/20; 2; 7/4; 2; 19/10; 21/10; 21/10; 2; 9/5; 19/10; ; 
Draw; 11/5; 21/10; 2; 54/25; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 9/4; 41/20; 2; 21/10; 28/13; 21/10; 11/5; 39/19; 21/10; 11/5; 2; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-04 02:16:14 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 31/20; 3/2; 6/4; 29/20; 13/8; 31/20; 6/4; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; 17/10; 8/5; 6/4; 17/11; 16/11; 15/11; 16/11; 13/8; 6/4; 17/11; 6/4
Swansea; 9/5; 2; 21/10; 43/20; 19/10; 2; 21/10; 21/10; 2; 21/10; 2; 37/20; 2; 19/10; 2; 19/10; 21/10; 21/10; 2; 19/10; 19/10; ; ; 
Draw; 11/5; 21/10; 2; 54/25; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 9/4; 41/20; 2; 21/10; 21/10; 21/10; 11/5; 39/19; 21/10; 21/10; 2; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-04 10:16:13 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 31/20; 6/4; 6/4; 29/20; 13/8; 31/20; 8/5; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; 17/10; 8/5; 6/4; 17/11; 16/11; 15/11; 16/11; 13/8; 6/4; 17/11; 13/8
Swansea; 9/5; 19/10; 2; 21/10; 43/20; 19/10; 2; 21/10; 21/10; 2; 21/10; 2; 37/20; 2; 19/10; 2; 19/10; 21/10; 21/10; 2; 19/10; 19/10; ; 
Draw; 11/5; 21/10; 2; 54/25; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 9/4; 41/20; 2; 21/10; 21/10; 21/10; 11/5; 39/19; 21/10; 21/10; 2; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-04 14:16:15 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 31/20; 6/4; 6/4; 29/20; 13/8; 31/20; 8/5; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; 17/10; 8/5; 7/5; 8/5; 16/11; 15/11; 16/11; 13/8; 6/4; 8/5; 13/8
Swansea; 9/5; 2; 21/10; 43/20; 19/10; 2; 21/10; 21/10; 2; 21/10; 2; 37/20; 2; 19/10; 7/4; 2; 19/10; 21/10; 21/10; 2; 9/5; 19/10; ; 
Draw; 11/5; 2; 2; 54/25; 21/10; 21/10; 21/10; 39/19; 2; 11/5; 2; 11/5; 41/20; 2; 28/13; 21/10; 11/5; 39/19; 21/10; 11/5; 2; ; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-04 18:16:10 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 31/20; 6/4; 6/4; 29/20; 13/8; 31/20; 8/5; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; 17/10; 8/5; 7/5; 17/11; 16/11; 15/11; 16/11; 13/8; 6/4; 17/11; 6/4
Swansea; 9/5; 2; 21/10; 43/20; 19/10; 2; 21/10; 21/10; 2; 2; 37/20; 2; 19/10; 2; 19/10; 21/10; 21/10; 2; 19/10; 19/10; ; ; ; 
Draw; 11/5; 2; 2; 54/25; 21/10; 21/10; 21/10; 39/19; 2; 2; 11/5; 41/20; 2; 21/10; 21/10; 11/5; 39/19; 21/10; 21/10; 2; ; ; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-04 22:16:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 6/4; 29/20; 29/20; 8/5; 31/20; 6/4; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 16/11; 17/11; 11/8; 6/4; 31/20; 29/20; 16/11; 7/5; 7/5
Swansea; 15/8; 19/10; 2; 21/10; 109/0; 21/10; 21/10; 21/10; 2; 2; 21/10; 2; 41/20; 11/5; 19/10; 2; 37/19; 2; 11/5; 2; 39/19; 2; 11/5; ; 
Draw; 11/5; 11/5; 2; 54/25; 2; 21/10; 21/10; 39/19; 2; 2; 9/4; 41/20; 21/10; 2; 21/10; 21/10; 21/10; 39/19; 21/10; 21/10; 21/10; 2; 21/10; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-05 02:16:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 6/4; 29/20; 29/20; 8/5; 31/20; 6/4; 7/5; 6/4; 29/20; 6/4; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5; 17/11; 11/8; 6/4; 31/20; 29/20; 16/11; 6/4; 7/5
Swansea; 15/8; 19/10; 21/10; 21/10; 109/0; 21/10; 21/10; 21/10; 2; 2; 21/10; 2; 21/10; 11/5; 19/10; 39/19; 2; 37/19; 2; 11/5; 2; 21/10; 2; 11/5; 
Draw; 11/5; 11/5; 2; 54/25; 2; 21/10; 21/10; 39/19; 2; 2; 11/5; 41/20; 21/10; 2; 39/19; 21/10; 21/10; 39/19; 21/10; 21/10; 21/10; 2; 21/10; ; 
META; english/premier-league/huddersfield-v-swansea; 2018-03-05 10:16:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 8/5; 31/20; 6/4; 7/5; 6/4; 7/5; 6/4; 7/5; 6/4; 29/20; 7/5; 7/5; 16/11; 17/11; 17/12; 6/4; 6/4; 29/20; 16/11; 7/5
Draw; 11/5; 21/10; 2; 54/25; 2; 21/10; 21/10; 39/19; 2; 2; 21/10; 41/20; 21/10; 2; 39/19; 21/10; 28/13; 39/19; 21/10; 21/10; 39/19; 2; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 109/0; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 21/10; 43/20; 11/5; 2; 39/19; 2; 11/5; 2; 9/4; 2; 39/19; 2
META; english/premier-league/huddersfield-v-swansea; 2018-03-05 14:16:04 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 31/20; 29/20; 6/4; 7/5; 6/4; 7/5; 6/4; 7/5; 6/4; 29/20; 7/5; 7/5; 16/11; 17/11; 17/12; 6/4; 6/4; 29/20; 16/11; 7/5; 7/5
Draw; 11/5; 21/10; 2; 109/0; 21/10; 21/10; 21/10; 39/19; 2; 2; 21/10; 41/20; 21/10; 2; 39/19; 21/10; 28/13; 39/19; 21/10; 21/10; 39/19; 2; 21/10; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 56/25; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 11/5; 43/20; 11/5; 2; 39/19; 2; 11/5; 2; 9/4; 2; 39/19; 2; 21/10
META; english/premier-league/huddersfield-v-swansea; 2018-03-05 18:16:05 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 31/20; 29/20; 6/4; 7/5; 6/4; 29/20; 6/4; 7/5; 6/4; 29/20; 7/5; 7/5; 16/11; 6/4; 17/12; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 7/5
Draw; 11/5; 21/10; 2; 109/0; 21/10; 21/10; 21/10; 39/19; 2; 2; 21/10; 41/20; 21/10; 2; 21/10; 21/10; 28/13; 39/19; 21/10; 21/10; 21/10; 2; 21/10; 21/10; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 56/25; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 11/5; 43/20; 11/5; 2; 39/19; 21/10; 11/5; 21/10; 9/4; 2; 21/10; 2; 21/10; 21/10
META; english/premier-league/huddersfield-v-swansea; 2018-03-05 22:16:06 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 77/50; 29/20; 6/4; 7/5; 6/4; 7/5; 6/4; 7/5; 31/20; 29/20; 7/5; 7/5; 6/4; 6/4; 17/12; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 7/5
Draw; 11/5; 21/10; 2; 111/0; 21/10; 21/10; 21/10; 39/19; 2; 2; 41/20; 21/10; 2; 21/10; 21/10; 28/13; 39/19; 21/10; 21/10; 21/10; 2; 21/10; 21/10; ; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 111/0; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 2; 43/20; 11/5; 2; 39/19; 21/10; 11/5; 21/10; 9/4; 2; 39/19; 2; 21/10; 21/10
META; english/premier-league/huddersfield-v-swansea; 2018-03-06 02:16:01 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 77/50; 29/20; 6/4; 7/5; 6/4; 29/20; 6/4; 7/5; 31/20; 29/20; 7/5; 7/5; 16/11; 6/4; 17/12; 6/4; 6/4; 29/20; 16/11; 7/5; 7/5; 7/5
Draw; 11/5; 21/10; 2; 111/0; 21/10; 21/10; 21/10; 39/19; 2; 2; 41/20; 21/10; 2; 21/10; 21/10; 28/13; 39/19; 21/10; 21/10; 21/10; 2; 19/10; 21/10; ; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 111/0; 21/10; 21/10; 21/10; 21/10; 11/5; 2; 21/10; 2; 43/20; 11/5; 2; 21/10; 21/10; 11/5; 21/10; 9/4; 2; 21/10; 2; 19/10; 21/10
META; english/premier-league/huddersfield-v-swansea; 2018-03-06 10:16:00 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 5/4; 63/50; 23/20; 6/5; 10/11; 15/13; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 17/14; 15/13; 6/5; 6/5; 6/5; 6/5; 23/20; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 109/0; 21/10; 21/10; 23/10; 28/13; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 11/5; 2; 28/13; 21/10; 2; 21/10
Brighton; 13/5; 13/5; 13/5; 12/5; 72/25; 11/4; 13/5; 16/5; 27/10; 13/5; 11/4; 13/5; 5/2; 13/5; 13/5; 5/2; 45/17; 14/5; 45/17; 27/10; 14/5; 53/20; 27/10; 13/5; 5/2; 14/5
META; english/premier-league/huddersfield-v-swansea; 2018-03-06 14:16:02 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Everton; 11/10; 23/20; 23/20; 5/4; 63/50; 23/20; 6/5; 10/11; 15/13; 6/5; 11/10; 23/20; 6/5; 6/5; 6/5; 11/10; 15/13; 15/13; 22/19; 15/13; 6/5; 15/13; 6/5; 6/5; 6/5
Draw; 9/4; 21/10; 21/10; 21/10; 109/0; 21/10; 21/10; 23/10; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 2; 28/13; 21/10; 11/5; 21/10
Brighton; 13/5; 13/5; 13/5; 12/5; 72/25; 11/4; 11/4; 16/5; 27/10; 13/5; 11/4; 13/5; 5/2; 27/10; 13/5; 13/5; 27/10; 14/5; 11/4; 27/10; 53/20; 11/4; 27/10; 11/4; 14/5
META; english/premier-league/huddersfield-v-swansea; 2018-03-07 10:48:35 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 7/5; 29/20; 31/20; 29/20; 6/4; 13/10; 6/4; 29/20; 6/4; 7/5; 31/20; 29/20; 7/5; 7/5; 6/4; 6/4; 13/9; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4
Draw; 11/5; 21/10; 2; 54/25; 21/10; 21/10; 2; 39/19; 2; 2; 41/20; 21/10; 2; 21/10; 21/10; 28/13; 39/19; 21/10; 21/10; 21/10; 2; 19/10; 21/10; ; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 113/50; 21/10; 21/10; 15/8; 21/10; 21/10; 2; 21/10; 2; 11/5; 11/5; 2; 28/13; 21/10; 28/13; 21/10; 9/4; 2; 28/13; 21/10; 2; 11/5
META; english/premier-league/huddersfield-v-swansea; 2018-03-07 14:15:55 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 6/4; 7/5; 29/20; 29/20; 159/00; 29/20; 6/4; 13/10; 6/4; 29/20; 6/4; 7/5; 31/20; 29/20; 7/5; 7/5; 6/4; 6/4; 13/9; 6/4; 6/4; 29/20; 17/11; 7/5; 6/4; 6/4
Draw; 11/5; 21/10; 2; 85/40; 21/10; 2; 39/19; 2; 21/10; 2; 41/20; 21/10; 2; 39/19; 21/10; 28/13; 39/19; 21/10; 21/10; 21/10; 2; 21/10; 2; ; ; 
Swansea; 15/8; 21/10; 21/10; 21/10; 56/25; 21/10; 21/10; 15/8; 21/10; 21/10; 2; 21/10; 2; 11/5; 11/5; 2; 28/13; 21/10; 28/13; 21/10; 9/4; 2; 28/13; 21/10; 11/5; 21/10
META; english/premier-league/huddersfield-v-swansea; 2018-03-07 18:15:58 GMT+2; 2018-03-10 15:00; Nothing; Xlenovo
Huddersfield; 29/20; 7/5; 29/20; 29/20; 159/00; 29/20; 6/4; 13/10; 11/7; 29/20; 6/4; 7/5; 31/20; 29/20; 7/5; 7/5; 6/4; 6/4; 13/9; 17/11; 6/4; 29/20; 17/11; 6/4; 6/4; 6/4; 6/4
