META; english/league-2/blackpool-v-stevenage; 2017-03-11 22:22:16 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 21/20; 23/20; ; 21/20; 11/10; ; 11/10; 1; 11/10; ; 11/10; ; ; 21/20; ; 11/10; 21/20; ; ; 21/20; ; ; ; ; ; 20/21; ; 
Draw; 5/2; 23/10; 23/10; 12/5; 13/5; ; 13/5; 12/5; 13/5; 12/5; 5/2; 12/5; 51/20; 5/2; ; 13/5; 28/11; ; 13/5; 28/11; 13/5; ; 13/5; ; ; 23/10; ; 
Stevenage; 12/5; 11/5; 23/10; 21/10; 12/5; ; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; ; 12/5; 12/5; ; 12/5; 12/5; 67/25; ; 12/5; ; ; 2; ; 
META; english/league-2/blackpool-v-stevenage; 2017-03-12 18:21:04 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 21/20; 23/20; 11/10; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 11/10; 11/10; 21/20; ; 1; 21/20; 11/10; 21/20; 24/23; 21/20; ; 1; ; 
Draw; 5/2; 23/10; 23/10; 12/5; 13/5; 12/5; 13/5; 12/5; 13/5; 12/5; 5/2; 23/10; 51/20; 5/2; 12/5; 13/5; 28/11; ; 13/5; 28/11; 13/5; 12/5; 13/5; 5/2; ; 9/4; ; 
Stevenage; 12/5; 11/5; 23/10; 21/10; 12/5; 11/5; 5/2; 9/4; 5/2; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; ; 12/5; 12/5; 67/25; 28/13; 12/5; 12/5; ; 2; ; 
META; english/league-2/blackpool-v-stevenage; 2017-03-12 22:21:39 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 21/20; 23/20; 11/10; 23/20; 11/10; 1; 11/10; 1; 11/10; 11/10; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 11/10; ; 1; 11/10; 23/20; 21/20; 24/23; 11/10; ; 10/9; 10/9; 
Stevenage; 12/5; 11/5; 47/20; 12/5; 5/2; 11/5; 12/5; 9/4; 5/2; 12/5; 12/5; 13/5; 12/5; 5/2; 12/5; 12/5; 40/17; ; 12/5; 40/17; 49/20; 28/13; 12/5; 12/5; ; 23/10; 23/10; 
Draw; 5/2; 23/10; 9/4; 23/10; 5/2; 23/10; 13/5; 12/5; 5/2; 12/5; 5/2; 11/5; 5/2; 5/2; 12/5; 5/2; 27/11; ; 13/5; 27/11; 27/10; 12/5; 13/5; 12/5; ; 23/10; 23/10; 
META; english/league-2/blackpool-v-stevenage; 2017-03-13 02:22:10 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 21/20; 23/20; 11/10; 23/20; 11/10; 1; 11/10; 1; 11/10; 11/10; 11/10; 11/10; 21/20; 23/20; 23/20; 11/10; 11/10; ; 1; 11/10; 23/20; 21/20; 24/23; 11/10; ; 10/9; 10/9; 
Stevenage; 12/5; 23/10; 47/20; 12/5; 5/2; 11/5; 12/5; 9/4; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 23/10; 12/5; 12/5; ; 12/5; 12/5; 49/20; 28/13; 12/5; 12/5; ; 23/10; 23/10; 
Draw; 5/2; 12/5; 11/5; 23/10; 5/2; 23/10; 13/5; 12/5; 5/2; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 27/11; ; 13/5; 27/11; 27/10; 12/5; 13/5; 23/10; ; 23/10; 23/10; 
META; english/league-2/blackpool-v-stevenage; 2017-03-13 06:23:42 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 23/20; 23/20; 21/20; 23/20; 23/20; 1; 11/10; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 23/20; 23/20; 11/10; 11/10; ; 1; 11/10; 23/20; 21/20; 24/23; 11/10; ; 11/10; 21/20; 
Stevenage; 13/5; 23/10; 49/20; 12/5; 5/2; 11/5; 5/2; 9/4; 5/2; 5/2; 5/2; 5/2; 49/20; 13/5; 23/10; 5/2; 27/11; ; 12/5; 27/11; 49/20; 28/13; 12/5; 12/5; ; 12/5; 23/10; 
Draw; 5/2; 12/5; 9/4; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 23/10; 23/10; 49/20; 5/2; 12/5; 12/5; 12/5; ; 13/5; 12/5; 27/10; 12/5; 13/5; 23/10; ; 23/10; 23/10; 
META; english/league-2/blackpool-v-stevenage; 2017-03-13 10:20:38 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 23/20; 23/20; 21/20; 23/20; 11/10; 1; 11/10; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 23/20; 11/10; 11/10; 21/20; 11/10; 1; 21/20; 11/10; 13/12; 24/23; 21/20; ; 11/10; 21/20; 
Stevenage; 13/5; 23/10; 49/20; 12/5; 5/2; 23/10; 12/5; 9/4; 5/2; 13/5; 5/2; 5/2; 49/20; 13/5; 5/2; 12/5; 28/11; 23/10; 12/5; 28/11; 129/50; 23/10; 12/5; 5/2; ; 12/5; 23/10; 
Draw; 5/2; 12/5; 9/4; 23/10; 5/2; 23/10; 13/5; 12/5; 12/5; 23/10; 12/5; 23/10; 49/20; 5/2; 23/10; 5/2; 12/5; 12/5; 13/5; 12/5; 27/10; 5/2; 13/5; 23/10; ; 23/10; 23/10; 
META; english/league-2/blackpool-v-stevenage; 2017-03-13 14:22:36 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 23/20; 1; 21/20; 21/20; 19/20; 1; 1; 11/10; 1; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 11/10; 1; 1; 11/10; 11/10; 24/23; 21/20; ; 1; 1; 21/20
Draw; 13/5; 12/5; 9/4; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 23/10; 49/20; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 40/17; 12/5; ; 12/5; 23/10; 5/2
Stevenage; 27/10; 23/10; 13/5; 13/5; 11/4; 12/5; 27/10; 9/4; 13/5; 13/5; 13/5; 13/5; 53/20; 14/5; 5/2; 5/2; 13/5; 23/10; 13/5; 13/5; 67/25; 11/5; 13/5; 13/5; ; 13/5; 5/2; 11/4
META; english/league-2/blackpool-v-stevenage; 2017-03-13 18:23:55 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 11/10; 21/20; 21/20; 19/20; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 11/10; 1; 1; 11/10; 11/10; 24/23; 21/20; 24/23; ; 1; 1; 21/20
Draw; 13/5; 12/5; 49/20; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 23/10; 49/20; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 40/17; 12/5; 40/17; ; 5/2; 23/10; 5/2
Stevenage; 27/10; 13/5; 14/5; 13/5; 11/4; 12/5; 27/10; 12/5; 13/5; 13/5; 13/5; 13/5; 53/20; 14/5; 5/2; 13/5; 13/5; 23/10; 13/5; 13/5; 67/25; 11/5; 13/5; 13/5; 13/5; ; 13/5; 5/2; 11/4
META; english/league-2/blackpool-v-stevenage; 2017-03-13 22:21:33 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 11/10; 21/20; 21/20; 19/20; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 11/10; 1; 1; 11/10; 24/23; 24/23; 21/20; 24/23; ; 21/20; 1; 21/20
Draw; 13/5; 12/5; 49/20; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 23/10; 49/20; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 40/17; 12/5; 40/17; ; 12/5; 23/10; 5/2
Stevenage; 27/10; 13/5; 14/5; 13/5; 11/4; 12/5; 27/10; 12/5; 13/5; 13/5; 13/5; 13/5; 53/20; 29/10; 5/2; 13/5; 13/5; 23/10; 13/5; 13/5; 67/25; 12/5; 13/5; 13/5; 13/5; ; 13/5; 5/2; 11/4
META; english/league-2/blackpool-v-stevenage; 2017-03-14 02:23:07 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 11/10; 21/20; 21/20; 19/20; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 11/10; 11/10; 21/20; 1; 11/10; 1; 1; 11/10; 24/23; 24/23; 21/20; 24/23; ; 21/20; 1; 21/20
Draw; 13/5; 12/5; 49/20; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 23/10; 49/20; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 40/17; 12/5; 40/17; ; 12/5; 12/5; 5/2
Stevenage; 27/10; 13/5; 11/4; 13/5; 11/4; 12/5; 27/10; 12/5; 13/5; 13/5; 13/5; 13/5; 53/20; 29/10; 5/2; 13/5; 13/5; 23/10; 13/5; 13/5; 67/25; 12/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 11/4
META; english/league-2/blackpool-v-stevenage; 2017-03-14 06:20:48 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 23/20; 21/20; 11/10; 1; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 23/20; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 24/23; 24/23; 11/10; 24/23; ; 21/20; 21/20; 21/20
Draw; 13/5; 12/5; 49/20; 12/5; 12/5; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 9/4; 49/20; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 40/17; 12/5; 40/17; ; 12/5; 12/5; 5/2
Stevenage; 27/10; 13/5; 27/10; 13/5; 13/5; 23/10; 13/5; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 13/5; 28/11; 23/10; 13/5; 28/11; 67/25; 12/5; 13/5; 13/5; 13/5; ; 27/10; 13/5; 27/10
META; english/league-2/blackpool-v-stevenage; 2017-03-14 10:21:23 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 15/14; 24/23; 21/20; 24/23; ; 21/20; 21/20; 21/20
Draw; 13/5; 12/5; 49/20; 12/5; 5/2; 23/10; 13/5; 12/5; 12/5; 12/5; 12/5; 9/4; 49/20; 5/2; 23/10; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 40/17; 12/5; 40/17; ; 12/5; 12/5; 5/2
Stevenage; 27/10; 13/5; 11/4; 13/5; 13/5; 23/10; 27/10; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 14/5; 5/2; 13/5; 13/5; 23/10; 13/5; 13/5; 67/25; 23/10; 13/5; 13/5; 13/5; ; 27/10; 13/5; 27/10
META; english/league-2/blackpool-v-stevenage; 2017-03-14 14:23:44 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 13/12; 24/23; 11/10; 24/23; ; 11/10; 21/20; 10/9
Draw; 5/2; 12/5; 49/20; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 9/4; 49/20; 13/5; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 13/5; 5/2; 40/17; 12/5; 40/17; ; 12/5; 12/5; 5/2
Stevenage; 11/4; 13/5; 11/4; 13/5; 13/5; 23/10; 13/5; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 5/2; 27/10; 13/5; 23/10; 13/5; 13/5; 67/25; 23/10; 13/5; 13/5; 13/5; ; 13/5; 13/5; 11/4
META; english/league-2/blackpool-v-stevenage; 2017-03-14 18:20:51 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
Blackpool; 11/10; 21/20; 23/20; 21/20; 11/10; 1; 23/20; 1; 11/10; 21/20; 21/20; 11/10; 21/20; 23/20; 11/10; 21/20; 21/20; 11/10; 1; 21/20; 11/10; 12/11; 24/23; 11/10; 24/23; ; 10/9; 21/20; 10/9
Draw; 5/2; 12/5; 49/20; 12/5; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; 49/20; 5/2; 23/10; 5/2; 12/5; 12/5; 23/10; 12/5; 51/20; 5/2; 40/17; 12/5; 40/17; ; 12/5; 12/5; 12/5
Stevenage; 11/4; 13/5; 27/10; 13/5; 13/5; 23/10; 5/2; 12/5; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 5/2; 27/10; 28/11; 23/10; 13/5; 28/11; 137/50; 9/4; 13/5; 13/5; 13/5; ; 5/2; 13/5; 12/5
META; english/league-2/blackpool-v-stevenage; 2017-03-14 22:20:58 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
Blackpool; 11/10; 1/3; ; 13/10; ; 3/10; 1/3; 1/4; ; 3/10; ; 21/20; ; ; ; ; ; 1/3; ; ; 51/50; ; 42/41; ; ; ; ; 4/11; 4/11
Draw; 5/2; 7/2; ; 2; ; 33/10; 18/5; 7/2; ; 7/2; ; 21/10; ; ; ; ; ; 17/5; ; ; 133/50; ; 23/10; ; ; ; ; 7/2; 
Stevenage; 10; 10; ; 12/5; ; 9; 9; 10; ; 9; ; 12/5; ; ; ; ; ; 17/2; ; ; 13/5; ; 28/11; ; ; ; ; 43/5; 
