META; spain/la-liga-primera/levante-v-las-palmas; 2018-03-19 08:15:49 GMT+2; 2018-04-08 15:00; e70300-dr003
META; spain/la-liga-primera/levante-v-las-palmas; 2018-03-29 08:16:54 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 10/11; 19/20; 1; 21/20; 9/10; 20/21; 5/6; 1; 19/20; 1; 1; 19/20; 19/20; 19/20; 19/20; 1; 20/21; 19/20; 19/20; 5/6; 
Draw; 9/4; 12/5; 12/5; 5/2; 11/5; 9/4; 11/5; 40/17; 23/10; 11/5; 23/10; 5/2; 23/10; 23/10; 11/5; 40/17; 40/17; 12/5; 47/20; 23/10; 2
Las Palmas; 10/3; 29/10; 14/5; 63/20; 14/5; 29/10; 11/4; 14/5; 3; 29/10; 14/5; 14/5; 37/13; 31/10; 27/10; 14/5; 31/10; 59/20; 29/10; 13/5; 
META; spain/la-liga-primera/levante-v-las-palmas; 2018-03-31 12:17:44 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 10/11; 19/20; 1; 21/20; 9/10; 20/21; 5/6; 1; 19/20; 1; 1; 19/20; 19/20; 1; 20/21; 19/20; 5/6; 
Draw; 9/4; 12/5; 12/5; 5/2; 11/5; 9/4; 11/5; 40/17; 23/10; 11/5; 5/2; 23/10; 11/5; 40/17; 40/17; 12/5; 12/5; 2
Las Palmas; 10/3; 29/10; 14/5; 63/20; 14/5; 29/10; 11/4; 14/5; 3; 14/5; 3; 31/10; 27/10; 14/5; 31/10; 59/20; 37/13; 13/5
META; spain/la-liga-primera/levante-v-las-palmas; 2018-04-03 18:17:29 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 4/5; 10/11; 20/23; 17/20; 23/25; 20/23; 17/20; 4/5; 11/13; 17/20; 5/6; 20/23; 10/11; 10/11; 10/11; 17/20; 13/15; 4/5; 8/9; 11/13; 20/23; 9/10; 13/15; 5/6; 5/6; 5/6; 9/10
Draw; 5/2; 5/2; 12/5; 5/2; 66/25; 5/2; 5/2; 23/10; 28/11; 12/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 28/11; 12/5; 13/5; 5/2; 13/5; 5/2; 28/11; 23/10; 23/10; 5/2; 23/10
Las Palmas; 7/2; 3; 13/4; 16/5; 71/20; 10/3; 16/5; 3; 57/17; 13/4; 10/3; 10/3; 3; 16/5; 16/5; 10/3; 13/4; 7/2; 33/10; 57/17; 16/5; 16/5; 33/10; 3; 5/2; 10/3; 3
META; spain/la-liga-primera/levante-v-las-palmas; 2018-04-04 08:16:53 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 10/11; 17/20; 20/23; 17/20; 23/25; 9/10; 20/23; 5/6; 11/13; 17/20; 17/20; 20/23; 10/11; 10/11; 10/11; 10/11; 13/15; 4/5; 8/9; 11/13; 20/23; 9/10; 10/11; 5/6; 5/6; 5/6; 5/6
Draw; 5/2; 13/5; 12/5; 5/2; 67/25; 5/2; 5/2; 12/5; 28/11; 12/5; 5/2; 5/2; 13/5; 49/20; 5/2; 5/2; 28/11; 12/5; 13/5; 5/2; 13/5; 5/2; 28/11; 23/10; 12/5; 5/2; 23/10
Las Palmas; 3; 16/5; 13/4; 16/5; 7/2; 10/3; 16/5; 16/5; 57/17; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 16/5; 7/2; 33/10; 57/17; 16/5; 3; 13/4; 3; 14/5; 10/3; 3; 
META; spain/la-liga-primera/levante-v-las-palmas; 2018-04-04 18:18:10 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 10/11; 17/20; 20/23; 17/20; 19/20; 9/10; 20/23; 5/6; 11/13; 20/23; 17/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 4/5; 8/9; 11/13; 20/23; 9/10; 10/11; 4/5; 5/6; 10/11; 10/11
Draw; 5/2; 13/5; 12/5; 5/2; 67/25; 5/2; 5/2; 12/5; 28/11; 12/5; 5/2; 12/5; 13/5; 49/20; 5/2; 5/2; 28/11; 12/5; 13/5; 5/2; 13/5; 5/2; 13/5; 23/10; 12/5; 13/5; 13/5
Las Palmas; 3; 16/5; 16/5; 10/3; 10/3; 3; 16/5; 57/17; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; 31/10; 7/2; 13/4; 57/17; 16/5; 3; 41/13; 3; 3; ; ; 
META; spain/la-liga-primera/levante-v-las-palmas; 2018-04-05 13:11:50 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 10/11; 17/20; 20/23; 10/11; 47/50; 10/11; 20/23; 5/6; 11/13; 10/11; 17/20; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 4/5; 8/9; 11/13; 20/23; 10/11; 5/6; 5/6; 10/11; 10/11
Draw; 13/5; 13/5; 12/5; 13/5; 68/25; 13/5; 5/2; 5/2; 28/11; 12/5; 5/2; 12/5; 13/5; 49/20; 5/2; 5/2; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5
Las Palmas; 3; 16/5; 11/4; 10/3; 10/3; 3; 57/17; 16/5; 16/5; 16/5; 3; 16/5; 16/5; 3; 31/10; 7/2; 13/4; 57/17; 16/5; 41/13; 3; 3; ; ; ; 
META; spain/la-liga-primera/levante-v-las-palmas; 2018-04-06 08:17:11 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 10/11; 17/20; 20/23; 10/11; 19/20; 9/10; 20/23; 5/6; 11/13; 10/11; 9/10; 10/11; 10/11; 10/11; 10/11; 10/11; 10/11; 11/13; 10/11; 11/13; 20/23; 10/11; 5/6; 5/6; 10/11; 10/11
Draw; 13/5; 13/5; 12/5; 13/5; 27/10; 13/5; 5/2; 5/2; 28/11; 5/2; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5
Las Palmas; 3; 16/5; 16/5; 11/4; 33/10; 17/5; 3; 16/5; 57/17; 16/5; 3; 16/5; 3; 16/5; 16/5; 3; 31/10; 18/5; 16/5; 57/17; 16/5; 41/13; 3; 14/5; 3; 10/3
META; spain/la-liga-primera/levante-v-las-palmas; 2018-04-07 12:18:09 GMT+3; 2018-04-08 11:00; e70300-dr003
Levante; 10/11; 17/20; 10/11; 9/10; 20/23; 5/6; 11/13; 17/20; 17/20; 20/23; 10/11; 10/11; 10/11; 17/20; 9/10; 11/12; 11/13; 37/40; 5/6; 5/6; 5/6; 5/6; ; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 139/50; 13/5; 5/2; 5/2; 28/11; 12/5; 5/2; 12/5; 13/5; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 13/5; 45/17; 12/5; 5/2; 13/5; 13/5
Las Palmas; 3; 16/5; 3; 67/20; 17/5; 3; 16/5; 57/17; 16/5; 16/5; 10/3; 3; 16/5; 16/5; 16/5; 41/13; 13/4; 16/5; 57/17; 10/3; 41/13; 3; 10/3; 10/3; 10/3
