META; spain/la-liga-primera/getafe-v-levante; 2018-03-01 15:58:34 GMT+2; ; e70300-dr003
Getafe; 7/10; 3/4; 3/4; 39/50; 3/4; 8/11; 8/11; 13/18; 8/11; 8/11; 8/11; 4/5; 8/11; 5/7; 3/4; 3/4; 13/18; 8/11; 3/4; 14/19; 4/6
Draw; 13/5; 12/5; 12/5; 14/5; 5/2; 12/5; 23/10; 13/5; 23/10; 5/2; 5/2; 5/2; 5/2; 27/11; 5/2; 27/11; 13/5; 13/5; 49/20; 27/11; 23/10
Levante; 17/4; 17/4; 21/5; 43/10; 4; 7/2; 4; 21/5; 4; 15/4; 4; 39/10; 15/4; 7/2; 39/10; 17/4; 4; 75/19; 7/2; ; 
META; spain/la-liga-primera/getafe-v-levante; 2018-03-05 20:16:22 GMT+2; 2018-03-10 17:30; e70300-dr003
Getafe; 8/11; 7/10; 7/10; 7/10; 39/50; 4/6; 7/10; 8/13; 7/10; 7/10; 7/10; 8/11; 8/11; 8/11; 7/10; 7/10; 9/13; 7/10; 7/10; 7/10; 7/10; 4/6; 9/13; 4/6; 4/6; 4/6
Draw; 13/5; 5/2; 12/5; 12/5; 14/5; 13/5; 5/2; 12/5; 13/5; 12/5; 13/5; 5/2; 5/2; 49/20; 11/4; 23/10; 28/11; 13/5; 27/10; 28/11; 13/5; 49/20; 13/5; 5/2; 11/5; 13/5
Levante; 17/4; 9/2; 9/2; 9/2; 43/10; 9/2; 17/4; 4; 22/5; 9/2; 4; 9/2; 9/2; 4; 79/17; 4; 22/5; 22/5; 9/2; 19/4; 47/10; 21/5; 7/2; 23/5; ; 
META; spain/la-liga-primera/getafe-v-levante; 2018-03-06 15:02:13 GMT+2; 2018-03-10 17:30; e70300-dr003
Getafe; 8/11; 7/10; 7/10; 7/10; 3/4; 4/6; 7/10; 8/13; 7/10; 7/10; 7/10; 8/11; 8/11; 8/11; 7/10; 7/10; 9/13; 7/10; 13/18; 7/10; 4/6; 9/13; 4/6; 4/6; 4/6
Draw; 13/5; 5/2; 12/5; 12/5; 67/25; 13/5; 5/2; 12/5; 13/5; 12/5; 5/2; 5/2; 5/2; 49/20; 11/4; 23/10; 13/5; 13/5; 27/10; 28/11; 49/20; 13/5; 5/2; 9/4; 13/5
Levante; 15/4; 9/2; 9/2; 9/2; 24/5; 9/2; 17/4; 4; 22/5; 9/2; 9/2; 4; 9/2; 9/2; 4; 23/5; 4; 21/5; 22/5; 19/4; 79/17; 21/5; 4; 23/5; 
META; spain/la-liga-primera/getafe-v-levante; 2018-03-08 10:14:06 GMT+2; 2018-03-10 17:30; e70300-dr003
Getafe; 3/4; 7/10; 7/10; 7/10; 8/11; 4/6; 7/10; 8/13; 7/10; 7/10; 7/10; 8/11; 8/11; 7/10; 7/10; 7/10; 5/7; 7/10; 13/18; 7/10; 7/10; 4/6; 5/7; 4/6; 4/6; 4/6
Draw; 5/2; 5/2; 12/5; 12/5; 11/4; 13/5; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 11/4; 23/10; 5/2; 13/5; 45/17; 28/11; 13/5; 49/20; 28/11; 5/2; 12/5; 13/5; 
Levante; 17/4; 9/2; 9/2; 9/2; 49/10; 9/2; 17/4; 9/2; 22/5; 9/2; 9/2; 4; 9/2; 9/2; 4; 50/11; 4; 43/10; 22/5; 9/2; 19/4; 23/5; 22/5; 4; 24/5; 
META; spain/la-liga-primera/getafe-v-levante; 2018-03-08 12:17:33 GMT+2; 2018-03-10 17:30; e70300-dr003
Getafe; 3/4; 7/10; 7/10; 7/10; 8/11; 4/6; 7/10; 8/13; 7/10; 7/10; 7/10; 8/11; 8/11; 7/10; 7/10; 7/10; 5/7; 7/10; 13/18; 7/10; 7/10; 4/6; 5/7; 4/6; 4/6; 4/6
Draw; 5/2; 5/2; 12/5; 12/5; 11/4; 13/5; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 11/4; 5/2; 5/2; 13/5; 45/17; 28/11; 13/5; 49/20; 28/11; 5/2; 12/5; 13/5; 
Levante; 17/4; 9/2; 9/2; 9/2; 49/10; 9/2; 17/4; 9/2; 22/5; 9/2; 9/2; 4; 9/2; 9/2; 4; 9/2; 50/11; 4; 43/10; 22/5; 9/2; 19/4; 23/5; 22/5; 4; 24/5
META; spain/la-liga-primera/getafe-v-levante; 2018-03-09 12:16:47 GMT+2; 2018-03-10 17:30; e70300-dr003
Getafe; 3/4; 7/10; 7/10; 7/10; 8/11; 7/10; 7/10; 4/6; 13/18; 7/10; 7/10; 8/11; 6/10; 8/11; 7/10; 7/10; 5/7; 7/10; 7/10; 13/18; 7/10; 4/6; 8/11; 4/6; 8/11
Draw; 5/2; 5/2; 12/5; 12/5; 11/4; 13/5; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 11/4; 49/20; 11/4; 5/2; 5/2; 13/5; 45/17; 27/11; 51/20; 5/2; 12/5; 13/5; 13/5
Levante; 17/4; 9/2; 9/2; 9/2; 49/10; 9/2; 9/2; 9/2; 23/5; 19/4; 9/2; 4; 9/2; 4; 9/2; 50/11; 9/2; 23/5; 23/5; 19/4; 23/5; 23/5; 24/5; 24/5; 
META; spain/la-liga-primera/getafe-v-levante; 2018-03-10 12:17:16 GMT+2; 2018-03-10 17:30; e70300-dr003
Getafe; 13/20; 4/6; 4/6; 7/10; 69/00; 4/6; 4/6; 8/13; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 4/6; 4/6; 5/7; 4/6; 9/13; 7/10; 7/10; 13/20; 5/7; 4/6; 4/6; 4/6; 4/6
Draw; 13/5; 13/5; 5/2; 12/5; 29/10; 27/10; 13/5; 13/5; 28/11; 5/2; 13/5; 5/2; 13/5; 5/2; 11/4; 13/5; 5/2; 13/5; 11/4; 28/11; 27/10; 27/10; 28/11; 27/10; 11/4; 11/4; 11/4
Levante; 5; 9/2; 19/4; 9/2; 5; 9/2; 9/2; 9/2; 23/5; 19/4; 9/2; 9/2; 9/2; 19/4; 9/2; 5; 50/11; 19/4; 9/2; 23/5; 19/4; 5; 23/5; 23/5; 24/5; 24/5; 24/5
