META; spain/la-liga-primera/sevilla-v-barcelona; 2018-03-12 10:25:07 GMT+2; 2018-03-31 19:45; e70300-dr003
Draw; 14/5; 29/10; 29/10; 3; 31/10; 3; 29/10; 11/4; 56/19; 14/5; 11/4; 3; 29/10; 3; 14/5; 11/4; 29/10; 16/5; 29/10; 31/10; 59/20; 14/5; 14/5; 3
Sevilla; 7/2; 7/2; 7/2; 7/2; 39/10; 18/5; 7/2; 10/3; 17/5; 7/2; 18/5; 10/3; 7/2; 7/2; 7/2; 39/11; 15/4; 17/5; 57/17; 18/5; 7/2; 39/11; 3; 7/2
META; spain/la-liga-primera/sevilla-v-barcelona; 2018-03-23 14:42:26 GMT+2; 2018-03-31 18:45; e70300-dr003
Barcelona; 4/6; 8/11; 7/10; 7/10; 19/25; 8/11; 4/6; 8/13; 3/4; 4/6; 7/10; 7/10; 8/11; 8/11; 7/10; 4/6; 4/6; 14/19; 13/18; 8/11; 7/10; 4/6; 4/6; 4/6
Draw; 3; 29/10; 29/10; 3; 31/10; 3; 29/10; 11/4; 56/19; 29/10; 11/4; 14/5; 29/10; 3; 14/5; 37/13; 29/10; 3; 29/10; 3; 59/20; 37/13; 14/5; 3
Sevilla; 15/4; 7/2; 18/5; 7/2; 39/10; 18/5; 7/2; 10/3; 17/5; 18/5; 19/5; 15/4; 18/5; 7/2; 7/2; 37/10; 15/4; 39/11; 18/5; 18/5; 7/2; 37/10; 3; 
META; spain/la-liga-primera/sevilla-v-barcelona; 2018-03-26 12:16:06 GMT+3; 2018-03-31 19:45; e70300-dr003
Barcelona; 4/6; 7/10; 4/6; 7/10; 73/100; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 7/10; 8/11; 4/6; 4/6; 4/6; 13/18; 4/6; 7/10; 4/6; 4/6; 4/6; 4/6; 
Draw; 3; 29/10; 3; 31/10; 3; 29/10; 3; 29/10; 11/4; 14/5; 3; 14/5; 29/10; 58/19; 56/19; 3; 29/10; 14/5; 3; 14/5; ; ; ; 
Sevilla; 15/4; 18/5; 18/5; 7/2; 21/5; 15/4; 15/4; 7/2; 39/10; 18/5; 19/5; 7/2; 37/10; 7/2; 15/4; 50/13; 15/4; 62/17; 39/10; 15/4; 50/13; 10/3; 4; 7/2
META; spain/la-liga-primera/sevilla-v-barcelona; 2018-03-27 08:15:52 GMT+3; 2018-03-31 19:45; e70300-dr003
Barcelona; 4/6; 8/11; 7/10; 7/10; 18/25; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 8/11; 8/11; 7/10; 9/13; 4/6; 7/10; 4/6; 7/10; 7/10; 9/13; 4/7; 4/6; 4/6; 4/6; 
Draw; 3; 29/10; 29/10; 3; 63/20; 3; 29/10; 3; 29/10; 11/4; 14/5; 29/10; 3; 14/5; 56/19; 29/10; 58/19; 56/19; 3; 56/19; 13/5; 23/10; 3; 14/5; ; 
Sevilla; 15/4; 7/2; 18/5; 7/2; 21/5; 15/4; 15/4; 7/2; 39/10; 18/5; 19/5; 7/2; 18/5; 7/2; 7/2; 39/10; 15/4; 19/5; 39/10; 18/5; 7/2; 39/10; 10/3; 7/2; 7/2; 4
META; spain/la-liga-primera/sevilla-v-barcelona; 2018-03-28 08:16:37 GMT+3; 2018-03-31 19:45; e70300-dr003
Barcelona; 4/6; 3/4; 7/10; 7/10; 3/4; 7/10; 7/10; 4/6; 8/11; 7/10; 8/11; 3/4; 3/4; 8/11; 7/10; 5/7; 4/6; 13/18; 4/6; 8/11; 8/11; 5/7; 8/11; 4/6; 8/11; 
Draw; 3; 29/10; 29/10; 3; 31/10; 3; 29/10; 3; 29/10; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 29/10; 29/10; 3; 56/19; 3; 59/20; 56/19; 14/5; 3; 14/5; 
Sevilla; 15/4; 10/3; 7/2; 7/2; 4; 15/4; 7/2; 7/2; 39/10; 18/5; 19/5; 7/2; 15/4; 7/2; 7/2; 7/2; 19/5; 15/4; 15/4; 39/10; 7/2; 7/2; 19/5; 7/2; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-barcelona; 2018-03-29 08:16:17 GMT+3; 2018-03-31 19:45; e70300-dr003
w; 4/6; 3/4; 8/11; 7/10; 77/100; 8/11; 7/10; 4/6; 4/6; 8/11; 8/11; 8/11; 3/4; 3/4; 8/11; 7/10; 5/7; 4/6; 13/18; 4/6; 8/11; 8/11; 5/7; 4/6; 4/6; 8/11; 8/11
Draw; 3; 29/10; 29/10; 3; 61/20; 3; 29/10; 11/4; 3; 29/10; 11/4; 14/5; 14/5; 29/10; 3; 14/5; 37/13; 29/10; 3; 56/19; 3; 29/10; 29/10; 14/5; 13/5; 3; 
Sevilla; 15/4; 10/3; 7/2; 7/2; 39/10; 15/4; 7/2; 7/2; 39/10; 7/2; 18/5; 7/2; 15/4; 7/2; 7/2; 7/2; 15/4; 15/4; 15/4; 39/10; 7/2; 7/2; 19/5; 7/2; 3; 7/2; 7/2
META; spain/la-liga-primera/sevilla-v-barcelona; 2018-03-31 12:17:06 GMT+3; 2018-03-31 19:45; e70300-dr003
w; 8/11; 8/11; 7/10; 8/11; 77/100; 8/11; 7/10; 4/6; 3/4; 7/10; 8/11; 8/11; 3/4; 8/11; 3/4; 8/11; 5/7; 3/4; 3/4; 14/19; 8/11; 10/13; 5/7; 8/11; 8/11; 8/11; 8/11
Draw; 3; 29/10; 3; 63/20; 31/10; 29/10; 3; 56/19; 29/10; 11/4; 11/4; 11/4; 3; 14/5; 3; 29/10; 29/10; 31/10; 29/10; 31/10; 59/20; 29/10; 14/5; 3; 3; ; 
Sevilla; 7/2; 10/3; 7/2; 16/5; 19/5; 18/5; 7/2; 7/2; 7/2; 18/5; 18/5; 15/4; 7/2; 15/4; 15/4; 7/2; 37/10; 7/2; 17/5; 7/2; 19/5; 7/2; 15/4; 7/2; 7/2; 7/2; 7/2
