META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-12 10:25:04 GMT+2; 2018-03-31 17:30; e70300-dr003
Real Madrid; 2/9; 2/7; 1/4; 2/7; 7/25; 1/4; 2/9; 1/5; 5/19; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 3/13; 2/9; 2/7; 5/19; 1/4; 1/4; 4/17; 1/4; 2/9
Draw; 11/2; 5; 5; 57/10; 11/2; 11/2; 5; 27/5; 5; 5; 11/2; 5; 96/19; 11/2; 27/5; 21/4; 11/2; 21/4; 96/19; 5; 29/5; ; ; 
Las Palmas; 10; 10; 15/2; 11; 10; 19/2; 17/2; 17/2; 9; 10; 9; 17/2; 9; 19/2; 8; 17/2; 19/2; 9; 37/4; 9; 56/5; ; ; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-26 12:16:03 GMT+3; 2018-03-31 17:30; e70300-dr003
Real Madrid; 1/4; 2/7; 1/4; 2/7; 27/100; 1/4; 2/9; 1/5; 5/19; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; 4/17; 2/9; 3/11; 5/19; 1/4; 1/4; 4/17; 1/4; 1/4; 1/4; 1/4
Draw; 5; 5; 29/5; 11/2; 11/2; 5; 27/5; 5; 5; 11/2; 5; 96/19; 11/2; 28/5; 21/4; 11/2; 21/4; 51/10; 26/5; 24/5; 29/5; 28/5; ; ; ; 
Las Palmas; 9; 15/2; 10; 15/2; 23/2; 10; 17/2; 17/2; 9; 10; 17/2; 17/2; 9; 17/2; 19/2; 19/2; 43/5; 17/2; 19/2; 17/2; 10; 39/5; 56/5; 56/5; ; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-27 08:15:49 GMT+3; 2018-03-31 17:30; e70300-dr003
Real Madrid; 1/4; 2/7; 2/7; 2/7; 27/100; 1/4; 1/4; 1/5; 1/4; 1/4; 1/4; 2/7; 2/7; 1/4; 1/4; 3/11; 5/19; 3/11; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 1/4
Draw; 5; 5; 29/5; 11/2; 5; 27/5; 5; 5; 11/2; 5; 96/19; 21/4; 28/5; 21/4; 11/2; 5; 96/19; 5; 24/5; 29/5; 28/5; ; ; ; ; 
Las Palmas; 9; 9; 15/2; 23/2; 10; 17/2; 17/2; 19/2; 17/2; 9; 17/2; 9; 35/4; 31/4; 43/5; 19/2; 19/2; 9; 35/4; 8; 41/5; 56/5; 54/5; ; ; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-28 08:16:34 GMT+3; 2018-03-31 17:30; e70300-dr003
Real Madrid; 1/4; 2/7; 2/7; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 1/4; 5/18; 5/19; 2/7; 1/4; 1/4; 2/7; 5/18; 2/7; 1/4; 2/7; 3/10
Draw; 5; 19/4; 24/5; 11/2; 29/5; 11/2; 5; 27/5; 5; 5; 19/4; 11/2; 5; 21/4; 53/10; 21/4; 11/2; 5; 26/5; 24/5; 11/2; 26/5; ; ; ; ; 
Las Palmas; 9; 15/2; 17/2; 8; 10; 17/2; 17/2; 19/2; 17/2; 17/2; 8; 17/2; 17/2; 15/2; 8; 17/2; 31/4; 81/10; 19/2; 17/2; 8; 35/4; 9; 41/5; 51/5; 46/5; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-29 08:16:14 GMT+3; 2018-03-31 17:30; e70300-dr003
Real Madrid; 1/4; 3/10; 2/7; 2/7; 29/100; 2/7; 1/4; 1/4; 1/4; 2/7; 2/7; 2/7; 3/10; 3/10; 2/7; 1/4; 5/18; 5/19; 5/18; 1/4; 2/7; 2/7; 5/18; 2/7; 1/4; 3/10; 2/7
Draw; 5; 19/4; 24/5; 5; 57/10; 11/2; 5; 27/5; 5; 9/2; 5; 19/4; 11/2; 5; 21/4; 11/2; 21/4; 21/4; 5; 26/5; 5; 11/2; 26/5; ; ; ; 
Las Palmas; 9; 15/2; 17/2; 8; 10; 17/2; 17/2; 19/2; 17/2; 17/2; 17/2; 17/2; 8; 15/2; 8; 17/2; 31/4; 83/10; 19/2; 8; 17/2; 35/4; 17/2; 41/5; 51/5; 49/5; 
META; spain/la-liga-primera/las-palmas-v-real-madrid; 2018-03-31 12:17:02 GMT+3; 2018-03-31 17:30; e70300-dr003
Real Madrid; 1/3; 4/11; 3/10; 3/10; 7/20; 3/10; 1/3; 2/7; 6/17; 1/3; 3/10; 1/3; 3/10; 1/3; 4/11; 1/3; 10/29; 1/3; 6/19; 6/17; 4/11; 1/3; 10/29; 1/3; 4/11; 4/11; 4/11
Draw; 19/4; 17/4; 9/2; 9/2; 53/10; 9/2; 19/4; 9/2; 22/5; 9/2; 9/2; 5; 9/2; 9/2; 9/2; 23/5; 19/4; 49/10; 43/10; 19/4; 19/4; 79/17; 23/5; 24/5; 24/5; 24/5; 
Las Palmas; 15/2; 13/2; 8; 15/2; 38/5; 8; 15/2; 7; 15/2; 7; 17/2; 8; 13/2; 15/2; 27/4; 29/4; 38/5; 7; 15/2; 8; 38/5; 39/5; 39/5; 39/5; ; ; 
