META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-03 18:18:09 GMT+3; 2018-04-15 17:30; e70300-dr003
Getafe; 11/10; 23/20; 23/20; 119/100; 1; 11/10; 1; 21/20; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 21/20; 15/13; 12/11; 21/20; 11/10; 11/10; 
Draw; 2; 2; 43/20; 19/10; 2; 15/8; 21/10; 2; 11/5; 2; 21/10; 2; 11/5; 28/13; 21/10; 85/40; 39/19; ; ; ; 
Espanyol; 29/10; 14/5; 14/5; 63/20; 13/5; 29/10; 13/5; 3; 14/5; 14/5; 13/5; 29/10; 14/5; 14/5; 14/5; 12/5; 5/2; 56/19; 29/10; 37/13; 11/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-10 08:16:12 GMT+3; 2018-04-14 15:00; e70300-dr003
Getafe; 11/10; 23/20; 23/20; 23/20; 61/50; 1; 15/13; 11/10; 11/10; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 10/9; 15/13; 23/20; 11/10; 21/20; ; 
Draw; 2; 19/10; 2; 43/20; 19/10; 15/8; 2; 2; 11/5; 2; 21/10; 2; 11/5; 28/13; 2; 21/10; 39/19; ; ; ; ; ; 
Espanyol; 3; 14/5; 14/5; 14/5; 61/20; 13/5; 14/5; 13/5; 3; 14/5; 3; 14/5; 13/5; 14/5; 14/5; 14/5; 37/13; 5/2; 56/19; 56/19; 14/5; 29/10; 2
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-11 12:54:07 GMT+3; 2018-04-15 17:30; e70300-dr003
Getafe; 11/10; 23/20; 23/20; 23/20; 63/50; 6/5; 6/5; 11/10; 15/13; 23/20; 23/20; 6/5; 6/5; 23/20; 11/10; 15/13; 11/10; 7/6; 15/13; 23/20; 15/13; 23/20; 11/10; 6/5; 6/5
Draw; 2; 2; 85/40; 2; 15/8; 2; 19/10; 2; 2; 21/10; 2; 39/19; 11/5; 28/13; 2; 21/10; 39/19; 19/10; 2; 2; ; ; ; ; 
Espanyol; 3; 14/5; 11/4; 14/5; 74/25; 29/10; 11/4; 11/4; 3; 27/10; 11/4; 11/4; 14/5; 14/5; 14/5; 14/5; 5/2; 14/5; 56/19; 14/5; 37/13; 11/4; 23/10; 14/5; 14/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-11 20:18:03 GMT+3; 2018-04-15 17:30; e70300-dr003
Getafe; 11/10; 23/20; 23/20; 23/20; 5/4; 6/5; 6/5; 11/10; 15/13; 23/20; 23/20; 23/20; 6/5; 23/20; 11/10; 15/13; 6/5; 7/6; 15/13; 23/20; 15/13; 23/20; 11/10; 6/5; 6/5
Draw; 2; 2; 107/0; 2; 15/8; 2; 19/10; 2; 2; 21/10; 2; 39/19; 2; 28/13; 2; 21/10; 39/19; 19/10; 2; 2; ; ; ; ; 
Espanyol; 3; 14/5; 11/4; 14/5; 74/25; 29/10; 11/4; 11/4; 3; 27/10; 11/4; 14/5; 11/4; 14/5; 14/5; 14/5; 13/5; 14/5; 56/19; 14/5; 14/5; 11/4; 23/10; 14/5; 14/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-12 10:45:22 GMT+3; 2018-04-15 17:30; e70300-dr003
Getafe; 23/20; 11/10; 11/10; 23/20; 6/5; 11/10; 11/10; 11/10; 15/13; 11/10; 11/10; 11/10; 6/5; 23/20; 11/10; 15/13; 6/5; 9/8; 15/13; 11/10; 15/13; 10/9; 11/10; 23/20; 23/20
Draw; 21/10; 2; 2; 54/25; 2; 2; 21/10; 19/10; 41/20; 21/10; 2; 39/19; 2; 21/10; 2; 85/40; 21/10; 19/10; 2; 2; ; ; ; ; 
Espanyol; 11/4; 3; 14/5; 14/5; 31/10; 3; 14/5; 11/4; 3; 14/5; 11/4; 3; 11/4; 14/5; 14/5; 37/13; 13/5; 3; 56/19; 29/10; 29/10; 14/5; 23/10; 3; 
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-13 08:16:19 GMT+3; 2018-04-15 17:30; e70300-dr003
Getafe; 23/20; 11/10; 11/10; 23/20; 6/5; 11/10; 11/10; 11/10; 15/13; 23/20; 11/10; 23/20; 1; 6/5; 23/20; 11/10; 15/13; 6/5; 13/11; 19/17; 11/10; 15/13; 11/10; 1; 10/9
Draw; 21/10; 2; 2; 54/25; 2; 21/10; 2; 21/10; 2; 11/5; 41/20; 21/10; 2; 39/19; 21/10; 21/10; 39/19; 85/40; 21/10; 2; 19/10; 2; ; ; 
Espanyol; 11/4; 29/10; 14/5; 14/5; 31/10; 3; 14/5; 11/4; 56/19; 29/10; 11/4; 14/5; 3; 11/4; 14/5; 14/5; 37/13; 27/10; 37/13; 29/10; 29/10; 37/13; 3; 14/5; 14/5
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-13 16:16:41 GMT+3; 2018-04-15 17:30; e70300-dr003
Getafe; 23/20; 11/10; 11/10; 23/20; 6/5; 23/20; 11/10; 11/10; 15/13; 23/20; 11/10; 11/10; 1; 6/5; 23/20; 11/10; 6/5; 6/5; 13/11; 19/17; 11/10; 6/5; 11/10; 1; 11/10; 23/20; 23/20
Draw; 21/10; 2; 2; 54/25; 21/10; 2; 21/10; 2; 21/10; 2; 11/5; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 85/40; 28/13; 21/10; 19/10; 2; 11/5; ; ; ; 
Espanyol; 11/4; 29/10; 14/5; 11/4; 31/10; 14/5; 11/4; 56/19; 29/10; 11/4; 14/5; 3; 14/5; 14/5; 14/5; 13/5; 27/10; 37/13; 29/10; 29/10; 13/5; 3; 14/5; 14/5; 3; 14/5; 
META; spain/la-liga-primera/getafe-v-espanyol; 2018-04-14 12:18:38 GMT+3; 2018-04-15 17:30; e70300-dr003
Getafe; 21/20; 11/10; 11/10; 23/20; 119/00; 23/20; 11/10; 11/10; 15/13; 11/10; 11/10; 11/10; 23/20; 23/20; 23/20; 11/10; 11/10; 11/10; 9/8; 19/17; 23/20; 15/13; 11/10; 11/10; 23/20; 10/9; 10/9
Draw; 21/10; 2; 2; 109/0; 21/10; 2; 21/10; 2; 2; 21/10; 41/20; 21/10; 2; 28/13; 21/10; 21/10; 39/19; 85/40; 28/13; 21/10; 19/10; 2; 11/5; ; ; ; 
Espanyol; 31/10; 29/10; 29/10; 11/4; 31/10; 14/5; 11/4; 56/19; 29/10; 3; 14/5; 14/5; 29/10; 14/5; 14/5; 14/5; 3; 29/10; 31/10; 11/4; 3; 3; 14/5; ; ; ; 
