META; spain/la-liga-primera/valencia-v-eibar; 2018-04-19 08:16:48 GMT+3; 2018-04-29 17:30; e70300-dr003
Draw; 10/3; 3; 16/5; 7/2; 10/3; 16/5; 3; 57/17; 3; 10/3; 3; 16/5; 16/5; 100/0; 16/5; 41/13; 3; 33/10; 33/10; 10/3; 16/5; 14/5; 13/5; 10/3
Eibar; 5; 11/2; 6; 33/5; 6; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 6; 11/2; 6; 91/17; 11/2; 59/10; 21/4; 11/2; 27/5; 9/2; 24/5; 32/5; 
META; spain/la-liga-primera/valencia-v-eibar; 2018-04-25 08:15:16 GMT+3; 2018-04-29 17:30; e70300-dr003
Valencia; 1/2; 8/15; 8/15; 11/20; 27/50; 1/2; 1/2; 4/9; 1/2; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15; 18/35; 1/2; 8/15; 1/2; 8/15; 18/35; 4/9; 4/9; 8/15
Draw; 7/2; 3; 3; 71/20; 16/5; 16/5; 3; 57/17; 3; 10/3; 16/5; 16/5; 100/0; 16/5; 13/4; 3; 13/4; 33/10; 16/5; 33/10; 14/5; 27/10; 10/3; ; 
Eibar; 19/4; 5; 5; 59/10; 11/2; 5; 11/2; 5; 5; 11/2; 5; 11/2; 27/5; 11/2; 27/5; 21/4; 21/4; 60/11; 28/5; 24/5; 28/5; ; ; ; 
META; spain/la-liga-primera/valencia-v-eibar; 2018-04-25 12:15:53 GMT+3; 2018-04-29 17:30; e70300-dr003
Valencia; 1/2; 8/15; 1/2; 1/2; 13/25; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 7/15; 1/2; 11/21; 1/2; 1/2; 7/15; 4/9; 4/9; 1/2; 1/2
Draw; 7/2; 3; 16/5; 3; 71/20; 10/3; 16/5; 16/5; 57/17; 3; 10/3; 16/5; 16/5; 100/0; 16/5; 17/5; 3; 33/10; 33/10; 10/3; 17/5; 14/5; 13/5; 10/3; 10/3; 
Eibar; 19/4; 5; 11/2; 6; 63/10; 6; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 6; 11/2; 28/5; 21/4; 11/2; 6; 28/5; 29/5; 6; 
META; spain/la-liga-primera/valencia-v-eibar; 2018-04-26 12:15:52 GMT+3; 2018-04-29 17:30; e70300-dr003
Valencia; 1/2; 8/15; 1/2; 1/2; 51/00; 1/2; 7/15; 4/9; 1/2; 1/2; 9/20; 1/2; 8/15; 1/2; 8/15; 1/2; 17/35; 1/2; 11/21; 1/2; 1/2; 17/35; 40/85; 4/9; 4/9; 4/9; 1/2
Draw; 3; 16/5; 16/5; 16/5; 73/20; 10/3; 16/5; 16/5; 57/17; 16/5; 16/5; 16/5; 16/5; 16/5; 100/0; 10/3; 13/4; 3; 33/10; 33/10; 10/3; 33/10; 10/3; 3; 27/10; 10/3; 7/2
Eibar; 6; 11/2; 11/2; 31/5; 6; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 11/2; 5; 11/2; 76/13; 11/2; 28/5; 21/4; 6; 59/10; 11/2; 28/5; 29/5; 6; ; ; 
META; spain/la-liga-primera/valencia-v-eibar; 2018-04-27 08:14:54 GMT+3; 2018-04-29 17:30; e70300-dr003
Valencia; 1/2; 8/15; 1/2; 1/2; 51/00; 1/2; 1/2; 4/9; 1/2; 1/2; 9/20; 1/2; 11/20; 1/2; 8/15; 1/2; 8/15; 11/21; 17/35; 1/2; 10/21; 40/85; 1/2; 4/9; 4/9; 1/2
Draw; 3; 16/5; 16/5; 16/5; 73/20; 10/3; 16/5; 16/5; 57/17; 16/5; 16/5; 31/10; 16/5; 100/0; 10/3; 33/10; 31/10; 33/10; 13/4; 10/3; 10/3; 3; 14/5; 10/3; 7/2; 
Eibar; 13/2; 5; 11/2; 11/2; 31/5; 6; 11/2; 11/2; 6; 11/2; 6; 9/2; 6; 11/2; 113/9; 23/4; 28/5; 23/4; 11/2; 6; 11/2; 28/5; 24/5; 28/5; 31/5; 
META; spain/la-liga-primera/valencia-v-eibar; 2018-04-28 12:17:46 GMT+3; 2018-04-29 17:30; e70300-dr003
Valencia; 1/2; 8/15; 1/2; 1/2; 51/00; 1/2; 1/2; 4/9; 10/21; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 1/2; 1/2; 11/21; 10/21; 8/15; 10/21; 40/85; 1/2; 1/2; 1/2; 8/15
Draw; 3; 16/5; 16/5; 3; 73/20; 17/5; 16/5; 16/5; 7/2; 16/5; 16/5; 16/5; 16/5; 100/0; 16/5; 33/10; 16/5; 33/10; 17/5; 17/5; 7/2; 3; 10/3; 3; ; 
Eibar; 13/2; 5; 11/2; 6; 31/5; 6; 11/2; 11/2; 6; 11/2; 11/2; 5; 11/2; 6; 6; 113/9; 23/4; 28/5; 23/4; 11/2; 6; 29/5; 29/5; 29/5; 31/5; 
