META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-03 18:17:54 GMT+3; 2018-04-14 17:30; e70300-dr003
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-07 12:18:36 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 1; 21/20; 28/25; 19/20; 21/20; 10/11; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 42/41; 21/20; 21/20; 1; 10/11
Las Palmas; 5/2; 12/5; 131/50; 23/10; 12/5; 23/10; 5/2; 12/5; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 5/2; 9/4; 5/2; 5/2; 27/11; 9/5
Draw; 13/5; 5/2; 11/4; 23/10; 5/2; 23/10; 5/2; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 5/2; 12/5; 45/17; 5/2; 13/5; 5/2; 23/10
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-10 08:16:25 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 10/11; 19/20; 19/20; 49/50; 1; 20/21; 10/11; 19/20; 10/11; 19/20; 20/21; 19/20; 19/20; 19/20; 19/20; 19/20; 22/23; 19/20; 19/20; 19/20; 4/11; 8/13; 20/21
Draw; 13/5; 11/4; 13/5; 71/25; 13/5; 13/5; 12/5; 45/17; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 45/17; 12/5; 37/13; 13/5; 14/5; 27/10; 19/10; 9/5; 11/4
Las Palmas; 14/5; 13/5; 27/10; 3; 27/10; 11/4; 5/2; 14/5; 27/10; 11/4; 11/4; 27/10; 14/5; 13/5; 11/4; 14/5; 27/10; 11/4; 27/10; 14/5; 2; 13/5; 14/5
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-11 12:53:51 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 10/11; 10/11; 10/11; 19/20; 49/50; 19/20; 20/21; 10/11; 19/20; 10/11; 10/11; 20/21; 19/20; 10/11; 10/11; 19/20; 19/20; 22/23; 19/20; 37/40; 19/20; 20/21; 9/10; 10/11; 
Draw; 13/5; 11/4; 13/5; 11/4; 71/25; 27/10; 13/5; 13/5; 45/17; 13/5; 11/4; 13/5; 27/10; 13/5; 13/5; 27/10; 12/5; 14/5; 13/5; 14/5; 27/10; 12/5; 12/5; 11/4; 
Las Palmas; 14/5; 13/5; 27/10; 13/5; 3; 14/5; 13/5; 13/5; 14/5; 27/10; 11/4; 11/4; 11/4; 3; 13/5; 14/5; 14/5; 27/10; 11/4; 11/4; 37/13; 5/2; 12/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-11 20:17:47 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 10/11; 19/20; 10/11; 19/20; 49/50; 19/20; 20/21; 10/11; 19/20; 10/11; 10/11; 20/21; 19/20; 10/11; 10/11; 19/20; 19/20; 22/23; 19/20; 37/40; 19/20; 20/21; 10/11; 10/11; 20/21
Draw; 13/5; 11/4; 13/5; 11/4; 71/25; 27/10; 13/5; 13/5; 45/17; 13/5; 11/4; 13/5; 27/10; 13/5; 13/5; 45/17; 12/5; 14/5; 13/5; 14/5; 27/10; 12/5; 12/5; 11/4; 27/10
Las Palmas; 14/5; 13/5; 27/10; 13/5; 3; 14/5; 11/4; 13/5; 14/5; 27/10; 11/4; 11/4; 11/4; 3; 13/5; 14/5; 14/5; 27/10; 11/4; 11/4; 14/5; 5/2; 12/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-12 10:45:06 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 19/20; 19/20; 19/20; 19/20; 101/00; 19/20; 20/21; 5/6; 19/20; 10/11; 19/20; 20/21; 19/20; 10/11; 19/20; 19/20; 19/20; 19/20; 19/20; 37/40; 19/20; 20/21; 10/11; 20/21; 20/21
Draw; 13/5; 11/4; 13/5; 11/4; 141/0; 14/5; 13/5; 13/5; 45/17; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 45/17; 12/5; 14/5; 13/5; 14/5; 27/10; 12/5; 12/5; 27/10; 27/10
Las Palmas; 14/5; 13/5; 27/10; 13/5; 29/10; 29/10; 13/5; 11/4; 14/5; 13/5; 11/4; 11/4; 27/10; 3; 13/5; 27/10; 14/5; 11/4; 11/4; 27/10; 11/4; 5/2; 12/5; 11/4; 14/5
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-13 08:16:03 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 19/20; 1; 19/20; 19/20; 26/25; 19/20; 1; 10/11; 1; 19/20; 20/21; 23/20; 1; 19/20; 19/20; 1; 1; 39/40; 1; 20/21; 20/21; 10/11; 1; ; 
Las Palmas; 14/5; 13/5; 13/5; 13/5; 69/25; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 13/5; 11/5; 13/5; 14/5; 13/5; 27/10; 13/5; 45/17; 27/10; 27/10; 13/5; 5/2; 5/2; 13/5
Draw; 13/5; 13/5; 13/5; 11/4; 57/20; 14/5; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 14/5; 45/17; 14/5; 27/10; 5/2; 12/5; 23/10; 11/4
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-13 16:16:23 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 19/20; 1; 1; 21/20; 19/20; 1; 10/11; 1; 1; 20/21; 23/20; 21/20; 19/20; 1; 1; 39/40; 21/20; 1; 1; 1; ; ; ; ; ; ; 
Las Palmas; 14/5; 5/2; 5/2; 11/4; 11/4; 11/4; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 11/5; 27/10; 11/4; 13/5; 45/17; 27/10; 13/5; 45/17; 27/10; 45/17; 13/5; 13/5; 27/10; 13/5; 11/4
Draw; 13/5; 13/5; 13/5; 12/5; 71/25; 14/5; 5/2; 13/5; 27/10; 13/5; 13/5; 13/5; 11/4; 27/10; 11/4; 13/5; 28/11; 13/5; 14/5; 45/17; 14/5; 28/11; 11/4; 5/2; 12/5; 27/10; 27/10
META; spain/la-liga-primera/las-palmas-v-real-sociedad; 2018-04-14 12:18:21 GMT+3; 2018-04-14 17:30; e70300-dr003
Real Sociedad; 19/20; 19/20; 19/20; 1; 51/50; 19/20; 1; 10/11; 19/20; 19/20; 19/20; 20/21; 1; 19/20; 1; 66/67; 15/16; 1; 1; 20/21; 1; 1; ; ; ; ; 
Las Palmas; 14/5; 13/5; 13/5; 11/4; 14/5; 11/4; 13/5; 13/5; 14/5; 13/5; 11/4; 13/5; 13/5; 11/4; 11/4; 13/5; 27/10; 27/10; 45/17; 14/5; 11/4; 11/4; 13/5; 27/10; 11/4; 11/4; 27/10
Draw; 13/5; 11/4; 13/5; 12/5; 29/10; 14/5; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 14/5; 27/10; 14/5; 13/5; 14/5; 11/4; 14/5; 14/5; 14/5; ; 
