META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-08 14:25:20 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-09 18:25:06 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 5/6; 4/5; 2/15; 20/21
Draw; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 9/4; 23/10; 12/5; 23/10; 1/33; 19/10
Dagenham & Redbridge; 7/2; 10/3; 57/17; 10/3; 3; 16/5; 57/17; 17/5; 57/17; 7/2; 57/17; 2/15; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-09 22:25:07 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 5/6; 4/5; 1/8; 20/21
Draw; 12/5; 23/10; 23/10; 12/5; 12/5; 23/10; 9/4; 9/4; 23/10; 12/5; 23/10; 1/100; 19/10
Dagenham & Redbridge; 7/2; 10/3; 57/17; 10/3; 3; 16/5; 57/17; 17/5; 57/17; 18/5; 57/17; 1/8; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-10 02:24:48 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 5/6; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 4/5; 4/5; 4/5; 4/5; 1/8; 20/21
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 23/10; 9/4; 9/4; 23/10; 12/5; 23/10; 1/100; 19/10
Dagenham & Redbridge; 7/2; 16/5; 10/3; 57/17; 10/3; 16/5; 16/5; 57/17; 17/5; 57/17; 15/4; 57/17; 1/8; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-10 10:24:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 5/6; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 4/5; 4/5; 4/5; 4/5; 1/100; 20/21
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 23/10; 9/4; 9/4; 23/10; 12/5; 23/10; 1/100; 19/10
Dagenham & Redbridge; 7/2; 16/5; 10/3; 57/17; 10/3; 16/5; 16/5; 57/17; 17/5; 57/17; 15/4; 57/17; 1/100; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-10 14:25:26 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 5/6; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 10/13; 4/5; 4/5; 5/6; 4/5; 1/100; 20/21
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 23/10; 9/4; 9/4; 23/10; 12/5; 23/10; 1/100; 
Dagenham & Redbridge; 7/2; 16/5; 10/3; 57/17; 10/3; 16/5; 16/5; 57/17; 17/5; 57/17; 18/5; 57/17; 1/100; 
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-10 18:25:18 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 5/6; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 1/100; 20/21
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 1/100; 19/10
Dagenham & Redbridge; 7/2; 16/5; 10/3; 57/17; 10/3; 16/5; 16/5; 17/5; 17/5; 57/17; 18/5; 17/5; 1/100; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-10 22:25:10 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 5/6; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/7; 20/21
Draw; 12/5; 23/10; 23/10; 23/10; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 7/4; 19/10
Dagenham & Redbridge; 7/2; 16/5; 10/3; 57/17; 10/3; 16/5; 16/5; 17/5; 17/5; 57/17; 18/5; 17/5; 5/2; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-11 02:23:14 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 1/100; 20/21
Draw; 23/10; 23/10; 23/10; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 1/100; 19/10
Dagenham & Redbridge; 16/5; 10/3; 57/17; 10/3; 16/5; 16/5; 17/5; 17/5; 57/17; 18/5; 17/5; 1/100; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-11 10:23:22 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 1/100; 20/21
Draw; 23/10; 23/10; 23/10; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 1/100; 19/10
Dagenham & Redbridge; 16/5; 10/3; 57/17; 10/3; 16/5; 16/5; 17/5; 17/5; 57/17; 18/5; 17/5; 1/100; 3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-11 14:23:40 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 9/10; 3/4; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 1/100; 5/6
Draw; 63/25; 23/10; 23/10; 23/10; 12/5; 9/4; 47/20; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 1/100; 12/5
Dagenham & Redbridge; 73/20; 16/5; 10/3; 57/17; 10/3; 16/5; 10/3; 16/5; 17/5; 17/5; 57/17; 18/5; 17/5; 1/100; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-11 18:23:36 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 9/11; 4/5; 5/6; 4/5; 8/11; 8/11; 5/6
Draw; 9/4; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 9/4; 12/5; 9/4; 40/17; 23/10; 12/5; 27/11; 11/5; 9/4; 5/2; 
Dagenham & Redbridge; 15/4; 10/3; 37/10; 16/5; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 10/3; 17/5; 17/5; 56/19; 57/17; 7/2; 38/11; 7/2; 13/5; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-11 22:23:22 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 4/5; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 9/11; 4/5; 5/6; 4/5; 8/11; 8/11; 5/6
Draw; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 9/4; 12/5; 9/4; 40/17; 23/10; 12/5; 27/11; 11/5; 9/4; 5/2; 
Dagenham & Redbridge; 15/4; 10/3; 10/3; 37/10; 16/5; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 10/3; 17/5; 17/5; 56/19; 57/17; 7/2; 38/11; 10/3; 13/5; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-12 02:23:08 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 4/5; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 9/11; 4/5; 5/6; 5/6; 1/50; 5/6
Draw; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 9/4; 12/5; 9/4; 40/17; 23/10; 12/5; 12/5; 1/100; 5/2; 
Dagenham & Redbridge; 15/4; 10/3; 10/3; 37/10; 10/3; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 10/3; 17/5; 17/5; 56/19; 57/17; 7/2; 17/5; 1/100; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-12 10:23:05 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 4/5; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 9/11; 4/5; 5/6; 4/5; 1/33; 8/11; 5/6
Draw; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 9/4; 12/5; 9/4; 40/17; 23/10; 12/5; 12/5; 1/100; 9/4; 5/2; 
Dagenham & Redbridge; 15/4; 10/3; 10/3; 37/10; 10/3; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 10/3; 38/11; 17/5; 56/19; 57/17; 7/2; 7/2; 1/100; 13/5; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-12 14:23:27 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 5/6; 4/5; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 9/11; 4/5; 5/6; 5/6; 1/33; 8/11; 5/6
Draw; 12/5; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 9/4; 12/5; 9/4; 40/17; 23/10; 12/5; 12/5; 1/100; 9/4; 5/2; 
Dagenham & Redbridge; 15/4; 7/2; 10/3; 10/3; 37/10; 10/3; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 10/3; 17/5; 17/5; 56/19; 57/17; 7/2; 17/5; 1/100; 13/5; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-12 18:23:27 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 5/6; 4/5; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 5/6; 4/5; 4/5; 6/7; 4/5; 5/6; 5/6; 4/6; 8/11; 5/6; 
Draw; 12/5; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 12/5; 9/4; 9/4; 27/11; 23/10; 12/5; 12/5; 20/21; 9/4; 5/2; ; 
Dagenham & Redbridge; 15/4; 7/2; 10/3; 10/3; 37/10; 10/3; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 100/30; 10/3; 17/5; 17/5; 31/10; 57/17; 7/2; 17/5; 1/5; 13/5; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-12 22:23:18 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 5/6; 4/5; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 5/6; 4/5; 4/5; 6/7; 4/5; 5/6; 5/6; 4/5; 8/11; 8/11; 5/6; 
Draw; 12/5; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 12/5; 9/4; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 2; 9/4; 5/2; ; 
Dagenham & Redbridge; 15/4; 7/2; 10/3; 10/3; 37/10; 10/3; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 100/30; 10/3; 17/5; 17/5; 31/10; 57/17; 7/2; 17/5; 7/2; 13/5; 13/5; 7/2
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-13 02:22:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 5/6; 5/6; 4/5; 22/25; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 17/20; 4/5; 4/5; 6/7; 4/5; 5/6; 5/6; 4/5; 4/5; 5/6; 
Draw; 12/5; 9/4; 23/10; 64/25; 23/10; 12/5; 23/10; 9/4; 12/5; 11/5; 9/4; 13/5; 9/4; 9/4; 27/11; 23/10; 12/5; 12/5; 12/5; 9/4; 5/2; ; 
Dagenham & Redbridge; 15/4; 7/2; 10/3; 10/3; 37/10; 10/3; 10/3; 57/17; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 17/5; 17/5; 31/10; 57/17; 7/2; 17/5; 7/2; 14/5; 10/3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-13 10:22:46 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 4/5; 17/20; 20/23; 5/6; 23/25; 3/4; 5/6; 4/5; 20/23; 5/6; 5/6; 9/10; 17/20; 4/5; 13/15; 4/5; 9/10; 4/5; 20/23; 5/6; 5/6; 4/5; 9/10
Draw; 12/5; 11/5; 12/5; 127/50; 23/10; 23/10; 23/10; 11/5; 12/5; 11/5; 11/5; 13/5; 9/4; 12/5; 9/4; 27/11; 23/10; 12/5; 12/5; 9/4; 21/10; 5/2; 
Dagenham & Redbridge; 15/4; 10/3; 16/5; 7/2; 7/2; 10/3; 10/3; 57/17; 16/5; 16/5; 3; 31/10; 7/2; 16/5; 41/13; 17/5; 29/10; 57/17; 10/3; 13/4; 3; 14/5; 10/3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-13 14:23:28 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 17/20; 10/11; 20/23; 5/6; 23/25; 4/5; 5/6; 4/5; 20/23; 17/20; 5/6; 9/10; 10/11; 5/6; 13/15; 4/5; 9/10; 4/5; 20/23; 10/11; 5/6; 5/6; 5/6; 9/10
Draw; 23/10; 12/5; 11/5; 12/5; 127/50; 23/10; 23/10; 23/10; 11/5; 23/10; 11/5; 11/5; 5/2; 9/4; 40/17; 9/4; 27/11; 23/10; 12/5; 12/5; 9/4; 2; 11/5; 5/2
Dagenham & Redbridge; 7/2; 16/5; 16/5; 7/2; 7/2; 16/5; 10/3; 57/17; 16/5; 16/5; 3; 31/10; 100/30; 3; 58/19; 17/5; 29/10; 57/17; 33/10; 31/10; 3; 14/5; 12/5; 10/3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-13 18:23:33 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 17/20; 10/11; 20/23; 5/6; 93/100; 4/5; 17/20; 4/5; 20/23; 17/20; 5/6; 9/10; 10/11; 5/6; 13/15; 4/5; 10/11; 4/5; 20/23; 10/11; 5/6; 4/5; 5/6; 9/10
Draw; 23/10; 12/5; 11/5; 12/5; 5/2; 23/10; 12/5; 23/10; 11/5; 23/10; 11/5; 11/5; 5/2; 11/5; 40/17; 9/4; 12/5; 23/10; 12/5; 12/5; 9/4; 2; 11/5; 5/2
Dagenham & Redbridge; 7/2; 16/5; 16/5; 7/2; 7/2; 16/5; 10/3; 57/17; 16/5; 31/10; 3; 31/10; 100/30; 3; 58/19; 17/5; 29/10; 57/17; 33/10; 31/10; 3; 11/4; 12/5; 10/3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-13 22:23:19 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 17/20; 10/11; 20/23; 5/6; 93/100; 4/5; 17/20; 4/5; 20/23; 17/20; 5/6; 9/10; 10/11; 5/6; 13/15; 4/5; 10/11; 4/5; 20/23; 13/15; 5/6; 5/6; 5/6; 9/10
Draw; 23/10; 12/5; 11/5; 12/5; 5/2; 23/10; 12/5; 23/10; 11/5; 23/10; 11/5; 11/5; 5/2; 11/5; 40/17; 9/4; 12/5; 23/10; 12/5; 12/5; 9/4; 2; 11/5; 5/2
Dagenham & Redbridge; 7/2; 16/5; 16/5; 7/2; 7/2; 16/5; 10/3; 57/17; 16/5; 16/5; 3; 31/10; 100/30; 3; 16/5; 17/5; 29/10; 57/17; 33/10; 13/4; 3; 14/5; 12/5; 10/3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-14 02:22:54 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 17/20; 10/11; 20/23; 5/6; 93/100; 4/5; 17/20; 4/5; 20/23; 17/20; 5/6; 17/20; 10/11; 5/6; 13/15; 4/5; 10/11; 4/5; 20/23; 5/6; 5/6; 8/11; 9/10
Draw; 23/10; 12/5; 11/5; 12/5; 5/2; 23/10; 12/5; 23/10; 11/5; 23/10; 11/5; 11/5; 5/2; 11/5; 40/17; 9/4; 12/5; 23/10; 12/5; 12/5; 9/4; 2; 5/2
Dagenham & Redbridge; 7/2; 16/5; 16/5; 7/2; 7/2; 16/5; 16/5; 57/17; 16/5; 16/5; 3; 31/10; 100/30; 3; 16/5; 17/5; 29/10; 57/17; 10/3; 33/10; 3; 10/3; 
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-14 10:23:09 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 17/20; 17/20; 20/23; 5/6; 93/100; 4/5; 17/20; 11/13; 20/23; 17/20; 5/6; 9/10; 10/11; 5/6; 13/15; 4/5; 10/11; 11/13; 20/23; 13/15; 5/6; 5/6; 5/6; 9/10
Draw; 23/10; 12/5; 11/5; 12/5; 5/2; 23/10; 12/5; 23/10; 11/5; 23/10; 11/5; 11/5; 5/2; 9/4; 40/17; 9/4; 12/5; 23/10; 12/5; 9/4; 23/10; 9/4; 5/2; 
Dagenham & Redbridge; 7/2; 10/3; 16/5; 7/2; 7/2; 16/5; 16/5; 31/10; 16/5; 16/5; 3; 31/10; 100/30; 3; 16/5; 17/5; 29/10; 31/10; 10/3; 16/5; 3; 10/3; 3; 10/3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-14 14:23:58 GMT+3; 2018-04-14 15:00; Nothing; Xlenovo
Wrexham; 17/20; 17/20; 20/23; 5/6; 93/100; 4/5; 17/20; 11/13; 20/23; 17/20; 5/6; 9/10; 10/11; 5/6; 13/15; 4/5; 10/11; 11/13; 20/23; 13/15; 5/6; 5/6; 5/6; 9/10
Draw; 23/10; 12/5; 11/5; 12/5; 127/50; 23/10; 12/5; 23/10; 11/5; 23/10; 11/5; 11/5; 5/2; 9/4; 40/17; 9/4; 12/5; 23/10; 12/5; 12/5; 12/5; 23/10; 23/10; 5/2
Dagenham & Redbridge; 7/2; 16/5; 16/5; 7/2; 69/20; 16/5; 10/3; 31/10; 16/5; 16/5; 3; 31/10; 100/30; 3; 16/5; 17/5; 29/10; 31/10; 10/3; 16/5; 10/3; 10/3; 10/3; 10/3
META; english/non-league/national-league/wrexham-v-dagenham-redbridge; 2018-04-14 18:23:13 GMT+3; 2018-04-14 15:00; In Play; Xlenovo
Wrexham; 21/10; 2; 21/10; 2; 39/100; 37/19; 21/10; 9/4; 19/10; 11/5; 37/19; 19/10; 19/10; 21/10
Draw; 1; 1; 17/5; 19/17; 21/20; 21/20; 21/20; 1; 6/5; 1; 6/5; 1; ; 
Dagenham & Redbridge; 3; 11/4; 14/5; 29/10; 89/10; 45/17; 13/5; 11/4; 11/4; 13/5; 12/5; 16/5; 27/11; 14/5
