META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-22 14:23:13 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Draw; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 7/5; 6/4
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-25 10:21:29 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 5/4; 23/20; 6/5; 5/4; 6/5; 23/20; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 5/6; 5/6
Leyton Orient; 11/5; 2; 21/10; 39/19; 21/10; 2; 21/10; 21/10; 39/19; 9/4; 21/10; 7/5; 6/4; 
Draw; 9/4; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 13/8; 8/5
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-25 14:21:46 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 5/4; 133/00; 11/10; 5/4; 5/4; 6/5; 23/20; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 10/11; 5/4
Leyton Orient; 11/5; 56/25; 21/10; 21/10; 39/19; 21/10; 2; 21/10; 21/10; 39/19; 9/4; 21/10; 13/8; 21/10; 
Draw; 9/4; 23/10; 21/10; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 13/8; 9/4
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-25 18:21:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 153/00; 13/10; 7/5; 5/4; 7/5; 11/8; 7/5; 7/5; 11/8; 7/5; 6/5; 4/3; 5/4; 29/20; 7/5; 10/11; 13/10; 7/5
Leyton Orient; 19/10; 19/10; 17/10; 46/25; 9/5; 9/5; 39/19; 15/8; 17/10; 7/4; 15/8; 7/4; 24/13; 21/10; 48/29; 39/19; 9/5; 24/13; 7/5; 7/5; 9/5
Draw; 9/4; 23/10; 11/5; 12/5; 21/10; 11/5; 11/5; 11/5; 21/10; 43/20; 23/10; 21/10; 9/4; 11/5; 12/5; 11/5; 23/10; 9/4; 13/8; 15/8; 23/10
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-25 22:21:28 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 153/00; 13/10; 7/5; 7/5; 7/5; 11/8; 7/5; 7/5; 11/8; 16/11; 6/5; 4/3; 7/5; 29/20; 16/11; 10/11; 13/10; 7/5
Leyton Orient; 19/10; 19/10; 17/10; 46/25; 9/5; 9/5; 9/5; 15/8; 17/10; 9/5; 15/8; 7/4; 9/5; 21/10; 48/29; 9/5; 9/5; 9/5; 7/5; 7/5; 9/5
Draw; 9/4; 12/5; 11/5; 12/5; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 23/10; 21/10; 9/4; 11/5; 12/5; 11/5; 12/5; 9/4; 17/10; 15/8; 23/10
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-26 02:21:23 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 153/00; 13/10; 7/5; 7/5; 7/5; 11/8; 7/5; 13/10; 11/8; 16/11; 6/5; 4/3; 7/5; 29/20; 16/11; 20/21; 13/10; 7/5
Leyton Orient; 19/10; 19/10; 17/10; 46/25; 9/5; 9/5; 9/5; 15/8; 17/10; 9/5; 17/10; 7/4; 9/5; 21/10; 48/29; 9/5; 9/5; 9/5; 7/5; 7/5; 9/5
Draw; 9/4; 12/5; 11/5; 12/5; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 21/10; 9/4; 11/5; 12/5; 11/5; 12/5; 9/4; 7/4; 15/8; 23/10
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-26 10:21:30 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 153/00; 13/10; 7/5; 7/5; 7/5; 11/8; 7/5; 13/10; 11/8; 16/11; 6/5; 4/3; 7/5; 29/20; 16/11; 1; 7/5
Leyton Orient; 19/10; 19/10; 17/10; 46/25; 9/5; 9/5; 9/5; 15/8; 17/10; 9/5; 17/10; 7/4; 9/5; 21/10; 48/29; 9/5; 9/5; 9/5; 7/5; 9/5
Draw; 9/4; 12/5; 11/5; 12/5; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 21/10; 9/4; 11/5; 12/5; 11/5; 12/5; 9/4; 19/10; 23/10
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-26 14:21:59 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 77/50; 13/10; 7/5; 7/5; 7/5; 11/8; 7/5; 13/10; 11/8; 16/11; 6/5; 4/3; 7/5; 29/20; 16/11; 6/5; 13/10; 6/4
Leyton Orient; 19/10; 19/10; 17/10; 47/25; 9/5; 9/5; 9/5; 15/8; 17/10; 9/5; 17/10; 7/4; 9/5; 21/10; 48/29; 9/5; 9/5; 9/5; 19/10; 7/5; 9/5
Draw; 9/4; 12/5; 11/5; 58/25; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 21/10; 9/4; 11/5; 12/5; 11/5; 12/5; 9/4; 11/5; 15/8; 9/4
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-26 18:21:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 29/20; 161/00; 7/5; 7/5; 7/5; 29/20; 29/20; 6/4; 7/5; 7/5; 7/5; 6/4; 6/5; 16/11; 7/5; 6/4; 6/4; 27/20; 13/10; 6/4
Leyton Orient; 19/10; 19/10; 7/4; 17/10; 9/5; 7/4; 9/5; 9/5; 7/4; 7/4; 8/5; 7/4; 13/8; 17/10; 17/10; 21/10; 17/10; 9/5; 7/4; 7/4; 13/8; 7/5; 7/4
Draw; 9/4; 12/5; 11/5; 11/5; 58/25; 11/5; 11/5; 11/5; 11/5; 9/4; 21/10; 43/20; 21/10; 21/10; 11/5; 12/5; 11/5; 12/5; 11/5; 15/8; 9/4; ; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-26 22:21:38 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 29/20; 159/00; 7/5; 6/4; 7/5; 29/20; 29/20; 6/4; 7/5; 7/5; 7/5; 16/11; 6/5; 16/11; 7/5; 29/20; 6/4; 6/4; 27/20; 13/10; 6/4
Leyton Orient; 19/10; 19/10; 7/4; 17/10; 89/50; 7/4; 9/5; 9/5; 7/4; 9/5; 8/5; 7/4; 13/8; 17/10; 7/4; 21/10; 17/10; 9/5; 9/5; 7/4; 13/8; 17/10; 7/5; 17/10
Draw; 9/4; 12/5; 11/5; 11/5; 119/0; 11/5; 11/5; 11/5; 11/5; 11/5; 43/20; 21/10; 21/10; 11/5; 12/5; 11/5; 12/5; 21/10; 11/5; 15/8; 23/10; ; ; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-27 02:21:27 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 29/20; 159/00; 7/5; 6/4; 7/5; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 16/11; 6/5; 16/11; 7/5; 29/20; 6/4; 6/4; 27/20; 6/4
Leyton Orient; 19/10; 19/10; 7/4; 17/10; 89/50; 7/4; 7/4; 9/5; 7/4; 9/5; 13/8; 7/4; 13/8; 17/10; 7/4; 21/10; 17/10; 9/5; 9/5; 7/4; 13/8; 13/8; 17/10
Draw; 9/4; 12/5; 11/5; 11/5; 119/0; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 12/5; 11/5; 12/5; 21/10; 11/5; 23/10; ; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-27 10:21:33 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 6/4; 159/00; 7/5; 7/5; 7/5; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 16/11; 6/5; 16/11; 7/5; 29/20; 6/4; 6/4; 27/20; 13/10; 6/4
Leyton Orient; 19/10; 19/10; 17/10; 9/5; 89/50; 7/4; 9/5; 9/5; 17/10; 9/5; 13/8; 7/4; 13/8; 17/10; 7/4; 21/10; 17/10; 9/5; 9/5; 7/4; 13/8; 17/10; 7/5; 17/10
Draw; 9/4; 12/5; 11/5; 23/10; 119/0; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 12/5; 11/5; 12/5; 21/10; 11/5; 15/8; 23/10; ; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-27 14:21:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 6/4; 159/00; 7/5; 7/5; 7/5; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 16/11; 6/5; 16/11; 7/5; 29/20; 6/4; 6/4; 11/8; 13/10; 6/4
Leyton Orient; 19/10; 19/10; 17/10; 9/5; 89/50; 7/4; 9/5; 9/5; 17/10; 9/5; 13/8; 7/4; 13/8; 17/10; 7/4; 21/10; 17/10; 9/5; 9/5; 7/4; 13/8; 17/10; 7/5; 17/10
Draw; 9/4; 12/5; 11/5; 23/10; 119/0; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 12/5; 11/5; 12/5; 21/10; 11/5; 15/8; 23/10; ; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-27 18:22:29 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 29/20; 7/5; 29/20; 6/4; 159/00; 7/5; 7/5; 7/5; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 6/4; 6/5; 16/11; 7/5; 29/20; 6/4; 6/4; 27/20; 13/10; 6/4
Leyton Orient; 19/10; 19/10; 17/10; 9/5; 89/50; 7/4; 9/5; 9/5; 17/10; 9/5; 13/8; 7/4; 13/8; 17/10; 17/10; 21/10; 17/10; 9/5; 9/5; 7/4; 13/8; 17/10; 7/5; 17/10
Draw; 9/4; 12/5; 11/5; 23/10; 119/0; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 11/5; 12/5; 11/5; 12/5; 9/4; 21/10; 11/5; 15/8; 23/10; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-27 22:22:32 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 7/4; 6/4; 6/4; 6/4; 44/25; 31/20; 7/5; 7/5; 6/4; 8/5; 8/5; 8/5; 6/4; 6/4; 28/17; 23/17; 8/5; 7/5; 13/8; 28/17; 13/8; 13/8; 7/5; 17/10
Leyton Orient; 31/20; 17/10; 13/8; 9/5; 163/00; 13/8; 9/5; 9/5; 13/8; 13/8; 31/20; 31/20; 6/4; 6/4; 17/11; 19/10; 8/5; 9/5; 8/5; 8/5; 6/4; 6/4; 13/10; 6/4
Draw; 9/4; 12/5; 11/5; 23/10; 47/20; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 23/10; 11/5; 12/5; 9/4; 21/10; 21/10; 15/8; 23/10; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-28 02:22:40 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 7/4; 6/4; 6/4; 6/4; 44/25; 31/20; 6/4; 7/5; 6/4; 8/5; 8/5; 8/5; 6/4; 6/4; 28/17; 23/17; 8/5; 7/5; 13/8; 28/17; 13/8; 6/4; 7/5; 13/8
Leyton Orient; 31/20; 17/10; 13/8; 9/5; 163/00; 13/8; 9/5; 9/5; 13/8; 13/8; 31/20; 31/20; 6/4; 6/4; 17/11; 19/10; 8/5; 9/5; 13/8; 8/5; 6/4; 6/4; 13/10; 9/5
Draw; 9/4; 23/10; 11/5; 23/10; 47/20; 21/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 23/10; 11/5; 23/10; 9/4; 21/10; 2; 15/8; 11/5; 
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-28 10:22:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Gateshead; 13/8; 6/4; 13/8; 6/4; 44/25; 31/20; 13/8; 17/11; 13/8; 13/8; 8/5; 13/8; 6/4; 6/4; 28/17; 23/17; 28/17; 17/11; 13/8; 28/17; 13/8; 13/8; 13/8; 13/8
Leyton Orient; 31/20; 17/10; 31/20; 9/5; 8/5; 8/5; 13/8; 17/11; 31/20; 8/5; 31/20; 31/20; 6/4; 6/4; 17/11; 19/10; 20/13; 17/11; 8/5; 17/11; 6/4; 13/8; 8/5; 9/5
Draw; 12/5; 12/5; 11/5; 23/10; 12/5; 11/5; 9/4; 9/4; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 23/10; 21/10; 23/10; 9/4; 12/5; 23/10; 21/10; 11/5; 9/4; 11/5
META; english/non-league/national-league/gateshead-v-leyton-orient; 2018-04-28 14:23:29 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Leyton Orient; 6/4; 6/4; 6/4; 29/20; 39/25; 29/20; 6/4; 17/11; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 17/10; 53/35; 17/11; 31/20; 6/4; 7/5; 6/4; 
Gateshead; 17/10; 17/10; 8/5; 9/5; 171/00; 8/5; 13/8; 17/11; 8/5; 8/5; 31/20; 8/5; 6/4; 8/5; 8/5; 6/4; 18/11; 17/11; 13/8; 28/17; 8/5; 13/8
Draw; 12/5; 5/2; 23/10; 23/10; 51/20; 23/10; 23/10; 9/4; 12/5; 9/4; 11/5; 23/10; 9/4; 9/4; 27/11; 21/10; 12/5; 9/4; 5/2; 27/11; 12/5; 12/5
