META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-22 14:23:09 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/10; 1/2
Draw; 4; 4; 4; 15/4; 15/4; 77/19; 4; 41/10; 5/6; 7/2; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 37/4; 19/2; 11; 37/4; 20/21; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-23 18:22:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/10; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 77/19; 4; 21/5; 41/10; 4/11; 7/2; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 37/4; 19/2; 11; 37/4; 2/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-23 22:22:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/5; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 77/19; 4; 17/4; 41/10; 14/5; 7/2; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 37/4; 19/2; 11; 37/4; 33/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-24 02:22:23 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/5; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 77/19; 4; 21/5; 41/10; 14/5; 7/2; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 37/4; 19/2; 11; 37/4; 33/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-24 10:22:19 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/18; 1/4; 2/7; 1/4; 1/10; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 77/19; 4; 17/4; 41/10; 4/11; 7/2; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 37/4; 17/2; 19/2; 11; 37/4; 2/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-24 14:22:41 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/18; 1/4; 2/7; 1/4; 1/10; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 77/19; 4; 21/5; 41/10; 4/11; 7/2; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 37/4; 17/2; 19/2; 11; 37/4; 2/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-24 18:22:30 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 5/18; 1/4; 2/7; 5/19; 1/10; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 54/13; 4; 21/5; 21/5; 4/11; 7/2; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 19/2; 17/2; 19/2; 11; 19/2; 2/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-24 22:22:32 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 5/18; 1/4; 2/7; 5/19; 1/10; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 54/13; 4; 21/5; 21/5; 4/11; 7/2; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 19/2; 17/2; 19/2; 11; 19/2; 2/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-25 02:21:39 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 5/18; 1/4; 2/7; 5/19; 1/14; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 54/13; 4; 17/4; 21/5; 4/11; 7/2; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 19/2; 17/2; 19/2; 11; 19/2; 2/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-25 10:21:26 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 5/18; 1/4; 2/7; 5/19; 1/14; 1/2
Draw; 4; 4; 21/5; 15/4; 15/4; 54/13; 4; 17/4; 21/5; 4/11; 7/2; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 10; 17/2; 9; 19/2; 17/2; 19/2; 11; 19/2; 2/5; 7/2
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-25 14:21:42 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 3/10; 17/50; 2/9; 2/7; 1/4; 1/4; 1/4; 2/7; 5/19; 5/18; 1/4; 2/7; 5/19; 1/14; 1/3
Draw; 4; 4; 4; 15/4; 15/4; 41/10; 4; 17/4; 54/13; 4/11; 7/2; ; ; ; 
Guiseley; 9; 19/2; 19/2; 19/2; 19/2; 10; 17/2; 17/2; 19/2; 17/2; 19/2; 11; 19/2; 2/5; 46/5
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-25 18:21:46 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 13/50; 1/5; 2/9; 1/4; 2/9; 2/9; 1/4; 1/4; 2/9; 3/13; 1/4; 3/13; 1/4; 1/4; 3/13; 2/9; 2/9; 1/4
Draw; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 4; 17/4; 9/2; 4; 23/5; 17/4; 22/5; 4; 9/2; 79/17; 23/5; 4; 24/5
Guiseley; 12; 11; 10; 11; 10; 10; 19/2; 11; 10; 10; 10; 45/4; 9; 43/5; 19/2; 12; 45/4; 54/5; 32/5; 54/5; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-25 22:21:24 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 13/50; 1/5; 2/9; 1/4; 2/9; 2/9; 1/4; 1/4; 2/9; 3/13; 1/4; 3/13; 1/4; 1/4; 3/13; 1/8; 2/9; 1/4
Draw; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 4; 9/2; 4; 23/5; 17/4; 22/5; 4; 9/2; 79/17; 4/9; 4; 24/5; 
Guiseley; 12; 10; 10; 11; 10; 10; 19/2; 11; 9; 10; 10; 11; 43/5; 19/2; 12; 45/4; 2/5; 32/5; 54/5; ; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-26 02:21:20 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 13/50; 1/5; 2/9; 1/4; 2/9; 2/9; 1/4; 1/4; 2/9; 3/13; 1/4; 3/13; 1/4; 1/4; 3/13; 1/8; 2/9; 1/4
Draw; 9/2; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 4; 11/2; 4; 23/5; 17/4; 22/5; 4; 9/2; 79/17; 4/9; 4; 24/5; 
Guiseley; 12; 10; 10; 11; 10; 10; 19/2; 11; 10; 10; 10; 11; 43/5; 19/2; 12; 45/4; 2/5; 32/5; 54/5; ; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-26 10:21:26 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 13/50; 1/5; 2/9; 1/4; 1/4; 2/9; 1/4; 1/4; 2/9; 4/17; 1/4; 3/13; 1/4; 1/4; 4/17; 1/8; 1/4
Draw; 17/4; 9/2; 4; 51/10; 9/2; 19/4; 4; 9/2; 4; 11/2; 4; 9/2; 17/4; 22/5; 4; 9/2; 50/11; 4/9; 24/5; 
Guiseley; 12; 10; 10; 11; 10; 10; 19/2; 10; 9; 10; 10; 11; 43/5; 19/2; 12; 45/4; 2/5; 54/5; ; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-26 14:21:55 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 27/00; 1/5; 2/9; 1/4; 1/4; 2/9; 1/4; 1/4; 2/9; 4/17; 1/4; 3/13; 1/4; 1/4; 4/17; 1/8; 2/9; 1/4
Draw; 17/4; 9/2; 4; 49/10; 9/2; 19/4; 4; 9/2; 4; 11/2; 4; 9/2; 17/4; 22/5; 4; 9/2; 50/11; 2/9; 4; 24/5; 
Guiseley; 12; 10; 10; 11; 10; 10; 19/2; 10; 10; 10; 10; 11; 43/5; 19/2; 12; 45/4; 1/50; 32/5; 54/5; ; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-26 18:21:40 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 1/4; 27/00; 1/5; 2/9; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4; 4/17; 1/5; 2/9; 1/4
Draw; 17/4; 9/2; 9/2; 4; 49/10; 9/2; 19/4; 4; 9/2; 9/2; 4; 11/2; 4; 9/2; 17/4; 9/2; 4; 9/2; 50/11; 7/2; 4; 24/5; 
Guiseley; 12; 12; 11; 10; 11; 10; 10; 19/2; 11; 10; 10; 10; 10; 11; 10; 19/2; 12; 45/4; 31/5; 32/5; 54/5; ; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-26 22:21:35 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 1/4; 27/00; 1/5; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4; 4/17; 1/5; 1/5; 2/9; 1/4
Draw; 17/4; 9/2; 9/2; 4; 49/10; 9/2; 9/2; 4; 9/2; 9/2; 4; 11/2; 4; 9/2; 17/4; 9/2; 4; 9/2; 50/11; 9/2; 7/2; 4; 24/5
Guiseley; 12; 12; 11; 10; 11; 10; 11; 19/2; 11; 10; 10; 10; 10; 11; 10; 19/2; 12; 45/4; 11; 31/5; 32/5; 54/5; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-27 02:21:23 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 1/4; 27/00; 1/5; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4; 4/17; 1/5; 1/6; 1/4
Draw; 17/4; 9/2; 9/2; 4; 49/10; 9/2; 9/2; 4; 9/2; 9/2; 4; 11/2; 4; 9/2; 17/4; 9/2; 4; 9/2; 50/11; 9/2; 7/2; 24/5
Guiseley; 12; 11; 11; 10; 11; 10; 11; 19/2; 11; 10; 9; 10; 10; 11; 10; 19/2; 12; 45/4; 11; 31/5; 54/5; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-27 10:21:30 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 1/4; 27/00; 1/5; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4; 4/17; 1/5; 2/11; 1/4
Draw; 17/4; 17/4; 9/2; 9/2; 5; 9/2; 9/2; 4; 9/2; 9/2; 4; 11/2; 4; 9/2; 17/4; 9/2; 4; 9/2; 50/11; 9/2; 7/2; 24/5
Guiseley; 12; 10; 11; 11; 21/2; 10; 10; 19/2; 11; 10; 10; 10; 10; 11; 10; 19/2; 12; 45/4; 11; 38/5; 51/5; 
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-27 14:21:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 1/4; 1/4; 27/00; 1/5; 2/9; 1/4; 2/9; 1/4; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4; 4/17; 1/5; 2/9; 1/5; 1/4
Draw; 17/4; 17/4; 9/2; 9/2; 5; 9/2; 9/2; 4; 9/2; 9/2; 4; 11/2; 4; 9/2; 17/4; 9/2; 4; 9/2; 50/11; 9/2; 4; 24/5; 
Guiseley; 12; 10; 11; 11; 21/2; 10; 10; 19/2; 12; 10; 10; 10; 10; 45/4; 9; 10; 19/2; 12; 45/4; 11; 31/5; 32/5; 51/5
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-27 18:22:25 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/4; 1/4; 2/9; 1/4; 27/00; 1/5; 2/9; 1/4; 2/9; 1/4; 1/4; 1/4; 2/9; 4/17; 1/4; 1/4; 1/4; 1/4; 4/17; 1/5; 2/9; 1/5; 1/4
Draw; 17/4; 17/4; 9/2; 9/2; 5; 9/2; 9/2; 4; 9/2; 9/2; 4; 11/2; 4; 9/2; 17/4; 9/2; 4; 9/2; 50/11; 9/2; 4; 24/5; 
Guiseley; 12; 10; 12; 11; 21/2; 10; 11; 19/2; 12; 10; 10; 10; 10; 45/4; 9; 10; 19/2; 12; 45/4; 11; 38/5; 32/5; 59/5
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-27 22:22:29 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 2/11; 2/9; 2/11; 1/4; 1/5; 2/13; 2/9; 1/5; 2/11; 1/6; 2/13; 2/11; 2/9; 2/11; 2/11; 2/9; 3/16; 1/5; 2/11; 2/11; 2/13; 1/7; 1/6; 2/9
Draw; 5; 11/2; 9/2; 6; 9/2; 5; 11/2; 11/2; 9/2; 19/4; 11/2; 9/2; 26/5; 9/2; 26/5; 5; 11/2; 21/4; 11/2; 9/2; 23/5; 26/5; ; 
Guiseley; 18; 12; 16; 11; 29/2; 13; 11; 19/2; 16; 14; 14; 13; 14; 12; 15; 10; 13; 19/2; 16; 61/4; 14; 10; 36/5; 68/5
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-28 02:22:36 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 2/11; 2/9; 2/11; 1/4; 1/5; 1/7; 1/5; 1/5; 2/11; 1/6; 1/6; 2/11; 2/9; 2/11; 2/11; 2/9; 3/16; 1/5; 2/11; 2/11; 2/13; 1/5; 2/11; 2/9
Draw; 11/2; 5; 11/2; 9/2; 31/5; 11/2; 5; 51/10; 11/2; 11/2; 9/2; 5; 11/2; 9/2; 11/2; 19/4; 26/5; 51/10; 11/2; 61/11; 11/2; 23/5; 23/5; 26/5
Guiseley; 14; 12; 16; 11; 27/2; 13; 12; 10; 16; 14; 12; 13; 14; 12; 53/4; 19/2; 13; 10; 16; 53/4; 14; 57/5; 36/5; 68/5
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-28 10:22:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 2/11; 2/9; 1/5; 2/9; 21/00; 2/13; 2/11; 1/5; 1/5; 2/11; 2/11; 2/11; 2/9; 2/11; 3/16; 1/6; 3/16; 1/5; 1/5; 1/5; 2/11; 1/5; 2/11; 2/9
Draw; 11/2; 5; 5; 61/10; 11/2; 11/2; 51/10; 5; 11/2; 9/2; 5; 11/2; 5; 27/5; 21/4; 26/5; 51/10; 11/2; 60/11; 5; 31/5; 23/5; ; 
Guiseley; 14; 12; 14; 12; 25/2; 13; 12; 10; 14; 12; 11; 13; 14; 11; 23/2; 12; 13; 10; 14; 23/2; 12; 71/5; 36/5; 59/5
META; english/non-league/national-league/boreham-wood-v-guiseley; 2018-04-28 14:23:25 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Boreham Wood; 1/5; 1/5; 2/11; 2/11; 19/00; 1/7; 2/13; 1/5; 1/5; 2/11; 1/6; 2/11; 1/5; 2/11; 1/7; 1/6; 1/6; 1/5; 2/11; 3/19; 2/13; 2/11
Draw; 11/2; 5; 5; 31/5; 11/2; 6; 51/10; 5; 5; 9/2; 6; 21/4; 11/2; 51/10; 6; 113/9; 11/2; 34/5; ; ; ; 
Guiseley; 14; 14; 16; 12; 15; 13; 16; 10; 14; 14; 12; 12; 14; 12; 63/4; 12; 29/2; 10; 14; 61/4; 12; 88/5
