META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-22 14:23:16 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Dagenham & Redbridge; 15/4; 18/5; 15/4; 18/5; 19/5; 7/2; 15/4; 18/5; 18/5; 21/5; 62/17; 14/5; 11/4
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-23 14:22:52 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 4/6; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 9/13; 8/13; 8/11
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 13/5; 5/2; 15/8; 11/4
Dagenham & Redbridge; 15/4; 18/5; 15/4; 18/5; 19/5; 7/2; 15/4; 18/5; 18/5; 21/5; 62/17; 3; 11/4
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-23 18:22:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 4/6; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 9/13; 4/7; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 11/5; 2/5
Dagenham & Redbridge; 15/4; 18/5; 15/4; 18/5; 19/5; 7/2; 15/4; 18/5; 18/5; 21/5; 62/17; 4/11; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-23 22:22:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 4/6; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 9/13; 8/15; 
Draw; 13/5; 5/2; 5/2; 5/2; 13/5; 12/5; 5/2; 5/2; 5/2; 13/5; 5/2; 7/4; 4/9
Dagenham & Redbridge; 15/4; 18/5; 15/4; 18/5; 19/5; 7/2; 15/4; 18/5; 18/5; 21/5; 62/17; 2/5; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-24 02:22:30 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 8/13; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 9/13; 4/7; 
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 5/2; 11/4; 5/2; 23/10; 1/2
Dagenham & Redbridge; 15/4; 15/4; 15/4; 18/5; 19/5; 7/2; 15/4; 18/5; 18/5; 19/5; 62/17; 1/2; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-24 10:22:26 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 8/13; 4/6; 7/10; 4/6; 4/6; 7/10; 9/13; 7/10; 7/10; 7/10; 9/13; 8/15; 8/11
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 9/5; 11/4
Dagenham & Redbridge; 15/4; 7/2; 15/4; 18/5; 18/5; 7/2; 7/2; 18/5; 18/5; 18/5; 19/5; 62/17; 1/50; 11/4
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-24 14:22:48 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 8/13; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 7/10; 9/13; 8/15; 8/15
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 12/5; 5/2; 5/2; 5/2; 5/2; 11/4; 5/2; 9/5; 4/7
Dagenham & Redbridge; 15/4; 15/4; 15/4; 18/5; 19/5; 7/2; 15/4; 18/5; 18/5; 18/5; 19/5; 62/17; 10/3; 4/7
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-24 18:22:37 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 8/13; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 7/10; 5/7; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 12/5; 5/2; 28/11; 5/2; 5/2; 11/4; 28/11; 9/5; 4/6
Dagenham & Redbridge; 15/4; 15/4; 15/4; 18/5; 19/5; 7/2; 15/4; 62/17; 18/5; 18/5; 19/5; 37/10; 10/3; 4/6
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-24 22:22:38 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 8/13; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 7/10; 5/7; 4/7; 4/9
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 12/5; 5/2; 28/11; 5/2; 5/2; 11/4; 28/11; 9/5; 1/8
Dagenham & Redbridge; 15/4; 15/4; 15/4; 18/5; 19/5; 7/2; 15/4; 62/17; 18/5; 18/5; 19/5; 37/10; 10/3; 2/15
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-25 02:21:46 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 8/13; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 7/10; 5/7; 4/7; 4/7
Draw; 13/5; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; 28/11; 5/2; 5/2; 13/5; 28/11; 9/5; 1/6
Dagenham & Redbridge; 15/4; 15/4; 15/4; 18/5; 19/5; 7/2; 15/4; 62/17; 18/5; 18/5; 21/5; 37/10; 10/3; 1/5
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-25 10:21:33 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 8/13; 4/6; 7/10; 4/6; 4/6; 4/6; 9/13; 7/10; 7/10; 7/10; 5/7; 4/7; 4/7
Draw; 13/5; 13/5; 5/2; 5/2; 13/5; 12/5; 5/2; 28/11; 5/2; 5/2; 13/5; 28/11; 9/5; 1/4
Dagenham & Redbridge; 15/4; 15/4; 15/4; 18/5; 19/5; 7/2; 15/4; 62/17; 18/5; 18/5; 21/5; 37/10; 10/3; 1/3
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-25 14:21:49 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 19/25; 8/13; 4/6; 7/10; 4/6; 4/6; 7/10; 9/13; 7/10; 7/10; 7/10; 5/7; 4/7; 8/11
Draw; 13/5; 68/25; 13/5; 5/2; 5/2; 13/5; 12/5; 5/2; 28/11; 5/2; 5/2; 13/5; 28/11; 19/10; 13/5
Dagenham & Redbridge; 15/4; 39/10; 15/4; 15/4; 18/5; 19/5; 7/2; 7/2; 62/17; 18/5; 18/5; 21/5; 37/10; 10/3; 7/2
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-25 18:21:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 19/25; 4/6; 7/10; 7/10; 8/11; 7/10; 3/4; 8/11; 7/10; 14/19; 7/10; 10/13; 7/10; 8/11; 14/19; 4/7; 4/7; 8/11
Draw; 13/5; 11/4; 13/5; 71/25; 13/5; 13/5; 5/2; 13/5; 12/5; 5/2; 11/4; 5/2; 45/17; 5/2; 45/17; 5/2; 11/4; 27/10; 19/10; 23/10; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 37/10; 10/3; 7/2; 18/5; 18/5; 16/5; 10/3; 7/2; 7/2; 17/5; 18/5; 37/13; 18/5; 18/5; 38/11; 13/5; 13/5; 7/2
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-25 22:21:31 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 39/50; 4/6; 7/10; 7/10; 8/11; 8/11; 8/11; 8/11; 7/10; 14/19; 7/10; 10/13; 7/10; 8/11; 14/19; 4/7; 4/7; 8/11
Draw; 13/5; 11/4; 13/5; 73/25; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 11/4; 5/2; 45/17; 5/2; 45/17; 5/2; 11/4; 27/10; 9/5; 23/10; 27/10
Dagenham & Redbridge; 4; 18/5; 10/3; 69/20; 10/3; 7/2; 18/5; 7/2; 10/3; 10/3; 7/2; 7/2; 17/5; 18/5; 37/13; 18/5; 18/5; 38/11; 1/50; 13/5; 10/3
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-26 02:21:27 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 77/00; 4/6; 7/10; 7/10; 8/11; 8/11; 8/11; 4/5; 7/10; 14/19; 7/10; 10/13; 7/10; 8/11; 14/19; 4/7; 4/7; 8/11
Draw; 13/5; 11/4; 13/5; 141/0; 13/5; 13/5; 5/2; 13/5; 12/5; 13/5; 14/5; 5/2; 45/17; 5/2; 45/17; 5/2; 11/4; 27/10; 9/5; 23/10; 27/10
Dagenham & Redbridge; 4; 18/5; 10/3; 73/20; 10/3; 7/2; 18/5; 7/2; 10/3; 10/3; 7/2; 7/2; 17/5; 18/5; 37/13; 18/5; 18/5; 38/11; 1/50; 13/5; 7/2
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-26 10:21:33 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 77/00; 4/6; 7/10; 7/10; 8/11; 8/11; 8/11; 4/5; 7/10; 14/19; 7/10; 10/13; 7/10; 8/11; 14/19; 4/7; 8/11
Draw; 13/5; 11/4; 13/5; 143/0; 13/5; 13/5; 5/2; 13/5; 23/10; 5/2; 14/5; 5/2; 45/17; 5/2; 45/17; 5/2; 11/4; 27/10; 9/5; 27/10
Dagenham & Redbridge; 4; 18/5; 10/3; 18/5; 10/3; 7/2; 18/5; 7/2; 10/3; 10/3; 7/2; 7/2; 17/5; 18/5; 37/13; 18/5; 18/5; 17/5; 1/50; 10/3
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-26 14:22:02 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 19/25; 4/6; 7/10; 7/10; 8/11; 7/10; 8/11; 4/5; 7/10; 14/19; 7/10; 10/13; 7/10; 8/11; 14/19; 4/7; 4/7; 8/11
Draw; 13/5; 11/4; 13/5; 71/25; 13/5; 13/5; 5/2; 13/5; 5/2; 5/2; 14/5; 13/5; 45/17; 5/2; 45/17; 5/2; 11/4; 27/10; 27/10; 23/10; 27/10
Dagenham & Redbridge; 4; 18/5; 10/3; 37/10; 10/3; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 10/3; 17/5; 18/5; 37/13; 18/5; 18/5; 17/5; 7/2; 13/5; 10/3
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-26 18:21:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 8/11; 19/25; 4/6; 7/10; 7/10; 8/11; 8/11; 8/11; 8/11; 4/5; 8/11; 14/19; 7/10; 13/17; 7/10; 3/4; 14/19; 4/7; 4/7; 8/11
Draw; 13/5; 11/4; 13/5; 13/5; 71/25; 13/5; 13/5; 5/2; 13/5; 13/5; 23/10; 13/5; 14/5; 5/2; 45/17; 5/2; 27/10; 5/2; 11/4; 27/10; 13/5; 23/10; 27/10
Dagenham & Redbridge; 4; 18/5; 10/3; 10/3; 37/10; 10/3; 7/2; 18/5; 10/3; 7/2; 10/3; 17/5; 7/2; 10/3; 17/5; 18/5; 33/10; 18/5; 7/2; 17/5; 7/2; 13/5; 10/3
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-26 22:21:41 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 8/11; 19/25; 4/6; 7/10; 7/10; 8/11; 8/11; 8/11; 8/11; 4/5; 8/11; 14/19; 7/10; 13/17; 7/10; 8/11; 14/19; 8/11; 4/7; 4/7; 8/11
Draw; 13/5; 14/5; 13/5; 13/5; 71/25; 13/5; 13/5; 5/2; 13/5; 13/5; 23/10; 13/5; 14/5; 5/2; 45/17; 5/2; 27/10; 5/2; 14/5; 27/10; 13/5; 13/5; 23/10; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 10/3; 37/10; 10/3; 7/2; 18/5; 10/3; 7/2; 17/5; 7/2; 10/3; 7/2; 18/5; 33/10; 18/5; 18/5; 7/2; 10/3; 7/2; 13/5; 10/3; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-27 02:21:30 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 8/11; 19/25; 4/6; 7/10; 7/10; 8/11; 8/11; 8/11; 8/11; 4/5; 8/11; 14/19; 7/10; 13/17; 7/10; 8/11; 14/19; 8/11; 4/7; 8/11
Draw; 13/5; 14/5; 13/5; 13/5; 71/25; 13/5; 13/5; 5/2; 13/5; 13/5; 23/10; 13/5; 14/5; 5/2; 45/17; 5/2; 27/10; 5/2; 14/5; 27/10; 13/5; 13/5; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 10/3; 37/10; 10/3; 7/2; 18/5; 10/3; 7/2; 17/5; 7/2; 10/3; 7/2; 18/5; 33/10; 18/5; 18/5; 7/2; 10/3; 7/2; 10/3; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-27 10:21:37 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 4/5; 19/25; 4/6; 8/11; 7/10; 8/11; 8/11; 8/11; 8/11; 4/5; 7/10; 14/19; 7/10; 13/17; 7/10; 3/4; 14/19; 8/11; 4/7; 8/13; 8/11
Draw; 13/5; 14/5; 13/5; 11/5; 71/25; 13/5; 13/5; 5/2; 13/5; 13/5; 23/10; 13/5; 14/5; 12/5; 45/17; 5/2; 27/10; 5/2; 14/5; 27/10; 13/5; 13/5; 23/10; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 4; 37/10; 10/3; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 7/2; 7/2; 18/5; 33/10; 18/5; 7/2; 7/2; 10/3; 7/2; 13/5; 10/3; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-27 14:21:57 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 3/4; 19/25; 4/6; 8/11; 7/10; 8/11; 4/6; 8/11; 8/11; 4/5; 7/10; 14/19; 7/10; 13/17; 7/10; 3/4; 14/19; 8/11; 4/7; 8/13; 8/11
Draw; 13/5; 14/5; 13/5; 14/5; 71/25; 13/5; 11/4; 5/2; 13/5; 11/4; 23/10; 13/5; 14/5; 13/5; 45/17; 5/2; 27/10; 5/2; 14/5; 27/10; 13/5; 13/5; 23/10; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 17/5; 37/10; 10/3; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 10/3; 7/2; 18/5; 33/10; 18/5; 7/2; 7/2; 10/3; 7/2; 13/5; 10/3; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-27 18:22:33 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 3/4; 19/25; 4/6; 8/11; 7/10; 8/11; 4/6; 8/11; 8/11; 4/5; 7/10; 14/19; 7/10; 13/17; 7/10; 3/4; 14/19; 8/11; 4/7; 8/13; 8/11
Draw; 13/5; 14/5; 13/5; 14/5; 71/25; 13/5; 11/4; 5/2; 13/5; 11/4; 23/10; 13/5; 14/5; 13/5; 45/17; 5/2; 27/10; 5/2; 14/5; 27/10; 13/5; 13/5; 23/10; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 17/5; 37/10; 10/3; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 10/3; 17/5; 18/5; 33/10; 18/5; 7/2; 17/5; 10/3; 7/2; 13/5; 10/3; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-27 22:22:36 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 3/4; 19/25; 4/6; 8/11; 7/10; 8/11; 8/11; 8/11; 8/11; 4/5; 8/11; 14/19; 7/10; 13/17; 7/10; 3/4; 14/19; 8/11; 4/7; 8/13; 8/11
Draw; 13/5; 11/4; 13/5; 14/5; 71/25; 13/5; 11/4; 5/2; 13/5; 13/5; 23/10; 13/5; 14/5; 5/2; 45/17; 5/2; 27/10; 5/2; 14/5; 27/10; 13/5; 13/5; 23/10; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 17/5; 37/10; 10/3; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 10/3; 17/5; 18/5; 33/10; 18/5; 7/2; 17/5; 10/3; 7/2; 13/5; 10/3; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-28 02:22:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 3/4; 19/25; 4/6; 8/11; 7/10; 8/11; 8/11; 8/11; 8/11; 4/5; 8/11; 14/19; 7/10; 13/17; 7/10; 3/4; 14/19; 8/11; 4/7; 8/13; 8/11
Draw; 13/5; 11/4; 13/5; 14/5; 71/25; 27/10; 11/4; 5/2; 13/5; 13/5; 23/10; 13/5; 14/5; 5/2; 45/17; 5/2; 27/10; 5/2; 11/4; 27/10; 13/5; 13/5; 23/10; 27/10
Dagenham & Redbridge; 4; 7/2; 10/3; 17/5; 37/10; 7/2; 7/2; 18/5; 10/3; 7/2; 10/3; 7/2; 10/3; 38/11; 18/5; 33/10; 18/5; 7/2; 7/2; 10/3; 7/2; 13/5; 10/3; 
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-28 10:22:51 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 7/10; 3/4; 8/11; 3/4; 19/25; 4/6; 8/11; 7/10; 8/11; 8/11; 7/10; 8/11; 4/5; 7/10; 14/19; 7/10; 13/17; 7/10; 8/11; 14/19; 8/11; 8/11; 4/6; 8/11
Draw; 13/5; 11/4; 13/5; 14/5; 71/25; 27/10; 13/5; 5/2; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 27/10; 5/2; 27/10; 5/2; 14/5; 27/10; 5/2; 14/5; 12/5; 
Dagenham & Redbridge; 4; 7/2; 10/3; 17/5; 37/10; 7/2; 7/2; 18/5; 10/3; 7/2; 16/5; 17/5; 7/2; 10/3; 38/11; 18/5; 33/10; 18/5; 18/5; 7/2; 10/3; 10/3; 3; 5/2
META; english/non-league/national-league/macclesfield-v-dagenham-redbridge; 2018-04-28 14:23:33 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 3/4; 8/11; 3/4; 37/50; 4/6; 7/10; 7/10; 8/11; 8/11; 7/10; 8/11; 4/5; 7/10; 5/7; 7/10; 13/17; 7/10; 8/11; 5/7; 4/6; 4/6
Draw; 13/5; 11/4; 13/5; 14/5; 143/0; 27/10; 11/4; 5/2; 13/5; 11/4; 12/5; 13/5; 14/5; 13/5; 27/10; 5/2; 27/10; 5/2; 14/5; 11/4; 13/5; 14/5
Dagenham & Redbridge; 4; 7/2; 17/5; 17/5; 19/5; 10/3; 15/4; 18/5; 17/5; 10/3; 10/3; 17/5; 7/2; 10/3; 39/11; 18/5; 33/10; 18/5; 18/5; 18/5; 7/2; 7/2
