META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-20 22:22:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-21 02:22:12 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-21 10:22:29 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-21 14:23:04 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 11/10; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Wrexham; 9/5; 23/10; ; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-21 18:22:22 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 11/10; ; ; ; ; 5/4; ; ; ; 13/10; 5/4; ; ; ; ; ; ; ; ; ; 7/5; 13/10; ; ; ; ; 
Wrexham; 9/5; 23/10; ; ; ; ; 19/10; ; ; ; 19/10; 15/8; ; ; ; ; ; ; ; ; ; 9/5; 2; ; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 23/10; 11/5; ; ; ; ; ; ; ; ; ; 12/5; 12/5; ; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-21 22:22:00 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 11/10; ; ; ; ; 13/10; ; ; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; ; ; 7/5; 13/10; 7/5; ; ; ; 
Wrexham; 9/5; 23/10; ; ; ; ; 19/10; ; ; ; 15/8; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; 2; 9/5; ; ; ; 
Draw; 12/5; 23/10; ; ; ; ; 23/10; ; ; ; 23/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-22 02:21:56 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 11/10; ; ; ; 13/10; 13/10; ; ; ; 13/10; 6/5; ; ; ; 6/5; ; ; ; ; ; 7/5; 13/10; 7/5; ; ; ; 
Wrexham; 9/5; 23/10; ; ; ; 9/5; 19/10; ; ; ; 15/8; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; 2; 9/5; ; ; ; 
Draw; 12/5; 23/10; ; ; ; 9/4; 23/10; ; ; ; 23/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; 12/5; 12/5; ; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-22 10:22:21 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 11/10; 7/5; ; ; 13/10; 13/10; ; ; 7/5; 7/5; 5/4; ; ; ; 13/10; 23/17; 23/17; 23/17; ; ; 7/5; ; 7/5; 23/17; ; ; 
Wrexham; 9/5; 23/10; 7/4; ; ; 17/10; 15/8; ; ; 7/4; 9/5; 9/5; ; ; ; 9/5; 7/4; 17/10; 7/4; ; ; 9/5; ; 9/5; 7/4; ; ; 
Draw; 12/5; 23/10; 9/4; ; ; 9/4; 23/10; ; ; 9/4; 23/10; 9/4; ; ; ; 9/4; 23/10; 9/4; 23/10; ; ; 12/5; ; 12/5; 9/4; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-22 14:22:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 13/10; 26/19; 11/8; 38/25; 7/5; 11/8; ; ; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 23/17; 23/17; 23/17; 13/10; ; 7/5; 29/20; 29/20; 23/17; ; ; 
Wrexham; 9/5; 2; 28/15; 15/8; 2; 17/10; 9/5; ; ; 15/8; 15/8; 9/5; ; 37/20; 15/8; 9/5; 7/4; 9/5; 7/4; 22/13; ; 9/5; 19/10; 9/5; 7/4; ; ; 
Draw; 12/5; 12/5; 21/10; 21/10; 119/ 50; 9/4; 9/4; ; ; 21/10; 9/4; 2; ; 43/20; 9/4; 21/10; 23/10; 28/13; 23/10; 12/5; ; 23/10; 23/10; 23/10; 9/4; ; ; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-22 18:22:10 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 7/5; 26/19; 11/8; 149/ 100; 13/10; 11/8; ; 23/17; 11/8; 7/5; 11/8; ; 7/5; 7/5; 11/8; 23/17; 23/17; 23/17; 7/5; 23/17; 7/5; 29/20; 7/5; 23/17; ; 13/10; 
Wrexham; 9/5; 19/10; 19/10; 15/8; 52/25; 9/5; 15/8; ; 15/8; 19/10; 15/8; 9/5; ; 15/8; 2; 9/5; 7/4; 24/13; 7/4; 11/6; 15/8; 15/8; 19/10; 19/10; 24/13; ; 9/5; 
Draw; 12/5; 23/10; 21/10; 21/10; 47/20; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 21/10; 21/10; 21/10; 23/10; 28/13; 23/10; 40/17; 11/5; 9/4; 9/4; 9/4; 11/5; ; 9/5; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-22 22:22:09 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 7/5; 26/19; 11/8; 149/ 100; 13/10; 11/8; ; 23/17; 11/8; 7/5; 11/8; ; 7/5; 7/5; 11/8; 23/17; 23/17; 23/17; 7/5; 23/17; 7/5; 29/20; 7/5; 23/17; 13/10; 13/10; 
Wrexham; 9/5; 19/10; 19/10; 15/8; 52/25; 9/5; 15/8; ; 15/8; 19/10; 15/8; 9/5; ; 15/8; 2; 9/5; 7/4; 24/13; 7/4; 11/6; 15/8; 15/8; 19/10; 19/10; 19/10; 7/4; 9/5; 
Draw; 12/5; 23/10; 21/10; 21/10; 47/20; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 21/10; 21/10; 21/10; 23/10; 28/13; 23/10; 40/17; 11/5; 9/4; 9/4; 9/4; 11/5; 2; 9/5; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-23 02:22:02 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 7/5; 26/19; 11/8; 149/ 100; 13/10; 11/8; ; 23/17; 11/8; 7/5; 11/8; ; 7/5; 7/5; 11/8; 23/17; 23/17; 23/17; 7/5; 23/17; 7/5; 29/20; 7/5; 23/17; 23/20; 13/10; 
Wrexham; 9/5; 2; 19/10; 15/8; 52/25; 9/5; 15/8; ; 15/8; 19/10; 15/8; 9/5; ; 15/8; 2; 9/5; 7/4; 24/13; 7/4; 11/6; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 9/5; 
Draw; 12/5; 9/4; 21/10; 21/10; 47/20; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 21/10; 21/10; 21/10; 23/10; 28/13; 23/10; 40/17; 11/5; 9/4; 9/4; 9/4; 11/5; 21/10; 9/5; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-23 10:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 7/5; 26/19; 11/8; 149/ 100; 13/10; 11/8; ; 23/17; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 23/17; 23/17; 23/17; 7/5; 23/17; 7/5; 29/20; 7/5; 23/17; 23/20; 13/10; 
Wrexham; 9/5; 2; 19/10; 15/8; 52/25; 9/5; 9/5; ; 15/8; 19/10; 15/8; 9/5; ; 19/10; 2; 9/5; 7/4; 24/13; 7/4; 11/6; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 9/5; 
Draw; 12/5; 9/4; 21/10; 21/10; 47/20; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 41/20; 21/10; 21/10; 23/10; 28/13; 23/10; 40/17; 11/5; 9/4; 9/4; 9/4; 11/5; 21/10; 9/5; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-23 14:22:05 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 7/5; 26/19; 11/8; 149/ 100; 13/10; 11/8; ; 23/17; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 23/17; 23/17; 23/17; 7/5; 23/17; 7/5; 29/20; 7/5; 23/17; 23/20; 13/10; 
Wrexham; 9/5; 2; 19/10; 15/8; 52/25; 9/5; 9/5; ; 15/8; 19/10; 15/8; 9/5; ; 19/10; 2; 9/5; 7/4; 24/13; 7/4; 11/6; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 9/5; 
Draw; 12/5; 9/4; 21/10; 21/10; 47/20; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 41/20; 21/10; 21/10; 23/10; 28/13; 23/10; 40/17; 11/5; 9/4; 9/4; 9/4; 11/5; 21/10; 9/5; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-23 18:22:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 7/5; 26/19; 11/8; 149/ 100; 11/8; 11/8; ; 23/17; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 23/17; 23/17; 23/17; 7/5; 23/17; 7/5; 29/20; 7/5; 23/17; 5/4; 13/10; 
Wrexham; 9/5; 2; 19/10; 15/8; 52/25; 9/5; 15/8; ; 15/8; 19/10; 15/8; 9/5; ; 19/10; 2; 9/5; 7/4; 24/13; 7/4; 11/6; 15/8; 15/8; 19/10; 19/10; 19/10; 9/5; 9/5; 
Draw; 12/5; 9/4; 21/10; 21/10; 47/20; 11/5; 11/5; ; 11/5; 21/10; 11/5; 2; ; 41/20; 21/10; 21/10; 23/10; 28/13; 23/10; 40/17; 11/5; 9/4; 9/4; 9/4; 11/5; 21/10; 9/5; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-23 22:22:32 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 11/8; 7/5; 26/19; 11/8; 151/ 100; 11/8; 11/8; ; 23/17; 11/8; 7/5; 11/8; ; 7/5; 7/5; 13/10; 23/17; 23/17; 23/17; 7/5; 23/17; 7/5; 29/20; 7/5; 7/5; ; 5/4; 13/10; 
Tranmere; 7/5; 6/4; 26/19; 6/4; 151/ 100; 13/10; 7/5; ; 23/17; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 23/17; 7/5; 23/17; 23/17; 23/17; 7/5; 29/20; 29/20; 7/5; ; 7/5; 13/10; 
Wrexham; 9/5; 2; 2; 2; 21/10; 15/8; 19/10; ; 15/8; 2; 19/10; 15/8; ; 2; 2; 15/8; 9/5; 37/19; 9/5; 133/ 67; 15/8; 2; 2; 2; 37/19; ; 2; 19/10; 
Draw; 12/5; 21/10; 2; 21/10; 57/25; 21/10; 21/10; ; 11/5; 2; 11/5; 2; ; 2; 21/10; 2; 9/4; 21/10; 9/4; 9/4; 11/5; 2; 11/5; 21/10; 28/13; ; 2; 19/10; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-26 18:22:33 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 6/4; 26/19; 6/4; 151/ 100; 13/10; 7/5; ; 23/17; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 23/17; 7/5; 23/17; 23/17; 23/17; 7/5; 29/20; 29/20; 7/5; ; 7/5; 13/10; 
Wrexham; 9/5; 2; 2; 2; 21/10; 15/8; 19/10; ; 15/8; 2; 19/10; 15/8; ; 2; 2; 15/8; 9/5; 37/19; 9/5; 2; 15/8; 2; 2; 2; 37/19; ; 2; 19/10; 
Draw; 12/5; 21/10; 2; 21/10; 57/25; 21/10; 21/10; ; 11/5; 2; 11/5; 2; ; 2; 21/10; 2; 9/4; 21/10; 9/4; 9/4; 11/5; 2; 11/5; 21/10; 28/13; ; 2; 19/10; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-26 22:22:43 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 6/4; 26/19; 6/4; 151/ 100; 13/10; 7/5; ; 23/17; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 23/17; 7/5; 23/17; 23/17; 23/17; 7/5; 29/20; 29/20; 7/5; ; 7/5; 13/10; 
Wrexham; 9/5; 2; 2; 2; 21/10; 15/8; 19/10; ; 15/8; 2; 19/10; 15/8; ; 2; 2; 15/8; 9/5; 37/19; 9/5; 2; 15/8; 2; 2; 2; 37/19; ; 2; 19/10; 
Draw; 12/5; 21/10; 2; 21/10; 57/25; 21/10; 21/10; ; 11/5; 2; 11/5; 2; ; 2; 21/10; 2; 9/4; 21/10; 9/4; 9/4; 11/5; 2; 11/5; 21/10; 28/13; ; 2; 19/10; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-27 02:22:18 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 7/5; 6/4; 26/19; 6/4; 151/ 100; 13/10; 7/5; ; 23/17; 11/8; 7/5; 11/8; ; 11/8; 7/5; 11/8; 7/5; 7/5; 7/5; 23/17; 23/17; 7/5; 29/20; 29/20; 7/5; ; 7/5; 13/10; 
Wrexham; 9/5; 2; 2; 2; 21/10; 15/8; 19/10; ; 15/8; 2; 19/10; 15/8; ; 2; 2; 15/8; 24/13; 37/19; 24/13; 2; 15/8; 2; 2; 2; 37/19; ; 2; 19/10; 
Draw; 12/5; 21/10; 2; 21/10; 57/25; 21/10; 21/10; ; 11/5; 2; 11/5; 2; ; 2; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 11/5; 2; 11/5; 21/10; 28/13; ; 2; 19/10; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-27 10:24:40 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 13/10; 7/5; 23/17; 6/4; 37/25; 13/10; 7/5; ; 4/3; 27/20; 7/5; 11/8; ; 11/8; 7/5; 11/8; 7/5; 23/17; 7/5; 23/17; 4/3; 7/5; 7/5; 7/5; 23/17; ; 7/5; 11/8; 
Wrexham; 2; 21/10; 2; 2; 85/40; 15/8; 2; ; 24/13; 2; 19/10; 15/8; ; 2; 2; 19/10; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 2; ; ; 21/10; 2; 
Draw; 12/5; 21/10; 2; 21/10; 23/10; 21/10; 21/10; ; 9/4; 2; 11/5; 2; ; 2; 21/10; 2; 21/10; 28/13; 21/10; 9/4; 9/4; 85/40; 85/40; 21/10; ; ; 21/10; 2; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-27 14:24:23 GMT+2; 2018-01-27 15:00; Nothing; Xlenovo
Tranmere; 13/10; 7/5; 7/5; 7/5; 153/ 100; 13/10; 7/5; ; 4/3; 7/5; 7/5; 11/8; ; 11/8; 7/5; 13/10; 7/5; 7/5; 7/5; 23/17; 4/3; 7/5; 7/5; 7/5; 7/5; ; 7/5; 7/5; 
Wrexham; 2; 21/10; 2; 21/10; 43/20; 19/10; 2; ; 24/13; 2; 2; 2; ; 2; 2; 2; 24/13; 2; 24/13; 2; 24/13; 2; 21/10; 2; 2; ; 2; 2; 
Draw; 12/5; 21/10; 2; 21/10; 11/5; 21/10; 21/10; ; 9/4; 2; 21/10; 15/8; ; 39/20; 21/10; 2; 21/10; 21/10; 21/10; 9/4; 9/4; 85/40; 85/40; 21/10; 21/10; ; 2; 19/10; 
META; english/non-league/national-league/wrexham-v-tranmere; 2018-01-27 18:23:23 GMT+2; 2018-01-27 15:00; In Play; Xlenovo
Draw; 6/5; 5/4; 6/5; 5/4; 77/50; ; ; ; 22/19; 6/5; 11/8; 9/10; ; ; 6/5; 11/10; ; 5/4; ; 12/11; ; ; ; ; ; ; ; ; 
Tranmere; 6/4; 13/8; 6/4; 7/5; 153/ 100; ; ; ; 17/11; 29/20; 11/8; 7/4; ; ; 7/5; 6/4; ; 23/17; ; 8/5; ; ; ; ; ; ; ; ; 
Wrexham; 7/2; 10/3; 10/3; 10/3; 143/ 50; ; ; ; 16/5; 10/3; 7/2; 33/10; ; ; 100/ 30; 7/2; ; 17/5; ; 16/5; ; ; ; ; ; ; ; ; 
