META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-22 14:23:35 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Draw; 5/2; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 40/17; 12/5; 12/5; 5/2; 12/5; 23/10; 17/10
Torquay; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 27/11; 5/2; 12/5; 11/4; 27/11; 19/10; 7/5
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-24 18:22:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 9/10; 20/21; 1; 20/21; 20/21; 19/20; 1; 19/20; 1; 20/21; 1; 4/6
Draw; 5/2; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 12/5; 12/5; 5/2; 27/11; 23/10
Torquay; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 11/4; 5/2; 19/10
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-24 22:22:55 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 9/10; 20/21; 1; 20/21; 20/21; 19/20; 1; 19/20; 1; 20/21; 1; 4/6; 4/7
Draw; 5/2; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 12/5; 12/5; 5/2; 27/11; 8/5; 1/6
Torquay; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 11/4; 5/2; 19/10; 1/6
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-25 02:22:04 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 9/10; 20/21; 1; 20/21; 20/21; 19/20; 1; 19/20; 1; 20/21; 1; 8/11; 6/5
Draw; 5/2; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 12/5; 12/5; 5/2; 27/11; 13/8; 21/10
Torquay; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 11/4; 5/2; 11/5; 21/10
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-25 10:21:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 9/10; 20/21; 1; 20/21; 20/21; 19/20; 1; 19/20; 1; 20/21; 1; 8/11; 8/11
Draw; 5/2; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 12/5; 12/5; 5/2; 27/11; 13/8; 4/11
Torquay; 13/5; 13/5; 5/2; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 11/4; 5/2; 11/5; 2/5
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-25 14:22:08 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 9/10; 20/21; 1; 20/21; 20/21; 19/20; 19/20; 19/20; 1; 20/21; 4/5; 20/21; 
Draw; 5/2; 13/5; 23/10; 12/5; 12/5; 12/5; 9/4; 23/10; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2
Torquay; 13/5; 14/5; 13/5; 13/5; 12/5; 13/5; 5/2; 5/2; 5/2; 5/2; 12/5; 11/4; 11/5; 13/5
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-25 18:22:12 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 21/20; 20/21; 19/20; 1; 21/20; 1; 21/20; 1; 19/20; 1; 19/20; 21/20; 1; 21/20; 1; 4/5; 10/11; 10/11; ; 
Draw; 5/2; 12/5; 9/4; 53/20; 23/10; 12/5; 12/5; 23/10; 11/5; 9/4; 5/2; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 27/11; 23/10; 19/10; 13/5
Torquay; 13/5; 11/4; 12/5; 29/10; 5/2; 13/5; 12/5; 5/2; 12/5; 49/20; 5/2; 5/2; 5/2; 5/2; 11/5; 12/5; 13/5; 5/2; 11/5; 2; 14/5
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-25 22:21:48 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 21/20; 21/20; 24/25; 19/20; 1; 1; 21/20; 1; 1; 19/20; 21/20; 1; 21/20; 1; 4/5; 10/11; 10/11; ; ; 
Draw; 5/2; 12/5; 9/4; 53/20; 23/10; 12/5; 12/5; 12/5; 11/5; 9/4; 5/2; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 27/11; 23/10; 19/10; 13/5
Torquay; 13/5; 13/5; 12/5; 72/25; 5/2; 13/5; 12/5; 5/2; 12/5; 49/20; 5/2; 12/5; 5/2; 5/2; 11/5; 12/5; 13/5; 5/2; 11/5; 2; 11/4
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-26 02:21:43 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 1; 21/20; 21/20; 24/25; 19/20; 1; 1; 21/20; 1; 1; 19/20; 21/20; 1; 21/20; 1; 4/5; 10/11; 10/11; ; ; 
Draw; 5/2; 12/5; 9/4; 53/20; 23/10; 12/5; 12/5; 12/5; 11/5; 9/4; 11/5; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 27/11; 23/10; 19/10; 13/5
Torquay; 13/5; 13/5; 12/5; 72/25; 5/2; 13/5; 12/5; 5/2; 12/5; 49/20; 9/4; 12/5; 5/2; 5/2; 11/5; 12/5; 13/5; 5/2; 11/5; 2; 11/4
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-26 10:21:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 19/20; 21/20; 19/20; 24/25; 9/10; 1; 20/21; 10/11; 19/20; 10/11; 10/11; 1; 19/20; 21/20; 1; 1; 4/5; 10/11; ; 
Draw; 5/2; 12/5; 9/4; 53/20; 23/10; 12/5; 12/5; 12/5; 11/5; 9/4; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 5/2; 27/11; 23/10; 13/5
Torquay; 14/5; 13/5; 11/4; 72/25; 13/5; 13/5; 12/5; 13/5; 13/5; 27/10; 12/5; 13/5; 13/5; 5/2; 11/5; 12/5; 27/10; 45/17; 23/10; 11/4
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-26 14:22:21 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 19/20; 21/20; 19/20; 97/00; 9/10; 1; 20/21; 10/11; 19/20; 10/11; 10/11; 19/20; 19/20; 21/20; 1; 20/21; 1; 5/6; 5/6; 20/21; 
Draw; 5/2; 12/5; 9/4; 129/0; 23/10; 12/5; 12/5; 12/5; 9/4; 9/4; 23/10; 23/10; 27/11; 12/5; 40/17; 12/5; 5/2; 27/11; 12/5; 2; 12/5
Torquay; 14/5; 13/5; 11/4; 73/25; 13/5; 13/5; 12/5; 13/5; 13/5; 13/5; 12/5; 13/5; 13/5; 5/2; 11/5; 12/5; 14/5; 45/17; 12/5; 21/10; 14/5
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-26 18:22:05 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 19/20; 21/20; 19/20; 19/20; 99/00; 10/11; 1; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 19/20; 19/20; 1; 20/21; 19/20; 5/6; 5/6; 1; ; 
Draw; 5/2; 12/5; 9/4; 9/4; 63/25; 23/10; 12/5; 12/5; 9/4; 12/5; 9/4; 9/4; 23/10; 9/4; 27/11; 12/5; 40/17; 12/5; 5/2; 27/11; 12/5; 2; 12/5
Torquay; 14/5; 13/5; 27/10; 11/4; 73/25; 14/5; 13/5; 12/5; 27/10; 13/5; 13/5; 27/10; 12/5; 13/5; 45/17; 5/2; 27/10; 12/5; 14/5; 27/10; 5/2; 21/10; 11/4
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-26 22:21:59 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 17/20; 19/20; 20/23; 19/20; 23/25; 17/20; 20/21; 1; 20/23; 10/11; 20/23; 9/10; 17/20; 17/20; 10/11; 19/20; 7/8; 1; 20/23; 10/11; 5/6; 5/6; 4/5; 9/10
Draw; 13/5; 12/5; 23/10; 9/4; 129/0; 23/10; 12/5; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 27/11; 12/5; 5/2; 12/5; 13/5; 5/2; 9/4; 12/5; 2; 5/2
Torquay; 16/5; 29/10; 29/10; 11/4; 63/20; 3; 11/4; 12/5; 29/10; 29/10; 14/5; 29/10; 13/5; 14/5; 37/13; 5/2; 56/19; 12/5; 31/10; 37/13; 3; 11/4; 9/4; 3
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-27 02:21:47 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 17/20; 10/11; 10/11; 19/20; 23/25; 17/20; 10/11; 1; 10/11; 10/11; 20/23; 9/10; 17/20; 17/20; 10/11; 19/20; 10/11; 1; 20/23; 10/11; 5/6; 5/6; 9/10
Draw; 13/5; 5/2; 23/10; 9/4; 131/0; 23/10; 12/5; 12/5; 23/10; 23/10; 9/4; 23/10; 23/10; 23/10; 27/11; 12/5; 5/2; 12/5; 5/2; 5/2; 9/4; 12/5; 5/2
Torquay; 16/5; 3; 29/10; 11/4; 31/10; 3; 14/5; 12/5; 29/10; 29/10; 14/5; 29/10; 13/5; 14/5; 14/5; 5/2; 37/13; 12/5; 31/10; 37/13; 3; 11/4; 3
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-27 10:21:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 17/20; 10/11; 10/11; 1; 23/25; 17/20; 9/10; 1; 10/11; 10/11; 20/23; 9/10; 17/20; 17/20; 10/11; 19/20; 10/11; 1; 20/23; 10/11; 5/6; 5/6; 4/5; 9/10
Draw; 13/5; 5/2; 23/10; 11/5; 131/0; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 9/4; 12/5; 2; 5/2
Torquay; 3; 29/10; 3; 31/10; 3; 29/10; 12/5; 29/10; 29/10; 11/4; 14/5; 13/5; 14/5; 11/4; 5/2; 37/13; 12/5; 31/10; 11/4; 3; 11/4; 11/5; 3; 
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-27 14:22:16 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 17/20; 10/11; 10/11; 1; 23/25; 17/20; 9/10; 1; 10/11; 10/11; 20/23; 9/10; 17/20; 17/20; 10/11; 19/20; 10/11; 1; 20/23; 10/11; 5/6; 5/6; 4/5; 9/10
Draw; 13/5; 5/2; 23/10; 11/5; 131/0; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 12/5; 5/2; 12/5; 13/5; 5/2; 9/4; 12/5; 2; 5/2
Torquay; 3; 29/10; 3; 31/10; 3; 29/10; 12/5; 29/10; 29/10; 11/4; 14/5; 13/5; 14/5; 11/4; 5/2; 37/13; 12/5; 31/10; 11/4; 3; 12/5; 11/5; 3; 
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-27 18:22:50 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 7/10; 17/20; 5/6; 8/11; 3/4; 8/11; 10/11; 16/19; 8/11; 4/5; 7/10; 3/4; 7/10; 8/11; 10/13; 13/18; 3/4; 16/19; 8/11; 10/13; 4/6; 4/6; 4/6; 8/11
Draw; 14/5; 5/2; 12/5; 13/5; 141/0; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 12/5; 12/5; 45/17; 13/5; 13/5; 5/2; 27/10; 27/10; 5/2; 13/5; 9/4; 27/10
Torquay; 15/4; 16/5; 3; 18/5; 19/5; 10/3; 29/10; 37/13; 7/2; 7/2; 16/5; 17/5; 16/5; 10/3; 33/10; 13/4; 7/2; 37/13; 15/4; 33/10; 15/4; 3; 5/2; 7/2
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-27 22:22:54 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 4/5; 8/11; 7/10; 8/11; 5/6; 3/4; 17/20; 13/18; 4/5; 4/5; 5/6; 3/4; 3/4; 8/11; 10/13; 13/18; 13/16; 13/18; 5/6; 4/5; 4/5; 4/5; 8/11; 4/5
Draw; 11/4; 12/5; 5/2; 13/5; 69/25; 5/2; 5/2; 27/10; 12/5; 5/2; 11/5; 12/5; 5/2; 12/5; 45/17; 13/5; 13/5; 27/10; 13/5; 27/10; 9/4; 12/5; 11/5; 5/2
Torquay; 10/3; 10/3; 15/4; 18/5; 67/20; 16/5; 3; 33/10; 10/3; 16/5; 3; 10/3; 14/5; 16/5; 41/13; 13/4; 41/13; 33/10; 16/5; 16/5; 10/3; 3; 23/10; 3
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-28 02:23:01 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 4/6; 8/11; 7/10; 8/11; 8/11; 7/10; 8/11; 13/18; 7/10; 8/11; 4/6; 7/10; 7/10; 7/10; 9/13; 13/18; 5/7; 13/18; 7/10; 5/7; 8/11; 4/6; 4/7; 8/11
Draw; 14/5; 12/5; 5/2; 13/5; 143/0; 5/2; 11/4; 45/17; 5/2; 5/2; 5/2; 49/20; 5/2; 5/2; 11/4; 13/5; 45/17; 45/17; 27/10; 11/4; 12/5; 12/5; 23/10; 5/2
Torquay; 4; 10/3; 15/4; 18/5; 39/10; 7/2; 7/2; 33/10; 15/4; 18/5; 10/3; 18/5; 3; 7/2; 18/5; 13/4; 62/17; 33/10; 4; 62/17; 7/2; 3; 13/5; 10/3
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-28 10:23:08 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 4/6; 8/11; 7/10; 3/4; 7/10; 7/10; 7/10; 13/18; 7/10; 8/11; 4/6; 3/4; 7/10; 4/6; 5/7; 13/18; 13/18; 13/18; 7/10; 5/7; 4/6; 8/11; 4/6; 8/11
Draw; 14/5; 13/5; 5/2; 13/5; 59/20; 5/2; 11/4; 45/17; 5/2; 5/2; 5/2; 12/5; 5/2; 5/2; 11/4; 13/5; 45/17; 45/17; 11/4; 11/4; 5/2; 5/2; 13/5; 27/10
Torquay; 4; 15/4; 19/5; 4; 18/5; 15/4; 33/10; 15/4; 18/5; 7/2; 17/5; 3; 15/4; 38/11; 13/4; 18/5; 33/10; 19/5; 38/11; 15/4; 7/2; 7/2; 4; 
META; english/non-league/national-league/torquay-v-ebbsfleet-united; 2018-04-28 14:23:51 GMT+3; 2018-04-28 12:30; Nothing; Xlenovo
Ebbsfleet United; 9/20; 8/15; 8/15; 6/10; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 8/15; 11/20; 8/15; 1/2; 1/2; 10/21; 11/21; 1/2; 8/15; 1/2; 8/15; 8/15
Draw; 3; 11/4; 3; 63/20; 14/5; 29/10; 31/10; 11/4; 11/4; 5/2; 27/10; 13/5; 11/4; 3; 31/10; 3; 31/10; 3; 58/19; 14/5; 14/5; 
Torquay; 6; 11/2; 24/5; 9/2; 29/5; 5; 11/2; 22/5; 5; 5; 19/4; 17/4; 5; 26/5; 5; 26/5; 22/5; 11/2; 21/4; 5; 28/5; 
