META; english/non-league/national-league/maidstone-v-bromley; 2017-09-30 22:22:03 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Maidstone; 1; ; ; ; 20/21; ; 20/21; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; ; ; ; 1; 19/20; ; 8/15; ; 
Maidstone; 17/20; 17/20; 4/5; 5/6; 5/6; 5/6; 5/6; 8/11; 4/5; 4/5; 4/5; 5/6; ; 3/4; 4/5; 4/5; 5/6; 4/5; 17/20; 11/13; 4/5; 5/6; 4/5; 9/10; ; 5/6; 4/5; 
Draw; 14/5; 11/4; 13/5; 5/2; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 13/5; 13/5; 13/5; 12/5; 27/10; 61/20; 28/11; 13/5; 13/5; 14/5; 13/5; ; 27/10; 12/5; 
Bromley; 14/5; 3; 29/10; 10/3; 29/10; 27/10; 3; 11/4; 56/19; 29/10; 11/4; 29/10; ; 29/10; 16/5; 14/5; 11/4; 31/10; 16/5; 13/5; 56/19; 3; 31/10; 3; ; 3; 3; 
META; english/non-league/national-league/maidstone-v-bromley; 2017-10-02 22:23:11 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Maidstone; 3/4; 17/20; 4/5; 5/6; 5/6; 5/6; 5/6; 8/11; 4/5; 4/5; 3/4; 5/6; ; 3/4; 4/5; 4/5; 5/6; 10/13; 17/20; 11/13; 4/5; 5/6; 4/5; 9/10; ; 5/6; 4/5; 
Draw; 3; 11/4; 13/5; 5/2; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 13/5; 13/5; 13/5; 12/5; 27/10; 3; 27/10; 13/5; 13/5; 14/5; 13/5; ; 27/10; 12/5; 
Bromley; 3; 3; 29/10; 10/3; 29/10; 27/10; 3; 11/4; 56/19; 29/10; 3; 29/10; ; 29/10; 16/5; 3; 11/4; 31/10; 13/4; 37/13; 56/19; 3; 31/10; 3; ; 3; 3; 
META; english/non-league/national-league/maidstone-v-bromley; 2017-10-03 02:22:54 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Maidstone; 3/4; 17/20; 4/5; 5/6; 5/6; 17/20; 5/6; 8/11; 4/5; 4/5; 3/4; 5/6; ; 3/4; 4/5; 4/5; 5/6; 10/13; 17/20; 11/13; 4/5; 5/6; 4/5; 9/10; ; 5/6; 4/5; 
Draw; 3; 11/4; 13/5; 5/2; 13/5; 12/5; 13/5; 5/2; 13/5; 13/5; 5/2; 5/2; ; 13/5; 13/5; 13/5; 12/5; 27/10; 74/25; 27/10; 13/5; 13/5; 14/5; 13/5; ; 27/10; 12/5; 
Bromley; 3; 3; 29/10; 10/3; 29/10; 27/10; 3; 11/4; 56/19; 29/10; 3; 29/10; ; 29/10; 16/5; 3; 27/10; 31/10; 33/10; 37/13; 56/19; 3; 31/10; 3; ; 3; 3; 
META; english/non-league/national-league/maidstone-v-bromley; 2017-10-03 10:23:17 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Maidstone; 4/5; 17/20; 4/5; 5/6; 5/6; 17/20; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; ; 3/4; 4/5; 4/5; 5/6; 14/19; 43/50; 11/13; ; 4/5; 4/5; 17/20; ; 5/6; 5/6; 
Draw; 11/4; 11/4; 13/5; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 13/5; 12/5; 5/2; ; 13/5; 13/5; 5/2; 12/5; 11/4; 72/25; 27/10; ; 11/4; 14/5; 14/5; ; 27/10; 27/10; 
Bromley; 16/5; 3; 3; 10/3; 3; 27/10; 16/5; 11/4; 31/10; 3; 3; 29/10; ; 29/10; 16/5; 3; 27/10; 13/4; 67/20; 37/13; ; 3; 31/10; 3; ; 3; 3; 
META; english/non-league/national-league/maidstone-v-bromley; 2017-10-03 14:23:27 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Maidstone; 4/5; 17/20; 4/5; 5/6; 4/5; 17/20; 4/5; 8/11; 4/5; 4/5; 4/5; 5/6; ; 3/4; 4/5; 4/5; 5/6; 14/19; 87/100; 11/13; 4/5; 4/5; 5/6; 17/20; ; 4/5; 5/6; 
Draw; 11/4; 11/4; 13/5; 5/2; 13/5; 12/5; 13/5; 5/2; 12/5; 13/5; 12/5; 5/2; ; 13/5; 13/5; 5/2; 12/5; 11/4; 71/25; 27/10; 12/5; 11/4; 11/4; 14/5; ; 11/4; 27/10; 
Bromley; 16/5; 3; 3; 10/3; 3; 27/10; 16/5; 11/4; 31/10; 3; 14/5; 29/10; ; 29/10; 16/5; 3; 27/10; 13/4; 67/20; 37/13; 31/10; 3; 31/10; 3; ; 3; 3; 
META; english/non-league/national-league/maidstone-v-bromley; 2017-10-03 18:23:10 GMT+3; 2017-10-03 19:45; Nothing; Xlenovo
Maidstone; 4/5; 4/5; 4/5; 5/6; 4/5; 17/20; 4/5; 8/11; 4/5; 4/5; 3/4; 4/5; ; 3/4; 4/5; 4/5; 5/6; 5/7; 43/50; 5/6; 4/5; 4/5; 4/5; 17/20; ; 4/5; 4/5; 
Draw; 11/4; 11/4; 13/5; 5/2; 13/5; 12/5; 13/5; 5/2; 12/5; 13/5; 5/2; 13/5; ; 13/5; 13/5; 13/5; 12/5; 11/4; 72/25; 11/4; 12/5; 11/4; 14/5; 14/5; ; 14/5; 11/4; 
Bromley; 16/5; 16/5; 3; 10/3; 31/10; 27/10; 16/5; 11/4; 31/10; 3; 14/5; 3; ; 29/10; 16/5; 3; 27/10; 57/17; 67/20; 29/10; 31/10; 3; 31/10; 3; ; 10/3; 3; 
META; english/non-league/national-league/maidstone-v-bromley; 2017-10-03 22:23:09 GMT+3; 2017-10-03 19:45; In Play; Xlenovo
Draw; 12/5; 11/5; 12/5; 15/8; 12/5; 7/4; 5/2; 21/10; 15/8; 9/4; ; 21/10; ; ; 2; 9/5; 21/10; 37/13; ; ; ; ; ; 12/5; ; ; 21/10; 
Maidstone; 3; 16/5; 11/13; 21/20; 4/5; 37/40; 7/10; 16/5; 19/20; 10/11; ; 19/20; ; ; 1; 1; 3; 8/13; ; ; ; ; ; 16/5; ; ; 20/21; 
Bromley; 10/11; 4/5; 29/10; 29/10; 4; 16/5; 10/3; 5/6; 7/2; 29/10; ; 3; ; ; 14/5; 10/3; 11/13; 19/5; ; ; ; ; ; 9/10; ; ; 7/2; 
