META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-08 14:24:44 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Draw; 13/5; 5/2; 5/2; 5/2; 11/5; 23/10; 27/11; 5/2; 5/2; 13/5; 5/2; 1/12; 23/10
Leyton Orient; 16/5; 16/5; 31/10; 16/5; 16/5; 3; 58/19; 31/10; 31/10; 10/3; 31/10; 1/12; 13/5
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-10 02:24:11 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 5/6; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 7/9; 4/5; 4/5; 10/13; 1/25; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 5/2; 11/5; 23/10; 27/11; 5/2; 5/2; 13/5; 5/2; 1/12; 23/10
Leyton Orient; 16/5; 31/10; 16/5; 31/10; 16/5; 16/5; 3; 58/19; 31/10; 31/10; 10/3; 31/10; 1/12; 13/5
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-10 10:24:18 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 5/6; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 7/9; 4/5; 4/5; 10/13; 1/25; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 5/2; 11/5; 23/10; 27/11; 5/2; 5/2; 13/5; 5/2; 1/12; 23/10
Leyton Orient; 16/5; 31/10; 16/5; 31/10; 16/5; 16/5; 3; 58/19; 31/10; 31/10; 10/3; 31/10; 1/12; 13/5
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-10 14:24:49 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 5/6; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 7/9; 4/5; 4/5; 10/13; 1/25; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 5/2; 11/5; 23/10; 27/11; 5/2; 5/2; 13/5; 5/2; 1/12; 
Leyton Orient; 16/5; 31/10; 16/5; 31/10; 16/5; 16/5; 3; 58/19; 31/10; 31/10; 10/3; 31/10; 1/12; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-10 18:24:41 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 5/6; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 4/5; 4/5; 4/5; 4/7; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 5/2; 11/5; 23/10; 5/2; 5/2; 5/2; 13/5; 28/11; 19/10; 23/10
Leyton Orient; 16/5; 31/10; 16/5; 31/10; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 10/3; 41/13; 23/10; 13/5
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-10 22:24:32 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 5/6; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 4/5; 4/5; 4/5; 1/25; 10/11
Draw; 13/5; 5/2; 5/2; 5/2; 5/2; 11/5; 23/10; 5/2; 5/2; 5/2; 13/5; 28/11; 1/12; 23/10
Leyton Orient; 16/5; 31/10; 16/5; 31/10; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 10/3; 41/13; 1/12; 13/5
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-11 02:22:38 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 4/5; 4/5; 4/5; 1/25; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/5; 23/10; 5/2; 5/2; 5/2; 13/5; 28/11; 1/12; 23/10
Leyton Orient; 31/10; 16/5; 31/10; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 10/3; 41/13; 1/12; 13/5
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-11 10:22:46 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 4/5; 4/5; 4/5; 1/25; 10/11
Draw; 5/2; 5/2; 5/2; 5/2; 11/5; 23/10; 5/2; 5/2; 5/2; 13/5; 28/11; 1/12; 23/10
Leyton Orient; 31/10; 16/5; 31/10; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 10/3; 41/13; 1/12; 13/5
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-11 14:23:01 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 9/10; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 7/9; 4/5; 4/5; 4/5; 1/25; 5/6
Draw; 11/4; 5/2; 5/2; 5/2; 5/2; 11/5; 49/20; 12/5; 5/2; 5/2; 5/2; 13/5; 28/11; 1/12; 13/5
Leyton Orient; 33/10; 31/10; 3; 31/10; 16/5; 16/5; 16/5; 3; 31/10; 31/10; 31/10; 10/3; 41/13; 1/12; 3
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-11 18:22:59 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 99/100; 5/6; 20/23; 4/5; 19/20; 17/20; 10/11; 10/11; 17/20; 10/11; 7/9; 9/10; 4/5; 10/11; 10/11; 5/6; 10/11; 5/6
Draw; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 12/5; 21/10; 11/5; 23/10; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 11/5; 2; 13/5; 
Leyton Orient; 3; 29/10; 63/20; 29/10; 3; 31/10; 29/10; 3; 11/4; 29/10; 14/5; 56/19; 31/10; 27/10; 31/10; 31/10; 3; 14/5; 5/2; 3
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-11 22:22:46 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 99/100; 5/6; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 7/9; 39/40; 4/5; 19/20; 10/11; 5/6; 10/11; 20/21
Draw; 11/5; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 9/4; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 11/5; 2; 5/2; 
Leyton Orient; 3; 14/5; 11/4; 63/20; 29/10; 29/10; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 56/19; 31/10; 5/2; 31/10; 3; 14/5; 12/5; 3; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-12 02:22:32 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 99/100; 5/6; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 7/9; 39/40; 4/5; 19/20; 10/11; 1/20; 20/21
Draw; 11/5; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 9/4; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 1/12; 5/2; 
Leyton Orient; 3; 14/5; 11/4; 63/20; 29/10; 29/10; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 56/19; 31/10; 5/2; 31/10; 3; 1/12; 3; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-12 10:22:29 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 99/100; 5/6; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 7/9; 39/40; 4/5; 19/20; 10/11; 9/10; 10/11; 20/21
Draw; 11/5; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 9/4; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 11/5; 2; 5/2; 
Leyton Orient; 3; 14/5; 11/4; 63/20; 29/10; 29/10; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 3; 31/10; 5/2; 31/10; 3; 14/5; 12/5; 3; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-12 14:22:50 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 5/6; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 10/11; 10/11; 7/9; 39/40; 4/5; 19/20; 10/11; 1/20; 10/11; 20/21
Draw; 12/5; 11/5; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 9/4; 12/5; 5/2; 9/4; 5/2; 12/5; 12/5; 1/3; 2; 5/2; 
Leyton Orient; 3; 14/5; 11/4; 63/20; 29/10; 29/10; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 56/19; 31/10; 5/2; 31/10; 3; 1/3; 12/5; 3; ; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-12 18:22:50 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 20/23; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 7/9; 66/67; 4/5; 19/20; 10/11; 10/11; 4/5; 10/11; 20/21
Draw; 12/5; 11/5; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 12/5; 9/4; 40/17; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 2; 5/2; ; 
Leyton Orient; 3; 14/5; 11/4; 63/20; 29/10; 29/10; 31/10; 14/5; 29/10; 14/5; 14/5; 14/5; 14/5; 56/19; 31/10; 45/17; 31/10; 3; 56/19; 3; 13/5; 12/5; 3; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-12 22:22:41 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 20/23; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 10/11; 7/9; 66/67; 4/5; 19/20; 10/11; 10/11; 9/10; 10/11; 20/21
Draw; 12/5; 11/5; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 12/5; 21/10; 11/5; 12/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 11/5; 2; 5/2; 
Leyton Orient; 3; 14/5; 11/4; 63/20; 29/10; 29/10; 31/10; 14/5; 29/10; 14/5; 14/5; 14/5; 14/5; 56/19; 31/10; 45/17; 31/10; 3; 3; 14/5; 12/5; 3; ; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-13 02:22:10 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 20/23; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; 7/9; 66/67; 4/5; 19/20; 10/11; 10/11; 9/10; 20/21
Draw; 12/5; 11/5; 11/5; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 11/5; 12/5; 
Leyton Orient; 3; 14/5; 11/4; 63/20; 29/10; 29/10; 31/10; 14/5; 3; 14/5; 14/5; 11/4; 14/5; 56/19; 31/10; 45/17; 31/10; 3; 3; 3; ; ; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-13 10:22:10 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 20/23; 9/10; 4/5; 19/20; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; 7/9; 66/67; 4/5; 19/20; 10/11; 10/11; 5/6; 20/21
Draw; 12/5; 11/5; 23/10; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 23/10; 12/5; 
Leyton Orient; 3; 14/5; 3; 63/20; 29/10; 29/10; 31/10; 14/5; 29/10; 14/5; 14/5; 11/4; 14/5; 56/19; 31/10; 45/17; 31/10; 3; 3; 14/5; 3; ; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-13 14:22:48 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 20/23; 10/11; 4/5; 19/20; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; 7/9; 66/67; 4/5; 19/20; 10/11; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 11/5; 23/10; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 23/10; 2; 12/5; 
Leyton Orient; 3; 14/5; 3; 63/20; 29/10; 3; 31/10; 14/5; 29/10; 14/5; 14/5; 11/4; 14/5; 29/10; 31/10; 45/17; 31/10; 3; 29/10; 3; 14/5; 12/5; 3; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-13 18:22:54 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 20/23; 10/11; 4/5; 19/20; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; 7/9; 66/67; 4/5; 19/20; 10/11; 10/11; 20/21; 10/11; 20/21
Draw; 12/5; 11/5; 23/10; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 23/10; 2; 5/2; 
Leyton Orient; 3; 14/5; 3; 63/20; 29/10; 3; 31/10; 14/5; 29/10; 14/5; 14/5; 11/4; 14/5; 29/10; 31/10; 45/17; 31/10; 3; 29/10; 3; 14/5; 12/5; 3; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-13 22:22:42 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 20/23; 10/11; 4/5; 19/20; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; 7/9; 66/67; 4/5; 19/20; 10/11; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 11/5; 23/10; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 12/5; 5/2; 12/5; 5/2; 12/5; 12/5; 9/4; 23/10; 2; 5/2; 
Leyton Orient; 3; 14/5; 3; 63/20; 29/10; 3; 31/10; 14/5; 29/10; 14/5; 14/5; 11/4; 14/5; 56/19; 31/10; 45/17; 31/10; 3; 3; 14/5; 12/5; 3; ; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-14 02:22:17 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 19/20; 19/20; 99/100; 17/20; 10/11; 4/5; 19/20; 10/11; 10/11; 19/20; 17/20; 10/11; 10/11; 4/5; 66/67; 4/5; 19/20; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 11/5; 23/10; 127/50; 23/10; 12/5; 5/2; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 9/4; 11/5; 5/2; 
Leyton Orient; 3; 14/5; 3; 63/20; 3; 31/10; 14/5; 3; 14/5; 14/5; 11/4; 14/5; 3; 13/4; 45/17; 31/10; 3; 3; 3; ; ; ; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-14 10:22:31 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 17/20; 19/20; 10/11; 19/20; 99/100; 20/23; 10/11; 11/13; 10/11; 10/11; 10/11; 10/11; 17/20; 10/11; 10/11; 4/5; 15/16; 11/13; 9/10; 10/11; 10/11; 10/11; 10/11; 20/21
Draw; 12/5; 11/5; 23/10; 127/50; 23/10; 12/5; 23/10; 11/5; 23/10; 21/10; 11/5; 11/5; 9/4; 40/17; 23/10; 5/2; 23/10; 5/2; 12/5; 9/4; 23/10; 21/10; 12/5; 
Leyton Orient; 3; 29/10; 3; 63/20; 29/10; 3; 31/10; 29/10; 3; 14/5; 29/10; 11/4; 14/5; 56/19; 13/4; 11/4; 31/10; 31/10; 3; 27/10; 10/3; ; ; 
META; english/non-league/national-league/macclesfield-v-leyton-orient; 2018-04-14 14:23:18 GMT+3; 2018-04-14 12:30; Nothing; Xlenovo
Macclesfield; 8/11; 4/5; 17/20; 41/50; 8/11; 3/4; 11/14; 3/4; 4/5; 3/4; 3/4; 8/11; 8/11; 14/19; 4/5; 11/14; 11/14; 3/4; 10/13; 8/11; 4/5
Draw; 14/5; 5/2; 12/5; 53/20; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 23/10; 9/4; 12/5; 5/2; 23/10; 5/2; 12/5; 5/2; 28/11; 13/5; 5/2
Leyton Orient; 15/4; 18/5; 17/5; 79/20; 18/5; 7/2; 13/4; 18/5; 7/2; 16/5; 18/5; 100/30; 10/3; 39/11; 13/4; 17/5; 13/4; 15/4; 18/5; 15/4; 7/2
