META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-21 20:24:34 GMT+3; 2016-08-28 18:00; e70300-dr003
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-22 00:22:17 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-22 04:22:15 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-22 08:22:33 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-22 12:23:03 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-22 16:23:38 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-22 20:23:54 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 5/4; 13/10; ; 11/8; 11/8; 6/4; 13/10; ; ; ; 13/10; ; ; 13/10; ; 7/5; ; ; ; ; 13/10; ; ; ; 5/4; 13/10; 
Draw; 11/5; 19/10; ; 15/8; 2; 2; 2; ; ; ; 19/10; ; ; 2; ; 2; ; ; ; ; 19/10; ; ; ; 9/5; 2; 
Cordoba; 23/10; 9/4; ; 9/4; 23/10; 7/4; 5/2; ; ; ; 12/5; ; ; 12/5; ; 2; ; ; ; ; 40/17; ; ; ; 2; 7/4; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-23 00:23:01 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 11/8; 11/8; 7/5; 29/20; 7/5; 6/4; 29/20; ; ; ; 7/5; ; ; 7/5; ; ; ; ; 23/17; ; 7/5; 17/12; ; ; 11/8; 13/10; 
Draw; 11/5; 19/10; 19/10; 15/8; 2; 2; 2; ; ; ; 19/10; ; ; 2; ; ; ; ; 37/19; ; 37/19; 24/11; ; ; 9/5; 19/10; 
Cordoba; 2; 21/10; 21/10; 21/10; 11/5; 7/4; 9/4; ; ; ; 9/4; ; ; 11/5; ; ; ; ; 2; ; 21/10; 26/11; ; ; 21/10; 19/10; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-23 04:22:55 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 11/8; 29/20; 11/8; 7/5; 6/4; 29/20; ; 13/10; ; 7/5; ; ; 29/20; ; 13/10; ; ; 23/17; ; 7/5; 17/12; ; ; 11/8; 13/10; 
Draw; 11/5; 19/10; 19/10; 2; 2; 2; 2; ; 15/8; ; 19/10; ; ; 2; ; 37/20; ; ; 37/19; ; 37/19; 24/11; ; ; 19/10; 19/10; 
Cordoba; 2; 21/10; 41/20; 21/10; 11/5; 7/4; 9/4; ; 2; ; 11/5; ; ; 21/10; ; 12/5; ; ; 2; ; 28/13; 26/11; ; ; 21/10; 2; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-23 08:23:07 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 11/8; 7/5; 11/8; 7/5; 27/20; 29/20; ; 13/10; ; 7/5; ; ; 7/5; ; 13/10; ; ; 23/17; ; 7/5; 17/12; ; ; 7/5; 27/20; 
Draw; 2; 19/10; 19/10; 2; 2; 15/8; 2; ; 15/8; ; 19/10; ; ; 2; ; 37/20; ; ; 37/19; ; 37/19; 24/11; ; ; 15/8; 9/5; 
Cordoba; 11/5; 21/10; 21/10; 21/10; 11/5; 41/20; 11/5; ; 2; ; 9/4; ; ; 11/5; ; 12/5; ; ; 2; ; 28/13; 26/11; ; ; 21/10; 2; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-23 12:23:58 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 11/8; 6/4; 7/5; 7/5; 27/20; 6/4; ; 7/5; ; 7/5; ; ; 29/20; ; 7/5; ; ; 7/5; ; 7/5; 6/4; 7/5; ; 7/5; 11/8; 
Draw; 2; 19/10; 19/10; 2; 2; 19/10; 2; ; 15/8; ; 19/10; ; ; 2; ; 2; ; ; 21/10; ; 37/19; 24/11; 39/19; ; 9/5; 19/10; 
Cordoba; 11/5; 21/10; 2; 2; 11/5; 2; 85/40; ; 15/8; ; 21/10; ; ; 21/10; ; 2; ; ; 21/10; ; 21/10; 11/5; 9/5; ; 21/10; 2; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-23 16:24:09 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 7/5; 6/4; 7/5; 6/4; 27/20; 31/20; 11/8; 7/5; 16/11; 7/5; 6/4; 6/4; 29/20; ; ; ; 16/11; 7/5; 7/5; 7/5; 53/35; 7/5; ; 7/5; 11/8; 
Draw; 2; 19/10; 39/20; 21/10; 2; 19/10; 2; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 2; ; ; ; 2; 21/10; 2; 2; 28/13; 39/19; ; 19/10; 19/10; 
Cordoba; 11/5; 2; 39/20; 19/10; 21/10; 2; 21/10; 21/10; 15/8; 21/10; 21/10; 19/10; 2; 21/10; ; ; ; 21/10; 21/10; 21/10; 21/10; 11/5; 9/5; ; 2; 2; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-23 20:24:12 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 7/5; 29/20; 29/20; 6/4; 11/8; 31/20; 11/8; 7/5; 16/11; 6/4; 29/20; 6/4; 6/4; ; 7/5; ; 16/11; 7/5; 7/5; 7/5; 53/35; 7/5; ; 7/5; 7/5; 
Draw; 2; 19/10; 39/20; 2; 2; 19/10; 2; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 2; ; 2; ; 2; 21/10; 2; 2; 28/13; 39/19; ; 19/10; 19/10; 
Cordoba; 11/5; 2; 2; 19/10; 21/10; 39/20; 21/10; 21/10; 15/8; 21/10; 21/10; 2; 2; 2; ; 2; ; 21/10; 21/10; 21/10; 39/19; 11/5; 9/5; ; 2; 19/10; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-24 00:22:45 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 7/5; 29/20; 29/20; 6/4; 11/8; 31/20; 11/8; 7/5; 16/11; 6/4; 29/20; 6/4; 6/4; ; 7/5; 7/5; 16/11; 7/5; 7/5; 7/5; 53/35; 7/5; ; 7/5; 7/5; 
Draw; 2; 19/10; 39/20; 2; 2; 19/10; 2; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 2; ; 2; 2; 2; 21/10; 2; 2; 28/13; 39/19; ; 19/10; 9/5; 
Cordoba; 11/5; 2; 2; 19/10; 21/10; 39/20; 21/10; 21/10; 15/8; 21/10; 21/10; 2; 2; 2; ; 2; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 9/5; ; 2; 19/10; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-24 04:22:04 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 7/5; 29/20; 29/20; 6/4; 11/8; 31/20; 11/8; 7/5; 16/11; 6/4; 29/20; 6/4; 6/4; ; 7/5; 16/11; 16/11; 7/5; 7/5; 7/5; 53/35; 7/5; ; 7/5; 7/5; 
Draw; 2; 19/10; 39/20; 2; 2; 19/10; 2; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 2; ; 2; 15/8; 2; 21/10; 2; 2; 28/13; 39/19; ; 19/10; 9/5; 
Cordoba; 11/5; 2; 2; 19/10; 21/10; 39/20; 21/10; 21/10; 15/8; 21/10; 21/10; 2; 2; 2; ; 2; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 9/5; ; 2; 19/10; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-24 08:24:03 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 7/5; 29/20; 29/20; 6/4; 7/5; 31/20; 11/8; 7/5; 16/11; 6/4; 29/20; 6/4; 6/4; ; 7/5; 7/5; 16/11; 7/5; 7/5; 7/5; 53/35; 7/5; ; 7/5; ; 
Draw; 2; 19/10; 39/20; 2; 2; 39/20; 2; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 2; ; 2; 2; 2; 21/10; 2; 2; 28/13; 39/19; ; 19/10; ; 
Cordoba; 11/5; 2; 2; 19/10; 21/10; 19/10; 21/10; 21/10; 15/8; 21/10; 21/10; 2; 2; 2; ; 2; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 9/5; ; 2; ; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-24 12:22:25 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 7/5; 29/20; 29/20; 6/4; 7/5; 31/20; 11/8; 7/5; 16/11; 7/5; 29/20; 6/4; 6/4; ; 7/5; 7/5; 16/11; 7/5; 7/5; 7/5; 53/35; 7/5; ; 7/5; 7/5; 
Draw; 2; 19/10; 39/20; 2; 2; 39/20; 2; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 2; 2; 2; 21/10; 2; 2; 28/13; 39/19; ; 19/10; 19/10; 
Cordoba; 11/5; 2; 39/20; 19/10; 21/10; 19/10; 21/10; 21/10; 15/8; 21/10; 21/10; 2; 2; 2; ; 2; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 9/5; ; 2; 19/10; 
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-24 16:24:52 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 7/5; 29/20; 29/20; 6/4; 7/5; 31/20; 11/8; 7/5; 16/11; 7/5; 29/20; 6/4; 6/4; 7/5; 7/5; 7/5; 16/11; 7/5; 7/5; 7/5; 53/35; 7/5; 6/4; ; 7/5; 7/5; 
Cordoba; 11/5; 2; 19/10; 2; 21/10; 37/20; 2; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; 15/8; 19/10; 2; 21/10; 21/10; 21/10; 2; 41/19; 9/5; 2; ; 19/10; ; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-27 00:22:33 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 29/20; 6/4; 31/20; 6/4; 7/5; 8/5; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 19/12; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 19/10; 39/20; 9/5; 2; 39/20; 2; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 25/12; 39/19; 15/8; ; ; 19/10; 21/10
Cordoba; 11/5; 2; 19/10; 2; 21/10; 37/20; 2; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 41/19; 9/5; 2; ; ; ; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-27 04:22:05 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 29/20; 6/4; 31/20; 6/4; 7/5; 8/5; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 19/12; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 19/10; 39/20; 9/5; 2; 39/20; 2; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 25/12; 39/19; 15/8; ; ; 19/10; 21/10
Cordoba; 11/5; 2; 19/10; 2; 21/10; 37/20; 2; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 41/19; 9/5; 2; ; ; 19/10; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-27 08:22:22 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 29/20; 6/4; 31/20; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 19/12; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 19/10; 39/20; 9/5; 2; 39/20; ; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 25/12; 39/19; 15/8; ; ; 19/10; 21/10
Cordoba; 11/5; 2; 19/10; 2; 21/10; 37/20; ; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 41/19; 9/5; 2; ; ; 19/10; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-27 12:22:45 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 29/20; 6/4; 31/20; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 19/12; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 19/10; 39/20; 9/5; 2; 39/20; ; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 25/12; 39/19; 15/8; ; ; 19/10; 21/10
Cordoba; 11/5; 2; 19/10; 2; 21/10; 37/20; ; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 41/19; 9/5; 2; ; ; 19/10; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-27 16:22:57 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 29/20; 6/4; 31/20; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 13/8; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 19/10; 39/20; 9/5; 2; 39/20; ; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 2; 39/19; 15/8; ; ; 19/10; 21/10
Cordoba; 11/5; 2; 19/10; 2; 21/10; 37/20; ; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 11/5; 9/5; 2; ; ; 19/10; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-27 20:24:25 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 7/5; 29/20; 6/4; 31/20; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 13/8; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 19/10; 39/20; 9/5; 2; 39/20; ; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 133/67; 39/19; 15/8; ; ; 19/10; 21/10
Cordoba; 11/5; 2; 19/10; 2; 21/10; 37/20; ; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 11/5; 9/5; 2; ; ; 19/10; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-28 00:23:53 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 6/4; 29/20; 6/4; 6/4; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 28/17; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 2; 39/20; 2; 2; 39/20; ; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 133/67; 39/19; 2; ; ; 19/10; 21/10
Cordoba; 2; 19/10; 19/10; 19/10; 2; 37/20; ; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 41/19; 9/5; 2; ; ; 19/10; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-28 04:21:17 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 6/4; 29/20; 6/4; 6/4; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; ; 6/4; 16/11; 16/11; 7/5; 7/5; 6/4; 28/17; 7/5; 6/4; ; ; 7/5; 13/8
Draw; 2; 2; 39/20; 2; 2; 39/20; ; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 133/67; 39/19; 2; ; ; 19/10; 21/10
Cordoba; 2; 19/10; 19/10; 19/10; 2; 37/20; ; 21/10; 15/8; 21/10; 19/10; 19/10; 2; 2; ; 19/10; 2; 21/10; 21/10; 21/10; 2; 41/19; 9/5; 2; ; ; 19/10; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-28 08:21:27 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 11/8; 7/5; 29/20; 11/8; 6/4; 7/5; 6/4; 11/8; 7/5; 16/11; 7/5; 29/20; 6/4; 29/20; ; 6/4; 16/11; 16/11; 7/5; 7/5; 16/11; 32/19; 7/5; 7/5; ; ; 27/20; 6/4
Draw; 2; 19/10; 39/20; 21/10; 2; 39/20; ; 15/8; 15/8; 2; 2; 19/10; 19/10; 2; ; 39/20; 2; 2; 21/10; 2; 2; 79/40; 21/10; 2; ; ; 19/10; 21/10
Cordoba; 11/5; 2; 39/20; 2; 21/10; 37/20; 85/40; 21/10; 15/8; 21/10; 21/10; 2; 2; 21/10; ; 19/10; 2; 21/10; 21/10; 21/10; 21/10; 15/7; 19/10; 2; ; ; 2; 11/5
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-28 12:21:51 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 11/8; 7/5; 6/4; 31/20; 6/4; 11/8; 31/20; 11/8; 7/5; 16/11; 6/4; 29/20; 6/4; 29/20; ; 6/4; 16/11; 16/11; 7/5; 7/5; 16/11; 48/29; 7/5; 7/5; ; ; 6/4; 6/4
Draw; 2; 19/10; 19/10; 15/8; 2; 39/20; ; 15/8; 15/8; 2; 19/10; 19/10; 19/10; 2; ; 39/20; 15/8; 2; 21/10; 2; 2; 79/40; 21/10; 2; ; ; 19/10; 2
Cordoba; 11/5; 2; 39/20; 2; 21/10; 19/10; 21/10; 21/10; 15/8; 21/10; 2; 2; 2; 21/10; ; 19/10; 2; 21/10; 21/10; 21/10; 21/10; 41/19; 19/10; 2; ; ; 2; 11/5
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-28 16:22:03 GMT+3; 2016-08-28 18:00; e70300-dr003
UCAM Murcia; 6/4; 29/20; 31/20; 6/4; 6/4; 7/5; 8/5; 7/5; 7/5; 16/11; 8/5; 6/4; 6/4; 31/20; ; 6/4; 6/4; 16/11; 7/5; 7/5; 17/11; 17/10; 16/11; 6/4; ; ; 8/5; 13/8
Draw; 2; 19/10; 15/8; 19/10; 2; 19/10; ; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 39/20; ; 15/8; 15/8; 2; 21/10; 2; 37/19; 45/23; 39/19; 15/8; ; ; 19/10; 2
Cordoba; 2; 2; 19/10; 19/10; 2; 19/10; 2; 15/8; 15/8; 21/10; 2; 19/10; 2; 2; ; 2; 2; 21/10; 21/10; 21/10; 2; 15/7; 19/10; 2; ; ; 2; 2
META; spain/la-liga-segunda/ucam-murcia-v-cordoba; 2016-08-28 20:22:08 GMT+3; 2016-08-28 18:00; In Play; e70300-dr003
UCAM Murcia; 15/8; ; 37/20; 17/10; ; 7/4; 19/10; 13/8; ; ; 13/8; ; ; 19/10; ; ; ; ; ; ; 8/5; 17/10; 28/17; ; ; ; ; 
Cordoba; 15/8; ; 15/8; 9/5; ; 20/11; 19/10; 2; ; ; 15/8; ; ; 39/20; ; ; ; ; ; ; 7/4; 7/4; 22/13; ; ; ; ; 
Draw; 13/8; ; 8/5; 8/5; ; 31/20; 8/5; 6/4; ; ; 6/4; ; ; 8/5; ; ; ; ; ; ; 2; 36/17; 2; ; ; ; ; 
