META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-21 20:24:26 GMT+3; 2016-08-27 20:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-22 00:22:11 GMT+3; 2016-08-27 20:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-22 04:22:09 GMT+3; 2016-08-27 20:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-22 08:22:26 GMT+3; 2016-08-27 20:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-22 12:22:57 GMT+3; 2016-08-27 20:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-22 16:23:30 GMT+3; 2016-08-27 20:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-22 20:23:48 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; ; 11/8; 7/5; 13/10; 7/5; ; ; ; 7/5; ; ; 11/8; ; 27/20; ; ; ; ; 23/17; ; ; ; 4/5; ; 
Zaragoza; 19/10; 2; ; 11/5; 21/10; 15/8; 11/5; ; ; ; 11/5; ; ; 21/10; ; 2; ; ; ; ; 21/10; ; ; ; 23/20; ; 
Draw; 9/4; 2; ; 19/10; 21/10; 21/10; 85/40; ; ; ; 2; ; ; 21/10; ; 21/10; ; ; ; ; 39/19; ; ; ; 13/10; ; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-23 00:22:55 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 7/5; ; ; ; 7/5; ; ; 11/8; ; ; ; ; 23/17; ; 23/17; 7/5; ; ; 27/20; 13/10; 
Draw; 9/4; 2; 2; 19/10; 21/10; 2; 21/10; ; ; ; 2; ; ; 21/10; ; ; ; ; 37/19; ; 2; 11/5; ; ; 19/10; 15/8; 
Zaragoza; 19/10; 2; 21/10; 21/10; 21/10; 39/20; 11/5; ; ; ; 9/4; ; ; 21/10; ; ; ; ; 2; ; 21/10; 19/8; ; ; 2; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-23 04:22:49 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 13/10; 11/8; 7/5; 7/5; 13/10; 7/5; ; 13/10; ; 7/5; ; ; 11/8; ; 27/20; ; ; 23/17; ; 23/17; 7/5; ; ; 11/8; 13/10; 
Draw; 9/4; 2; 2; 19/10; 21/10; 2; 21/10; ; 2; ; 2; ; ; 21/10; ; 21/10; ; ; 37/19; ; 2; 11/5; ; ; 19/10; 15/8; 
Zaragoza; 19/10; 21/10; 21/10; 21/10; 21/10; 39/20; 11/5; ; 15/8; ; 9/4; ; ; 21/10; ; 2; ; ; 2; ; 28/13; 19/8; ; ; 2; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-23 08:22:59 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 13/10; 11/8; 7/5; 7/5; 13/10; 7/5; ; 13/10; ; 7/5; ; ; 11/8; ; 27/20; ; ; 23/17; ; 23/17; 7/5; ; ; 11/8; 13/10; 
Draw; 21/10; 2; 2; 19/10; 21/10; 2; 21/10; ; 2; ; 2; ; ; 21/10; ; 21/10; ; ; 37/19; ; 2; 11/5; ; ; 19/10; 15/8; 
Zaragoza; 21/10; 21/10; 41/20; 21/10; 21/10; 39/20; 11/5; ; 15/8; ; 11/5; ; ; 21/10; ; 2; ; ; 2; ; 28/13; 19/8; ; ; 19/10; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-23 12:23:51 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 13/10; 11/8; 7/5; 7/5; 13/10; 29/20; ; 13/10; ; 7/5; ; 11/8; 11/8; ; 27/20; ; ; 16/11; ; 23/17; 7/5; 13/10; ; 11/8; 13/10; 
Draw; 21/10; 2; 2; 19/10; 21/10; 2; 21/10; ; 2; ; 2; ; 2; 21/10; ; 21/10; ; ; 2; ; 2; 11/5; 28/13; ; 19/10; 19/10; 
Zaragoza; 21/10; 21/10; 41/20; 21/10; 21/10; 39/20; 85/40; ; 15/8; ; 11/5; ; 21/10; 21/10; ; 2; ; ; 21/10; ; 28/13; 19/8; 24/13; ; 19/10; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-23 16:24:02 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 29/20; 11/8; 13/10; 16/11; 7/5; 27/20; 11/8; 11/8; ; ; 11/8; 16/11; 16/11; 7/5; 23/17; 7/5; 13/10; ; 11/8; 13/10; 
Draw; 21/10; 2; 2; 19/10; 21/10; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 21/10; ; ; 2; 21/10; 2; 21/10; 39/19; 11/5; 28/13; ; 19/10; 19/10; 
Zaragoza; 21/10; 2; 41/20; 21/10; 21/10; 39/20; 85/40; 2; 15/8; 2; 11/5; 2; 21/10; 21/10; ; ; 2; 2; 21/10; 2; 21/10; 19/8; 24/13; ; 19/10; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-23 20:24:05 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 29/20; 11/8; 13/10; 16/11; 7/5; 27/20; 11/8; 11/8; ; 27/20; 11/8; 16/11; 16/11; 7/5; 23/17; 7/5; 13/10; ; 11/8; 13/10; 
Draw; 21/10; 2; 2; 19/10; 21/10; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 2; 21/10; 2; 21/10; 39/19; 11/5; 28/13; ; 19/10; 19/10; 
Zaragoza; 21/10; 2; 41/20; 21/10; 21/10; 39/20; 85/40; 2; 15/8; 2; 11/5; 2; 21/10; 21/10; ; 2; 2; 2; 21/10; 2; 21/10; 19/8; 24/13; ; 19/10; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-24 00:22:38 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 29/20; 11/8; 13/10; 16/11; 7/5; 27/20; 11/8; 11/8; ; 27/20; 11/8; 16/11; 16/11; 7/5; 23/17; 7/5; 13/10; ; 11/8; 13/10; 
Draw; 21/10; 2; 2; 19/10; 21/10; 2; 21/10; 2; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 2; 21/10; 2; 21/10; 39/19; 11/5; 28/13; ; 19/10; 15/8; 
Zaragoza; 21/10; 2; 41/20; 21/10; 21/10; 39/20; 85/40; 2; 15/8; 2; 11/5; 2; 21/10; 21/10; ; 2; 2; 2; 21/10; 2; 21/10; 19/8; 24/13; ; 19/10; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-24 04:21:56 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 16/11; 7/5; 27/20; 11/8; 11/8; ; 27/20; 11/8; 16/11; 16/11; 7/5; 23/17; 7/5; 13/10; ; 11/8; 13/10; 
Draw; 21/10; 2; 2; 19/10; 21/10; 2; 85/40; 2; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 2; 21/10; 2; 21/10; 39/19; 11/5; 28/13; ; 19/10; 15/8; 
Zaragoza; 21/10; 2; 41/20; 21/10; 21/10; 39/20; 11/5; 2; 15/8; 2; 11/5; 2; 21/10; 21/10; ; 2; 2; 2; 21/10; 2; 21/10; 19/8; 24/13; ; 19/10; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-24 12:22:19 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 16/11; 7/5; 27/20; 11/8; 11/8; ; 27/20; 11/8; 16/11; 16/11; 7/5; 23/17; 7/5; 13/10; ; 11/8; 13/10; 
Draw; 21/10; 2; 2; 19/10; 21/10; 2; 85/40; 2; 2; 21/10; 2; 2; 2; 21/10; ; 21/10; 2; 21/10; 2; 21/10; 2; 11/5; 28/13; ; 19/10; 19/10; 
Zaragoza; 21/10; 2; 41/20; 21/10; 21/10; 39/20; 11/5; 2; 15/8; 2; 11/5; 2; 21/10; 21/10; ; 2; 2; 2; 21/10; 2; 39/19; 19/8; 24/13; ; 19/10; 2; 
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-24 16:24:40 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 7/5; 11/8; 11/8; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 16/11; 7/5; 27/20; 11/8; 11/8; 13/10; 27/20; 11/8; 16/11; 16/11; 7/5; 23/17; 7/5; 13/10; 11/8; ; 11/8; 13/10; 
Lugo; 11/8; 7/5; 6/4; 6/4; 6/4; 27/20; 31/20; 11/8; 7/5; 16/11; 6/4; 6/4; 11/8; 6/4; 29/20; 7/5; 7/5; 16/11; 16/11; 7/5; 16/11; 5/3; 11/8; 7/5; ; 6/4; 7/5; 7/5
Zaragoza; 21/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 2; 15/8; 2; 2; 15/8; 21/10; 39/20; 9/5; 19/10; 2; 2; 21/10; 2; 2; 25/12; 7/4; 2; ; 19/10; 19/10; 19/10
Draw; 21/10; 2; 39/20; 19/10; 21/10; 2; 21/10; 2; 15/8; 21/10; 2; 2; 2; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 39/19; 33/16; 28/13; 2; ; 19/10; 19/10; 2
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-27 00:22:26 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 11/8; 7/5; 6/4; 6/4; 6/4; 27/20; 31/20; 11/8; 7/5; 16/11; 6/4; 6/4; 11/8; 6/4; 29/20; 7/5; 7/5; 16/11; 16/11; 7/5; 16/11; 13/8; 11/8; 7/5; ; 6/4; 7/5; 7/5
Zaragoza; 21/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 2; 15/8; 2; 2; 15/8; 21/10; 39/20; 15/8; 19/10; 2; 2; 21/10; 2; 2; 15/7; 7/4; 2; ; 19/10; 19/10; 19/10
Draw; 21/10; 2; 39/20; 19/10; 21/10; 2; 21/10; 2; 15/8; 21/10; 2; 2; 2; 21/10; 11/5; 21/10; 2; 21/10; 2; 21/10; 21/10; 33/16; 28/13; 2; ; 2; 19/10; 2
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-27 04:21:54 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 11/8; 7/5; 6/4; 6/4; 6/4; 27/20; 31/20; 11/8; 7/5; 16/11; 6/4; 6/4; 11/8; 6/4; 29/20; 7/5; 7/5; 16/11; 16/11; 7/5; 16/11; 13/8; 11/8; 7/5; ; 6/4; 7/5; 7/5
Zaragoza; 21/10; 19/10; 19/10; 19/10; 2; 19/10; 2; 2; 15/8; 2; 2; 15/8; 21/10; 39/20; 15/8; 19/10; 2; 2; 21/10; 2; 2; 15/7; 7/4; 2; ; 2; 19/10; 19/10
Draw; 21/10; 2; 39/20; 19/10; 21/10; 2; 21/10; 2; 15/8; 21/10; 2; 2; 2; 21/10; 11/5; 21/10; 2; 21/10; 2; 21/10; 21/10; 33/16; 28/13; 2; ; 2; 19/10; 2
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-27 08:22:15 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 11/8; 7/5; 6/4; 6/4; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 11/8; 6/4; 29/20; 7/5; 7/5; 16/11; 16/11; 7/5; 16/11; 13/8; 11/8; 7/5; ; 6/4; 7/5; 7/5
Zaragoza; 21/10; 19/10; 19/10; 19/10; 2; 37/20; ; 2; 15/8; 2; 19/10; 15/8; 21/10; 39/20; 15/8; 19/10; 2; 2; 21/10; 2; 2; 15/7; 7/4; 2; ; 2; 19/10; 19/10
Draw; 21/10; 2; 39/20; 19/10; 21/10; 2; ; 2; 15/8; 21/10; 2; 2; 2; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 21/10; 33/16; 28/13; 2; ; 2; 19/10; 2
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-27 12:22:35 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 11/8; 7/5; 6/4; 6/4; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 29/20; 11/8; 29/20; 29/20; 7/5; 7/5; 16/11; 16/11; 7/5; 16/11; 13/8; 7/5; 7/5; ; 6/4; 6/4; 7/5
Zaragoza; 21/10; 19/10; 19/10; 19/10; 2; 37/20; ; 2; 15/8; 2; 19/10; 15/8; 21/10; 2; 19/10; 19/10; 2; 2; 21/10; 2; 2; 15/7; 19/10; 2; ; 2; 2; 9/5
Draw; 21/10; 2; 39/20; 19/10; 21/10; 2; ; 2; 15/8; 21/10; 21/10; 2; 2; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 21/10; 33/16; 28/13; 2; ; 2; 2; 19/10
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-27 16:22:46 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 11/8; 7/5; 6/4; 6/4; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 29/20; 11/8; 6/4; 29/20; 7/5; 7/5; 16/11; 16/11; 7/5; 16/11; 13/8; 11/8; 7/5; ; 6/4; 7/5; 7/5
Zaragoza; 21/10; 19/10; 19/10; 19/10; 2; 37/20; ; 2; 15/8; 2; 19/10; 15/8; 21/10; 39/20; 19/10; 19/10; 2; 2; 21/10; 2; 2; 15/7; 7/4; 2; ; 2; 19/10; 19/10
Draw; 21/10; 2; 39/20; 2; 21/10; 2; ; 2; 15/8; 21/10; 21/10; 2; 2; 21/10; 21/10; 21/10; 2; 21/10; 2; 21/10; 21/10; 33/16; 28/13; 2; ; 2; 19/10; 2
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-27 20:24:14 GMT+3; 2016-08-27 20:00; e70300-dr003
Lugo; 11/8; 29/20; 6/4; 29/20; 6/4; 7/5; ; 11/8; 7/5; 16/11; 6/4; 6/4; 6/4; 6/4; 29/20; 7/5; 16/11; 16/11; 16/11; 7/5; 16/11; 48/29; 11/8; 7/5; ; 6/4; 6/4; 7/5
Zaragoza; 21/10; 19/10; 19/10; 15/8; 2; 37/20; ; 2; 15/8; 2; 19/10; 15/8; 19/10; 39/20; 15/8; 19/10; 2; 2; 2; 2; 2; 21/10; 7/4; 2; ; 2; 2; 19/10
Draw; 21/10; 2; 2; 21/10; 21/10; 2; ; 2; 15/8; 21/10; 21/10; 2; 2; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 33/16; 28/13; 2; ; 2; 2; 2
META; spain/la-liga-segunda/lugo-v-zaragoza; 2016-08-28 00:23:46 GMT+3; 2016-08-27 20:00; In Play; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/11; ; ; ; ; ; ; ; ; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13; ; ; ; ; ; ; ; ; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; ; 
