META; english/championship/leeds-v-cardiff; 2018-01-28 02:20:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; ; 7/5; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 29/20; 27/20; ; ; 4/6; ; 
Cardiff; ; 9/5; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 2; ; 15/8; 39/20; ; ; 10/11; ; 
Draw; ; 12/5; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; 12/5; 12/5; ; ; 9/5; ; 
META; english/championship/leeds-v-cardiff; 2018-01-28 10:20:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; ; 7/5; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; 29/20; 27/20; ; ; 4/6; ; 
Cardiff; ; 9/5; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; ; ; ; 2; ; 15/8; 39/20; ; ; 10/11; ; 
Draw; ; 12/5; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 40/17; ; 12/5; 12/5; ; ; 9/5; ; 
META; english/championship/leeds-v-cardiff; 2018-01-28 14:21:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 6/4; 7/5; ; ; ; 6/4; 6/4; ; 13/10; ; ; ; ; ; 13/10; 7/5; ; ; ; ; 13/10; ; 29/20; 6/4; ; ; 23/20; ; 
Draw; 23/10; 23/10; 21/10; ; 12/5; 12/5; 23/10; ; 12/5; 21/10; 9/4; ; ; 43/20; 12/5; 23/10; 9/4; 40/17; 9/4; ; 40/17; 23/10; 23/10; 11/5; 40/17; ; 21/10; ; 
META; english/championship/leeds-v-cardiff; 2018-01-29 18:20:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 17/10; 17/10; 17/10; 89/50; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 17/10; 16/11; 28/17; 16/11; 28/17; 28/17; 13/8; 17/10; 33/20; 28/17; ; 11/8; ; 
Cardiff; 13/8; 17/10; 17/10; 17/10; 183/100; 7/4; 7/4; ; 28/17; 17/10; 9/5; ; ; 7/4; 17/10; 17/10; 24/13; 17/10; 24/13; 28/17; 28/17; 9/5; 17/10; 17/10; 17/10; ; 7/5; ; 
Draw; 23/10; 21/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 23/10; 21/10; 11/5; ; ; 43/20; 11/5; 21/10; 11/5; 28/13; 11/5; 28/13; 9/4; 11/5; 9/4; 11/5; 28/13; ; 9/5; ; 
META; english/championship/leeds-v-cardiff; 2018-01-29 22:20:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 17/10; 17/10; 17/10; 89/50; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; ; 16/11; 28/17; 16/11; 28/17; 28/17; 13/8; 17/10; 33/20; 28/17; ; 11/8; ; 
Cardiff; 13/8; 17/10; 17/10; 17/10; 183/100; 7/4; 7/4; ; 28/17; 17/10; 9/5; ; ; 7/4; 17/10; ; 24/13; 17/10; 24/13; 28/17; 28/17; 9/5; 17/10; 17/10; 17/10; ; 7/5; ; 
Draw; 23/10; 21/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 23/10; 21/10; 11/5; ; ; 43/20; 11/5; ; 11/5; 28/13; 11/5; 28/13; 9/4; 11/5; 11/5; 11/5; 28/13; ; 9/5; ; 
META; english/championship/leeds-v-cardiff; 2018-01-30 02:20:12 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 17/10; 17/10; 89/50; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 8/5; 16/11; 28/17; 16/11; 28/17; 28/17; 13/8; ; 33/20; 28/17; ; 6/4; ; 
Cardiff; 13/8; 13/8; 17/10; 17/10; 183/100; 7/4; 7/4; ; 28/17; 17/10; 9/5; ; ; 7/4; 17/10; ; 24/13; 17/10; 24/13; 28/17; 28/17; 9/5; ; 17/10; 17/10; ; 7/5; ; 
Draw; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 23/10; 21/10; 11/5; ; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 28/13; 9/4; 11/5; 9/4; 11/5; 28/13; ; 19/10; ; 
META; english/championship/leeds-v-cardiff; 2018-01-30 10:20:14 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 17/10; 17/10; 89/50; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 8/5; 16/11; 28/17; 16/11; 28/17; 28/17; 13/8; ; 33/20; 17/10; ; 6/4; ; 
Cardiff; 13/8; 13/8; 17/10; 17/10; 183/100; 7/4; 7/4; ; 7/4; 17/10; 9/5; ; ; 7/4; 17/10; ; 24/13; 17/10; 24/13; 28/17; 7/4; 9/5; ; 17/10; 7/4; ; 7/5; ; 
Draw; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 28/13; 21/10; 11/5; 9/4; 11/5; 28/13; ; 19/10; ; 
META; english/championship/leeds-v-cardiff; 2018-01-30 14:20:31 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 17/10; 17/10; 89/50; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 17/10; 16/11; 28/17; 16/11; 17/10; 28/17; 13/8; ; 33/20; 28/17; ; 8/5; ; 
Cardiff; 13/8; 13/8; 17/10; 17/10; 183/100; 7/4; 7/4; ; 7/4; 17/10; 9/5; ; ; 7/4; 17/10; 7/4; 24/13; 17/10; 24/13; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 13/8; ; 
Draw; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 28/13; ; 2; ; 
META; english/championship/leeds-v-cardiff; 2018-01-30 18:20:25 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 17/10; 17/10; 89/50; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 17/10; 16/11; 17/10; 16/11; 17/10; 28/17; 13/8; ; 33/20; 17/10; ; 8/5; ; 
Cardiff; 13/8; 13/8; 17/10; 17/10; 183/100; 7/4; 7/4; ; 7/4; 17/10; 9/5; ; ; 7/4; 17/10; 7/4; 24/13; 7/4; 24/13; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 13/8; ; 
Draw; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; ; 2; ; 
META; english/championship/leeds-v-cardiff; 2018-01-30 22:20:33 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 17/10; 17/10; ; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 17/10; 16/11; 17/10; 16/11; 17/10; 28/17; 13/8; ; 33/20; 17/10; ; 8/5; ; 17/10
Cardiff; 13/8; 13/8; 17/10; 17/10; 183/100; 7/4; 7/4; ; 7/4; 17/10; 9/5; ; ; 7/4; 17/10; 7/4; 24/13; 7/4; 24/13; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 13/8; ; 9/5
Draw; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; ; 2; ; 21/10
META; english/championship/leeds-v-cardiff; 2018-01-31 02:19:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 17/10; 17/10; ; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 17/10; 16/11; 17/10; 16/11; 17/10; 28/17; 13/8; ; 33/20; 17/10; ; 8/5; ; 17/10
Cardiff; 13/8; 13/8; 17/10; 17/10; 183/100; 7/4; 7/4; ; 7/4; 17/10; 9/5; ; ; 7/4; 17/10; 7/4; 24/13; 7/4; 24/13; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 13/8; ; 9/5
Draw ; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; ; 2; ; 21/10
META; english/championship/leeds-v-cardiff; 2018-01-31 10:20:01 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Leeds; 13/8; 13/8; 17/10; 17/10; ; 17/10; 17/10; ; 28/17; 17/10; 6/4; ; ; 7/4; 17/10; 17/10; 16/11; 17/10; 16/11; 17/10; 28/17; 13/8; ; 33/20; 17/10; ; 8/5; ; 17/10
Cardiff; 13/8; 13/8; 17/10; 17/10; 183/100; 7/4; 7/4; ; 7/4; 17/10; 9/5; ; ; 17/10; 17/10; 7/4; 24/13; 7/4; 24/13; 17/10; 7/4; 9/5; ; 17/10; 7/4; ; 13/8; ; 9/5
Draw ; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; ; 2; ; 21/10
META; english/championship/leeds-v-cardiff; 2018-01-31 14:20:13 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 13/8; 13/8; 28/17; 17/10; 17/10; 9/5; 7/4; ; 7/4; 17/10; 9/5; ; ; 13/8; 17/10; 8/5; 24/13; 28/17; 24/13; 17/10; 7/4; 13/8; 13/8; 8/5; 28/17; ; 13/8; 7/5; 13/8
Leeds; 13/8; 13/8; 7/4; 17/10; 191/100; 9/5; 17/10; ; 28/17; 7/4; 6/4; ; ; 37/20; 9/5; 17/10; 16/11; 9/5; 16/11; 17/10; 28/17; 9/5; 7/4; 7/4; 9/5; ; 13/8; 8/5; 15/8
Draw ; 23/10; 23/10; 21/10; 21/10; 113/50; 23/10; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 21/10; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 19/10; 11/5
META; english/championship/leeds-v-cardiff; 2018-01-31 18:20:54 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 13/8; 8/5; 13/8; 17/10; 17/10; 9/5; 7/4; ; 7/4; 33/20; 9/5; ; ; 13/8; 17/10; 17/10; 7/4; 28/17; 7/4; 18/11; 7/4; 13/8; 13/8; 8/5; 28/17; ; 13/8; 17/10; 13/8
Leeds; 13/8; 17/10; 7/4; 17/10; 191/100; 9/5; 17/10; ; 28/17; 9/5; 6/4; ; ; 37/20; 9/5; 17/10; 8/5; 9/5; 8/5; 30/17; 28/17; 9/5; 7/4; 7/4; 9/5; ; 17/10; 17/10; 15/8
Draw ; 23/10; 9/4; 21/10; 21/10; 113/50; 23/10; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 21/10; 21/10; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 21/10; 11/5
META; english/championship/leeds-v-cardiff; 2018-01-31 22:20:06 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 31/20; 8/5; 13/8; 17/10; 17/10; 9/5; 13/8; ; 7/4; 13/8; 9/5; ; ; 13/8; 17/10; 8/5; 7/4; 28/17; 7/4; 18/11; 7/4; 13/8; 13/8; 8/5; 28/17; ; 13/8; 13/8; 13/8
Leeds; 17/10; 17/10; 9/5; 17/10; 191/100; 9/5; 7/4; ; 28/17; 9/5; 6/4; ; ; 37/20; 9/5; 7/4; 8/5; 9/5; 8/5; 30/17; 28/17; 9/5; 7/4; 7/4; 9/5; ; 7/4; 13/8; 15/8
Draw ; 23/10; 9/4; 21/10; 21/10; 113/50; 23/10; 21/10; ; 28/13; 21/10; 11/5; ; ; 43/20; 21/10; 21/10; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 19/10; 11/5
META; english/championship/leeds-v-cardiff; 2018-02-01 02:19:35 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 31/20; 8/5; 13/8; 17/10; 17/10; 7/4; 13/8; ; 7/4; 13/8; 13/8; ; ; 13/8; 17/10; 8/5; 8/5; 7/4; 18/11; 7/4; 13/8; 13/8; 8/5; 28/17; ; ; 6/4; 13/8
Leeds; 17/10; 17/10; 9/5; 17/10; 191/100; 17/10; 7/4; ; 28/17; 9/5; 7/4; ; ; 37/20; 9/5; 7/4; 9/5; 8/5; 30/17; 28/17; 9/5; 7/4; 7/4; 9/5; ; 17/10; 13/8; 15/8
Draw ; 23/10; 9/4; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 21/10; ; ; 43/20; 21/10; 21/10; 28/13; 21/10; 9/4; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 19/10; 11/5
META; english/championship/leeds-v-cardiff; 2018-02-01 10:19:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 31/20; 6/4; 13/8; 17/10; 17/10; 13/8; 13/8; ; 7/4; 13/8; 13/8; ; ; 13/8; 17/10; 8/5; 8/5; 7/4; 18/11; 7/4; 13/8; 13/8; 8/5; 28/17; ; 8/5; 6/4; 13/8
Leeds; 17/10; 7/4; 9/5; 17/10; 191/100; 9/5; 9/5; ; 28/17; 9/5; 7/4; ; ; 37/20; 9/5; 7/4; 9/5; 8/5; 30/17; 28/17; 9/5; 7/4; 7/4; 9/5; ; 7/4; 17/10; 15/8
Draw ; 23/10; 23/10; 21/10; 21/10; 113/50; 11/5; 21/10; ; 28/13; 21/10; 21/10; ; ; 43/20; 21/10; 11/5; 28/13; 21/10; 9/4; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 19/10; 11/5
META; english/championship/leeds-v-cardiff; 2018-02-01 14:20:18 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 31/20; 6/4; 8/5; 17/10; 42/25; 13/8; 8/5; ; 7/4; 8/5; 8/5; ; ; 8/5; 17/10; 8/5; 8/5; 17/11; 11/7; 7/4; 13/8; 31/20; 8/5; 8/5; ; 6/4; 7/5; 13/8
Leeds; 17/10; 9/5; 9/5; 17/10; 48/25; 9/5; 9/5; ; 28/17; 15/8; 9/5; ; ; 15/8; 9/5; 9/5; 9/5; 9/5; 35/19; 28/17; 9/5; 9/5; 7/4; 9/5; ; 7/4; 7/4; 15/8
Draw ; 23/10; 23/10; 21/10; 21/10; 57/25; 11/5; 21/10; ; 28/13; 21/10; 21/10; ; ; 43/20; 21/10; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 23/10; 11/5; 11/5; ; 21/10; 21/10; 9/4
META; english/championship/leeds-v-cardiff; 2018-02-01 18:19:42 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 31/20; 6/4; 28/17; 6/4; 9/5; 13/8; 8/5; ; 13/8; 33/20; 13/8; ; 8/5; 17/10; 17/10; 8/5; 28/17; 17/11; 11/7; 8/5; 7/4; 7/4; 8/5; 17/10; ; 13/8; 17/10; 7/4
Leeds; 17/10; 7/4; 7/4; 15/8; 179/100; 9/5; 9/5; ; 24/13; 7/4; 7/4; ; 9/5; 7/4; 9/5; 7/4; 7/4; 9/5; 35/19; 9/5; 7/4; 9/5; 7/4; 7/4; ; 17/10; 17/10; 7/4
Draw ; 23/10; 23/10; 21/10; 11/5; 57/25; 11/5; 21/10; ; 28/13; 21/10; 21/10; ; 11/5; 43/20; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 23/10; 11/5; 11/5; ; 21/10; 21/10; 9/4
META; english/championship/leeds-v-cardiff; 2018-02-01 22:19:38 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 31/20; 13/8; 28/17; 6/4; 7/4; 13/8; 13/8; ; 13/8; 33/20; 13/8; ; 13/8; 17/10; 17/10; 8/5; 28/17; 28/17; 11/7; 8/5; 7/4; 7/4; 17/10; 28/17; ; 13/8; 13/8; 17/10
Leeds; 17/10; 17/10; 7/4; 15/8; 181/100; 9/5; 7/4; ; 24/13; 7/4; 7/4; ; 7/4; 7/4; 9/5; 7/4; 7/4; 17/10; 35/19; 9/5; 7/4; 9/5; 7/4; 9/5; ; 7/4; 7/4; 9/5
Draw ; 23/10; 9/4; 21/10; 11/5; 58/25; 11/5; 11/5; ; 28/13; 21/10; 21/10; ; 11/5; 43/20; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 23/10; 11/5; 9/4; ; 21/10; 2; 9/4
META; english/championship/leeds-v-cardiff; 2018-02-02 02:19:36 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 31/20; 13/8; 8/5; 6/4; 167/100; 13/8; 8/5; ; 13/8; 13/8; 13/8; ; 8/5; 33/20; 13/8; 8/5; 8/5; 28/17; 11/7; 8/5; 13/8; 17/10; 33/20; 8/5; ; 13/8; 6/4; 13/8
Leeds; 17/10; 17/10; 9/5; 15/8; 19/10; 9/5; 9/5; ; 24/13; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 17/10; 35/19; 9/5; 9/5; 15/8; 7/4; 24/13; ; 9/5; 7/4; 19/10
Draw ; 23/10; 9/4; 21/10; 11/5; 58/25; 11/5; 11/5; ; 28/13; 21/10; 21/10; ; 11/5; 43/20; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 23/10; 11/5; 9/4; ; 21/10; 2; 9/4
META; english/championship/leeds-v-cardiff; 2018-02-02 10:19:45 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 17/10; 8/5; 8/5; 6/4; 167/100; 17/10; 8/5; ; 13/8; 13/8; 13/8; ; 8/5; 13/8; 13/8; 8/5; 8/5; 28/17; 11/7; 8/5; 13/8; 17/10; 33/20; 8/5; ; 13/8; 13/8; 13/8
Leeds; 15/8; 7/4; 9/5; 15/8; 48/25; 15/8; 9/5; ; 24/13; 9/5; 7/4; ; 15/8; 37/20; 9/5; 9/5; 24/13; 17/10; 35/19; 9/5; 9/5; 15/8; 7/4; 24/13; ; 9/5; 9/5; 19/10
Draw ; 9/4; 9/4; 21/10; 11/5; 23/10; 23/10; 21/10; ; 28/13; 21/10; 21/10; ; 11/5; 43/20; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 2; 9/4
META; english/championship/leeds-v-cardiff; 2018-02-02 14:20:32 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 17/10; 8/5; 13/8; 17/10; 167/100; 17/10; 8/5; ; 13/8; 33/20; 13/8; ; 8/5; 33/20; 13/8; 8/5; 8/5; 28/17; 28/17; 8/5; 13/8; 17/10; 33/20; 8/5; ; 13/8; 13/8; 13/8
Leeds; 15/8; 7/4; 7/4; 17/10; 48/25; 15/8; 9/5; ; 24/13; 9/5; 7/4; ; 7/4; 9/5; 9/5; 7/4; 24/13; 17/10; 7/4; 9/5; 9/5; 15/8; 7/4; 24/13; ; 9/5; 15/8; 19/10
Draw ; 9/4; 9/4; 21/10; 21/10; 23/10; 23/10; 21/10; ; 28/13; 21/10; 21/10; ; 11/5; 43/20; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 9/4; 11/5; 11/5; ; 21/10; 9/4; 9/4
META; english/championship/leeds-v-cardiff; 2018-02-02 22:20:19 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 17/10; 6/4; 17/11; 13/8; 13/8; 13/8; 8/5; ; 13/8; 31/20; 13/8; ; 17/10; 8/5; 8/5; 6/4; 17/11; 28/17; 14/9; 8/5; 8/5; 13/8; 13/8; 17/11; ; 13/8; 13/8; 8/5
Leeds; 15/8; 17/10; 9/5; 7/4; 97/50; 19/10; 15/8; ; 24/13; 9/5; 9/5; ; 9/5; 37/20; 7/4; 9/5; 24/13; 17/10; 29/16; 9/5; 15/8; 19/10; 19/10; 24/13; ; 9/5; 19/10; 19/10
Draw ; 9/4; 23/10; 21/10; 21/10; 117/50; 23/10; 11/5; ; 28/13; 11/5; 9/4; ; 2; 11/5; 23/10; 11/5; 11/5; 21/10; 23/10; 21/10; 9/4; 23/10; 21/10; 9/4; ; 21/10; 9/4; 23/10
META; english/championship/leeds-v-cardiff; 2018-02-03 02:19:53 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 17/10; 6/4; 17/11; 13/8; 13/8; 13/8; 8/5; ; 13/8; 31/20; 13/8; ; 6/4; 8/5; 8/5; 6/4; 17/11; 28/17; 14/9; 8/5; 8/5; 13/8; 13/8; 17/11; ; 13/8; 13/8; 17/10
Leeds; 15/8; 9/5; 9/5; 7/4; 97/50; 19/10; 15/8; ; 24/13; 9/5; 9/5; ; 9/5; 37/20; 7/4; 9/5; 24/13; 17/10; 29/16; 9/5; 15/8; 19/10; 19/10; 24/13; ; 15/8; 15/8; 19/10
Draw ; 9/4; 23/10; 21/10; 21/10; 117/50; 23/10; 11/5; ; 28/13; 11/5; 9/4; ; 23/10; 11/5; 23/10; 11/5; 11/5; 21/10; 23/10; 21/10; 9/4; 23/10; 21/10; 9/4; ; 21/10; 11/5; 23/10
META; english/championship/leeds-v-cardiff; 2018-02-03 10:20:05 GMT+2; 2018-02-03 15:00; Nothing; Xlenovo
Cardiff; 17/10; 13/8; 8/5; 8/5; 169/100; 13/8; ; ; 13/8; 33/20; 13/8; ; 8/5; 13/8; 8/5; 8/5; 8/5; 28/17; 13/8; 8/5; 13/8; 17/10; 33/20; 17/11; ; 13/8; 13/8; 17/10
Leeds; 15/8; 17/10; 19/10; 7/4; 47/25; 19/10; ; ; 24/13; 9/5; 9/5; ; 7/4; 9/5; 7/4; 7/4; 9/5; 17/10; 19/11; 9/5; 9/5; 9/5; 9/5; 24/13; ; 9/5; 9/5; 15/8
Draw ; 9/4; 11/5; 9/4; 11/5; 58/25; 23/10; ; ; 28/13; 9/4; 9/4; ; 9/4; 11/5; 23/10; 11/5; 11/5; 21/10; 23/10; 21/10; 9/4; 23/10; 11/5; 9/4; ; 21/10; 11/5; 23/10
