META; english/championship/bolton-v-bristol-city; 2018-01-28 02:20:42 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; ; 1; ; ; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; ; 10/11; ; ; 4/9; ; 
Draw; ; 12/5; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; ; 5/2; ; ; 2; ; 
Bolton; ; 11/4; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 56/19; ; ; 3; ; ; 5/4; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-28 10:20:34 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; ; 1; ; ; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; ; ; ; 9/10; ; ; 10/11; ; ; 4/9; ; 
Draw; ; 12/5; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 27/11; ; ; 5/2; ; ; 2; ; 
Bolton; ; 11/4; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 56/19; ; ; 3; ; ; 5/4; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-28 14:21:02 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 1; 1; ; ; ; 1; 1; ; 9/10; ; 19/20; ; ; ; 10/11; 1; ; 19/20; ; ; 9/10; ; 1; 19/20; 1; ; 4/6; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-29 02:19:46 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 1; 1; ; ; ; 1; 1; ; 9/10; ; 19/20; 20/21; ; ; 10/11; 1; ; 19/20; ; ; 9/10; 1; 1; 19/20; 19/20; ; 8/11; ; 
Draw; 12/5; 12/5; ; ; ; 11/4; 12/5; ; 5/2; ; 12/5; 23/10; ; ; 5/2; 12/5; ; 27/11; ; ; 27/11; 5/2; 12/5; 49/20; 27/11; ; 2; ; 
Bolton; 11/4; 11/4; ; ; ; 3; 14/5; ; 3; ; 3; 3; ; ; 14/5; 14/5; ; 37/13; ; ; 56/19; 14/5; 29/10; 57/20; 37/13; ; 2; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-29 10:19:41 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 1; 1; ; ; ; 1; 1; ; 9/10; ; 19/20; 20/21; ; ; 10/11; 1; 19/20; 19/20; 19/20; ; 9/10; 1; 1; 19/20; 19/20; ; 8/11; ; 
Draw; 12/5; 12/5; ; ; ; 11/4; 12/5; ; 5/2; ; 12/5; 23/10; ; ; 5/2; 12/5; 12/5; 27/11; 12/5; ; 27/11; 5/2; 12/5; 49/20; 27/11; ; 2; ; 
Bolton; 11/4; 11/4; ; ; ; 3; 14/5; ; 3; ; 3; 3; ; ; 14/5; 14/5; 14/5; 37/13; 14/5; ; 56/19; 14/5; 29/10; 57/20; 37/13; ; 2; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-29 14:20:21 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 1; ; 1; 1; 20/21; ; 9/10; 1; 1; 21/20; ; 1; 10/11; 19/20; 19/20; 19/20; 19/20; ; 9/10; 1; 21/20; 19/20; 19/20; ; 8/11; ; 
Draw; 5/2; 12/5; 23/10; ; 13/5; 11/4; 5/2; ; 5/2; 23/10; 12/5; 23/10; ; 47/20; 5/2; 12/5; 12/5; 5/2; 12/5; ; 27/11; 5/2; 12/5; 49/20; 5/2; ; 2; ; 
Bolton; 14/5; 11/4; 29/10; ; 63/20; 3; 14/5; ; 3; 29/10; 11/4; 11/4; ; 29/10; 14/5; 14/5; 14/5; 37/13; 14/5; ; 56/19; 14/5; 14/5; 57/20; 37/13; ; 2; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-29 18:20:09 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 1; 1; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; 21/20; 19/20; 1; 19/20; 30/29; 9/10; 21/20; 21/20; 19/20; 1; ; 20/21; ; 
Draw; 5/2; 23/10; 11/5; 9/4; 61/25; 5/2; 23/10; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 23/10; 12/5; 23/10; 27/11; 12/5; 12/5; 47/20; 23/10; ; 2; ; 
Bolton; 14/5; 29/10; 14/5; 13/5; 61/20; 3; 14/5; ; 3; 14/5; 11/4; 14/5; ; 14/5; 3; 14/5; 14/5; 14/5; 14/5; 45/17; 56/19; 14/5; 11/4; 59/20; 37/13; ; 11/4; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-29 22:20:15 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 21/20; 1; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 30/29; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 
Draw; 5/2; 23/10; 11/5; 9/4; 61/25; 23/10; 23/10; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; ; 12/5; 40/17; 12/5; 23/10; 27/11; 12/5; 23/10; 47/20; 40/17; ; 21/10; ; 
Bolton; 14/5; 29/10; 14/5; 13/5; 61/20; 29/10; 14/5; ; 3; 14/5; 11/4; 14/5; ; 14/5; 3; ; 11/4; 37/13; 11/4; 45/17; 56/19; 14/5; 29/10; 59/20; 29/10; ; 11/4; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-30 02:20:02 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 11/10; 1; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 30/29; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 
Draw; 5/2; 23/10; 11/5; 9/4; 61/25; 12/5; 23/10; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; ; 12/5; 40/17; 12/5; 23/10; 27/11; 12/5; 12/5; 47/20; 40/17; ; 21/10; ; 
Bolton; 14/5; 29/10; 14/5; 13/5; 61/20; 3; 14/5; ; 3; 14/5; 11/4; 14/5; ; 29/10; 3; ; 11/4; 37/13; 11/4; 45/17; 56/19; 14/5; 11/4; 59/20; 29/10; ; 14/5; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-30 10:20:05 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 11/10; 1; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 30/29; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 
Draw; 5/2; 23/10; 11/5; 9/4; 61/25; 12/5; 23/10; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; ; 12/5; 40/17; 12/5; 23/10; 27/11; 12/5; 23/10; 47/20; 40/17; ; 21/10; ; 
Bolton; 14/5; 29/10; 14/5; 13/5; 61/20; 3; 14/5; ; 3; 14/5; 11/4; 14/5; ; 29/10; 3; ; 11/4; 37/13; 11/4; 45/17; 56/19; 14/5; 29/10; 59/20; 29/10; ; 14/5; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-30 14:20:21 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 11/10; 1; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 24/23; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 
Draw; 5/2; 23/10; 11/5; 9/4; 61/25; 12/5; 23/10; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; ; 12/5; 40/17; 12/5; 23/10; 27/11; 12/5; 23/10; 47/20; 40/17; ; 11/5; ; 
Bolton; 14/5; 29/10; 14/5; 13/5; 61/20; 3; 14/5; ; 3; 29/10; 11/4; 14/5; ; 29/10; 3; ; 11/4; 37/13; 11/4; 29/10; 56/19; 14/5; 29/10; 59/20; 29/10; ; 14/5; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-30 18:20:15 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 11/10; ; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 24/23; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 
Draw; 5/2; 23/10; 11/5; 9/4; 61/25; 12/5; ; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 23/10; 27/11; 12/5; 12/5; 47/20; 40/17; ; 11/5; ; 
Bolton; 14/5; 29/10; 14/5; 13/5; 61/20; 3; ; ; 3; 29/10; 11/4; 14/5; ; 29/10; 3; ; 11/4; 37/13; 11/4; 29/10; 56/19; 14/5; 11/4; 59/20; 29/10; ; 14/5; ; 
META; english/championship/bolton-v-bristol-city; 2018-01-30 22:20:23 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 11/10; ; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 24/23; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 1
Draw; 5/2; 23/10; 11/5; 9/4; 61/25; 12/5; ; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 23/10; 27/11; 12/5; 12/5; 47/20; 40/17; ; 11/5; ; 23/10
Bolton; 14/5; 29/10; 14/5; 13/5; ; 3; ; ; 3; 14/5; 11/4; 14/5; ; 29/10; 3; ; 11/4; 37/13; 11/4; 29/10; 56/19; 14/5; 11/4; 59/20; 29/10; ; 14/5; ; 3
META; english/championship/bolton-v-bristol-city; 2018-01-31 02:19:43 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 19/20; 1; 21/20; 11/10; 107/100; 11/10; ; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 24/23; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 1
Draw; 5/2; 23/10; 9/4; 9/4; 62/25; 12/5; ; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 23/10; 27/11; 12/5; 12/5; 47/20; 12/5; ; 9/4; ; 12/5
Bolton; 14/5; 14/5; 14/5; 13/5; 3; 3; ; ; 3; 14/5; 11/4; 14/5; ; 14/5; 3; ; 11/4; 37/13; 11/4; 29/10; 56/19; 14/5; 11/4; 59/20; 37/13; ; 14/5; ; 14/5
META; english/championship/bolton-v-bristol-city; 2018-01-31 10:19:51 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 21/20; 1; 21/20; 11/10; 27/25; 11/10; ; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 21/20; 19/20; 24/23; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; ; 1
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 12/5; ; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 40/17; ; 9/4; ; 12/5
Bolton; 13/5; 14/5; 14/5; 13/5; 61/20; 3; ; ; 3; 14/5; 11/4; 14/5; ; 14/5; 3; ; 11/4; 14/5; 11/4; 11/4; 56/19; 14/5; 11/4; 59/20; 37/13; ; 14/5; ; 14/5
META; english/championship/bolton-v-bristol-city; 2018-01-31 14:20:03 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 21/20; 1; 21/20; 11/10; 27/25; 11/10; ; ; 9/10; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 1; 19/20; 15/14; 9/10; 21/20; 21/20; 19/20; 21/20; ; 1; 1; 1
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 12/5; ; ; 5/2; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 27/11; 12/5; 12/5; 47/20; 40/17; ; 9/4; 23/10; 12/5
Bolton; 13/5; 14/5; 14/5; 13/5; 61/20; 3; ; ; 3; 14/5; 11/4; 14/5; ; 14/5; 3; 11/4; 11/4; 14/5; 11/4; 45/17; 56/19; 14/5; 11/4; 59/20; 37/13; ; 14/5; 14/5; 14/5
META; english/championship/bolton-v-bristol-city; 2018-01-31 18:20:44 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 21/20; 1; 21/20; 11/10; 27/25; 11/10; ; ; 1; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 21/20; 19/20; 15/14; 39/40; 21/20; 21/20; 19/20; 21/20; ; 1; 21/20; 21/20
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 12/5; ; ; 12/5; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 40/17; 12/5; 12/5; 47/20; 40/17; ; 9/4; 12/5; 23/10
Bolton; 13/5; 14/5; 14/5; 13/5; 61/20; 3; ; ; 56/19; 14/5; 11/4; 14/5; ; 14/5; 3; 11/4; 11/4; 14/5; 11/4; 45/17; 29/10; 14/5; 11/4; 59/20; 37/13; ; 14/5; 14/5; 14/5
META; english/championship/bolton-v-bristol-city; 2018-01-31 22:19:56 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 21/20; 1; 21/20; 11/10; 27/25; 11/10; ; ; 1; 21/20; 1; 21/20; ; 21/20; 1; ; 19/20; 21/20; 19/20; 15/14; 39/40; 21/20; 11/10; 19/20; 21/20; ; 1; 21/20; 21/20
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 12/5; ; ; 12/5; 9/4; 12/5; 11/5; ; 9/4; 23/10; 23/10; 12/5; 40/17; 12/5; 12/5; 40/17; 12/5; 12/5; 47/20; 40/17; ; 9/4; 12/5; 12/5
Bolton; 13/5; 14/5; 14/5; 13/5; 61/20; 3; ; ; 56/19; 14/5; 11/4; 14/5; ; 14/5; 3; 11/4; 11/4; 14/5; 11/4; 45/17; 29/10; 14/5; 29/10; 59/20; 37/13; ; 11/4; 14/5; 3
META; english/championship/bolton-v-bristol-city; 2018-02-01 02:19:26 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 11/10; 1; 21/20; 11/10; 27/25; 21/20; ; ; 1; 21/20; 21/20; 21/20; ; 21/20; 1; ; 21/20; 19/20; 15/14; 39/40; 21/20; 11/10; 19/20; 21/20; ; 21/20; 21/20; 21/20
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 23/10; ; ; 12/5; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 47/20; 40/17; ; 23/10; 23/10; 12/5
Bolton; 29/10; 14/5; 14/5; 13/5; 61/20; 29/10; ; ; 56/19; 14/5; 11/4; 14/5; ; 14/5; 3; 14/5; 37/13; 11/4; 45/17; 29/10; 14/5; 29/10; 59/20; 37/13; ; 11/4; 14/5; 14/5
META; english/championship/bolton-v-bristol-city; 2018-02-01 10:19:31 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 11/10; 1; 21/20; 11/10; 27/25; 21/20; ; ; 1; 21/20; 21/20; 21/20; ; 21/20; 1; ; 21/20; 19/20; 15/14; 39/40; 21/20; 11/10; 19/20; 21/20; ; 21/20; 21/20; 21/20
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 23/10; ; ; 12/5; 9/4; 9/4; 11/5; ; 9/4; 23/10; 9/4; 23/10; 12/5; 40/17; 40/17; 12/5; 12/5; 47/20; 40/17; ; 23/10; 23/10; 12/5
Bolton; 29/10; 14/5; 14/5; 13/5; 61/20; 29/10; ; ; 56/19; 14/5; 11/4; 14/5; ; 14/5; 3; 14/5; 37/13; 11/4; 14/5; 29/10; 14/5; 29/10; 59/20; 37/13; ; 14/5; 14/5; 14/5
META; english/championship/bolton-v-bristol-city; 2018-02-01 14:20:01 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 11/10; 21/20; 21/20; 11/10; 27/25; 21/20; ; ; 1; 21/20; 21/20; 21/20; ; 21/20; 1; ; 21/20; 19/20; 24/23; 39/40; 21/20; 11/10; 19/20; 21/20; ; 21/20; 21/20; 10/9
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 23/10; ; ; 12/5; 9/4; 9/4; 11/5; ; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 40/17; 12/5; 12/5; 47/20; 40/17; ; 23/10; 12/5; 12/5
Bolton; 29/10; 11/4; 14/5; 13/5; 61/20; 29/10; ; ; 56/19; 14/5; 11/4; 14/5; ; 14/5; 3; 11/4; 14/5; 11/4; 14/5; 29/10; 14/5; 29/10; 59/20; 37/13; ; 14/5; 14/5; 14/5
META; english/championship/bolton-v-bristol-city; 2018-02-01 18:19:31 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 11/10; 21/20; 21/20; 11/10; 27/25; 21/20; ; ; 42/41; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 19/20; 17/16; 39/40; 21/20; 11/10; 21/20; 21/20; ; 1; 21/20; 11/10
Draw; 12/5; 23/10; 9/4; 9/4; 121/50; 23/10; ; ; 40/17; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 40/17; 23/10; 12/5; 12/5; 47/20; 40/17; ; 23/10; 12/5; 12/5
Bolton; 29/10; 11/4; 27/10; 13/5; 61/20; 29/10; ; ; 56/19; 11/4; 11/4; 14/5; 13/5; 14/5; 3; 11/4; 37/13; 11/4; 27/10; 29/10; 14/5; 14/5; 57/20; 37/13; ; 14/5; 14/5; 3
META; english/championship/bolton-v-bristol-city; 2018-02-01 22:19:28 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 11/10; 21/20; 21/20; 11/10; 27/25; 21/20; ; ; 42/41; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 19/20; 17/16; 39/40; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 10/9
Draw; 12/5; 5/2; 9/4; 9/4; 121/50; 23/10; ; ; 40/17; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 40/17; 23/10; 12/5; 12/5; 47/20; 40/17; ; 23/10; 12/5; 12/5
Bolton; 29/10; 14/5; 27/10; 13/5; 61/20; 29/10; ; ; 56/19; 11/4; 11/4; 14/5; 13/5; 27/10; 3; 11/4; 14/5; 11/4; 27/10; 29/10; 14/5; 14/5; 57/20; 37/13; ; 14/5; 14/5; 3
META; english/championship/bolton-v-bristol-city; 2018-02-02 02:19:26 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 11/10; 21/20; 21/20; 11/10; 107/100; 21/20; ; ; 42/41; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 19/20; 17/16; 39/40; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 23/20
Draw; 5/2; 5/2; 9/4; 9/4; 61/25; 23/10; ; ; 40/17; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 23/10; 23/10; 12/5; 40/17; 23/10; 12/5; 5/2; 47/20; 40/17; ; 23/10; 12/5; 12/5
Bolton; 14/5; 14/5; 27/10; 13/5; 61/20; 29/10; ; ; 56/19; 11/4; 11/4; 14/5; 13/5; 11/4; 3; 11/4; 14/5; 11/4; 27/10; 29/10; 14/5; 14/5; 57/20; 37/13; ; 14/5; 14/5; 3
META; english/championship/bolton-v-bristol-city; 2018-02-02 10:19:34 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 11/10; 21/20; 11/10; 11/10; 57/50; 11/10; ; ; 42/41; 23/20; 21/20; 11/10; 11/10; 11/10; 11/10; 11/10; 11/10; 19/20; 10/9; 39/40; 11/10; 11/10; 11/10; 11/10; ; 11/10; 10/9; 23/20
Draw; 5/2; 5/2; 9/4; 9/4; 51/20; 5/2; ; ; 40/17; 23/10; 9/4; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 12/5; 12/5; 23/10; 23/10; 5/2; 47/20; 12/5; ; 23/10; 12/5; 12/5
Bolton; 14/5; 11/4; 13/5; 13/5; 67/25; 3; ; ; 56/19; 27/10; 11/4; 13/5; 13/5; 13/5; 11/4; 13/5; 13/5; 11/4; 28/11; 29/10; 13/5; 14/5; 27/10; 13/5; ; 11/4; 14/5; 27/10
META; english/championship/bolton-v-bristol-city; 2018-02-02 14:20:22 GMT+2; 2018-02-02 20:00; Nothing; Xlenovo
Bristol City; 23/20; 11/10; 15/13; 11/10; 29/25; 23/20; ; ; 11/10; 23/20; 21/20; 11/10; 11/10; 23/20; 11/10; 11/10; 11/10; 19/20; 19/17; 17/16; 11/10; 6/5; 11/10; 11/10; ; 10/9; 23/20; 23/20
Draw; 12/5; 12/5; 12/5; 9/4; 49/20; 12/5; ; ; 27/11; 12/5; 9/4; 5/2; 23/10; 47/20; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 47/20; 12/5; ; 23/10; 12/5; 12/5
Bolton; 11/4; 11/4; 13/5; 13/5; 11/4; 14/5; ; ; 28/11; 13/5; 11/4; 5/2; 5/2; 5/2; 11/4; 13/5; 28/11; 11/4; 5/2; 5/2; 13/5; 13/5; 13/5; 28/11; ; 13/5; 27/10; 14/5
META; english/championship/bolton-v-bristol-city; 2018-02-02 22:20:09 GMT+2; 2018-02-02 20:00; In Play; Xlenovo
Bristol City; 5/4; ; 13/10; 13/10; 6/5; ; 11/10; ; 5/4; ; 11/8; ; 5/4; 13/10; 23/20; 11/10; 11/10; 6/5; 5/4; 6/5; ; 5/4; 13/10; 6/5; ; 6/5; 5/4; 13/10
Draw; 15/8; ; 19/10; 15/8; 121/50; ; 15/8; ; 19/10; ; 2; ; 2; 39/20; 15/8; 2; 21/10; 24/13; 37/19; 39/19; ; 2; 37/20; 21/10; ; 2; 19/10; 19/10
Bolton; 13/5; ; 13/5; 13/5; 117/50; ; 13/5; ; 28/11; ; 5/2; ; 13/5; 5/2; 5/2; 13/5; 11/4; 27/10; 40/17; 5/2; ; 13/5; 11/4; 13/5; ; 14/5; 14/5; 14/5
