META; english/championship/wolves-v-sheffield-utd; 2018-01-28 02:21:10 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; ; 8/13; ; ; ; ; ; ; 6/11; ; ; ; ; ; ; ; ; ; ; ; 6/11; ; 8/13; 11/20; ; ; 2/5; ; 
Draw; ; 14/5; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 56/19; ; 14/5; 3; ; ; 2; ; 
Sheffield Utd; ; 9/2; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; ; ; ; ; 19/4; ; 5; 5; ; ; 13/5; ; 
META; english/championship/wolves-v-sheffield-utd; 2018-01-28 10:21:03 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; ; 8/13; ; ; ; ; ; ; 6/11; ; ; ; ; ; ; ; ; ; ; ; 6/11; ; 8/13; 11/20; ; ; 1/3; ; 
Draw; ; 14/5; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 56/19; ; 14/5; 3; ; ; 19/10; ; 
Sheffield Utd; ; 9/2; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; ; ; ; ; 19/4; ; 5; 5; ; ; 7/2; ; 
META; english/championship/wolves-v-sheffield-utd; 2018-01-28 14:21:30 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 4/7; 8/13; ; ; ; 6/10; 4/7; ; 6/11; ; 8/15; ; ; ; 4/7; 4/7; ; 5/9; ; ; 6/11; ; 3/5; 4/7; 4/7; ; 4/11; ; 
Wolves; 8/11; 3/4; 3/4; 3/4; 77/100; ; 8/11; ; 7/10; 3/4; 4/6; ; ; 3/4; 4/5; ; 7/10; 5/7; 7/10; 11/14; 7/10; 8/11; 4/5; 8/11; 14/19; ; 4/7; ; 
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; ; 13/5; ; 28/11; 5/2; 13/5; ; ; 13/5; 5/2; ; 13/5; 28/11; 13/5; 28/11; 5/2; 13/5; 13/5; 13/5; 13/5; ; 23/10; ; 
Sheffield Utd; 15/4; 18/5; 15/4; 15/4; 43/10; ; 4; ; 21/5; 15/4; 9/2; ; ; 19/5; 15/4; ; 4; 75/19; 4; 57/17; 41/10; 19/5; 15/4; 4; 4; ; 7/2; ; 
META; english/championship/wolves-v-sheffield-utd; 2018-01-30 02:20:29 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 3/4; 3/4; 77/100; 3/4; 8/11; ; 7/10; 3/4; 4/6; ; ; 3/4; 4/5; ; 7/10; 5/7; 7/10; 11/14; 7/10; 8/11; 4/5; 8/11; 14/19; ; 8/13; ; 
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 14/5; 13/5; ; 28/11; 5/2; 13/5; ; ; 13/5; 5/2; ; 13/5; 28/11; 13/5; 28/11; 5/2; 13/5; 13/5; 13/5; 13/5; ; 12/5; ; 
Sheffield Utd; 15/4; 18/5; 15/4; 15/4; 43/10; ; 4; ; 21/5; 15/4; 9/2; ; ; 19/5; 15/4; ; 4; 75/19; 4; 57/17; 41/10; 19/5; 15/4; 4; 4; ; 7/2; ; 
META; english/championship/wolves-v-sheffield-utd; 2018-01-30 10:20:31 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 3/4; 3/4; 77/100; 3/4; 8/11; ; 7/10; 3/4; 4/6; ; ; 3/4; 4/5; ; 7/10; 5/7; 7/10; 11/14; 7/10; 8/11; 4/5; 8/11; 14/19; ; 8/13; ; 
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 14/5; 13/5; ; 28/11; 5/2; 13/5; ; ; 13/5; 5/2; ; 13/5; 28/11; 13/5; 28/11; 5/2; 13/5; 13/5; 13/5; 13/5; ; 12/5; ; 
Sheffield Utd; 15/4; 18/5; 15/4; 15/4; 43/10; ; 4; ; 21/5; 15/4; 9/2; ; ; 19/5; 15/4; ; 4; 75/19; 4; 57/17; 41/10; 19/5; 15/4; 4; 4; ; 14/5; ; 
META; english/championship/wolves-v-sheffield-utd; 2018-01-30 14:20:49 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 3/4; 3/4; 77/100; 4/5; 8/11; ; 7/10; 3/4; 4/6; ; ; 3/4; 4/5; ; 7/10; 5/7; 7/10; 11/14; 7/10; 8/11; 4/5; 8/11; 14/19; ; 4/6; ; 
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 5/2; 13/5; ; ; 13/5; 5/2; ; 13/5; 28/11; 13/5; 28/11; 5/2; 13/5; 13/5; 13/5; 13/5; ; 5/2; ; 
Sheffield Utd; 15/4; 18/5; 15/4; 15/4; 43/10; ; 4; ; 21/5; 15/4; 9/2; ; ; 19/5; 15/4; ; 4; 75/19; 4; 57/17; 41/10; 19/5; 15/4; 4; 4; ; 7/2; ; 
META; english/championship/wolves-v-sheffield-utd; 2018-01-30 18:20:42 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 3/4; 3/4; 77/100; 4/5; 8/11; ; 7/10; 3/4; 4/6; ; ; 3/4; 4/5; ; 7/10; 5/7; 7/10; 11/14; 7/10; 8/11; 3/4; 8/11; 14/19; ; 4/6; ; 
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 5/2; 13/5; ; ; 13/5; 5/2; ; 13/5; 28/11; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 5/2; ; 
Sheffield Utd; 15/4; 19/5; 15/4; 15/4; 43/10; ; 4; ; 21/5; 19/5; 9/2; ; ; 19/5; 15/4; ; 4; 75/19; 4; 62/17; 41/10; 19/5; 19/5; 4; 4; ; 7/2; ; 
META; english/championship/wolves-v-sheffield-utd; 2018-01-30 22:20:49 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 3/4; 3/4; 77/100; 4/5; 8/11; ; 7/10; 3/4; 4/6; ; ; 3/4; 4/5; ; 7/10; 14/19; 7/10; 11/14; 7/10; 8/11; 3/4; 8/11; 14/19; ; ; ; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 5/2; 13/5; ; ; 13/5; 5/2; ; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; ; ; 13/5
Sheffield Utd; 15/4; 19/5; 15/4; 15/4; 43/10; ; 4; ; 21/5; 19/5; 9/2; ; ; 19/5; 15/4; ; 4; 77/19; 4; 62/17; 41/10; 19/5; 19/5; 4; 77/19; ; 7/2; ; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-01-31 02:20:10 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 3/4; 3/4; 77/100; 4/5; 8/11; ; 7/10; 3/4; 4/6; ; ; 3/4; 4/5; ; 7/10; 14/19; 7/10; 11/14; 7/10; 8/11; 3/4; 8/11; 14/19; ; ; ; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 5/2; 13/5; ; ; 13/5; 5/2; ; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; ; ; 13/5
Sheffield Utd; 15/4; 19/5; 15/4; 15/4; 43/10; ; 4; ; 21/5; 19/5; 9/2; ; ; 19/5; 15/4; ; 4; 77/19; 4; 62/17; 41/10; 19/5; 19/5; 4; 77/19; ; 7/2; ; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-01-31 10:20:19 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 8/11; 3/4; 77/100; 4/5; 8/11; ; 7/10; 8/11; 4/6; ; ; 3/4; 4/5; ; 7/10; 14/19; 7/10; 14/19; 7/10; 8/11; 3/4; 8/11; 14/19; ; ; ; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 13/5; 13/5; ; ; 13/5; 5/2; ; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; ; ; 13/5
Sheffield Utd; 15/4; 19/5; 19/5; 15/4; 43/10; 4; 4; ; 21/5; 4; 9/2; ; ; 19/5; 15/4; ; 4; 77/19; 4; 4; 41/10; 19/5; 4; 4; 77/19; ; 7/2; ; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-01-31 14:20:31 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 8/11; 3/4; 77/100; 4/5; 8/11; ; 7/10; 8/11; 4/6; ; ; 3/4; 4/5; ; 7/10; 14/19; 7/10; 14/19; 7/10; 8/11; 3/4; 8/11; 14/19; ; 8/11; 4/6; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 13/5; 13/5; ; ; 5/2; 5/2; ; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 5/2; 11/5; 13/5
Sheffield Utd; 15/4; 19/5; 4; 15/4; 43/10; 4; 4; ; 21/5; 4; 9/2; ; ; 4; 15/4; ; 4; 77/19; 4; 4; 41/10; 19/5; 4; 4; 41/10; ; 7/2; 7/2; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-01-31 18:21:13 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 8/11; 3/4; 77/100; 4/5; 8/11; ; 7/10; 8/11; 4/6; ; ; 3/4; 4/5; ; 7/10; 14/19; 7/10; 14/19; 7/10; 8/11; 3/4; 8/11; 14/19; ; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 5/2; 13/5; ; ; 5/2; 5/2; ; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5
Sheffield Utd; 15/4; 19/5; 4; 15/4; 43/10; 4; 4; ; 21/5; 4; 9/2; ; ; 4; 15/4; ; 4; 77/19; 4; 4; 41/10; 19/5; 4; 4; 41/10; ; 7/2; 7/2; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-01-31 22:20:25 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 8/11; 3/4; 77/100; 4/5; 8/11; ; 7/10; 8/11; 4/6; ; ; 3/4; 4/5; ; 7/10; 14/19; 7/10; 14/19; 7/10; 8/11; 3/4; 8/11; 14/19; ; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 11/4; 27/10; 13/5; ; 28/11; 5/2; 13/5; ; ; 5/2; 5/2; ; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 13/5; 27/10; 13/5
Sheffield Utd; 15/4; 19/5; 4; 15/4; 43/10; 4; 4; ; 21/5; 4; 9/2; ; ; 4; 15/4; ; 4; 77/19; 4; 4; 41/10; 19/5; 4; 4; 41/10; ; 7/2; 4; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-01 02:19:52 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 8/11; 3/4; 19/25; 8/11; ; ; 7/10; 8/11; 8/11; ; ; 3/4; 3/4; ; 14/19; 7/10; 14/19; 7/10; 8/11; 3/4; 8/11; 14/19; ; 4/6; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 27/10; 11/4; ; ; 28/11; 5/2; 5/2; ; ; 5/2; 13/5; ; 28/11; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 13/5; 27/10; 13/5
Sheffield Utd; 15/4; 19/5; 4; 15/4; 9/2; 4; ; ; 21/5; 4; 4; ; ; 4; 4; ; 54/13; 4; 4; 41/10; 4; 4; 4; 54/13; ; 7/2; 4; 22/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-01 10:19:59 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 8/11; 3/4; 19/25; 8/11; ; ; 7/10; 8/11; 7/10; ; ; 3/4; 3/4; ; 14/19; 7/10; 14/19; 7/10; 8/11; 3/4; 8/11; 14/19; ; 4/6; 8/11; 8/11
Draw; 13/5; 5/2; 5/2; 13/5; 27/10; 27/10; ; ; 28/11; 5/2; 13/5; ; ; 5/2; 13/5; ; 28/11; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5
Sheffield Utd; 15/4; 19/5; 4; 15/4; 9/2; 4; ; ; 21/5; 21/5; 4; ; ; 4; 4; ; 54/13; 4; 4; 41/10; 4; 4; 4; 21/5; ; 21/5; 4; 22/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-01 14:20:36 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 7/10; 3/4; 8/11; 3/4; 19/25; 8/11; ; ; 7/10; 8/11; 8/11; ; ; 3/4; 3/4; ; 14/19; 7/10; 14/19; 7/10; 8/11; 3/4; 8/11; 14/19; ; 4/6; 8/11; 8/11
Draw; 13/5; 5/2; 5/2; 13/5; 27/10; 27/10; ; ; 28/11; 5/2; 5/2; ; ; 5/2; 13/5; 13/5; 28/11; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; ; 13/5; 13/5; 13/5
Sheffield Utd; 4; 4; 4; 15/4; 9/2; 4; ; ; 21/5; 21/5; 4; ; ; 4; 4; ; 54/13; 4; 4; 41/10; 4; 4; 4; 21/5; ; 21/5; 21/5; 22/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-01 18:19:59 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 7/10; 3/4; 8/11; 3/4; 77/100; 8/11; ; ; 8/11; 3/4; 8/11; ; 3/4; 3/4; 3/4; 8/11; 14/19; 7/10; 3/4; 5/7; 8/11; 3/4; 8/11; 14/19; ; 4/6; 8/11; 5/6
Draw; 13/5; 5/2; 5/2; 13/5; 27/10; 27/10; ; ; 28/11; 5/2; 5/2; ; 5/2; 5/2; 13/5; 5/2; 28/11; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; ; 13/5; 13/5; 13/5
Sheffield Utd; 4; 4; 4; 15/4; 22/5; 4; ; ; 17/4; 4; 4; ; 4; 4; 4; 4; 41/10; 4; 75/19; 21/5; 4; 4; 4; 54/13; ; 21/5; 21/5; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-01 22:19:55 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 7/10; 8/11; 8/11; 3/4; 19/25; 8/11; ; ; 8/11; 8/11; 7/10; ; 3/4; 3/4; 3/4; 8/11; 14/19; 7/10; 3/4; 5/7; 8/11; 3/4; 8/11; 14/19; ; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 137/50; 27/10; ; ; 28/11; 5/2; 13/5; ; 5/2; 5/2; 13/5; 13/5; 28/11; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5
Sheffield Utd; 4; ; 21/5; 15/4; 22/5; 4; ; ; 17/4; 21/5; 4; ; 4; 17/4; 4; 4; 41/10; 4; 75/19; 21/5; 4; 22/5; 4; 54/13; ; 21/5; 21/5; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-02 02:19:53 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 7/10; 8/11; 8/11; 3/4; 19/25; 8/11; ; ; 8/11; 8/11; 7/10; ; 3/4; 3/4; 3/4; 8/11; 14/19; 7/10; 3/4; 5/7; 8/11; 3/4; 8/11; 14/19; ; 8/11; 8/11; 8/11
Draw; 13/5; 13/5; 5/2; 13/5; 137/50; 27/10; ; ; 28/11; 5/2; 13/5; ; 5/2; 5/2; 13/5; 13/5; 28/11; 13/5; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; ; 13/5; 13/5; 13/5
Sheffield Utd; 4; ; 21/5; 15/4; 22/5; 4; ; ; 17/4; 21/5; 4; ; 4; 17/4; 4; 4; 41/10; 4; 75/19; 21/5; 4; 22/5; 4; 54/13; ; 4; 4; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-02 10:20:02 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 3/4; 8/11; 8/11; 3/4; 19/25; 3/4; ; ; 8/11; 8/11; 7/10; ; 3/4; 3/4; 3/4; 8/11; 14/19; 7/10; 3/4; 5/7; 8/11; 3/4; 8/11; 14/19; ; 8/11; 8/11; 8/11
Draw; 11/4; 13/5; 5/2; 13/5; 137/50; 14/5; ; ; 28/11; 5/2; 13/5; ; 5/2; 5/2; 13/5; 13/5; 28/11; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 13/5; ; 13/5; 13/5; 13/5
Sheffield Utd; 17/4; ; 21/5; 15/4; 22/5; 4; ; ; 17/4; 21/5; 4; ; 4; 17/4; 4; 4; 41/10; 4; 75/19; 21/5; 4; 22/5; 4; 54/13; ; 4; 4; 21/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-02 14:20:52 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 7/10; 3/4; 37/50; ; ; ; 8/11; 7/10; 7/10; ; 8/11; 8/11; 8/11; 7/10; 5/7; 7/10; 5/7; 5/7; 4/6; 8/11; 7/10; 5/7; ; 4/6; 8/11; 8/11
Draw; 14/5; 13/5; 5/2; 5/2; 139/50; ; ; ; 28/11; 13/5; 13/5; ; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 45/17; 5/2; 13/5; 14/5; 13/5; 45/17; ; 11/4; 11/4; 11/4
Sheffield Utd; 9/2; 17/4; 17/4; 4; 9/2; ; ; ; 17/4; 17/4; 4; ; 4; 17/4; 17/4; 4; 17/4; 4; 21/5; 21/5; 17/4; 9/2; 9/2; 43/10; ; 4; 22/5; 9/2
META; english/championship/wolves-v-sheffield-utd; 2018-02-02 22:20:37 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 3/4; 7/10; 7/10; 73/100; ; ; ; 8/11; 7/10; 7/10; ; 4/6; 8/11; 8/11; 7/10; 5/7; 4/6; 13/18; 5/7; 4/6; 8/11; 7/10; 5/7; ; 4/6; 4/6; 4/6
Draw; 14/5; 13/5; 5/2; 13/5; 14/5; ; ; ; 28/11; 5/2; 11/4; ; 13/5; 5/2; 11/4; 13/5; 13/5; 27/10; 45/17; 5/2; 13/5; 14/5; 13/5; 45/17; ; 11/4; 14/5; 11/4
Sheffield Utd; 9/2; 17/4; 17/4; 4; 23/5; ; ; ; 17/4; 17/4; 21/5; ; 9/2; 17/4; 17/4; 4; 43/10; 9/2; 41/10; 21/5; 17/4; 9/2; 9/2; 74/17; ; 9/2; 23/5; 23/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-03 02:20:11 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 8/11; 7/10; 7/10; 71/100; ; ; ; 8/11; 7/10; 7/10; ; 8/11; 8/11; 8/11; 7/10; 9/13; 4/6; 7/10; 5/7; 4/6; 8/11; 7/10; 9/13; ; 4/6; 4/6; 8/11
Draw; 14/5; 13/5; 5/2; 13/5; 14/5; ; ; ; 28/11; 5/2; 11/4; ; 5/2; 5/2; 11/4; 13/5; 13/5; 27/10; 45/17; 5/2; 13/5; 14/5; 13/5; 45/17; ; 27/10; 27/10; 11/4
Sheffield Utd; 9/2; 9/2; 9/2; 4; 24/5; ; ; ; 17/4; 9/2; 21/5; ; 17/4; 17/4; 17/4; 4; 22/5; 9/2; 21/5; 21/5; 9/2; 9/2; 9/2; 22/5; ; 9/2; 23/5; 23/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-03 10:20:22 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
Wolves; 8/11; 8/11; 4/6; 7/10; 71/100; ; ; ; 8/11; 7/10; 7/10; ; 8/11; 7/10; 8/11; 7/10; 9/13; 4/6; 7/10; 5/7; 4/6; 8/11; 7/10; 9/13; ; 4/6; 4/6; 8/11
Draw; 14/5; 13/5; 5/2; 13/5; 14/5; ; ; ; 28/11; 13/5; 11/4; ; 5/2; 5/2; 11/4; 13/5; 13/5; 27/10; 45/17; 5/2; 13/5; 14/5; 13/5; 45/17; ; 27/10; 27/10; 11/4
Sheffield Utd; 9/2; 9/2; 9/2; 4; 24/5; ; ; ; 17/4; 9/2; 21/5; ; 17/4; 9/2; 17/4; 4; 49/11; 9/2; 21/5; 21/5; 9/2; 9/2; 9/2; 22/5; ; 23/5; 23/5; 23/5
META; english/championship/wolves-v-sheffield-utd; 2018-02-03 14:21:17 GMT+2; 2018-02-03 17:30; Nothing; Xlenovo
