META; english/championship/barnsley-v-brentford; 2018-04-22 02:19:54 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 6/5; 6/5; 13/10; 13/10; 6/5; 6/5; 6/5
Barnsley; 21/10; 11/5; 9/4; 11/5; 11/5; 11/5; 11/5
Draw; 23/10; 12/5; 11/5; 23/10; 12/5; 40/17; 12/5
META; english/championship/barnsley-v-brentford; 2018-04-22 10:19:54 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 6/5; 5/4; 5/4; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 10/9; 8/11
Barnsley; 21/10; 23/10; 11/5; 21/10; 11/5; 23/10; 23/10; 9/4; 11/5; 11/5; 23/10; 11/5; 2; 1/6
Draw; 23/10; 23/10; 23/10; 11/5; 12/5; 23/10; 23/10; 12/5; 12/5; 40/17; 12/5; 12/5; 21/10; 1/6
META; english/championship/barnsley-v-brentford; 2018-04-22 14:20:05 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 23/20; 21/20; 1; 27/25; 1; 21/20; 10/11; 11/10; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 30/29; 11/10; 21/20; 21/20; 10/11; 21/20
Draw; 12/5; 23/10; 13/5; 13/5; 62/25; 13/5; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; 27/10; 13/5; 5/2; 12/5; 13/5; 40/17; 13/5; 27/11; 23/10; 12/5
Barnsley; 3; 21/10; 23/10; 11/5; 74/25; 11/4; 5/2; 13/5; 12/5; 23/10; 13/5; 12/5; 12/5; 5/2; 13/5; 28/11; 2; 40/17; 5/2; 13/5; 5/2; 14/5
META; english/championship/barnsley-v-brentford; 2018-04-22 18:19:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 21/20; 1; 21/20; 1; 10/11; 1; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 30/29; 1; 21/20; 1; 20/21; 10/11; 21/20; ; ; 
Draw; 12/5; 13/5; 13/5; 13/5; 141/0; 13/5; 13/5; 12/5; 13/5; 13/5; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 13/5; 28/11; 13/5; 13/5; 12/5; 21/10; 11/4
Barnsley; 3; 23/10; 12/5; 11/5; 27/10; 11/4; 5/2; 13/5; 5/2; 12/5; 13/5; 12/5; 23/10; 12/5; 5/2; 5/2; 5/2; 2; 27/11; 5/2; 28/11; 5/2; 2; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-22 22:19:07 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 21/20; 1; 26/25; 23/20; 1; 11/10; 1; 1; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 30/29; 1; 21/20; 1; 10/11; 21/20; ; ; 
Draw; 12/5; 13/5; 13/5; 13/5; 141/0; 12/5; 13/5; 9/4; 13/5; 13/5; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 13/5; 28/11; 13/5; 13/5; 9/4; 21/10; 11/4
Barnsley; 3; 23/10; 12/5; 11/5; 68/25; 5/2; 5/2; 23/10; 5/2; 12/5; 13/5; 12/5; 23/10; 12/5; 5/2; 5/2; 5/2; 2; 27/11; 5/2; 28/11; 23/10; 2; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-23 02:19:30 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 1; 21/20; 1; 26/25; 23/20; 1; 11/10; 1; 1; 21/20; 11/10; 21/20; 11/10; 1; 30/29; 1; 1; 21/20; 10/11; 21/20; ; ; 
Draw; 12/5; 11/4; 13/5; 13/5; 141/0; 12/5; 13/5; 9/4; 13/5; 13/5; 5/2; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 13/5; 28/11; 11/4; 13/5; 9/4; 21/10; 11/4
Barnsley; 3; 12/5; 12/5; 11/5; 68/25; 5/2; 5/2; 23/10; 5/2; 12/5; 13/5; 12/5; 23/10; 12/5; 13/5; 13/5; 5/2; 2; 27/11; 5/2; 28/11; 12/5; 2; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-23 10:19:29 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 11/10; 1; 21/20; 1; 53/50; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 1; 24/23; 1; 21/20; 1; 10/11; 21/20; ; 
Barnsley; 9/4; 12/5; 12/5; 11/5; 133/0; 5/2; 12/5; 23/10; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 13/5; 12/5; 27/11; 12/5; 27/11; 5/2; 27/11; 12/5; 2; 13/5
Draw; 5/2; 11/4; 13/5; 13/5; 141/0; 12/5; 13/5; 9/4; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 13/5; 13/5; 13/5; 11/4; 28/11; 11/4; 13/5; 9/4; 21/10; 11/4
META; english/championship/barnsley-v-brentford; 2018-04-23 14:19:44 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 11/10; 1; 21/20; 1; 53/50; 23/20; 21/20; 11/10; 1; 21/20; 1; 11/10; 21/20; 11/10; 21/20; 1; 21/20; 24/23; 1; 21/20; 1; 21/20; ; ; 
Barnsley; 13/5; 12/5; 12/5; 11/5; 13/5; 5/2; 12/5; 23/10; 5/2; 12/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 5/2; 40/17; 27/11; 12/5; 12/5; 5/2; 4/7; 
Draw; 13/5; 14/5; 13/5; 13/5; 72/25; 12/5; 13/5; 9/4; 11/4; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; 12/5; 14/5; 27/10; 14/5; 27/10; 13/5; 27/10; 4/7
META; english/championship/barnsley-v-brentford; 2018-04-24 22:19:35 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 1; 21/20; 1; 53/50; 23/20; 1; 11/10; 1; 21/20; 21/20; 1; 21/20; 11/10; 1; 21/20; 24/23; 1; 21/20; 21/20; 1; 20/21; ; ; 
Barnsley; 13/5; 12/5; 12/5; 11/5; 13/5; 5/2; 12/5; 23/10; 5/2; 12/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 5/2; 40/17; 27/11; 12/5; 12/5; 9/4; 1/2; 
Draw; 13/5; 14/5; 13/5; 13/5; 72/25; 12/5; 13/5; 9/4; 11/4; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 27/10; 12/5; 14/5; 27/10; 14/5; 27/10; 13/5; 5/2; 1/2
META; english/championship/barnsley-v-brentford; 2018-04-25 02:19:33 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 1; 21/20; 1; 103/00; 21/20; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 68/67; 1; 1; 19/20; 20/21; 10/11; ; ; ; ; ; 
Draw; 13/5; 14/5; 13/5; 13/5; 66/25; 11/4; 5/2; 13/5; 11/4; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 12/5; 11/4; 27/10; 14/5; 28/11; 12/5; 5/2; 23/10; 5/2
Barnsley; 13/5; 12/5; 5/2; 11/5; 59/20; 12/5; 13/5; 23/10; 5/2; 5/2; 12/5; 5/2; 49/20; 14/5; 5/2; 27/10; 5/2; 27/11; 27/11; 5/2; 11/4; 14/5; 12/5; 23/10; 12/5
META; english/championship/barnsley-v-brentford; 2018-04-25 10:19:24 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 1; 21/20; 1; 103/00; 21/20; 1; 1; 19/20; 1; 21/20; 21/20; 1; 21/20; 68/67; 1; 19/20; 20/21; 10/11; ; ; ; ; ; ; 
Draw; 13/5; 14/5; 13/5; 13/5; 66/25; 11/4; 5/2; 13/5; 11/4; 27/10; 13/5; 13/5; 27/10; 13/5; 13/5; 28/11; 12/5; 11/4; 27/10; 14/5; 12/5; 5/2; 23/10; 5/2; 
Barnsley; 13/5; 12/5; 5/2; 11/5; 59/20; 12/5; 13/5; 23/10; 5/2; 5/2; 11/4; 5/2; 49/20; 14/5; 13/5; 27/10; 5/2; 27/11; 27/11; 5/2; 11/4; 14/5; 12/5; 23/10; 12/5
META; english/championship/barnsley-v-brentford; 2018-04-25 14:19:34 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 1; 19/20; 1; 103/00; 21/20; 1; 1; 19/20; 1; 21/20; 1; 21/20; 68/67; 1; 1; 19/20; 20/21; 20/21; 21/20; ; ; ; ; ; 
Draw; 13/5; 14/5; 27/10; 13/5; 53/20; 11/4; 5/2; 13/5; 11/4; 27/10; 13/5; 13/5; 11/4; 13/5; 13/5; 28/11; 12/5; 13/5; 27/10; 14/5; 13/5; 5/2; 5/2; 13/5; 5/2
Barnsley; 13/5; 12/5; 5/2; 11/5; 147/0; 12/5; 13/5; 23/10; 5/2; 5/2; 11/4; 5/2; 5/2; 14/5; 13/5; 27/10; 5/2; 13/5; 27/11; 5/2; 11/4; 14/5; 13/5; 13/5; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-25 18:19:39 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 1; 19/20; 1; 51/50; 21/20; 20/21; 1; 1; 19/20; 1; 21/20; 1; 19/20; 21/20; 68/67; 1; 1; 10/11; 20/21; 20/21; 21/20; ; ; 
Draw; 13/5; 14/5; 27/10; 13/5; 68/25; 11/4; 13/5; 13/5; 11/4; 27/10; 11/4; 13/5; 13/5; 13/5; 13/5; 12/5; 14/5; 27/10; 14/5; 45/17; 5/2; 5/2; 13/5; 5/2; 
Barnsley; 11/4; 12/5; 5/2; 11/5; 29/10; 12/5; 13/5; 23/10; 5/2; 5/2; 13/5; 5/2; 13/5; 14/5; 13/5; 11/4; 5/2; 27/11; 27/11; 5/2; 14/5; 14/5; 13/5; 13/5; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-25 22:19:21 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 1; 19/20; 1; 101/00; 21/20; 20/21; 1; 1; 19/20; 10/11; 1; 1; 68/67; 1; 1; 19/20; 20/21; 1; 21/20; ; ; ; ; 
Draw; 13/5; 14/5; 27/10; 13/5; 133/0; 11/4; 13/5; 13/5; 11/4; 27/10; 11/4; 14/5; 11/4; 11/4; 28/11; 5/2; 14/5; 27/10; 14/5; 13/5; 5/2; 5/2; 13/5; 5/2; 
Barnsley; 11/4; 12/5; 5/2; 11/5; 3; 12/5; 13/5; 23/10; 5/2; 5/2; 13/5; 13/5; 13/5; 14/5; 13/5; 11/4; 5/2; 27/11; 27/11; 5/2; 11/4; 14/5; 13/5; 13/5; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-26 02:19:18 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 19/20; 19/20; 1; 101/00; 21/20; 20/21; 1; 19/20; 19/20; 20/21; 1; 1; 66/67; 1; 1; 19/20; 20/21; 10/11; 20/21; ; ; ; ; 
Draw; 13/5; 14/5; 27/10; 13/5; 133/0; 11/4; 13/5; 13/5; 11/4; 27/10; 11/4; 11/4; 11/4; 11/4; 13/5; 5/2; 13/5; 27/10; 14/5; 13/5; 5/2; 5/2; 23/10; 5/2; 
Barnsley; 11/4; 5/2; 5/2; 11/5; 3; 12/5; 13/5; 23/10; 5/2; 13/5; 13/5; 5/2; 13/5; 14/5; 13/5; 11/4; 5/2; 45/17; 27/11; 5/2; 14/5; 14/5; 13/5; 5/2; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-26 10:19:23 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 1; 19/20; 19/20; 1; 51/50; 11/10; 20/21; 1; 19/20; 19/20; 10/11; 1; 1; 66/67; 1; 20/21; 1; 19/20; 20/21; 10/11; 20/21; ; ; ; 
Draw; 13/5; 14/5; 27/10; 13/5; 53/20; 5/2; 13/5; 12/5; 11/4; 27/10; 11/4; 14/5; 11/4; 11/4; 13/5; 5/2; 13/5; 27/10; 14/5; 13/5; 5/2; 12/5; 23/10; 5/2; 
Barnsley; 5/2; 5/2; 5/2; 11/5; 149/0; 5/2; 13/5; 12/5; 5/2; 13/5; 13/5; 13/5; 13/5; 14/5; 13/5; 11/4; 5/2; 45/17; 27/11; 13/5; 11/4; 14/5; 13/5; 12/5; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-26 14:19:44 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 1; 19/20; 10/11; 1; 24/25; 11/10; 20/21; 1; 10/11; 10/11; 20/23; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 66/67; 1; 19/20; 10/11; 10/11; 20/21; 20/21; ; 
Draw; 13/5; 14/5; 11/4; 13/5; 68/25; 5/2; 13/5; 12/5; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 13/5; 13/5; 13/5; 27/10; 14/5; 45/17; 5/2; 5/2; 13/5; 5/2; 
Barnsley; 5/2; 5/2; 27/10; 11/5; 63/20; 5/2; 13/5; 12/5; 5/2; 27/10; 11/4; 14/5; 13/5; 13/5; 3; 13/5; 37/13; 13/5; 45/17; 27/11; 5/2; 29/10; 3; 13/5; 27/10; 13/5
META; english/championship/barnsley-v-brentford; 2018-04-26 18:19:32 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 17/20; 19/20; 10/11; 10/11; 20/21; 11/10; 20/21; 1; 9/10; 10/11; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 13/14; 13/15; 1; 10/11; 10/11; 20/21; 5/6; 20/21; 
Draw; 11/4; 13/5; 11/4; 13/5; 137/0; 5/2; 13/5; 12/5; 45/17; 11/4; 11/4; 14/5; 29/10; 11/4; 11/4; 13/5; 13/5; 45/17; 28/11; 11/4; 45/17; 5/2; 12/5; 5/2; 23/10; 5/2; 
Barnsley; 29/10; 14/5; 27/10; 14/5; 63/20; 5/2; 13/5; 12/5; 41/13; 27/10; 11/4; 13/5; 29/10; 13/5; 3; 14/5; 56/19; 13/5; 37/13; 3; 14/5; 56/19; 3; 14/5; 14/5; 27/10; 14/5
META; english/championship/barnsley-v-brentford; 2018-04-26 22:19:29 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 17/20; 10/11; 10/11; 10/11; 97/00; 1; 10/11; 1; 9/10; 10/11; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 19/20; 13/14; 13/15; 20/21; 10/11; 10/11; 20/21; 5/6; 20/21; 
Draw; 11/4; 11/4; 11/4; 13/5; 68/25; 13/5; 12/5; 45/17; 11/4; 11/4; 14/5; 29/10; 11/4; 45/17; 13/5; 45/17; 28/11; 11/4; 45/17; 13/5; 5/2; 13/5; 23/10; 13/5; ; 
Barnsley; 29/10; 11/4; 27/10; 14/5; 31/10; 14/5; 14/5; 13/5; 41/13; 27/10; 11/4; 13/5; 29/10; 13/5; 3; 14/5; 56/19; 13/5; 37/13; 3; 14/5; 56/19; 3; 14/5; 3; 11/4
META; english/championship/barnsley-v-brentford; 2018-04-27 02:19:21 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 10/11; 10/11; 97/00; 1; 10/11; 1; 9/10; 10/11; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 19/20; 13/14; 13/15; 20/21; 10/11; 10/11; 20/21; 5/6; 20/21; 
Draw; 11/4; 11/4; 11/4; 13/5; 68/25; 13/5; 12/5; 45/17; 11/4; 11/4; 14/5; 29/10; 11/4; 45/17; 13/5; 45/17; 28/11; 11/4; 45/17; 13/5; 5/2; 13/5; 27/10; 13/5; ; 
Barnsley; 3; 11/4; 27/10; 14/5; 31/10; 14/5; 14/5; 13/5; 41/13; 27/10; 11/4; 13/5; 29/10; 13/5; 3; 14/5; 56/19; 13/5; 37/13; 3; 14/5; 56/19; 3; 14/5; 14/5; 27/10
META; english/championship/barnsley-v-brentford; 2018-04-27 10:19:24 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 10/11; 10/11; 97/00; 1; 10/11; 1; 9/10; 10/11; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 19/20; 13/14; 13/15; 20/21; 10/11; 10/11; 10/11; 20/21; 5/6; 20/21; 
Draw; 11/4; 29/10; 11/4; 13/5; 68/25; 13/5; 12/5; 45/17; 11/4; 11/4; 14/5; 29/10; 11/4; 13/5; 13/5; 45/17; 28/11; 29/10; 45/17; 13/5; 13/5; 13/5; 27/10; 13/5; ; ; 
Barnsley; 3; 13/5; 27/10; 14/5; 31/10; 14/5; 14/5; 13/5; 41/13; 27/10; 11/4; 13/5; 29/10; 13/5; 3; 14/5; 56/19; 13/5; 37/13; 3; 14/5; 56/19; 3; 14/5; 14/5; 13/5; 14/5
META; english/championship/barnsley-v-brentford; 2018-04-27 14:19:36 GMT+3; 2018-04-28 15:00; Nothing; Xlenovo
Brentford; 19/20; 10/11; 10/11; 10/11; 10/11; 10/11; 5/6; 9/10; 10/11; 10/11; 10/11; 5/6; 19/20; 19/20; 10/11; 10/11; 19/20; 13/14; 13/15; 20/21; 10/11; 10/11; 20/21; 5/6; 20/21; ; 
