META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-11 02:20:22 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; 11/13; 11/13; 3/4; 3/4; 4/7
Draw; 11/4; 5/2; 27/11; 11/4; 53/20; 19/10
Nottingham Forest; 7/2; 13/4; 16/5; 15/4; 7/2; 6/5
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-11 10:20:26 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; 11/13; 11/13; 3/4; 3/4; 8/11; 2/5
Draw; 11/4; 5/2; 27/11; 11/4; 53/20; 9/4; 1/10
Nottingham Forest; 7/2; 13/4; 16/5; 15/4; 7/2; 11/4; 1/12
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-11 14:21:07 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; 8/11; 8/11; 8/11; 11/13; 11/13; 4/5; 8/11; 8/15; 4/9
Draw; 11/4; 11/4; 11/4; 5/2; 5/2; 27/11; 27/10; 14/5; 5/2; 1/6
Nottingham Forest; 7/2; 7/2; 7/2; 10/3; 13/4; 16/5; 18/5; 7/2; 3; 1/7
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-11 18:20:38 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 8/11; 3/4; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 4/5; 5/6; 4/7; 8/11
Draw; 11/4; 5/2; 13/5; 5/2; 45/17; 11/4; 13/5; 13/5; 28/11; 13/5; 13/5; 51/20; 28/11; 2; 5/2
Nottingham Forest; 7/2; 18/5; 10/3; 10/3; 13/4; 18/5; 10/3; 7/2; 13/4; 16/5; 17/5; 7/2; 13/4; 20/21; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-11 22:20:24 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 3/4; 17/20; 17/20; 8/11; 4/5; 4/5; 20/23; 4/5; 13/15; 4/5; 4/5; 4/5; 5/6; 13/15; 4/5; 8/11
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; 45/17; 11/4; 12/5; 5/2; 5/2; 28/11; 13/5; 27/10; 5/2; 28/11; 12/5; 5/2
Nottingham Forest; 10/3; 18/5; 7/2; 16/5; 16/5; 13/4; 18/5; 10/3; 7/2; 41/13; 31/10; 16/5; 7/2; 10/3; 41/13; 3; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-12 02:20:48 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 17/20; 17/20; 8/11; 4/5; 4/5; 20/23; 5/6; 13/15; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 4/5; 5/6
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; 45/17; 11/4; 12/5; 5/2; 5/2; 13/5; 28/11; 13/5; 27/10; 5/2; 28/11; 12/5; 5/2
Nottingham Forest; 10/3; 10/3; 7/2; 16/5; 16/5; 13/4; 18/5; 10/3; 10/3; 41/13; 13/4; 31/10; 16/5; 7/2; 10/3; 41/13; 3; 
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-12 10:20:44 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 17/20; 17/20; 8/11; 4/5; 4/5; 20/23; 5/6; 13/15; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 4/5; 5/6
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; 45/17; 11/4; 12/5; 5/2; 5/2; 13/5; 28/11; 13/5; 27/10; 5/2; 5/2; 12/5; 5/2
Nottingham Forest; 10/3; 10/3; 7/2; 16/5; 16/5; 13/4; 18/5; 10/3; 10/3; 41/13; 13/4; 31/10; 16/5; 7/2; 10/3; 16/5; 3; 
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-12 14:21:19 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 17/20; 17/20; 8/11; 4/5; 17/20; 20/23; 17/20; 5/6; 5/6; 13/15; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 4/5; 5/6
Draw; 13/5; 5/2; 13/5; 5/2; 12/5; 45/17; 5/2; 12/5; 49/20; 11/4; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 12/5; 5/2
Nottingham Forest; 10/3; 10/3; 7/2; 16/5; 16/5; 13/4; 18/5; 10/3; 17/5; 16/5; 10/3; 16/5; 13/4; 31/10; 16/5; 18/5; 10/3; 16/5; 3; 
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-12 18:21:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 5/6; 17/20; 5/6; 8/11; 4/5; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 8/11; 4/5; 5/6
Draw; 13/5; 5/2; 12/5; 13/5; 5/2; 12/5; 45/17; 13/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 23/10; 23/10; 5/2
Nottingham Forest; 10/3; 10/3; 3; 7/2; 10/3; 16/5; 13/4; 7/2; 7/2; 16/5; 17/5; 100/0; 10/3; 38/11; 13/4; 31/10; 16/5; 18/5; 7/2; 7/2; 3; 7/2; 
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-12 22:21:21 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 5/6; 87/00; 17/20; 5/6; 8/11; 4/5; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 8/11; 4/5; 5/6
Draw; 13/5; 5/2; 12/5; 13/5; 13/5; 5/2; 12/5; 45/17; 13/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 23/10; 23/10; 5/2
Nottingham Forest; 10/3; 10/3; 3; 19/5; 7/2; 7/2; 16/5; 13/4; 18/5; 7/2; 16/5; 17/5; 100/0; 10/3; 38/11; 13/4; 31/10; 16/5; 18/5; 7/2; 7/2; 3; 10/3; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-13 02:21:13 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 5/6; 87/00; 17/20; 5/6; 8/11; 4/5; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 8/11; 4/5; 5/6
Draw; 13/5; 5/2; 12/5; 13/5; 13/5; 5/2; 12/5; 45/17; 13/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 23/10; 23/10; 5/2
Nottingham Forest; 10/3; 10/3; 3; 19/5; 7/2; 7/2; 16/5; 13/4; 18/5; 7/2; 16/5; 17/5; 100/0; 10/3; 38/11; 13/4; 31/10; 16/5; 18/5; 7/2; 7/2; 3; 14/5; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-13 10:21:23 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 5/6; 87/00; 17/20; 5/6; 8/11; 4/5; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 8/11; 4/5; 5/6
Draw; 13/5; 5/2; 12/5; 13/5; 13/5; 5/2; 12/5; 45/17; 13/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 23/10; 23/10; 5/2
Nottingham Forest; 10/3; 10/3; 3; 19/5; 7/2; 7/2; 16/5; 13/4; 18/5; 7/2; 16/5; 17/5; 100/0; 7/2; 38/11; 13/4; 31/10; 16/5; 18/5; 7/2; 7/2; 3; 14/5; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-13 14:21:36 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 17/20; 5/6; 87/00; 17/20; 5/6; 8/11; 4/5; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 8/11; 4/5; 5/6
Draw; 13/5; 5/2; 12/5; 12/5; 13/5; 13/5; 5/2; 12/5; 45/17; 12/5; 13/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 5/2; 23/10; 9/4; 5/2
Nottingham Forest; 10/3; 10/3; 17/5; 3; 19/5; 7/2; 7/2; 16/5; 13/4; 17/5; 18/5; 7/2; 16/5; 17/5; 100/0; 7/2; 7/2; 13/4; 31/10; 16/5; 18/5; 7/2; 7/2; 3; 10/3; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-13 18:21:38 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 17/20; 5/6; 87/00; 17/20; 5/6; 8/11; 4/5; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 4/5; 4/5; 5/6
Draw; 13/5; 5/2; 12/5; 12/5; 13/5; 13/5; 5/2; 12/5; 45/17; 12/5; 13/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 23/10; 9/4; 5/2
Nottingham Forest; 10/3; 10/3; 17/5; 3; 19/5; 7/2; 7/2; 16/5; 13/4; 17/5; 18/5; 7/2; 16/5; 17/5; 100/0; 7/2; 38/11; 13/4; 31/10; 16/5; 18/5; 7/2; 7/2; 3; 14/5; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-13 22:21:27 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 17/20; 5/6; 87/00; 17/20; 5/6; 8/11; 4/5; 17/20; 5/6; 5/6; 17/20; 17/20; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 5/6; 13/15; 4/5; 4/5; 5/6
Draw; 13/5; 5/2; 12/5; 12/5; 13/5; 13/5; 5/2; 12/5; 45/17; 12/5; 13/5; 12/5; 5/2; 49/20; 13/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 23/10; 9/4; 5/2
Nottingham Forest; 10/3; 10/3; 17/5; 3; 19/5; 7/2; 7/2; 16/5; 13/4; 17/5; 18/5; 7/2; 16/5; 17/5; 100/0; 7/2; 38/11; 13/4; 31/10; 16/5; 18/5; 7/2; 7/2; 3; 14/5; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-14 02:20:43 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 17/20; 4/5; 5/6; 5/6; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 4/5; 8/11; 8/11; 4/5
Draw; 13/5; 5/2; 12/5; 12/5; 66/25; 27/10; 5/2; 13/5; 45/17; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 12/5; 23/10; 13/5
Nottingham Forest; 10/3; 10/3; 18/5; 3; 18/5; 7/2; 7/2; 13/4; 18/5; 19/5; 7/2; 10/3; 18/5; 15/4; 7/2; 62/17; 13/4; 31/10; 16/5; 18/5; 15/4; 37/10; 3; 4; ; 
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-14 10:20:52 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 4/5; 4/5; 5/6; 21/25; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 4/5; 10/13; 5/6; 8/11; 4/5
Draw; 13/5; 5/2; 12/5; 12/5; 131/0; 27/10; 5/2; 13/5; 45/17; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 5/2; 5/2; 13/5; 28/11; 13/5; 13/5; 5/2; 28/11; 12/5; 13/5
Nottingham Forest; 10/3; 18/5; 18/5; 3; 18/5; 7/2; 7/2; 13/4; 18/5; 19/5; 7/2; 10/3; 37/10; 15/4; 7/2; 18/5; 13/4; 31/10; 16/5; 18/5; 15/4; 62/17; 3; ; 
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-14 14:21:12 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 4/5; 4/5; 5/6; 5/6; 17/20; 5/6; 4/5; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 13/16; 4/5; 5/6; 10/13; 5/6; 8/11; 4/5; 4/5; 4/5
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-17 10:20:44 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 17/20; 4/5; 5/6; 21/25; 20/23; 5/6; 4/5; 9/11; 17/20; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 16/19; 4/5; 9/10; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 
Draw; 13/5; 5/2; 5/2; 133/0; 27/10; 5/2; 5/2; 5/2; 5/2; 13/5; 23/10; 5/2; 49/20; 12/5; 5/2; 5/2; 13/5; 5/2; 27/11; 13/5; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 
Nottingham Forest; 15/4; 7/2; 18/5; 7/2; 39/10; 18/5; 7/2; 7/2; 37/10; 15/4; 18/5; 7/2; 10/3; 18/5; 15/4; 7/2; 18/5; 13/4; 7/2; 18/5; 18/5; 7/2; 62/17; 7/2; 7/2; 7/2; 7/2
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-17 14:20:56 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Sheffield Utd; 10/11; 17/20; 10/11; 17/20; 89/00; 10/11; 9/10; 5/6; 9/10; 10/11; 5/6; 20/23; 10/11; 9/10; 17/20; 17/20; 13/15; 4/5; 9/10; 4/5; 10/11; 17/20; 13/15; 5/6; 5/6; 10/11; 10/11
Draw; 5/2; 5/2; 5/2; 13/5; 13/5; 12/5; 5/2; 5/2; 13/5; 23/10; 5/2; 12/5; 5/2; 12/5; 27/11; 13/5; 5/2; 27/11; 13/5; 5/2; 27/11; 5/2; 5/2; ; ; ; 
Nottingham Forest; 15/4; 10/3; 17/5; 7/2; 37/10; 7/2; 7/2; 10/3; 16/5; 7/2; 18/5; 7/2; 16/5; 10/3; 7/2; 57/17; 13/4; 16/5; 18/5; 7/2; 7/2; 17/5; 7/2; 7/2; 7/2; ; 
META; english/championship/sheffield-utd-v-nottingham-forest; 2018-03-17 18:20:45 GMT+2; 2018-03-17 15:00; Nothing; Xlenovo
Draw; 11/10; 1; 11/10; 1; 31/20; 11/8; 6/4; 1; 17/11; 5/4; 21/20; 27/20; 13/10; 11/8; 7/5; 23/17; 7/5; 7/5; 23/17; 12/5; 11/8; 13/10; 7/5
Sheffield Utd; 6/4; 13/8; 7/5; 8/5; 123/00; 13/10; 5/4; 11/8; 19/17; 13/10; 7/5; 13/10; 6/5; 6/5; 5/4; 6/5; 23/18; 13/10; 13/10; 5/6; 13/10; 21/20; 5/4
Nottingham Forest; 9/2; 4; 24/5; 39/10; 4; 15/4; 9/2; 15/4; 33/10; 4; 17/4; 15/4; 4; 75/19; 17/4; 38/11; 4; 19/5; 7/2; 22/5; 10/3; 4; 
