META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-13 18:16:08 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 81/00; 8/11
Draw; 147/0; 14/5
Levante; 67/20; 3
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-13 22:15:28 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 81/00; 4/5; 4/6; 4/5; 10/13; 4/5; 10/13; 8/11
Draw; 147/0; 14/5; 11/4; 29/10; 29/10; 29/10; 3; 14/5
Levante; 67/20; 3; 16/5; 10/3; 41/13; 16/5; 31/10; 3
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-14 02:15:15 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 5/6; 10/11; 22/25; 17/20; 8/11; 17/20; 5/6; 5/6; 20/23; 5/6; 5/6
Draw; 13/5; 11/4; 57/20; 11/4; 13/5; 11/4; 14/5; 13/5; 14/5; 45/17; 11/4
Levante; 16/5; 5/2; 31/10; 29/10; 3; 3; 41/13; 3; 41/13; 3; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-14 10:16:01 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 5/6; 10/11; 22/25; 5/6; 8/11; 5/6; 5/6; 17/20; 13/15; 5/6; 5/6; 13/15; 4/6; 5/6
Draw; 13/5; 11/4; 57/20; 11/4; 13/5; 11/4; 11/4; 14/5; 13/5; 56/19; 29/10; 45/17; 5/2; 11/4
Levante; 16/5; 13/5; 31/10; 29/10; 3; 3; 29/10; 56/19; 56/19; 3; 56/19; 5/2; 3; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-14 14:16:20 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 5/6; 10/11; 5/6; 17/20; 17/20; 8/11; 17/20; 5/6; 17/20; 5/6; 5/6; 5/6; 5/6; 4/6; 8/11; 5/6
Draw; 13/5; 3; 29/10; 73/25; 11/4; 13/5; 11/4; 3; 29/10; 45/17; 31/10; 31/10; 45/17; 5/2; 21/10; 14/5
Levante; 10/3; 14/5; 29/10; 31/10; 29/10; 11/4; 3; 14/5; 29/10; 58/19; 11/4; 14/5; 58/19; 13/5; 13/5; 3
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-15 10:16:37 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 4/5; 5/6; 3/4; 39/50; 3/4; 8/11; 4/5; 3/4; 4/5; 10/13; 4/5; 4/5; 10/13; 8/11; 4/6; 8/11
Draw; 3; 3; 63/20; 29/10; 11/4; 3; 3; 31/10; 31/10; 3; 9/4; 3; ; ; ; 
Levante; 14/5; 14/5; 3; 33/10; 3; 3; 31/10; 13/4; 3; 33/10; 14/5; 14/5; 10/3; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-15 14:16:54 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 4/5; 5/6; 3/4; 81/00; 3/4; 8/11; 4/5; 3/4; 4/5; 10/13; 13/16; 4/5; 10/13; 8/11; 4/6; 8/11
Draw; 3; 3; 31/10; 29/10; 3; 3; 56/19; 31/10; 31/10; 3; 14/5; 9/4; 3; ; ; 
Levante; 14/5; 14/5; 3; 16/5; 3; 3; 31/10; 16/5; 56/19; 3; 13/4; 12/5; 11/4; 3; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-15 18:17:00 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 4/5; 5/6; 3/4; 81/00; 3/4; 8/11; 4/5; 3/4; 4/5; 10/13; 13/16; 3/4; 10/13; 5/6; 4/6; 8/11
Draw; 3; 3; 31/10; 29/10; 3; 3; 56/19; 31/10; 16/5; 3; 14/5; 9/4; 3; ; ; 
Levante; 14/5; 14/5; 3; 16/5; 3; 3; 31/10; 16/5; 56/19; 16/5; 13/4; 3; 11/4; 3; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-15 22:16:40 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 4/5; 3/4; 4/5; 81/00; 3/4; 8/11; 4/5; 3/4; 4/5; 10/13; 13/16; 3/4; 4/5; 8/11; 8/11; 8/11
Draw; 3; 16/5; 29/10; 31/10; 29/10; 3; 3; 56/19; 31/10; 16/5; 3; 14/5; 9/4; 3; ; 
Levante; 14/5; 3; 16/5; 3; 3; 31/10; 16/5; 56/19; 31/10; 13/4; 3; 13/5; 3; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-16 02:16:31 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 4/5; 3/4; 4/5; 81/00; 3/4; 8/11; 4/5; 3/4; 4/5; 10/13; 13/16; 3/4; 4/5; 8/11; 8/11; 8/11
Draw; 3; 16/5; 29/10; 31/10; 29/10; 3; 3; 56/19; 31/10; 16/5; 3; 14/5; 9/4; 3; ; 
Levante; 14/5; 3; 16/5; 3; 3; 31/10; 16/5; 56/19; 31/10; 13/4; 3; 13/5; 3; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-16 10:16:38 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 3/4; 4/5; 4/5; 79/00; 3/4; 8/11; 3/4; 3/4; 4/5; 10/13; 13/16; 3/4; 10/13; 4/5; 8/11; 8/11
Draw; 3; 29/10; 31/10; 29/10; 3; 3; 56/19; 31/10; 16/5; 3; 14/5; 9/4; 3; ; ; 
Levante; 16/5; 3; 33/10; 3; 16/5; 3; 31/10; 13/4; 56/19; 31/10; 13/4; 3; 13/5; 3; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-16 14:16:51 GMT+3; 2018-05-20 16:00; Nothing; Xlenovo
Celta Vigo; 3/4; 5/6; 4/5; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 10/13; 13/16; 4/5; 10/13; 4/5; 8/11; 4/5
Draw; 3; 29/10; 63/20; 29/10; 3; 11/4; 3; 56/19; 31/10; 16/5; 3; 14/5; 9/4; 3; ; 
Levante; 16/5; 14/5; 3; 16/5; 3; 3; 16/5; 3; 16/5; 56/19; 29/10; 13/4; 3; 13/5; 3; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-17 10:27:17 GMT+3; 2018-05-20 12:00; Nothing; Xlenovo
Celta Vigo; 3/4; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 3/4; 4/5; 10/13; 13/16; 4/5; 4/5; 5/6; 8/11; 4/5
Draw; 3; 29/10; 63/20; 29/10; 3; 3; 56/19; 31/10; 16/5; 3; 14/5; 9/4; 3; ; ; 
Levante; 16/5; 29/10; 3; 16/5; 3; 3; 3; 16/5; 56/19; 29/10; 16/5; 3; 13/5; 3; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-17 14:16:56 GMT+3; 2018-05-20 12:00; Nothing; Xlenovo
Celta Vigo; 3/4; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 3/4; 4/5; 10/13; 13/16; 5/6; 4/5; 5/6; 5/6; 5/6
Draw; 3; 29/10; 16/5; 29/10; 3; 3; 3; 31/10; 16/5; 3; 14/5; 11/4; 14/5; ; ; 
Levante; 16/5; 29/10; 3; 16/5; 3; 3; 3; 41/13; 56/19; 31/10; 16/5; 14/5; 14/5; 3; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-17 18:16:43 GMT+3; 2018-05-20 12:00; Nothing; Xlenovo
Celta Vigo; 3/4; 4/5; 4/5; 4/5; 4/5; 8/11; 4/5; 3/4; 4/5; 10/13; 13/16; 5/6; 4/5; 5/6; 5/6; 5/6
Draw; 3; 29/10; 16/5; 29/10; 3; 3; 31/10; 3; 31/10; 16/5; 3; 14/5; 14/5; 14/5; ; 
Levante; 16/5; 29/10; 3; 16/5; 3; 3; 31/10; 41/13; 56/19; 31/10; 16/5; 3; 3; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-17 22:16:29 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 3/4; 4/5; 4/5; 4/5; 81/00; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 13/16; 4/5; 5/6; 4/5; 8/11; 5/6; 5/6; 4/5; 5/6
Draw; 3; 29/10; 16/5; 63/20; 31/10; 29/10; 3; 3; 3; 11/4; 31/10; 3; 56/19; 29/10; 31/10; 56/19; 16/5; 3; 14/5; 3; 3; ; ; ; ; 
Levante; 16/5; 29/10; 3; 14/5; 63/20; 16/5; 3; 31/10; 3; 3; 31/10; 3; 41/13; 29/10; 56/19; 3; 31/10; 16/5; 3; 3; 3; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-18 02:16:30 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 3/4; 4/5; 4/5; 4/5; 81/00; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 13/16; 4/5; 5/6; 4/5; 8/11; 5/6; 5/6; 4/5; 5/6
Draw; 3; 3; 16/5; 63/20; 31/10; 29/10; 3; 3; 3; 11/4; 31/10; 3; 56/19; 29/10; 31/10; 56/19; 16/5; 3; 14/5; 14/5; 3; ; ; ; ; 
Levante; 16/5; 29/10; 3; 14/5; 63/20; 16/5; 3; 31/10; 3; 3; 31/10; 3; 41/13; 29/10; 56/19; 3; 31/10; 16/5; 3; 3; 3; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-18 10:16:31 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 4/5; 4/5; 4/5; 4/5; 81/00; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 4/5; 11/14; 4/5; 4/5; 4/5; 8/11; 5/6; 5/6; 4/5; 5/6
Draw; 3; 29/10; 16/5; 16/5; 31/10; 29/10; 3; 3; 3; 11/4; 31/10; 3; 3; 31/10; 56/19; 16/5; 3; 3; 14/5; 3; ; ; ; ; ; 
Levante; 31/10; 29/10; 3; 14/5; 31/10; 16/5; 3; 31/10; 3; 3; 31/10; 3; 41/13; 31/10; 3; 16/5; 41/13; 3; 3; 3; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-18 14:16:33 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 4/5; 4/5; 4/5; 5/6; 83/00; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; 17/20; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6
Draw; 3; 3; 14/5; 61/20; 16/5; 29/10; 3; 3; 3; 11/4; 31/10; 16/5; 29/10; 3; 31/10; 56/19; 31/10; 56/19; 14/5; 3; 3; ; ; ; ; 
Levante; 31/10; 29/10; 29/10; 3; 63/20; 3; 11/4; 31/10; 29/10; 3; 3; 3; 41/13; 31/10; 29/10; 3; 31/10; 16/5; 3; 3; 3; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-18 18:16:36 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 4/5; 4/5; 4/5; 5/6; 41/50; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 7/9; 4/5; 17/20; 4/5; 4/5; 8/11; 4/5; 5/6; 4/5
Levante; 31/10; 14/5; 29/10; 3; 63/20; 3; 11/4; 31/10; 3; 3; 3; 41/13; 31/10; 31/10; 3; 31/10; 16/5; 3; 3; 3; ; ; ; ; ; 
Draw; 3; 3; 14/5; 61/20; 16/5; 29/10; 3; 3; 3; 11/4; 31/10; 16/5; 29/10; 3; 31/10; 56/19; 31/10; 56/19; 14/5; 3; 3; 10/3; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-18 22:16:32 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 4/5; 4/5; 4/5; 5/6; 83/00; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 11/14; 17/20; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5
Draw; 3; 29/10; 14/5; 61/20; 16/5; 29/10; 3; 3; 3; 14/5; 31/10; 16/5; 29/10; 3; 31/10; 56/19; 31/10; 56/19; 14/5; 3; 3; ; ; ; ; 
Levante; 31/10; 14/5; 3; 63/20; 3; 11/4; 13/4; 3; 3; 31/10; 3; 41/13; 31/10; 16/5; 16/5; 31/10; 16/5; 3; 3; 3; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-19 02:16:29 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 4/5; 4/5; 4/5; 5/6; 81/00; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 5/6; 4/5; 4/5; 4/5; 11/14; 17/20; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5
Draw; 3; 29/10; 14/5; 31/10; 16/5; 29/10; 3; 3; 3; 14/5; 31/10; 16/5; 29/10; 3; 31/10; 56/19; 31/10; 56/19; 14/5; 3; 3; ; ; ; ; 
Levante; 31/10; 14/5; 3; 16/5; 3; 11/4; 13/4; 3; 3; 3; 41/13; 31/10; 16/5; 16/5; 31/10; 16/5; 3; 3; 10/3; ; ; ; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-19 10:16:32 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 8/11; 9/11; 4/5; 4/5; 4/5; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 13/16; 17/20; 4/5; 4/5; 5/6; 5/6; 5/6; 5/6
Draw; 3; 3; 16/5; 16/5; 16/5; 29/10; 3; 31/10; 3; 3; 14/5; 3; 16/5; 3; 41/13; 3; 16/5; 3; 3; 3; ; ; ; ; ; 
Levante; 31/10; 29/10; 3; 11/4; 16/5; 3; 11/4; 58/19; 3; 14/5; 14/5; 31/10; 3; 58/19; 31/10; 29/10; 56/19; 3; 31/10; 3; 3; 3; ; ; ; 
META; spain/la-liga-primera/celta-vigo-v-levante; 2018-05-19 14:16:43 GMT+3; 2018-05-19 12:00; Nothing; Xlenovo
Celta Vigo; 11/8; 5/4; 4/7; 11/8; 63/00; 7/5; 13/10; 11/8; 7/5; 11/8; 5/4; 6/5; 7/5; 5/4; 7/5; 4/7; 7/5; 11/8; 7/5; 11/8; 7/12; 13/10; 13/10; 7/5; 4/7; 6/5
Draw; 3; 9/4; 3; 27/10; 17/5; 14/5; 13/5; 13/5; 29/10; 11/4; 13/5; 5/2; 27/10; 57/20; 11/4; 57/17; 31/10; 58/19; 29/10; 29/10; 57/17; 13/5; 14/5; 14/5; 3; 
Levante; 8/5; 13/8; 21/5; 17/10; 77/20; 31/20; 9/5; 6/4; 13/8; 7/4; 9/5; 8/5; 33/20; 17/10; 6/4; 4; 16/11; 29/18; 13/8; 13/8; 77/19; 15/8; 9/5; 7/4; 23/5; 7/4
