META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-19 02:19:01 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 17/20; 4/5; 3/4; 3/4; 4/6; 11/17; 5/6; 8/11; 5/6; 4/5; 5/7; 11/17; 3/4; 14/19; 8/15
Draw; 12/5; 23/10; 64/25; 5/2; 5/2; 12/5; 27/10; 9/4; 5/2; 23/10; 12/5; 5/2; 27/10; 5/2; 5/2; 19/10
Alaves; 17/4; 18/5; 23/5; 4; 15/4; 4; 9/2; 18/5; 4; 15/4; 4; 19/5; 22/5; 4; 50/13; 4/11
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 02:18:54 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 17/20; 4/5; 3/4; 3/4; 4/6; 11/17; 5/6; 3/4; 5/6; 4/5; 4/5; 14/19; 11/17; 3/4; 10/13; 8/15
Draw; 12/5; 23/10; 64/25; 12/5; 5/2; 23/10; 27/10; 9/4; 12/5; 23/10; 5/2; 12/5; 27/11; 27/10; 12/5; 5/2; 19/10
Alaves; 17/4; 18/5; 23/5; 4; 15/4; 4; 9/2; 18/5; 4; 15/4; 15/4; 4; 62/17; 22/5; 22/5; 37/10; 4/11
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 02:24:57 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 17/20; 4/5; 3/4; 3/4; 4/6; 11/17; 5/6; 3/4; 5/6; 4/5; 4/5; 14/19; 11/17; 3/4; 10/13; 8/15
Draw; 12/5; 23/10; 64/25; 12/5; 5/2; 23/10; 27/10; 9/4; 12/5; 23/10; 5/2; 12/5; 27/11; 27/10; 12/5; 5/2; 19/10
Alaves; 17/4; 18/5; 23/5; 4; 15/4; 4; 9/2; 18/5; 4; 15/4; 15/4; 4; 62/17; 22/5; 22/5; 37/10; 4/11
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 10:18:54 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 17/20; 4/5; 3/4; 3/4; 4/6; 3/4; 5/6; 3/4; 5/6; 4/5; 4/5; 10/13; 3/4; 5/6; 10/13; 8/15
Draw; 12/5; 23/10; 64/25; 12/5; 12/5; 23/10; 5/2; 9/4; 12/5; 23/10; 5/2; 12/5; 27/11; 5/2; 12/5; 27/11; 19/10
Alaves; 17/4; 18/5; 23/5; 4; 15/4; 4; 18/5; 4; 15/4; 15/4; 4; 39/11; 39/10; 19/5; 18/5; 4/11; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 10:24:57 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 17/20; 4/5; 3/4; 3/4; 4/6; 3/4; 5/6; 3/4; 5/6; 4/5; 4/5; 10/13; 3/4; 5/6; 10/13; 8/15
Draw; 12/5; 23/10; 64/25; 12/5; 12/5; 23/10; 5/2; 9/4; 12/5; 23/10; 5/2; 12/5; 27/11; 5/2; 12/5; 27/11; 19/10
Alaves; 17/4; 18/5; 23/5; 4; 15/4; 4; 18/5; 4; 15/4; 15/4; 4; 39/11; 39/10; 19/5; 18/5; 4/11; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 14:19:02 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 17/20; 4/5; 3/4; 4/5; 4/6; 3/4; 5/6; 3/4; 5/6; 4/5; 4/5; 10/13; 3/4; 4/5; 10/13; 8/15
Draw; 12/5; 23/10; 64/25; 12/5; 12/5; 23/10; 5/2; 9/4; 5/2; 23/10; 5/2; 12/5; 27/11; 5/2; 5/2; 27/11; 19/10
Alaves; 17/4; 18/5; 23/5; 4; 7/2; 4; 18/5; 4; 15/4; 15/4; 4; 39/11; 39/10; 19/5; 18/5; 4/11; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 14:26:49 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 17/20; 4/5; 3/4; 4/5; 4/6; 3/4; 5/6; 3/4; 5/6; 4/5; 4/5; 10/13; 3/4; 4/5; 10/13; 8/15
Draw; 12/5; 23/10; 64/25; 12/5; 12/5; 23/10; 5/2; 9/4; 5/2; 23/10; 5/2; 12/5; 27/11; 5/2; 5/2; 27/11; 19/10
Alaves; 17/4; 18/5; 23/5; 4; 7/2; 4; 18/5; 4; 15/4; 15/4; 4; 39/11; 39/10; 19/5; 18/5; 4/11; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 18:18:34 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 5/6; 5/6; 4/5; 3/4; 4/6; 3/4; 4/5; 3/4; 5/6; 5/6; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 4/5; 4/7
Draw; 12/5; 23/10; 23/10; 64/25; 12/5; 23/10; 5/2; 9/4; 5/2; 23/10; 23/10; 5/2; 12/5; 27/11; 23/10; 5/2; 5/2; 5/2; 19/10
Alaves; 17/4; 18/5; 15/4; 23/5; 4; 7/2; 4; 18/5; 4; 15/4; 19/5; 15/4; 4; 18/5; 41/13; 39/10; 19/5; 62/17; 4/11
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-22 22:18:08 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 8/11; 5/6; 5/6; 4/5; 3/4; 4/6; 10/13; 4/5; 3/4; 5/6; 5/6; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 4/7
Draw; 12/5; 23/10; 23/10; 64/25; 5/2; 23/10; 5/2; 9/4; 5/2; 23/10; 23/10; 5/2; 12/5; 27/11; 27/11; 5/2; 5/2; 21/10
Alaves; 17/4; 18/5; 15/4; 23/5; 4; 7/2; 4; 18/5; 4; 15/4; 19/5; 15/4; 4; 18/5; 39/10; 19/5; 62/17; 14/5
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-23 02:17:57 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 5/6; 5/6; 20/23; 24/25; 17/20; 17/20; 8/11; 10/13; 17/20; 17/20; 20/23; 10/11; 10/11; 17/20; 13/15; 10/13; 20/23; 13/15; 4/6; 5/6
Draw; 9/4; 23/10; 9/4; 67/25; 12/5; 23/10; 11/5; 5/2; 9/4; 23/10; 23/10; 9/4; 12/5; 12/5; 40/17; 27/11; 12/5; 12/5; 21/10; 12/5
Alaves; 15/4; 18/5; 7/2; 33/10; 15/4; 10/3; 7/2; 4; 7/2; 18/5; 7/2; 7/2; 100/0; 7/2; 57/17; 39/10; 7/2; 17/5; 5/2; 14/5
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-23 10:17:57 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 10/11; 10/11; 10/11; 49/50; 10/11; 9/10; 5/6; 9/10; 10/11; 9/10; 20/23; 19/20; 19/20; 10/11; 19/20; 10/11; 11/12; 9/10; 10/11; 19/20; 8/11; 20/21; 20/21
Draw; 9/4; 11/5; 11/5; 127/0; 23/10; 23/10; 11/5; 5/2; 21/10; 9/4; 9/4; 11/5; 23/10; 23/10; 23/10; 11/5; 28/11; 27/11; 23/10; 23/10; 19/10; 9/4; 9/4
Alaves; 10/3; 7/2; 13/4; 17/5; 7/2; 16/5; 16/5; 16/5; 13/4; 7/2; 7/2; 10/3; 16/5; 7/2; 31/10; 13/4; 16/5; 31/10; 7/2; 41/13; 12/5; 14/5; 14/5
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-23 14:18:06 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 10/11; 10/11; 19/20; 51/50; 19/20; 20/21; 5/6; 9/10; 19/20; 19/20; 20/21; 1; 1; 19/20; 19/20; 10/11; 28/29; 9/10; 1; 19/20; 8/11; 10/11; 20/21; 20/21; 
Draw; 9/4; 11/5; 21/10; 123/0; 23/10; 11/5; 11/5; 5/2; 21/10; 9/4; 21/10; 23/10; 43/20; 23/10; 9/4; 9/4; 11/5; 27/11; 27/11; 23/10; 23/10; 19/10; 19/10; 23/10; 23/10
Alaves; 10/3; 7/2; 16/5; 69/20; 10/3; 16/5; 3; 16/5; 16/5; 16/5; 10/3; 16/5; 16/5; 3; 10/3; 41/13; 13/4; 41/13; 31/10; 16/5; 16/5; 23/10; 23/10; 10/3; 10/3
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-23 18:18:09 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 19/20; 1; 27/25; 19/20; 1; 10/11; 1; 1; 21/20; 21/20; 1; 1; 10/11; 42/41; 1; 1; 8/11; 10/11; 21/20; ; ; ; ; 
Draw; 9/4; 21/10; 21/10; 23/10; 23/10; 21/10; 11/5; 11/5; 21/10; 9/4; 9/4; 9/4; 43/20; 11/5; 9/4; 28/13; 11/5; 12/5; 11/5; 9/4; 11/5; 19/10; 19/10; 9/4
Alaves; 31/10; 16/5; 3; 10/3; 16/5; 3; 16/5; 3; 3; 16/5; 16/5; 3; 58/19; 13/4; 3; 31/10; 31/10; 58/19; 9/4; 23/10; 3; ; ; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-23 22:18:10 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 19/20; 1; 107/00; 1; 10/11; 1; 1; 21/20; 21/20; 21/20; 1; 21/20; 1; 10/11; 42/41; 1; 1; 21/20; 1; ; ; ; ; ; 
Draw; 9/4; 21/10; 21/10; 58/25; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 12/5; 11/5; 9/4; 11/5; 19/10; 19/10; 9/4; 9/4
Alaves; 31/10; 16/5; 3; 10/3; 16/5; 3; 16/5; 3; 3; 3; 16/5; 3; 58/19; 13/4; 3; 31/10; 31/10; 58/19; 11/5; 23/10; 3; ; ; ; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-24 02:17:53 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 19/20; 1; 21/20; 28/25; 1; 21/20; 10/11; 1; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 10/11; 13/12; 1; 21/20; 21/20; 1; 20/21; 21/20; 11/10
Draw; 9/4; 21/10; 21/10; 23/10; 11/5; 21/10; 2; 11/5; 2; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 2; 19/10; 11/5; 9/4
Alaves; 31/10; 16/5; 29/10; 63/20; 16/5; 29/10; 3; 16/5; 29/10; 3; 3; 3; 29/10; 13/4; 56/19; 31/10; 3; 29/10; 5/2; 12/5; 3; ; ; ; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-24 10:17:49 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 21/20; 21/20; 28/25; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 11/10; 23/20; 21/20; 21/20; 21/20; 10/11; 13/12; 1; 21/20; 21/20; 1; 20/21; 11/10; 
Draw; 11/5; 21/10; 21/10; 23/10; 21/10; 21/10; 2; 11/5; 2; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 28/13; 11/5; 9/4; 11/5; 9/4; 11/5; 2; 19/10; 9/4
Alaves; 14/5; 3; 29/10; 63/20; 16/5; 14/5; 3; 16/5; 29/10; 11/4; 3; 14/5; 3; 37/13; 13/4; 56/19; 31/10; 29/10; 37/13; 9/4; 9/4; 3; ; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-24 14:17:58 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 21/20; 11/10; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 11/10; 23/20; 21/20; 11/10; 21/20; 10/11; 10/9; 1; 11/10; 21/20; 1; 21/20; 21/20; 11/10; 
Draw; 11/5; 21/10; 21/10; 23/10; 21/10; 21/10; 2; 11/5; 2; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 28/13; 11/5; 9/4; 11/5; 11/5; 11/5; 2; 19/10; 11/5; 9/4
Alaves; 14/5; 3; 29/10; 61/20; 16/5; 14/5; 3; 16/5; 14/5; 11/4; 3; 14/5; 14/5; 3; 14/5; 14/5; 13/4; 37/13; 31/10; 14/5; 37/13; 3; 3; ; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-24 18:17:54 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 11/10; 11/10; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 23/20; 23/20; 21/20; 11/10; 21/20; 10/11; 10/9; 1; 11/10; 11/10; 1; 21/20; 11/10; ; 
Draw; 11/5; 21/10; 21/10; 23/10; 21/10; 21/10; 2; 11/5; 2; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 11/5; 2; 19/10; 11/5; 9/4
Alaves; 14/5; 29/10; 29/10; 61/20; 16/5; 11/4; 3; 16/5; 14/5; 11/4; 3; 14/5; 29/10; 3; 14/5; 29/10; 13/4; 37/13; 31/10; 14/5; 29/10; 3; 3; ; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-24 22:17:52 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 11/10; 11/10; 11/10; 23/20; 21/20; 21/20; 1; 21/20; 11/10; 21/20; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 10/11; 10/9; 21/20; 11/10; 11/10; 1; 20/21; 21/20; 11/10
Draw; 11/5; 21/10; 21/10; 2; 23/10; 11/5; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 2; 19/10; 11/5; 9/4
Alaves; 14/5; 29/10; 14/5; 3; 61/20; 3; 14/5; 11/4; 56/19; 14/5; 11/4; 3; 14/5; 14/5; 14/5; 14/5; 37/13; 13/4; 37/13; 29/10; 14/5; 29/10; 5/2; 11/5; 3; 14/5
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-25 02:17:56 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 11/10; 11/10; 11/10; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 23/20; 23/20; 23/20; 11/10; 21/20; 10/11; 10/9; 21/20; 11/10; 11/10; 1; 21/20; 11/10; 
Draw; 11/5; 21/10; 21/10; 2; 23/10; 11/5; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 11/5; 2; 19/10; 11/5; 9/4
Alaves; 14/5; 29/10; 29/10; 3; 61/20; 3; 14/5; 11/4; 56/19; 14/5; 11/4; 3; 14/5; 14/5; 14/5; 14/5; 37/13; 13/4; 37/13; 29/10; 14/5; 29/10; 5/2; 23/10; 3; 14/5
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-25 10:17:50 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 21/20; 11/10; 11/10; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 23/20; 23/20; 21/20; 11/10; 10/11; 10/9; 21/20; 11/10; 11/10; 1; 10/9; 
Draw; 11/5; 21/10; 21/10; 2; 23/10; 11/5; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 2; 19/10; 9/4; 
Alaves; 14/5; 3; 29/10; 3; 61/20; 3; 14/5; 11/4; 56/19; 14/5; 11/4; 3; 14/5; 14/5; 14/5; 3; 37/13; 13/4; 37/13; 29/10; 14/5; 29/10; 5/2; 23/10; 14/5
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-25 14:17:56 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 21/20; 11/10; 11/10; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 23/20; 23/20; 21/20; 21/20; 10/11; 10/9; 21/20; 11/10; 11/10; 1; 21/20; 21/20; 11/10
Draw; 11/5; 21/10; 21/10; 2; 23/10; 11/5; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 2; 19/10; 11/5; 9/4; 
Alaves; 14/5; 3; 29/10; 3; 61/20; 3; 14/5; 11/4; 56/19; 14/5; 11/4; 3; 14/5; 29/10; 14/5; 3; 37/13; 13/4; 37/13; 29/10; 14/5; 29/10; 5/2; 9/4; 3; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-25 18:17:59 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 21/20; 11/10; 11/10; 23/20; 21/20; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 23/20; 23/20; 21/20; 21/20; 10/11; 10/9; 21/20; 11/10; 11/10; 1; 20/21; 21/20; 11/10
Draw; 11/5; 21/10; 21/10; 2; 23/10; 11/5; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 2; 15/8; 11/5; 9/4; 
Alaves; 14/5; 3; 29/10; 3; 61/20; 3; 14/5; 11/4; 56/19; 14/5; 11/4; 3; 14/5; 29/10; 14/5; 3; 37/13; 13/4; 37/13; 29/10; 14/5; 29/10; 5/2; 11/5; 3; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-25 22:17:50 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 21/20; 21/20; 11/10; 11/10; 23/20; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 23/20; 23/20; 21/20; 21/20; 10/11; 10/9; 21/20; 11/10; 11/10; 20/21; 20/21; 21/20; 11/10
Draw; 11/5; 21/10; 21/10; 2; 23/10; 11/5; 21/10; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; 9/4; 11/5; 2; 11/5; 9/4; ; 
Alaves; 14/5; 3; 29/10; 3; 61/20; 3; 14/5; 11/4; 56/19; 14/5; 11/4; 3; 14/5; 29/10; 14/5; 3; 37/13; 13/4; 37/13; 29/10; 14/5; 29/10; 5/2; 23/10; 3; 
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-26 02:17:49 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 6/5; 6/5; 6/5; 11/10; 129/00; 23/20; 21/20; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 5/4; 23/20; 6/5; 6/5; 15/13; 17/14; 15/13; 6/5; 6/5; 21/20; 11/10; 6/5; 5/4
Draw; 21/10; 2; 21/10; 111/0; 21/10; 21/10; 2; 9/4; 2; 21/10; 2; 21/10; 41/20; 21/10; 21/10; 28/13; 21/10; 9/4; 11/5; 85/40; 28/13; 2; 21/10; 2; ; 
Alaves; 5/2; 13/5; 5/2; 14/5; 68/25; 27/10; 14/5; 13/5; 45/17; 5/2; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 28/11; 13/5; 28/11; 13/5; 13/5; 13/5; 9/4; 2; 13/5; 27/10
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-26 10:17:51 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 6/5; 6/5; 6/5; 11/10; 129/00; 23/20; 21/20; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 5/4; 23/20; 6/5; 6/5; 15/13; 17/14; 15/13; 6/5; 6/5; 21/20; 5/6; 6/5; 5/4
Draw; 21/10; 2; 21/10; 111/0; 21/10; 21/10; 2; 9/4; 2; 21/10; 2; 21/10; 41/20; 21/10; 21/10; 28/13; 21/10; 9/4; 11/5; 85/40; 28/13; 2; 19/10; 21/10; 2; 
Alaves; 5/2; 13/5; 5/2; 14/5; 68/25; 27/10; 14/5; 13/5; 45/17; 5/2; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 28/11; 13/5; 28/11; 13/5; 13/5; 13/5; 9/4; 21/10; 13/5; 27/10
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-26 14:18:05 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 6/5; 6/5; 6/5; 11/10; 129/00; 6/5; 21/20; 11/10; 15/13; 6/5; 6/5; 6/5; 5/4; 5/4; 23/20; 6/5; 6/5; 15/13; 17/14; 15/13; 6/5; 6/5; 11/10; 11/10; 6/5; 5/4
Draw; 21/10; 2; 21/10; 111/0; 21/10; 21/10; 2; 9/4; 2; 21/10; 2; 21/10; 41/20; 21/10; 21/10; 28/13; 21/10; 9/4; 11/5; 85/40; 28/13; 2; 21/10; 2; ; 
Alaves; 5/2; 13/5; 5/2; 14/5; 68/25; 13/5; 14/5; 5/2; 45/17; 13/5; 5/2; 13/5; 5/2; 13/5; 11/4; 13/5; 28/11; 13/5; 28/11; 13/5; 13/5; 13/5; 5/2; 12/5; 13/5; 27/10
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-26 18:17:58 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
Atletico Madrid; 6/5; 6/5; 6/5; 11/10; 129/00; 6/5; 21/20; 11/10; 15/13; 5/4; 6/5; 6/5; 19/20; 5/4; 23/20; 6/5; 15/13; 17/14; 15/13; 6/5; 6/5; 10/9; 23/20; 6/5; 5/4
Draw; 21/10; 2; 21/10; 111/0; 21/10; 21/10; 2; 9/4; 2; 21/10; 2; 12/5; 21/10; 21/10; 21/10; 28/13; 21/10; 9/4; 11/5; 85/40; 28/13; 2; 9/4; 2; 
Alaves; 5/2; 13/5; 5/2; 14/5; 68/25; 13/5; 14/5; 5/2; 45/17; 5/2; 5/2; 13/5; 3; 13/5; 11/4; 13/5; 13/5; 28/11; 13/5; 13/5; 13/5; 5/2; 12/5; 13/5; 27/10
META; spain/la-liga-primera/alaves-v-atletico-madrid; 2018-04-26 22:17:56 GMT+3; 2018-04-29 15:15; Nothing; Xlenovo
