META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-04-30 14:18:28 GMT+3; 2018-05-13 13:00; Nothing; Xlenovo
Villarreal; 17/20; 4/9
Draw; 13/5; 6/5
Deportivo La Coruna; 18/5; 13/8
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-04-30 18:18:28 GMT+3; 2018-05-13 13:00; Nothing; Xlenovo
Villarreal; 17/20; 4/9
Draw; 13/5; 6/5
Deportivo La Coruna; 18/5; 13/8
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-04-30 22:18:23 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 4/6; 4/5; 4/5; 4/9
Draw; 13/5; 13/5; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 3; 7/2; 17/5; 9/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-01 02:18:12 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 4/6; 4/5; 4/5; 4/9
Draw; 13/5; 13/5; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 3; 7/2; 17/5; 9/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-01 10:18:15 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 7/10; 4/6; 4/5; 4/5; 4/9
Draw; 13/5; 13/5; 13/5; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 3; 7/2; 17/5; 9/5; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-01 14:18:21 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 8/11; 8/11; 4/5; 4/5; 4/5; 4/5; 4/9
Draw; 13/5; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 9/5
Deportivo La Coruna; 18/5; 16/5; 16/5; 7/2; 16/5; 10/3; 17/5; 9/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-01 18:18:21 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 8/11; 8/11; 4/5; 4/5; 4/5; 4/5; 4/9
Draw; 13/5; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 9/5
Deportivo La Coruna; 18/5; 16/5; 16/5; 7/2; 16/5; 10/3; 17/5; 9/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-01 22:18:24 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 8/11; 8/11; 4/5; 4/5; 4/5; 4/5; 4/9
Draw; 13/5; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 9/5
Deportivo La Coruna; 18/5; 16/5; 16/5; 7/2; 16/5; 10/3; 17/5; 9/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-02 02:18:15 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 8/11; 8/11; 4/5; 4/5; 4/5; 4/5; 4/9
Draw; 13/5; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 9/5
Deportivo La Coruna; 18/5; 16/5; 16/5; 7/2; 16/5; 10/3; 17/5; 9/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-02 10:18:15 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 8/11; 8/11; 4/5; 4/5; 4/5; 4/5; 4/9
Draw; 13/5; 5/2; 5/2; 5/2; 11/4; 13/5; 5/2; 9/5
Deportivo La Coruna; 18/5; 16/5; 16/5; 7/2; 16/5; 10/3; 17/5; 9/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-02 14:18:28 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 7/10; 4/6; 4/5; 4/5; 4/5; 4/5; 1/2
Draw; 13/5; 13/5; 13/5; 5/2; 11/4; 13/5; 5/2; 9/5
Deportivo La Coruna; 18/5; 31/10; 3; 7/2; 16/5; 10/3; 17/5; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-02 18:18:50 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 7/10; 4/6; 4/5; 4/5; 4/5; 10/13; 4/5; 4/5; 1/2
Draw; 13/5; 29/10; 13/5; 5/2; 11/4; 13/5; 27/11; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 7/2; 3; 7/2; 16/5; 10/3; 17/5; 17/5; 38/11; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-04 18:18:51 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 3/4; 4/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 1/2
Draw; 13/5; 29/10; 13/5; 5/2; 11/4; 13/5; 27/11; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 7/2; 3; 7/2; 16/5; 10/3; 17/5; 17/5; 38/11; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-04 22:18:45 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 3/4; 4/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 1/2
Draw; 13/5; 29/10; 13/5; 5/2; 11/4; 13/5; 27/11; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 7/2; 3; 7/2; 16/5; 10/3; 17/5; 17/5; 38/11; 21/10
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-05 02:18:33 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 3/4; 4/6; 4/5; 4/5; 4/5; 4/5; 4/5; 4/5; 4/7
Draw; 13/5; 29/10; 13/5; 5/2; 11/4; 13/5; 27/11; 5/2; 5/2; 21/10
Deportivo La Coruna; 18/5; 7/2; 3; 7/2; 16/5; 10/3; 17/5; 17/5; 38/11; 5/2
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-05 10:18:39 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 3/4; 4/6; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 8/11
Draw; 13/5; 29/10; 13/5; 5/2; 14/5; 13/5; 27/11; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 7/2; 3; 7/2; 10/3; 10/3; 17/5; 17/5; 38/11; 10/11
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-05 14:19:08 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 3/4; 4/6; 4/5; 3/4; 4/5; 4/5; 4/5; 4/5; 1/2
Draw; 13/5; 29/10; 13/5; 5/2; 14/5; 13/5; 27/11; 5/2; 5/2; 9/5
Deportivo La Coruna; 18/5; 7/2; 3; 7/2; 10/3; 10/3; 17/5; 17/5; 38/11; 2/9
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-05 18:18:37 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 3/4; 4/6; 4/5; 8/11; 3/4; 4/5; 4/5; 10/13; 4/5; 3/4; 4/5; 8/15
Draw; 13/5; 3; 11/4; 5/2; 27/10; 3; 14/5; 14/5; 5/2; 5/2; 3; 5/2; 
Deportivo La Coruna; 18/5; 7/2; 16/5; 7/2; 13/4; 10/3; 10/3; 10/3; 10/3; 17/5; 33/10; 38/11; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-05 22:17:22 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 17/20; 3/4; 4/6; 4/5; 8/11; 3/4; 4/5; 4/5; 4/5; 4/5; 3/4; 4/5; 8/15
Draw; 13/5; 3; 11/4; 5/2; 27/10; 3; 14/5; 14/5; 28/11; 5/2; 3; 28/11; 
Deportivo La Coruna; 18/5; 7/2; 16/5; 7/2; 16/5; 10/3; 10/3; 10/3; 10/3; 7/2; 17/5; 33/10; 7/2
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-06 02:17:46 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 4/5; 17/20; 4/5; 8/11; 4/5; 4/5; 4/5; 3/4; 5/6; 4/5; 4/5; 4/5; 5/6; 4/5; 4/7
Draw; 5/2; 13/5; 29/10; 13/5; 5/2; 27/10; 11/4; 14/5; 11/4; 13/5; 5/2; 5/2; 29/10; 28/11; 12/5
Deportivo La Coruna; 7/2; 18/5; 10/3; 3; 7/2; 3; 16/5; 10/3; 16/5; 10/3; 7/2; 17/5; 3; 7/2; 23/10
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-06 10:17:47 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 4/5; 17/20; 4/5; 4/5; 8/11; 4/5; 4/5; 4/5; 4/5; 5/6; 5/6; 4/5; 4/5; 4/5; 17/20; 4/5; 4/7; 7/5
Draw; 5/2; 13/5; 29/10; 11/4; 13/5; 5/2; 27/10; 11/4; 14/5; 11/4; 11/4; 13/5; 28/11; 5/2; 14/5; 28/11; 12/5; 19/10
Deportivo La Coruna; 7/2; 18/5; 16/5; 3; 7/2; 3; 16/5; 16/5; 16/5; 16/5; 10/3; 38/11; 17/5; 31/10; 38/11; 23/10; 19/10; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-06 14:17:52 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 4/5; 17/20; 43/50; 17/20; 5/6; 8/11; 4/5; 5/6; 4/5; 5/6; 17/20; 5/6; 17/20; 5/6; 4/5; 4/5; 5/6; 5/6; 4/7; 5/6
Draw; 5/2; 27/10; 53/20; 14/5; 13/5; 13/5; 5/2; 27/10; 11/4; 13/5; 11/4; 11/4; 13/5; 5/2; 12/5; 5/2; 29/10; 28/11; 9/5; 13/5
Deportivo La Coruna; 7/2; 3; 69/20; 16/5; 3; 7/2; 29/10; 16/5; 3; 16/5; 16/5; 33/10; 7/2; 17/5; 3; 57/17; 23/10; 10/3; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-06 18:17:21 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 4/5; 5/6; 5/6; 43/50; 17/20; 17/20; 8/11; 4/5; 5/6; 5/6; 5/6; 17/20; 5/6; 5/6; 5/6; 4/5; 5/6; 4/5; 5/6; 5/6; 10/11; 5/6
Draw; 5/2; 14/5; 27/10; 53/20; 14/5; 13/5; 13/5; 5/2; 27/10; 13/5; 11/4; 11/4; 11/4; 13/5; 5/2; 12/5; 27/10; 5/2; 14/5; 28/11; 12/5; 13/5
Deportivo La Coruna; 7/2; 3; 69/20; 16/5; 3; 7/2; 3; 16/5; 3; 16/5; 16/5; 33/10; 7/2; 14/5; 17/5; 31/10; 57/17; 4/7; 10/3; ; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-06 22:17:02 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 4/5; 5/6; 17/20; 43/50; 20/23; 17/20; 4/5; 11/13; 5/6; 5/6; 20/23; 17/20; 9/10; 5/6; 17/20; 5/6; 13/15; 5/6; 11/13; 17/20; 13/15; 10/11; 5/6
Draw; 5/2; 14/5; 27/10; 53/20; 27/10; 13/5; 5/2; 13/5; 27/10; 13/5; 11/4; 11/4; 27/10; 11/4; 13/5; 5/2; 12/5; 27/10; 28/11; 14/5; 28/11; 13/5; 13/5
Deportivo La Coruna; 7/2; 3; 69/20; 16/5; 3; 33/10; 29/10; 16/5; 14/5; 3; 29/10; 16/5; 3; 16/5; 31/10; 14/5; 13/4; 31/10; 13/4; 14/5; 10/3; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-07 02:16:52 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 4/5; 5/6; 20/23; 89/00; 20/23; 17/20; 4/5; 11/13; 17/20; 5/6; 20/23; 17/20; 10/11; 5/6; 17/20; 10/11; 13/15; 5/6; 11/13; 20/23; 10/11; 10/11; 5/6
Draw; 5/2; 14/5; 27/10; 5/2; 27/10; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 11/4; 27/10; 11/4; 13/5; 27/11; 13/5; 27/10; 28/11; 14/5; 5/2; 13/5; 12/5
Deportivo La Coruna; 7/2; 3; 29/10; 7/2; 16/5; 3; 33/10; 29/10; 16/5; 3; 29/10; 16/5; 16/5; 58/19; 29/10; 14/5; 13/4; 3; 31/10; 14/5; 3; ; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-07 10:17:27 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 10/11; 19/20; 19/20; 49/50; 10/11; 20/21; 5/6; 11/13; 19/20; 10/11; 20/21; 17/20; 1; 10/11; 19/20; 19/20; 13/15; 19/20; 11/13; 20/21; 19/20; 20/21; 20/21
Draw; 13/5; 13/5; 13/5; 64/25; 13/5; 5/2; 12/5; 13/5; 13/5; 13/5; 5/2; 11/4; 27/10; 13/5; 13/5; 27/11; 13/5; 13/5; 28/11; 11/4; 5/2; 9/5; 5/2
Deportivo La Coruna; 11/4; 11/4; 13/5; 3; 11/4; 11/4; 33/10; 13/5; 11/4; 14/5; 3; 13/5; 3; 14/5; 37/13; 29/10; 27/11; 13/4; 27/10; 37/13; 3/10; 11/4; 
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-07 14:17:32 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 10/11; 19/20; 19/20; 49/50; 19/20; 20/21; 5/6; 19/20; 10/11; 19/20; 20/21; 17/20; 1; 10/11; 19/20; 19/20; 13/15; 19/20; 19/20; 1; 19/20; 20/21; 5/6; 10/11
Draw; 13/5; 13/5; 13/5; 64/25; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/5; 13/5; 9/5; 19/10; 10/11
Deportivo La Coruna; 11/4; 11/4; 27/10; 3; 29/10; 13/5; 13/5; 56/19; 13/5; 11/4; 13/5; 3; 13/5; 3; 11/4; 27/10; 29/10; 27/11; 29/10; 27/10; 11/4; 3/10; 12/5; 10/11
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-07 18:17:29 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 10/11; 19/20; 19/20; 24/25; 19/20; 20/21; 5/6; 19/20; 10/11; 10/11; 20/21; 17/20; 1; 10/11; 19/20; 19/20; 13/15; 19/20; 19/20; 20/21; 19/20; 1; 5/6; 10/11
Draw; 13/5; 13/5; 13/5; 66/25; 27/10; 13/5; 5/2; 5/2; 13/5; 11/4; 13/5; 11/4; 27/10; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 11/4; 45/17; 9/5; 19/10; 11/4
Deportivo La Coruna; 11/4; 11/4; 27/10; 149/0; 29/10; 11/4; 13/5; 56/19; 13/5; 11/4; 13/5; 3; 13/5; 3; 11/4; 11/4; 29/10; 27/11; 29/10; 27/10; 11/4; 3/10; 12/5; 13/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-07 22:17:29 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 10/11; 19/20; 19/20; 99/00; 19/20; 20/21; 5/6; 19/20; 19/20; 19/20; 20/21; 17/20; 1; 19/20; 19/20; 1; 13/15; 19/20; 19/20; 1; 10/11; 5/6; 20/21; 
Draw; 13/5; 13/5; 13/5; 13/5; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 11/4; 27/10; 11/4; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 45/17; 13/5; 19/10; 13/5
Deportivo La Coruna; 11/4; 11/4; 13/5; 29/10; 29/10; 13/5; 13/5; 56/19; 13/5; 11/4; 13/5; 3; 13/5; 11/4; 13/5; 27/10; 29/10; 27/11; 29/10; 13/5; 11/4; 23/10; 12/5; 5/2
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-08 02:17:23 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 1; 21/20; 1; 51/50; 19/20; 1; 5/6; 19/20; 1; 1; 17/20; 21/20; 19/20; 1; 13/15; 19/20; 19/20; 21/20; 1; 8/11; 10/11; 20/21; ; 
Draw; 5/2; 13/5; 13/5; 13/5; 27/10; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 11/4; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5; 5/2; 27/10; 13/5; 9/5; 19/10; 13/5
Deportivo La Coruna; 13/5; 12/5; 5/2; 14/5; 29/10; 5/2; 13/5; 56/19; 5/2; 13/5; 5/2; 3; 5/2; 11/4; 5/2; 27/10; 29/10; 27/11; 29/10; 12/5; 27/10; 21/10; 9/4; 13/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-08 10:17:25 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 1; 21/20; 1; 103/00; 19/20; 1; 10/11; 19/20; 1; 20/21; 17/20; 21/20; 19/20; 1; 13/15; 42/41; 19/20; 1; 8/11; 10/11; 1; ; ; 
Draw; 5/2; 13/5; 13/5; 64/25; 11/4; 5/2; 13/5; 5/2; 13/5; 13/5; 11/4; 11/4; 13/5; 11/4; 13/5; 13/5; 13/5; 11/4; 5/2; 11/4; 13/5; 9/5; 19/10; 27/10
Deportivo La Coruna; 13/5; 12/5; 5/2; 14/5; 27/10; 5/2; 13/5; 56/19; 5/2; 13/5; 5/2; 3; 5/2; 11/4; 5/2; 45/17; 29/10; 13/5; 29/10; 5/2; 27/10; 11/5; 9/4; 13/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-08 14:17:29 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Villarreal; 1; 21/20; 1; 21/20; 103/00; 19/20; 1; 10/11; 19/20; 1; 20/21; 17/20; 21/20; 19/20; 1; 10/11; 42/41; 19/20; 1; 8/11; 10/11; 1; ; ; 
Draw; 5/2; 13/5; 13/5; 13/5; 64/25; 11/4; 5/2; 13/5; 5/2; 5/2; 13/5; 11/4; 11/4; 13/5; 11/4; 13/5; 28/11; 13/5; 11/4; 5/2; 11/4; 13/5; 9/5; 19/10; 27/10
Deportivo La Coruna; 13/5; 12/5; 5/2; 12/5; 14/5; 27/10; 5/2; 13/5; 56/19; 5/2; 13/5; 5/2; 3; 5/2; 11/4; 5/2; 27/10; 11/4; 13/5; 29/10; 5/2; 27/10; 11/5; 9/4; 13/5
META; spain/la-liga-primera/deportivo-la-coruna-v-villarreal; 2018-05-08 18:17:28 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
