META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-02-25 22:18:54 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 3/4; 5/6; 4/5; ; 9/10; ; 4/5; 8/11; ; 4/5; 4/5; ; ; ; 5/6; 4/5; 4/5; 4/5; ; ; 4/5; 4/5; 10/13; 5/6; ; 8/13; ; 
Draw; 11/4; 13/5; 27/10; ; 13/5; ; 11/4; 13/5; ; 27/10; 11/4; ; ; ; 14/5; 13/5; 14/5; 11/4; ; ; 14/5; 29/10; 57/20; 14/5; ; 12/5; ; 
Alaves; 7/2; 16/5; 3; ; 15/4; ; 16/5; 3; ; 3; 10/3; ; ; ; 16/5; 10/3; 58/19; 3; ; ; 3; 16/5; 16/5; 58/19; ; 13/8; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-02-26 02:18:35 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 3/4; 5/6; 4/5; 3/4; 9/10; ; 4/5; 8/11; ; 4/5; 3/4; 3/4; ; ; 5/6; 4/5; 5/6; 4/5; ; ; 4/5; 3/4; 10/13; 5/6; ; 8/11; ; 
Draw; 11/4; 13/5; 27/10; 11/4; 13/5; ; 11/4; 13/5; ; 27/10; 3; 14/5; ; ; 14/5; 13/5; 11/4; 11/4; ; ; 14/5; 3; 57/20; ; ; 27/10; ; 
Alaves; 7/2; 16/5; 13/4; 3; 15/4; ; 16/5; 3; ; 16/5; 10/3; 16/5; ; ; 16/5; 10/3; 58/19; 3; ; ; 3; 17/5; 16/5; 58/19; ; 3; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-02-26 10:18:34 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 3/4; 5/6; 4/5; 3/4; 9/10; 4/5; 4/5; 8/11; ; 4/5; 3/4; 3/4; ; ; 5/6; 4/5; 5/6; 4/5; ; ; 4/5; 3/4; 10/13; 5/6; ; 8/11; ; 
Draw; 11/4; 13/5; 27/10; 11/4; 131/50; 29/10; 11/4; 13/5; ; 27/10; 3; 14/5; ; ; 14/5; 11/4; 11/4; 11/4; ; ; 14/5; 3; 57/20; ; ; 27/10; ; 
Alaves; 7/2; 16/5; 13/4; 3; 37/10; 10/3; 16/5; 3; ; 16/5; 10/3; 16/5; ; ; 16/5; 10/3; 58/19; 3; ; ; 3; 17/5; 16/5; 58/19; ; 3; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-02-26 14:19:10 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 3/4; 3/4; 4/5; 3/4; 9/10; 4/5; 4/5; 8/11; ; 4/5; 4/5; 3/4; ; 5/6; 5/6; 4/5; 4/5; 4/5; ; ; 4/5; 10/13; 5/6; ; 8/11; ; 
Draw; 3; 29/10; 11/4; 14/5; 149/0; 3; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 37/13; 3; 14/5; 29/10; 14/5; 14/5; ; 
Alaves; 17/4; 4; 4; 47/10; 4; 4; 22/5; 21/5; 4; 7/2; 4; 4; 21/5; 17/4; 41/10; 43/10; 22/5; 17/4; 4; 9/2; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-03 02:19:46 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 4/6; 7/10; 4/6; 13/20; 8/13; 4/6; 4/6; 4/6; 4/6; 10/13; 7/10; 7/10; 4/6; 4/6; 11/17; 13/19; 19/29; 8/11; 4/6; 4/6; 4/6; 4/7; 4/6
Draw; 3; 14/5; 11/4; 14/5; 149/0; 3; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 37/13; 3; 14/5; 59/20; 29/10; 14/5; 14/5; ; 
Alaves; 17/4; 4; 4; 47/10; 4; 4; 22/5; 21/5; 4; 7/2; 4; 4; 21/5; 17/4; 41/10; 43/10; 22/5; 17/4; 17/4; 4; 7/2; 9/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-03 10:20:13 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 4/6; 7/10; 4/6; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 10/13; 7/10; 7/10; 4/6; 4/6; 11/17; 13/19; 19/29; 8/11; 4/6; 4/6; 4/7; 4/6
Draw; 3; 14/5; 11/4; 14/5; 149/0; 3; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 37/13; 3; 14/5; 29/10; 14/5; 5/2; 14/5; 
Alaves; 17/4; 4; 4; 47/10; 4; 4; 22/5; 21/5; 4; 7/2; 4; 4; 21/5; 17/4; 41/10; 43/10; 22/5; 17/4; 21/5; 7/2; 9/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-03 14:19:52 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 4/6; 7/10; 4/6; 13/20; 8/13; 4/6; 4/6; 4/6; 4/6; 10/13; 7/10; 7/10; 4/6; 9/13; 11/17; 13/19; 19/29; 8/11; 4/6; 9/13; 4/6; 8/13; 4/6
Draw; 3; 14/5; 11/4; 14/5; 149/0; 3; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 29/10; 14/5; 14/5; 14/5; 29/10; 3; 14/5; 59/20; 14/5; 5/2; 14/5; ; 
Alaves; 17/4; 4; 4; 47/10; 4; 4; 22/5; 21/5; 4; 7/2; 4; 4; 39/10; 17/4; 41/10; 43/10; 22/5; 17/4; 39/10; 21/5; 4; 9/2; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-03 18:19:41 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 4/6; 4/6; 73/00; 4/6; 4/6; 8/13; 4/6; 4/6; 4/6; 4/6; 7/10; 7/10; 7/10; 4/6; 9/13; 11/17; 13/19; 19/29; 8/11; 7/10; 5/7; 8/13; 4/6
Draw; 3; 14/5; 11/4; 14/5; 74/25; 3; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 14/5; 14/5; 37/13; 3; 14/5; 59/20; 5/2; 14/5; ; 
Alaves; 17/4; 4; 4; 22/5; 4; 15/4; 4; 22/5; 4; 4; 4; 39/10; 17/4; 41/10; 43/10; 17/4; 4; 4; 21/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-03 22:18:59 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 7/10; 4/6; 73/00; 7/10; 4/6; 4/6; 4/6; 7/10; 4/6; 4/6; 7/10; 7/10; 7/10; 7/10; 5/7; 4/6; 13/19; 19/29; 3/4; 7/10; 5/7; 4/6; 4/6; 8/11
Draw; 3; 14/5; 11/4; 14/5; 74/25; 29/10; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 14/5; 14/5; 14/5; 29/10; 3; 14/5; 59/20; 37/13; 11/4; 13/5; 14/5
Alaves; 17/4; 19/5; 4; 22/5; 4; 4; 22/5; 4; 4; 4; 50/13; 17/4; 41/10; 43/10; 21/5; 4; 39/10; 21/5; 4; 21/5; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-04 02:18:48 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 13/20; 7/10; 4/6; 4/6; 73/00; 7/10; 4/6; 4/6; 4/6; 7/10; 7/10; 4/6; 7/10; 7/10; 7/10; 7/10; 9/13; 7/10; 7/10; 19/29; 3/4; 7/10; 9/13; 4/6; 4/6; 8/11
Draw; 3; 14/5; 11/4; 14/5; 74/25; 29/10; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 14/5; 14/5; 37/13; 11/4; 29/10; 14/5; 59/20; 37/13; 14/5; 27/10; 14/5; 
Alaves; 17/4; 19/5; 4; 22/5; 4; 4; 22/5; 4; 4; 4; 77/19; 17/4; 41/10; 43/10; 21/5; 4; 41/10; 21/5; 4; 21/5; ; ; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-04 10:18:53 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 4/7; 4/7; 4/7; 6/10; 8/13; 4/7; 4/7; 8/15; 7/12; 4/7; 4/7; 4/7; 4/7; 6/10; 8/13; 4/7; 5/9; 4/7; 10/17; 7/12; 8/13; 4/7; 4/7; 4/7; 4/7; 4/7
Draw; 10/3; 29/10; 29/10; 3; 63/20; 16/5; 3; 31/10; 3; 3; 29/10; 3; 58/19; 3; 41/13; 3; 58/19; 3; 3; ; ; ; ; ; ; 
Alaves; 9/2; 5; 24/5; 9/2; 11/2; 5; 19/4; 9/2; 5; 24/5; 5; 9/2; 5; 19/4; 9/2; 5; 96/19; 5; 24/5; 5; 21/4; 51/10; 26/5; 26/5; 27/5; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-04 14:18:54 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 11/20; 4/7; 4/7; 6/10; 31/50; 4/7; 4/7; 8/15; 7/12; 6/10; 4/7; 6/10; 6/10; 6/10; 8/13; 4/7; 4/7; 4/7; 10/17; 7/12; 8/13; 3/5; 10/17; 4/7; 4/7; 4/7
Draw; 16/5; 29/10; 29/10; 3; 13/4; 16/5; 3; 31/10; 3; 14/5; 3; 3; 3; 41/13; 3; 3; 3; ; ; ; ; ; ; ; ; 
Alaves; 5; 19/4; 9/2; 26/5; 5; 19/4; 5; 19/4; 5; 9/2; 5; 19/4; 9/2; 5; 94/19; 5; 24/5; 5; 5; 5; 26/5; 26/5; ; ; ; 
META; spain/la-liga-primera/real-sociedad-v-alaves; 2018-03-04 18:18:41 GMT+2; 2018-03-04 17:30; Nothing; Xlenovo
Real Sociedad; 8/15; 4/7; 8/15; 4/7; 57/00; 11/20; 5/9; 1/2; 4/7; 8/15; 4/7; 11/20; 4/7; 11/20; 4/7; 4/7; 8/15; 4/7; 8/15; 5/9; 8/13; 8/15; 8/15; 8/15; 8/15; 4/7
Draw; 16/5; 29/10; 3; 10/3; 17/5; 3; 16/5; 16/5; 3; 3; 31/10; 3; 31/10; 3; 13/4; 31/10; 16/5; 16/5; 3; 10/3; 10/3; ; ; ; ; 
Alaves; 5; 5; 9/2; 29/5; 5; 5; 5; 11/2; 5; 5; 67/13; 5; 53/10; 5; 21/4; 11/2; 53/10; 26/5; 27/5; 27/5; ; ; ; ; ; 
