META; spain/la-liga-primera/eibar-v-las-palmas; 2018-04-30 14:18:32 GMT+3; 2018-05-13 13:00; Nothing; Xlenovo
Eibar; 9/20; 1/4
Draw; 77/20; 9/5
Las Palmas; 61/10; 14/5
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-04-30 18:18:32 GMT+3; 2018-05-13 13:00; Nothing; Xlenovo
Eibar; 9/20; 1/4
Draw; 77/20; 9/5
Las Palmas; 61/10; 14/5
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-04-30 22:18:27 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 3/10; 2/5; 1/100
Draw; 77/20; 7/2; 15/4; 2
Las Palmas; 61/10; 6; 13/2; 7/2
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-01 02:18:15 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 3/10; 2/5; 2/5; 1/4
Draw; 77/20; 7/2; 15/4; 37/10; 2
Las Palmas; 61/10; 6; 13/2; 6; 7/2
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-01 10:18:19 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 3/10; 3/10; 2/5; 2/5; 1/4
Draw; 77/20; 15/4; 7/2; 15/4; 37/10; 19/10
Las Palmas; 61/10; 6; 13/2; 6; 7/2; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-01 14:18:25 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 3/10; 3/10; 2/5; 2/5; 2/5; 2/5; 1/4
Draw; 77/20; 15/4; 7/2; 15/4; 15/4; 15/4; 37/10; 19/10
Las Palmas; 61/10; 6; 13/2; 6; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-01 18:18:25 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 1/3; 3/10; 2/5; 2/5; 2/5; 2/5; 1/4
Draw; 77/20; 18/5; 7/2; 15/4; 15/4; 15/4; 37/10; 19/10
Las Palmas; 61/10; 6; 13/2; 6; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-01 22:18:28 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 1/3; 3/10; 2/5; 2/5; 2/5; 2/5; 1/4
Draw; 77/20; 18/5; 7/2; 15/4; 15/4; 15/4; 37/10; 19/10
Las Palmas; 61/10; 6; 13/2; 6; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-02 02:18:18 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 1/3; 3/10; 2/5; 2/5; 2/5; 2/5; 1/4
Draw; 77/20; 18/5; 7/2; 15/4; 15/4; 15/4; 37/10; 19/10
Las Palmas; 61/10; 6; 13/2; 6; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-02 10:18:18 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 1/3; 3/10; 2/5; 2/5; 2/5; 2/5; 1/4
Draw; 77/20; 18/5; 7/2; 15/4; 15/4; 15/4; 37/10; 19/10
Las Palmas; 61/10; 6; 13/2; 6; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-02 14:18:32 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 1/3; 3/10; 2/5; 2/5; 2/5; 2/5; 1/4
Draw; 77/20; 18/5; 7/2; 15/4; 15/4; 15/4; 37/10; 12/5
Las Palmas; 61/10; 6; 13/2; 6; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-02 18:18:54 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 1/3; 3/10; 2/5; 2/5; 2/5; 7/19; 2/5; 7/19; 1/4
Eibar; 9/20; 4/11; 3/10; 2/5; 2/5; 2/5; 7/19; 2/5; 3/8; 1/4
Draw; 77/20; 4; 7/2; 15/4; 15/4; 15/4; 62/17; 37/10; 37/10; 12/5
Las Palmas; 61/10; 7; 13/2; 13/2; 6; 25/4; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-04 18:18:55 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 4/11; 3/10; 2/5; 2/5; 2/5; 7/19; 2/5; 3/8; 1/4
Draw; 77/20; 4; 7/2; 15/4; 15/4; 15/4; 62/17; 37/10; 37/10; 12/5
Las Palmas; 61/10; 7; 13/2; 13/2; 6; 25/4; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-04 22:18:49 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 4/11; 3/10; 2/5; 2/5; 2/5; 7/19; 2/5; 3/8; 1/4
Draw; 77/20; 4; 7/2; 15/4; 15/4; 15/4; 62/17; 37/10; 37/10; 12/5
Las Palmas; 61/10; 7; 13/2; 13/2; 6; 25/4; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-05 02:18:36 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 4/11; 3/10; 2/5; 2/5; 2/5; 7/19; 2/5; 3/8; 1/4
Draw; 77/20; 4; 7/2; 15/4; 15/4; 15/4; 62/17; 37/10; 37/10; 14/5
Las Palmas; 61/10; 7; 13/2; 13/2; 6; 25/4; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-05 10:18:42 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 4/11; 3/10; 2/5; 2/5; 2/5; 7/19; 2/5; 3/8; 1/4
Draw; 77/20; 4; 7/2; 15/4; 15/4; 15/4; 62/17; 37/10; 37/10; 3
Las Palmas; 61/10; 7; 13/2; 13/2; 6; 25/4; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-05 14:19:13 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 4/11; 3/10; 2/5; 2/5; 4/9; 7/19; 2/5; 3/8; 1/4
Draw; 77/20; 4; 7/2; 15/4; 7/2; 15/4; 62/17; 37/10; 37/10; 3
Las Palmas; 61/10; 7; 13/2; 13/2; 6; 25/4; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-05 18:18:40 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 2/5; 4/11; 2/5; 4/9; 4/9; 40/85; 4/9; 3/8; 2/5; 9/20; 3/8
Draw; 77/20; 15/4; 7/2; 15/4; 18/5; 7/2; 10/3; 7/2; 62/17; 37/10; 7/2; 37/10
Las Palmas; 61/10; 13/2; 11/2; 13/2; 6; 13/2; 6; 25/4; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-05 22:17:25 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 9/20; 2/5; 4/11; 2/5; 4/9; 4/9; 40/85; 4/9; 3/8; 2/5; 9/20; 7/18; 3/10
Draw; 77/20; 15/4; 7/2; 15/4; 18/5; 7/2; 10/3; 7/2; 15/4; 37/10; 7/2; 15/4; 
Las Palmas; 61/10; 13/2; 11/2; 13/2; 6; 13/2; 6; 25/4; 6; 13/2; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-06 02:17:50 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 9/20; 4/9; 2/5; 2/5; 4/9; 4/9; 40/85; 4/9; 5/12; 2/5; 9/20; 5/12; 1/3
Draw; 7/2; 77/20; 18/5; 10/3; 15/4; 7/2; 7/2; 16/5; 7/2; 18/5; 37/10; 7/2; 62/17; 23/10
Las Palmas; 11/2; 61/10; 13/2; 11/2; 13/2; 6; 11/2; 6; 113/9; 6; 6; 7/2; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-06 10:17:51 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 9/20; 4/9; 7/15; 2/5; 2/5; 4/9; 4/9; 40/85; 9/20; 4/9; 5/12; 2/5; 9/20; 5/12; 1/3; 8/15
Draw; 7/2; 77/20; 18/5; 16/5; 10/3; 15/4; 7/2; 7/2; 16/5; 15/4; 7/2; 62/17; 37/10; 7/2; 62/17; 9/4; 7/2
Las Palmas; 11/2; 61/10; 13/2; 11/2; 11/2; 13/2; 6; 11/2; 6; 11/2; 6; 113/9; 6; 6; 7/2; 7/2; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-06 14:17:55 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 1/2; 9/20; 40/85; 7/15; 2/5; 2/5; 1/2; 9/20; 1/2; 1/2; 1/2; 1/2; 5/11; 4/9; 2/5; 1/2; 7/15; 1/3; 8/15
Draw; 7/2; 16/5; 77/20; 7/2; 16/5; 16/5; 15/4; 16/5; 7/2; 10/3; 16/5; 100/0; 7/2; 17/5; 7/2; 37/10; 17/5; 38/11; 23/10; 7/2
Las Palmas; 11/2; 11/2; 61/10; 6; 11/2; 11/2; 13/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 11/2; 6; 11/2; 61/11; 9/2; 7/2
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-06 18:17:25 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 2/5; 4/9; 4/9; 9/20; 4/9; 4/9; 2/5; 2/5; 4/9; 4/9; 4/9; 40/85; 9/20; 4/9; 3/7; 4/9; 3/7; 2/5; 9/20; 3/7; 1/3; 2/5
Draw; 7/2; 7/2; 10/3; 77/20; 7/2; 7/2; 16/5; 15/4; 13/4; 7/2; 10/3; 10/3; 15/4; 7/2; 38/11; 7/2; 38/11; 37/10; 18/5; 7/2; 23/10; 10/3
Las Palmas; 6; 6; 61/10; 6; 11/2; 13/2; 6; 6; 11/2; 6; 76/13; 11/2; 53/10; 6; 59/10; 23/5; 29/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-06 22:17:05 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 2/5; 4/9; 4/9; 9/20; 2/5; 4/9; 4/11; 2/5; 4/9; 2/5; 4/9; 4/9; 40/85; 9/20; 4/9; 5/12; 4/9; 2/5; 2/5; 5/12; 4/11; 4/11
Draw; 7/2; 7/2; 10/3; 77/20; 15/4; 7/2; 7/2; 15/4; 13/4; 19/5; 10/3; 7/2; 17/5; 15/4; 7/2; 39/11; 7/2; 37/10; 19/5; 18/5; 7/2; 7/2
Las Palmas; 6; 6; 61/10; 6; 11/2; 7; 13/2; 13/2; 11/2; 6; 11/2; 13/2; 6; 11/2; 13/2; 13/2; 25/4; 28/5; 34/5; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-07 02:16:55 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 4/9; 4/9; 23/50; 2/5; 4/9; 4/11; 2/5; 4/9; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 3/7; 4/9; 3/7; 2/5; 2/5; 3/7; 4/11; 4/9
Draw; 7/2; 7/2; 17/5; 71/20; 15/4; 10/3; 7/2; 15/4; 17/5; 18/5; 10/3; 7/2; 17/5; 7/2; 7/2; 38/11; 7/2; 38/11; 37/10; 19/5; 38/11; 7/2; 10/3
Las Palmas; 11/2; 6; 13/2; 33/5; 6; 11/2; 7; 13/2; 13/2; 13/2; 11/2; 13/2; 6; 6; 11/2; 53/10; 13/2; 7; 28/5; 32/5; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-07 10:17:31 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 4/9; 4/9; 11/25; 2/5; 4/9; 4/11; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 9/20; 4/9; 5/12; 4/9; 3/7; 2/5; 2/5; 5/12; 4/11; 2/5
Draw; 7/2; 7/2; 17/5; 73/20; 15/4; 10/3; 7/2; 15/4; 17/5; 18/5; 10/3; 7/2; 7/2; 7/2; 7/2; 17/5; 7/2; 38/11; 37/10; 19/5; 38/11; 7/2; 7/2
Las Palmas; 11/2; 6; 13/2; 69/10; 6; 11/2; 7; 13/2; 13/2; 6; 11/2; 13/2; 6; 13/2; 13/2; 11/2; 53/10; 13/2; 7; 13/2; 26/5; 33/5; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-07 14:17:35 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 2/5; 4/9; 4/9; 21/50; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 4/9; 4/9; 4/9; 9/20; 2/5; 2/5; 4/9; 3/7; 2/5; 2/5; 7/17; 4/11; 4/11; 4/9
Draw; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; 7/2; 15/4; 17/5; 19/5; 16/5; 7/2; 7/2; 7/2; 7/2; 39/11; 7/2; 38/11; 37/10; 19/5; 18/5; 7/2; 11/4; 7/2
Las Palmas; 13/2; 6; 13/2; 36/5; 13/2; 6; 6; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 25/4; 11/2; 53/10; 13/2; 7; 13/2; 26/5; 28/5; 10/11; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-07 18:17:32 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 2/5; 4/9; 4/9; 11/25; 2/5; 2/5; 4/11; 2/5; 4/9; 2/5; 4/9; 4/9; 4/9; 9/20; 2/5; 2/5; 4/9; 3/7; 2/5; 2/5; 7/17; 4/11; 4/11; 4/9
Draw; 15/4; 7/2; 7/2; 37/10; 15/4; 7/2; 7/2; 15/4; 17/5; 19/5; 16/5; 7/2; 7/2; 7/2; 7/2; 39/11; 7/2; 38/11; 37/10; 19/5; 18/5; 7/2; 11/4; 7/2
Las Palmas; 13/2; 6; 13/2; 34/5; 13/2; 6; 6; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 25/4; 11/2; 53/10; 13/2; 7; 13/2; 26/5; 28/5; 31/5; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-07 22:17:33 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 2/5; 4/9; 2/5; 43/00; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 9/20; 2/5; 2/5; 4/9; 3/7; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5
Draw; 15/4; 7/2; 7/2; 15/4; 15/4; 7/2; 7/2; 15/4; 7/2; 19/5; 7/2; 7/2; 7/2; 7/2; 15/4; 15/4; 7/2; 38/11; 37/10; 19/5; 15/4; 7/2; 11/4; 7/2
Las Palmas; 13/2; 6; 13/2; 69/10; 13/2; 6; 13/2; 13/2; 7; 11/2; 13/2; 6; 13/2; 27/4; 11/2; 53/10; 13/2; 7; 27/4; 26/5; 28/5; 33/5; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-08 02:17:27 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 2/5; 4/9; 2/5; 21/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 3/8; 4/9; 3/7; 2/5; 2/5; 7/18; 4/11; 4/11; 4/11
Draw; 15/4; 7/2; 7/2; 77/20; 15/4; 15/4; 7/2; 15/4; 7/2; 19/5; 7/2; 7/2; 7/2; 15/4; 15/4; 19/5; 7/2; 38/11; 37/10; 19/5; 50/13; 7/2; 11/4; 4
Las Palmas; 13/2; 6; 13/2; 69/10; 13/2; 6; 13/2; 13/2; 7; 11/2; 13/2; 6; 13/2; 7; 11/2; 53/10; 13/2; 7; 26/5; 28/5; 34/5; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-08 10:17:28 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 4/9; 2/5; 21/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/18; 4/9; 3/7; 2/5; 2/5; 7/18; 4/11; 4/11; 4/11
Draw; 10/3; 7/2; 7/2; 19/5; 15/4; 15/4; 7/2; 15/4; 7/2; 19/5; 7/2; 7/2; 7/2; 15/4; 7/2; 15/4; 7/2; 62/17; 37/10; 19/5; 19/5; 7/2; 11/4; 4
Las Palmas; 6; 13/2; 71/10; 13/2; 6; 13/2; 13/2; 7; 11/2; 13/2; 6; 13/2; 27/4; 11/2; 34/5; 13/2; 7; 26/5; 28/5; 34/5; ; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-08 14:17:32 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 4/9; 2/5; 4/9; 21/50; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/18; 2/5; 3/7; 2/5; 2/5; 7/18; 4/11; 4/11; 4/11
Draw; 10/3; 7/2; 7/2; 17/5; 19/5; 15/4; 15/4; 7/2; 15/4; 7/2; 19/5; 7/2; 7/2; 7/2; 15/4; 7/2; 15/4; 18/5; 62/17; 37/10; 19/5; 19/5; 7/2; 3; 
Las Palmas; 6; 13/2; 6; 71/10; 13/2; 6; 13/2; 13/2; 7; 11/2; 13/2; 6; 13/2; 27/4; 25/4; 34/5; 13/2; 7; 26/5; 28/5; 34/5; ; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-08 18:17:32 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 4/9; 2/5; 4/9; 43/00; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/17; 2/5; 5/12; 2/5; 2/5; 7/17; 4/11; 4/11; 2/5
Draw; 10/3; 7/2; 18/5; 17/5; 73/20; 15/4; 15/4; 7/2; 15/4; 7/2; 18/5; 7/2; 7/2; 18/5; 15/4; 7/2; 62/17; 18/5; 39/10; 37/10; 19/5; 37/10; 7/2; 11/4; 7/2
Las Palmas; 6; 7; 36/5; 13/2; 6; 13/2; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 13/2; 6; 33/5; 13/2; 7; 27/4; 6; 29/5; 32/5; ; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-08 22:17:35 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 2/5; 2/5; 4/9; 43/00; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/17; 2/5; 5/12; 2/5; 2/5; 7/17; 4/11; 4/11; 2/5
Draw; 10/3; 18/5; 18/5; 17/5; 73/20; 15/4; 7/2; 7/2; 15/4; 18/5; 18/5; 7/2; 7/2; 18/5; 15/4; 7/2; 62/17; 18/5; 39/10; 37/10; 19/5; 37/10; 7/2; 11/4; 7/2
Las Palmas; 6; 13/2; 7; 36/5; 13/2; 6; 7; 13/2; 13/2; 11/2; 13/2; 6; 13/2; 13/2; 6; 33/5; 13/2; 7; 27/4; 6; 29/5; 32/5; ; ; 
META; spain/la-liga-primera/eibar-v-las-palmas; 2018-05-09 02:17:25 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Eibar; 4/9; 2/5; 2/5; 4/9; 43/00; 2/5; 2/5; 4/11; 2/5; 2/5; 2/5; 2/5; 4/9; 4/9; 4/9; 2/5; 7/17; 2/5; 5/12; 2/5; 2/5; 7/17; 4/11; 4/11; 2/5
