META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-14 22:19:25 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; ; 1/14; ; 3/40; 1/14; 1/33; 1/16; ; 1/14; ; ; ; ; ; ; 1/16; 1/12; 1/16; ; ; 1/14; 1/18; 1/12; 1/12; ; 1/20; ; 
Barcelona; 1/12; 1/12; 1/14; 1/14; 3/40; 1/14; 223214/6249993; 1/16; ; 1/14; ; 1/14; ; 1/12; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; ; 1/14; 1/18; 1/12; 1/16; ; 1/12; ; 
Draw; 10; 10; 12; 11; 17; 13; 12; 13; ; 12; ; 10; ; 10; 11; 11; 10; 43/4; 10; 21/2; ; 10; 12; 9; 43/4; ; 9; ; 
Alaves; 20; 22; 40; 22; 33; 40; 33; 35; ; 40; ; 25; ; 28; 22; 25; 25; 85/4; 25; 20; ; 25; 40; 28; 85/4; ; 76/5; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-15 18:21:45 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/12; 1/14; 1/14; 3/40; 1/14; 1/33; 1/16; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 10; 12; 11; 17; 13; 14; 13; 11; 12; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 41/2; 25; 20; 20; 25; 33; 28; 83/4; ; 18; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-15 22:20:06 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/12; 1/14; 1/14; 3/40; 1/14; 1/33; 1/16; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 10; 12; 11; 17; 13; 14; 13; 11; 12; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 41/2; 25; 20; 20; 25; 33; 28; 83/4; ; 18; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-16 02:19:38 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/12; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 10; 12; 11; 17; 13; 14; 12; 11; 12; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 41/2; 25; 20; 20; 25; 40; 28; 83/4; ; 18; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-16 10:20:06 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 12; 11; 17; 13; 14; 12; 11; 12; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 41/2; 25; 20; 20; 25; 40; 28; 83/4; ; 18; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-16 14:21:50 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 12; 11; 17; 13; 14; 12; 11; 12; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 41/2; 25; 20; 20; 25; 40; 28; 83/4; ; 73/5; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-16 18:21:55 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 12; 11; 17; 13; 14; 12; 11; 12; ; 10; ; 10; 11; 19/2; 10; 11; 10; 21/2; 21/2; 10; 12; 10; 45/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 41/2; 25; 20; 20; 25; 40; 28; 83/4; ; 73/5; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-16 22:20:51 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 12; 11; 17; 13; 14; 12; 11; 12; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 83/4; 25; 20; 20; 25; 40; 28; 83/4; ; 73/5; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-17 10:19:51 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 12; 11; 17; 13; 14; 12; 11; 12; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 83/4; 25; 20; 20; 25; 40; 28; 83/4; ; 73/5; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-17 14:22:11 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/18; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 17; 13; 14; 12; 11; 11; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 57/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 83/4; 25; 20; 20; 25; 40; 28; 83/4; ; 73/5; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-17 18:19:21 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/18; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 17; 13; 14; 12; 11; 11; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 83/4; 25; 20; 20; 25; 40; 28; 83/4; ; 88/5; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-17 22:19:22 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 3/40; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/18; 1/16; 1/16; 1/16; ; 1/12; 1/14; 1/16; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 17; 13; 14; 12; 11; 11; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; ; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 33; 40; 28; 35; 20; 40; ; 25; ; 28; 22; 19; 25; 83/4; 25; ; 20; 25; 30; 28; 83/4; ; 19/2; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-18 02:19:18 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; ; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 28; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 83/4; ; 19/2; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-18 10:19:19 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; ; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 28; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 21; ; 19/2; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-18 14:19:18 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; ; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 25; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 83/4; ; 19/2; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-18 18:19:24 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; ; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 25; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 83/4; ; 19/2; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-18 22:20:44 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 25; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 21; ; 19/2; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-19 02:20:41 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 25; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 21; ; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-19 10:20:26 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 25; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 21; ; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-19 14:20:31 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 1/33; 1/25; 1/12; 1/14; ; 1/14; ; 1/12; 1/12; 1/16; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/14; 1/16; ; 1/12; ; 
Draw; 10; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; ; 10; ; 10; 11; 19/2; 10; 43/4; 10; 21/2; 21/2; 10; 12; 10; 43/4; ; 66/5; ; 
Alaves; 20; 22; 40; 22; 30; 40; 28; 35; 20; 40; ; 25; ; 25; 22; ; 25; 83/4; 25; 20; 20; 25; 40; 28; 21; ; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-19 18:20:28 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; ; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; ; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 11; ; 9; ; 9; 10; 19/2; 10; 11; 10; 10; 21/2; 10; 12; 9; 43/4; ; 66/5; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; ; 22; ; 25; 22; 17; 24; 81/4; 24; 18; 20; 22; 30; 25; 21; ; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-19 22:20:47 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; ; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 11; ; 9; ; 9; 10; 19/2; 10; 11; 10; 10; 21/2; 10; 12; 9; 43/4; 66/5; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; ; 22; ; 25; 22; 17; 24; 81/4; 24; 18; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-20 02:20:24 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; ; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 11; ; 9; ; 9; 10; 19/2; 10; 11; 10; 10; 21/2; 10; 12; 9; 43/4; 66/5; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; ; 22; ; 25; 22; 17; 24; 81/4; 24; 18; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-20 10:20:19 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; ; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 11; ; 9; ; 9; 10; 19/2; 10; 11; 10; 10; 21/2; 10; 12; 9; 43/4; 66/5; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; ; 22; ; 25; 22; 17; 24; 81/4; 24; 18; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-20 14:22:16 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; ; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 11; ; 9; ; 9; 10; 19/2; 10; 11; 10; 10; 21/2; 10; 12; 9; 43/4; 62/5; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; ; 22; ; 25; 22; 17; 24; 81/4; 24; 18; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-20 18:20:42 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; ; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 10; ; 9; ; 9; 10; 19/2; 10; 11; 10; 19/2; 21/2; 10; 12; 9; 43/4; 62/5; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; ; 22; ; 25; 22; 17; 24; 81/4; 24; 35/2; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-20 22:20:12 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; 1/16; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 10; 12; 9; ; 9; 10; 19/2; 10; 11; 10; 19/2; 21/2; 10; 12; 9; 43/4; 62/5; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; 22; 22; ; 25; 22; 17; 24; 81/4; 24; 35/2; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-21 02:20:01 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; 1/16; 1/11; ; 1/11; 1/11; 1/16; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 10; 12; 9; ; 9; 10; 19/2; 10; 11; 10; 19/2; 21/2; 10; 12; 9; 43/4; 10; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; 22; 22; ; 25; 22; 17; 24; 81/4; 24; 35/2; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-21 10:19:55 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 1/25; 1/25; 1/12; 1/12; 1/16; 1/12; ; 1/11; 1/11; 1/18; 1/16; 1/16; 1/16; 1/14; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 12; 12; 11; 10; 12; 9; ; 9; 10; 19/2; 10; 11; 10; 19/2; 21/2; 10; 12; 9; 43/4; 10; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; 22; 25; ; 25; 22; 19; 24; 81/4; 24; 35/2; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-21 14:20:02 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/12; 1/14; 9/100; 1/16; 223214/ 6249993; 1/25; 1/12; 1/12; 1/16; 1/11; ; 1/10; 1/11; 1/16; 1/16; 1/16; 1/16; ; 1/12; 1/12; 1/16; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 14; 12; 11; 10; 12; 9; ; 9; 10; 19/2; 10; 11; 10; ; 21/2; 10; 12; 9; 43/4; 10; ; 
Alaves; 18; 22; 33; 22; 30; 40; 25; 35; 20; 33; 22; 20; ; 25; 22; 19; 24; 81/4; 24; ; 20; 22; 30; 25; 21; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-21 18:19:33 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 223214/ 6249993; 1/25; 1/12; 1/14; 1/16; 1/12; ; 1/12; 1/12; 1/18; 1/16; 1/16; 1/16; 1/16; 1/12; 1/14; 1/18; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 14; 12; 11; 11; 12; 10; ; 10; 12; 10; 10; 11; 10; 10; 21/2; 10; 12; 9; 11; 57/5; ; 
Alaves; 18; 22; 40; 22; 30; 40; 28; 35; 20; 40; 25; 22; ; 28; 20; 19; 24; 41/2; 24; 19; 20; 22; 40; 25; 41/2; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-21 22:19:12 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/12; 1/11; 1/14; 1/14; 9/100; 1/16; 223214/ 6249993; 1/25; 1/12; 1/14; 1/16; 1/12; ; 1/12; 1/12; 1/18; 1/16; 1/16; 1/16; ; 1/12; 1/14; 1/18; 1/12; 1/16; 1/12; ; 
Draw; 12; 9; 11; 11; 29/2; 13; 14; 12; 12; 11; 12; 10; ; 10; 12; 10; 10; 47/4; 10; ; 23/2; 10; 12; 9; 47/4; 57/5; ; 
Alaves; 18; 22; 40; 22; 30; 40; 28; 35; 20; 40; 25; 22; ; 28; 20; 19; 24; 45/2; 24; ; 20; 22; 35; 25; 89/4; 23; ; 
META; spain/la-liga-primera/barcelona-v-alaves; 2018-01-22 02:19:07 GMT+2; 2018-01-28 19:45; Nothing; Xlenovo
Barcelona; 1/14; 1/10; 1/12; 1/14; 1/10; 1/12; 1/22; 1/20; 1/12; 1/12; 1/14; 1/11; ; 1/11; 1/10; 1/16; 1/16; 1/16; 1/16; 1/11; 1/12; 1/12; 1/16; 1/11; 1/16; 1/10; ; 
