META; spain/la-liga-primera/girona-v-eibar; 2018-04-24 22:18:10 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 1; 10/11; 1; 1; 1; 1; 21/20; 1; 4/6; ; ; ; ; ; 
Draw; 23/10; 61/25; 12/5; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 40/17; 23/10; 23/10; 23/10; 19/10; ; 
Eibar; 14/5; 69/20; 3; 29/10; 11/4; 37/13; 3; 11/4; 14/5; 3; 37/13; 28/11; 37/13; 29/10; 37/13; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-04-28 22:18:16 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 1; 20/21; 10/11; 1; 1; 1; 1; 21/20; 1; 4/6; ; ; ; ; 
Draw; 23/10; 61/25; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 40/17; 23/10; 23/10; 23/10; 19/10; 
Eibar; 14/5; 69/20; 3; 29/10; 11/4; 37/13; 3; 11/4; 14/5; 3; 14/5; 28/11; 37/13; 29/10; 37/13; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-04-29 02:18:05 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 1; 20/21; 10/11; 1; 1; 1; 21/20; 1; 4/6; ; ; ; ; ; 
Draw; 23/10; 61/25; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 40/17; 23/10; 23/10; 23/10; 19/10; ; 
Eibar; 14/5; 69/20; 3; 29/10; 11/4; 37/13; 3; 11/4; 14/5; 3; 14/5; 28/11; 37/13; 29/10; 37/13; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-04-29 10:18:07 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 1; 20/21; 10/11; 1; 1; 1; 1; 21/20; 1; 4/6; 1; ; ; ; ; 
Draw; 23/10; 61/25; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 23/10; 23/10; 40/17; 23/10; 23/10; 23/10; 19/10; 9/4; 
Eibar; 14/5; 69/20; 3; 29/10; 11/4; 37/13; 3; 11/4; 14/5; 3; 37/13; 28/11; 37/13; 29/10; 37/13; 13/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-04-29 14:18:10 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 19/20; 1; 1; 20/21; 10/11; 1; 19/20; 1; 21/20; 1; 1; 1; 4/6; 1; ; ; ; 
Draw; 23/10; 23/10; 61/25; 12/5; 9/4; 23/10; 23/10; 23/10; 12/5; 5/2; 9/4; 23/10; 12/5; 23/10; 12/5; 23/10; 19/10; 9/4
Eibar; 3; 14/5; 69/20; 3; 11/4; 37/13; 3; 14/5; 11/4; 29/10; 3; 29/10; 37/13; 3; 56/19; 13/5; 14/5; 
META; spain/la-liga-primera/girona-v-eibar; 2018-04-29 18:17:52 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 19/20; 1; 1; 20/21; 10/11; 1; 19/20; 21/20; 21/20; 1; 30/29; 1; 1; 8/11; 1; ; ; ; 
Draw; 23/10; 23/10; 61/25; 12/5; 23/10; 23/10; 23/10; 23/10; 9/4; 5/2; 9/4; 23/10; 23/10; 9/4; 23/10; 12/5; 23/10; 21/10; 9/4
Eibar; 3; 14/5; 69/20; 3; 11/4; 37/13; 3; 14/5; 11/4; 29/10; 3; 29/10; 28/11; 37/13; 29/10; 56/19; 13/5; 14/5; 
META; spain/la-liga-primera/girona-v-eibar; 2018-04-29 22:17:48 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 19/20; 1; 1; 20/21; 10/11; 1; 11/10; 21/20; 11/10; 1; 1; 21/20; 1; 21/20; 1; 8/11; 1; ; 
Draw; 23/10; 23/10; 61/25; 12/5; 9/4; 23/10; 40/17; 23/10; 11/5; 5/2; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; 40/17; 9/4; 23/10
Eibar; 3; 14/5; 69/20; 3; 29/10; 11/4; 3; 11/4; 11/4; 27/10; 3; 11/4; 28/11; 56/19; 14/5; 14/5; 11/4; 14/5; 
META; spain/la-liga-primera/girona-v-eibar; 2018-04-30 02:17:37 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 19/20; 1; 11/10; 117/00; 1; 21/20; 10/11; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 4/5; 10/9; 
Draw; 23/10; 23/10; 9/4; 12/5; 12/5; 9/4; 23/10; 40/17; 23/10; 9/4; 5/2; 11/5; 12/5; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 9/4; 21/10
Eibar; 3; 14/5; 13/5; 57/20; 3; 13/5; 11/4; 3; 11/4; 11/4; 27/10; 11/4; 14/5; 45/17; 28/11; 56/19; 11/4; 45/17; 11/4; 5/2; 
META; spain/la-liga-primera/girona-v-eibar; 2018-04-30 10:17:37 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 19/20; 6/5; 11/10; 117/00; 21/20; 21/20; 10/11; 1; 21/20; 21/20; 11/10; 21/20; 11/10; 21/20; 17/16; 1; 21/20; 21/20; 4/5; 10/9; 
Draw; 23/10; 21/10; 9/4; 12/5; 23/10; 9/4; 11/5; 40/17; 23/10; 9/4; 5/2; 11/5; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 23/10; 9/4; 21/10
Eibar; 3; 5/2; 13/5; 57/20; 29/10; 11/4; 13/5; 3; 11/4; 11/4; 11/4; 11/4; 14/5; 27/10; 29/10; 56/19; 29/10; 11/4; 2; 5/2; 
META; spain/la-liga-primera/girona-v-eibar; 2018-04-30 14:17:42 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 19/20; 6/5; 11/10; 113/00; 21/20; 21/20; 10/11; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 1; 21/20; 21/20; 5/6; 20/21; 21/20; 21/20; 
Draw; 23/10; 21/10; 9/4; 123/0; 23/10; 9/4; 11/5; 40/17; 23/10; 9/4; 5/2; 11/5; 12/5; 9/4; 40/17; 9/4; 40/17; 23/10; 23/10; 40/17; 9/4; 2; 23/10; 11/5
Eibar; 3; 5/2; 13/5; 29/10; 29/10; 11/4; 13/5; 3; 11/4; 11/4; 11/4; 11/4; 11/4; 11/4; 14/5; 29/10; 56/19; 29/10; 14/5; 2; 21/10; 14/5; 5/2; 
META; spain/la-liga-primera/girona-v-eibar; 2018-04-30 18:17:42 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 11/10; 1; 11/10; 111/00; 21/20; 21/20; 1; 21/20; 1; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 5/6; 10/11; 21/20; 21/20
Draw; 23/10; 11/5; 21/10; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 21/10; 9/4; 21/10; 5/2; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 21/10; 2; 23/10; 21/10
Eibar; 14/5; 11/4; 14/5; 13/5; 61/20; 29/10; 14/5; 11/4; 29/10; 14/5; 11/4; 14/5; 11/4; 29/10; 14/5; 14/5; 37/13; 14/5; 29/10; 37/13; 29/10; 37/13; 19/10; 11/5; 14/5; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-04-30 22:17:42 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 11/10; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 9/10; 10/11; 21/20; 21/20; 
Draw; 23/10; 11/5; 21/10; 9/4; 123/0; 23/10; 9/4; 9/4; 23/10; 21/10; 23/10; 21/10; 5/2; 11/5; 23/10; 9/4; 40/17; 9/4; 40/17; 9/4; 23/10; 40/17; 21/10; 2; 23/10; 11/5
Eibar; 14/5; 11/4; 14/5; 13/5; 3; 29/10; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 11/4; 29/10; 14/5; 14/5; 11/4; 14/5; 29/10; 37/13; 29/10; 11/4; 19/10; 11/5; 14/5; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-01 02:17:31 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 11/10; 1; 11/10; 11/10; 21/20; 21/20; 1; 21/20; 1; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 9/10; 10/11; 21/20; 21/20; 
Draw; 23/10; 11/5; 21/10; 9/4; 123/0; 23/10; 9/4; 9/4; 23/10; 21/10; 23/10; 21/10; 5/2; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 40/17; 21/10; 2; 23/10; 11/5
Eibar; 14/5; 11/4; 14/5; 13/5; 3; 29/10; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 11/4; 29/10; 14/5; 14/5; 14/5; 14/5; 29/10; 37/13; 29/10; 37/13; 19/10; 11/5; 14/5; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-01 10:17:32 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 11/10; 1; 11/10; 11/10; 21/20; 1; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 10/11; 10/11; 21/20; ; ; 
Draw; 23/10; 11/5; 21/10; 9/4; 123/0; 23/10; 9/4; 9/4; 23/10; 21/10; 23/10; 21/10; 5/2; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 40/17; 21/10; 2; 11/5
Eibar; 14/5; 11/4; 14/5; 13/5; 3; 29/10; 14/5; 11/4; 29/10; 14/5; 3; 14/5; 11/4; 29/10; 14/5; 14/5; 37/13; 14/5; 29/10; 37/13; 29/10; 29/10; 11/4; 11/5; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-01 14:17:36 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 11/10; 21/20; 11/10; 109/00; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 1; 5/6; 1; 21/20; ; ; 
Draw; 23/10; 11/5; 11/5; 9/4; 49/20; 23/10; 9/4; 9/4; 23/10; 11/5; 23/10; 23/10; 5/2; 11/5; 23/10; 9/4; 40/17; 9/4; 40/17; 9/4; 23/10; 40/17; 2; 23/10; 21/10; 
Eibar; 14/5; 11/4; 29/10; 13/5; 61/20; 29/10; 14/5; 11/4; 29/10; 29/10; 3; 14/5; 11/4; 3; 14/5; 14/5; 29/10; 14/5; 29/10; 37/13; 29/10; 29/10; 11/4; 21/10; 14/5; 13/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-01 18:17:35 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 11/10; 21/20; 11/10; 111/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 21/20; 1; 10/11; 21/20; 21/20
Draw; 23/10; 11/5; 11/5; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 5/2; 11/5; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; 19/10; 2; 23/10; 23/10
Eibar; 14/5; 11/4; 29/10; 13/5; 61/20; 29/10; 14/5; 11/4; 29/10; 29/10; 11/4; 14/5; 11/4; 3; 14/5; 14/5; 37/13; 14/5; 29/10; 37/13; 29/10; 29/10; 14/5; 9/4; 9/4; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-01 22:17:39 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 1; 11/10; 21/20; 11/10; 111/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 
Draw; 23/10; 11/5; 21/10; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 5/2; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; 11/5; 9/4; 23/10; 23/10
Eibar; 14/5; 11/4; 14/5; 13/5; 61/20; 29/10; 14/5; 11/4; 29/10; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 14/5; 14/5; 14/5; 29/10; 37/13; 29/10; 37/13; 14/5; 11/4; 13/5; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-02 02:17:30 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 21/20; 21/20; 21/20; 11/10; 111/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 21/20; 1; 20/21; 21/20; 21/20
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 5/2; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; 11/5; 21/10; 23/10; 23/10
Eibar; 13/5; 14/5; 14/5; 13/5; 61/20; 29/10; 11/4; 11/4; 29/10; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 29/10; 37/13; 29/10; 14/5; 14/5; 11/4; 13/5; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-02 10:17:30 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 21/20; 21/20; 21/20; 11/10; 111/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 5/2; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; 11/5; 21/10; 23/10; 23/10
Eibar; 13/5; 14/5; 14/5; 13/5; 61/20; 29/10; 11/4; 11/4; 29/10; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 29/10; 37/13; 29/10; 14/5; 14/5; 11/4; 13/5; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-02 14:17:37 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 21/20; 21/20; 21/20; 11/10; 111/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 21/20; 20/21; 20/21; 21/20; 21/20
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 5/2; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
Eibar; 13/5; 14/5; 14/5; 13/5; 61/20; 29/10; 11/4; 11/4; 29/10; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 29/10; 37/13; 29/10; 14/5; 14/5; 11/4; 27/10; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-02 18:18:00 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 21/20; 21/20; 21/20; 11/10; 109/00; 21/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 21/20; 21/20; 21/20; 1; 20/21; 20/21; 10/9; 21/20
Draw; 23/10; 9/4; 21/10; 9/4; 121/0; 23/10; 11/5; 9/4; 23/10; 11/5; 9/4; 11/5; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 9/4; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 23/10
Eibar; 13/5; 14/5; 29/10; 13/5; 31/10; 29/10; 14/5; 11/4; 29/10; 29/10; 11/4; 14/5; 14/5; 14/5; 11/4; 37/13; 14/5; 29/10; 37/13; 29/10; 37/13; 14/5; 11/4; 27/10; 3; 
META; spain/la-liga-primera/girona-v-eibar; 2018-05-02 22:17:53 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 1; 21/20; 21/20; 21/20; 1; 10/9; 11/10; ; 
Draw; 23/10; 9/4; 21/10; 9/4; 23/10; 11/5; 9/4; 40/17; 11/5; 9/4; 11/5; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 23/10; 23/10; 23/10; 11/5; 9/4; 23/10; 23/10; 23/10
Eibar; 13/5; 14/5; 14/5; 13/5; 29/10; 14/5; 11/4; 3; 14/5; 11/4; 11/4; 14/5; 14/5; 13/5; 14/5; 14/5; 29/10; 56/19; 29/10; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-03 02:17:49 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 21/20; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 17/16; 1; 21/20; 21/20; 21/20; 1; 10/9; 10/9; ; 
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 11/5; 9/4; 40/17; 11/5; 9/4; 11/5; 43/20; 23/10; 9/4; 23/10; 9/4; 40/17; 23/10; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10; 23/10
Eibar; 13/5; 14/5; 14/5; 13/5; 29/10; 11/4; 11/4; 3; 14/5; 11/4; 11/4; 14/5; 14/5; 13/5; 14/5; 14/5; 29/10; 56/19; 14/5; 14/5; 14/5; 11/4; 13/5; 14/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-03 10:17:51 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 11/10; 21/20; 21/20; 11/10; 21/20; 21/20; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 1; 17/16; 1; 21/20; 21/20; 21/20; 1; 10/9; ; 
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 11/5; 9/4; 40/17; 11/5; 9/4; 11/5; 43/20; 23/10; 11/5; 23/10; 9/4; 40/17; 23/10; 23/10; 23/10; 11/5; 9/4; 21/10; 23/10
Eibar; 11/4; 14/5; 14/5; 13/5; 29/10; 11/4; 11/4; 3; 14/5; 11/4; 11/4; 14/5; 14/5; 11/4; 14/5; 14/5; 29/10; 56/19; 14/5; 14/5; 14/5; 13/5; 13/5; 14/5
META; spain/la-liga-primera/girona-v-eibar; 2018-05-03 14:17:57 GMT+3; 2018-05-05 12:00; Nothing; Xlenovo
Girona; 11/10; 21/20; 21/20; 11/10; 113/00; 21/20; 21/20; 1; 11/10; 21/20; 11/10; 11/10; 21/20; 11/10; 21/20; 1; 13/12; 1; 11/10; 21/20; 21/20; 21/20; 21/20; 10/9; 11/10; 
Draw; 23/10; 9/4; 21/10; 9/4; 12/5; 12/5; 11/5; 9/4; 40/17; 11/5; 9/4; 11/5; 43/20; 23/10; 11/5; 23/10; 9/4; 40/17; 23/10; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 21/10
