META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-04-30 22:18:37 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 1/4; 1/5; 5/18; 1/9
Draw; 61/10; 5; 21/10; 
Celta Vigo; 25/2; 15/2; 8; 20/21
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-01 02:18:25 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 1/4; 1/5; 5/18; 5/18; 1/16
Draw; 61/10; 5; 24/5; 21/10; 
Celta Vigo; 25/2; 15/2; 8; 15/2; 20/21
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-01 10:18:29 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 1/4; 1/5; 1/5; 5/18; 5/18; 1/16
Draw; 61/10; 5; 5; 24/5; 21/10; 
Celta Vigo; 25/2; 15/2; 15/2; 8; 15/2; 20/21
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-01 14:18:35 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 1/4; 1/5; 1/5; 5/18; 2/7; 1/4; 5/18; 1/16
Draw; 11/2; 5; 24/5; 11/2; 5; 9/2; 11/2; 19/4; 5; 19/4; 19/4; 5; 21/4; 5; 21/4; 11/2; 96/19; 19/10; 26/5; ; ; 
Celta Vigo; 10; 8; 37/4; 17/2; 15/2; 15/2; 9; 17/2; 15/2; 8; 8; 33/4; 8; 13/2; 17/2; 15/2; 17/2; 1/5; 44/5; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-07 14:17:46 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 2/9; 3/10; 3/10; 8/25; 2/7; 1/4; 2/9; 5/19; 2/7; 2/7; 3/10; 3/10; 1/3; 2/7; 5/19; 1/4; 5/18; 5/19; 2/7; 5/19; 1/4; 1/4; 3/10
Draw; 11/2; 5; 19/4; 27/5; 5; 9/2; 11/2; 19/4; 5; 19/4; 5; 51/10; 21/4; 5; 21/4; 11/2; 67/13; 19/10; 7/2; 26/5; ; ; 
Celta Vigo; 10; 8; 89/10; 17/2; 8; 15/2; 9; 17/2; 15/2; 8; 13/2; 8; 33/4; 8; 13/2; 17/2; 15/2; 33/4; 8/11; 31/5; 43/5; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-07 18:17:43 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 1/3; 3/10; 1/3; 9/25; 3/10; 3/10; 1/4; 5/18; 1/3; 3/10; 1/3; 1/3; 7/20; 1/3; 3/10; 1/4; 6/19; 5/18; 3/10; 3/10; 1/4; 1/4; 1/3
Draw; 9/2; 5; 9/2; 51/10; 5; 19/4; 9/2; 91/17; 9/2; 5; 9/2; 9/2; 5; 9/2; 24/5; 21/4; 47/10; 51/10; 21/4; 63/13; 19/10; 7/2; 24/5
Celta Vigo; 13/2; 7; 38/5; 15/2; 7; 8; 7; 13/2; 7; 7; 29/4; 8; 28/5; 15/2; 7; 29/4; 4/6; 29/5; 37/5; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-07 22:17:43 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 1/3; 3/10; 1/3; 7/20; 3/10; 3/10; 1/4; 5/18; 1/3; 3/10; 1/3; 1/3; 7/20; 1/3; 4/13; 1/4; 6/19; 5/18; 3/10; 4/13; 1/4; 1/4; 3/10
Draw; 9/2; 5; 9/2; 26/5; 5; 19/4; 9/2; 91/17; 9/2; 5; 9/2; 5; 9/2; 49/10; 21/4; 47/10; 51/10; 21/4; 94/19; 19/10; 7/2; 5; 
Celta Vigo; 13/2; 7; 15/2; 39/5; 15/2; 7; 8; 7; 15/2; 15/2; 6; 15/2; 8; 28/5; 15/2; 15/2; 15/2; 4/6; 6; 38/5; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-08 02:17:37 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 2/7; 1/3; 1/3; 7/20; 3/10; 3/10; 1/4; 3/10; 1/3; 3/10; 1/3; 7/20; 7/20; 1/3; 4/13; 1/4; 6/19; 3/10; 1/3; 4/13; 1/4; 2/7; 3/10
Draw; 9/2; 19/4; 9/2; 26/5; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 5; 9/2; 24/5; 21/4; 47/10; 24/5; 5; 63/13; 11/5; 7/2; 5
Celta Vigo; 9; 13/2; 7; 39/5; 15/2; 7; 31/4; 7; 15/2; 13/2; 7; 7; 15/2; 8; 28/5; 15/2; 13/2; 31/4; 11/5; 28/5; 38/5; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-08 10:17:39 GMT+3; 2018-05-12 17:30; Nothing; Xlenovo
Real Madrid; 2/7; 4/11; 1/3; 9/25; 3/10; 3/10; 1/4; 3/10; 1/3; 3/10; 1/3; 7/20; 7/20; 1/3; 4/13; 1/4; 6/17; 3/10; 1/3; 4/13; 1/4; 2/7; 1/3
Draw; 9/2; 9/2; 9/2; 51/10; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 5; 9/2; 19/4; 21/4; 5; 24/5; 5; 24/5; 11/5; 7/2; 24/5
Celta Vigo; 9; 7; 38/5; 15/2; 7; 31/4; 7; 15/2; 13/2; 7; 7; 15/2; 8; 32/5; 15/2; 13/2; 31/4; 11/5; 29/5; 37/5; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-08 14:17:47 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 2/7; 4/11; 1/3; 4/11; 9/25; 3/10; 3/10; 1/4; 3/10; 1/3; 3/10; 1/3; 7/20; 7/20; 1/3; 4/13; 5/19; 6/17; 3/10; 1/3; 4/13; 1/4; 2/7; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 51/10; 5; 9/2; 9/2; 5; 9/2; 5; 9/2; 9/2; 5; 9/2; 19/4; 21/4; 5; 24/5; 5; 24/5; 9/4; 7/2; 24/5
Celta Vigo; 9; 7; 38/5; 15/2; 13/2; 7; 31/4; 7; 15/2; 13/2; 7; 7; 15/2; 15/2; 32/5; 15/2; 13/2; 31/4; 23/10; 28/5; 7; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-08 18:17:46 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 2/7; 4/11; 1/3; 4/11; 9/25; 3/10; 3/10; 1/4; 3/10; 1/3; 3/10; 1/3; 7/20; 7/20; 1/3; 4/13; 5/19; 6/17; 3/10; 1/3; 4/13; 1/4; 2/7; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 51/10; 5; 9/2; 9/2; 5; 9/2; 5; 9/2; 9/2; 5; 9/2; 19/4; 21/4; 5; 24/5; 5; 24/5; 23/5; 7/2; 24/5
Celta Vigo; 9; 7; 38/5; 15/2; 13/2; 7; 31/4; 7; 15/2; 13/2; 7; 7; 15/2; 15/2; 32/5; 15/2; 13/2; 31/4; 33/5; 28/5; 37/5; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-08 22:17:45 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 2/7; 4/11; 1/3; 4/11; 9/25; 3/10; 3/10; 1/4; 3/10; 1/3; 3/10; 1/3; 7/20; 7/20; 1/3; 4/13; 5/19; 6/17; 3/10; 1/3; 4/13; 1/4; 2/7; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 51/10; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 5; 9/2; 24/5; 21/4; 5; 24/5; 5; 63/13; 23/5; 7/2; 24/5
Celta Vigo; 9; 7; 38/5; 15/2; 7; 31/4; 7; 15/2; 13/2; 7; 7; 31/4; 15/2; 32/5; 15/2; 13/2; 31/4; 33/5; 28/5; 37/5; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-09 02:17:35 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 2/7; 4/11; 1/3; 4/11; 9/25; 3/10; 3/10; 1/4; 3/10; 1/3; 3/10; 1/3; 7/20; 7/20; 1/3; 4/13; 5/19; 6/17; 3/10; 1/3; 4/13; 1/4; 3/10; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 51/10; 5; 19/4; 9/2; 5; 9/2; 5; 9/2; 9/2; 5; 9/2; 24/5; 21/4; 5; 24/5; 5; 63/13; 23/5; 7/2; 24/5
Celta Vigo; 9; 7; 38/5; 15/2; 7; 31/4; 7; 15/2; 13/2; 7; 7; 31/4; 15/2; 32/5; 15/2; 13/2; 31/4; 33/5; 27/5; 37/5; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-09 10:17:38 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 2/7; 4/11; 1/3; 4/11; 9/25; 3/10; 3/10; 1/4; 3/10; 1/3; 3/10; 1/3; 7/20; 7/20; 1/3; 4/13; 5/19; 6/17; 3/10; 1/3; 4/13; 1/4; 3/10; 1/3
Draw; 9/2; 9/2; 9/2; 9/2; 51/10; 5; 9/2; 9/2; 5; 9/2; 9/2; 9/2; 9/2; 5; 9/2; 24/5; 21/4; 5; 24/5; 5; 63/13; 23/5; 7/2; 24/5
Celta Vigo; 9; 7; 38/5; 15/2; 13/2; 7; 31/4; 7; 13/2; 7; 7; 15/2; 15/2; 32/5; 15/2; 13/2; 31/4; 33/5; 27/5; 37/5; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-09 14:17:44 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 1/3; 4/11; 4/11; 4/11; 19/50; 1/3; 1/3; 3/10; 3/10; 4/11; 1/3; 4/11; 7/20; 4/11; 1/3; 6/19; 5/19; 7/19; 3/10; 1/3; 1/3; 1/4; 3/10; 1/3
Draw; 4; 9/2; 17/4; 9/2; 49/10; 5; 9/2; 9/2; 5; 9/2; 9/2; 4; 9/2; 9/2; 9/2; 79/17; 21/4; 49/10; 24/5; 19/4; 47/10; 23/5; 24/5; 24/5
Celta Vigo; 15/2; 6; 13/2; 6; 73/10; 7; 13/2; 13/2; 31/4; 13/2; 7; 7; 13/2; 13/2; 29/4; 15/2; 6; 15/2; 7; 15/2; 33/5; 34/5; 7; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-09 18:17:46 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 1/3; 4/11; 4/11; 4/11; 39/00; 1/3; 1/3; 3/10; 6/17; 4/11; 1/3; 4/11; 4/11; 4/11; 1/3; 1/3; 5/18; 7/19; 6/17; 1/3; 1/3; 3/10; 3/10; 4/11
Draw; 4; 9/2; 17/4; 9/2; 24/5; 9/2; 9/2; 9/2; 79/17; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 23/5; 5; 49/10; 9/2; 19/4; 79/17; 23/5; 24/5; 23/5
Celta Vigo; 15/2; 6; 13/2; 6; 71/10; 7; 13/2; 13/2; 27/4; 13/2; 7; 13/2; 13/2; 13/2; 7; 29/4; 6; 13/2; 7; 29/4; 33/5; 34/5; 34/5; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-09 22:17:42 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 1/3; 4/11; 4/11; 4/11; 37/00; 1/3; 1/3; 3/10; 6/17; 4/11; 1/3; 1/3; 4/11; 4/11; 1/3; 6/19; 10/29; 7/19; 6/17; 1/3; 6/19; 3/10; 3/10; 1/3
Draw; 4; 9/2; 17/4; 9/2; 5; 9/2; 9/2; 9/2; 79/17; 9/2; 9/2; 9/2; 9/2; 9/2; 9/2; 47/10; 4; 49/10; 9/2; 19/4; 19/4; 23/5; 22/5; 24/5
Celta Vigo; 15/2; 6; 13/2; 6; 37/5; 7; 13/2; 13/2; 27/4; 13/2; 7; 13/2; 13/2; 13/2; 13/2; 15/2; 7; 13/2; 7; 15/2; 33/5; 29/5; 36/5; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-10 02:17:18 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
Real Madrid; 4/11; 4/11; 4/11; 4/11; 37/00; 1/3; 7/20; 3/10; 6/17; 4/11; 1/3; 4/11; 4/11; 4/11; 4/11; 1/3; 10/29; 7/19; 6/17; 1/3; 10/29; 1/3; 3/10; 1/3; 1/3
Draw; 15/4; 9/2; 17/4; 9/2; 24/5; 5; 9/2; 9/2; 79/17; 9/2; 9/2; 4; 9/2; 9/2; 4; 79/17; 4; 49/10; 9/2; 19/4; 47/10; 1/2; 7/2; 24/5; 23/5
Celta Vigo; 7; 13/2; 6; 34/5; 15/2; 13/2; 13/2; 27/4; 13/2; 7; 13/2; 13/2; 13/2; 7; 6; 13/2; 13/2; 7; 33/5; 29/5; 36/5; 33/5; ; ; 
META; spain/la-liga-primera/real-madrid-v-celta-vigo; 2018-05-10 10:17:21 GMT+3; 2018-05-12 19:45; Nothing; Xlenovo
