META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-26 20:25:49 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 8/5; ; ; ; 13/8; ; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Macclesfield; 8/5; ; ; ; 13/8; ; 8/5; ; ; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; 12/5; ; ; ; 12/5; ; 12/5; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-27 00:23:23 GMT+2; 2016-11-29 19:45; e70300-dr003
Macclesfield; 8/5; 11/8; 13/8; ; 8/5; ; 31/20; ; ; ; 13/10; ; 8/5; ; ; 6/4; 8/5; ; ; ; 8/5; ; ; ; ; ; 5/4; ; 
Draw; 12/5; 11/5; 21/10; 21/10; 9/4; ; 23/10; 9/4; 9/4; 9/4; 11/5; 9/4; 11/5; 21/10; 2; 12/5; 11/5; 21/10; 11/5; 21/10; 11/5; 12/5; ; 21/10; ; ; 21/10; 2; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-28 12:22:31 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 31/20; 6/4; 8/5; 6/4; 13/8; 29/20; 8/5; 6/4; 8/5; 8/5; 13/8; 17/10; 8/5; 13/8; 17/10; 8/5; 17/11; 17/11; 6/4; 6/4; 17/11; 43/25; 10/7; 17/11; ; ; 13/8; 6/4; 
Macclesfield; 13/8; 17/10; 33/20; 8/5; 17/10; 31/20; 17/10; 8/5; 13/8; 17/10; 13/10; 17/10; 33/20; 7/4; 17/10; 8/5; 28/17; 17/10; 6/4; 17/10; 28/17; 7/4; 27/17; 17/10; ; ; 13/8; 6/4; 
Draw; 12/5; 11/5; 21/10; 21/10; 9/4; 41/20; 23/10; 9/4; 9/4; 9/4; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 12/5; 23/10; 21/10; ; ; 23/10; 2; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-28 16:22:23 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 13/8; 6/4; 33/20; 31/20; 13/8; 29/20; 13/8; 6/4; 13/8; 13/8; 13/8; 17/10; 13/8; 7/4; 17/10; 8/5; 8/5; 17/11; 6/4; 6/4; 8/5; 43/25; 10/7; 17/11; ; ; 13/8; 13/8; 
Macclesfield; 31/20; 17/10; 8/5; 6/4; 17/10; 31/20; 13/8; 8/5; 13/8; 13/8; 17/10; 17/10; 13/8; 13/8; 17/10; 8/5; 8/5; 17/10; 6/4; 17/10; 8/5; 7/4; 27/17; 17/10; ; ; 13/8; 6/4; 
Draw; 12/5; 11/5; 21/10; 21/10; 9/4; 41/20; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 21/10; 2; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 12/5; 23/10; 21/10; ; ; 23/10; 2; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-28 20:23:33 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 29/20; 6/4; 31/20; 6/4; 8/5; 29/20; 31/20; 6/4; 8/5; 6/4; 8/5; 17/10; 31/20; 8/5; 17/10; 17/11; 17/11; 17/11; 6/4; 6/4; 17/11; 43/25; 10/7; 17/11; ; ; 8/5; 6/4; 
Macclesfield; 7/4; 17/10; 7/4; 17/10; 17/10; 31/20; 7/4; 8/5; 13/8; 7/4; 7/4; 17/10; 17/10; 9/5; 17/10; 7/4; 17/10; 17/10; 6/4; 17/10; 17/10; 7/4; 27/17; 17/10; ; ; 17/10; 13/8; 
Draw; 12/5; 11/5; 21/10; 19/10; 9/4; 41/20; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 21/10; 2; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 12/5; 23/10; 21/10; ; ; 23/10; 2; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-29 00:22:12 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 29/20; 6/4; 31/20; 6/4; 8/5; 29/20; 31/20; 6/4; 8/5; 6/4; 31/20; 17/10; 31/20; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 6/4; 17/11; 43/25; 10/7; 17/11; ; ; 6/4; 7/5; 
Macclesfield; 7/4; 7/4; 7/4; 17/10; 17/10; 31/20; 7/4; 8/5; 13/8; 7/4; 7/4; 17/10; 17/10; 9/5; 15/8; 7/4; 17/10; 17/10; 6/4; 17/10; 17/10; 7/4; 27/17; 17/10; ; ; 9/5; 13/8; 
Draw; 12/5; 11/5; 21/10; 19/10; 9/4; 41/20; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 21/10; 21/10; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 12/5; 23/10; 21/10; ; ; 9/4; 2; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-29 04:22:17 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 29/20; 6/4; 31/20; 29/20; 8/5; 29/20; 31/20; 6/4; 8/5; 6/4; 31/20; 17/10; 31/20; 8/5; 6/4; 17/11; 17/11; 17/11; 6/4; 6/4; 17/11; 43/25; 10/7; 17/11; ; ; 6/4; 7/5; 
Macclesfield; 7/4; 7/4; 7/4; 13/8; 17/10; 31/20; 7/4; 8/5; 13/8; 7/4; 7/4; 17/10; 17/10; 9/5; 15/8; 7/4; 17/10; 17/10; 6/4; 17/10; 17/10; 7/4; 27/17; 17/10; ; ; 9/5; 13/8; 
Draw; 12/5; 11/5; 21/10; 21/10; 9/4; 41/20; 23/10; 9/4; 9/4; 9/4; 9/4; 21/10; 11/5; 21/10; 21/10; 9/4; 11/5; 21/10; 11/5; 21/10; 11/5; 12/5; 23/10; 21/10; ; ; 9/4; 2; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-29 08:22:03 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 17/10; 6/4; 33/20; 8/5; 13/8; 31/20; 17/10; 6/4; 13/8; 17/10; 8/5; 17/10; 33/20; 7/4; 6/4; 8/5; 8/5; 17/11; 6/4; 6/4; 8/5; 43/25; 8/5; 17/11; ; ; 13/8; 13/8; 
Macclesfield; 8/5; 7/4; 8/5; 31/20; 17/10; 6/4; 8/5; 8/5; 13/8; 13/8; 17/10; 17/10; 8/5; 13/8; 15/8; 8/5; 8/5; 17/10; 6/4; 17/10; 8/5; 7/4; 8/5; 17/10; ; ; 13/8; 13/8; 
Draw; 11/5; 11/5; 21/10; 2; 9/4; 41/20; 23/10; 9/4; 11/5; 11/5; 9/4; 21/10; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 21/10; 11/5; 12/5; 23/10; 21/10; ; ; 9/4; 21/10; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-29 12:22:29 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 17/10; 13/8; 33/20; 8/5; 17/10; 31/20; 17/10; 6/4; 13/8; 17/10; 17/10; 17/10; 33/20; 7/4; 13/8; 8/5; 28/17; 8/5; 6/4; 8/5; 28/17; 17/10; 8/5; 8/5; ; ; 13/8; 13/8; 
Macclesfield; 8/5; 6/4; 8/5; 31/20; 13/8; 6/4; 8/5; 8/5; 13/8; 13/8; 17/10; 17/10; 8/5; 13/8; 7/4; 8/5; 8/5; 8/5; 6/4; 8/5; 8/5; 7/4; 8/5; 8/5; ; ; 13/8; 13/8; 
Draw; 11/5; 11/5; 21/10; 2; 9/4; 41/20; 23/10; 9/4; 11/5; 11/5; 11/5; 21/10; 11/5; 21/10; 21/10; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 12/5; 23/10; 11/5; ; ; 9/4; 21/10; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-29 16:24:19 GMT+2; 2016-11-29 19:45; e70300-dr003
Barrow; 29/20; 13/8; 31/20; 6/4; 8/5; 7/5; 8/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 8/5; 13/8; 17/11; 17/11; 8/5; 6/4; 8/5; 17/11; 17/10; 48/29; 8/5; ; ; 13/8; 8/5; 
Macclesfield; 15/8; 6/4; 17/10; 13/8; 7/4; 33/20; 17/10; 8/5; 9/5; 7/4; 9/5; 9/5; 7/4; 9/5; 7/4; 7/4; 17/10; 8/5; 6/4; 8/5; 17/10; 177/100; 48/29; 8/5; ; ; 7/4; 7/4; 
Draw; 11/5; 11/5; 21/10; 2; 9/4; 2; 23/10; 9/4; 11/5; 9/4; 9/4; 23/10; 11/5; 21/10; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; 11/5; 12/5; 28/13; 11/5; ; ; 9/4; 11/5; 
META; english/non-league/national-league/macclesfield-v-barrow; 2016-11-29 20:24:07 GMT+2; 2016-11-29 19:45; e70300-dr003
Macclesfield; 11/8; 13/10; 13/10; 13/10; 7/5; 5/4; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 27/20; 11/8; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 147/100; 23/18; 13/10; ; ; 7/5; 7/5; 
Barrow; 2; 2; 41/20; 19/10; 2; 15/8; 21/10; 15/8; 2; 2; 21/10; 21/10; 21/10; 21/10; 2; 2; 2; 2; 17/10; 2; 2; 101/50; 28/13; 2; ; ; 2; 2; 
Draw; 11/5; 9/4; 43/20; 2; 9/4; 2; 23/10; 21/10; 9/4; 23/10; 9/4; 23/10; 21/10; 21/10; 23/10; 9/4; 9/4; 23/10; 9/4; 23/10; 9/4; 49/20; 11/5; 23/10; ; ; 9/4; 11/5; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-10 00:22:10 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-10 04:22:23 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-10 08:22:10 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-10 12:22:57 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-10 16:25:31 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-10 20:23:28 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-11 00:23:49 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-11 04:22:59 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-11 08:23:23 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-11 12:27:31 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-11 16:29:14 GMT+2; 2017-02-15 19:45; e70300-dr003
Barrow; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Macclesfield; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-11 20:24:23 GMT+2; 2017-02-15 19:45; e70300-dr003
Macclesfield; ; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/6; ; 
Barrow; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
Draw; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-12 00:24:09 GMT+2; 2017-02-15 19:45; e70300-dr003
Macclesfield; 1; 11/8; ; 23/20; 21/20; ; 11/10; ; ; ; 1; ; 19/20; ; ; 11/10; ; ; ; ; ; ; ; ; ; 4/6; ; 
Barrow; 5/2; 17/10; ; 2; 5/2; ; 23/10; ; ; ; 5/2; ; 5/2; ; ; 23/10; ; ; ; ; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 23/10; ; 12/5; 5/2; ; 5/2; ; ; ; 12/5; ; 51/20; ; ; 5/2; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-12 04:23:21 GMT+2; 2017-02-15 19:45; e70300-dr003
Macclesfield; 1; 11/8; ; 23/20; 21/20; ; 11/10; 1; 1; ; 1; 20/21; 19/20; ; ; 21/20; 21/20; ; ; 21/20; ; ; ; ; ; 4/6; ; 
Barrow; 5/2; 17/10; ; 2; 12/5; ; 23/10; 23/10; 5/2; ; 5/2; 9/4; 5/2; ; ; 12/5; 9/4; ; ; 9/4; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 23/10; ; 12/5; 13/5; ; 13/5; 12/5; 13/5; ; 12/5; 12/5; 51/20; ; ; 5/2; 27/11; ; ; 27/11; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-12 08:23:16 GMT+2; 2017-02-15 19:45; e70300-dr003
Macclesfield; 1; 6/5; ; 23/20; 21/20; ; 11/10; 1; 1; ; 1; 21/20; 19/20; ; ; 11/10; 21/20; ; ; 21/20; ; ; ; ; ; 4/6; ; 
Barrow; 5/2; 2; ; 2; 12/5; ; 23/10; 23/10; 5/2; ; 5/2; 21/10; 5/2; ; ; 23/10; 9/4; ; ; 9/4; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 9/4; ; 12/5; 13/5; ; 13/5; 12/5; 13/5; ; 12/5; 23/10; 51/20; ; ; 5/2; 27/11; ; ; 27/11; ; ; ; ; ; 11/5; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-12 12:24:35 GMT+2; 2017-02-15 19:45; e70300-dr003
Macclesfield; 1; 6/5; ; 23/20; 1; ; 1; 1; 1; ; 1; 21/20; 19/20; ; ; 21/20; 19/20; ; 9/10; 19/20; 11/10; ; 9/10; ; ; 4/6; ; 
Draw; 13/5; 9/4; ; 12/5; 13/5; ; 13/5; 12/5; 13/5; ; 12/5; 23/10; 51/20; ; ; 5/2; 5/2; ; 13/5; 5/2; 13/5; ; 13/5; ; ; 9/4; ; 
Barrow; 5/2; 2; ; 2; 5/2; ; 5/2; 23/10; 5/2; ; 5/2; 21/10; 5/2; ; ; 12/5; 12/5; ; 5/2; 12/5; 67/25; ; 5/2; ; ; 6/4; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-12 16:25:07 GMT+2; 2017-02-15 19:45; e70300-dr003
Macclesfield; 1; 6/5; 1; 23/20; 21/20; ; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; ; 11/10; 11/10; 19/20; ; 9/10; 19/20; 11/10; ; 9/10; ; ; 4/6; ; 
Draw; 13/5; 9/4; 49/20; 12/5; 13/5; ; 13/5; 12/5; 5/2; 5/2; 12/5; 23/10; 5/2; ; 23/10; 5/2; 5/2; ; 13/5; 5/2; 13/5; ; 13/5; ; ; 9/4; ; 
Barrow; 5/2; 2; 5/2; 2; 12/5; ; 12/5; 23/10; 12/5; 23/10; 9/4; 21/10; 49/20; ; 12/5; 23/10; 12/5; ; 5/2; 12/5; 67/25; ; 5/2; ; ; 6/4; ; 
META; english/non-league/national-league/macclesfield-v-barrow; 2017-02-12 20:24:44 GMT+2; 2017-02-15 19:45; e70300-dr003
