META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-11 18:20:22 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
MK Dons; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-11 22:21:09 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 8/5; 8/5; ; 8/5; 17/10; ; 13/8; ; 13/8; ; 11/8; ; 8/5; 13/8; ; 8/5; 8/5; ; ; 8/5; ; ; ; ; ; 6/4; ; 
MK Dons; 9/5; 8/5; ; 8/5; 9/5; ; 17/10; 7/4; 9/5; 9/5; 6/4; 8/5; 7/4; 9/5; ; 7/4; 28/17; ; 8/5; 28/17; ; ; 8/5; ; ; 13/8; ; 
Draw; 23/10; 9/4; ; 21/10; 23/10; ; 12/5; 23/10; 12/5; 23/10; 9/4; 23/10; 47/20; 23/10; ; 12/5; 40/17; ; 12/5; 40/17; ; ; 12/5; ; ; 21/10; ; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-12 14:20:13 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 6/4; 8/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; ; 17/11; 16/11; ; 7/5; 16/11; 8/5; ; 10/7; ; ; 6/4; ; 
MK Dons; 9/5; 8/5; 37/20; 9/5; 19/10; 7/4; 15/8; 7/4; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; ; 9/5; 24/13; ; 19/10; 24/13; 47/25; ; 37/19; ; ; 7/4; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 23/10; 12/5; 23/10; 23/10; 23/10; 47/20; 23/10; ; 23/10; 11/5; ; 11/5; 11/5; 12/5; ; 11/5; ; ; 11/5; ; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-12 18:20:11 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 6/4; 8/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 16/11; ; 7/5; 16/11; 8/5; 13/9; 10/7; 6/4; ; 7/5; ; 
MK Dons; 9/5; 8/5; 37/20; 9/5; 19/10; 7/4; 15/8; 6/4; 9/5; 9/5; 9/5; 9/5; 7/4; 9/5; 9/5; 15/8; 24/13; ; 19/10; 24/13; 47/25; 31/18; 37/19; 9/5; ; 7/4; ; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 47/20; 9/4; 23/10; 23/10; 11/5; ; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; ; 21/10; ; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-12 22:20:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 8/5; 6/4; 6/4; 16/11; ; 7/5; 16/11; 8/5; 13/9; 10/7; 6/4; ; 6/4; 7/5; 
MK Dons; 9/5; 9/5; 37/20; 9/5; 19/10; 7/4; 15/8; 6/4; 9/5; 9/5; 9/5; 9/5; 7/4; 19/10; 9/5; 9/5; 24/13; ; 19/10; 24/13; 47/25; 31/18; 37/19; 9/5; ; 9/5; 17/10; 
Draw; 23/10; 9/4; 9/4; 23/10; 23/10; 43/20; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 47/20; 12/5; 23/10; 23/10; 11/5; ; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; ; 9/4; 19/10; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-13 02:21:07 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 6/4; 7/5; 6/4; 6/4; 8/5; 7/5; 6/4; 6/4; 6/4; 6/4; 6/4; 31/20; 6/4; 8/5; 6/4; 6/4; 6/4; ; 7/5; 6/4; 8/5; 13/9; 10/7; 6/4; ; 6/4; 7/5; 
MK Dons; 9/5; 9/5; 15/8; 9/5; 15/8; 7/4; 15/8; 6/4; 9/5; 9/5; 9/5; 15/8; 7/4; 19/10; 9/5; 9/5; 24/13; ; 19/10; 24/13; 47/25; 31/18; 37/19; 9/5; ; 9/5; 7/4; 
Draw; 23/10; 9/4; 11/5; 23/10; 9/4; 43/20; 23/10; 9/4; 12/5; 9/4; 23/10; 21/10; 47/20; 12/5; 23/10; 23/10; 11/5; ; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; ; 9/4; 21/10; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-13 06:22:13 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 8/5; 7/5; 6/4; 6/4; 6/4; 7/5; 6/4; 6/4; 6/4; 6/4; 29/20; 31/20; 6/4; 8/5; 6/4; 6/4; 6/4; ; 7/5; 6/4; 8/5; 13/9; 10/7; 6/4; ; 6/4; 7/5; 
MK Dons; 19/10; 9/5; 15/8; 9/5; 19/10; 7/4; 9/5; 6/4; 9/5; 9/5; 9/5; 15/8; 7/4; 19/10; 9/5; 9/5; 24/13; ; 19/10; 24/13; 47/25; 31/18; 37/19; 9/5; ; 9/5; 7/4; 
Draw; 12/5; 9/4; 11/5; 23/10; 9/4; 43/20; 12/5; 9/4; 12/5; 9/4; 12/5; 21/10; 47/20; 12/5; 23/10; 23/10; 11/5; ; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; ; 9/4; 21/10; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-13 10:19:41 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 8/5; 7/5; 31/20; 6/4; 6/4; 29/20; 31/20; 6/4; 6/4; 6/4; 6/4; 6/4; 6/4; 8/5; 6/4; 6/4; 6/4; 6/4; 7/5; 6/4; 8/5; 22/15; 10/7; 6/4; ; 6/4; 6/4; 
MK Dons; 19/10; 9/5; 37/20; 9/5; 19/10; 17/10; 7/4; 6/4; 9/5; 15/8; 9/5; 15/8; 7/4; 15/8; 9/5; 9/5; 24/13; 7/4; 19/10; 24/13; 47/25; 23/13; 37/19; 9/5; ; 9/5; 7/4; 
Draw; 12/5; 9/4; 11/5; 23/10; 9/4; 43/20; 12/5; 9/4; 12/5; 21/10; 23/10; 9/4; 47/20; 12/5; 23/10; 23/10; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; 21/10; ; 9/4; 21/10; 
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-13 14:21:08 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
AFC Wimbledon; 8/5; 6/4; 8/5; 13/8; 8/5; 31/20; 7/4; 6/4; 8/5; 13/8; 31/20; 8/5; 6/4; 13/8; 8/5; 17/11; 8/5; 6/4; 7/5; 8/5; 8/5; 28/17; 31/21; 8/5; ; 6/4; 6/4; 17/10
MK Dons; 19/10; 7/4; 9/5; 9/5; 9/5; 8/5; 31/20; 6/4; 9/5; 7/4; 7/4; 9/5; 7/4; 15/8; 7/4; 7/4; 7/4; 7/4; 9/5; 7/4; 47/25; 17/11; 24/13; 9/5; ; 7/4; 17/10; 13/8
Draw; 12/5; 23/10; 11/5; 21/10; 9/4; 43/20; 12/5; 9/4; 23/10; 21/10; 9/4; 21/10; 23/10; 23/10; 11/5; 9/4; 11/5; 9/4; 11/5; 11/5; 12/5; 23/10; 11/5; 11/5; ; 9/4; 21/10; 23/10
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-13 18:22:23 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
MK Dons; 17/10; 6/4; 33/20; 8/5; 17/10; 6/4; 8/5; 13/8; 13/8; 8/5; 13/8; 31/20; 13/8; 13/8; 17/10; 8/5; 8/5; 8/5; 8/5; 8/5; 83/50; 23/15; 8/5; 13/8; 8/5; ; 8/5; 6/4; 6/4
AFC Wimbledon; 9/5; 7/4; 37/20; 7/4; 7/4; 5/3; 7/4; 13/8; 7/4; 9/5; 17/10; 17/10; 17/10; 9/5; 17/10; 7/4; 7/4; 28/17; 17/10; 7/4; 15/8; 17/10; 17/10; 9/5; 17/10; ; 7/4; 7/4; 7/4
Draw; 12/5; 9/4; 23/10; 11/5; 9/4; 43/20; 12/5; 11/5; 23/10; 21/10; 9/4; 23/10; 23/10; 23/10; 21/10; 9/4; 11/5; 9/4; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; ; 9/4; 9/4; 23/10
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-13 22:20:22 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
MK Dons; 17/10; 8/5; 33/20; 8/5; 17/10; 6/4; 8/5; 13/8; 13/8; 8/5; 13/8; 8/5; 13/8; 17/10; 17/10; 8/5; 8/5; 8/5; 8/5; 8/5; 83/50; 23/15; 8/5; 13/8; 8/5; ; 8/5; 6/4; 13/8
AFC Wimbledon; 9/5; 7/4; 37/20; 7/4; 7/4; 5/3; 7/4; 13/8; 7/4; 9/5; 17/10; 9/5; 17/10; 15/8; 17/10; 7/4; 7/4; 28/17; 17/10; 7/4; 15/8; 17/10; 17/10; 9/5; 17/10; ; 7/4; 7/4; 9/5
Draw; 12/5; 9/4; 23/10; 11/5; 9/4; 43/20; 12/5; 11/5; 23/10; 21/10; 9/4; 21/10; 23/10; 12/5; 21/10; 11/5; 11/5; 9/4; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; ; 23/10; 9/4; 23/10
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-14 02:22:08 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
MK Dons; 17/10; 8/5; 33/20; 8/5; 13/8; 6/4; 8/5; 13/8; 13/8; 8/5; 13/8; 8/5; 13/8; 17/10; 17/10; 8/5; 8/5; 8/5; 8/5; 8/5; 83/50; 23/15; 8/5; 13/8; 8/5; ; 8/5; 8/5; 13/8
AFC Wimbledon; 9/5; 7/4; 37/20; 7/4; 9/5; 5/3; 7/4; 13/8; 7/4; 9/5; 17/10; 9/5; 17/10; 15/8; 17/10; 7/4; 7/4; 28/17; 17/10; 7/4; 15/8; 17/10; 17/10; 9/5; 17/10; ; 9/5; 9/5; 9/5
Draw; 12/5; 9/4; 23/10; 11/5; 9/4; 43/20; 12/5; 11/5; 23/10; 21/10; 9/4; 21/10; 23/10; 12/5; 21/10; 11/5; 11/5; 9/4; 11/5; 11/5; 58/25; 23/10; 11/5; 11/5; 11/5; ; 9/4; 9/4; 23/10
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-14 06:19:50 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
MK Dons; 17/10; 8/5; 33/20; 8/5; 13/8; 6/4; 8/5; 13/8; 13/8; 8/5; 13/8; 13/8; 13/8; 13/8; 17/10; 8/5; 8/5; 8/5; 8/5; 8/5; 83/50; 23/15; 8/5; 13/8; 8/5; ; 8/5; 8/5; 13/8
AFC Wimbledon; 9/5; 7/4; 37/20; 7/4; 9/5; 5/3; 7/4; 13/8; 7/4; 7/4; 17/10; 9/5; 17/10; 15/8; 17/10; 7/4; 7/4; 28/17; 17/10; 7/4; 15/8; 17/10; 17/10; 9/5; 17/10; ; 9/5; 9/5; 9/5
Draw; 12/5; 9/4; 23/10; 11/5; 9/4; 43/20; 12/5; 11/5; 23/10; 11/5; 9/4; 21/10; 23/10; 12/5; 21/10; 9/4; 11/5; 9/4; 11/5; 11/5; 58/25; 23/10; 11/5; 9/4; 11/5; ; 9/4; 9/4; 23/10
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-14 10:20:17 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
MK Dons; 8/5; 8/5; 33/20; 8/5; 17/10; 6/4; 8/5; 13/8; 13/8; 8/5; 13/8; 8/5; 13/8; 17/10; 17/10; 17/11; 8/5; 8/5; 8/5; 8/5; 83/50; 23/15; 8/5; 8/5; 8/5; ; 13/8; 8/5; 13/8
AFC Wimbledon; 15/8; 7/4; 37/20; 7/4; 7/4; 5/3; 7/4; 13/8; 7/4; 7/4; 17/10; 7/4; 17/10; 15/8; 17/10; 7/4; 7/4; 28/17; 17/10; 7/4; 15/8; 17/10; 17/10; 9/5; 17/10; ; 7/4; 9/5; 9/5
Draw; 12/5; 9/4; 23/10; 11/5; 9/4; 43/20; 12/5; 11/5; 23/10; 11/5; 23/10; 11/5; 23/10; 23/10; 21/10; 9/4; 11/5; 9/4; 11/5; 11/5; 58/25; 23/10; 11/5; 9/4; 11/5; ; 9/4; 9/4; 23/10
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-14 14:22:18 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
MK Dons; 33/20; 8/5; 7/4; 8/5; 17/10; 6/4; 13/8; 13/8; 13/8; 13/8; 13/8; 13/8; 13/8; 7/4; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; 83/50; 23/15; 8/5; 13/8; 8/5; ; 13/8; 13/8; 17/10
AFC Wimbledon; 9/5; 7/4; 9/5; 7/4; 7/4; 5/3; 7/4; 13/8; 7/4; 7/4; 17/10; 7/4; 17/10; 15/8; 9/5; 7/4; 7/4; 28/17; 17/10; 7/4; 15/8; 17/10; 17/10; 9/5; 17/10; ; 7/4; 9/5; 9/5
Draw; 12/5; 9/4; 11/5; 11/5; 11/5; 43/20; 12/5; 11/5; 23/10; 21/10; 9/4; 21/10; 23/10; 9/4; 21/10; 23/10; 28/13; 9/4; 11/5; 28/13; 58/25; 23/10; 11/5; 11/5; 11/5; ; 21/10; 21/10; 9/4
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-14 18:19:56 GMT+2; 2017-03-14 19:45; Nothing; Xlenovo
MK Dons; 7/4; 13/8; 17/10; 8/5; 17/10; 6/4; 17/10; 13/8; 13/8; 13/8; 13/8; 31/20; 17/10; 17/10; 13/8; 8/5; 8/5; 8/5; 8/5; 8/5; 171/100; 52/35; 8/5; 17/10; 8/5; ; 13/8; 13/8; 17/10
AFC Wimbledon; 9/5; 7/4; 37/20; 7/4; 9/5; 17/10; 9/5; 13/8; 9/5; 9/5; 7/4; 9/5; 7/4; 19/10; 9/5; 9/5; 9/5; 28/17; 17/10; 9/5; 15/8; 9/5; 17/10; 9/5; 17/10; ; 9/5; 9/5; 19/10
Draw; 9/4; 11/5; 11/5; 11/5; 11/5; 41/20; 11/5; 11/5; 11/5; 2; 11/5; 11/5; 11/5; 23/10; 21/10; 9/4; 21/10; 9/4; 11/5; 21/10; 56/25; 11/5; 11/5; 21/10; 11/5; ; 21/10; 2; 9/4
META; english/league-1/afc-wimbledon-v-mk-dons; 2017-03-14 22:19:50 GMT+2; 2017-03-14 19:45; In Play; Xlenovo
AFC Wimbledon; 7/4; 7/4; ; 8/5; ; 5/3; 7/4; 7/4; ; 17/10; 7/4; 13/8; 17/10; ; ; ; 28/17; 24/13; ; 28/17; 33/20; ; 5/3; ; 5/3; ; 13/8; 17/10; 
MK Dons; 11/5; 9/4; ; 19/10; ; 21/10; 21/10; 21/10; ; 21/10; 13/8; 13/8; 11/5; ; ; ; 28/17; 9/5; ; 28/17; 33/20; ; 8/5; ; 8/5; ; 19/10; 7/4; 11/5
Draw; 8/5; 3/2; ; 2; ; 31/20; 13/8; 6/4; ; 7/5; 11/5; 15/8; 8/5; ; ; ; 39/19; 17/11; ; 39/19; 61/25; ; 28/13; ; 28/13; ; 2; 2; 6/4
