META; english/league-1/southend-v-walsall; 2018-02-27 18:18:16 GMT+2; 2018-03-03 15:00; e70300-dr003
Southend; 21/20; 11/10; 11/10; 23/20; 23/20; 11/10; ; 1; 13/12; 23/20; 21/20; 11/10; 10/11; 23/20; 23/20; ; 21/20; 21/20; 15/14; 13/12; 11/10; 11/10; 11/10; ; 1; 21/20; 
Draw; 5/2; 12/5; 9/4; 23/10; 49/20; 12/5; ; 9/4; 40/17; 9/4; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 5/2; 40/17; 40/17; 5/2; 47/20; 23/10; ; 21/10; 21/10; 
Walsall; 12/5; 5/2; 5/2; 12/5; 27/10; 13/5; 12/5; 12/5; 5/2; 5/2; 5/2; 12/5; 3; 5/2; 23/10; 5/2; 27/11; 12/5; 28/13; 5/2; 5/2; 12/5; 27/11; ; 12/5; 11/5; 
META; english/league-1/southend-v-walsall; 2018-03-01 16:00:35 GMT+2; ; e70300-dr003
Southend l w w w d w; 21/20; 21/20; 11/10; 21/20; 57/50; 11/10; 11/10; 1; 13/12; 11/10; 11/10; 21/20; 10/11; 11/10; 23/20; 21/20; 11/10; 21/20; 13/12; 13/12; 11/10; 11/10; 11/10; 1; 10/9; 
Walsall; 13/5; 13/5; 13/5; 13/5; 73/25; 29/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 3; 27/10; 11/4; 13/5; 13/5; 12/5; 12/5; 14/5; 13/5; 14/5; 45/17; 14/5; 27/10; 14/5
META; english/league-1/southend-v-walsall; 2018-03-02 05:03:00 GMT+2; 2018-03-03 15:00; e70300-dr003
Southend; 1; 21/20; 21/20; 21/20; 53/50; 11/10; 1; 1; 21/20; 21/20; 1; 10/11; 21/20; 1; 21/20; 21/20; 13/12; 1; 21/20; 21/20; 1; 20/21; ; ; 
Draw; 5/2; 12/5; 9/4; 12/5; 5/2; 5/2; 12/5; 12/5; 40/17; 23/10; 5/2; 23/10; 12/5; 47/20; 12/5; 12/5; 5/2; 40/17; 40/17; 5/2; 12/5; 12/5; 23/10; 12/5; 
Walsall; 13/5; 13/5; 13/5; 13/5; 73/25; 29/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 3; 27/10; 11/4; 13/5; 13/5; 12/5; 12/5; 14/5; 13/5; 45/17; 14/5; 27/10; 14/5
META; english/league-1/southend-v-walsall; 2018-03-02 07:03:00 GMT+2; 2018-03-03 15:00; e70300-dr003
Southend; 21/20; 21/20; 21/20; 21/20; 53/50; 11/10; 1; 1; 21/20; 21/20; 1; 10/11; 21/20; 1; 1; 21/20; 13/12; 1; 21/20; 21/20; 21/20; 1; 20/21; ; ; 
Draw; 5/2; 12/5; 9/4; 12/5; 5/2; 5/2; 23/10; 12/5; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 40/17; 5/2; 40/17; 40/17; 5/2; 47/20; 40/17; 12/5; 23/10; 12/5
Walsall; 3; 13/5; 13/5; 13/5; 73/25; 29/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 3; 27/10; 11/4; 13/5; 27/10; 12/5; 12/5; 14/5; 13/5; 14/5; 27/10; 14/5; 27/10; 14/5
META; english/league-1/southend-v-walsall; 2018-03-02 08:21:43 GMT+2; 2018-03-03 15:00; e70300-dr003
Southend; 21/20; 21/20; 21/20; 21/20; 53/50; 11/10; 1; 1; 21/20; 21/20; 1; 10/11; 21/20; 1; 1; 21/20; 13/12; 1; 21/20; 21/20; 21/20; 1; 20/21; ; ; 
Draw; 5/2; 12/5; 9/4; 12/5; 5/2; 5/2; 23/10; 12/5; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 40/17; 5/2; 40/17; 40/17; 5/2; 47/20; 40/17; 12/5; 23/10; 12/5
Walsall; 3; 13/5; 13/5; 13/5; 73/25; 29/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 3; 27/10; 11/4; 13/5; 27/10; 12/5; 12/5; 14/5; 13/5; 14/5; 27/10; 14/5; 27/10; 14/5
META; english/league-1/southend-v-walsall; 2018-03-02 09:03:00 GMT+2; 2018-03-03 15:00; e70300-dr003
Southend; 21/20; 21/20; 21/20; 21/20; 53/50; 11/10; 1; 1; 21/20; 21/20; 1; 10/11; 21/20; 1; 1; 21/20; 13/12; 1; 21/20; 21/20; 21/20; 1; 20/21; ; ; 
Draw; 5/2; 12/5; 9/4; 12/5; 5/2; 5/2; 23/10; 12/5; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 40/17; 5/2; 40/17; 40/17; 5/2; 47/20; 40/17; 12/5; 23/10; 12/5
Walsall; 3; 13/5; 13/5; 13/5; 73/25; 29/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 3; 27/10; 11/4; 13/5; 27/10; 12/5; 12/5; 14/5; 13/5; 14/5; 27/10; 14/5; 27/10; 14/5
META; english/league-1/southend-v-walsall; 2018-03-02 14:00:53 GMT+2; 2018-03-03 15:00; e70300-dr003
Southend; 21/20; 21/20; 21/20; 21/20; 53/50; 11/10; 1; 1; 21/20; 21/20; 1; 10/11; 21/20; 1; 1; 21/20; 13/12; 1; 21/20; 1; 1; ; ; ; 
Draw; 5/2; 12/5; 9/4; 12/5; 5/2; 5/2; 23/10; 12/5; 40/17; 23/10; 12/5; 23/10; 12/5; 47/20; 12/5; 12/5; 40/17; 5/2; 40/17; 40/17; 5/2; 40/17; 12/5; 12/5; 12/5
Walsall; 3; 13/5; 13/5; 13/5; 73/25; 29/10; 13/5; 11/4; 14/5; 27/10; 13/5; 14/5; 3; 27/10; 11/4; 13/5; 11/4; 12/5; 12/5; 14/5; 27/10; 11/4; 14/5; 14/5; 14/5
META; english/league-1/southend-v-walsall; 2018-03-03 12:19:45 GMT+2; 2018-03-03 15:00; e70300-dr003
Southend; 19/20; 21/20; 20/23; 1; 23/25; 19/20; 1; 5/6; 15/16; 19/20; 1; 20/23; 19/20; 9/10; 10/11; 19/20; 10/11; 19/20; 9/10; 15/16; 37/40; 1; 10/11; 10/11; 10/11; 20/21
Draw; 5/2; 12/5; 12/5; 12/5; 129/50; 14/5; 12/5; 13/5; 27/11; 12/5; 5/2; 12/5; 5/2; 49/20; 5/2; 12/5; 12/5; 12/5; 27/11; 27/11; 5/2; 47/20; 27/11; 12/5; 5/2; 12/5
Walsall; 7/2; 13/5; 16/5; 11/4; 69/20; 31/10; 14/5; 11/4; 29/10; 3; 11/4; 16/5; 14/5; 16/5; 3; 14/5; 58/19; 14/5; 56/19; 29/10; 16/5; 59/20; 58/19; 3; 10/3; 3
